,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.024895915963299185,,,,,,,,-0.05074164835002562,,,0.030759505386799606,,
BMP1,0.006312686058223376,0.04369279060743352,-0.023393743058091318,0.0007140915156965091,0.04714716105880955,-0.021384543676225252,-0.00867354542844599,-0.11987212128758955,0.010464749379655336,-0.010625734402190997,-0.04222583332232469,-0.051558556228244845,-0.08251346128543745,-0.07970276944953998,0.059003178023484384,0.041774388911362176,0.06405083944763969,-0.026463108856067927,0.06049367162817342,0.05151319309104553,0.13762178559606175
NDP,0.04996179936705154,0.006672779773835169,0.014403956962469015,0.025742810203601547,-0.06692885330983822,0.11676632972217177,0.07738224393663477,-0.04647176981157374,-0.03008916333343376,-0.027536150082175123,-0.007577346621364582,-0.033138809146976825,0.14225439297066836,-0.02431108970165642,-0.057612023646197594,0.004621632262538224,-0.026838391706954616,0.010008206662197792,0.01804576121088211,0.06000739675073929,-0.028170719521628307
TNFSF18,0.07048960926506875,-0.023106325105115334,-0.020536312786015427,0.018593543842925858,,,0.08566345464521054,0.014179125264761491,-0.01325936935447618,,,,-0.0019154918587619572,,,-0.021069840221111417,,-0.03314011997704451,0.027885132769218123,-0.05556677351281395,
IL36G,,,,,,,,,,,,-0.016140235009662756,,,,,,,,,
RTN4,-0.014316644353864113,-0.0032813899024035755,0.008101194708540337,-0.08206392711759704,0.04878131416631607,0.07559415129800619,0.05128776157777653,0.15102790014348622,0.004768475641635469,0.053969845966124204,0.11124072284073673,0.07744168039705929,0.04789437669735674,-0.08049787481039468,-0.034685706803018725,0.06082511297806821,-0.07494638135601331,-0.0062918152744125605,-0.010628155904514644,0.0809141641093895,0.03328274265000149
HEBP1,-0.029542472174438377,-0.004828401512274237,-0.06047807911922786,0.020153268655491108,-0.029760900108100577,-0.04266200124847034,-0.030152800379774664,0.04904464088080236,-0.002686123703706213,0.011974323237361714,-0.05565176738812871,0.046595792964860924,0.029539182174241927,-0.08508923647998322,-0.05572172335910719,-0.002836197201743461,0.007710190703669956,0.03766428687341001,0.019991796367651082,-0.008600394536610344,0.041287924803303275
WNT7B,-0.018635841005200295,0.06078198960461575,0.05172652833260456,-0.02314189278018732,-0.007650085481465149,-0.012524126773139738,0.04513102418567756,0.1094482001803134,0.0038114742097290735,-0.014267908005545572,,0.01974233918890215,0.008649459956236689,0.15781783865056906,0.022272532252987087,0.09871890475200343,-0.028986526927630273,0.030911152721793286,0.009950975556349505,0.011900255050693264,0.046567704810778966
PTMA,0.010396241979491044,0.012294882580289474,0.032909776250507485,0.0264260787591813,0.0033081299649506263,-0.08142069871275476,-0.0526811648545644,0.03659730043487187,0.01360315558924646,0.053159002263626486,-0.14063321017455827,-0.07201610527149992,0.07032058675202106,-0.02431851122459462,0.03131128490637973,0.029358237795652303,0.016518042722033267,-0.020555434621701986,0.010405362241880208,-0.022939350641012907,-0.019341740351958354
FASLG,-0.018635846273504803,,,,,,,,,,,,,,,,,,-0.01502669102143524,,
CEACAM1,-0.025876035645858858,,-0.02498457301201414,0.14788815222355592,-0.01562780323915015,-0.016785831448725082,,-0.03296056501357435,-0.0075572171253038365,,,,,-0.04892165887446762,-0.02626828713996711,0.09016121982802397,-0.019238779493232848,,-0.020907433537142334,,
