,UKF248,UKF269,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
COL4A4,0.024001176566657973,-0.0148125083285787,,,0.01649222360717886,0.10048865654744765,-0.004558172864308889
TAC1,0.07577674144443339,-0.019453124880071126,,,,,-0.11094979461483968
RARRES2,-0.02351926202888848,0.07766929553475155,-0.045683508492472755,-0.09174723135908117,-0.07975841538774708,-0.0008738905646474489,-0.021633114974485237
FGF7,,-0.004096260782264271,0.01427330862436307,-0.02377515876283643,-0.05250336262180411,0.0015209570656365104,-0.023069374152170228
EFNA2,,,,,,-0.013763747718728608,
HBEGF,0.04135259872983807,0.01817791600924896,0.05929516711478243,-0.0017663418765718167,-0.025882256038418754,0.04486700785790798,-0.00588793786097178
CSF3,,-0.015671348706254525,0.045660156138914366,,-0.03447010913071296,-0.004970704578664272,-0.007193940060289135
PI3,-0.023565378837815662,0.07047300103143561,,,-0.1122456224073411,-0.03362293457109479,0.018359120244339302
PCSK1N,-0.0330046850822569,0.007788492803588957,0.0023602554837887095,-0.07674435882188038,0.10567893877872488,-0.004150383184038511,-0.028087934281240106
NTS,,-0.01926197268791088,,,-0.017191529373830276,-0.016768514739378997,
SFRP1,0.03476471796527585,-0.03592933696016105,0.06100988594086204,-0.04593841710178264,-0.0017711701379921215,0.06479090569520242,-0.021913169374126237
CXCL13,,,-0.0035330379358928738,,-0.029901482184002105,0.03706077679358189,-0.029308395111411804
MICA,0.002956655108993135,-0.004682863501793455,-0.015060969842930493,-0.061597595863262924,0.048943096483447225,0.0865556978555299,0.026978512888805876
TG,0.017840355398779987,0.06166093384108589,0.06543894686030294,-0.0314078798535434,0.0065703111039915095,-0.020652258975647347,-0.03229800308193358
ADA,0.015168150899768454,0.0623108268026658,0.05739339221143171,-0.06216701134592691,-0.03775478825398342,-0.002703826710570945,0.007743745144333665
LAMC3,0.02044767505029208,0.07250073922867868,0.0053980818912944825,0.007785062763656533,0.02952400529191261,0.05237442928102253,0.021473392870551368
CCL7,0.034325323084407215,,,,-0.019951620137266056,,0.01229998647626866
NGF,-0.010282995452056753,,0.0475446031649007,,-0.023042524010583345,-0.013578739793459551,-0.028549136447187085
TNFSF15,,,-0.014386469959269583,-0.0289501145486611,0.026025171005185744,,0.015533883941673541
HMGB1,-0.015196460558734927,0.02694375068940613,0.07122548037109107,0.08397317083492487,0.0254707146810256,0.028632842818470804,0.0564536739647901
ITGB3BP,0.05122007825100762,0.07328855210948348,0.005564378977517443,-0.0014426211220049466,-0.015458250768959337,-0.004766816931466849,-0.015875005251710168
AANAT,-0.02067178370858614,-0.01413598062983542,,,-0.01750320050782655,-0.01852227657842801,0.14153805572803999
RELN,0.08244055653049545,-0.030941945853915836,,,,,-0.004990079919300777
IL15,0.041269919098250105,-0.01435247137736588,0.057211356901381086,-0.014787439635325715,-0.03206658046593782,0.04724900296728179,-0.02761398055386801
UTS2,,0.06445872469263172,,0.038813986370283875,-0.014905256249447019,,
BSG,-0.008431315778826835,0.059550919626800224,-0.005983548032839523,-0.05493022177280193,-0.10929927218504991,0.04140141761667343,-0.00035419177521396465
ADAMTS3,-0.007560120720948323,0.08437964337621777,-0.028225601182758454,-0.09009776205468192,-0.0016009389151113976,0.03953176124785816,-0.0744929792724808
CD34,-0.017285377265669137,0.053978206274490334,0.10839581937818685,0.05859236972639148,-0.01416186394369314,0.027370614769863928,-0.004826016398634989
CCL23,,0.07973975898704475,,-0.027317603514556175,,,
PLAT,0.0568189128496448,0.06167014200215803,-0.023082781993277894,0.0044627681149548995,0.05370510224383963,0.08088285227443355,0.018257717122105447
NTF3,,,0.046963048327703656,,0.03245657996465077,0.019548073101970292,
CKLF,-0.009548979146376637,0.05525990655651588,0.0008803697326614489,-0.03322673767086792,0.05560510106842959,0.08836141450433334,0.04239634945047381
APELA,,,0.0019762678331145347,,,,
CD24,0.06262889358981577,0.018411235937282423,0.02594623048782796,-0.062297118684427395,0.017786579376045476,0.040162594142638584,-0.015830015042769312
HSP90AA1,-0.004866170066274771,-0.0652801840953254,-0.026162151642244832,0.04237797744523164,-0.028777918642830424,-0.044502195385146624,0.02184748266323962
BMP4,0.062312002737060286,-0.007485603443516278,-0.0350692482082642,-0.03001912203465808,-0.05964510401953593,0.13278230325372728,-0.04117093760561797
SCGB3A1,0.08235195649800725,,0.14110708095018376,0.011293802538641418,-0.030367209301359544,0.006726666773974762,0.005747487407908867
IGFBP4,0.027558591855678268,0.07502702127003433,0.053629692163504036,0.07114323880853385,0.020419776328254053,0.0018726083312183648,-0.0012561641090532674
RSPO4,,,,,,,0.027266417079993117
LEFTY2,0.09663892039994197,0.07954265260673356,-0.016266635710681435,0.09181935496905125,-0.01693666615397823,-0.015825836983148763,-0.04325114550496436
PF4,-0.014780085306439353,,,,,-0.012615427692861041,0.16812783592560013
ANGPTL2,-0.0018441085113253214,0.05570931761870959,0.014693904289876719,0.023388509549036693,0.030486232738484456,0.008428087314063562,0.03818430821881395
LRIG2,-0.0643964776109547,-0.04780561948254817,0.056435644844811506,0.03320303444163681,-0.037397338976851546,0.06408787703115831,0.001830368573781823
ICOSLG,-0.010307716870910054,-0.02222517169040973,-0.022450155549544378,-0.059339268520510906,-0.04544692767134129,0.019095638803780676,-0.01828946227121962
WIF1,0.027687576762251417,-0.0540786526021558,,,,,-0.013425522089580038
NPPC,-0.019793311130391282,-0.017979724776963565,,-0.02413604025953883,-0.014288847980240089,0.028354891063016304,-0.04285849605272689
LYZ,-0.015708534908760625,0.05630646671117107,0.015539842306098416,-0.049673670348618866,-0.06128579240903062,0.023967201281240493,-0.03174057713903401
EREG,,,-0.0190212915726265,,-0.04049821134092019,-0.029351205985481105,-0.025090100286622303
SPTAN1,-0.030571958095678645,-0.07488164537338078,-0.028189984623898687,0.053802933956747685,0.010030453819183707,0.027460302675639564,-0.025142373587310207
LIPC,0.0011375766919877804,0.09643459701942324,-0.02378368164818394,-0.02559380003069823,,,0.05543689940367545
COL8A1,0.02885528138849491,0.013576748282436627,-0.0516399522559779,0.040925964696890416,0.02916771769416747,0.04076487703506067,-0.0031474781931081744
GSTM2,-0.04768785631261773,0.026688135708870287,-0.0014070282227087439,-0.03308461707744439,-0.04800271807084119,-0.00589541356974133,-0.029692054424203092
SPX,-0.02926533350482456,-0.034129118193164436,,-0.03199695131629544,-0.020116142481888807,-0.01566366596683023,0.033500025157406015
MFGE8,-0.017384068293342922,-0.010803476787542746,-0.04222702921021959,0.05571500023726406,-0.03321069426083241,0.02728527527445814,0.044925964496025816
TGFA,-0.015575041910984123,-0.010719038121362066,0.03559077818950184,-0.033490640737614596,0.03824484795696578,0.0784973594892326,-0.02903156859724864
SLIT2,-0.026757607161593575,-0.046971698198513316,0.04201613268422233,0.09664064623524053,0.005387232084784562,0.010947261339563375,-0.03155739535515401
PLTP,-0.03399776272241395,0.07467467256306153,0.07046632890360081,-0.031224826723173484,0.014552642271950699,0.03956900142711337,0.06080035577370075
APOD,-0.07335723948365187,-0.02739582464289899,0.021777519046558905,0.037068596409604464,0.00648935791572218,0.02295997686172461,-0.04625501522399478
B2M,0.05447815010515215,0.08201224802348456,0.03348869024378886,0.046218617824247174,-0.02551442742866488,0.05748003504408078,0.05117845288032264
OMG,-0.004339864779410977,-0.09499596731258354,-0.012046288463350593,0.04457357356717555,0.11694572104692098,0.04323190292338708,0.007530534074258575
CXCL3,-0.03649897568408505,-0.018559866830593866,0.039800745103890145,0.09467341142722524,-0.08023404689270186,-0.009900486581392243,-0.03933684880543996
CXCL10,-0.008723700317989901,0.06461794137757562,-0.016414302069591904,-0.005147801337639256,-0.02060260733705059,-0.016920945704316157,-0.038720183114173565
RSPO3,-0.019354192513441507,-0.023212029745741363,,,-0.0019416513062306094,0.008511891870029946,-0.037456866874601334
CORT,0.020772818092521694,-0.04017361799387,,,-0.02275012689847601,-0.013201403887539818,
NCAN,0.018160130454828248,-0.01531022549218778,,-0.015017863757356718,0.09906062754426057,0.004328685525273787,-0.07042519591060128
PRG4,-0.02142739759491691,0.09644660998912583,,,-0.02185254522480905,0.06562430958263228,0.0398077685574778
ZG16B,-0.01975777252233151,-0.02170973546306781,-0.021458646783557876,,,,-0.01859159108735975
TGM2,-0.023100650867929822,0.011286398310972083,0.047889662223289484,0.06065531785545356,-0.03652104484123468,-0.0075235223757985584,-0.0246889141091623
VEGFC,-0.02720634406527157,-0.011815888646463477,-0.045360138354872466,0.1686014436871923,-0.025676588945081635,0.03622431397554738,-0.03969897139352057
WNT6,0.006116654259263575,-0.019773510396367232,-0.02399515346433432,,0.046989543596506304,0.11215508538994107,0.08928301235261117
NRG4,-0.013122973847045829,0.08453023767561169,,,,,0.041308201323956385
PMCH,0.07337707137826523,,,,0.0652533896586715,-0.018522275921590756,-0.006573662429213466
COL9A1,-0.03963511506041356,-0.008762577948883635,,0.12034982643203289,-0.0037598805702412533,0.03953125405644147,-0.06211042099680913
GDF11,0.014171430467092351,0.012181519041389071,-0.004266008807594807,-0.13130307767961352,-0.00041989947531996465,0.018867486302411775,0.05517984914705752
IL24,,,-0.013531749201079942,,-0.01511986812153059,-0.012414281112217639,-0.03229798453551865
SORBS1,0.08348209018304825,0.0015885868142960441,-0.05031673362496355,0.04635901975557079,0.05095281884646194,-0.012121967830449236,0.011966114970213293
DLL1,0.017375110889146072,0.046481516486557406,0.009293093734033309,0.011984738444196433,0.10148752759899649,0.034125248477911714,-0.019675306373652286
TLN1,0.013883514254400499,0.02003156602139804,0.006967608221619118,0.058759928550302785,-0.04637950395591671,0.0035693074774173265,-0.023214817135933406
COL2A1,0.018468158097034455,-0.018559873146722243,,,-0.03305401381409412,0.018806195111174602,-0.02602827939536624
SHH,,-0.01459031543584383,,-0.0688631779943356,-0.05004009457961277,0.11550175595075252,-0.052640661200456296
PON2,-0.001923445373009618,0.03110185888117459,0.04927239485978927,0.04514032867240843,-0.037519935368261786,0.09199976677337773,0.03254166113314426
ICAM5,0.012073713093983056,0.005812447174177985,-0.012809463247590054,,-0.042264190384821716,0.08023539876804694,-0.04867327076475349
HPX,0.0444860042833739,0.13172186959049137,0.02073838794066867,-0.024874596900342903,0.007967261680801968,-0.04644382520555314,-0.0335841535822725
SFRP2,-0.018942846818937695,-0.014812503966833177,-0.013354641194701089,0.08961894173976002,-0.03660088060317415,0.06132232015670107,0.0013177203434797677
CFC1,,,,,,,-0.025563045496985366
CD70,0.06102451834875622,,-0.024051139485515023,,-0.04340156113602958,0.02876812311509391,-0.039879701568079316
HP,0.028952991304934433,-0.012179658460607205,,-0.008817137681318544,0.005583776834877581,0.09018845984295538,-0.006688287109047859
CXCL2,0.0474141217090908,0.01859430406031398,0.004965339787910648,0.08349302004386261,-0.09993054434458175,0.01916376526471556,0.014001482504962517
NPPB,-0.018381389084015376,,,,-0.028049515480817834,-0.0007116051139021349,
CCK,-0.023213029700817567,-0.043394510362612264,,-0.025593820688398567,-0.014148542031969632,0.02311457116072576,0.03591378688963113
SEMA6A,0.0015206746923334964,0.0484816685164988,-0.030031164982197232,-0.09177838943134664,0.041540746121677775,0.02369136323554512,0.01829023428078653
IRAK4,0.03773358191389551,0.012047643086624796,0.07633947257033075,-0.05383949230579847,0.0067095217510214885,-0.006366006752278398,0.031093514094983326
GSTP1,-0.04085280478661337,0.021147823998198444,-0.021013143786033223,-0.08649015601268908,0.006707919270870841,0.11567953699555315,0.029504737464747303
VCAM1,0.01109006242937322,0.06660356396267449,0.0017573544178871294,-0.03813817607077834,-0.07910801732786517,0.06389765114951616,0.008023777948039375
NXPH3,0.023287647615036322,0.046805351236752536,-0.02553487845360866,0.01625223431129442,0.01393334968189373,0.041698793734779215,0.03766855437057703
MTMR4,-0.01078000915525114,-0.0028587402897338483,-0.017089238834857915,0.03319869429296971,-0.0352109118775447,0.042083602195482885,0.01044065274681878
LAMC2,-0.014427468414743043,,0.018663396409637698,,-0.018588498582891043,-0.016303434480778662,-0.009538492278550973
IL10,0.10810785166556273,0.007065038816389464,0.01740266199566033,0.02350324449710725,0.0700143582921755,0.05527737259558782,-0.04839492523560394
SEMA4D,0.0012571799013766627,-0.0267732584816189,-0.01624137291619831,-0.012447007595178443,0.009899274360185594,0.028617188544869446,0.007191429954313098
TRH,0.04321657698270438,0.03883893020224425,,-0.02251853036522483,0.012908943953875353,0.03435767410144024,-0.01742900816062025
SEMA6D,-0.006375198906473572,0.038361296719704834,-0.018234458769493426,-0.07614928987086887,-0.05532056235416937,0.01397021957484233,0.03869269282975975
CEL,,,,,0.014664446357776938,0.1189706876270614,-0.02972180121683127
PDCD1LG2,0.047772685054383875,-0.015602561916688278,0.041582261235364563,0.012106694570591617,0.03061135476702308,0.08604538632379376,-0.014835831187885591
SPINT1,0.0006594515055730815,0.06395504601660305,-0.0007930344695509253,-0.02210195188834241,-0.03063335331393165,0.0017080753200744924,0.08072745804814171
CTHRC1,-0.035503449871634944,0.07306856954085987,0.0009468344841820802,0.06340123212395528,-0.04239350361694793,0.05710623486586302,0.054879815948644724
PODXL,0.04807780360568704,0.09727498601413773,0.049064710006555476,0.05137259612316667,-0.05962773053100032,0.06543730866553124,0.030357401535947633
JAM3,0.03212801541812989,0.03041956273070047,0.008866913072769902,0.0067534431374780025,-0.06668480569319747,-0.007949900254217308,0.027845285884889475
TGFB2,0.108447089462022,0.0983762471370136,0.05704011780004651,-0.07745291343904351,0.050437797806649316,-0.010935776238667727,0.04096521188471074
COL18A1,0.04481050631573007,0.08002026218535356,0.08849710048683808,0.009707839737652461,0.022596107621164756,0.03911358136635933,0.02824196664051191
NODAL,-0.029644407372847854,0.018917083286638933,,0.05340485192681859,-0.02260269440320834,-0.015334561514274552,0.07735541075418752
INHBB,0.01341927269610779,0.06516880005815168,0.08359134550681477,0.09903735068760945,0.029377093841296154,0.015932314694957882,0.04914771867599551
LCN1,-0.014427471660982181,0.09979545318533262,,-0.008808872414438406,0.012119551813190283,-0.014481553781030977,-0.019513308320067344
ARF4,0.009919837922438045,0.014981882462054305,0.017241085506081114,-0.010051197164990405,-0.040659675993926774,0.05539599558221568,0.06248130834950365
CXCL14,0.040909913135000066,0.022807951454935516,-0.03208902069948201,0.08786680262205014,-0.0178448351332142,0.04531452685908499,0.029022836844849097
LIF,-0.025735019795275312,0.03856125796200417,0.023744856942015113,0.029648379403526652,0.019964429888829387,0.0223898589795469,-0.0024595322194637323
IL17B,,0.07520239998472669,-0.007746627029006549,-0.039225564227273364,-0.020921294758414224,-0.005029609550238819,-0.022062477706829883
MMP1,0.015369547550034826,,-0.012633156692226914,0.031777904875986994,-0.019113664190936557,0.010099043590342171,-0.0028485980205646207
MATN1,-0.018942849400355278,-0.01707619517224559,-0.0135317511515235,,-0.030251301156968027,0.05350502907398304,0.004223360630964872
ADAM28,0.1091059529542189,-0.03048874786865572,-0.01623152630739646,-0.07257462791540184,-0.01146520114299813,0.0386029773582355,-0.01682097875458148
TCN2,-0.013246238695913405,0.03078284584956061,-0.055015979912230464,0.045849529325500314,-0.017644029107886688,0.026279382087629883,0.033322365442826324
THPO,-0.024683317103531277,-0.03323251231537073,,,,,-0.030130305600820268
CUBN,-0.05593477970237422,0.027308208248965706,0.06607250665502436,0.015236258087965799,0.011235242336057029,0.017696097564514384,0.02748515329905641
TIMP3,-0.008454595754701344,-0.05411693267743467,-0.01204351940245784,0.04632761864377734,-0.03993913111443377,-0.032370584221768854,0.010575790552800562
PIGF,-0.005705648933228217,0.04306047922971047,0.059908662091585435,0.04365808523434345,-0.01614740801517177,0.0637268310942742,-0.03146176797368444
CRH,-0.016903500764083285,-0.02504568477319917,,,0.04440659538818613,0.08159576410137911,-0.04403478232041971
BDNF,-0.03011064532277765,-0.0320070857627821,-0.020872700502070678,0.12245637745923903,0.04349985846614373,-0.015101998780540745,0.02530514737217254
CCL5,-0.006191832215829759,0.01801881731540328,0.051013314549967645,-0.025202466367567466,0.009389607965151394,-0.04039381132145691,0.05369178915105151
GAD1,0.015593200793322699,-0.03081076786799464,-0.020272094785238816,0.01439299209544813,-0.04798507559718897,-0.02372423895282923,-0.05906662608264605
COL14A1,0.00875104857498577,-4.630521517358784e-05,-0.009767311867223573,0.06689347573105943,0.010732632094350129,-0.003053778558969054,0.017904966947150013
HLA-A,0.03046050741835378,0.06979389531622288,-0.073500988120281,0.0453249955514393,-0.10367287711695963,-0.01566584666667161,0.050327011668785906
CD5L,0.023463799469505834,,,,,,
FGF18,-0.015294611215284465,,-0.014050438001278654,,-0.024733981732530115,-0.022605758061073206,-0.027601575520405607
ADM,0.012172016615421269,0.02515062346071459,-0.04984757850099218,0.04646433316013846,-0.0981632882333027,-0.0582002271454805,0.048284936025463104
CCL15,-0.002562654152981758,,,-0.02487460991420421,,,
GNAI2,0.09065183318412626,0.0819404293703652,-0.0182885642520372,0.05978804644755176,0.006958556321686716,-0.03126032164817088,0.056024934370428166
HDC,,0.006578240993972628,,,,,-0.02010574836996495
COL11A1,0.012312909298865256,-0.029611801014572354,-0.02022341564189643,-0.04585989988695597,-0.008026524242430689,0.031227264086536484,-0.003954552253892894
NUCB2,0.07404922074626401,0.015980693325556794,0.031704482196124976,0.11326711355964021,-0.031007054715538655,-0.04727795318807798,0.016425063431311858
FGF16,,,,,,,0.006364273688181731
CXCL1,-0.017474103646889498,-0.011431017249977348,0.053169505573510314,-0.026640004345652973,-0.05320970560577757,-0.015219858427946112,-0.02920074686766934
VCAN,-0.006539288283890724,0.04719135396311035,0.052679022033410676,0.06015244688609042,0.10993648148458213,-0.002268260369102296,-0.010305535124335574
MMP7,0.043148560370083563,-0.011888433425469554,0.012845404823613904,-0.06353707794351283,-0.0636316021265369,0.04430512778577071,0.033874772941947025
PTPN6,0.02121670293138153,0.06778480226866024,0.0397565557876687,-0.0006383839758444693,-0.0017259062710277262,0.03469572814301581,0.06048267472985632
PTGS2,-0.03910234797624209,-0.021439599036988784,-0.024895286491277386,0.009327282427051083,-0.05173601964075368,-0.014671489483510353,-0.023953740636709887
XCL1,-0.01852321133193456,,-0.010194557813988099,,,,0.11299677621820654
CD58,0.040223440830660415,0.03621482697634148,0.04959220252945695,0.10885419329688471,-0.0854052250017357,0.004402088329940974,0.06978564256951508
TNFSF14,-0.018664044984928903,0.05556956775151177,,-0.03170355656766889,-0.019785884449158155,-0.024644967920890614,-0.0537911746636657
CNTN4,0.019679314070020125,-0.0324530432784091,,0.1499467487771179,0.11579182445970385,-0.009169648314096916,-0.04006749607172572
INSL3,-0.016593378727579804,,,,-0.02200437117320517,-0.014305267554145278,
MFNG,0.05558658612128317,0.07632835159148568,0.008717370287416273,-0.03279383322528271,0.00039270365592203484,-0.009479559709641979,0.023585824842496196
ICAM1,0.05565490999266494,0.06771681781878311,-0.038971428489106945,-0.04164737694978006,-0.07687181710119355,0.010325117898644985,0.044999918402787935
PROS1,0.08051436102793365,0.06088715843303716,0.0531685471767236,-0.0656034792139409,0.0486144573415184,-0.009188429835842138,0.024449524884753417
CLCF1,0.022431373978380267,-0.008597144586306628,-0.030702613236579728,-0.013076056680564375,-0.06058097335528539,0.03729917533111688,0.015652176077117958
PSAP,0.04232262258005696,-0.013291246173786495,-0.001326076975365974,0.03351850176150611,-0.06294870112871481,0.0217587198817704,0.039254538400680404
EFEMP1,0.05853099197840972,0.02015897075830325,0.055232817474637916,0.047608846793398094,-0.03375163132480449,0.02655373232852256,0.023070247426773445
C1QTNF1,0.01003054311917163,0.05639911060651365,-0.08730676832490315,0.01894465812675838,-0.09231392554539278,-0.017089428511768607,-0.009816431057576368
ALB,0.0016468564594193666,-0.0006769097480760005,-0.012809467458844386,0.05657603049356135,-0.004970833200457493,0.055621038229388825,-0.028466130203514357
CCL13,,,-0.0244135442076018,,-0.014687675258134608,,
EFNA3,0.019521715987696236,-0.03297582558641677,0.006696404339784172,-0.0017919960559713032,-0.001379259087106612,0.02023286635562372,-0.04613425833071358
DRAXIN,0.05865993183264189,0.05167561468124957,0.04617461040502725,0.02239421181534903,0.021968130502583116,-0.07648084413122029,0.04471188361635412
RAET1L,-0.012926403181803514,,,,,-0.014481544290427027,
NPTX2,-0.03746221331416898,-0.06232388981228383,0.06870221106552478,0.016227000569092983,0.08678370792238732,0.0633023530485455,-0.02461135650457375
FGF11,-0.01697571078926401,0.07387489385201004,-0.037718812521151536,-0.03158365549258015,-0.11475002907683136,-0.02902543024866481,-0.004376641399810502
CD59,0.0045273190325690405,-0.04702998140550203,-0.028187875904324675,-0.014792483095692198,0.007838681771580341,0.016945157222075867,-0.0015252719292912417
COL9A2,-0.030254135894460518,-0.008745061278369997,0.01594255414584515,-0.04028672018607725,0.023506397199086974,0.054228185354870354,-0.046509147552863735
DLL3,-0.010539521511498118,0.027361661215451888,-0.0164143031289228,-0.07275986742840573,0.09627425040936231,0.014144965918556282,0.0005821030210002075
FGF5,,-0.01587918580059521,0.01927594259581077,,,,-0.03398473531865563
LIN7C,0.013975878583875103,0.03952983743909197,0.033865015808129686,0.05518486681421178,0.08693346175893421,0.016185634464585572,0.0066270505750437025
GDF7,-0.019357499695753993,0.011895439539025958,,,,-0.012414285045313259,0.03658481810452389
PSPN,-0.014615528963866817,0.056406015633568896,0.005545314080417497,-0.06816929947301069,-0.02926137129366215,0.011582103225549083,0.01011852479497492
ANGPT1,0.015211090312385208,0.05913252901625002,0.005849587791910147,-0.06657975193142165,0.05398251565967139,0.052913964410306186,0.07129694678591939
PNOC,0.06470304999300662,-0.0547547472247208,-0.012809467458844386,,,0.1082298845320272,-0.034801168614150425
L1CAM,0.014353054538509722,-0.014433583058726423,0.10612711569776122,0.1400399557021956,-0.07403887229476142,-0.004022168795764659,-0.005857767739174633
APOA1,-0.02768851306664044,0.1083351645902518,-0.01590083700058339,-0.05852894715885592,0.004401389352226659,0.06173970190869972,0.02553747855344733
PSEN1,0.03253527835173745,-0.027159960088846476,-0.04713402960352211,0.0819176604506598,0.05369204548559969,0.05309599582364656,-0.08314647407687677
CALM2,0.03259116789284269,-0.07368667494996962,0.01567986354140056,0.03165071425210324,0.10450850512204517,0.06377859439069199,-0.013964306760356933
CLEC2B,-0.001578331674837948,0.0666713783160292,-0.0005047891992276562,0.11450611884831928,0.009424798300576036,0.020447517988165208,0.011501678502099856
NTNG1,-0.0011164459465455932,0.01325450696795937,0.1053425007911683,0.05821936838155907,0.06326723220267133,0.04665252985748158,0.03379978923767345
LRIG1,0.015293364679520648,0.022969625839618753,-0.03760797651080728,0.10090532639765595,0.02372172092204354,0.025876043844644425,0.021855170290906358
CPAMD8,-0.013031130942935537,-0.014364860523133382,,0.0016459138186700935,,-0.013946446664314592,-0.021792934020731448
GHRL,-0.013125083039165047,-0.017916817763592677,,0.027615154244976372,,,-0.019210698095713043
NPY,0.07085170007121826,-0.07412123892619647,,0.14352716304103072,-0.07996624399606257,0.02876702167182189,-0.04840451850386004
MMP2,0.04491212798041926,0.0789073139618842,-0.061294893152782456,-0.0032067950921392365,0.04385556095738054,0.08159702816770584,-0.02238245763123037
PPY,0.07270963427505596,,-0.011848186195562256,,0.028085089517719004,-0.01303239773427961,-0.010654146046382117
ALKAL2,-0.024241438677925196,0.00705366720323927,-0.005337230795786545,-0.024532062071862485,-0.03349392562731771,0.050085760458261984,-0.031339600709845664
CSF1,0.07221832102700491,0.014678627978921225,0.05567827673274604,0.07499739386363016,-0.024020351703391833,-0.03355835769718387,-0.014143807761013797
SEMA4C,0.015764284207655015,-0.024798644533881274,0.004841934018047398,0.05847523009092976,0.03210482418788745,0.04811645932252889,-0.039862618039399327
ICAM2,0.045397731700385295,0.02426015215051713,0.01612565648208254,0.012151554865326349,0.02121787011370834,0.023243749662497402,0.06869144016220029
SYTL3,-0.03826414377948039,0.01921149794465558,-0.03980391068434801,-0.04575963108353383,-0.053235371365554424,0.0016066288081406817,-0.0026675735034331874
IL1A,-0.012245875255587981,0.06194550296930784,,0.015733960603621224,-0.03710654565788752,0.018102646567255628,0.024057530783187384
HLA-G,-0.019890647904749054,,,,-0.03239823324055587,-0.010243590537494088,
PGF,-0.033341461043673484,0.05026876694322757,0.04252568767095915,0.08903485867928229,0.06795816023154,0.04363010332156574,0.03729982740449749
LGALS8,-0.02132240254161867,0.0024140063845611314,-0.04252046369839291,-0.0011452074318968628,-6.712152267826388e-05,0.04236480811991627,-0.0212899283184684
DKK3,0.010508898897834497,-0.03602912935332976,0.0005847026337431915,-0.051205950266552565,-0.01591003575503522,0.015534921118991423,0.0176693548030363
COL16A1,0.0475909611057171,0.06713892170639095,0.020708874672134735,0.006216642047547619,0.034787624719354,0.049653078213691984,0.03431468461074636
TPH1,-0.014604787121037794,-0.0170761950110535,,,0.04490877196325949,0.06272288048638389,0.06254653188207705
TNC,0.09876053672789198,0.04393053818667072,-0.0005970168275226051,0.10077095886845028,-0.03788053541984542,0.017341918624676635,0.01980836928672425
TNFSF9,0.04036807258067367,-0.03854788395777616,-0.02804018156654004,,-0.02422829167120159,-0.004749591751948367,-0.04386319109025867
C4A,,,0.09300880837596931,,-0.016352021544438305,,
CNTN2,0.03529119461859946,-0.00566056308638424,-0.014877180344491654,0.07969920565730426,-0.02844391306907355,0.06342462644876318,-0.0001564731445382229
F7,-0.014248070549690725,-0.014364852173795921,-0.012809469256332253,,-0.020602603041403714,,0.012060141509358397
