,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
DCN,0.02954887576372533,-0.041089102967904294,-0.016327067708484973,0.03311255409878856,-0.0438947199520998,-0.08707307209420985,0.015049284070409848,-0.017985741783534435,0.011798815204292787,0.035405007176304217,0.022983901985935685,0.007780720255139355,0.0036632036701744826,-0.007280405560470428,0.039174350622379776,-0.06552021247394209,-0.004659230304318982,0.04318428679721576,0.0738238111964045,0.06531900928119495,0.10024966119831438,0.020704221208532013,0.02142723427429139,0.17278131427163582,-0.06368994863008451
RARRES2,0.08286989104233175,0.02267611957378658,-0.005225087118329045,-0.04746231831547686,-0.032372094753451555,-0.07538800268473474,-0.11217015750742977,0.015552139838376415,-0.0010821873123063157,-0.01317723839820573,-0.00901196766430651,0.03162588737042797,-0.23006278008098807,-0.09525509453254954,-0.049276620653449905,0.008787507395319671,0.017970561855382178,0.08134929107563305,-0.03775238008209064,-0.079192483160845,-0.04394245359231368,0.008436350122956496,0.02285810046356576,-0.08186291767599307,-0.06299150322534212
SEMA4A,0.06544553019588198,0.09294784966763674,-0.008273346570032813,-0.002182545000354471,-0.03983579957001821,-0.015247646911342557,0.0899747342057628,0.006292108725398419,0.03621468979673913,-0.008501213529055253,-0.027824043383746572,0.055859450051000105,-0.04891187745191336,0.07134822421531437,0.04609292199846388,0.05794094284937475,0.05304291607616675,0.027206067203439786,0.03851643631994171,0.07595533494291996,-0.03201644204916719,0.003067232695057853,0.009341138662536051,0.08415759855547877,0.04088151021906046
GDF11,0.06446664431334466,0.004819442860205904,0.06358265557193918,0.024139438095895405,-0.059389755937349076,-0.009398013453001348,0.01729393506274568,0.003827615122357631,3.821668219791695e-05,0.047041335735504175,0.026888710569610976,-0.035837743124859246,0.08712469800680218,-0.0009615438706724216,0.06774295073131122,0.006009366859114849,-0.05352636542966181,-0.03339437598179847,0.004522164055633229,-0.03340747484153549,0.008723906166057003,-0.021700469261630537,0.04038325751353887,-0.020711820165557327,0.058558704555696
GPC3,0.007247437292649518,0.008679615116009277,-0.015553323802233572,-0.03602289234472767,-0.012841821115980109,-0.02777951278145268,0.024532620754522384,0.001322241308893207,-0.017886010026124853,-0.02609111681345664,-0.013915832403436343,-0.027755077155230404,-0.03683267518945894,,0.021689158538513966,,0.06841637796051542,-0.021434158607771186,0.09143646902756294,0.1489125435179045,0.19014194001555237,0.07915240771486319,0.013742535711834855,0.15199922123856208,
OSTN,,,,,-0.03376205588277212,0.05849075981480699,-0.0034574755419538184,,0.04170354101856733,0.0032529013904368975,0.06522595579601978,,,,,,,,,,-0.04012572837276021,,,0.11243286049127048,
GRN,-0.04648408569446915,0.03741593204199834,-0.004328833992847618,-0.01331555469650903,-0.04994746791903635,-0.10469102457678477,-0.016904243680141186,0.007486362637969777,-0.021950995891099116,-0.021303500684871905,-0.05738110018717542,-0.00308174183908644,0.005096218561050904,0.014856310072163348,0.037725350006028883,0.11928506570153656,-0.05736251000413886,-0.014898163564246242,-0.012243859761124262,-0.003484186774941138,0.08245208232681132,-0.06189909791198149,0.07028787181143696,0.14333847160639124,0.075463653308171
CALM1,0.026936007765243544,0.019337274476297087,0.010705924972929833,0.04171584934999599,0.002372835076009317,-0.22154864443838138,0.12832887775313448,-0.006485466679122507,0.03015262829306812,0.005247279633122642,0.07199686354249539,0.007068014623654797,-0.0012796063828325144,0.08144879507589084,0.020498539285345004,-0.023582480357669862,-0.14114755354627395,-0.10656490384866463,0.0006255463323445808,0.032477609943875926,-0.053667293610154244,0.1315210983395208,-0.027685024279813803,-0.0038681320000223136,-0.04738509864340722
ANGPTL4,-0.07663626833616267,-0.06040286656595472,-0.04413186714252929,0.050764654751483874,0.1581471787021576,0.2247312843290198,-0.05067680331458913,-0.004126476473649881,0.018708285235734392,-0.020067515653391085,0.026804769250392636,-0.0008165815303951467,0.055484163183244124,-0.06060951370998644,-0.019691836157511567,0.08745562058837611,0.03165946071446617,0.14219107716048218,-0.0542704114793913,-0.1506928523053047,0.05938862878981481,-0.07727898793563046,0.1068021768890166,0.004453101668140524,0.03276299169595422
BMP8B,-0.0340668377988694,0.021714345131294926,0.027155613670202423,-0.023067105800391504,0.023032067918966954,0.007412395858384472,-0.05764242566514941,0.03017272287282791,-0.061350138640572816,-0.042410241112900544,0.033562036851227495,-0.02442785420770234,-0.01179629706019303,-0.036318137697186316,0.06284021233339512,0.10737542773459502,0.0088244762334911,0.07287969060967109,0.009610201564348355,-0.015849582008512546,0.04525139030044238,0.06772830750201897,0.0863027529298821,0.029398358428536435,0.08276766473840112
