,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.020044174821822403,,,,,,0.013609761165884844,
BMP1,0.0029137996003251237,0.025616273003702603,-0.040164452839646314,0.11302332570141038,0.0944328255571657,0.04794033877194815,0.006460913985426158,0.05278468240735632,0.01381929565060851,0.0390050110463047,0.07155202349560494,0.08636876749536378
NDP,0.014109931414844953,-0.017751752853374516,0.057056699523374076,0.02968452610602099,0.03381053551553473,-0.023277903709122055,0.024615295527162285,-0.02921194640936849,0.02077739666891559,0.04167893905196336,0.06949102329771935,0.010690256465337833
TNFSF18,0.002972169106699133,-0.011400007126471885,,-0.01893053834310662,-0.0169553560627678,-0.012622088600084996,,-0.0518269151889027,,,0.03419761258244731,-0.023953090455780836
IL36G,,,,,,,-0.013349799268401814,,,,,
RTN4,0.0075101333152532935,0.01656520357316507,-0.08123322217408008,-0.09599454909781543,-0.13881408675690712,-0.017667561863956807,-0.04060369220675071,0.01389620177009198,0.025604263447943185,-0.023668268821330427,-0.00393730962488411,0.011285449984575834
HEBP1,-0.0025945124540900618,-0.03470714341222033,-0.00041034559024720826,-0.0038607393448787815,0.00390207398480344,0.0016374600653886102,0.04395120320394991,0.00936438195423466,0.03471151288999875,-0.005021649413764398,0.09183610512622926,-0.015379994058617483
WNT7B,0.04366268481600767,0.0479039569305777,0.03834839264363764,0.047772596246540365,-0.0545302685601112,-0.004390386066905273,-0.01467296784552413,,0.02471167503133896,-0.030031230154096863,0.018422679557765456,0.007971635811414727
PTMA,-0.0025263281443075845,0.003605301269579524,-0.03528865680742825,0.14881264033353359,-0.11173666451654665,-0.03243961577350258,0.07034708648139115,0.07347437604802663,-0.04261148718828809,0.03630398846097637,-0.0018838397762537932,0.017958972812643095
FASLG,,,,,,,,,,,-0.03089839259642276,
CEACAM1,-0.022807279598244624,-0.011702680529786727,0.0180010004131865,,0.11862053701568268,0.07550347556996113,,-0.03644311715017155,-0.023839995789060337,-0.01993216421848951,0.007022816771818118,
PDAP1,0.016520823407402355,-0.008441148864896447,0.018766943344601956,0.09399202211319486,0.1148301473175774,0.02781023389910914,0.009583190620262843,-0.028132169993178573,0.02166043178770588,0.04398864651631195,0.014238426194445413,-0.048915249192511535
QDPR,0.04284000589150471,-0.019117808875173867,-0.027766963769169383,-0.024683751683048455,-0.1485478051453372,0.014508253742953657,0.0014260501590361158,-0.04304715130857178,-0.02276412851270371,-0.036114812808133265,0.013084799490693721,0.02576786895582022
POMC,-0.04107988413117328,-0.020793796225380703,-0.03413773110654915,-0.01962802357345951,0.021399421412949815,-0.014645673480283805,-0.0028747597948805396,0.09515091427666296,0.03464972403092858,0.013990632383647164,-0.006484889290982044,-0.046124879600832246
CCL18,-0.028461330014984104,,,,,,,,0.09532529739550194,-0.044917755789595844,,
CCL17,,,-0.01952215323628122,,,-0.01574220192947345,-0.012195420632357783,,-0.01691332312410714,,0.07924009752082237,
VEGFD,0.045621158231834914,-0.016761741957542934,0.07616334602563667,,0.12352515733234565,-0.016771984662095635,-0.01307021002456802,-0.04954361915746398,,,,
TNFSF13,-0.021477839768247742,,-0.020355190491686194,-0.018358673059744413,,,,,-0.03245412665505347,-0.022382484513184742,0.0043129461090394925,0.013335416029023453
WNT5A,0.03056833701532123,-0.050000172100816864,0.019302565624243647,0.13051971480367666,0.07533419420676507,0.04521344772887703,0.03601516472814005,0.032329728928997395,0.018723902026015503,0.0695297523554996,-0.017451401860517527,0.029583499848774085
CXCL8,-0.044582173208505806,-0.015694701668912858,0.05161006745252669,-0.012059754193721002,0.0653455845163727,-0.034021225692895354,-0.0307612926127848,0.043892210644297096,0.024737662910667223,-0.0487652853100291,0.04474008806207396,-0.004097617936866544
GRN,-0.017744917983231846,-0.01756470740857018,-0.03774649687555851,0.08701920794939183,0.0971753687426048,-0.024109913525893135,-0.009851246511331218,0.01052111759336023,0.0035122690471339206,-0.022927815862031447,0.016659260311798717,0.05229442196288062
MIA,0.025313287170751163,-0.014906721101097191,-0.006422232666820617,0.06556388071724535,0.04579142593813359,0.02500721394461835,0.0005524407089784854,0.004633602037614443,0.00962847505246987,-0.016311996698285626,0.06212956417335921,-5.535874587141951e-05
COL4A4,0.03826174483548083,-0.025068664976824574,0.04595148746423462,0.02416205548475871,-0.019752046504679825,-0.016435345857184425,-0.017363908139544595,-0.038793629523795586,0.005677066538911953,0.039210012989135366,-0.0006668925686641208,-0.029123252958230976
TAC1,0.08490683421218849,0.03546878141214324,-0.001601382079150616,-0.024043296138741784,-0.06077787974657161,-0.041793571634857446,-0.030772479181115735,,,0.029737799009960222,-0.03681663274761776,0.041159229672235495
RARRES2,-0.005039159451946151,-0.04014500926577597,-0.05083217594579343,0.05346051006813912,0.12409083599243585,-0.0005042615033404187,0.05545534829341108,-0.06241200709513718,0.09414461432172734,0.020939186083400146,0.013346408997487548,0.016814772681836003
FGF7,,-0.018918725178131514,0.008280890620989377,0.09545832131595139,0.11044909625508448,-0.006898779451340188,0.03414804752526477,-0.03972430228402736,0.029573287582819827,0.015071606022643834,0.08475118907317981,-0.013667953452385563
HBEGF,-0.018360290662381568,0.01891780131914607,-0.04359294186815415,0.07837801518791901,0.041605818981665856,0.07946068636939103,0.05378253540431166,0.1383928055911942,-0.016794534260953814,0.017751305375700136,0.008342225655486674,0.011815016863786868
CSF3,,,0.06788962507092082,,-0.020897285022265684,,,,0.07000254187872303,-0.028575480114245193,-0.029485915856339726,-0.013914426834277294
PI3,-0.029942519155363636,,0.0372084425823784,,0.009149159948506755,,,,0.08295505348387074,0.008110753474818386,-0.029353154728101384,0.010952821406429484
PCSK1N,0.0041506988670917105,0.024133523958388053,-0.010301321823154401,-0.05761448603988509,-0.02737850020323499,-0.0038827566366926706,0.004326603844532744,0.05559299585494094,0.03537388127801676,-0.0805337304457695,0.036302466790777074,0.016639823683581606
NTS,,,,0.013114808244956885,-0.010716352446083826,-0.01877547215527019,,,-0.03945702223649064,0.05956007015473502,0.0675781239843571,
SFRP1,0.011837654347875797,0.04987035600296642,-0.02574842964926876,0.06314786978236311,-0.016020240860630138,0.0369919120892953,-0.0043070036380979835,0.12126393440960737,0.07453577455022378,0.040538853731397866,0.01717219630674319,0.016966215463354646
CXCL13,,0.045629840219102644,,,,,,,0.046257704821494314,-0.010428683294005625,,-0.024848602923244093
MICA,-0.01655594964633563,0.034903576858175675,-0.00854532140895028,0.04171866687677195,0.10026809961684371,0.0014996384911279673,-0.04748730073933418,-0.009403529745685452,0.02150903932237568,0.007991291919712325,0.07062250764253647,0.01764823300459015
TG,-0.0051441391669161595,-0.015913287614054552,-0.027786635024535194,0.005713351119011037,0.03571921860571017,-0.01585967270403064,-0.01831924259949241,0.05479297312421393,-0.02247357785881013,0.19578299115064035,0.14436082316932808,-0.027383289011420103
ADA,0.0406093104173666,-0.03287473347268146,-0.0051682715226710986,0.05950891756104953,0.1326864460432808,-0.016649819956624064,0.036607523908562006,0.13663815743280813,-0.04465698925876307,0.07159633617854043,0.05076350274213961,-0.04192175803253999
LAMC3,-0.030109635073407512,0.035168617860454846,0.055677732045942584,0.06339951730249793,0.08629412495878908,0.012925609441942784,0.00557153055367252,0.09762945700597606,-0.03876201863496624,0.021862852896605608,0.025818736049171818,0.0025744469283319154
CCL7,-0.01810381023908486,,-0.02008969272721785,,,,,,0.09704972665124087,,0.011511401215203996,0.005696372076956718
NGF,-0.031083343161834878,,0.021611295227514232,-0.023487685365847343,,,,0.07339092463904597,0.03057441790352939,-0.032598649200017586,-0.06796929895007776,-0.03471809824662757
TNFSF15,,,0.06860603780565677,0.022715252916167574,,,,0.2911978069133421,-0.024712597044141037,-0.017744882570483227,-0.01586409123396591,0.07691225174613245
HMGB1,0.05917531528459656,0.03837503507155406,-0.036363589866784424,0.0677715386806518,0.1094325482843027,-0.09332078968421555,0.0432005299952635,0.03547977168392086,-0.06837164248183125,0.019843146432061934,-0.02449851697655723,0.005237271346591577
ITGB3BP,-0.05294616686532565,0.02338128314537775,-0.002129115451466116,0.11458590866427973,0.0669753662342878,0.011515837530141801,-0.005932004049862256,-0.011484621722732522,0.03827601286295539,-0.03463927231957171,0.03166660590779093,0.04686604814563432
AANAT,-0.012437466786710002,,-0.006345570890676808,,-0.018849916610750948,-0.014262696346950527,-0.01635899027372478,,-0.02223837722076693,,0.022703818802801708,0.14357710814471733
RELN,-0.0021779946692202824,0.001683071201582839,-0.03533205602050764,-0.0077392610834876975,-0.055311569686649874,-0.03140185334233633,0.018975084381342266,-0.00468830083426839,,0.04857685128984701,,0.09027939399110262
IL15,0.03973636428070966,-0.020273284961197225,-0.03468489514465179,-0.02029310575673901,-0.007023986746263448,0.021584937849287913,-0.015172207378648852,0.28124998400503315,0.057993716785638576,0.08130899278638619,0.04843505977008338,-0.05794779576794492
UTS2,,,,,0.045653632676052006,,,,0.02605478966101392,,,
BSG,0.007767280366017059,0.001086342554668074,-0.019752460683761536,0.05742179417972192,0.05328612649406402,-0.02683887846788709,0.02298228801815935,0.024851432969826996,0.0956210920634042,0.01827998642557687,0.03890827994273879,0.035453692561895525
ADAMTS3,0.0012306134469826984,0.07324737767374373,0.03237668431667895,0.03662224534169067,0.16371668663876995,0.012244769581217141,0.0019111096981091254,,0.08377617753576255,-0.05350409444612339,0.05545003196941479,-0.02939950024035756
CD34,-0.010239062839234897,0.0364055792809959,0.015248673659013398,0.0843192464367046,0.06213225623129826,-0.013780679588571359,0.05958458989181221,-0.012877590051241906,-0.01861787492766656,0.006402118751729213,0.04224221203749476,-0.0003286360596558394
CCL23,,,,,0.051989669730383256,,,,,,,
PLAT,0.04850664798790963,-0.036235389602602384,-0.0030494884844941097,0.12116863469973,0.1476300538071474,0.004370214524849907,0.015830584149784797,-0.017420917928041547,-0.004541206299834503,-0.05609200556471606,0.01735891150677095,0.04284282542012609
NTF3,,,,,,,,,0.013087311542077153,0.02642582740130097,,
LTA,,-0.011702681730691365,0.01934311643243626,,,-0.0137364629875347,-0.015172209251513212,,,,-0.014397124999302742,
CKLF,0.038852495358032646,0.03606098249735924,0.04474880504862041,0.09241035267206911,0.09322145461399113,0.05926504106798632,0.03248158438189888,0.09692068661067987,0.0263337819583422,0.015726153441155792,0.04305251430486885,-0.04802196836099958
CD24,-0.031564712231268825,-0.024251269127813863,-0.02837846174158673,0.13530986722432167,0.0029591407850403074,0.03999963144322899,-0.030520438988614864,-0.1283484914970893,-0.0004275275879894276,0.0074426874711005335,0.03899463262488451,0.06463417960276867
HSP90AA1,-0.0016560769892794774,0.02054728723122802,0.0089771985855241,-0.08824806079698375,-0.11866364059968576,0.14020064148996902,0.0029904093397521083,0.016576006691572574,-0.03697652091479948,-0.07824161153738576,-0.10084198208143233,0.07580951378269474
BMP4,-0.0021425558470347917,-0.012405528645802525,0.016898787442136274,0.09620113882128177,-0.006483493154626228,0.036923339556294586,-0.012928289335204915,0.03983823784875162,-6.354518019154275e-05,-0.02450184442000643,0.06320064641486882,0.04428517052125559
SCGB3A1,0.018640765688243174,,,0.07392891200236146,,,-0.010586966971630044,0.11745118245426724,-0.003771327591640504,0.005217298795634319,0.07566729962684467,0.033516319536983766
IGFBP4,-0.006878238143065633,0.02463486917735481,-0.02486720255560835,0.1086738876561268,0.06988949933198073,0.02454204995609351,0.030615415910851092,0.11526327998487819,0.039663371891902416,0.011861430278827535,0.031413055574563906,0.06043316461850811
RSPO4,,-0.01891872158641274,-0.02346602766882938,,,-0.01597634270908394,-0.021046242820501437,-0.048606303333068014,,0.12533252533148562,0.0329142956337892,-0.023586622362681175
LEFTY2,-0.03756950936597353,-0.011846408467662653,-0.02975409905791244,0.1119415910982648,0.10156838031520608,-0.0393441511317665,0.00013496832736088348,,0.02015749265339892,-0.010864376265562397,0.06786173833385956,0.12757122828206122
PF4,-0.01877979515847199,0.04869497471308737,-0.017527861113950757,,,,,,,,-0.03462446946170402,-0.018476735938377894
ANGPTL2,0.02257563640914453,0.04318542380408854,0.042219514894665376,0.16927691149066842,0.06788229670992962,0.026486462414732494,0.051740522541692396,-0.005886031426790934,-0.020403006623381445,-0.0010110982636716797,0.06899642106895928,-0.004524672415184623
LRIG2,0.027434602321531505,0.012059297491470727,-0.030777747866804563,0.11350690107242446,0.09670232338257241,0.021944784287194104,0.0740648185222271,-0.047353209139283044,0.0214239581538447,0.03537812238903026,0.044419830159643965,0.017562135133376337
ICOSLG,-0.022303995419761007,0.07490479997424283,0.014737959564891996,0.09239224975502405,0.05972495696157499,0.024801176618254574,0.05172016038655243,-0.05526923653625612,0.05324939739687295,-0.04969991639265834,0.10131005892287137,0.024512471856889588
WIF1,0.00814354125998354,,,-0.08649291293976695,-0.0896924520775332,-0.012328565258017992,-0.0074911347775933265,,,-0.02307004531143692,,-0.03390441567899053
NPPC,-0.050237221013745524,,-0.027190035070913412,-0.009032731198901802,-0.03593293239004621,-0.02404911358008346,-0.0004871350493754036,0.01645849017418029,0.021223877074586308,0.022280761148488197,,0.004068036060268793
LYZ,-0.031984520668411204,-0.028158872382785995,0.015113676872903131,0.13622780669783982,0.08294255052751077,-0.027493094255576975,-0.012285567822537485,0.09069424458465218,0.042093493541674035,-0.037816700360882846,-0.0006066513987848895,-0.05464741157971666
EREG,,,,,,,,,0.06791604439760969,-0.030910313465416808,0.0392386014317632,-0.02127219648011011
SPTAN1,0.04357395784923507,-0.047464373097814906,0.009045422710036699,-0.018326885336551895,-0.04622788322241534,0.017909989811411058,-0.045779358796145544,0.04352746400809089,-0.0016899878388199345,0.030887333138663278,-0.04875672387785122,0.02958574210807639
PTH2,,,,,,,,,,0.003257826570061433,,
LIPC,-0.02299140544531911,0.06317784914032558,-0.031498871850463815,-0.03146940360490281,0.14286571771470902,-0.029869399688653615,0.018613106064054617,-0.013093343652641382,,,0.01643841398305269,-0.028813363697598293
COL8A1,-0.027771211123982557,-0.014948709323831504,0.009610107781035859,0.031842919329779805,0.07126870507846966,-0.0028413319722427276,0.05532634908164562,-0.1076877743827435,0.0062469909788944586,0.08866004125633434,-0.002637337752121815,0.038196843747513226
