,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8812bulk,ZH916T1
LAMC3,0.028309114364087836,0.057080884822832745,0.08655007590300237,-0.008083649692298253,0.013110507699482125,0.019084911108728658,0.008470698347295073,-0.016813485206154357,0.03368824827080989
CCL7,,-0.01036756340398213,,,,,,,-0.016311579876307082
NGF,,0.07997645437632306,,,,-0.02485323983388622,,,-0.006021690251523469
TNFSF15,,-0.011544788921364697,,,,,0.00892826983609549,,-0.0002075844462322864
HMGB1,0.020835821854875945,-0.0016433995314796175,0.05895647391065072,0.03456906678719398,-0.012012927666940223,-0.0397367997600738,0.020648470995305597,-0.02463148181355693,-0.009380986256024987
ITGB3BP,-0.04176836016294233,-0.01702033592465003,0.0899217437424544,0.028754698042540865,0.01990603947420108,0.030141103073682174,-0.06290081094877742,-0.035760955465823266,-0.004910157804035691
AANAT,,0.04416540288703832,0.02901053775511885,0.005751110781009689,-0.011612659702740214,0.06955409131706942,,0.031951384134898966,0.030475074339324087
RELN,0.040381397759613795,0.06323257224141704,-0.04964394185849205,-0.030746032747641604,-0.03830935530403057,-0.023971599096455205,,0.015600210317964222,
IL15,0.056604058229375726,-0.01912010557897128,0.009348167125639434,0.004090488156901379,0.05518831187346928,-0.04788153945261764,0.060391915188681346,-0.03322668730870615,0.038901420467801026
UTS2,,,0.0603071642259296,,,,0.0798767364418368,,
BSG,-0.04268460409162951,0.030041131623199276,-0.004099087789015448,-0.011564234475793685,-0.02321644926670084,0.013640941660097886,0.10200081244668438,-0.01194545374865451,0.06034696373985046
ADAMTS3,-0.0023579942784261883,0.0576471355296716,0.09809965842785372,-0.008989000843499106,-0.03112557723315908,0.021943955165703567,0.01403455693096104,-0.04134088378385765,0.04993019647235216
CD34,0.061130974160513746,-0.0027312700732430905,0.10325531207430734,-0.0036193157121922367,-0.021726970995816507,-0.022697036197176723,-0.012627730072476698,-0.0466742192777198,0.04896773555737669
CCL23,,,0.06039987160217384,,,,0.03689761491210114,,
PLAT,-0.022508549498903487,0.07032589314157521,0.09115997082466809,-0.002532957442869623,-0.013992882788331482,0.09397508885586402,-0.014959331163021958,0.015897822495024246,0.03127100018983901
NTF3,,,,,-0.003243923929344874,,,,
LTA,-0.013845181690154078,-0.013287832127558213,,-0.013449580069278993,,,,,0.04996845743038356
CKLF,0.00799996856502722,0.018603365122038737,0.14064465327071266,0.0623085951205192,-0.02317382538383101,0.07999931720554605,-0.0019791239404300383,0.04385875686577182,0.06621352806246061
CD24,0.034694795344401216,-0.02462922816337275,0.0127607517341811,0.0791010764224834,-0.057904398749338705,0.039370659027829706,0.0825875640514977,-0.05640958420072278,-0.013000793528182734
HSP90AA1,-0.007611900694081263,0.03839154828954713,-0.09268140627409997,0.07775228602416046,-0.04860532451482817,-0.014357376481163916,-0.06755391510449932,-0.049642888462524556,-0.14023048813215785
BMP4,-0.014676704196192823,-0.031002107491932933,0.008852892244355518,-0.014269433834121725,0.011466364960213417,0.05118272417250806,0.008592063847497567,-0.02598122903055714,0.052146653257279275
SCGB3A1,,,,,-0.0097953920390798,0.04048827293285204,0.015607387390436484,,-0.034201021976560136
IGFBP4,-0.0011079920004653052,-0.040529598691355744,0.07223435160090555,0.016237141241628155,-0.04313871478061371,0.04119692521912731,-0.048710413433076,0.015433211601102743,0.03292021335479798
RSPO4,-0.00768486671006671,-0.020339355104761304,,0.0741792734469353,-0.009795390606282128,,,,0.04057839124503384
LEFTY2,-0.014015221586384165,0.011810880371845342,0.11706026481107816,0.0015953349426407217,-0.010740765600047678,0.10462245672595077,0.09465649945571644,0.019725895136947513,0.03302445789709181
PF4,-0.01259407450420103,-0.009045494816796198,,,,,,,-0.023227108250792754
ANGPTL2,0.04950786694878362,0.007950960616751365,0.10555030920323162,-0.0004633884417558481,-0.0017364597022316202,-0.0019364428301025835,0.032760920368444225,-0.08468966991073171,0.0009057253388015729
LRIG2,-0.029474749947578066,0.019857989770156383,0.02224217998536512,0.009874925718214762,-0.05496861040231826,-0.01068930322907846,0.07289099886913943,0.04835014319413055,0.028137613640528684
ICOSLG,0.03173584367601433,-0.01006694323352938,0.03810969813090333,0.055911431955774776,-0.01858982216085062,-0.020474372857830634,0.08360922521112173,0.044249492002065245,0.04854155319009012
WIF1,,,-0.08291517666934209,-0.012071085964961573,0.057974724826749716,-0.009285308068138235,,,
NPPC,,-0.014031793137994459,-0.01706391831136379,-0.023546853289965253,-0.013613195802611689,-0.061703545596268145,-0.028630104899669554,0.013733691752406641,
LYZ,-0.009002036379529876,-0.023523094764011907,0.054559266631517035,-0.04068963685630557,-0.010357431026549067,0.10455303919817521,0.051392782282029696,0.15258698099456924,-0.015339635148054738
EREG,,,,,,-0.025566720718953516,,,-0.01014386080843248
SPTAN1,0.023699211272027208,0.00982752738810633,0.011665415647301842,-0.013501735943863542,-0.026436634715210638,-0.0104966107936816,0.032170462398693374,-0.015112648663584322,0.06632542127745839
LIPC,-0.01895475521376216,0.09164505200745686,-0.02674364936138332,0.028472360797694166,,-0.033558380765605356,-0.030359295550580805,0.0007614483457850037,0.07293074321649934
COL8A1,0.0558300518057273,-0.03937569950731579,0.033105665784974224,0.005199872825453233,0.002563970606356058,0.01771598039500498,-0.04805890098106349,0.0017704413725951513,-0.014431386043960034
GSTM2,0.01950954067839507,0.008723162152118139,0.016705568901710415,-0.005647059313129793,0.08177699059869867,-0.011695175570183814,0.017108434520607212,-0.0046862051050135176,0.014494296576569431
SPX,-0.009368752024253007,-0.01498893694506891,-0.0199550871022321,-0.009796530215487462,-0.020764338038058144,-0.037138291666353795,0.08929256872079049,-0.05241704310387011,0.05592818375445441
MFGE8,0.01577075101033716,0.003247546258154449,0.003994963779148664,0.03464087805652142,0.0030229245666213967,0.0695757509182952,-0.056693427290540895,-0.05299962230798763,0.051434955540577414
TGFA,0.013139178166059768,-0.027032056821489705,0.034910960724748995,-0.026722405036597233,-0.023623600664096137,-0.008179976835149323,-0.055119006612934215,0.04048444477368052,0.06916248723965013
SLIT2,-0.022585532682781656,0.011202377356140332,-0.008368860489281591,-0.03300318678251525,-0.0012123367794480038,-0.0009733486311422672,0.13696632599542405,0.015083668583277057,-0.0050718763650154375
PLTP,0.002089585035251037,0.03404433347033839,0.09167682198829917,0.04685968693330967,-0.05415272394512003,0.05324636317540984,0.02209112030464302,0.05912184083313015,-0.024613079653093624
APOD,0.028907460024464086,0.011815128075360427,0.039922145376234584,-0.005800635683581942,-0.0462071988648423,-0.03040629761559926,-0.04827405370124905,-0.016298833702048165,-0.04361020584182688
B2M,0.03435869971959171,-0.023634779457504775,0.12493775418806144,0.07521250177977133,-0.04898209300142012,0.09044497437392728,0.10198318572880184,-0.04558762974181832,-0.008698161989658698
OMG,-0.007055262603176671,-0.02930804302770623,-0.052049250865845186,0.009428373223327452,0.015493178886353418,-0.04004333455908259,-0.032020265282305324,0.049034961323853765,0.036616045279999385
CXCL3,-0.0009392240926528395,-0.010604336105845909,-0.022213071907670977,-0.05151371748382512,-0.010478997431499042,0.022105070401145562,0.07390110403909868,-0.018788968565691445,-0.0390771218127976
CXCL10,0.10084867791721842,-0.009967083879302875,0.07635985492324,0.04620050886114997,-0.015918364074091085,0.06524197260661548,-0.07450602599716744,-0.02531274844145263,0.11822964574288487
RSPO3,,-0.010504577537266264,-0.02778093671530145,-0.00019008456273296825,0.12924651430975906,0.014274464039519087,,,0.03369891965043508
CORT,-0.022492219549864436,-0.023557321722760653,0.007780658443693105,0.06493786360000829,-0.01722445753786117,-0.024301700891119448,,,
NCAN,0.0793760219726678,-0.07019309720248189,0.06293701456313293,-0.04801939234809119,-0.012754094123992178,-0.047784529495257966,0.05672726556295473,-0.0296235065151245,0.04499006719121482
PRG4,,-0.010367565019612987,0.009297075065828905,0.034537727523915006,,,,,0.03158152040787765
ZG16B,-0.015154921768136759,-0.012032827155778336,0.003278051215624288,-0.010686912297506058,,,,,-0.0007868491828554634
TGM2,-0.04153304994863778,-0.06370696595915001,0.05465843968146209,-0.015785563504358828,0.04482052232804847,-0.001670078798563724,0.04112861334253551,-0.05610650531553483,0.04049686378727046
VEGFC,-0.019459503159121257,0.01340421780550557,-0.03172929761230318,0.00024011532958722343,0.00600852887364386,0.029624137478707072,0.09707636866614193,0.058301431734326836,0.09980766065168198
WNT6,-0.014015221954206692,-0.014339677379490526,0.15814744331950986,-0.023783342141262598,,,,,-0.008549055941657958
NRG4,,-0.012617800902182839,0.02396560325639305,-0.020531288888679982,-0.03381236050054987,0.08405992078820428,,-0.019900358229017832,-0.016553065855844817
PMCH,,0.06451317017426358,,-0.01564267965523675,,,,,-0.02331245679859416
COL9A1,-0.03481036450550243,-0.013178372122963642,-0.027400411354804036,-0.018853225411828656,-0.02074970774802047,-0.025212295093410168,-0.011380653548460346,-0.037450989424792504,0.16171969236396833
GDF11,-0.023808876033495976,-0.043938212244755394,0.053738893574955704,0.016355865415274513,-0.012843353246185699,-0.01978057514163884,0.052390564217981016,-0.03176126643095182,0.037650403523821534
RAET1E,,,,,,,,,-0.01815859563115631
SORBS1,0.00868821893274869,-0.006128910432316187,0.0006005469178656936,0.02922637714040937,-0.007120489224416836,0.05998694970974073,0.005175356526920481,0.03469067744355648,0.011470308885865333
DLL1,0.012304321911435405,0.04275441689133085,0.01648581841363243,0.05769142308773149,0.02167208047143111,0.05380174026862085,0.047695136571548974,-0.03270882199683026,0.006522017322965159
TLN1,-0.0016525627154795745,-0.0004572046460048053,0.10873434997823236,0.0422219175313388,-0.00832749369053877,0.01109962548293063,-0.005038064259956612,-0.04685095548582046,0.006334240628336914
COL2A1,,,-0.022213079467025536,,,,,,0.04722517308489401
SHH,,-0.010773602265091888,0.0050189512859503994,-0.0018556817900145235,-0.011246856994745268,,0.07812722265985664,-0.015399636133465575,0.007923188984177801
PON2,1.9049516466676544e-05,0.0661819019619857,0.07511105963466877,-0.05224395142089496,-0.014080752237291572,0.026380353664875445,0.009874231188178996,0.05790891224543633,0.030411903225669546
ICAM5,-0.01804073824631688,-0.016791423799277706,-0.04340652800449189,-0.03472462559667698,-0.03496499715870813,0.07811722986217416,,,0.02391472607565189
HPX,,-0.002853770831256736,0.016101257426835845,-0.02097240303179205,-0.009795391040463173,,-0.029506178765688715,-0.02668126671718911,0.006901964265478425
SFRP2,,-0.01226996544616715,0.11035208577529292,-0.017479126484472408,-0.016732492298558096,0.07408889065552363,0.012872358418068117,-0.0064565165983851616,0.050500680480481966
CFC1,,,,0.006812707109546379,,0.05438714532841168,,,
CD70,,-0.006570503531134855,,-0.025088177477011624,,,,,-0.02525469287444726
HP,,-0.04755675132693673,0.03639749920411953,0.08780182146779135,-0.015623215132199832,0.02851720466840152,0.046761598273754465,-0.025487235059874908,-0.024761576040549526
CXCL2,-0.03557675330005209,-0.019273701483705597,0.062139654400699185,-0.01794459581266395,-0.013613194737200952,-0.027619636651712808,0.042978084963457175,-0.01574397898873142,-0.037165834236062144
NPPB,,-0.006809820690794428,,-0.011776999997180343,,,,,-0.016791241792161706
CCK,0.02424073296768084,0.017830662024828303,-0.11352388490815796,-0.006252001175002284,0.08278243629920069,-0.010168116788914282,-0.005226369433621448,-0.03417284692206237,-0.021782773490948756
SEMA6A,-0.006394949844966786,0.06319304554669136,0.04084849797520089,-0.05786395552935939,-0.02913040844359876,0.005378572360960537,-0.008618701272486581,0.0331350840666675,0.0295387542987547
IRAK4,0.028684842611922803,0.006992268439994126,0.06848372186926129,0.017652519363701793,0.026866942935376295,0.01743619928148124,0.03250091228779195,0.005776393666134202,0.044653713129823296
GSTP1,-0.04123843728841975,0.003784597613821749,0.08695107741613274,0.04875684011376762,0.01857975761493066,0.04354276585576638,-0.03718024059706967,0.011246183110701006,0.07062352010549715
VCAM1,0.03528538659432255,0.013752383045232203,0.08001753529661965,0.009295305929517883,-0.021367590167510407,0.021686964377383884,-0.009149008611029725,-0.04971735378677552,0.03780646213875938
NXPH3,-0.05216930820958735,-0.05416136566147478,0.0647120905574714,0.053439717292652705,-0.04826764923065248,0.06065104067292062,0.0460985873402156,0.011350603800480703,0.08750487004071858
MTMR4,0.026688412956633965,0.013828152845820679,0.0187125234680955,0.01053536015629703,-0.013032252844845224,0.03784315298164729,-0.028973629327758262,0.015614195819969897,0.03328602721210187
LAMC2,,-0.024080892542328078,,-0.014825929105040861,,,,0.08626899780852536,-0.006405800725052733
IL10,0.012138353674643535,-0.027054074998361627,-0.0021486950180415456,0.06765104991413255,,0.0902173913324563,-0.013587795603040497,-0.018559377749505574,0.015736896217061303
SEMA4D,0.07225495045473936,0.0446941241711732,-0.04846241082034224,0.05127593801823996,-0.0037786010113781037,0.005165781374649409,-0.010380028894507839,-0.013685528379961367,0.06987124449244166
TRH,,0.061471087340908365,0.07444203394959437,-0.00995765105686532,,0.09265449130092489,0.10192745990291577,0.053694315549688204,-0.018807316852647187
SEMA6D,-0.01660187142094596,-0.04276083380902081,0.05199876770793355,-0.07339435243470702,0.02709911810777884,-0.05282398055554614,0.0033160757028108906,0.011755524063417018,0.08307826721469143
CEL,,,,,,,,-0.03750592657007188,0.03632139674082214
PDCD1LG2,-0.036181554062457794,0.004763737525345168,0.16601137415925027,0.0009925796737460836,0.03917526282660072,0.026932184274903445,-0.044902733898724206,0.07429850142555211,0.014744040011405807
SPINT1,-0.029597572774743643,-0.03002210218141266,0.04530946634158619,0.018156843812916334,-0.016007823997489304,-0.03971877074303248,0.002571413131578328,-0.0380157677138641,0.035848274606655996
CTHRC1,-0.021024414512758972,-0.01255615462149224,0.07796922071052041,0.016421840923282267,0.055133908783991575,0.07359378331791172,-0.02549245007313671,-0.056758778816744834,0.03223116959368158
PODXL,0.037833224573455226,0.024177043082015768,0.105699703278176,0.0036172189733291098,0.009589122880126822,-0.03234344509698362,0.05609666630699226,-0.015231433940754923,0.053993330157614976
JAM3,0.03131004185302086,-0.018099962121218564,0.08134542268551534,0.029985099404948333,-0.03211494435521606,0.02117411093242535,0.07069760126697316,0.08678216455022822,-0.01226474162369748
TGFB2,-0.012044392757560994,-0.050026203261496816,0.1197369252163277,-0.026942469956563606,-0.03383480806430191,-0.019779798627269127,0.06829161103686783,0.0294777550708001,-0.04341996795062631
COL18A1,0.011092130300691942,-0.0031290997239935155,0.0988716501503477,0.0035161398367337315,-0.008361601663976556,0.0717664759025832,0.04937006592096287,0.042383107952386645,0.020860103335716248
NODAL,-0.01349900853896205,0.06139332362507396,0.02400082172090251,,,,-0.043086134382090045,-0.02894399391247503,0.1056543361063505
INHBB,0.001142355363257302,0.03521361126505019,0.0011900909015340078,0.0042965480487088025,0.04858971673393838,0.03264469449076781,-0.009951067650411377,-0.07102265361143238,0.02426502514475491
LCN1,,,0.020247436701491102,,,,0.03809019196744774,,-0.019018982462388256
ARF4,0.025611820131082413,-0.0128351659297485,0.0746098353223321,0.03612263849059337,-0.03002038851350755,-0.01184261624118455,-0.009347329482471274,-0.048873004283355434,0.024781444931814056
CXCL14,-0.021898394073556236,-0.03524073340141807,-0.046491738424884375,-0.03010313323590337,-0.03362026759194489,-0.03809179254234591,0.01913295664407468,0.013621218552884484,-0.0014705705858095775
LIF,0.05917005202137318,-0.030414215444488735,0.07372184172224396,-0.01462862324414948,-0.011612659702740214,-0.020545072862541546,-0.032717548569800595,-0.01029991808885522,-0.03140754687358391
IL17B,,,0.0414398991052645,,,,0.05302117891185676,,0.060158378394150294
MMP1,,,,,,,0.00781022455736666,,0.031303146403856195
MATN1,,,-0.020437363841709112,-0.011924909882187503,,,,-0.019462766615438592,-0.02287371617792321
ADAM28,0.0040564338474283,0.034386365641659776,0.04117029359452877,-0.025690396573445424,0.01492549969852149,-0.013626542684145952,0.08081105105991367,0.08509918038475439,0.036150762134651716
TCN2,0.01437857200345624,-0.01965737249433192,0.12607900666277527,0.016945438809779223,-0.00440529551291902,0.120193696266704,0.02113716737734012,0.001589314096109853,0.016946918735853127
THPO,,0.03366806874445819,-0.009791107711863336,-0.0244813229163867,0.17532405612884447,-0.035469463597754464,,,-0.024761583578510212
CUBN,-0.02216287868919308,0.0034767093600353866,0.05025105185134522,-0.01903609845646329,-0.026451917697910214,0.178174265746441,-0.02064424147867906,-0.04551803220618511,0.034903948012143284
TIMP3,0.008183395612648506,-0.04658808195350196,0.034582325242349526,-0.00573543416276847,-0.04562768574385038,-0.0031355402263560797,0.02353442007728707,0.0021539437879455237,0.021781720822718766
PIGF,-0.022107786505266975,0.06765204223110209,0.036170651443132806,0.012721280961282798,0.05116534397985624,0.12566867724463773,-0.006437393194760191,0.01689837410571932,0.0483701638087267
CRH,-0.01694122012173501,-0.012151941489445466,-0.029975516630694057,0.04098163950401851,0.07446069853138307,0.07533635203895761,,-0.03280424910879385,-0.02820271680300492
BDNF,-0.015154918879479206,0.004263017371670399,-0.06561600920659102,0.007539261098768984,-0.005112266836871262,0.04144490060792997,-0.03582371359966099,-0.0180085922116371,-0.04339138279387257
CCL5,0.045854481746587315,0.002462601899024218,0.04564141338163147,0.010879298456432781,-0.030196287470415195,0.0030922938158239365,0.02042406845602847,0.060879318035972296,0.011615848628876324
GAD1,-0.022148229956222818,-0.008513510991434574,-0.08244990686605165,0.03328664933349922,0.04906411823598207,0.05933946072964435,-0.06009924985390036,-0.015581966370127022,-0.010993034819064065
COL14A1,-0.021140504861952854,-0.03611971294726964,-8.62207884318004e-05,-0.02590348486870576,-0.01582844740446212,0.12762404485083392,-0.0019699881007196785,0.012245740664675384,0.06822344703888789
HLA-A,0.023091256906685502,-0.054500140033291414,0.0741059763467151,0.044457908299082895,0.006031354806045399,0.039468859453486486,0.0071255448805747496,-0.03345683015624267,0.014404736995262723
CD5L,0.0584420597262788,,,,,0.007488153676263711,,,
FGF18,,-0.009654626638350958,,-0.01277801074350015,,,,,0.06704333954892028
ADM,-0.02196619046193651,-0.04167341874449399,0.07467483972889052,-0.024592566848631977,-0.005899718624458014,0.10979416958317507,0.0291356205696305,-0.047488367332751275,-0.017324955879060782
CCL15,,,,,-0.026185043749630682,,-0.004050229142109118,,-0.016311585754893443
GNAI2,0.008336581863015563,0.011085737333898477,0.09573474119458487,0.026342314361447575,-0.03315651152378934,0.05845927902496882,0.05969807359146262,0.033553718481083517,-0.017292110111091708
HDC,,,0.08745738619691258,,-0.014710807262912108,,,,0.10214025855907206
COL11A1,0.03576612638257007,0.001299760527504793,-0.02376690516144044,-0.02440458969411007,-0.003189157220091788,0.055525841663774646,0.024474245343185676,-0.047707697295910734,0.015164699615487854
NUCB2,-0.006330713446845792,-0.007781016861835819,0.06686196254824209,0.0035844681866298318,0.00861363449253904,0.019172304669611864,-0.04727320506794865,0.017688383278849956,0.04633888699772932
CXCL1,-0.018173877725930033,-0.021886265301851743,-0.001412715634077915,0.025497854554639002,-0.010996580565641564,0.04775602155767983,-0.03160030024569866,0.004521354766811979,0.0694558087958439
VCAN,0.0058247143001447605,0.03223421782219455,0.08611046444375806,0.004100692904396068,-0.005347090885239645,-0.04164591565908432,-0.014632416452127041,0.03618254540460212,-0.09614354618883823
MMP7,,-0.019194054492225873,-0.014228476365693006,-0.011776999932835203,-0.021243011392464897,0.07362763113788114,0.00016893496439302738,,0.014790762779897089
PTPN6,-0.007553014427830888,-0.030831693552506555,0.07605091960734213,-0.015234783550115101,-0.003145346051773945,-0.048687957307675916,-0.00718579718601385,0.02328456335774493,0.06154189385024206
PTGS2,-0.016219232538235557,-0.044647121918847024,-0.11571719952381039,-0.036302758089209686,-0.011526298656720134,0.17159142756487095,0.03229673347008114,-0.0240609364686384,-0.007366616195676705
XCL1,,-0.010504579305207935,,0.0370392573102178,,0.14609172827053993,,,
CD58,0.010571609568345897,-0.005078370274806876,0.05400134001546372,-0.009952514496705683,-0.052469493602875464,-0.030634358056185206,0.06495236848590823,0.022801206642669616,0.07334068856469689
TNFSF14,-0.018954755314811077,-0.00960174705074235,0.09919794618609046,0.0162459002177878,-0.010740765600047678,-0.01396959028117172,0.08794893364671007,-0.012687876364437262,0.015683316492982734
CNTN4,-0.014837721994378517,-0.018878618892305948,-0.050522380848776534,-0.023059221078594615,0.03841640868334109,0.06426053432429571,-0.01389827147251033,0.018912616867744966,-0.02775517754302042
NTF4,,-0.01328783280098606,,,,,,,
INSL3,,0.10964477296589104,,0.006509878145152229,,,,,0.0157548955221048
BTLA,,-0.015324823553265171,,,-0.013716325032730212,,,,0.1534351460913428
MFNG,0.04068091071801956,-0.011053597644511604,0.07028319492840619,0.0029549915465660694,0.11921764780490557,0.023679933136115827,0.029619714592710296,-0.0025911533024534656,0.04798178456473445
ICAM1,-0.013856570656785487,0.04888368161310427,0.06347890301984492,0.034784459924886116,-0.013961311008865235,0.04267585629018545,0.06231027054181383,-0.0056311606231236625,0.018723325052258
PROS1,-0.03137993883149847,-0.056539719919158814,0.1095746429371035,0.02110172299845714,-0.05722772763394746,0.07599710244947544,0.10364878032616819,-0.025764270222784474,0.044547950021470745
CLCF1,0.0264668023018884,-0.0014638851580866608,0.023451809316763793,0.04595215425724286,-0.019147853653590067,0.036318337759254055,0.022920635583958678,-0.042908539569557126,0.0008846911336747087
PSAP,-0.03687620582525899,-0.0370277659531468,-0.0503743343567913,0.0053974280545722115,-0.035339449195330705,0.07318958701042519,0.06477816321384738,-0.01603049859772822,0.015171118929655765
EFEMP1,-0.018236531048465954,0.0356839920531015,0.08394852884912428,0.05716636579815133,-0.05054112511136571,0.04860847456654935,-0.011959117891686123,-0.033475461228753826,-0.03591153251538957
C1QTNF1,0.028708814959448842,-0.06639389405615247,0.07118278905480846,0.007760944271426645,-0.02383614466015315,-0.010003627359485087,0.09901382295549206,0.0510798130787897,-0.03794981488054285
ALB,-0.012051788754438433,-0.017140407864965526,-0.023866478943259467,-0.014825928725535616,-0.012199241193343502,-0.02767084314061785,-0.03998921792354513,-0.07345576683287353,-0.008731182319502862
EFNA3,0.014985499299973115,0.030128769326127642,-0.0519630824150406,0.013537797607944276,0.05410862404991045,0.039178256198306796,-0.0479814017797276,-0.08068117209807883,0.03769360603168835
DRAXIN,-0.010567844157873815,0.059505431029473574,0.017738982455336755,-0.05708890965038626,0.01883157581568724,-0.029821307254773076,0.0059268837339494975,0.06398127546830637,0.030733107643456506
RAET1L,,,,,-0.011732186432751321,,,,
NPTX2,-0.05429798545993295,-0.024207052940223826,-0.12089043937951949,0.01309599131452236,0.007021845720424511,0.09681353430915034,-0.00682508053791124,0.0030538117225137732,0.010070640253991701
FGF11,-0.01877045579668019,-0.05495180065941419,0.07620560549880222,0.007573341572181929,-0.009548231115623586,-0.05819349768100309,0.12257907812798491,-0.023752145965669973,0.0842168831646602
