,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.018276111450149145,,,,,,,,,-0.019712687853404874,,0.13526485199657365,
BMP1,-0.00364892675182534,0.09354475432647305,0.0504202522705091,0.06665018329891288,0.020611224659115173,-0.0062156507319872266,0.0906453826402547,0.040224059479800775,-0.0449521887014227,-0.035025491530089936,0.04483904080862655,0.03457178985772431,-0.001686777148134868,0.015955245649182482,-0.0466299403793187,0.04819068816126743,-0.04441332734077159,0.025191688399407986,-0.013936547273200536
NDP,0.0384185623399945,-0.0443744059322236,0.01651361958319057,0.00228749686321605,0.05319047251125992,-0.04312278111463691,-0.00571502927884877,-0.011080770601142771,-0.014758641655230362,-0.04326281580538068,-0.011291174665957526,-0.014059738080064289,-0.011400623601820087,-0.006586349112109782,0.06099829167230477,0.01818310696947965,-0.012997682246099445,0.036740153485237736,0.049351744876843254
TNFSF18,0.12672843826875924,0.21987343002435852,,,,0.07787192214048856,-0.012714799918832908,-0.01588254220315409,,,,0.08537620444385634,,,,-0.020329347033842492,,0.08462378967928924,-0.02257468394593477
IL36G,,,,,,,,,,,-0.013950288686816619,,,,,,,,
RTN4,0.016782658040927982,0.0029410685374822,-0.020241315526708444,0.036955118006393534,-0.029684024095694383,-0.03259433904506297,-0.11842615110356228,-0.0002824483620218259,-0.06334874296056209,-0.005978432472757008,-0.0713052025647876,-0.07044804404538367,0.042777154869608806,-0.02542029341298902,-0.017099518902873315,-0.008477682341877662,-0.004396486314169742,0.02361857113430555,-0.014578624034948147
HEBP1,-0.07051358127734637,-0.00018772893595985117,-0.03799903078012549,-0.012161655142328264,-0.07331839306320809,0.009339388944121606,0.02465046912722951,0.0116375102310262,-0.02913199681436375,0.006639556545189286,0.08036305182866196,-0.0141726017228737,-0.0356097696620321,0.055302899584632775,0.06351096738990122,0.03634514954057116,0.01749019857846806,0.04567739793754351,0.06253133167088877
WNT7B,-0.003932502002465035,0.05115568468243144,0.020183823660634728,-0.0280715134257289,0.05049703964058483,0.04120213817885422,-0.025031941066641594,-0.03268463342395006,-0.011083478387457107,,-0.015332974917602953,,0.15311850513887781,-0.03299707829714463,0.09890809036503527,0.003654734915163393,-0.02678752906611765,0.05775177934306825,0.08930726994335661
PTMA,-0.013843746699789695,0.10612235479141627,0.010965950236861697,0.06803266045467318,-0.006969637470343108,0.036899785836228216,-0.06485670653526346,-0.029351076115281295,0.03637941431619579,0.02845190276210624,0.005964933187844434,-0.010107246429454484,0.011050580485607335,-0.044364094864613804,0.01296910487658864,0.02230703787315102,-0.04456399974878928,-0.008552209579279787,-0.033438227108234055
FASLG,,,,,,,,,,,,,,,,,,-0.022769375774983402,
CEACAM1,,-0.024380319059636703,,0.013761632137940768,0.13290551626874744,,0.09508743064003228,-0.024979455123407844,,,,0.14448879981866805,0.012655087301146676,-0.01848989044739288,-0.02094482871077383,0.1144197450384844,-0.01777927263098074,-0.03168024217830862,
PDAP1,-0.008064422544164628,0.001629490920207857,0.019733322074568904,0.00480252999658915,-0.05113070056776784,-0.022844244323990886,0.12902415590852884,-0.03734528650183483,0.02887658373923049,-0.03833516551942554,0.04421287543609317,-0.017703070391064342,0.031641884054298706,0.046489200670686105,-0.01575277929148165,-0.06171031886894669,0.011323818422686016,0.012728406720719869,-0.044713517436806224
QDPR,0.05303826679130817,-0.03081473143725964,-0.010439499907676226,-0.01144383271967792,0.03169844863307238,-0.024430632498856467,-0.1297686673625008,-0.013120927469334135,-0.1020774614720458,0.09332539123598327,-0.06144873287597017,0.06354237500222311,-0.11167514070728024,0.020500436968000794,0.028372139238350934,-0.06389390776015037,0.018025366623243985,0.06726345833033065,-0.007507000457023069
POMC,-0.020038093309768475,0.04366350492489721,,0.00936751925476065,0.05165067684589467,-0.032711325514057886,0.04883522800791916,-0.003066009898918359,0.033162732992247874,0.05297965558461578,-0.029888643032559996,-0.03936778376473414,0.000561597940342227,0.014125105977627736,0.12172265215166729,0.029309188616772876,-0.0290845544389072,0.1087850736486091,0.0151226437030772
CCL18,-0.025863613140827215,-0.030424334635698203,,,,,,,,0.06622745238355836,,,-0.028143712005824658,-0.020085585285304762,-0.05114588475295844,,-0.006723267474754892,,
