,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.009729803334659977,-0.030304021079696052,-0.05542464869753818
NDP,0.020110897426097042,0.08724431452290185,0.02899492307175586
RTN4,-0.002151934550217945,-0.021793541057272475,0.029444794290263945
HEBP1,0.048733172644231326,0.009469536697587216,0.01599257327642717
WNT7B,-0.024651656387634405,-0.017352877689256797,-0.025860405958167635
PTMA,0.007025379136895149,0.08867592131253864,0.04910810628083654
CEACAM1,-0.025323617909852977,-0.01517513952956392,0.004409104324513186
PDAP1,0.031248201885911264,0.017107530493151366,-0.02658845911713
QDPR,0.07088702186804416,-0.016399803640440868,0.03737208562297734
POMC,-0.005994280048753623,-0.010266833249804224,0.08425916870232669
CCL18,-0.04634191014048759,0.11075961582460919,-0.025492374815144134
CCL17,-0.01796588120948036,-0.02190626659759443,
VEGFD,,-0.01517513952956392,
TNFSF13,0.0761869774224098,0.047389756379215275,0.11657783763174162
WNT5A,0.030698805538157972,-0.012732642552597179,0.019215174553278834
CXCL8,-0.06562199530450044,0.009739823439252348,0.00786012175140218
GRN,0.012085934691724604,-0.028304480914588287,0.023388138287714515
MIA,0.06128379335031741,0.06361760329452593,-0.02312882561994259
COL4A4,0.028075208429446837,0.06058851223581958,0.0446597420264898
TAC1,,,0.06329814696172067
RARRES2,-0.04043203198196613,-0.01387428920934416,0.040560826872376776
FGF7,-0.05749965933874157,-0.03154294930447209,-0.037009128438964964
EFNA2,,-0.01442295455581659,
HBEGF,-0.005282391010203688,-0.005382002685792468,-0.06875342100170771
CSF3,-0.05889200837901175,-0.04481865461549662,-0.024606834698814906
PI3,-0.053079539053775486,-0.06378984244501693,-0.04226453798903175
PCSK1N,0.012058096937384613,-0.030351063402354026,-0.04536807728438313
NTS,-0.03185424378725585,-0.01757163317702429,-0.014643589953102375
SFRP1,0.020016640543770888,0.018199955744547358,-0.047248812285862314
CXCL13,-0.04035505271824966,-0.03705668180630605,0.023663256576868227
MICA,0.03178260939739182,0.00042113661216176417,-0.0032429136387289626
TG,-0.005164729630475599,-0.002242180538162703,-0.020251803080038763
ADA,0.053419782789028515,0.012648477993986051,0.009119237669873336
LAMC3,0.043554465997633955,0.057648373356479224,0.0259535046026605
CCL7,-0.026926714786219986,,
NGF,-0.0022394149196686224,-0.01422908578161706,-0.02389666707648719
TNFSF15,0.007760541367997722,,-0.015280421900736146
HMGB1,0.06842375022761463,0.046113075349931164,0.004147268734324477
ITGB3BP,0.0647592203380217,0.0177374620063509,-0.029007701736685498
AANAT,-0.023622326642033217,0.02208546022417371,
RELN,,,-0.018457093681195597
IL15,0.02137142308404487,0.10463781824526935,-0.016176322786140944
UTS2,-0.020116139996808263,,
BSG,-0.03034216164914338,0.023001834388450014,-0.09223032977536255
ADAMTS3,-0.055071476182538,0.05433837287036542,0.04512853504989661
CD34,0.02856306448372239,0.03553518499484566,0.052407819605129816
PLAT,0.061965968088065364,0.06116513738873499,-0.02721309549021946
NTF3,0.05811247081292645,0.004332974161632428,-0.010299105341611003
CKLF,0.10945377041895854,0.09819436042781725,-0.011167840305474575
CD24,0.0328041121071981,0.0019297845514159783,0.04782222060691893
HSP90AA1,-0.0895634302978276,-0.04274398688912685,-0.02822582888060551
BMP4,0.009854463141119553,0.04548158477099291,-0.008193667729203168
SCGB3A1,-0.017791145263133173,0.0026997279923115726,-0.019762912322054894
IGFBP4,0.06830499058556078,-0.07019266511509968,-0.023588640301860867
RSPO4,,,-0.02137056549552938
LEFTY2,-0.022857731643846795,-0.016583806407983234,-0.01581197769210694
PF4,,-0.013219636398067624,
ANGPTL2,0.0735741721588301,0.027103125755042812,-0.004801135472587895
LRIG2,0.006985241517196724,0.009660354919205158,-0.0030608775846613233
ICOSLG,0.03439855352875495,0.04567574773496047,0.06298754898829663
WIF1,,,-0.0009969086193147374
NPPC,-0.007837857165209999,0.025469268541341517,-0.039726057127805074
LYZ,0.06563600517136724,0.012018222870903266,0.0470655088439201
EREG,-0.02350174106039812,-0.003280798799986206,-0.026617399633922297
SPTAN1,-0.012126254124172108,0.03235521889476098,-0.017069245754827288
PTH2,,,-0.03398631856957367
COL8A1,0.030483424152530116,0.05117080713523272,-0.009256546546565563
GSTM2,0.10168230652926975,-0.01867811965354498,-0.03677924892201005
SPX,-0.027148754210544357,0.03224216617452934,0.10057302531829741
MFGE8,-0.0027574632738902364,-0.048445841414805846,-0.022055571104181
TGFA,-0.018604110854390378,0.03861713505094996,-0.000936929227418576
SLIT2,0.03921753545173544,0.06083809722125489,-0.050674002089909506
PLTP,0.045365745801646255,-0.010780740562976,0.02664491724761772
APOD,0.04110574581225867,-0.007610374657939964,-0.01882108383124986
B2M,0.09602711854686315,0.03198553391185434,0.0033581271773564783
OMG,0.029789413855248848,0.026489594482427964,0.015562074737615552
CXCL3,-0.0687232339501505,0.052497184071961724,-0.018307760656162717
CXCL10,0.03362830152630149,-0.017731364735980165,0.02377611186734177
RSPO3,0.04301379155786805,-0.03434519422369253,-0.015884518168907947
CORT,-0.030703580668187125,-0.013833677587964052,0.0669671390790527
NCAN,0.11597908996847417,-0.005626794730754338,-0.019744336144433678
PRG4,-0.015123519451207572,-0.0008039012299577897,-0.01066056197762445
TGM2,0.01812838127742202,-0.02595206356412859,0.010154470014623433
VEGFC,0.11609070111779579,-0.027717648087561293,0.06992874248621551
WNT6,0.09386348228762635,-0.025710508110524614,-0.0007807643638730099
NRG4,,,0.02658833544518133
PMCH,0.1199401305789622,-0.019409389749558435,-0.016248133227140266
COL9A1,0.09408530864712536,0.0622867152823197,0.05852586103734536
GDF11,0.05407144116360737,-0.0047665668287111525,0.04386892197636711
IL24,-0.02040578026810319,-0.013008856016810707,
SORBS1,0.011006374715482306,0.026420593164090008,0.006402702193179305
DLL1,0.03191931186417817,0.04735469414613381,0.017920769352716557
TLN1,-0.004259860719566424,-0.01048904846645486,-0.008360252160910705
COL2A1,0.018441148423219405,-0.020951002898238973,0.05347099494282296
SHH,0.028623365999323205,0.09116773792764926,-0.009053345691092082
PON2,0.0831859363010999,0.0266748019674261,0.08702856813529304
ICAM5,-0.025575979375632996,0.05386387033554489,-0.026843070183115228
HPX,0.04145675078330676,0.05803758378594713,-0.04497557315411927
SFRP2,0.09077388677878985,0.02564597719843918,-0.05536120928031781
CD70,0.03184642249562977,-0.006351756448335511,0.01652646068357745
HP,0.055106230514588427,0.014632435086940034,0.01832578912939225
CXCL2,-0.06276439718886337,0.035279151020065465,0.03380202787539592
NPPB,-0.03643918234053543,0.010554017773575187,-0.008649065880595701
CCK,0.07924051927666079,0.046117427539924316,0.007447434598594265
SEMA6A,0.040405055544260625,-0.0032056257075847214,-0.008463402512438338
IRAK4,0.04276362199536463,-0.029423953778686597,0.006039914133471151
GSTP1,0.03098482266094747,0.10828704261440827,-0.03724117304376513
VCAM1,-0.014682557312891137,0.02696658121510897,-0.0035811572459969027
NXPH3,0.08381701881261618,0.028599903005698705,0.032832356877789196
MTMR4,0.011186147517804113,0.019967907983700173,0.01882029660979144
LAMC2,-0.02508704537285503,0.006586520693623319,-0.015771347645250545
IL10,0.01866255964112577,0.03071230990607947,0.02847949142081687
SEMA4D,0.035762219454431025,-0.005279148772725931,0.01043188373049663
TRH,0.061847115841658806,0.06583950869059851,0.01353331320320127
SEMA6D,0.0014002036944241725,0.02565210097924202,-0.012469957509783578
CEL,0.02642817536888897,0.0553557432367182,0.00012397427384020588
PDCD1LG2,0.06522217748512714,0.040356237587369954,0.010005333537623723
SPINT1,0.06029191895645399,-0.0029972980310067248,-0.029645043354300047
CTHRC1,0.080151707466239,-0.05823507286522976,-0.012918680490784313
PODXL,0.0725319204965227,0.009437436034005292,0.004734893699091179
JAM3,0.018419646508812632,-0.06364883419860151,-0.012124167311336614
TGFB2,0.07639193378861754,-0.00651216159556981,0.008384239822128362
COL18A1,0.020058343642085568,-0.028847204887967864,-0.027776198431500268
NODAL,0.10262374226598912,0.034811266879991226,-0.018035718905279226
INHBB,-0.004723866549604338,0.013485737796396327,-0.048562656730253416
LCN1,0.1626405005552802,-0.01517513952956392,
ARF4,0.0453609268058807,0.05656594222792201,0.016373204886135
CXCL14,0.020752539025757914,-0.022107806211617648,0.09230508940731674
LIF,-0.06513604330255822,-0.04482426493923219,-0.06329636183203188
IL17B,0.03625967236831452,-0.024297772589879602,0.21680642981601517
MMP1,-0.04460971494462653,-0.008513696666046972,-0.016248131940387538
MATN1,0.05457784618823884,0.06276259849890706,0.17800584706226774
ADAM28,0.019964565232574016,-0.020921743695000643,0.027425499064343873
TCN2,0.03399010234127716,-0.00020944416148781093,0.010290855442848105
THPO,,,0.11113178694816118
CUBN,0.044978546878342594,0.009580345956499533,-0.009535076919047042
TIMP3,-0.014078877702407748,-0.07058758735164532,0.01674779835664522
PIGF,0.08198475683895362,0.04802709519932614,-0.009399330332794059
CRH,-0.010028650221641691,0.0698303780120813,-0.0165926053801316
