,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.04042339431199388,,,,,,,,,,,,,,-0.025175753417628597,,
BMP1,-0.0070206464435494595,-0.0672363031991281,-0.03553050026928036,-0.022754219925205578,0.012952149132150108,0.01977170101408861,0.0027347037553393,-0.09082232209323532,0.08430451036211274,-0.041725142835470574,-0.026254565281089774,-0.11722625904590318,0.03626717068640266,-0.23664793682343463,-0.0910039062401144,0.005163091113569996,0.046893562309508564,0.00506169420475199,0.12414199637908818,0.04945780065083766,-0.0468651876339804,-0.06440520906302935,0.06995132272149428,-0.03257561635114296,-0.03768310013094809
NDP,0.004114395442572993,-0.07105177083417759,0.004997848155594206,-0.008979688695621673,0.05423153572642763,-0.026411835045648393,0.1277474373000934,0.03344827704177956,-0.004046052519149815,0.031149030915486896,0.034856062177898176,-0.07955775221395363,0.005250524659750083,-0.05367457420609897,0.12183939139297562,-0.1895052201756971,-0.0924439485225146,0.014626486983791225,0.09142207686894901,0.09849711112350268,-0.019323724360024008,-0.05855816886433413,-0.07529940989689289,0.07093003323903538,0.019686632843587307
TNFSF18,-0.024051779173495155,-0.03966584273806722,0.01761116738821672,-0.0038678940576425884,,,,-0.009281023359108555,0.0288591025429217,-0.01818576612630255,,,,,0.09650042295638378,,0.010139922187381184,,,,,0.02257958124763533,-0.001798552270663116,-0.07414295678062938,
IL36G,,,,,,,,,,,,,,-0.041442887748516885,,,,,,,,,,,
RTN4,-0.0360145671789305,0.15187649667269945,0.02356647156094823,0.0221669855769286,0.017541304338818002,0.0842423017526498,0.08120567062277852,0.2522217290059047,-0.08508414882430053,0.014913257448139842,0.13947015830151008,0.424460704580319,-0.03955335950624909,0.4058313330575484,0.008611509342005313,0.15122171208464102,0.07313840141047695,-0.08266503476013677,0.05496268431722003,0.10403820378484877,0.08419435021487683,0.1625807587461443,0.05562310422502814,0.2674132134542179,0.0523222499500652
HEBP1,-0.10013401917473601,0.014836336519616019,0.07666007173680782,0.02141922962137708,4.440370780594324e-05,-0.01808308095119212,0.027956776417726394,-0.0824557726572352,0.050421108412730585,-0.03840717174959853,-0.028783961085020716,-0.1502128167161083,0.025350818555978816,0.015319611147103075,-0.015942819743058858,0.029092919616097043,0.02911695584089334,-0.004281326324218128,0.10614664244722505,0.09029456022283652,0.017704147770180666,-0.06525109642562509,-0.02677250921729005,-0.04568068531742974,0.017898845841289934
WNT7B,-0.02118886412917717,0.14803086400870427,0.11275526858030811,0.12692439620679424,0.07736206194670178,0.04365892943966811,-0.005407949084072707,0.07263406162123971,0.03133146143042944,0.06879072082557355,0.06275500475529519,,0.008093807261001907,0.1026546519025038,-0.004188590757301893,0.1569903486736618,,-0.005115493734541875,0.04289655002923729,0.027310948948563278,0.03355052792709971,-0.07781543506588617,-0.035795464335358726,0.04689879762023308,0.0336690831068587
PTMA,-0.02822804046775328,0.026447632392353523,-0.02092641083194313,-0.025820902886657556,-0.08087621117908014,-0.00962319288841389,-0.10656484636001945,-0.29435421942858464,-0.1953264355639605,0.058852099266307994,-0.0875725246984708,-0.465408206858823,0.04401208413473628,-0.38666628317479135,-0.016898808170579958,-0.1371733741526867,0.0325569733187047,-0.06325700493137418,-0.17214430691906782,-0.05085737259800318,-0.020939854460963907,-0.06003301037226855,0.05685121846428565,-0.11738794882854478,-0.1622214345483081
FASLG,-0.021188870119214782,,,,,,,,,,,,,,,,,,,,,,0.05603629807069101,,
