,UKF266,ZH1019T1,ZH881T1
BMP1,0.059947740533063586,-0.06462403700357101,-0.007719571147941703
NDP,-0.006091796623574739,0.016190133548596282,0.03919366189596368
TNFSF18,-0.013117674435657301,-0.04602620644110024,
RTN4,-0.11110051721649253,0.0822326712031375,0.013220227801767306
HEBP1,0.08694094611844476,0.12634269109801577,0.01666638988945328
WNT7B,-0.014783586209236947,,0.0026964464043432415
PTMA,0.15615289789612546,0.011757172124672708,-0.02653256741943305
CEACAM1,,-0.032364234436823125,-0.017163928396483053
PDAP1,0.037249591731145594,0.012029815840720048,0.0066567165270117945
QDPR,-0.012228996809537143,-0.0021023899690984747,0.012477276632468925
POMC,0.008003912239050212,-0.08466691349087667,0.08076688267422426
CCL18,,,-0.05910820477867442
VEGFD,,-0.043998467492600266,
TNFSF13,0.01571655842526732,,0.01970666210436031
WNT5A,0.14407238096568784,0.09707135330807862,-0.01634254625915244
CXCL8,-0.018095377355386483,0.03998589581383144,-0.04708979725004463
GRN,0.008024680323841047,0.03512761647865171,0.03851955790051257
MIA,0.04552794773680876,0.03491017475476197,-0.000535883980369803
COL4A4,-0.012103857390737008,0.07746717647891627,-0.012707217551777263
TAC1,-0.09181249476889378,,0.08943446658692983
RARRES2,0.05133351392009864,-0.03215596479394082,-0.01974679443560052
FGF7,0.044752908576385295,-0.06197037584560594,0.013025560576083383
HBEGF,0.09384464652223164,-0.06933754931664318,-0.048881549869592984
CSF3,,,-0.024606835926078797
PI3,,,-0.08518228991003007
PCSK1N,-0.06171054707343652,0.02345445973577942,0.06045814885379631
NTS,-0.014776059778708283,,-0.049620472756951244
SFRP1,0.10498723825291557,-0.06572662193153812,-0.007243205533781688
CXCL13,,,-0.003690099557017903
MICA,0.015449365854135168,-0.024455167026607598,-0.016233142115332822
TG,-0.017055468150137382,0.06737913698777004,0.05480743849295232
ADA,0.07933889074310375,-0.004562015256591707,-0.019281656403467025
LAMC3,0.04768690145906523,-0.03196217880993939,0.021711612372917754
NGF,0.1177655117420399,0.08524941759010393,0.08045058107783178
TNFSF15,0.01930388680288115,0.013613197333054527,-0.015280422662845954
HMGB1,0.08666877374127646,0.08498208714735754,-0.021089335202695174
ITGB3BP,0.06902374696147988,-0.029278481125917823,0.012725753966600445
RELN,-0.03198367141957494,0.014365565065920707,-0.018457094601741653
IL15,-0.014061848098588223,-0.050257767285666555,0.0018214522114652243
BSG,0.05378553645045577,-0.01252285698743578,-0.03052390921809021
ADAMTS3,-0.022649569371230402,,0.014308270424414253
CD34,0.02914223175017914,-0.07184039354582566,0.012201670077444517
PLAT,0.12877581019803913,0.009893736669805007,-0.008126930535374924
NTF3,,,0.08255763517501571
CKLF,0.12559025268958476,0.028849848902272126,0.0007507986459833241
CD24,0.08351469443716095,-0.05136769105798794,-0.013137928302581994
HSP90AA1,-0.12105201810242333,-0.032232004976288524,-0.05104385455033013
BMP4,0.16367647794131446,-0.08536050929997864,-0.008223311300110654
SCGB3A1,0.0022608342821227464,-0.04720936261294741,-0.007890886146903081
IGFBP4,0.07068279481823507,0.008647278574607864,0.029488629691246326
RSPO4,,0.08942429546858363,-0.0043080157120619095
LEFTY2,0.09510198844355018,,-0.0034587718881400474
ANGPTL2,0.1854069547769058,-0.00804609473251372,-0.04734956841394666
LRIG2,0.04761183477444008,-0.03502383126608795,0.002610001288364483
ICOSLG,0.012941825672217345,-0.03294752537720513,-0.00974306111652891
WIF1,-0.10635014657139899,,-0.019866011612618067
NPPC,-0.034437391023028306,-0.07522500051510461,0.041796022166991124
LYZ,-0.0025136024445059414,0.03638985397257537,0.06321253292439236
EREG,,,-0.026617400961462954
SPTAN1,-0.007688655299207484,-0.025034616893017093,-0.015830260743779034
PTH2,,,-0.011908560612105894
LIPC,-0.021806320754936926,0.056880231694416104,
COL8A1,0.09254709845194506,-0.019738333999625258,0.018355311257447944
GSTM2,-0.01189118603192269,0.06711155025497738,0.0016373100859535688
SPX,-0.02163574735425379,,-0.026687719626007304
MFGE8,0.0447884531466708,0.07739071109640018,-0.0469829455610498
TGFA,0.08751569612482107,-0.03329918378665432,-0.04238831469568208
SLIT2,0.08572633501964451,-0.035946806759733746,0.028403153207426136
PLTP,0.04057480706316323,-0.025579215419652246,0.01117910897855264
APOD,-0.02324820233356832,0.03805359533066946,-0.01246932051344853
B2M,0.10365245065254759,-0.02317284361731982,0.01561423526176755
OMG,0.008087436423477617,-0.06728872754720716,0.080122284343835
CXCL3,,,0.043407172092258986
CXCL10,0.05688481372833596,-0.06326377051304595,-0.02920091263152102
RSPO3,-0.046675675987690284,,0.04038803746699499
CORT,0.01882377243716593,,-0.03554211834277364
NCAN,0.12180581833756259,0.11774423202386582,0.008358487546889845
PRG4,,,-0.03444257693326284
TGM2,0.000680432395651822,0.05190221016597031,0.008504122366179903
VEGFC,0.038940468377034215,0.011488709988532853,-0.036473503202486365
WNT6,0.03717728087733496,,0.011098466654338147
NRG4,-0.017656569305973927,-0.034451628559472196,0.010794248455116066
PMCH,,,0.030728102866150478
COL9A1,0.11616560470910699,-0.0634988660763211,-0.04520312650435322
GDF11,0.14923431795556868,-0.04162922289777886,-0.04893906171008101
SORBS1,-0.0057357581500472364,-0.042141641676397786,0.03639230449998943
DLL1,0.13841132131990064,0.07405779898459804,0.048892877999844556
TLN1,0.056554898786983616,0.00068675085215565,0.020235617610367063
COL2A1,0.008395596584934977,,0.07997707752872743
SHH,0.06838271906024222,,0.029393899128569642
PON2,-0.00545682111759891,0.09432985515879197,0.056863130004172424
ICAM5,-0.03766090083881108,,0.03884675806363344
HPX,0.03714105389775916,-0.04481833622726971,-0.04497557539727235
SFRP2,0.06357906034561443,,0.004123625862686813
CFC1,-0.009312067488739228,,
CD70,,-0.0373900195245772,0.023342707602601542
HP,,0.045864914335583554,0.042816671706019695
CXCL2,0.026732227084990075,-0.03394038744262603,0.04167790901112991
