,MGH258,UKF251,UKF259,UKF304,UKF334,ZH1007inf,ZH8812bulk
ITGB3BP,-0.01578467360584081,-0.05796421606325881,0.004651727071637269,-0.032531976541586155,-0.006061360339146334,0.07078746449315092,-0.07265192843226524
AANAT,,,-0.011518567901915534,-0.009300791211731068,0.024665335962621753,,0.044731783690017714
RELN,-0.016069285001484242,0.03479810297611975,-0.01999365435155693,0.013438295706895878,-0.02410915504986974,,-0.03386101542068169
IL15,-0.044788937632156696,-0.0004659082764486044,0.017279519463820066,0.07832190161897812,0.013773441874506796,0.1366663620483515,-0.045552830481362244
UTS2,,,,,,0.08846006875119243,
BSG,0.06269896627150538,-0.01976866507289541,0.02077381212084435,-0.08041576821000027,0.049240641535701866,0.029463828608263437,-0.05137580015221919
ADAMTS3,0.000579104585301852,-0.028714528906726582,0.054045691675054325,-0.0467169059839239,0.019165544436639054,0.08056438101196886,-0.005830281963664418
CD34,-0.07160255806047837,-0.03664275055574065,-0.04382324183016387,-0.04386264623344808,-0.02457811580301196,-0.08296828019841276,0.04903947145081532
CCL23,,,,,,-0.016724598661870763,
PLAT,-0.009772550937005265,-0.0582281199705176,-0.04974401438667276,-0.05693322988170541,0.04889056032143894,-0.06695882283802032,-0.07260575749296526
LTA,,-0.02424117399695276,0.025357999585119216,,-0.020197277744660347,,
CKLF,-0.016532825373781878,0.01874240622300686,0.0032051037756513526,0.07874331186335218,0.04249000523959811,0.05342083942066706,-0.027931620284904778
CD24,0.006023153333166937,-0.058467957395836365,0.045024751903905105,-0.05542173946831357,-0.0021671313955906038,-0.06258660742646889,0.0472868774779301
HSP90AA1,-0.04427148069425259,0.01692772984035119,0.06810558328655529,-0.09400530962508478,-0.019828416915133165,-1.1646831150422856e-05,-0.030540223063027127
BMP4,-0.019948248805978945,-0.02569706545452764,-0.03399468970511386,-0.04640434780375181,0.09981949044432459,0.14326175314138612,-0.015432501150151379
SCGB3A1,,,,-0.018395292330216695,0.05727581020469728,-0.059408767587444795,
IGFBP4,-0.00926048782896842,-0.004187996395938637,-0.00749518191671503,0.038590611345354756,0.09370196158384303,-0.04689036514590569,-0.033669276277927
RSPO4,,0.06630648278964388,0.058229898878111044,,-0.028016803926220295,,
LEFTY2,-0.01919167031986822,0.002100281321273073,0.09188607461829235,-0.030945412945777555,0.02987083927890958,0.012205230155507662,-0.05821645440809369
PF4,,0.04089341370251488,-0.009918641486105962,,,,
ANGPTL2,0.06893657391045503,-0.007413852360050728,-0.032961355206112646,0.07174594925296962,0.042200170042727525,-0.021715189325957777,0.062456138600054084
LRIG2,-0.0018736897643374466,0.068803226799243,0.008570117051570294,0.07337321236147322,0.006718061537944739,-0.009938054827335062,0.07167880088814628
ICOSLG,-0.04258932368709235,0.0042283465901033065,0.001662509571867916,0.0881184998338788,0.06873499991658985,0.045667661727530125,0.031995753673749766
WIF1,,,,-0.053364066778564666,-0.010458503926794744,,
NPPC,0.0016518823946353235,,-0.01538625894567295,-0.019715102546945376,-0.044399220918678726,-0.002165074527227059,0.08490235094357182
LYZ,-0.02914579577871675,0.018951514512550366,0.056689868314490896,0.05016356280164165,-0.0008046419103759206,0.039677167127838246,0.006767498615272114
EREG,,,,-0.03183378648439455,,,
SPTAN1,0.026458970424865037,0.06040248949226074,0.03693347624697552,-0.07646342073807186,-0.01307381864358789,0.054471363290291945,-0.03362574481929009
LIPC,-0.024816450167854685,0.0390419203551836,-0.0017240807854350295,-0.04675037254722268,0.04679155492195196,0.07644028026989595,-0.019548803525240743
COL8A1,0.023397762171536465,0.029827325833634618,-0.03716465041770992,0.05744383745654192,0.06255562200754994,-0.043247403607556995,-0.08486100258319898
GSTM2,0.08849392741256892,-0.04831865290163049,0.006937775441974811,0.05528234735037661,-0.013230369150883079,-0.06055905627240731,0.0424479419084411
SPX,0.021668150737266183,0.012291934973441337,-0.029207508509065616,-0.004882092425981613,-0.007151895365153849,0.008323964558095037,-0.0072213864979900596
MFGE8,0.08021180159299847,-0.007556396265280114,0.01733421159063158,-0.053108786486755065,0.03502532704518543,-0.05912559849238394,0.019675328187864997
TGFA,-0.034623023730525664,0.018641855056825727,-0.011946422585090644,-0.01711629108816191,0.05165817944998768,-0.025750023580026746,-0.010287066532087127
SLIT2,0.027736608915401702,0.0020428760893334407,-0.013890196419125676,-0.022589284434912676,0.014985426018002615,0.016703681506166315,-0.009004418183630214
PLTP,-0.03910948154316848,0.015010129054523718,-0.03114786814494016,0.019316521328761663,0.024569659441499574,-0.030225661703379494,-0.03703528471333586
APOD,-0.018961004733688457,-0.0066955676113754446,0.028469401315627224,0.16066307321639317,0.00563436355884158,-0.12614843131048808,0.07846578510111217
B2M,-0.043610684873308596,0.08032403982110826,-0.03329399748551632,0.07454483351129561,0.022346806106399764,0.04555208413163234,-0.04630066993773748
OMG,-0.004500404608379286,0.050413320093172974,0.014547466374553729,0.05962313839390129,0.041834276679321075,-0.136046821245621,0.10773273283141054
CXCL3,-0.015609447934400462,0.023299965416146748,-0.038858910301485354,0.0029850392481648173,-0.014545697428254893,-0.052640051888598625,0.054374275095154
CXCL10,0.060191785036455656,0.027200348424118774,-0.03781891024928708,-0.01922737389894421,-0.023114873501234486,0.04709876400039615,-0.03470304842784396
RSPO3,,,-0.011518567050823778,-0.050306646510490924,-0.01519997347166972,,
CORT,0.02841804129911897,0.0319967565168606,0.06439611857480208,0.008394162295801415,-0.04032505759986792,,
NCAN,0.08336158148700706,-0.06813404850013628,-0.008892034028939818,-0.025936859520837335,0.054237856870948946,-0.03905560835247706,-0.10473285456744309
PRG4,,,-0.011368328941219408,,-0.01777128163668605,,
ZG16B,,0.07781218436743868,-0.013194336079971074,,,,
TGM2,0.0286787584499488,-0.005955175386008903,-0.05230382087869367,0.03534391529397044,-0.007675051499396945,0.05442373408145928,0.023353389105852374
VEGFC,-0.01938332389036541,-0.004447158066837964,-0.02026140615400715,0.07722285548865336,0.0007482360407180611,-0.029758541564822997,-0.005008613021274385
WNT6,,-0.02453889313994664,-0.01572386274430105,,0.005640021673335505,,
NRG4,,,0.027601726754834476,-0.04007498124257698,0.010596800162134795,,-0.027282817468454134
PMCH,,,-0.019170816098487448,,,,
COL9A1,0.11162324488100844,-0.013771635434424207,0.06404720932895933,0.04201879524919066,-0.010110671581275332,-0.04348643729378829,0.014888017333617696
GDF11,-0.02232086066736762,0.017996301419022014,0.053242530095385515,0.028960471489480624,0.01399636127133784,0.03334610558238788,-0.053862632111879534
SORBS1,0.04626655083586646,-0.0010835488319593978,0.013215559504350226,0.02197148218538756,-0.017485895178754353,0.02191216184038445,-0.08421375239931306
DLL1,-0.01930917095819436,-0.02987271825773711,0.00286241324247438,0.0186033633309396,-0.016291126801249244,0.062478985944162534,-0.04761281293425198
TLN1,-0.03244703063418804,-0.07553630717435013,-0.006945996217629492,0.04215148168654369,0.020148435192080826,0.04004270612145083,0.017700575097482223
COL2A1,-0.018205897070243345,,,,-0.014766869165235733,,
SHH,,,-0.011813560291132183,,-0.014093392080546257,0.013262805265923975,-0.0009402818938873791
PON2,0.086761472288572,-0.006217087115972898,-0.031675006207361474,-0.012722963898740171,-0.019327829885458014,0.07900518392163478,0.018711585116397013
ICAM5,,-0.03158706650801497,-0.002693365480494905,-0.018277636633639256,-0.015375537368401719,,
HPX,-0.02067975276944559,,0.06634816312953294,,0.0023524424116244183,0.17210730062951354,0.01927798222764564
SFRP2,,,-0.01345436493772104,0.07441234704496943,0.03243012852638888,-0.02607829036511838,-0.04624567030981948
CFC1,,,,-0.032699802376052224,,,
CD70,,,0.0020517614401873454,,,,
HP,-0.008873719383944831,,-0.0008922554977058534,-0.04011626078217762,0.039975136759128296,-0.05269518349561252,-0.00518573900225699
CXCL2,-0.03693962871028372,-0.03343208963180707,0.02529188306782764,0.06203438000934698,0.03350013326232977,-0.07033414398128329,0.023017766725714997
NPPB,,,-0.02666731208883386,,-0.018136302590200513,,
CCK,-0.04165194143243753,0.0413996238701245,-0.004329903464614555,-0.1493594520197282,-0.010574720964355074,0.05535188860916315,0.0010444610813902888
SEMA6A,-0.013531833047311068,0.06255467747007742,0.034812531443353015,0.08334405275915137,0.066426684251678,0.05011983042159212,0.056777951114697224
IRAK4,0.003249754386342244,-0.02690657749544687,0.0037521049762926388,0.11664121608552751,0.022618600506438914,0.023319199226353185,-0.04924025445681869
GSTP1,-0.01976378130217792,0.02376049841474058,-0.0008896662901748809,0.05931401002566063,0.04086476739126766,0.049332910181075995,-0.025806746745658776
VCAM1,0.011179718341012907,0.013123395422872072,0.040145047532536504,-0.009621477132784696,0.010483575738076489,0.0449576442380232,0.06114698217267363
NXPH3,-0.014793549842767517,-0.003963887017671017,0.002805537522079126,-0.007106606526002781,0.00864154575074921,-0.009508340427651434,-0.024734846119336455
MTMR4,-0.023511580082996985,0.00932035725455977,0.021182211708800563,-0.029239077023476473,0.035235698937193895,0.05160303395762237,-0.047021545542534876
LAMC2,,,-0.026405381311952657,,,,0.05271847040271095
IL10,-0.02013337145770904,0.052338032473727515,0.044500748740880516,0.058553236980492814,-0.016234569268246155,0.0636800153595594,0.05304779819785908
SEMA4D,-0.0037328334065236655,-0.013417577426936543,0.00422381919931362,-0.0034390959822757747,-0.0018415134755492906,-0.07774324508847762,0.047475844798311385
TRH,-0.017797610885532507,,0.004946331713533819,-0.0034360302474207606,0.031025776461186007,-0.04367311001893774,0.02754584175083043
SEMA6D,0.0038387831141646358,0.022942054825090475,0.005559187126260253,-0.00971462832159174,0.011126928601755976,0.06721314955518508,-0.09343184976742427
CEL,,,,,,,-0.006793199838632643
PDCD1LG2,0.021077766016133526,-0.03423509674112143,0.01105636026081932,0.024279470412512882,0.023741931410170558,-0.022341796112706813,-0.02022512851534634
SPINT1,0.017256107306480358,0.019228590115319907,0.01962901461845001,0.027075367340902424,-0.023828852683170594,0.049275448676736396,0.06209626771484949
CTHRC1,2.30295809230493e-05,0.025711026426448187,-0.007391024113672588,-0.020957851614579814,0.03951476173831894,0.01921888131974233,-0.04052973141975058
PODXL,0.008772725338424483,-0.044628876750281946,0.03201747502589591,-0.053775089722784906,0.05420950705700318,0.05719703232175617,-0.022215420869480224
JAM3,-0.06417621353964119,-0.020388529582483956,0.023489708955360282,0.08773718292026605,0.04699986463147919,0.03159322185503959,0.06485120057698451
TGFB2,-0.0010143939463992254,-0.009673703328646062,-0.005623699713185843,0.0029423763295984666,-0.031412759885188435,0.01247055030644071,-0.015087810540624766
COL18A1,0.013580032525586256,0.04891034100675268,0.014167674632401575,-0.03997759501049255,0.10072634740238237,-0.0606145997513396,-0.05551906776875096
NODAL,0.024492637358854475,0.003267384318208101,0.0011171726358512148,,0.0021200242836296153,0.03086078227374936,-0.03968138129145013
INHBB,-0.01748355929882429,0.07304197390054186,0.03236766485747361,-0.033871119744255766,-0.007394138701901256,-0.006451704392612974,-0.000153008325198083
LCN1,,,,,,0.01008454454008876,
ARF4,0.04731072737836533,-0.009573254911939126,0.03197184541789799,0.001178746784600838,-0.037214453526743935,0.12097049623931255,-0.05315097231709942
CXCL14,-0.00020269443465214154,0.044874383309549834,-0.04669185825156649,-0.03419193596581688,0.03164431823712143,0.05786074909545266,-0.05692381923834589
LIF,-0.02403901776303195,0.07042607064937687,0.01459665962804962,-0.0311733646589914,0.07638747418510974,0.008523617311818409,0.043881364082851954
IL17B,,,,,,-0.01997106582453259,
MMP1,,,,,,0.07805513741767399,
MATN1,,,,,0.008318096251683808,,0.012365696367220977
ADAM28,0.003273908456875729,-0.011606281858062405,-0.00539112441062439,0.04346434910914802,0.02471791552004105,0.0746674537578431,0.011996954445470772
TCN2,-0.025310654257497657,0.010486455923630797,-0.03759760899533876,-0.06761341671865509,0.10802973320991287,-0.03188142832887887,-0.0119693788269785
THPO,,,0.07609449907056942,0.04766123408062307,-0.014766869023876772,,
CUBN,-0.04419243707947,0.010511841799356941,0.02763167401068339,0.03560669166554974,0.031421181387823016,-0.05142514095898481,-0.0013862851705912012
TIMP3,0.012203977489324135,-0.0017620722249581254,-0.02682631994937096,0.028301208477559073,0.0507463079061167,-0.062067004674465284,-0.07149892908228865
PIGF,-0.06318321126744199,-0.008052403437259624,-0.021853122443845928,0.011012689045868591,0.01880852020695703,-0.03888522376122429,-0.04465240095232663
CRH,,-0.02966194838625374,0.07316437529153054,-0.03788634972478953,-0.02019727339040779,,-0.032839057999039585
BDNF,,-0.013840430514356914,-0.0001322841617819811,-0.043835885290196525,0.023448750624046593,0.03132760870405155,0.005214886336008075
CCL5,-0.04711941870218376,0.00015679494268796434,-0.03926339170420805,0.046972661515069375,-0.02003303362941798,0.006944402381176044,-0.05477549827963362
GAD1,-0.0316185912098564,0.03928466895901567,-0.013600964117272324,-0.12114169364331984,-0.017323328479202992,0.07652864923197629,0.04883052991593031
COL14A1,-0.005583727927126947,-0.009768617558725712,-0.03960628915952638,-0.05425092248101516,-0.003799089822021351,0.0008089379587722902,-0.004883545780834874
HLA-A,0.02058240098071732,0.040697818169083876,-0.026256665011930053,0.07965926685045338,0.04971959512232452,0.037245802692704756,-0.10610804089577022
CD5L,-0.005312597860687712,-0.0019224969413010001,,0.060361864816748115,,,
FGF18,,,-0.01058657179596161,,,,
ADM,0.04227272043653179,-0.008819140603844273,-0.0015136843619217568,-0.04380748145346707,-0.009118196783198869,-8.327631440019004e-05,0.018780563021860902
CCL15,,,,,,-0.052640051888598625,
GNAI2,0.030232161611666242,0.02899441170517116,-0.0376623201223393,0.04450277980345981,0.04389346093277311,-0.0002595853016600762,-0.03636335191868393
COL11A1,-0.02241480276873402,-0.0779768007840551,0.0136653058278065,-0.02421211164746682,0.04705078780598914,-0.0607607352760209,0.023301254677167444
NUCB2,0.023308793394642063,0.000196296089236437,0.016221139071803482,0.019465750157648926,-0.006473573712447058,-0.021853838417070903,-0.008240114156792924
CXCL1,,-0.010190783091703503,0.05917568033668886,-0.06288106847377382,0.013815829212445927,0.1254954631477259,0.042409815018372
VCAN,0.019580327566583247,-0.015939414585821467,-0.048689337036090595,0.05302137007845467,0.018601477293665902,-0.03496617129400439,-0.04184589844393361
MMP7,,,-0.02104682485911809,-0.027123302116523817,-0.022823700500825553,0.01378442872462641,
PTPN6,0.017704109720610643,-0.006179380002357374,0.009623176626342406,0.057982763239171196,0.041562370630976384,0.10524172808063675,-0.02395296464715579
PTGS2,0.05269205656377609,-0.028397838818974026,-0.023715786921386997,0.01726957567555716,-0.023802662204326263,0.045692645852276816,0.0321988260616234
XCL1,0.009250481817297969,,-0.011518568989421937,-0.02054160366861366,,,
CD58,-0.057497683138798904,0.04111800136070678,0.0410158110483827,0.015660573134967316,0.03820365690507928,0.011598902360199444,-0.019668095728102283
TNFSF14,-0.0284317272069835,-0.023125456869765228,-0.04208633813994676,-0.01110065931736347,,-0.06709157926622315,0.030941324485928408
CNTN4,,0.05022404654679581,-0.020700940781914163,-0.0692502786709045,-0.0008363283767133581,-0.06259985995923215,0.012220504749177007
NTF4,,,0.06359182603367727,,,,
INSL3,,,-0.010586569719467342,,,,
BTLA,,,-0.01680410345052928,,,,
MFNG,-0.05899440766766858,0.000909531430792541,0.05941728383890214,0.04090425704957978,-0.023481525360012658,-0.02159886389050315,0.04344116818776111
ICAM1,-0.07908176188510774,-0.032855779798757236,0.010411621913848876,0.06843918278481385,-0.013586488981121506,0.058174442051525936,0.026143820055805005
PROS1,-0.0021364154071037483,-0.014544273141086956,0.0320192101177306,0.010940359592138989,-0.06209312562496098,0.05512506804895309,-0.031908325451559846
CLCF1,-0.0009367112724723737,0.04719416457148283,-0.0373068858703399,0.04429784288442928,0.004566727506701747,-0.08591710270465985,-0.009959803694804236
PSAP,-0.025765971762765995,0.04427937701593132,-0.015904993921062986,-0.0426939501744374,-0.00324053043484345,0.08654016280259136,-0.0597211588111841
EFEMP1,-0.06007058900518774,0.0140463350084838,0.0905540395642967,0.020844001730246232,-0.012992942308845089,0.029451518860690744,-0.04424827603900451
C1QTNF1,7.266093248907909e-05,0.008019657512552243,-0.026926445991750658,-0.020266969461077818,0.06375257519441915,-0.042325036210067356,-0.07076232581997076
ALB,-0.026165961932670876,-0.011580245876240004,-0.018794943116051583,0.0852286991664198,0.03222236565849625,-0.004840783261082491,-0.010713480325043505
EFNA3,0.103870598562506,2.4318457774726068e-05,-0.006423603998338074,-0.08177766215868174,0.03632001961978171,0.03284775702466125,-0.004839355288605342
DRAXIN,-0.0021275997737622604,-0.020590168215897372,0.0027738321352437445,0.14727685858401537,0.005739051811155209,0.05991677765330492,-0.04073131938719203
NPTX2,-0.022058539562051283,0.015900159701064072,0.015358577450731244,0.02228074417555247,0.019525172984988334,0.15475462623416106,0.01282154165307602
FGF11,-0.08261912637669347,-0.034974351329733026,0.006395855336419597,-0.04851250777065751,-0.009901865184447063,0.08298595694139582,0.01287680621054488
CD59,0.004310501478512402,-0.004199301802980946,-0.0023512413666762428,-0.011381236708699428,0.034589287242686444,0.06924604288929645,-0.025055276675451366
COL9A2,0.03291013223690836,-0.02642308596978689,0.021716024043748543,0.048457421089505945,0.05961444603341957,-0.025620410146217628,-0.044935461853069514
DLL3,-0.06558475426061545,-0.025300024512424055,-0.012455602998838014,-0.027988734528994842,0.010490796715478739,0.025352482090294007,-0.010508168185722547
FGF5,,,,-0.026085901964353977,,,
LIN7C,-0.032537509747393,-0.009795648839733906,-0.002120262210763228,-0.02250810480127478,0.07085933772260489,-0.027131752659194912,-0.01060378168631322
GDF7,0.034358769809266575,-0.004933881619514116,-0.0188895311368581,-0.04794994521054892,,,-0.03186581660294446
PSPN,-0.031588623382528096,0.0069843016841931276,0.008027894551858879,-0.04709030890094794,-0.0021142598072143707,0.011593742404043192,-0.0400797131350226
ANGPT1,0.036822378444726155,0.011128957398771611,-0.013361154015823325,0.09389867724681314,-0.008633363944757074,-0.03147680433770601,0.020545374965704036
PNOC,-0.006712964762110918,0.09235067101510762,0.004455987455876175,-0.0863445030445582,-0.0055921328582648495,,
L1CAM,-0.027034009205857877,0.01705073319339652,-0.028804125508025975,-0.1341307760025559,-0.014725331601690726,-0.020203643706277204,-0.017549251988743672
APOA1,-0.009331576147815513,0.09723477816739824,-0.016486833197907176,-0.019094741809496812,0.09624842191737615,0.05321807848043953,-0.03680804905292518
PSEN1,-0.08708525396583681,0.08715947439614091,-0.011633971975296222,0.06927450520563436,-0.039114082503131455,-0.0006465301603937237,-0.016388451182991676
CALM2,0.0023067484365818713,0.07644454299772195,0.011254941227983742,-0.09311091973448189,-0.012786962625805304,0.023752232382850874,0.05446580682514442
CLEC2B,0.04417062778371432,-0.03421774936303041,0.032759061768014394,-0.040843511959299535,0.05191039130671594,-0.0002823296123419312,-0.05193264244596816
NTNG1,-0.035196566671619196,0.053389540036618846,0.025399398885316875,0.01062032831356358,-0.004918281232070566,0.021187522320098462,0.018081698297327104
LRIG1,0.06721274956605937,0.0052401351949774785,0.04848735498554961,0.00407982286167415,-0.012546713039211876,-0.007791445880724312,-0.040544090683309116
CPAMD8,0.013684397148971733,,-0.01252202295356872,0.018448347328476968,-0.027274208442485043,-0.05637600074233278,-0.006663966547133361
GHRL,-0.025273075392078244,-0.02589852683927985,-0.024342679750211982,-0.029093239447129108,-0.018846522598915224,0.04772315722604499,0.06019588846142998
NPY,-0.023239272109156266,0.06467991501137813,-0.04436395335600656,0.03133988330474124,-0.06634599675086109,-0.03907527258493595,0.03468455708386898
MMP2,0.057141960257154706,0.0019401214110338271,-0.00844463925821472,0.03414981261140276,0.07396543213619292,0.13530839134745776,0.003609911848707231
LHB,,,-0.010905736326100786,,,,
PPY,,,0.04286805192119647,,,,
ALKAL2,-0.02372193278153809,-0.022376102365122344,-0.0107472929873111,-0.02178296731982981,0.11316826912069913,0.023115773759786587,-0.04707044530756189
CSF1,0.06365056445301379,-0.009027818530268239,-0.04245913645777368,0.12570621936407536,0.03173339329330698,0.05523182670623949,-0.036967985062943645
SEMA4C,0.06703938668546634,0.015682706580484086,0.003847238541579527,-0.04502767042443226,0.07286686179191731,0.0796936367191255,0.017204391504174688
ICAM2,-0.04453333212938325,0.012399311813018572,0.03129490099381399,0.0008121343569643857,-0.016189845447260424,-0.011279528818855371,-0.015562598850083188
SYTL3,-0.006892309401210747,-0.03570424563318345,0.016141404002793933,-0.01927687155182061,-0.038642633981968655,0.045420316436799675,-0.051190278200178525
IL1A,0.13726435097887352,-0.0446484758920622,0.06530071907884807,-0.06434520763152411,0.04388936288111624,0.06658226358488047,-0.05159489236383453
HLA-G,,,-0.011518567949198415,,,,
PGF,0.04021245158214264,0.06244244400821781,0.0476032888935483,-0.006940309026521439,0.03309542395004672,0.02075979141856449,-0.039853400437377354
LGALS8,0.001279877589105043,0.02645294787754679,-0.029598130655739824,-0.08110726425022682,-0.008425528113943212,0.008628888271700427,-0.025522229350039997
DKK3,0.026924054900632727,0.08899270460913845,-0.02542201548620492,-0.09095818879743238,-0.023045679218526773,-0.0019950036178905868,-0.021797721843752102
COL16A1,0.05505703565820994,-0.01666796077405581,0.053521877806363444,-0.003655355818121931,0.041455726315051136,0.01960984443059764,0.024000074719437377
TPH1,-0.029510836020019363,,0.03626900781471431,,0.019477798311157937,,-0.042098511862124065
TNC,0.06535709967773057,0.037107179751076434,0.07581097525393488,0.07691660371942899,0.02709039574060981,-0.008880965058405875,-0.060427107832457395
TNFSF9,-0.01584092899605237,-0.01049470230402673,-0.0036194087178901446,0.03832132678591741,-0.007459545659135401,,0.011801573967943173
C4A,,0.04027538318370441,-0.012929383249551573,0.03957977606805038,-0.01562163057494093,,-0.03634924359226824
CNTN2,-0.043792593719548065,0.03454789211099634,-0.0015912067902652946,0.10820441923147855,0.0497354241041505,-0.07678663204694103,0.0013231072956036937
LUM,-0.06462032233249738,0.008941960529225683,0.013696818332760402,0.05290751471301768,0.05212932949091439,-0.038381123510837827,0.003180694327673327
IZUMO1,0.016055729451315705,,,,,,
BTC,,0.08110703165467233,0.0012503943905121438,-0.010584409013161288,,,-0.031189022813633258
APOC1,-0.056073915466986334,0.02034864362868921,-0.013519254401511199,0.1252620740565328,0.01311251499835184,0.07958260206032415,0.02433642055162973
PKM,0.03455287576167789,0.012912759953929643,0.02153942820465097,-0.10023267805536606,-0.01149567056319707,0.04650228497133551,-0.017769886547002234
TNF,,-0.034681639760018715,0.012420606304525642,0.06819468002286688,-0.028136601225897638,0.08956656490018224,
GNAS,0.022609842408997386,-0.009759592575285267,0.02325946718749881,-0.0956727423247503,-0.011436904045542378,0.08053030886655094,-0.10876363268042932
BMP8B,0.016182498900436573,-0.027792030336507,-0.01669895649084065,-0.012468013543574021,0.008016359739733433,0.06030462143110616,-0.03541805969597269
LIPH,,,0.05306666388993705,,,,
CCL28,,,,0.06903855717196516,-0.014093397352867852,,-0.025125994779649552
PTPN11,0.04708700148237045,0.053051111441234415,-0.006305410230632735,0.009864928682576766,-0.04119841053655546,-0.024394766527012633,0.033090426148435374
ADAM12,-0.052995085585119735,-0.026258057686347765,0.016181360932287503,-0.009953055056565945,0.0229099373597099,-0.002991151476995102,-0.012236929497920658
EPO,,,-0.016698956958429014,,0.001588284970882044,,
EDN3,-0.02224671604071093,-0.016359301297012446,-0.020787880327240254,-0.009913833047401684,-0.01795465621374586,,-0.05170518059337088
CCL22,,-0.02787730143203373,,,,,0.08770726207732135
