,MGH258,UKF243,UKF269,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
TG,-0.03175652588973879,-0.02100820577188268,0.009520857412473393,-0.02128515288813484,-0.027809047056471026,-0.005681051100432934,0.054163382517529265,-0.08244390741740559,0.004323452567985223,0.032088022579886105,-0.01594955120152648,0.05370724976846262
ADA,-0.007542334074684161,0.004830422329893594,0.08320656348450807,0.03523466998789726,0.024202394907855047,-0.007781649043776143,-0.03823889640897871,-0.010009176722973703,-0.010293495875297735,0.028105064597527443,-0.03473607099653784,-0.018058022675427218
LAMC3,-0.009175543311988237,0.019884233130270847,0.11515988413465696,-0.002591459249533369,-0.008045217910488256,0.043868400944338755,-0.00045947999563616753,-0.007043946761731984,0.06632126249890717,-0.0015178494219223544,-0.034943627690437455,0.00017994929116285988
CCL7,,,,,,,,,,-0.019951613413675184,,-0.018160447660746305
NGF,,-0.026314538675144775,,0.03640753211609141,,,,0.031224524514672874,-0.011227104583231121,-0.02304251624537415,0.028202772103110448,-0.022848310994291222
TNFSF15,,-0.03255436848521644,,-0.014821552800432763,,-0.030145200440637614,,0.2802751580839642,0.05233975599641034,0.024187716876069024,-0.012034280134144542,-0.012322253125793046
HMGB1,-0.045341775821567044,0.08280204463277495,0.07261722767070627,0.042649720973302066,0.06419044712085566,-9.533112897016064e-05,-0.147479272788681,0.05421697338543387,-0.035758777869291755,-0.031944647155209595,0.03474446638933291,0.04631756023714779
ITGB3BP,0.03865604041638081,0.044343999797079564,0.07731692167255809,-0.0344783503359201,0.05623418339341046,0.14491892800322204,-0.043249005938391955,0.028533394460754966,0.0858492349689313,0.0021556458744567382,0.02689157668809096,0.004703143755027534
AANAT,,-0.022950883909511003,0.003842598707053453,,0.029381708159999655,,0.019983197786873814,,0.036861582578525155,-0.017503194609340193,,-0.01921451095529406
RELN,0.04417313510568017,0.03436222862378867,-0.05159519794357486,,-0.0274926478301281,,,0.032443175629696244,,,-0.014536106219093087,
IL15,0.05824132152185627,0.08338682525946434,-0.0019430100856557373,0.17929071046455036,0.06563794571753989,-0.0011505433079869606,0.12479318388209118,0.04074212230460119,-0.0190092798753419,-0.03206656965966914,-0.016944333952956258,-0.008349029211782917
UTS2,,,0.09283646412410178,,,0.03143747885280391,0.10091091863933226,,,-0.014905251226454188,,
BSG,0.03152070290145203,-0.015378421014215814,-0.038501237813946716,0.04487366184570868,-0.01217107246086214,0.08827704731040534,0.03722048791989312,0.017088278635454306,0.042026158888039206,0.059514443525438894,-0.021634963756217013,-0.041740733188849174
ADAMTS3,0.030522208896590592,-0.025581397840368267,0.12372153718853408,0.022525076681671096,-0.038271372659269255,0.09723049249069358,-0.04886061247413471,,0.07527113990073085,0.05925823276268623,-0.004221442983484879,0.04215336791059235
CD34,-0.010090818122714966,-0.011026254593351303,0.06839042580694808,0.051068266825273816,0.0188534703381891,0.009061527574731615,-0.02200875574280251,0.008907192750358289,0.08398063541658592,0.030214949623090546,-0.03167745407238584,0.004591023919116058
CCL23,,,-0.020007112347884107,,,-0.009425135309029357,,,,,,
PLAT,0.004273051571145438,0.08545322245605848,0.10553039869742319,-0.03387959499447226,0.02545786796196753,0.06491432010589485,-0.013638463330479446,-0.03175367929884742,0.10164254386410747,0.04806495493818453,0.045875177433523054,0.01574817619376789
NTF3,,,,-0.03157078651938166,,,,,,0.05276703072896512,0.002389419854027668,
LTA,,,,,-0.023031775398708175,,,,,,,0.005832933768865111
CKLF,-0.07140344591218796,0.06872863395047837,0.10559263612804014,0.016360818139524724,0.05612178295715653,0.10326451714567267,0.09987745883883535,0.03048019713720379,0.06954380281533189,0.05506402034440141,0.02074355785528336,0.07204381870972171
APELA,,,,0.14041874092335313,,,,,,,,
CD24,-0.009248390290498584,0.0012824033104540129,0.05641938115683285,-0.029195445065105904,0.01708814237546627,0.009570048244209858,-0.017889039085040272,-0.02408085022159448,0.045131967067189326,0.02485037498458557,0.005000354453957405,0.029240682368169846
HSP90AA1,0.011500191974078797,-0.04124776958996651,-0.11013176083311702,-0.08588098690958061,-0.045354862314089424,0.0055753478374664205,-0.03686266948053039,-0.06578520394797675,-0.11326643065441024,-0.08227997730709809,-0.048895034460986773,-0.013341333877540896
BMP4,-0.03268207540642011,-0.05695109856858164,-0.009126928753471967,0.01335656567818108,-0.019625451463388975,0.06167235219014855,0.07432312003726965,0.0011465921533517682,0.01930005862537254,0.07377609668568892,-0.023217154160234996,0.07302797928571562
SCGB3A1,,,,0.017391196415924223,-0.016071268290727376,-0.012041154114016734,0.04226329280136436,0.05237074952118283,,0.042628157759871985,-0.02499140249341454,0.031780077499701256
IGFBP4,-0.026050547025072077,0.030797055741662693,0.09345609239147457,0.03877078839702459,-0.017083860255100423,0.010923266274099409,-0.03890279866395863,-0.0053613154389489034,0.06729512131854778,0.02463022503098528,-0.00558714463435268,-0.02516039983487419
RSPO4,,-0.032145906857531464,,,-0.021655330388124644,,,0.02883386326556321,,,-0.016830646003687517,0.01466612831072938
LEFTY2,0.07973026624138645,-0.012221324532396933,0.1075614116981337,-0.016758579467642445,-0.028432469519259457,-0.08774712724732549,-0.06412257123659436,,-0.02917907180387572,0.08290516779594606,-0.022888566634103626,-0.019362084206812284
PF4,,,,,,,,,,,,-0.025859830065370022
ANGPTL2,0.04182213317819086,0.03286791293326304,0.08039573145987254,-0.054875204068327056,0.07585583921835398,-0.03351762810874994,0.12508025417460522,-0.04235991636476263,0.04390668863837093,0.05763169440532099,-0.04141975622746804,0.01750149534341262
LRIG2,0.0734629882203153,-0.014444192629550854,0.019160743460247126,-0.0033893237621682396,0.03321123812505772,0.05418504866603764,-0.04938811815543205,-0.07524849800293684,-0.01681106951470498,-0.010532194869507197,-0.0026962583392633136,0.04966805732314924
ICOSLG,0.013312879978163503,-0.026174099073629647,0.061577361271051644,0.004361431907204132,-0.024872925895285856,-0.059967725227595615,0.019560390381031547,-0.04322817813582255,0.04539329617541308,-0.002983696768844698,-0.003910302694050906,0.016284718172873615
WIF1,,-0.035226889740077844,-0.07593256495378141,,-0.02933059386212381,,,,,,-0.015645715708879966,
NPPC,-0.03283689710587648,-0.03787540967577139,0.020429410252717654,,-0.019228705217846934,0.0010224705234071624,0.0733309661053053,-0.027723618586990913,-0.027340546116456966,0.04147707172843797,0.052479501311735205,
LYZ,0.007813876184390982,-0.050663386040446526,0.1632466839810886,0.01712657970852843,0.008699891363024449,-0.003423013021015264,0.062030086797322595,0.05737792006989253,0.06216837056017289,0.10900372100602584,0.014665085383285916,-0.0060928236770104996
EREG,,,,-0.01959654301397673,,,,,,0.03836201294866221,-0.02096285336347065,0.026658856703139656
SPTAN1,0.04059568326012383,0.056542466082190906,-0.055986596495775615,0.056205533593819926,-0.046187741612957245,-0.008550335768688484,0.04528375715359582,-0.00857566531131797,0.09572518981680986,-0.02326378273369169,0.0027192750482086356,0.06508399082922457
PTH2,,,,,,,,,,,0.00228427311666031,
LIPC,0.03025232268988415,0.007464275101521096,0.08563921241585384,-0.024502959679146997,-0.017233873113081076,0.03241896830947972,0.07139470156443493,-0.08033679471040403,0.008659708353023939,,,0.019268594760787024
COL8A1,0.05946247970778546,0.11838908387313914,0.07679306935148773,0.0072046662761354185,0.03506314912866369,0.002728416981114623,0.009645187079512162,-0.056764781602002164,0.02542746783020086,0.07219943023640252,0.01238462948549211,-0.007174210607990262
GSTM2,0.0814775968641157,-0.04529710209576356,0.0744901767403064,0.10701997040399004,-0.051549367429966346,0.016675575409556824,-0.07687281322367572,0.020774583186576115,0.017307991673651883,0.07517049947984836,0.04427344158545398,0.0520695816198149
IL4,,,,,,,-0.01628206356619301,,,,,
SPX,-0.0013517242806814426,0.06864598064265401,-0.011593417140479048,,-0.05677519168184134,0.008610146985951814,,,0.1578852121965792,-0.020116135702854768,-0.04141930329001474,0.046198870002154474
MFGE8,0.11936977710811157,-0.013133495050356542,0.05093332929452312,0.048896371130784586,0.00948326908935394,0.011467424802541412,0.09811115286026942,-0.01246456552913241,0.057317245705520485,-0.01626870743598674,-0.02815014220239522,-0.012989363610349452
TGFA,-0.027106830669872028,-0.05460368459943517,0.05801167111763148,0.002208298370310785,-0.009624130201242307,0.090587281050139,0.0989840217629491,0.07534630645026805,0.031657469301291125,0.034391649748366546,-0.01981263312314741,0.05141848816705851
SLIT2,-0.03268207017679794,0.0005342741148596157,-0.02594483481977787,0.08486951570309721,-0.05180731389700312,0.04361552600995453,-0.053242373511894994,-0.04217406811226269,0.037897070686202794,0.028811457726960962,0.017121128717241602,0.028077777933565296
PLTP,-0.038740976219535844,-0.014131102096697722,0.09459840070698096,0.07566102463893348,-0.017283534955386502,0.006972172900294869,-0.05243393358518026,-0.02653924612780734,0.07773541714298453,0.010052769048490612,0.04118314636438653,0.06273836838129095
APOD,-0.008382989621169944,-0.0242448365581125,0.04731056273893484,0.08821544177502076,-0.016472344251432323,-0.092204822652251,0.06890861445938667,-0.064093877605897,-0.07068371946984958,0.0740616978141226,-0.026716094880403905,-0.07633038457839995
B2M,0.00721503492419523,0.05158665676325751,0.15144755643390098,0.06459448326731601,0.04264081071328,-0.018414951330969626,0.046785500989877944,-0.020937639346278885,-0.03965551181809065,0.1066948748977061,0.014875712076177171,-0.04977220130830516
OMG,-0.04285920486354499,0.05781325426841006,-0.06923880940842236,-0.012410598361813824,-0.00809108756526806,-0.029013205144729323,0.09824606757628813,-0.02564318779731411,-0.03456040982989981,0.053580182271546255,-0.02325718628655051,0.0714536572337773
CXCL3,0.012557835737244578,-0.0008532822150069035,0.042931438733998975,0.09259398152237884,-0.016587049028114836,0.05212863840434268,0.07080074099505673,,,-0.0013971165452625475,-0.008007333753035509,0.030082723651919573
CXCL10,0.029524650131015,0.02052269491306441,0.14100095895927972,-0.01691071162665265,0.07875474216784491,-0.00765472560549054,-0.04801671539174687,-0.06141476466256799,0.002710058523020756,-0.020602600394080458,-0.022997528964617913,-0.005309470671952731
RSPO3,,,-0.028872866964707287,,-0.0173331465503252,,,,,-0.045317641327392924,0.007488474804256361,-0.018429303273392518
CORT,0.013700061375076018,-0.03604122532448871,-0.026482415638482557,,0.026051427593990203,,,,,0.014330761216474879,-0.027991621575878072,
NCAN,0.04031641477223328,0.05836124561516054,0.03100357784128014,,0.0028318607012550396,-0.07929088040865452,-0.038659904977842344,0.0671211031863583,0.04156558751561292,0.03362021826660519,-0.02956760763479477,0.029271465949153263
PRG4,,0.06222337458935419,0.05472774143963129,,-0.02026531359215228,,,,,0.05569253978050668,-0.040134692985295546,-0.041747338676870985
ZG16B,,,-0.02700420043960809,-0.0050202697580809036,,,,,0.0017235521824919852,,,0.08716770859907454
TGM2,-0.07646528822263741,0.0344848031051433,0.0642557402655867,-0.0027816823411107037,-0.024641038088658727,0.03587808059628585,0.021910620260317242,-0.024842336599816914,-0.0029081489922142367,-0.0039310602781782045,-0.04133042745520911,0.002624267368599663
VEGFC,-0.03175653457972291,0.09944755696969287,-0.010249891077932696,0.0111584595664446,-0.0045718659159332065,0.015702497067686932,-0.059918553850109565,-0.0652662701173985,0.09734021784151449,0.04343620191305206,-0.02872514489272567,-0.030581964885234895
WNT6,,0.03493921426481479,0.0065504503664833595,-0.024720826932041556,-0.018049821468870342,,0.05973167662848595,,-0.024139262882503693,0.13516383615280841,-0.022337013991709707,-0.02775229736357184
NRG4,,0.0006178696847217289,-0.018178772637929358,,0.005204156144792757,,,0.05535628102541587,,,-0.02222530473057149,-0.018429305338877724
PMCH,,,,,,,,,,-0.020279441655722784,-0.012796412833528368,0.19217446379978811
COL9A1,-0.025797976422642505,0.09627949320199827,-0.008541896260451296,,-0.0031152389957351985,0.05511142136606344,-0.0017352759914527416,-0.1033264465724817,0.028195584003383282,0.050845801350110936,0.006930751771928334,0.02856963819866682
GDF11,0.024571063220177828,0.09774532051441903,0.07008519346668574,0.01442324245795003,0.07944917145645233,0.02653834833280464,0.05116744049702383,-0.059476004547527016,0.013765392314504086,-0.04485153924200243,0.007848196698721922,0.01518389885889959
RAET1E,,,,,,,,,,,,0.020484883051869653
IL24,,,,-0.01394098314832216,,,,,,0.09921701976369779,,
SORBS1,-0.003297402217108022,0.0174596024291773,-0.014366360941815544,-0.013875041509064484,0.006962645769697581,-0.09071817577346176,-0.016621817459048064,-0.006057096309292193,0.0074990226022373764,0.034762787021851295,-0.0030315185554761308,0.0176382703581667
DLL1,-0.0677666640686722,-0.01389017039791979,0.06538576481239254,0.016789392343217597,0.0066332942059935986,0.0655871458132471,-0.009448723204277894,-0.05246974707300034,-0.04722095887674033,0.018017306310662777,-0.02934021786539059,-0.03810002770043806
TLN1,-0.006229701138984831,0.04661494588941176,0.054531179811423816,0.07605099434592426,0.0898014704259427,0.012443999743820114,-0.06715034510700321,-0.05973949201048155,0.021404875434454896,-0.021046818576723296,0.010104800076283345,0.013951639448887585
COL2A1,-0.029827505495764562,6.863458216641395e-05,0.010699127171177342,,-0.01683926013473447,,,,,0.10430731799470477,0.029900631770849492,-0.026820865195298943
SHH,,,-0.018148530790570876,,-0.016071266885998477,-0.028629853759165103,-0.06850610792007186,,,0.028846817700737205,-0.006150657521637813,0.08178276821456182
PON2,0.013252961704096788,0.10319389901818757,0.09332088808969802,0.11249386293066264,0.0005765665083698897,0.09254809277974156,0.031317793897078595,-0.008362373934521229,0.012893569096374123,0.07898784004382674,0.021485031394009313,0.0518739107316225
ICAM5,,0.025813171706564393,-0.0024732590068257993,-0.013196853460708034,-0.008870061947562855,,,,,0.05162460025348495,0.010169211913385115,0.07347838819113835
HPX,0.02122844372334082,0.04795709687348193,0.10952772276270598,0.07567419724443086,-0.04084995289436744,0.07135368052119999,0.09413481330372367,-0.03494014522241341,-0.006048322743995011,0.07070245920117206,-0.035421053819483024,0.05867363540138901
SFRP2,,0.006814988520783827,-0.018424905582720027,0.17999866900619113,-0.02029899414502574,-0.07896912884636553,0.018608242459374917,,0.04941289172404088,0.04111943840578131,0.017579487574028847,-0.027716753763032217
CD70,,,,0.08382059527791591,,,,-0.04386729649418325,,-0.013676999202583561,-0.03236565986719652,0.03454368779017083
HP,-0.0591844094690774,0.06036363683049682,0.01630797662063451,,0.061769113052874525,0.04937062972252127,0.04140546121263462,0.060990309590638704,0.05367232635363707,0.08765743988150403,0.05571345053741797,-0.027568225094808937
CXCL2,-0.05732508459581816,0.031178832236774534,0.022529354051890143,0.1336256440152629,0.013487812681409025,0.02765285553038,-0.018760857273983342,-0.015776685942079427,,0.03275303012284229,0.022332955000189267,0.03453975973792204
NPPB,,,,,-0.02068156179765067,,,,,0.09846712267135388,3.8496304538919126e-05,0.026979886932579758
CCK,0.0712741517682643,-0.024010611408172275,-0.09870141582257763,,-0.0912969435987702,-0.04106661207230333,,,0.01280678019750369,0.05598637013844331,-0.029521796727364324,0.04389442377400041
SEMA6A,-0.04780603537390386,0.09109309655821285,0.023501775309323455,0.03247611065503163,0.010244768262248514,0.05724698290103589,0.07532061162886673,-0.05039080699418497,0.02356467270974714,0.026739397175123664,0.019639118050946654,0.004645967537705987
IRAK4,0.05603461333892379,-0.02463557710123773,0.04982661046230982,-0.03976151288414603,0.06263397239412931,0.0883989466417596,0.006151328525723168,0.030670304635732806,0.07856843023844735,-0.00010550637385012462,-0.02118344645313711,0.08615946342364439
GSTP1,0.043164088544527975,0.06854261617587853,0.1125357416321945,0.07015279925604805,0.037114349255320506,0.024013413320985062,0.05038091278374579,-0.016882139815149858,-0.04997006221916007,0.046816690758139864,-0.017571440437875778,0.058291411353867284
VCAM1,0.029623028264971745,0.06957005432373142,0.09539479384117838,0.011091714034533594,0.0263487467348018,0.032516890163053876,0.003605842237447793,0.026806597401281294,0.0448072800650292,0.01260006335041759,-0.01427241096046448,0.10942671295544734
NXPH3,0.03364576829264382,0.05111018633941351,0.025497438836344564,-0.02630711705681057,0.06389648543235638,-0.014632609609373418,0.05387671488020887,0.0029741438497284858,0.09268988047302762,0.041421166077723275,-0.012204937533387151,0.04384418161987938
MTMR4,-0.009566744394239999,0.04059069454091633,0.04720858514198509,0.016317408735604468,0.04934511944901401,0.05487131068039616,0.09629667344221415,0.025773888207683563,0.0755904579182976,0.03941281969807593,0.04838690105530742,0.01540810401160645
LAMC2,,-0.010060366797087553,,-0.020249912705072523,,,,-0.04041989627108661,,-0.018588492318664954,-0.012420914611446841,-0.03561871308275155
IL10,0.08433513334605398,0.0651940863802289,0.05867549610853727,0.05064440500304786,-0.00033761946635595824,-0.013960252881585934,0.060715416654712646,-0.014428984281264209,0.022327339056420252,-0.035380968061491665,-0.004766657855924316,0.016980939974443665
SEMA4D,0.007331717256945695,0.050733988450936865,-0.057587171872017597,0.06082422251616966,0.014998756661611677,-0.043380409334624524,-0.020558200653378753,0.009512315150602317,-0.010906470870274972,0.023841048636095586,-0.08097784633897702,0.03199463669254721
TRH,0.039035293234755526,0.13884981016259193,0.016203677636207364,,0.015254955264811366,-0.08017509100302717,-0.06579358850575831,,,-0.01379579596450446,0.003669562339920007,-0.020939068804590705
SEMA6D,0.009693080361785672,0.06151909368769148,0.11543502989689165,0.06149152589579299,0.05046208319207771,0.03589791494121853,0.035866824543280974,0.022459218860153375,0.006523927718530654,0.04500371311892574,0.011564747369054893,0.025517606040559734
CEL,,,,,,,-0.054224129812323774,-0.014163530139143543,0.004880950762547334,0.015238624796803308,-0.031442561182989444,-0.020311194095138475
PDCD1LG2,-0.04816107430514821,0.0948464748679022,0.005650202098079368,0.02466446435238558,0.01417819854400862,0.010253762151198224,0.04703961226009123,0.011486855624274124,0.03156510359228813,-0.00016077606265560857,-0.044604482476072356,0.031899840541089484
SPINT1,-0.05335744256393011,-0.03349245518067631,0.02714540263987311,0.07621850957283659,-0.027173007666975526,0.04642764281708714,0.09168337611899609,-0.06210742580820647,-0.02647416226511638,0.03618989252247443,-0.016561285585889676,0.011903439077325377
CTHRC1,-0.027367132998555168,0.0012506688930641653,0.1109762329136071,-0.08229474902912824,0.017193808449216405,0.07840615919154488,0.012572114593693933,0.02617343167545427,0.06538876209091446,0.05037108908331675,-0.024392820951405925,-0.01968645413587575
PODXL,-0.08459833627386254,0.12574868347699364,0.10952375784493593,-1.91079929493215e-05,0.028071447763433496,0.02692960746558786,-0.023096695936428442,-0.03891800877049364,0.026699368190871237,0.07166195548164209,0.003527695300096918,0.00957381928938817
JAM3,0.00010340958382777902,-0.010172089898485392,0.09263129765070621,0.0020606534215789536,0.024848063775331716,-0.08106295204720353,-0.0040505687765668985,-0.025375795667438573,0.0010258958351398672,0.05159860886598722,0.04480368096086419,-0.02072402387637367
TGFB2,0.023681269255717008,0.029755037096056758,0.11905488219715007,0.053174958559556645,0.06711582264039817,0.03636474804705785,0.09993500643378835,0.09954081492215519,0.045805851307904495,0.034547123923015934,0.05703989284489837,0.025406088481757527
COL18A1,-0.060773922463835686,0.04026517036324469,0.14994379845208547,0.03888819460347926,-0.03516592859799577,-0.0015643229155525942,-0.011580451955286099,0.025881553087365245,0.06550289391308062,0.005689259680526793,-0.009363438544815054,-0.044353967994207225
NODAL,-0.024954216322886472,,0.07590231311133029,,-0.028432466338775598,0.04553280586859882,0.04678733437964461,-0.008713510396733563,0.1283058397887392,-0.022602686786219406,-0.014204247444002874,0.01629710140373202
INHBB,-0.011106565578209148,0.014858157063080956,0.05942555770239446,-0.003139236303516542,-0.03523236009241756,-0.09002957943604663,0.09077484441463353,-0.05112006357448209,0.04843517191322197,0.056832375814795985,-0.013452839134226372,0.05221060649606125
LCN1,,,-0.02025944888600534,,,0.09760096001375448,,,,-0.024041610837960418,,0.018531025200113026
ARF4,0.048533000578978656,0.05641845423399204,0.04964652608326309,0.018779206686578943,0.11503405376318816,0.04174665832321669,-0.03265268979223386,-0.05597659737202507,0.013010994221516383,0.07714089705243296,-0.02154569226239651,-0.021138232264851023
CXCL14,-0.04757668571316419,-0.002263554365546371,0.007436661094980828,-0.0028066508028227926,-0.04428067380511929,-0.04123693665285128,-0.0388444262458639,-0.059319808380085826,0.01064132309968769,0.024570023336083543,0.02016627654226023,0.014945163670436046
LIF,-0.0038683484504318313,0.03869743190307753,0.009533405964528636,-0.005225099054017156,-0.0342511467158562,0.021483140803432752,0.03425442486503147,-0.004893362924590829,0.05516700466371943,-0.00043975017660179095,-0.014777434162533932,-0.03309673232953698
IL17B,,-0.004211103779986196,-0.022135494672895155,-0.033497909625615975,,0.02137764647210438,-0.059140436724811285,-0.03859598772800941,,0.021045578794425875,-0.017671403707761723,0.02449836733213466
MMP1,,,,-0.011786400646035108,,0.12434140440843391,-0.007977039269205802,,,0.021987393428344004,-0.012796411820130773,-0.019088016423245712
MATN1,,-0.028687770219182757,-0.021240654818740268,-0.013940985157752014,0.06383067611037836,,,0.07423372376456845,,0.02551021917802838,-0.01821227863533342,0.008314524248951736
ADAM28,0.007316121419012632,-0.000987952938900104,0.06522741769102865,0.09185500448760617,0.013352710109681636,-0.04846785875493288,0.001532142272255929,0.009623216697929374,-0.026230178134218782,0.07587930255787131,0.0288363029871822,-0.01543439134329231
TCN2,-0.027887804280295848,0.005091471647787382,0.10232361551698943,0.11541604992107031,-8.696624528415027e-05,0.0168301345346152,-0.009004783371461392,0.10239979588222811,-0.005048812507696501,0.005886776936149839,-0.0479768683061592,0.016882163147959043
THPO,,,0.023551989250954915,,-0.016839259973537107,,0.0785357077946725,-0.04041991662592216,0.07994893512176823,,-0.015798308163063705,0.06446687466019717
