,UKF243,UKF248,UKF259,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFBP4,0.021975763651633874,-0.0035737533946591593,0.005425754136212086,0.001078437730453164,-0.03977308274833539,-0.006453612415792574,0.0013637078016252105,0.012039619412623475,-0.009522272331764463,-0.18932543234915503,-0.01681188178964742,0.04095548541088579,-0.09046894522212552,-0.022133424022352764,-0.00276445169396884,-0.006656842023984202,0.01981755416885147,-0.03883916742642596,-0.05871085908564608
RSPO4,0.008349970918807554,,0.009929619307336053,,0.16143427771348737,-0.013086267758614956,,-0.008042195332761874,,,-0.04485690215907508,,,,,0.01922279146295021,-0.027795769917461223,-0.0259454567863679,
LEFTY2,-0.05272622562884608,0.03746538036725943,0.003804471848913977,-0.031952046600786224,0.001323382889029107,-0.014349252645892518,-0.022602153490189427,-0.020115358819662754,0.0783597394468461,-0.05875897990326409,,-0.0312576220005624,0.0419916512836218,0.0318659908467943,-0.03747744843705092,-0.02600030478584816,0.0326693100136548,0.07660561436362616,
PF4,,-0.020200465375213635,0.008852951366145726,,,,,,,,,,,-0.02212238466009623,,,0.05393070895542489,-0.020324544416363853,
ANGPTL2,0.11156429895615436,-0.06419291404076008,-0.031413931653325074,0.024565892069142996,0.010390936673445629,-0.008409641650550446,7.15881035751505e-05,0.0518501158713974,-0.00814050142548342,-0.14011965717450994,-0.039058094456526214,0.04529056065864452,-0.057453711509480095,-0.06867543867898526,-0.007000287095932519,-0.010783828832429699,-0.068703932866145,0.034556469593349945,0.015173635521647393
LRIG2,-0.016454347642818692,-0.006082895425322065,-0.02059931932714119,-0.0664886810971574,0.00126861123857082,-0.05982410484966418,-0.053214698004915524,0.03300875525131474,-0.0024067628400571686,0.14567196701917032,0.09274184239545677,0.07440619987191965,0.059439336935017614,0.06824265965490352,0.02703080579733292,-0.05816621955037495,0.007516361893360619,0.14733871317264513,0.11824470990967154
ICOSLG,0.06244065131494729,0.009739782413882021,0.0361583148512836,0.012606504824458922,0.05858016698028994,-0.001280997632448296,-0.02523643768622616,0.038537048843092725,-0.011414091127073412,0.03321018378737164,-0.03872614382031402,-0.06673137027226198,-0.05050356534032438,0.006723086800355488,-0.04239087649681035,-0.02105684985925474,-0.04469245530894909,0.003314365714839843,-0.022225747604055938
WIF1,-0.07318553744943328,-0.0363474586382769,,0.04271786841651672,-0.01307215677659252,0.02080866624673875,,-0.0087146317485031,,,,,,,,-0.017772776405207275,,-0.03729510475641958,-0.007003730677678527
NPPC,0.029237352027982517,0.008637283295305323,0.13487404643749062,0.028765559394821068,0.0075260802573545935,-0.018186709696821946,,0.0335909045324455,-0.026980661157765082,0.29420257508487463,0.0344263895217836,-0.029288130257921492,0.06664796017771106,0.01854295997578678,0.0779014117179646,-0.02815504615465092,,-0.04884457494167278,0.006836782374978655
LYZ,0.0757809521063997,-0.0588871656536449,0.05463093544693638,-0.03189134500059079,-0.028043780268433672,0.006461853403233659,0.04318603786378776,0.05279778106389904,0.0863689233985571,-0.029177665903499864,0.06444312399565894,0.029963983239950167,0.05631028459942321,0.021351715653764054,0.10310838258872669,-0.020150322740275464,0.032642621031017144,-0.04323859626768639,0.04785612885999101
EREG,,,,,,,0.06178744354338228,,,,,,0.051311935994061024,0.029810604137986925,,-0.023812787639536006,-0.03546613073211188,-0.02339957141973277,
SPTAN1,-0.10186017583300983,-0.06531422826358116,-0.1048397554855051,0.07520652629273093,-0.07645785174883384,-0.016416724311643868,0.002680417832207899,0.01648295086524854,-0.007283847319968536,-0.1140621340846253,-0.10717303812764985,0.03592574577773748,-0.04009578321511367,-0.082592313202698,0.004341691259037809,-0.07397547816535713,-0.018911979962548293,-0.06979429923413193,0.08554052655882564
PTH2,,,,,,,,,,,,,,,,-0.018065466390364958,,,
LIPC,0.0398051227688756,0.02905918937210967,0.001019850187887587,0.025663057620424493,-0.022674335040120466,,0.012939579842153257,-0.02559711096359484,-0.02861022930614969,-0.048574919681355,-0.042548439064627644,-0.007455385932743568,,,-0.025874914316902777,,-0.044193537151428035,-0.031694910411113164,
COL8A1,-0.014493233790607593,-0.025626091344723427,-0.001212190411640486,-0.035134219546892796,0.013647566091622012,0.025312017129663963,0.005015347366107259,-0.009850649678391492,0.004533284233996331,-0.005225227867781962,-0.08004273947074592,0.015339200501412643,-0.05081868088241452,-0.015122215799462048,0.07306607425291262,-0.007956934229944321,0.03940476290357781,-0.008861645205165627,
GSTM2,0.003317782778627147,-0.030823955121034436,0.009142453434814062,-0.009426261482771514,-0.025184942487946633,0.006188438500147042,0.0013541788131419842,0.01591613220356293,0.04269699927581753,-0.1165789624542051,-0.025452673708979467,0.01566606694981634,-0.02969068385034232,0.026848580069589012,0.0002891958401903522,-0.012783653261891414,0.027552020588871268,-0.04871964792628106,
IL4,,,,,,,,,,-0.0004570865566240131,,,,,,,,,
SPX,-0.06266788415892374,-0.0044568196463516336,0.03812042905175792,0.052718938224029656,-0.008606204141889338,5.9338196450971904e-05,,-0.04436919066125948,-0.03576804199293989,,,0.047522909268864724,-0.030103217263542204,0.03340325548179048,-0.05910876638182446,-0.04705032546482312,-0.029179370027774387,-0.04567447006479741,-0.08417133280504963
MFGE8,0.01941804508171509,-0.04071052717280619,-0.032888272244980164,-0.04302063558793175,0.04731711143459453,0.0137929119954838,0.024050461940053815,-0.026951199614238044,-0.06379811656948023,-0.09287822477139575,-0.0257599824490931,0.0034020847507971077,-0.09157181781857417,-0.0024457560132701128,0.061524431827695854,-0.030125561308546094,-0.01741411127121229,0.0186247315363008,0.0016497469367549417
TGFA,0.10190988780126763,-0.0036939189706307616,0.022061179015194648,-0.03621089878488848,0.07246295058905501,-0.012283984329617727,0.00032673380466497577,0.10890001022333075,-0.06273260471286209,0.11581562571226883,-0.06700840550542213,-0.010366821258327044,0.019669932703746326,-0.024051411434558856,0.019974721140881776,0.029137367109857107,0.07123842098199802,0.11511048162853132,0.06131069502691391
SLIT2,-0.09419700713742103,-0.022791601209733916,0.000178692529518792,-0.025926470116821723,-0.02977889872281731,-0.04657647596026081,-0.035059663340185065,-0.0005335355709802117,0.039261039851309854,0.05125235894873423,-0.03735486580655457,0.009457261720192366,0.03698093896203695,-0.006821842073166271,-0.02369285443478132,-0.017639112769470073,-0.021471100201415183,0.07465565082562933,-0.0650240814911508
PLTP,-0.02073370398883941,-0.042419386942373453,-0.07898007815947482,-0.035727299947964,-0.02868905358205424,0.0016783139593203305,-0.0030090180076020466,0.04509463561929485,-0.02172844637969369,-0.020186457688926327,-0.05358705243807419,0.07340377086679799,-0.07217872881205112,-0.061482941351108725,0.02806087358458742,-0.012255808998503986,-0.06659320400889648,-0.009300020231456138,-0.04821008941317912
APOD,-0.05433559016110329,-0.10462748613397985,-0.06294989350251418,-0.05704463244299721,-0.04421839295550152,0.02034001844522588,-0.016935876493005438,-0.05811047590636009,-0.07952125580469767,0.09182688449734433,0.01589732658608019,-0.10027983699663082,-0.056729189933153575,-0.10579956018047547,-0.014368430848991361,0.010964193985560377,0.009117557045700934,-0.12413288942714758,0.024731591674814493
B2M,-0.12448451126878779,0.03068348730627971,-0.015276223595955657,-0.0501480433817782,0.0408708429693942,-0.001022086600193895,0.008015771278759083,0.021542936474309136,0.08575329173672276,-0.15551082167848804,-0.061560728072753264,-0.003096471406713967,0.006873159446691239,-0.038062515001784376,0.07558167453623817,0.0019356652605836235,-0.001914127437689429,-0.009450706616410318,0.005200447448272482
OMG,-0.1480286526011838,-0.07034953938336858,-0.07960440868496142,0.06047989723021387,-0.03827214147132755,0.032366426845364685,-0.016738068379865523,-0.04088309141912493,0.01660584300410908,-0.012406875969405817,-0.030091128531712225,-0.016645980271552667,-0.05191701733405187,-0.05237593210332887,-0.03509468394914725,-0.019272018876223467,-0.039918505971228,-0.09026506050861098,-0.08283624781150029
CXCL3,0.06963160666837184,0.05877624885496383,0.20696706389021033,,0.10113716355408618,-0.013999540369782489,-0.02197019085653214,-0.011734979359913108,-0.027806277016027454,0.14227933692253814,,,0.007709887640100236,-0.029174159533130007,-0.0022893724129486757,0.03319200451908324,-0.00938773027444512,0.09992051280950696,
CXCL10,-0.015205272420492173,-0.039596930341659474,0.01569114487876492,-0.015236640935921034,-0.019224784452864734,-0.021266326471868817,-0.022807332838199308,-0.01864830234383147,0.0415313889915708,-0.04226908361476438,0.008545698373962235,-0.039506167134684085,-0.030831197652386504,-0.029672531030819977,-0.031442889812475776,-0.012064857441185762,0.017920366924142447,0.08330702525406787,
RSPO3,,-0.02645205948592597,0.0035737544675878406,-0.014473583499224865,-0.025585231016716743,-0.017155131709731108,,-0.012262827261536874,,,,,-0.05525890137751582,-0.026993084088109444,,-0.056031582096071605,0.04161429810164564,-0.01482196247560941,-0.028986798005241524
CORT,-0.05211345725683613,0.021876888580966983,0.00033409744212066803,0.00407764878321275,0.021153353318979447,0.022672177456640307,,-0.03253289991461967,,,,,-0.02111119113139616,-0.023149951152168398,,-0.03179712841163919,,,-0.0309532053090807
NCAN,-0.1452397744495688,-0.111909925171576,-0.09991166589063841,0.02134603300622914,0.0062930932467257375,-0.0272954665436022,,0.004306774411993405,-0.040771918143909965,-0.07257788731854456,-0.10590734749179086,0.058389285405748045,-0.047678412921271715,-0.14102627272144538,-0.036414169770928276,-0.05191937048910323,-0.002019403735573286,-0.05502542077999685,0.014716220823336101
PRG4,-0.02843767085484472,-0.005467222067258536,-0.015053504710217505,,-0.021648581284213996,,,0.12675855502849057,,,,,-0.03270169304358801,-0.021690739465992193,,-0.0455910702835059,-0.011068538112588915,0.06023044028152195,
ZG16B,,0.03710320621435307,-0.017471433255935725,,-0.011573191792039271,,-0.016108603894885092,,,,,-0.027191170055269727,,,,,-0.031059458692760097,-0.017338920868606347,
TGM2,0.0051372249711849815,0.010716492179067458,0.031064436362859004,0.03594440943193993,0.003492735092863724,-0.04480033545066,-0.01948104162285126,-0.02192527243682513,0.08091183816424662,0.11353892729412121,-0.07232197694587604,0.04984082779987119,0.0042183295134910264,0.011662603140306874,0.05804940173661432,-0.010851152051014381,0.01966768459081449,-0.025310811790027726,0.1013702824054422
VEGFC,0.04414179148209483,-0.03718387275053327,0.05887192303855433,0.04534661436726766,-0.013067080492751569,-0.04126657152904877,0.025078922673645768,-0.014631757750443137,-0.04602319161491466,-0.052635043871674586,0.006789033009713087,-0.014989545292654123,-0.014135937312907802,-0.046384064916932435,-0.030784798238872143,-0.021111472078754474,0.025766257775373475,0.13199971761433288,
