,MGH258,UKF248,UKF251,UKF260,UKF269,UKF275,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.07421860324753461,,,,,-0.05303999847645416,,0.10724801355960291,
BMP1,0.06668151547006833,-0.02954829553674799,0.04859927038770431,0.07649293635416321,0.40427651103557083,0.028709416268033503,0.02151421847514509,0.1409093010678409,-0.019138521933254295,0.14357428398216154,0.010632594741968503,-0.058645492844261606,0.12118811926344053
NDP,0.025742641330427987,-0.03796306699605179,-0.003910305316180626,0.05865681249539521,0.12341764617734069,0.028971657263044508,-0.005272015805563544,-0.04542375788387516,0.059631778789415356,0.17568005421852365,-0.030466973290782202,0.2694306522386699,0.12836632186090213
TNFSF18,-0.02450429746424446,-0.0422718622818804,-0.025289792826399593,,0.12766312748504657,0.03458645476567545,0.047552159236860736,,,-0.017346053545886024,,0.07744472686613724,0.03373669608923227
RTN4,-0.0379083769423938,0.07290293068226204,0.0015558432919192168,-0.02632172196904315,-0.5743186615537123,-0.03580531742197923,-0.0016709456447439198,-0.05293898341555288,-0.057976357854320766,-0.1356255524725519,0.038503760387198015,-0.016263185616614936,-0.3005205506321923
HEBP1,0.03046843828196687,-0.02268931340334503,-0.002975979525160962,-0.013493101640547038,0.1684607646388351,0.07234704855647839,0.0399298191659053,-0.0389394374601601,0.009531633695869656,0.08179600054376406,-0.07017323706101698,0.17339700703411792,0.06778116636569517
WNT7B,-0.021587518570060315,-0.032039634389680424,0.06884937472969398,-0.0033205789651747394,-0.21900749693889623,0.0709790855698358,,0.008149373859811744,-0.008781737476914452,0.03528385350345965,0.002772528518699849,0.012724229070848202,0.01975355702947756
PTMA,0.04449599458878442,0.010870555158748562,0.051276463025980754,-0.01338172234832467,-0.2229916614172228,-0.0758306067957402,0.06471134842795018,-0.12181020080014121,-0.02711115371841057,-0.13391977711167724,-0.04284430839177127,-0.1729645810232543,0.014818314868907338
FASLG,-0.021587524672796513,,,,,,,,,,,-0.019382184671901708,
CEACAM1,0.03059937535542674,-0.014537475324885933,0.092735422254098,-0.020405120339407737,0.1373730088383497,-0.03216660706407609,-0.027330093408065536,0.06721396305471279,-0.026506978977073832,0.054224235425846506,-0.017163928396483053,0.10208933313676095,
PDAP1,0.07319976216334688,0.08198718223166288,0.009603727963770667,-0.027294282736135145,0.4127845113902701,0.008976530641190243,0.052015868137583916,0.04884141479396425,0.012020489740657444,0.05043274226599526,-0.03217274520148663,0.05022684372788361,0.009921880747398082
QDPR,-0.06531438396116379,0.06474043200010184,-0.011233349309542506,-0.013885897123299818,-0.40827487237576193,-0.04576217009796247,0.06500315218978875,-0.13114408093485738,0.04063040106684499,-0.1384758904697194,-0.004397396575012199,0.1790582639765576,-0.1476717117563356
POMC,-0.010650694093915834,-0.029903776967642372,-0.0214213989397891,-0.003528758691030301,0.032049637491498514,0.02386714032114388,-0.03632172435932777,0.18979603180249507,-0.013273214441300479,-0.005609484353782142,0.014309198297360824,0.030531311811324877,0.01847345242769868
CCL18,,0.10637999309160627,,,,,,-0.04700584834521134,0.013513691969325668,,0.02445165408376795,,
CCL17,,,,,,-0.025508009237737973,,,-0.03826448824654046,0.05687886491069358,,-0.04371505839023439,
VEGFD,,-0.0014196731218096028,0.0015979944129557225,-0.0010929843898495751,0.1375082355406098,-0.006737470983405785,-0.00572495722531168,,0.004747626643902786,-0.00302385036772762,,,
TNFSF13,,0.010049767106428123,,,,,,,-0.0002424424943281852,0.016464599444605064,-0.01927394121925446,-0.010707285391975347,0.08474545528424783
WNT5A,0.01581757278999761,0.03438861862386154,0.013694979431769196,0.006132875547569829,0.39117567675299364,0.010747143473834984,0.07431863412108279,0.02948272766189883,-0.011230050113104307,0.009731311350456693,-0.03891022413860199,-0.047451676983606444,0.01549323736384812
CXCL8,,-0.03517721140562376,-0.016168402443051292,-0.07840921036299695,0.1918795268646469,0.00969266421098633,-0.03856347192256295,-0.0417803096915483,-0.13243942319653046,0.15598710131071616,0.04611826151836594,-0.031674921359135084,-0.0268584442573426
GRN,-0.03477042589121907,-0.05524403741050711,0.009281650797743124,0.016317672861511878,0.45242606446542033,0.009537809069394798,-0.006618050800522264,0.057843622706782706,-0.04807469655354739,0.1872298925481748,-0.04277026286791132,-0.2452782363863254,-0.15383820611969076
MIA,0.094215302664171,0.06692734856653593,-0.01535663888063945,-0.023436515708140343,0.23431175406730073,0.02376554186788732,0.07964201116509462,0.09657013603391838,0.14899116082149383,0.08439211598050851,0.019026933470777184,0.2415023706637273,0.14612492703234084
COL4A4,-0.025000983996968457,0.02052748328307692,0.04125409647949954,0.026955433717965983,0.00739259594298935,-0.026631150828116804,0.07784039280309393,0.024526891071894666,-0.0038000927433808297,0.009978949370102803,0.021508724189407188,-0.05799136394464862,0.08314037325488012
TAC1,-0.02158751292791258,0.047656892341305324,-0.0340407490036584,0.059232809874729696,-0.3511791474116677,-0.014333707976250044,,,,,-0.029612666186633788,-0.0574678893881963,-0.1921764415404772
RARRES2,0.08647146692230781,0.013414238732055174,0.060330992419072756,-0.04787770918850988,0.5217764625555215,-0.05781042968101652,-0.11098381367082578,0.08128396949887663,-0.05771941090951306,0.05558873198907687,0.006633911747320693,0.06793165240088556,0.020815732111342144
FGF7,0.041733867815387765,,-0.019489734105325347,-0.0373798405757904,0.19677913043220424,-0.031082981967385234,0.014712621347337184,0.05090993791898024,0.051884370843965896,0.01891846636738934,0.03287516587362949,0.19126375101200147,0.011693070452995755
EFNA2,,,,,,,,,-0.025193109589108854,,,,
HBEGF,0.03023615806350747,-0.0723658248666502,0.008051823765967667,-0.049085463792594174,0.16186810154696157,0.03166493844044585,0.07513079583500017,0.03510294054132649,-0.010881478586084752,0.050767573667211824,-0.01997755131606845,-0.18725961704412902,0.018164021399953635
CSF3,,,,-0.041658079223710856,-0.02697008000887168,,,,-0.07978554596466637,,0.05283886940486872,-0.027289245980542453,-0.03484150446346571
PI3,,-0.05069644172035947,,-0.026795639538043644,-0.055614577041700614,,,,-0.09190349134343746,0.024178384423944706,0.03403003141385536,-0.0459788844263626,-0.14645668128027037
PCSK1N,0.09062321030223916,0.04372828642352483,0.008655517127885055,-0.005765851853245302,-0.18816903812968572,-0.034190691298534866,-0.02866388566043484,0.03646475259426374,0.01382642472377955,0.07871089123379073,0.021679157702540537,0.23352591904963396,-0.13791978757398646
NTS,,,,0.0030522995786919577,0.06645155289616472,-0.020549797526967915,,,0.024225245835484233,,0.010559914350305403,0.13741056724723627,
SFRP1,-0.03141037660609004,0.04486950715131078,-0.028004863522996352,-0.022271750403543126,0.0832440097251462,0.013777892873965763,-0.02830996374324512,0.05873415244862333,0.017797955863067035,-0.06038949678059805,-0.013255128322455364,-0.060122607209226527,-0.01105330622055578
CXCL13,,,0.06303498259284893,0.012414791537907983,,,,,0.015758191011732002,,-0.02970164017138591,,-0.049324534604416215
MICA,0.024439313593723266,-0.02710904649450611,-0.004886988607167203,-0.0167688243046222,0.28284612491800254,0.028530681204834665,0.007052713948976844,-0.000906157734563626,0.08526188707808827,0.13994584445020447,-0.05503812169706665,0.07080092184832083,0.09857351233692686
TG,0.012566184564241528,-0.01836333988396867,0.024128569564036743,-0.03825646082861114,0.09621989732607777,-0.02569835399484333,0.022592264902187447,0.09358738352001614,0.004497409949563699,,-0.020251804090095804,0.00038436314713989476,-0.00926863184454456
ADA,0.03648599554826942,-0.08627107684771085,-0.03386696556629618,-0.028871940957733534,0.3775318119572626,0.04565802793428947,0.06118843760927559,0.08420436457076794,-0.05629904355808017,0.11301989554557246,-0.05930233598058902,0.008229034125606015,-0.027155374996435718
LAMC3,0.020909331106672393,-0.10167984603656886,-0.029152184387822466,0.0029225199051729094,0.3627803556246698,0.024733456885235615,0.11615042438107712,0.056151869360527296,-0.006837848806801901,0.14250759883044714,0.010082307589451224,-0.13065843972458607,0.04970042266305155
CCL7,,0.010413940058147877,,-0.029262852097365153,,,,,,,,-0.048229961408237626,-0.09652783048337851
NGF,,-0.06643681321361532,,-0.03123504889747136,,,0.07875516857458226,-0.026576865830744294,0.04181178107390953,,-0.03353335145980239,-0.10978220124381688,-0.06213114329402423
TNFSF15,,,,-0.02166611639166582,,,0.029387782534869244,0.05625043447653515,,,0.008593394711628226,-0.0743524708225298,-0.07111598707987193
HMGB1,0.02190299497449325,0.054616816353399655,-0.030984379006175067,0.062103651844052754,0.4578390690720002,-0.042860952867085605,0.016306017564731202,-0.031124766137060327,0.002971907923656108,-0.06899319728503958,0.04783119313530367,0.1057748078515883,0.018426796862271225
ITGB3BP,0.06549865730951289,-0.0340066335583931,0.062434697227880046,0.01755528289390236,0.389776760587165,0.012633121211714515,0.11448442366640049,-0.009591129726933245,-0.037302937829909295,0.0011460941863409115,0.044342086682257725,0.09139853239168312,0.08237004568085332
AANAT,,-0.01965836478857944,,-0.0009263354006823768,0.051741754938091106,-0.023110679929210808,,0.011707999712727107,0.0026519310683947583,0.062050114608317955,,0.1323916150515731,-0.020001298485061637
RELN,0.001250339306499462,0.014619075908307582,-0.038470366693650705,-0.024206915349832128,-0.1648432946557825,0.03751824223107233,0.06491812932383671,,,0.03368241097186379,-0.018457094601741653,,-0.012844750340373622
IL15,-0.011671430693446378,-0.0011285943973041316,0.10418278532534507,0.03595345821515702,0.08253964196169072,0.04266832549140711,0.002126172607876649,0.015439401219815876,0.037019679274088745,0.021988824018285592,0.0018214522114652243,0.043954140169875845,-0.019785459126602536
UTS2,,,,,0.1722251561295652,,,,,,,,
BSG,0.03994121838764712,-0.005931187196259408,0.030210881968418028,-0.038395271007327564,-0.007533805240959576,0.08595259527470149,-0.03498508998162749,0.0979695937508147,-0.013237956847597446,0.18087516455278105,-0.025426227446675498,0.07989148769107336,0.1099497888353885
ADAMTS3,0.02476557515967812,-0.047341410238136185,0.019740260605959313,-0.02632464086505381,0.46572760519417533,-0.0001343901589423165,,0.019685564251071288,0.017664450266978767,0.1281655987766102,0.0350421969169454,0.1567980336531321,0.12447618142745999
CD34,0.06544289857875348,-0.02138501649758902,-0.041069859867934926,0.01181899917175495,0.2784243805601556,0.010406511444531282,-0.04963644898681885,0.11326013240217436,0.05490455913636421,0.1753468518457151,-0.0012876998124875152,-0.11221021458337803,-0.024861411584366076
CCL23,,,,,0.14764973151530758,,,,,,,,
PLAT,0.038403580728185616,0.02286322693738766,-0.044311786939458066,0.0045183948787269595,0.45621938858967553,0.07449577538566872,0.08671797392236989,0.1213578271095534,0.07019747365230221,0.10822354245341996,0.028902936118797552,-0.03730233792131591,0.06878640170833222
NTF3,,,,,,,,,0.06618921489350078,,-0.039459584945742095,,
LTA,,,-0.012055894522642966,,,-0.022257993281350367,,,,,,-0.0019409159101045005,
CKLF,-0.015119099287876983,0.02155662285251993,-0.025964465484089674,-0.016330675198449163,0.5219905277078858,0.017939925675736965,0.10670171200188094,0.11092486573068326,0.1273240081929057,-0.03057091372256589,0.05902867581676484,0.13523818586156605,0.21088715137703645
CD24,0.025487259322032507,0.05409260962074353,0.009960283539371277,0.040168603758088804,0.1087192133089997,-0.08406773315078277,-0.1484911879902635,0.00576363958020941,0.037768412829705944,0.004028391009183478,-0.011823463262138475,0.02202757352012422,-0.08587392245142167
HSP90AA1,-0.022845470230660223,0.011994217463800538,-0.020370208947095757,0.0004161702528804418,-0.47705587543715217,-0.03141425074987064,-0.0992254158737198,-0.09793400476986922,-0.1207267398184832,-0.022452369331231924,-0.03949813259701821,-0.05813936664408749,-0.25443301171270943
BMP4,0.08206356862436409,-0.016328678021302084,0.03791960995061991,-0.02840036783497185,-0.056695313510116176,0.010950112639793754,0.1220124807015687,0.0988181661595457,0.046228628257009755,0.13406970416748468,0.0646419976131695,0.03718518430131452,0.024953037774777184
SCGB3A1,,0.02348352987650084,,-0.007061768516979977,,,0.07586290361634594,,0.048978007321949055,,-0.020168519679102062,-0.07389570591545747,-0.040118701513745185
IGFBP4,0.05972082194302848,-0.06660706277230934,0.00026382842123851783,-0.024293698533723443,0.36014188171122624,0.04938014413078101,-0.034975048710233644,-0.007298402008261221,-0.05232621112754222,0.1569321460222427,0.03696424310179735,-0.16919394232412915,-0.0987615673542042
RSPO4,,,0.048563641845411364,-0.026832949480373097,,0.048738031293035576,0.012352538776026498,,,,-0.003804078869148874,0.10806119450898866,0.11351518574927781
LEFTY2,-0.006387841424588843,-0.00994664908446223,-0.012203959250103272,0.023698627699616864,0.37956272922469964,0.040636288084408764,,0.06162910083720059,-0.028967549653159997,0.23182795546499335,-0.02906255865886727,-0.04568657112435752,-0.03605835874394534
PF4,,-0.04111615227027732,-0.010966474635788252,,,,,,0.05060268212811302,,,-0.04803692145360594,0.053561900697963086
ANGPTL2,0.05159994925075297,0.004411541308520433,-0.029129582740928646,-0.021329484217270607,0.3453944299545429,-0.022241326390509526,0.006555396564577131,0.028753186638215248,0.09572102712059609,-0.011928949016547515,0.028363666538198183,-0.020836686443545964,0.020335469589546653
LRIG2,0.09658553474515726,0.0064232895245227885,-0.059922093529042875,0.0012557480695895966,0.23424705619932734,0.003454710900756332,0.07521735120473219,-0.03329439622985385,0.1183808412536945,-0.011699670377773383,-0.009026257464736034,0.12050308868875118,0.08068900252999893
ICOSLG,-0.036178115205069764,0.07447866776212879,0.03819660672051101,0.055948496925808,0.23073514239280882,0.042458810441542746,0.053128961352908975,0.11135792494429618,0.10870681705090451,0.06553060701909691,0.007188005918692667,0.042439119154580575,-0.024818722125447303
WIF1,,0.012881636104050567,,0.02137718865787892,-0.35325342448203473,0.009208235917876466,,,,,-0.019866011612618067,,0.012058163825585918
NPPC,-0.0011595812714970857,0.025152745434872115,,-0.0059898197205029815,-0.011332866391024335,0.021682023263012225,-0.024438120766751534,-0.04378503411659604,0.033307308214181236,0.062289236099930895,0.007816848983925906,,-0.08349188248072638
LYZ,-0.0641495895064245,-0.0035189442268136356,-0.08081441120664282,-0.03406374703231427,0.29264380862255157,0.03732899147544973,-0.017551805294562635,0.009141198165636502,0.01635637720009181,0.041967787562834,0.008618334034459954,-0.10608897695847452,-0.1332446500594462
EREG,,,,-0.03776032655921998,,,,,-0.038852034354131475,,-0.026617400961462954,-0.04673463508497201,0.014352710710745755
SPTAN1,0.06173383695330142,0.04378074185985082,-0.0010061994741982806,0.01722026881332536,-0.1362428294543155,-0.00035402686049626925,-0.16525818246539722,0.05901052029947529,0.029184382340294045,0.11308306840515729,-0.0069305257459474565,0.17915961783161874,-0.07171712312990322
PTH2,,,,,,,,,,,-0.03398632026463856,,
LIPC,0.02689965159874063,-0.03164197284644182,-0.01650513042542025,-0.012080378801309749,0.10622990042635792,-0.030133794344797134,0.04035856110173424,-0.029775645880616784,,0.04173218829669011,,-0.08683466492358385,0.025027974461570845
COL8A1,-0.031280746461814335,-0.0239645150470788,-0.028778412879495233,0.022859730165623666,0.14416015882429475,0.05905979839817331,0.09216458765418013,0.07265258359861866,0.0404143529315851,0.15887315322644996,-0.02448729058416912,-0.1592316630291859,0.031931546643825026
GSTM2,0.06316873042485424,0.006077953212552796,-0.024030378352611143,-0.02956907457594279,0.1618349146257047,-0.0014849602078303636,0.015676987121522518,0.10873543462329709,0.07599852868133664,-0.06472943167265492,0.03886677820048067,0.09950564190611481,-0.00680386082907505
SPX,-0.00503519806738925,0.04128675568430688,-0.05449166748701424,-0.012721517005314239,-0.14552201239777393,-0.04667805911681144,,-0.024595180135983417,0.030765479689331757,-0.06562018218387018,-0.006358842683388569,0.3804660178336132,0.07930745914090921
MFGE8,0.024214647217750813,-0.0437809535897888,0.030726557083284065,0.009244849516705407,0.1625370261743584,0.06628198495390929,0.01972188444865607,0.09663577086725915,0.023806013436471058,0.1377059235441703,0.006703573250148115,-0.07816094679171925,-0.04508947909204045
TGFA,-0.0278573338849549,0.027064156165200408,-0.022097645783968934,0.004561310314902469,0.19061777338725133,0.0246625365210922,-0.1203838422240874,0.045277274729185996,0.06608460996828913,-0.08146959173854415,-0.024916792946029154,0.1051556771858185,0.12166183053662669
SLIT2,0.045076555937671,0.05776674907367468,-0.028594741049820724,0.05935849442075767,-0.13773610789146915,0.010364467784915513,-0.09686645003626596,-0.00013332133977406033,0.002705611951927707,0.03816352390609121,-0.03549792592282585,-0.14266445505705136,-0.015946582388215298
PLTP,-0.01357697050042677,-0.031721641477924556,-0.019596561466752854,-0.0231723875977206,0.4294877693783385,-0.035781096868310526,-0.04830047631467967,-0.01576363601655894,-0.04298962755165102,0.15235989302811154,-0.034193602637980276,0.03803802600823913,0.08905121358751175
APOD,-0.032249969741723214,0.06475967207640013,-0.03722762951296268,0.05012373241011405,0.26629459187097204,-0.013555937146081073,0.12958629744791314,-0.10612301121537551,0.1083676262370535,-0.17554988494760626,-0.0018202033615151863,-0.2191909851427308,0.00026685020561396944
B2M,0.026866263619675212,-0.014795009189859543,-0.09267749720130211,0.0010524491592205079,0.5478635192443172,-0.11939229134956697,0.032655503022726594,-0.00446167132369585,0.05620710443483689,0.18072542201179512,-0.030355713239116896,-0.2809421393677795,-0.049346830074206205
