,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.014860839268399225,,,,,,,,-0.023331092667613157,,0.022711572481557564,
BMP1,0.0842381642282589,0.06133900932768216,0.028339167032360054,-0.057790989243323675,-0.02021352957595862,-0.04109924039975035,0.02499817572393375,0.0173913272142563,-0.0037552032119477366,-0.015211905635749702,0.0377025007766853,0.05060950648245004,0.06241180267309674,-0.06417607080052776,0.0027551929219702003,-0.05957459642299272,0.07982195953690936,0.063467308569645,-0.018467768560946778
NDP,0.03076841111145071,0.09414562959088656,-0.027069119705216214,0.06456795825582869,-0.031217372897111736,0.006715654473606241,-0.044017763614632534,0.016103700362289714,-0.012706074074616214,0.020846381854030222,-0.03603192352850885,0.09774904135838422,-0.023476657776279927,0.030737278050866047,0.04558642620136376,0.015875273403709988,-0.06332591244796447,0.01857314905018682,-0.05554067142965319
TNFSF18,-0.022403027718350458,0.08965773729812829,0.058976346007762886,0.037223303711982555,,,0.11152775574305467,-0.022067900178952573,-0.012622089446573373,0.07437090555949058,,-0.041913890282682845,,,,-0.02406094405013984,,-0.04710649223497926,0.046121090517493406
RTN4,0.09250386895616404,-0.05479775534017375,-0.003527531498407869,-0.04087194483637668,-0.11737887497478514,0.02949059017220137,-0.026496847194942396,-0.03589940891975683,-0.009122836116790663,-0.015080663235762962,-0.010124153528865757,-0.009028750844972608,-0.010716012254554992,0.035139733850343025,-0.05730933746599429,0.020645562685091826,-0.04146413411635366,0.05222208494488861,0.008830295655210981
HEBP1,-0.02794552216678908,0.003285584403858123,-0.025023526841472864,0.05675415837542614,0.04947730082605394,-0.03983556984035369,0.012236686207585655,0.0006953798785819012,0.006420342442929949,-0.05132028922429746,0.04675522502761233,0.013955030771774029,-0.06258051994247701,0.025219172440664798,0.024139716917235324,0.05055306336072428,0.0767873336184321,-0.0018599283709603157,-0.003858852328959321
WNT7B,-0.019736365737526275,-0.049654901896018594,0.010365324464374747,-0.013780175181123434,0.054966262465346256,-0.022753995280856167,0.031372896915472,9.408703937046599e-05,-0.03618004443778265,0.03841839294799086,0.046608328562376025,,-0.044938049932085576,-0.058887175724482106,0.0008959872710556766,-0.050313380488568,0.017263959929944932,-0.010617405754997825,0.02097467661116208
PTMA,0.04202581317447871,-0.09939387327955461,-0.006404154580419649,0.07164874221612902,-0.002372422206795271,0.030927970166680627,-0.010066215015957246,-0.039841251125797075,0.019718154786775827,-0.006475822828992055,0.07471033201819027,-0.06580019910493545,-0.034078548278767246,0.039398671762811775,0.04775186141331986,0.09560315599054663,0.03202404001244656,0.0036161809656693987,0.042668392791443015
FASLG,-0.019736371316946312,,,,,,,,,,,,,,,,,-0.031204126350912787,
CEACAM1,-0.027404124300128334,,-0.015803933934479673,-0.01057545562978523,,0.02000188711516969,,0.06194326308170368,-0.01985153968813039,,-0.045666973745310424,-0.0073624461721817185,-0.04030116296748891,0.0741801929949696,0.11131612236225026,-0.03457306460349236,-0.023477988982969773,0.025512172774515233,
PDAP1,-0.038329863647067246,0.04168926362707311,0.0008734241887858445,-0.034412787468403004,0.05996330083028374,-0.011687684254915438,0.022501135906454438,-0.00238138723678818,-0.028800597191058146,0.05050666711116954,0.00410337658471517,0.06956696515143614,-0.013650614585445706,0.06906425875398643,0.06263169319654682,-0.049331302296256686,-0.008595346597752192,-0.009938274283830817,0.0709913684658856
QDPR,0.07316693493871085,0.05105600863264489,-0.005247309147182083,0.05317080677824031,0.018171909729927875,0.04496216205712788,0.012229067257930297,-0.005953492447359099,0.03901393943218993,0.029514772199045452,-0.004572803752492573,-0.04431043255253099,-0.08899588549472848,0.049210013428422565,-0.015574950760445811,0.02880047642915776,-0.013929254158721472,0.07219560240067084,-0.06371754076125652
POMC,-0.006715140187300113,0.11885435837245133,-0.0014075643947318263,-0.018790897418466644,,-0.011823558032768246,0.1376530680015354,0.05522162047049797,-0.014645674462481979,0.10396086296861193,0.05309749120722646,-0.0502682341702641,0.019320750478710496,0.0029756807240762157,-0.00247755783202789,-0.02648658362745215,0.04200677866257812,-0.048114928538518904,-0.01861793394407679
CCL18,,-0.028530843669587528,-0.019721816330907405,,,,,,,,-0.007485522948430013,,-0.02857418715863091,-0.036825587731776,-0.03606478489805401,,-0.07049407000540486,,
CCL17,,,,,,-0.015228933061595151,,,-0.01574220298520926,,,,,-0.03815475692481821,0.024464625369565812,-0.030760697961234387,,-0.028283035701521908,
VEGFD,,-0.01393006576221462,0.04805164590033827,-0.015147218442707952,,0.21123866416303927,,-0.024895892102040025,-2.6671591497841795e-05,,-0.04591775434048836,-0.01110901783222577,,,-0.03774336004788662,-0.03244304208063063,,,
TNFSF13,,,0.03044883061047409,,,-0.01050457719230214,-0.011475571938618872,,,,,,,-0.02529319046136214,-0.02176862781657879,0.02939259751303264,0.0016390431801436474,-0.010679460090938371,-0.005608894951128626
WNT5A,-0.020458824529022628,0.01574907068700048,0.030559777733768292,0.02936366931840421,-0.05671621673169047,0.011227822962559704,0.013728254892602317,-0.03726889981647321,0.038507590688297885,0.02301539056431983,0.0011822303299349284,0.06544739683168044,-0.013640693805963949,0.019258715776841174,0.04377235492357872,-0.028691094559491863,0.06755866855345137,-0.0088925667881077,0.051426790936058675
CXCL8,,-0.05452212372708677,-0.04013931373398456,-0.014182957545482017,0.05360901841400764,-0.01889636216108913,0.029199301784451705,0.04928980308270253,-0.036816155505470516,,0.10255189820545613,-0.0839960705020002,-0.035539087095134154,0.05025070086875519,0.02379562133897977,0.043157298979311615,0.07489045442111363,-0.017807475807662027,0.112377535315061
GRN,-0.010895240787922365,0.05074367790514453,0.005918721042246615,0.043051248647526866,-0.03874565950705881,-0.024307522267039174,-0.035199079626740654,-0.010354508876508503,-0.007440173147168163,-0.0010659869215948782,0.006468744023051107,0.07083613571399126,0.07322738313785256,-0.050395790262793734,0.030274620318297814,-0.03705210214925624,0.07560429826949921,0.04470215213850024,-0.06820613797871916
MIA,-0.025833207749356848,0.017554409166974174,-0.018539848085939028,-0.013470876795190923,-0.012832520575145043,0.07070230210264078,-0.020750047257742453,-0.00574660945273337,0.005953605575694297,0.017758590481970378,-0.05752933409722157,0.01531085383161614,0.016346721280238702,-0.07449980283648446,0.0391709044483551,-0.008649492294466814,0.08951423163376127,-0.014861639734958137,-0.014372218072707887
COL4A4,-0.022857122849058997,-0.03236048031319103,-0.023685741178276907,-0.02265400251554084,0.06658659685994006,-0.0033978791002057117,-0.010918499704055423,-0.01464425405072903,0.05309089253215171,,,0.04284222273904,-0.0361267006667671,-0.0030289092917047482,-0.031967671174420745,0.01944436013370142,-0.015926378378759595,-0.011206878247249683,-0.0005292184541207841
TAC1,-0.019736360579198753,-0.04052897873799369,0.03072693464811543,0.005561668626327138,0.004268462654025195,0.052668006478338185,0.023722359563071192,-0.026389774621239957,0.031716603396451507,,,,,,,,-0.040506219463640254,-0.003700962884246681,0.0436255907732922
RARRES2,-0.0034372372296222246,-0.0188962472003471,-0.042207630472942556,-0.015037753967862498,0.04066645902213099,-0.001378593378170031,-0.004962091940698951,0.01651165567190595,0.028685041772412833,0.02440257473451661,-0.033295233146781816,-0.02065557010244569,-0.02007387818132448,0.03527659362259949,0.08438758041475124,0.10117033410692315,-0.015344138308392923,0.026600493603696734,0.0975167915995597
FGF7,0.03385889638878664,-0.030863262452634554,,-0.017096436853435728,0.09289434200494576,-0.00600993669925964,-0.0076996544691383785,0.01006070839834286,-0.037466474725971616,0.10027508513789885,0.08843182400558103,-0.07147532399023941,0.03476965210640527,0.03022420848791099,0.01025167862001433,0.039746992995646414,0.017908501065563544,-0.023820659352372563,0.01895213610953699
EFNA2,,,,,,,,,,,,,,,0.0012974375269232366,,,,
HBEGF,-0.04856699530002687,0.05588505141627141,0.057178173771354195,0.0790830475259054,0.051029717233167515,0.04121461875285046,0.02546162580022983,0.05924755948895688,-0.005305851084426947,0.03411546090735688,0.061160897082375924,0.018580888858200362,-0.033347452293605334,-0.019913661276878863,0.010526027718591138,0.021297043493129098,0.06493417163764212,0.0034466400434925103,0.07331491169592555
CSF3,,0.03905332401531172,,,-0.02535742368007383,-0.01815156035249213,,-0.01549333891878228,,,,,,0.015600438755998737,-0.0059395313023271855,,-0.033658904269059944,0.015625088667667934,0.03707500006351654
