,UKF243,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,,,-0.018417495841941297,,,,,,,,
BMP1,-0.07881955422236639,0.009654133453235484,-0.033171240096029384,-0.008836575718531192,-0.15583465447018977,-0.05449684938898253,-0.040762991865137946,-0.07241572672525183,-0.17693539120251553,-0.005039145541197354,-0.08059088501836001,-0.05051636994110651,-0.07165933626389531
NDP,-0.02812692611743566,-0.00692260874751377,-0.018958210512286786,0.05498188929650494,-0.03663340925943988,-0.0257201496175132,-0.02401403425923954,-0.013263802976034212,-0.06800535945572617,-0.009284863516497878,0.021568617891356567,-0.007928222149625908,0.09860081142449344
TNFSF18,-0.01868162216420508,-0.01423439209625958,0.026061534620680563,-0.011141223909894688,-0.027349428416906282,-0.009684165072300898,,,,,,,0.007268464122052997
IL36G,,,,,,,,,-0.026598898949565603,,,,
RTN4,0.13045313214955798,0.04214328595613092,0.018380990198878344,0.10189464648725413,0.15068450560313393,-0.010277652707800834,0.06684989293741102,0.24939881633127964,0.21047828813526376,0.07335034867398367,-0.019787170840525625,0.10204550392291181,0.17408869685323636
HEBP1,-0.02469517045004846,0.01766559710368195,0.01991732744173135,-0.07317547606383648,-0.04556839427882572,-0.016739614895374618,-0.013372351247365672,-0.11810946640334438,-0.02792309029276741,0.040751823072024,0.049532227296768074,0.007297987706087611,0.018882656211349824
WNT7B,0.18245549841527084,0.13303358675364313,0.027096470341296055,0.0010135209113258524,0.11137399885080662,-0.027758757703447268,-0.009223131625884114,,-0.02923525523991231,-0.015546492265087848,-0.043108205530700945,-0.016677172617849803,-0.028044255390968567
PTMA,-0.004204219050849943,0.051660426597678964,-0.03798292654199358,-0.12881732179587502,0.04047717128960867,0.06320906546330801,-0.0487722412443924,-0.30777187566596076,-0.25746747424074634,-0.09904589471722422,-0.015125064148182207,-0.01804345954744973,-0.051706340951268956
CEACAM1,,-0.01733250514458667,0.09677309608081733,,-0.03599029008968,-0.015230884560985104,,,,0.09056797021229038,-0.041154379532230494,-0.03548836265477738,
PDAP1,-0.017481632824269656,0.011987534046494623,0.01649528964051226,-0.0521498733736085,-0.1341799394876078,0.07055637938643954,0.009421695243091308,0.07435127954258802,-0.1494486851156527,0.008366548748300869,-0.08483294370064211,0.024925371139731818,0.01448488533486203
QDPR,0.08937620066286027,0.031312490410720796,-0.010647725019592023,0.03445684191963931,0.08196091000816166,0.006131231857321428,0.059698810654673,-0.27101321322408234,0.03985221655644296,-0.020334031227096958,0.07960518982274872,0.026741162405630507,0.10807865487047771
POMC,0.15759387834170827,0.03197356546065273,0.0917745257722642,0.0193985695522154,0.010305443334204604,-0.011236739344163126,-0.021174899371252203,-0.06528048216558802,0.08206746394978161,0.02431581110432724,-0.004507581174695855,0.007533544281438809,-0.00747833678110301
