,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.048524984903234175,,,,,,,,,-0.03708378394453753,,,-0.035238849377119505,,
BMP1,-0.060263260446389744,-0.02645830473636381,0.02866141351724228,-0.022316786304021115,0.010869095161225069,-0.0321890164752059,-0.06792305384013485,-0.22939782304342424,-0.0775843745373897,0.004100936175158099,-0.009755793326305015,-0.16475836798017082,-0.06891435462357824,-0.014075036135062375,0.028494449769567436,0.0067057646438738,-0.06708679507848211,-0.030266197226781245,-0.09425076556746285,0.04973744511015966,-0.0696745954770414,0.1023893204015334
NDP,-0.025952836940760105,-0.05500897671124193,0.017367461657470138,-0.0011435384570407535,0.02332682322250345,0.044488049683413904,0.019515358689096613,-0.02601692479571843,-0.008930699455649027,-0.028780558899082594,-0.014569086949213285,-0.025760345731981913,-0.019084308159559197,-0.06325686664889169,0.026068788387068494,0.0680329601574703,-0.12741683982386626,-0.00851497111136257,-0.03536895729408198,0.057745810764806414,0.0680226414527253,0.004708757175037886
TNFSF18,-0.02288514266246892,-0.037858287407718974,-0.0005322032910624978,-0.055674303637508075,,,-0.0036910581620776444,-0.060696025243557036,-0.04314373998576393,,,,-0.031588911489140795,,,,0.006547553961966819,,-0.04473741101964682,-0.0404099849892523,-0.05351049843448124,
IL36G,,,,,,,,,,,,-0.022915161440127126,,,,,,,,,,
RTN4,-0.04841751140810812,0.3429144320439012,0.010363534388211814,0.004151872979094999,0.02496941451392307,0.07802797901367003,0.08936145605516321,0.27488624149628305,0.08360888824252159,0.04305147750379305,0.11763885487820736,0.25104247700969756,0.08420398776076396,0.04136383920740823,0.0658918187946352,0.03209201476686513,0.15290577924504342,0.03288471856598591,0.19944601432564535,0.0031172645104598634,0.30172875572688135,-0.14647954249655187
HEBP1,-0.04904165639529638,-0.06695697057699754,0.005250776340076842,-0.010104914413060346,-0.01104415196033453,0.03346525469269441,-0.05882869691239571,-0.0887018793828795,-0.05710706203243796,-0.012931911990193548,-0.07509970620181068,-0.05189792639133846,0.0017818702458580612,-0.0016066173493586445,0.05481211368339489,0.01673730505068426,-0.05813362046238035,0.011689772622760004,-0.045035469714410414,0.06435077378045236,-0.06810161018296587,0.061040799792157936
WNT7B,-0.02016109390303469,0.40533628728415744,-0.006191192393786323,-0.03609552838902781,-0.036535465993984106,-0.00473465579292487,0.05896284712722041,0.11275042927417943,0.04974137751750866,0.07489491961676516,,0.04837495238014661,-0.03477630830089097,0.019948945902036587,-0.023649977891401882,0.005336096162386228,0.035366399741642886,0.03095080100586048,-0.020613117345073408,0.04712231174546368,0.004927447315705291,-0.030411107756133794
PTMA,0.023938249071653196,-0.04634019521341869,0.013365669399002062,-0.016681419236450345,0.051785254406073934,-0.05647856935852511,-0.11520844935059413,0.07803435446478107,0.08787942296195295,0.03923964546746468,-0.11872228837524802,-0.2619857013299846,0.20968074021123947,0.13753764610791128,-0.02190793219962136,-0.01647346763705022,0.17971900689829015,-0.029292601660071266,0.02294767699358163,-0.09687916086565292,-0.0698633385609928,-0.038840786964537556
FASLG,-0.02016109960252429,,,,,,,,,,,,,,,,,,,0.05765742005402065,,
CEACAM1,0.00764076672491526,,0.030773346263887516,0.03228485441275981,-0.05029130858437922,-0.011815752115458296,,-0.06502660282273061,0.003437431431723712,,,,,-0.02820186880682681,0.05824894118266162,-0.032275575652184654,0.04337256223188354,-0.04390309699232007,,0.03086000256396675,,
