,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HSP90AA1,0.0168150554243062,-0.02451876178327223,0.031783986905617075,-0.013370874901361086,-0.05880365576498415,-0.03992422260164172,-0.11586683499525417,0.016075497767135204,-0.00446573074639832,-0.10912612150635143,-0.03943565542004735,-0.04325873399558912,0.1198064732152484,0.0037909931298651944,-0.08860782944105969,-0.1141605221023865,-0.13307262880479143,0.02630394427114884,-0.006752322814968292,0.007130530812150625,0.05676218892133416
BMP4,0.025145218801475973,0.013381865465660885,-0.02656582645900126,-0.03399331547251949,0.02409926127569901,0.030816167848249944,-0.004713288216132209,0.007418979389620406,0.040896173026253944,-0.029893712153913215,-0.01714177927426502,0.03828563417546925,0.008233368284947105,-0.044234444647490434,-0.05809291794976581,-0.009701989900634794,0.02218273784497841,0.0016265706917879975,-0.026064812665630648,0.0031290259895395585,
SCGB3A1,,0.03647005565775433,,,0.040485847602090314,0.10056130815383252,,,-0.01627355090302982,0.0865748958467597,0.039847031932264416,-0.005555807640759762,0.0032906920458173434,0.05879989099426958,,0.07937791098626794,0.007599323119632104,-0.0007249398577574208,0.027544743043006095,0.01490003433126747,
IGFBP4,0.07397340103526699,0.05738007403292897,0.0760441813267197,0.008538289843263628,-0.045681818213715523,0.008296382701671743,0.15779303768596675,0.017035600587387782,-0.009281762031919627,0.1230801774712423,0.06016109543345316,0.04486160830866978,0.035955818185756445,-0.053704378956335154,-0.01993077985684523,-0.032457563487130074,0.006554738715268237,0.0008928756697041771,-0.017823904211650532,0.040000675745853434,0.1048122755993332
RSPO4,-0.03083253110359928,,-0.024484713823764864,0.0013110264452480095,-0.006843407922666516,,,0.019016195118139255,0.0013445652190843507,,,-0.043124016661207173,,-0.04644736190782735,,,,0.08941621578566002,-0.029963132936248752,-0.018418332790427757,
LEFTY2,0.053153692730360365,0.05453648224488991,-0.025368498231701935,-0.014050065981990949,-0.029023272831266846,-0.02565735078984162,0.1702176589634001,-0.03191107624296679,0.04610980453061514,-0.019935055891686537,0.038451884991521794,-0.01962548299724876,-0.019989208500021727,,-0.033221703502505806,-0.014337535968566364,-0.009242349791005638,-0.031114394720618742,0.0030110385532869876,0.0019272011136886244,
PF4,,-0.01943714765809536,-0.022796125970647126,-0.021842222569823905,,,,,,,,,,,,,-0.0108542941651771,,0.06980489919342273,-0.02694337903236748,
ANGPTL2,0.04727278231861512,-0.002228039397447313,-0.04206254073435466,-0.011117464119322618,-0.010146426299443592,0.029972850952994703,0.08867171188565401,0.029463049585013862,0.00674418411304669,0.07321474492541019,-0.016391053830671635,0.0891172161245455,-0.04618008193442979,-0.060578764793351655,0.013923521250278188,0.04415664235301513,0.06972340837839071,0.00016088037070974924,-0.022835341665420037,0.050640277137521554,-0.07284478414624256
LRIG2,0.0023563973741934116,-0.0085355647532185,-0.006979070212801397,-0.018300721364544477,-0.005810071377420026,0.043935877121286576,0.026316248255391535,0.023492778333675298,-0.02985457275288392,-0.039292832139176975,0.015298636725673465,0.024976740474233653,0.044363277836314295,0.049558617725093006,-0.0015862016224960594,0.03465035324990231,0.05167216188660954,0.0038873040277624888,-0.0039381538315243474,0.03607952382364146,0.10049439586557131
ICOSLG,-0.010749564769600529,0.011607968831501937,0.0062296466413581325,0.009864581573022696,0.01674166221671213,0.023020175380411623,0.038600196534532435,0.0065679246942397,-0.01241076075773767,-0.002631274705179114,-0.0013030481440839958,-0.056872320661806273,-0.03758965916475029,0.02926232987433132,0.06502155825561894,0.0810789170107605,0.09144000223594687,0.04886968199317241,0.02419194217136656,0.046051577363388815,0.09575317095566287
WIF1,-0.07175222764516097,-0.014057443986319964,,,0.026093740333970203,-0.00413032434525839,-0.0611034451774687,0.05016410760620977,0.0059820942820645795,-0.045665558678760224,,-0.02241252034690749,,,,,,-0.02126856530750778,,0.042652392537924584,-0.035427540826291105
NPPC,-0.0447391412325523,0.010718866118586398,,-0.033882673638229575,0.011179836275422291,-0.008409349158264728,0.08755683474385531,-0.005389317844879788,-0.0226162499635415,-0.026003448607701825,,0.02477686410161861,-0.05903956678274396,0.11766625340611975,0.057695135709669644,0.014246536406340975,0.07149815486600866,0.007619322152006784,,0.022265328101697613,-0.012280525154485602
LYZ,0.08952821366412703,-0.04074280381546687,0.05309700817791605,0.007890705309253516,0.015119725960134677,-0.0007114264475744336,0.06715153899281741,-0.0012871001115402337,0.04243801147474546,0.09194590730414104,-0.04043464190760307,-0.055080440968574354,0.11678996668953863,0.07493626890069141,0.028839376080289993,-0.0028955547357578035,0.04677424634613313,0.03750440349962748,0.021148183989230775,-0.08860948036733023,-0.015033294391732486
EREG,,,,,-0.0005570597251559585,,,,,0.005636931423530974,-0.0017234133777050955,,,,,0.03306490253444452,0.029756932267442297,-0.02849660725585316,0.026623790973657056,-0.03101981077859781,
SPTAN1,-0.021355678317018352,0.037103224727587286,0.018173480413765472,-0.029487034560314578,0.05077624189620836,0.021800430388065582,-0.034370601743226724,-0.008234225396042434,0.0743693686812775,-0.028001071665947265,0.03667937165211897,-0.0014069067333909785,-0.10115396027007213,0.05615147509641078,0.03068872668484651,0.0429626467692821,0.07304146193210784,-0.0010762673776100872,-0.008677385146775697,0.0903842248612282,0.023474293156515558
PTH2,,,,,,,,,,,,,,,,,,0.004918243403935723,,,
LIPC,0.006963486873281059,0.004288497634666156,-0.024631923542532325,0.08383721890701509,-0.015120973231383924,-0.006219669495732503,-0.018561058595009262,0.002810189920295405,,0.02409216876630981,-0.013748638712483392,0.007102421270880571,-0.015878912914229333,0.07224863527875822,-0.0175263079406649,,,,-9.530906520836976e-05,0.03941513252152694,
COL8A1,0.14807766752233678,-0.01879779319481133,-0.04908737906426098,-0.024135163209282703,0.009515646216347163,-0.015021672834995663,0.07845557294757766,0.057604210658938906,0.02566376454334953,0.11789305171619568,-0.08207579636164763,0.031000941639933475,-0.021741349199201527,0.021111819467572377,0.12814603617322493,0.08771325528259646,0.048401315391323814,-0.06730253412350996,-0.01702562137325135,0.04747113307069133,
GSTM2,-0.00983365966643502,0.0504432732949303,-0.003015713240337618,0.007417902362692307,0.04529335065180102,-0.0237711989809269,-0.050535916185604934,0.02135524565039748,0.03217361656065391,0.0028489862801230697,0.03163937031728145,0.06793792248471932,0.07211967085474197,0.10992226968039036,0.08845033660429957,0.10049320831194157,0.1103828244863074,0.04594514950491008,0.008152674324865761,0.0033166432947820787,
IL4,,,,,,,,,,,,,0.07229155465553116,,,,,,,,
SPX,-0.020423728701269104,-0.001555950301818962,-0.0156294917007386,0.01990842807222732,0.033747287381664964,0.015025186303663679,-0.041648686855115864,0.012443798333392713,0.011578559466089844,-0.08041941808579649,,-0.057750793375762305,,,0.05042052446108794,-0.03465313511120776,-0.007820969428862427,-0.03647115502374245,-0.009073051841172701,0.029097659516756063,0.030246742606947652
MFGE8,0.018266401034914396,0.01293491771510973,0.03188789465776885,-0.005470018505517652,-0.08305554119288312,-0.00821859112509071,0.07307694539282882,0.01947406054793645,0.008234264534081655,0.04431262709731252,-0.006967662005869965,0.024625561518302384,0.024439802882239004,-0.03607174249619712,0.044627685491179216,0.004199044708589198,0.029614040850231674,-0.020146326879012577,0.0069765506584463935,0.05029551793255221,0.022585253631483677
TGFA,-0.048939060939131085,-0.017578533741305264,0.004197737229890303,-0.02424859550657852,0.04138311286575615,-0.010537748294247013,-0.001431192072939756,0.04243043964834383,-0.035837430428650494,0.04806492066793502,0.03250257420384011,0.025810555540316523,0.08593541436014693,-0.029051410370843064,0.012557551650364924,0.00858666734979945,0.053681822520312866,0.07128867774547155,0.09322553276442631,0.03886457451492393,0.12690237923581185
SLIT2,-0.04326598260079583,-0.026870823724405662,-4.7904263842966994e-06,-0.017122965211672843,-0.04853456657622105,0.024242098710019637,-0.06263538637743152,-0.0375369995567797,-0.008919053403582521,-0.062149632706890424,-0.04754047045881423,-0.0206724484746808,0.0585122444705357,-0.003719028605143293,-0.03520353329550299,0.0763724812630666,-0.02174567444374255,0.06837656959212342,0.07510478329966924,-0.05569397360176936,-0.05880365177215311
PLTP,0.011568724034139884,-0.0019118751793581823,-0.02644624060150516,-0.00013699463464296265,-0.06725919878164142,-0.014899445154162725,0.1262756184570765,-0.010425118511938508,-0.026137469398699285,0.14169288847179137,0.06546821464125271,0.044495615749805414,0.0634799602613061,0.06305039967800453,0.05612480988516894,-0.07667198326040464,-0.05213769339688404,-0.0329272527807853,-0.025688939592062587,-0.029806005628938172,0.08231263374859317
APOD,0.04274883056126719,0.028309651289458605,-0.029443579505976387,-0.08468984960133939,0.059566466084274836,-0.05653242544425006,-0.0031235284222115973,0.009686513720087721,-0.007785508138770165,-0.08301507526302188,0.03656623955410239,-0.028810234449368137,-0.030309886355672278,0.04257068416835705,-0.10563548710356291,0.15121369959370276,0.14201708708710978,0.002007649481812013,-0.008636657540853672,0.0017768241969743144,0.04293738554437088
B2M,0.06696975406404665,0.044529313532336676,0.07599782962185132,0.08381414029927003,-0.08607790568052151,-0.008470642806308638,0.14892654685904635,0.020146198533666494,-0.0025058909482151078,0.14097712203224705,0.04976499686371507,0.06080174251303348,0.06060561153012473,0.02237895829906351,-0.008029200714099035,-0.047961431956479526,0.020591377874411055,-0.023234992920604585,0.0029958246164373714,-0.04675604495679543,-0.07801897811187845
OMG,-0.045507035826724815,0.07852545606972887,-0.0025974452496248432,-0.009197403442752898,0.1047262730257947,-0.07962349877041272,-0.054492647518345864,-0.017025912110174343,-0.0034442642724049764,-0.07644093063319128,0.003264489385282297,-0.017450791347863457,-0.07073324243955652,0.04196353792595212,-0.03962665860950125,0.10555923413809776,0.10389994531640484,0.07043972154530721,0.08645855977613365,0.012314505770533281,-0.021577543314136888
CXCL3,0.04240474754794713,-0.047999450952540046,-0.039953484285432266,-0.012003186363574106,-0.05297150616205584,,0.0392144301125094,0.03920841304242499,-0.017409257070453956,0.04705891671867102,0.10510946623529258,-0.022389024097709286,0.0013583547008096885,,,-0.056721120861524,-0.013451199782045451,-0.020251050264468228,0.06769994218829029,-0.029687689912912447,
