,ZH1007inf,ZH1019T1,ZH916T1,ZH916bulk
RSPO4,,-0.010900281157766355,0.00038342364582367994,0.004325110979666662
LEFTY2,-0.02070981425173778,,0.06192232870991856,0.018179810503583697
PF4,,,0.004118858743441518,-0.0024966258256863844
ANGPTL2,0.07256407791573741,0.04239881400908862,0.05424893195479786,0.028880354007739854
LRIG2,-0.004820634960559221,-0.0340351556051752,0.04898624329518136,0.03467308693242554
ICOSLG,-0.032992811638654744,0.07101675145609734,0.0974219508384015,0.04270036197029694
WIF1,,,,-0.04293771747686854
NPPC,0.13123696589679792,-0.04790241002737262,,0.015261687809710987
LYZ,0.04708616065620568,0.05435387613536196,0.053265132382438934,0.007836209398528998
EREG,,,0.03052259932385512,0.1191554182249041
SPTAN1,0.07814735883634803,-0.01807585223538986,-0.02046098230756795,0.015626798580557332
LIPC,-0.012739734003952714,-0.05772980704888149,0.06363396675980734,-0.00915193068691398
COL8A1,0.03128353670517833,-0.022333711072119455,0.039377747730306424,-0.015287666457543847
GSTM2,0.005513438740054111,0.04868870917326021,-0.05138749698310854,-0.03669946365433059
SPX,-0.04280407346135115,,-0.030076089013008053,-0.046260723626180604
MFGE8,0.14250624268726272,0.16221239654304065,0.0782111675855974,0.08646755283261857
TGFA,0.0337139677763044,0.0770026556666895,0.06323477703544823,0.005260062319757356
SLIT2,0.1183704897286638,0.09469053344593835,0.06447596894123098,-0.0016950570198560814
PLTP,0.05903996607083762,0.0016342161891605993,0.03845952910598744,-0.012479059725458659
APOD,-0.15795868267454352,-0.0004313785388945165,-0.004159046250442629,0.04787158276335941
B2M,0.03693806700168145,0.16198610517325499,0.0870767720969764,0.03656197880270571
OMG,-0.06243431760283857,0.028927061610293507,0.0016614905178726903,0.06619106497345568
CXCL3,-0.033276127452423934,,0.05689691160724424,-0.014295959337639868
CXCL10,0.13411583050055587,-0.02399790094803495,0.012390500586870107,0.023306908843654668
RSPO3,,,0.06917894334904473,0.05240635977804795
NCAN,-0.09903336809734184,0.08668130147789824,-0.04220533478250571,0.04186971955179914
PRG4,,,0.016287636143724554,-0.0020282952393465073
ZG16B,,,-0.023973621393921393,-0.01996223607554957
TGM2,0.08670930235413439,0.15960430116009341,0.0683958789450996,0.04553324116795101
VEGFC,0.04750346605291421,0.25970749109550084,-0.001025421152412375,-0.061094785210330814
WNT6,,,-0.028953074970380115,0.02689336903918909
NRG4,,-0.029045612563630547,-0.01922669868149174,-0.031019812625482104
PMCH,,,0.07829237299948918,0.10449941176449433
COL9A1,0.007145972971203222,0.05781416108459267,-0.01229481573025915,0.05148300762824738
GDF11,-0.010285589430922292,0.002609756865736535,0.06290271147390966,-0.029472698308593722
RAET1E,,,-0.02109155184421733,
IL24,,,,-0.03467911858823237
SORBS1,0.024176992562359834,-0.06019446346098949,-0.024589302355686064,-0.0311107446564006
DLL1,0.06114848470541964,0.06787558508009967,0.04606181704182333,0.14195283597353361
TLN1,0.10296732077208047,0.06937790244903473,0.04027488116915765,0.06495033673677436
COL2A1,,,0.19874482734050908,0.04516909551237093
SHH,-0.007744405351581078,,-0.02965199080723694,0.08189179107827674
PON2,0.12466480856077168,-0.0118443236349846,-0.0008148330617105585,-0.007040696170518676
ICAM5,,,-0.010059821366552714,0.04846136369073121
HPX,-0.03327611004306921,0.014848755234304522,0.004309578762887331,-0.0495040267102592
SFRP2,-0.0030144688071828247,,0.09800915142251135,0.04407496135810204
CFC1,,,,-0.027447653437676005
CD70,,0.08812662589053263,-0.01507369851402898,-0.017589440349624074
HP,0.007166682956817403,0.08320435211116521,0.0610244741288468,-0.012616693106229914
CXCL2,-0.016656031215583112,-0.028614593420925063,0.08846189374899652,-0.017968316937833014
NPPB,,,-0.019503344530703414,
CCK,0.05402250553275962,,-0.02530110288963644,0.08466229949220079
SEMA6A,0.04512219105669717,0.004127542716740589,-0.01238823019139509,-0.0005535602681289914
IRAK4,0.09402643774098557,-0.08279490682156918,0.058037204232671634,0.07719053997951046
GSTP1,-0.02271321058618582,0.08488677454750886,-0.0050826926504765,-0.05410948551425512
VCAM1,0.030560618253004584,-0.011212029108182732,0.09734782978926085,-0.047104886285729446
NXPH3,-0.038436241911851285,-0.07636417798256173,0.018968015980931684,-0.018974212050818406
MTMR4,-0.008133799015345583,0.0011362352021204762,0.018122060511058313,-0.008355763429435132
LAMC2,,0.034397004412121165,-0.037159852271798945,-0.029870925791806783
IL10,-0.0374893356623472,-0.050586091573088174,0.016581080359453194,0.020305094332412652
SEMA4D,-0.051040569079159756,-0.07003326707719379,0.02673707356367881,0.04131552152846407
TRH,-0.0763207523606451,,-0.0021953830765481536,0.03611270117372365
SEMA6D,0.10653385116269999,-0.06540930755244433,-0.044173075154164465,0.011677396927524057
CEL,,-0.05141092105607786,0.07689457031685709,0.03418755505230047
PDCD1LG2,-0.03723413234017695,0.03218632912028788,0.049656923288066486,0.03600413840034507
SPINT1,0.06590084356893254,-0.07160910242842333,0.06894798853547338,0.02836880749093348
CTHRC1,0.12328389903216312,0.16702307777136724,0.10688153834213059,0.10751279788815589
PODXL,0.1476523967475628,0.03073118702278301,0.07460160743329426,0.046258510440759563
JAM3,-0.08207456819527102,-0.07397380648049327,0.04178638605064293,0.0051259546912782545
TGFB2,0.12978107288101604,0.04260759162230555,-0.03086386855779885,-0.0005728366928259742
COL18A1,0.16215882704446669,0.13753623641086854,0.11641043688859355,0.08563213291399804
NODAL,0.10532862646757409,0.10201724626141226,-0.015170542487110398,0.024421551476053547
INHBB,-0.050295752798100564,-0.049282055155169466,-0.04039595609878575,-0.06174733654006014
LCN1,0.14119734978086512,,-0.022090907401531145,0.07541501465231343
ARF4,0.21800261838334486,-0.020110670121013818,0.023043857723294786,-0.03610572640625166
CXCL14,0.019501596070790155,0.08557309333996313,-0.015107314268741371,-0.037349063401236046
LIF,0.05502163066553417,0.04289517597546329,0.031994498113538154,0.003059734122836771
IL17B,-0.02364481776700556,0.1439937478170527,-0.014844022765782946,0.019643767179061158
MMP1,0.22069117129451232,,0.045117030923055836,0.014923769698942933
MATN1,,-0.030306232934197867,0.03459323943303716,-0.02158803274669658
ADAM28,-0.018421384861055233,0.03152020082048764,0.10164536168103892,0.05396492300514065
TCN2,-0.07069972118393143,0.15527837556677604,0.0755163013844118,0.06056570217932541
THPO,,-0.02904564460354517,0.02787358906253957,-0.03235162986351181
CUBN,0.12530766441903643,0.009962251304877205,0.009289581027489524,0.018036183870958285
TIMP3,-0.030059760926494806,0.03328256554339224,0.0858089413784536,0.06219735480890686
PIGF,-0.012365882027069397,0.052191738098201636,0.007805494537475172,-0.021487907666428007
CRH,,,0.01695942581406874,0.042880801813463765
BDNF,-0.04040082063353857,,-0.003281776692560912,0.0034426265730058644
CCL5,0.008942047775785633,0.002767818196798436,0.055189539508274106,0.040472782069944056
GAD1,-0.02283518859409877,-0.031919628848958784,-0.052851696157771084,0.06436478490745236
COL14A1,0.039998610492935335,-0.06552639466486013,0.07118438170330994,-0.0504616148529693
HLA-A,0.003959529626576204,0.1635812437542534,0.07727714076564277,-0.009064932280759832
FGF18,,,-0.021845055550032907,-0.02963647188701666
ADM,0.03843597186365744,0.03603927592248196,0.010661037664661525,-0.09690481274719649
CCL15,-0.033276127452423934,,-0.018946214982640937,
GNAI2,-0.0005027089110946687,0.0055202002986543645,0.03334397931893931,0.07543950456180733
HDC,,-0.034587639748453955,0.041524576674857226,0.14738715092440374
COL11A1,0.09562628318642409,,0.04334988253465975,-0.004977506389564926
NUCB2,0.029803744056393633,0.08106734677128487,0.04592662559915016,-0.010523184297229484
FGF16,,,,-0.021272190211175206
CXCL1,0.006329504511356032,0.23940977011687672,0.0693768192207813,0.032899431730931246
VCAN,-0.0573978503011052,-0.08602658032260208,0.05682315867680436,-0.004380591295439221
MMP7,0.0914292780121017,,0.06225593585155075,0.005943133164695367
PTPN6,0.08461770685625258,0.2073011725345625,0.09638792627570592,0.05829207039029076
PTGS2,0.06975383259187701,-0.0780915613354564,0.02763361816081049,0.03754657401536007
XCL1,,,,0.015772779950617346
CD58,0.06090744485804248,-0.008461395599876945,0.00011150902700192449,0.06752691622289371
TNFSF14,-0.006993079866496244,,0.014891637963217732,0.03792923465118054
CNTN4,0.04058695208599171,,0.0885065171038536,0.06429449984658442
INSL3,,,0.10507145556342148,
BTLA,,,0.02575471744958113,
MFNG,0.061168785675309235,0.09806819242585638,0.06200941351649775,0.0445816439628258
ICAM1,0.030900235174239073,0.043316302677837065,0.013894791695139217,-0.07428018131792576
PROS1,0.044591495926417375,0.09771362770027434,0.03621729706686096,0.02899959400750017
CLCF1,0.1166023035850449,0.04782705572081671,0.04444620683406798,-0.0172628928471012
PSAP,-0.0391220742551109,0.004213044296695345,0.11395234535228407,0.04476263312134928
EFEMP1,0.09424891577458934,0.022099190881712822,0.04895122891769472,-0.04287343427721924
C1QTNF1,-0.03239819463497414,-0.03674147954470595,0.00014548274727213176,-0.01891284395906278
ALB,0.08535843086967461,-0.03880394216652515,-0.0012958743654150828,-0.030564764931078542
EFNA3,0.08428720640393825,0.008564682224801416,-0.011557522932170404,0.0028883706873165677
DRAXIN,0.017570508322954575,-0.06177982805775436,0.08147876542652842,0.05924588887513413
NPTX2,-0.046985160730427314,,0.042799467047160915,0.02484330434345747
FGF11,0.018519766178442434,-0.040717089486031845,-0.022344683067486167,-0.006077564477525342
CD59,0.06026370590954561,0.037007322525727804,0.07808011017737597,0.09158975043367826
COL9A2,0.0706238090049749,-0.06919071573785618,0.07015861620123785,0.019259598789701866
DLL3,-0.06888381364732724,0.012663281718671154,-0.03153084115590251,0.12353394056949792
FGF5,,,0.18540604140096048,0.033284976146500986
LIN7C,0.027405431806736883,-0.08541374239719911,0.03028127281001726,-0.0291071181049446
GDF7,,,-0.026006039862989553,0.029547939491810928
PSPN,0.05579804175280038,-0.038096897063444164,0.02002573573938128,-0.000685506957355538
ANGPT1,0.19086575168110217,-0.050309208001838815,0.03178132444701125,0.023503629659310243
PNOC,,,0.0659708114778381,0.008112360032812994
L1CAM,0.01095079363042894,0.038955598080027645,-0.032585488745076115,0.05208740436945408
APOA1,0.08176333420082085,0.08328788909340813,-0.022476464802655752,-0.03841279679704128
PSEN1,0.059648720824427744,0.05488696708419756,0.016654380536571943,0.09744535862407061
CALM2,-0.0410152031596895,0.040465194630484584,-0.07812007096305412,-0.016200940816249544
CLEC2B,0.062106870425826514,0.03497807606864439,0.06007133601601065,-0.002872623511619306
NTNG1,-0.015161120517367423,-0.0268298348362505,0.007339196752539217,0.07667839709222436
LRIG1,0.014377997620120528,0.053254680885481395,-0.06181891647640097,-0.0034350961312348983
CPAMD8,-0.0356377875525258,-0.034587606144894444,0.002924890064529893,-0.023399594561677596
GHRL,0.031079697130484786,-0.037363881700598005,0.010150611510181134,-0.020626986079930767
NPY,0.03721255865883534,,0.0438162284867354,0.049667311289525666
MMP2,0.0734186044116788,0.08681679177672356,0.0818563866381256,0.025180025231747703
PPY,,,-0.03386918954201528,0.006310459075668417
ALKAL2,-0.029849434695305894,,0.06161408296033631,-0.01569523201344533
CSF1,-0.011820044093508566,0.030736620230088323,0.010923674163829075,-0.032398517935839415
SEMA4C,0.0932380627910356,0.09340113427321603,0.055511756010480216,0.05851858996018625
BMP8A,,,0.11847694061648609,
ICAM2,0.10052785594574229,0.1668683158984589,0.06800800317605536,0.07020213079098735
SYTL3,0.01321359435265871,0.025860286290174377,0.050508244026879215,0.04420303918048348
IL1A,-0.005838450497364396,0.11740328900043054,-0.027814878041040915,0.05973098827127375
HLA-G,,-0.030306208099599767,,
PGF,0.19786834822929797,0.10638071142365314,0.0871710747258991,0.12561909982335856
LGALS8,0.049921387436042006,0.04278256638044945,0.011092694081754688,0.005359746346674372
DKK3,0.10937934625208104,0.0583313409065616,0.06450344785213646,0.08117545453269609
COL16A1,0.08624937485406703,-0.06451250510463975,0.09443487531593442,0.08678752339904966
TPH1,,0.00267755413879892,0.010118507845024249,-0.04871833841483381
TNC,0.09484982928323038,0.016914646257748946,0.02578125367306607,-0.07890335911635912
TNFSF9,,0.167322086784276,-0.012375251483382128,0.08560162604732072
C4A,,,-0.031355520256982156,
CNTN2,-0.06966202557067182,-0.02138175734485632,0.0644731806676111,0.0569971991101204
F7,,,,0.0067037870717831256
LUM,0.1280793262139583,0.12537916635682206,0.11741405751344762,0.022761914026805517
BTC,,-0.04225833438345023,0.01309735589882539,-0.022287326480352063
APOC1,0.052691150915931795,0.05648681969906622,0.0017433019824027703,-0.025612249583369374
PKM,-0.023843402853137352,-0.06044451620476847,0.024341401412402968,-0.07318779377059274
TNF,0.13114977662002864,0.022657992993751,0.0031137876436270074,-0.022510703233474403
GNAS,0.13670256786681226,0.02296601982037291,-0.027168774202517103,0.11914950862047378
BMP8B,0.062055446385540856,-0.07767004510327748,0.07012049804701889,-0.05390467595147649
LIPH,,,0.08183163603903622,-0.021750154979002283
CCL28,,,-0.018080108552588334,-0.03405770074063913
PTPN11,-0.06836823101774218,-0.03932289285320962,0.02601081978308796,-0.0027946034105395924
ADAM12,0.10782608324788472,0.05929057165859211,0.06689802912768192,0.08973766160332242
EPO,,-0.04142209555741696,0.002594516910974286,
EDN3,,,0.10103981866776131,0.06602265887676631
CCL22,,,0.026332093439268844,
CCL2,0.08587188081270104,0.1585324824817148,0.028369728912596467,-0.060855548897139275
DSCAM,0.08121438373900806,0.02019830745500429,-0.08248404198988724,0.03536736730388018
ANG,-0.0019991110513968183,-0.07552380604773644,0.0242465187143587,-0.03562980946970312
FBLN2,0.024148020497347635,,0.07507018691395582,-0.03480414437464575
VTN,0.018130251132121935,0.020380776536400188,0.01013480259478966,-0.03649023591977416
VEGFA,0.014737929882649386,-0.09209640578466491,-0.06438617921322388,-0.11001145900735373
F10,0.21733995514940554,-0.027285792204822926,-0.00887951533388538,-0.02963648255503651
SERPINA1,0.015427568371791461,0.037507874858287445,0.05889300700823068,0.03196197740649507
VWF,0.08971075122057932,0.1891344897385332,0.07927002292745618,0.1256895892845689
GDNF,,-0.03980147388698463,,
VASP,0.16535198489816666,0.03650528324103133,0.07907923809982247,-0.016271217197818884
ADAM15,0.016766231931233753,0.0016654104794765984,0.07664478824396334,0.06878182577317218
WNT2,,,0.03007063880387517,-0.04678173707034806
CALCB,,,,0.15931481094430952
OLFM2,0.009793387169446673,-0.062347193705083716,-0.006268500187969802,-0.0010894716874496832
MFAP2,0.15853696362936714,0.12106605717770631,0.11892084056381694,0.11226663772898034
HLA-C,0.0308951639295203,0.13353990899173868,-0.02096620791006101,0.058401805130735646
THBS1,0.08088805521230476,0.059394215471895925,0.10482208437853645,0.04404905924436617
HSPA4,0.10065052667110753,-0.10424435490207876,-0.063723921686234,0.047798765573227514
LMAN1,0.09290472593744797,0.05209833568224792,-0.030410204204124203,-0.06438038880721306
LYPD3,-0.018243361933243732,-0.05409995009906221,-0.02911204430018881,-0.03278520747545734
APOE,-0.1397498273570891,-0.12159637849012742,0.0036450472841533226,0.05580744002075283
SOSTDC1,,,-0.006606784263754282,0.06092731925919462
ANXA1,0.01668368750215922,-0.033345501208180806,-0.03911145527864513,-0.0461903244259113
WNT2B,0.010651593879906633,0.0518528881703681,0.059072311371739565,0.043019403739061865
AMH,,0.029794912139166158,-0.030859811551197686,-0.04206445785295816
GDF10,0.116214021606473,0.010295349209587325,0.09974524099514165,0.021915600754715863
EFNB3,0.014668311433073325,-0.01342482200110979,-0.023554640978127227,0.022026138106015686
LTB,-0.03856502083547095,0.04556517710209768,0.054149455884071225,-0.015696447772786688
ANGPT2,0.10644061255957593,0.14463337539123206,0.07217856298455023,0.15774899370397147
ADAM17,0.030870544648154703,0.06303927042155287,0.04702389713061555,-0.03942947420127447
LRPAP1,0.022217700821346508,-0.0453147494883127,0.0316641754786852,0.05207292282748164
NID1,0.1564365800686964,0.14019041194418883,0.101205207718452,0.12186483242737244
MST1,0.046314090608212406,-0.006047349823655447,0.08237009807160879,0.057977022710775955
DCN,0.0867696374286508,0.09871427255260991,0.08175719561691154,0.0727234433299989
IGFL2,,,0.2017505973620856,
COL7A1,0.20908785279003642,-0.0007713360158181064,0.07738195270873441,0.08081079090040047
CALR,0.038381988535828214,0.11928673878076253,0.1090876527116141,-0.008123222759484981
PIGA,0.060890048052388734,-0.03628231139083391,0.08728705169587768,0.08548213006449039
CD200,0.0825465286594749,-0.01126715692811095,0.021309015505207186,0.12137043710589138
GRP,0.06321519423816269,,-0.02281371142234667,0.1049765433194746
CDH1,0.019328896557109527,0.021397667430090937,-0.03868521625466921,0.06668477479370004
LPL,0.13747182947436182,0.02545963393184571,-0.07336750817396998,-0.0124780993947124
SEMA5A,0.015472714406267307,0.11555273773927427,-0.0033668899078846187,0.05276195390667379
SEMA7A,0.1580506642560767,0.06303907115660548,0.10304330050020259,0.015836406984189474
SEMA4G,-0.05758931177054567,-0.06486019969002288,0.04025228550158933,0.003885454548034894
SEMA3B,-0.06216271886151246,-0.0310670916986442,-0.0007393025531653332,-0.033909467375556855
RPH3A,0.029905843253854245,,-0.0075622148629476945,-0.0026381960617202238
JAG2,0.1065128945904413,0.17744808434068596,0.13161819659117038,0.15454954338453641
CGN,0.001102639931150713,-0.028615993904005457,0.05801586730953905,0.05185617714474121
GDF15,0.17488479724131611,0.010984033778042437,0.056228979717952335,0.05399592418648037
SEMA4F,0.012867924612059661,-0.03938216487024796,0.07687760572800784,-0.08860701228439735
NXPH1,-0.030719064701968602,-0.018676244757868776,-0.015893891771939443,0.08904110063234992
ARF1,0.12232103525048339,-0.01879056384766815,0.06095454971390337,0.0331443583716914
DSC3,,,-0.01922669868149174,
EBI3,-0.010394015245359227,-0.013599581907957728,0.061476969511726536,-0.0128832658434987
TIMP1,0.19561111246202006,0.17609835232276558,0.11370986661221158,0.0032759634123742925
SEMA3C,-0.03310466644191177,0.028437492452340004,0.11542591144439386,0.10795409499021949
GNRH2,,,-0.001295378850052519,
GAS6,0.03132047910757729,-0.05544574781776888,0.010088069451774838,0.03957823370199898
MEPE,0.28989130050446826,,0.0048743195139892065,-0.012915998845080814
SERPINE1,0.16824114143632465,0.051863195405636366,0.030426721580556836,-0.02799312377935615
RSPO2,,,-0.023407563705208616,0.06073022361280888
SHBG,0.10124401110938577,-0.0541000463859163,0.0035548234403475036,-0.02809307155223012
LGALS3BP,-0.05365467128456635,0.01553391759001712,0.029348136860378075,-0.036137755319525934
LAMB1,0.1964519138977327,0.1438571910445042,0.06411694626955362,0.09258042224054347
SPTBN2,0.02428417672372604,0.023528077656899404,-0.0037574495153967053,0.11730286745523401
COL1A2,0.18077559596771742,0.1789411036794656,0.11649867203553016,0.07806890297669018
DEFB1,,,-0.010914950377436542,0.09756746448019374
WNT11,,,0.10629911347591903,-0.025090105827033467
LGALS1,0.15542647061135764,0.03151801782915249,0.04606461483861328,-0.08931640619509623
BCAN,-0.152420410412489,-0.06390021002589566,-0.0332714089752749,0.036958315469027725
ANOS1,-0.055645781351599206,-0.027093900104841775,-0.01737131664017791,0.11433993627251329
EDA,0.0395395418133526,-0.03351998215259368,0.11884645732895655,0.08392591021983933
FGF22,,,0.08829185964973482,0.1323289103687805
SHANK1,,,0.013628130212660695,-0.03784931681705984
RAET1G,,,0.09816527973630619,-0.02310680071231606
TGFB1,0.12783008862524448,0.08118611973861321,0.11351224616780915,0.11953576623395637
MSTN,-0.009807570759037782,-0.14314832273327074,-0.0008601438160570445,-0.031245181971226794
WNT4,-0.0395721728666737,,0.052267272514876215,0.05403609521710184
TNFSF4,-0.027973886427939933,0.24222404942571818,0.09257396928862183,0.010706883137677141
NTN1,0.09230526830364211,0.03797988215019673,0.04866863200918471,-0.022272544061354222
CXCL12,0.12786046189478048,0.15558153368991282,0.10268914305755117,0.09298015068766324
GNRH1,-0.019779514541899003,-0.06533633665697186,-0.009231703106120632,0.032945848483000674
RIMS1,-0.009970191537080482,0.05221844173416902,-0.04146006460064966,0.01196030968251037
FGF14,0.06896055868408323,0.11096999980542313,0.022190729789761693,0.046395349222853155
IGF1,-0.03568198462097162,-0.03406105603748272,0.0768455876556441,0.06995261725504466
TNFSF10,0.0041294437954981856,0.09142098279851987,0.08403763646412735,-0.023520301108860404
GDF5,,,0.026184598215693834,0.09935314071481784
RGMA,-0.019228862700591803,-0.06842841712299147,-0.02454301809283245,-0.04102320679406192
WNT16,,,0.11451201650628716,0.1606525863268037
CX3CL1,0.08973135914038174,-0.02591622128099314,0.08902236217466575,-0.01869784707257551
FGF1,0.05450494120006005,0.08821675129574871,0.06401108140498356,0.005437800416812356
ALOX5AP,0.049474431022548795,0.05846771829212846,0.0006998358169034241,-0.07449046921921443
IL1RN,,-0.030258380632469703,-0.01400376678332515,-0.02015690911878942
NPW,-0.04121517991006664,-0.03909530016917706,-0.005553128272243651,-0.01992355785118845
CXCL9,0.03977773884516324,-0.008732823901857038,0.05378527099525608,-0.05582904919513309
ANGPTL4,0.17237843235256994,-0.028179827027339097,0.07161382625943728,-0.034687533118173484
OBP2A,0.15521672654254726,,-0.02159660832537118,
COL4A3,,,-0.022418083709367327,-0.009971072305653087
NRG3,-0.010234213189146918,0.11615615631485834,-0.007390281570762884,0.032822304128671695
IL23A,-0.0356377931661882,-0.04361285115654904,0.03980407187857605,-0.03101981177110355
COLQ,0.2755699667421955,-0.053622583458518794,0.01191631057339302,-0.039163816181148704
TNFSF12,0.04686173685387605,0.04725203427969408,0.05017011690342622,0.08374152170104245
DKK2,,,0.023759044928031225,-0.013506503284028418
FYN,-0.029318060870198337,0.027479659307138686,0.017275816605546567,-0.00819189456148327
ACE,0.17446188791771208,0.1624780391432986,0.09982152616856074,0.18835746679817764
IL18,-0.0012705249694245555,0.07724786029208347,-0.0030787194747208617,0.016273481568782767
PPBP,,,,-0.025897475572957195
CCL27,0.06742794276186678,-0.03152798022968455,0.05255134597180613,0.007468429940274158
SERPING1,0.036311826289830824,0.06679659419611593,0.08354058889107079,-0.01538506476364733
AZGP1,0.04635654938824733,,0.06878693111480327,-0.024956737427585758
INHA,,-0.046990761203556046,-0.020313195928134974,0.0328461302943336
SEMA3G,0.08722263236361147,0.2430787913945316,0.02965993276784341,0.05280886488479615
COL6A1,0.21139733784503353,0.11806343605364464,0.0877914278517055,0.05650254639139899
FGF17,,,-0.020574943911900772,0.013533972521419527
TNFSF8,0.02466235327017193,,0.10803239460932719,-0.029162663931501482
FGF20,0.017121522567155652,-0.03191965195923619,0.03531301503007746,0.07367750330312807
ICAM3,0.10317926625782306,0.08935469089395627,0.027443086168902578,-0.026488889580615634
LAMA4,0.19150333405497272,0.15540226955301428,0.08859952000631248,0.12065237761190217
DLL4,0.18746321857226822,0.20468488100053675,0.045132132184277494,0.1213655688579557
SEMA3A,-0.028754623161489083,,0.05654681902045176,-0.02033506634725141
RLN2,,,-0.023745793619734824,-0.025361816156601734
C5,-0.015160254524116217,-0.06952343026853523,0.03925798427019653,-0.013128986162190145
COMP,,,-0.029333811199967516,
C1QA,-0.09528791151919132,0.07755661077362326,0.06671141186167219,0.1206624337646985
UTS2B,,0.15356489816142357,0.006890887492476692,
COL9A3,0.031011534924256418,0.03834568270209508,0.07209260271072876,0.06459562382540447
DLK1,0.10324855040702906,,,0.023012525583549874
HGF,0.02462618466795498,0.15263236026049795,0.03348733812603438,0.025435086125813064
P4HB,0.19456022416492905,0.1589230486458096,0.07009328354551132,0.007467342325927828
ADCYAP1,-0.04437493268644913,0.2650469855048195,-0.03637795828185369,0.04439328226527477
GREM1,-0.06874436659685965,-0.04205685822717222,0.10531216423377845,-0.02582096495493595
EGF,-0.03228810085863093,0.028154423837309324,0.07356008614762968,-0.0012031051682153833
VEGFB,0.00895564819009481,0.0002576158177125824,0.011665035446988777,-0.01016091330270012
