,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.02487824078727169,-0.00799533878362927,0.031123057962788872,0.014449049618846603,0.003349566624083329,0.04060448739079077,0.05792901527073547,0.07105593553827362,-0.015273762915546881,0.04042164913918107,0.005931541260858299,-0.04921862411503427,0.03150931719542886,0.07673751591442933
NDP,0.02776784649453001,-0.015140841941100639,-0.009875257458709076,-0.027764198985809143,-0.010733613310839971,0.026243664807719988,-0.032797930937111884,0.04339408393225086,0.09306494244264939,0.03821594882343869,0.007119538282874197,-0.013247178874125767,0.032231186359469366,-0.020904513809681138
TNFSF18,0.01785089544047485,-0.029677240437417273,,,,-0.011833027933673494,-0.015882541823729453,,-0.04024178694280471,,,,,0.08186771417378326
IL36G,,,,,,,,-0.019704484184105833,,,,,,
RTN4,0.032906409109645825,-0.05048987771611236,0.04831000784369546,0.000996737895775776,-0.010142537269323505,-0.08663558588070758,-0.012214920605415657,-0.07933827178160903,0.027240454942388147,-0.04048527185129621,-0.053964771840915256,-0.006315886357425382,0.022291280338785437,-0.018001455568012373
HEBP1,0.0041059955839656955,0.0005088251609724986,-0.012182929089065268,0.05255131206059789,0.10671592774773388,0.052644669466795566,-0.017077560219486615,-0.005760166957003607,0.07267972124801618,0.04394395504863701,0.02944523978348297,0.003050643966781797,0.005964676585942672,0.026921561815860647
WNT7B,-0.012987938706707119,0.016388573843438954,0.02529378730067642,0.003423437642922644,-0.028490862945654616,0.01027404332213366,0.05445932105827391,-0.02165749889066582,,0.05720341270816993,-0.00641072530165793,0.07038648769616608,-0.004402340309020365,0.01819261845879388
PTMA,0.04421763388609042,0.05223868109894401,-0.010864426292675271,0.01905072177731613,0.009545525533588995,0.12013615676919828,-0.07455789695769577,0.07589519157353371,-0.035009232692420046,-0.1009255898834254,-0.025598299770042594,0.052206794929929,0.03242979671378203,0.07569846409558038
CEACAM1,-0.021128993036209773,-0.014147432767733677,,0.042606268963414295,-0.02896897059481468,,0.05271926462085932,,-0.04053053933327274,0.047797389198014184,-0.018763784976368714,0.0055669202826376055,0.06371031010743447,
PDAP1,0.018435709409234412,-0.011474878109226979,0.0034770776089120626,-0.01474731220874485,0.03592518221641905,0.045885621249363275,-0.006048035732832609,0.06737740274188331,-0.07169896859107379,0.017902605956846993,-0.025762595900511637,-0.02268967617285505,0.006215252921582836,-0.008163070414194772
QDPR,-0.016465361427459434,0.030106931016443555,0.06669977212613487,0.04043338885467969,-0.07408424609842697,-0.07133592202879102,-0.03364679459227339,-0.01745140781549994,0.00043638295002634847,-0.11895927624993523,0.06137976636064062,0.012774751451302203,-0.04910639565481611,-0.05316011904267297
POMC,0.007484241711708966,-0.025137730910089966,,-0.037971809120439314,0.017148654479677627,-0.031217914297311196,0.040368239655829107,0.07523842479969022,-0.10603049097816457,0.002240142566665695,0.0072526925826394105,-0.0009703514100175396,-0.023661350024990226,-0.03922357820654685
CCL18,-0.026366986956837733,,,,,,,,,-0.024231823776860145,0.0189121238513891,-0.04368160336852287,-0.04981064550336208,
CCL17,,,,-0.01667409040653389,,,-0.019808621890102473,0.07659133943141483,,,-0.01331199724801209,0.03867296083118143,,
VEGFD,-0.013755035070413464,0.044408404541242306,,0.04436451305307176,0.025523222559055276,,-0.021104411187613515,0.015454737442342662,-0.00039520072702365033,,,-0.017888119538547072,,
TNFSF13,0.01353494552751397,,,-0.01917156284241194,,-0.011475568586787709,,,,,-0.008667825518534364,-0.028068308962211345,-0.016242202873860526,-0.026057546858436652
WNT5A,-0.025905663581070517,-0.0068463240199820845,0.0661759358351161,0.02190478107105112,0.03554503385465066,0.09817224519149631,0.006971480736489147,-0.018800042264801906,-0.10367089873015235,0.06378707382313474,-0.007509832860199695,-0.02075105004391193,0.04662861119586547,0.09024851100428492
CXCL8,0.004443547946861196,-0.018973408366179566,-0.1329335689090931,0.0030017009066510294,-0.01368844969851343,-0.01632325201901702,0.007182308743874395,-0.00956661418298188,-0.0011184305629314269,-0.04266394089584463,-0.10506308801659978,-0.02752028722139319,-0.019915613390482468,-0.00019639727215970602
GRN,-0.05830109016862178,-0.0012153892329554205,0.033511835442259205,-0.03568771215508003,0.013414251213770797,0.022383877876896843,-0.02890549801099876,-0.0331815018911102,-0.05877548919269953,0.11239566675304787,-0.05722404678335461,0.004474278173996799,0.02864906805946246,0.06575294567086994
MIA,0.001345024616437605,-0.018020814464544975,0.014330953763500584,-0.02007522473772775,-0.009678629030672325,0.03401530547388477,0.09137809995750808,-0.026421013345639763,-0.019946855232452234,0.002274671861246269,0.13047457263339726,-0.013439923591991693,0.019370134475727645,-0.0025895598358759275
COL4A4,0.002087953496007885,0.02729561754276754,-0.04197932479201767,0.011742167626571555,0.08261889831978014,0.02272341451880582,-0.007077574684812008,0.027370875829145838,-0.043144682734341966,-0.030636596566564256,0.09251319046245977,-0.02864167634813469,0.023245207473191837,-0.029123254191953937
TAC1,0.03870202703052824,-0.014180871023374687,0.013713233855538895,0.07139239479188637,-0.033223362031893626,-0.06686886262864056,-0.0373433200584089,-0.037968910964202,,,,,-0.024954674623513275,0.01899350637912993
RARRES2,0.05250311865880848,0.047989322521051675,0.007150576702054977,0.024972560638063288,0.016951974435069586,0.06326712026044601,-0.05371138008338619,0.08043745006069815,0.08476537042590668,-0.007170706210737942,-0.08778217063062005,0.0069459071758236875,0.014226242504648393,0.005337957512316511
FGF7,,-0.008968744357445373,-0.017595213488540363,0.015074875700638174,0.0018428046757486322,0.05550655209954248,-0.035410131338474655,0.06151257241425851,0.06535970924991243,0.011441312415164292,0.03009552176748733,0.0033640644048194604,-0.019716290873818525,-0.04785205571151525
EFNA2,,,,,,,,,,,,-0.017001460493384555,,
HBEGF,0.0160249693458153,0.003498910218574746,0.03403750333796433,-0.03236270196545974,-0.028329086453712255,0.06821355332633593,0.07236472060579613,0.06431730567968261,-0.007959618314827013,0.10677566651835844,0.0447635919590901,0.07519286057483664,-0.004977723385305283,0.09038808665236193
CSF3,,,-0.02938393161249272,0.010858612306708064,-0.0154565042185576,,,,,,-0.053061148199742815,-0.008448243696032557,0.03451171445073317,0.01928384653531477
PI3,-0.027739181957016416,,-0.039393915873352274,0.008392958559163907,-0.030765343414064866,,,,,,-0.1093718427728322,0.014358103698524976,-0.06987668161621932,0.07431241555059337
PCSK1N,0.028178169222409826,-0.009615939874195576,0.06280652316904209,0.027180503925970607,0.021581630443573144,-0.05567309000395421,0.037484331100403404,-0.025228877991881837,-0.026696908084495583,0.056545078059258284,0.004118699914706413,0.005327630971163303,0.038084180964844234,-0.0008736387507901768
NTS,,,,,0.05449598363999285,-0.013329003473040025,-0.011375703769438025,,,,-0.031055503851768546,-0.02071305335583578,-0.014255349218595541,
SFRP1,-0.03713977340414584,0.03639513887200275,,-0.02425119221144104,0.03833987132567183,0.09978077671610135,-0.008240351457945595,0.010214778025251519,0.04321649901299028,0.10960378883011941,-0.03426182383427724,-0.024946501798679882,0.058710216137530837,0.15580238090914525
CXCL13,,0.0064931646002806,-0.021336211139505155,,0.03904813130863845,,,,,,-0.029901475160886933,-0.04368159861474128,0.046138958995165444,-0.02484860397588378
MICA,0.029166338982526813,0.09169772655419238,-0.04253504238787012,0.0007056216940782983,0.03275807616893045,-0.01517232201766748,0.003001331583012009,0.04634551717733402,0.043153988772275796,0.002919408255341077,-0.04284981885769947,-0.017745181323432193,0.058731368037299184,0.02576430975268231
TG,0.025811505855158363,0.015306894351948722,,-0.02617087861543819,-0.033486146741496775,-0.015385183710144542,-0.01995643692682769,0.02319886566716994,0.010119511629847273,0.03276861280558541,-0.01768831615255143,0.007305493600340495,0.026515411839522482,0.1059979018682121
ADA,-0.02862733084785856,0.15273978077251912,0.14988176231981326,-0.03429017717868608,-0.05951704333434423,-0.030056467641674564,0.05855025327599849,0.09268357706171414,-0.025951826039979496,0.018017625113705298,0.041535089457267485,0.08837835611402806,0.028002642279002378,0.05255663040608463
LAMC3,0.018259423255929035,-0.0045707181319332,0.004592475223022385,-0.0023125790158842886,-0.05751782671396413,0.015210799012023208,0.03184320769730472,-0.014537501500318729,0.006706775265562973,0.06728856027591248,0.01860186921679696,-0.06855003589136191,0.046733235337869085,0.08963782787980923
CCL7,0.023522042469453826,,,-0.018921503424982087,0.03932008195225049,,,,,,-0.019951615451126243,,,-0.03169974278180636
NGF,-0.028796057784071523,,,0.047576624270237906,-0.01224585032693534,-0.014681591827662495,,,0.007414231144551178,-0.03601002001246214,-0.023042518598467017,-0.016772932261343156,-0.013510897187805558,0.11476430444878911
TNFSF15,,,,0.020026570484293838,-0.017751153239520347,-0.017826671169048916,,,0.00606305155898037,0.004294550196313535,-0.01945058469165881,,-0.012876853886030491,0.1630076141334342
HMGB1,-0.030283069691635512,0.004535591717065516,-0.0021102780863815904,0.036007606125010735,0.0557766812710106,0.08194326567767195,-0.07081889936387074,0.013915093112591578,-0.12529251972180977,-0.10471532741874848,-0.0658099463715207,0.018485852826900163,0.061951858072421304,0.0116334712145046
ITGB3BP,0.018644258511884483,0.007416472448083984,0.014877494266603508,0.0057014033858991285,0.061771356294839964,0.09172076701157704,0.008662179862397956,-0.004680112978365385,0.05486299897807763,0.05321657511078481,0.015444484995021277,0.021617611610027728,0.005980798514532303,-0.0025916329890050883
AANAT,0.08835940621201445,,,-0.0035748827169947883,0.026184945339697296,,-0.01794694035407655,-0.024146090786512708,,-0.025238460216589407,-0.017503196396759672,-0.005160336473242936,,-0.01870528492869522
