,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.061954486400124485,,,,,,,,,,-0.027761424153260574,,-0.022578294509225782,
BMP1,0.04948474678039659,0.03623441474109043,0.1503941848986099,0.04429379530159691,0.03364505162893555,0.009871105868425942,0.036133310613759725,0.24414577887307087,-0.028264130018432032,0.040037945461747,-0.04550797245286981,-0.136324197883158,0.07822806997694778,0.18383550121386785,0.14366282725056917,0.06097295482240347,-0.06055382741383072,0.07644569670216497,0.04558715598349274,0.33506590249524637,0.03739179323679039
NDP,0.004863929829496841,-0.03316829084120067,-0.016523313787263162,0.04343895638363097,-0.01410610872651571,0.12166421725039148,0.06680961475223965,-0.054493439467364284,0.0055156640583599575,0.023172682553722346,-0.02803468878824866,-0.04915897734890673,0.06207533527854369,0.003739330929635753,-0.059132375482564156,-0.0417977624100212,0.027320879749340637,0.06771764846943608,0.010766746745167777,-0.08083591905199303,0.0033387695073535933
TNFSF18,0.021079166269942756,0.02985810596035872,0.08623878243519277,-0.007915415688696394,,,-0.012534821910644388,0.02050109172001117,0.0443181767251019,,,,0.0005884814459990297,,,,,-0.010107133244808874,,0.11105069638823939,0.09666519874756854
IL36G,,,,,,,,,,,,-0.023978499268729386,,,,,,,,,
RTN4,-0.09861562048884831,0.01907021034510398,-0.05772009588948821,0.05835958539227094,0.032154788513212615,0.07547875207148451,0.13412547762122898,-0.2717723169108456,0.037450238102337684,0.04503527752358364,0.1550223693559586,0.18844170288117995,-0.07005710357598056,-0.06402404187841408,-0.047944007231256705,-0.055980626859440275,-0.06274094149521521,-0.08523997274325464,-0.04047566229359341,-0.04264943513165731,0.01820727194271079
HEBP1,0.023243766680750687,-0.01638104234534277,0.05966253154416061,-0.022400452778133174,-0.05768258203308894,0.02946308527681494,-0.043194886823802986,0.1480130982942895,-0.02014049848722345,-0.017150078391503117,-0.0685281516696868,0.046394874267653013,0.023926038942692972,0.10834490627196311,-0.023634448520463768,0.03414303254910365,-0.01731918850220262,-0.04601055608805062,0.02867486342228623,-0.003669733927592373,-0.01377384698762544
WNT7B,0.02785252295030265,0.017086869769111057,0.019156827163523616,-0.014035259322869038,-0.02184769186990212,0.07292118932323458,0.06953131843603425,-0.035717909599495355,0.06387092527135484,0.00950789376121635,,0.06557506877790385,0.07762832278266936,-0.0062286990463404045,0.14052141456978207,0.037852381886856905,0.032339357509441724,0.015126451013690824,-0.008590345560251882,0.11446789918198434,0.05769142639065577
PTMA,-0.08602634345244507,0.02450615572878113,0.12919060204509933,-0.021917544841651995,0.06282275590257674,-0.047928909382588716,-0.09410958529350766,-0.14232058415904617,-0.02555486796556805,-0.002413091734731207,-0.1658507257897822,-0.2356136115566253,0.07467540327655668,0.09773318001779234,0.011729140115764803,0.03048114912185063,0.003999439037073664,-0.0937812668534011,-0.016498215744526295,0.285072011611449,-0.010820420827787789
FASLG,0.014318937101784774,,,,,,,,,,,,,,,,,,,0.10202000608627146,
