,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
AANAT,0.01910855109265664,0.04972914131152448,,-0.010504578313435669,-0.015506875167027607,,0.019468962345725257,-0.014114504769829325,-0.05118093333219223,,0.01703327437418408,,-0.01362060115129904,-0.031032775888138
RELN,-0.03222102833810594,-0.04309308753365592,-0.027854063028329285,-0.0182335955038965,0.014382568927354346,-0.008981216858193825,-0.0005290226811419909,-0.021857056260628806,,-0.013284227538876167,0.04767550625891598,-0.02272073617679655,,-0.012765072839294702
IL15,-0.04596493123403624,0.05900965595858084,,-0.027828479033537426,0.010313500952566834,-0.0122642965299165,0.02233519750769063,-0.03193153214775132,0.06321005777231102,-0.016030762695168527,-0.0005317769225587517,-0.005158783485421859,-0.008210889859262445,0.0599821654281102
UTS2,,,,,,,0.05044535662087277,,0.05413220387134808,,,,,
BSG,0.044060212573707805,-0.05847202511035086,0.032241235082827634,0.02525050523624745,-0.012287506493242908,-0.015788359882316163,0.016007920700981677,-0.026965542595318682,0.006518281575251989,0.11804776424393262,-0.015777358754843946,0.041387138411935906,0.0906285491111793,0.060891562887500326
ADAMTS3,0.001953693655803475,0.004599649409908244,,-0.010518052439979131,0.061153433731910914,-0.01975423380313521,0.07923389133823404,0.031345759135807706,0.06070531196660182,,-0.02429474415991157,0.011878681319598254,0.00967980723912905,0.01007365404624635
CD34,-0.05275106518693785,-0.02985427425843702,-0.013414382799223154,0.011455323548764475,0.032156997658104196,0.01722856474581315,-0.007583606843174395,0.008338970456401874,-0.03407363424406872,-0.036975215910130546,0.00654112472845112,0.06722233412823095,0.049052654257194586,0.03631393335364465
CCL23,,,,,,,-0.013742996212138653,,,,,,,
PLAT,-0.009960052416041837,-0.016023878445817798,-0.01861250628477003,0.00607239430902259,0.03229639709676762,0.0299983138844062,0.05665919870771066,-0.05542786644558261,-0.09399221674773268,-0.05895567101973434,-0.007830720135888104,-0.011082190268927022,0.009349597671591076,0.03825290423009504
NTF3,,,,,,,,,,,,-0.058741477774718526,,
LTA,,,,-0.013287832127558213,,,,-0.013593739054789328,,,,,0.007107145641589259,
CKLF,0.012649978436575065,-0.015776661074197413,0.009382237819400396,-0.05556390860061955,0.004664867249024154,0.041613912970483995,0.05585576363422466,0.0213813651727057,0.008076466436779412,-0.15061856855549163,-0.033951805585062805,-0.006416762173471644,0.03051243819488434,0.061145589349754136
CD24,0.05900942511640024,0.0353004338167616,0.05481813413689315,0.05787905357543923,0.027003679468653157,0.036116604476608215,-0.028236845664061358,0.015050708586897981,-0.03224065073719175,0.17135537155468716,0.0905727668210215,-0.1050041270716777,0.03249446357585919,-0.08086397723540456
HSP90AA1,-0.0337638469103428,0.022092726475399678,-0.056614392043303624,-0.012190775955658525,0.006265244948074198,-0.01879363002854788,-0.04900653775183582,0.014330894089267758,-0.0465625099018183,0.027882244283998103,-0.06560512880302172,-0.055290713583153024,-0.06638632027762524,-0.0992565787094312
BMP4,-0.04555511933510386,-0.010993503390304504,0.04784109178907284,-0.012827263398706741,0.06885995895809978,0.005731140301355039,0.01710978052633283,0.03248090028654931,-0.03868152601823081,0.015499198904785039,0.04555161423532905,0.004728629306032372,0.020221275303108417,0.05310322773215254
SCGB3A1,,-0.013758078922822981,-0.0264380100765422,,0.05980062938705298,-0.015655591430632946,,,-0.042339798719929864,0.0039735456144747335,,0.08700944242154479,0.005637964157862662,0.01228612050155988
IGFBP4,-0.037079281605437775,-0.013117037044890877,0.023767550818683324,0.018468800178737785,0.07371980564387907,0.029015756108731052,0.04340061651327461,-0.020120303456845647,0.06986141490484932,-0.05055390665660218,0.04744939229320929,0.029821596847216567,0.026115009880792128,0.02896497458147375
RSPO4,0.021534761418713518,,,0.03602778484556435,-0.021313659072793808,,,-0.015810346086489208,,-0.04572945961641797,,-0.012519561568432713,0.010162739599921504,0.06545487118825535
LEFTY2,-0.030447004041326216,0.025991084764830173,0.11015039829717795,0.01197372213157963,0.10345468429177021,-0.0351547984074456,0.07068331906919996,-0.031678029265166475,0.05026964723565562,,0.04821061285623247,0.03146007358373583,0.033251982841473335,-0.04157352447471881
PF4,,-0.014271798387719678,,-0.009045494816796198,,,,,,,,,-0.03880635843942441,-0.0306536057587745
ANGPTL2,-0.05139276620122804,0.032534600066857204,-0.012421420552843216,-0.00221813410002387,0.01397151879605061,0.041768128328890715,0.08802444940019344,0.017632668727042052,-0.015461158140929897,-0.07511962676154589,0.016180135610695544,0.022534371068183113,0.058070248808559925,0.06031545898753403
LRIG2,-0.013831845464503544,-0.014513533648381339,-0.005580127779320262,0.051570857138532954,-0.04380863847703475,0.0866007633999437,0.047026643227852084,0.009857419488786101,-0.009395129630087855,-0.025446968427480596,-0.07010188267278318,0.024991216704279073,0.019788287483960516,0.03398824091440367
ICOSLG,0.027995971587622567,-0.013418462611208305,0.015322056205540722,0.04120157180741869,0.004584494942519353,-0.0314244103709669,0.03764211419774757,0.02858541945358431,0.08800796161600749,-0.03146913875354039,-0.015624099498987914,0.0341094103805254,0.0616716439241998,0.06323363576905966
WIF1,-0.018489957353643772,0.02749947204971196,0.008421763302676216,,0.007642560548058327,-0.04591346048952919,-0.019975121495949603,-0.012200469596104947,,,,-0.024455117041708142,,-0.03784005966367791
NPPC,0.04640639417117335,0.09380491569851389,-0.03316867208300651,0.02638725741667368,0.043224973246421106,-0.03003519681495541,0.031128107214483967,0.04744169147122425,-0.05289431212477907,0.15008675066463,-0.02415244520906478,0.02186573949789115,,0.02429894180697444
LYZ,-0.03989986917978111,0.047972061731112785,0.012906554180556772,-0.0445337472813063,0.0014605081011859597,0.007614155455007479,0.04296397686930835,-0.04897751839521593,-0.06433179039894901,-0.09604959300874223,-0.0114830134935123,-0.0032701420858382395,0.014884135742299992,0.031197048457833807
EREG,,,-0.01734104437965434,,-0.029993375396515875,,,,,,,0.014664879927696666,0.007830366229319607,0.07982724292810149
SPTAN1,0.00578053593876026,-0.0009191670434354249,0.04561986294774038,-0.028377927917417743,-0.031767183945029503,-0.051454810009288886,-0.010677291998623268,0.07640380344943236,-0.017875854472913604,-0.03579612951490817,-0.04049366084904398,-0.06113595239520363,-0.06614995627440477,-0.002683219939700618
PTH2,,,,,,,,,,,,-0.041837257326518835,,
LIPC,-0.048934481268676326,0.0207809928679335,,-0.01625542787029061,-0.02063513001005781,-0.019018779188197128,0.045910931543527204,-0.009816890200850865,-0.006929522499987955,-0.058010897935971806,-0.02964590815310704,,0.006381841988198315,0.05191439593083664
COL8A1,0.01754928857763022,0.02813202829029932,-0.030880628515346842,0.046479081777808996,0.0015504012513277727,0.0008711177990698766,0.06763837238034986,0.00622320228704724,0.07502359959431479,0.04300900156447608,0.003991214318177744,-0.0036572295920093536,0.034642012517337055,0.04851238230190361
GSTM2,0.020374792923684864,0.02271065964291704,-0.04115666716286311,0.020537080922709415,-0.02336033848600407,-0.010371114135598058,0.022780890553931562,0.012342611339581542,-0.07526327848875175,0.08841850940304355,-0.04267502779841362,-0.019920861867123392,0.011904964529735416,0.017359635383479736
IL4,,,,,,,,,-0.036453346447442914,,,,,
SPX,-0.0026170977099159243,-0.028258899111242936,,-0.003863144472506616,0.00490648440275294,0.03441999458205711,-0.04235911224819513,-0.004520795912124713,,,0.014088030404010313,0.004708003918240821,-0.021982179225316274,0.04965865418573504
MFGE8,0.04556115694212466,0.01651631441691623,-0.006102810840154241,0.03112275761383303,0.02055953553209839,-0.027497300102257063,0.07719094895513069,-0.04284637854908031,-0.02027544975636751,-0.03502742566297325,-0.01695661183253251,0.04152479868019272,0.08878475798001935,0.03406071129772337
TGFA,0.10753697424610435,0.030938107899780416,0.007301959334151529,0.006731654620827567,0.010984052798832635,-0.0030595649461939664,-0.010164365899220726,-0.03749423440589485,-0.052769256549714996,0.08012995452716004,-0.041545035996568044,-0.03945161379706636,0.05581611116758622,0.03190431212165089
SLIT2,-0.06470867630319935,-0.039074380452875195,-0.019650584612460623,0.011367130644917456,0.009404458718669496,-0.043479321933779055,-0.02109055532717898,0.0020426048316325184,-0.03675441815388578,-0.051754278906322594,-0.03590875521221122,0.05708009024270867,0.04735225273014251,-0.01614586992333463
PLTP,0.0023485133016143043,-0.015092072632916509,-0.009935420716402845,0.013858642819532124,0.028672341760930174,0.008672021431776361,0.06693249289007065,0.039900641497357246,-0.05059144207365614,0.12674038650107916,0.002558615321620004,-0.01790469212421041,-0.06639978305728618,0.05484860024917623
APOD,-0.038722977199979434,-0.014825055083979697,-0.01087586234648794,0.0051696668948924655,-0.048005383802367387,0.03690379824597183,-0.015171281697157597,0.037335463088323466,0.02479394506669989,-0.03717379358029851,-0.05525314388138825,0.052977066233531885,-0.0820892989796865,-0.023669584863481634
B2M,-0.04490171939143745,0.07683927021919734,0.05978227689897422,-0.03734700225876849,0.05141243706900973,0.04085444127545355,0.06760090483877869,-0.009775165295933724,0.01848970185284073,-0.1349212728061087,-0.022789738501856196,0.013922315498456026,0.011024192015961984,0.04714825963615211
OMG,-0.03978812442733123,-0.021476444898125037,-0.028371631903963943,-0.004935665457032537,0.0030883223767587914,0.04900554937596685,0.003535508755839371,0.04581973950365805,0.006966103542847301,0.17058826961059406,-0.05246771469371679,-0.05335378802300872,0.018009055295853494,-0.04894209426873442
CXCL3,-0.029367916433417015,0.027197944529330602,0.013810039774508124,0.019084830862596883,-0.04700370063686712,,-0.01585800911167702,-0.02641201452146598,-0.04142505424106432,,-0.017927704908224203,0.049458500431416356,0.0755048676087899,-0.04858131451462465
CXCL10,-0.013565762711135654,-0.004745179722810835,,-0.010482850999757572,-0.012892114042475344,-0.016763903958995765,0.024353170116525748,-0.02915168658845897,0.043092735237835376,-0.03401629252832631,-0.024152442582884,0.016958516704407924,0.07064719166029425,0.031324972998951595
RSPO3,,-0.018688602114401074,-0.024733823048434644,-0.010504577537266264,-0.0028335294027612952,-0.04070903959663801,-0.01983293213083396,-0.023879137808974597,,,,0.02239856861751827,0.08555203845050353,0.02011720966050693
CORT,0.047614602233597064,0.012941602797759582,-0.03282515296507615,0.002631402958393477,-0.02504383042572945,0.026919462444804615,-0.03432533250430858,-0.04574648115084065,,,,-0.03422446632589585,,
NCAN,-0.08270923512301254,-0.012411365894547579,-0.011022296553740494,-0.01939974598795642,0.016883669388201145,-0.05436437994950152,0.00922629039907709,-0.038053853202160044,0.02828137476412166,-0.1576730292983241,0.0001043558847951357,-0.006305156502115326,-0.05930154491671417,-0.023258187795697327
PRG4,-0.0026212546487835997,0.06292132248332356,-0.0276556093794214,-0.010367565019612987,-0.014774669893965036,,0.004764562567221641,-0.02020499465167122,,,,0.11032442669112735,0.036751095193805317,0.030024714859208854
ZG16B,,-0.01907830301265522,,-0.012032827155778336,,,-0.018549334751579747,-0.010801459698027906,,,,,-0.022467015719427972,0.08896979698109228
TGM2,0.016819651034627882,0.060491981483440135,0.08824689034745006,0.012136158476335304,0.01819628596620861,0.04765443092070299,0.03031380195210299,-0.03293721818318559,-0.05712560619133506,-0.00466755210737152,-0.01759796847236525,0.028224090287562748,-0.00412414889716928,0.01867538600992645
VEGFC,-0.0028206438998681763,0.025485436445969237,-0.021714232196052296,0.07885089613889691,-0.022743112819159743,0.006678339226784955,-0.022651684230547826,-0.029085666058999957,-0.04132242184687845,-0.08009207785788836,0.018737291928524812,0.09498698929834552,-0.0021037760507882828,0.03758791345782604
WNT6,0.021829191189127992,-0.02219835841197744,-0.04707013611703744,-0.014339677379490526,-0.02035807268923013,-0.012579389341790384,-0.01689497618153968,-0.024038263295489633,0.05105801811282392,,,0.04884829252908022,0.019698944429073346,-0.027021487402100274
NRG4,0.0379522716405913,-0.01267167496731286,-0.018539329952199143,-0.012617800902182839,0.1003505871725795,0.03216864751140333,-0.02139966119614215,-0.020751352991957992,,-0.04960160175454649,-0.018988149809843154,0.03154780169337214,0.06666401012215843,-0.040636172525963306
PMCH,,0.07864432598031389,,0.048421946081515836,,,,-0.015810345323469244,,,,-0.02000149941241357,0.08567957002206143,0.09993261795140769
COL9A1,-0.05161832526827501,0.08838298877281588,-0.012537030999335196,-0.013178372122963642,0.04533610642252995,0.02246239199362674,0.05437292598072153,-0.028949322729845225,-0.061906070900686186,0.0056602914049392284,-0.06102178766542161,0.0002390838453048957,-0.008210732147472935,0.05230960428288178
GDF11,-0.025990008748770988,-0.033497937952050263,-0.027374256556238694,0.0701813280805918,-0.008039539578707481,0.0036551092981321172,0.047968982814906,-0.007993837755519555,0.031791945633933956,0.014925930369497128,-0.0007078432454123561,-0.012577343299948926,0.037681590031470494,0.017154000241828393
RAET1E,,,,,,,,,,,,,-0.030338213574010748,
IL24,,,,,,,,,,,,,,-0.01173855986121888
SORBS1,0.01048102323186125,0.02292695186785465,0.029162912603204957,0.0027142868326952593,0.020647456706231387,0.017816849916042852,-0.016329704491812813,-0.02063843071391405,0.006863277187901418,0.08115499469233617,0.018420818599126868,-0.0026616657787916467,-0.025829992104563118,0.012042679452189599
DLL1,-0.08376290828656124,0.024335827779561562,-0.037238198497022375,-0.0027358669285167704,0.0023306004351519548,0.01883746490688475,-0.00016212819190175996,0.02011257654965449,-0.064837489803297,-0.08941097860509421,-0.014771389203864801,0.03462387494175572,0.048680097170233555,0.073005780820419
TLN1,0.005235380569076196,0.07543463195042924,-0.0028846839104278085,-0.027295301245181928,0.03757718868500435,0.004711569605361721,0.014429122106369707,-0.018321544504003046,-0.056287838133138396,0.06266957268283337,-0.04989224539879465,0.029580772309852545,0.026125140589601484,0.07598683083331072
COL2A1,0.07190800509401002,0.03681389789618067,,,-0.01319602155924373,0.04110502590564397,0.03219159488018928,,,,,-0.04213638082037895,-0.040248528539948106,0.13291945075511108
SHH,,,,0.09410250924511364,-0.03345280747037886,-0.014875238286226906,-0.012466326253077429,-0.0366582344251052,-0.07030393498767265,,0.04837629215087627,-0.03569324098896731,0.09465986868351171,0.0025698265419739318
PON2,-0.044012234864616084,-0.04121619932684866,0.00406070712274614,-0.021662946648093432,-0.024787143133428932,0.02709449283244306,0.06418020339119364,-5.06419484047373e-05,-0.0014991989846694094,-0.006213527523914436,0.0019612275879044017,0.025789093558205148,-0.012791679418237507,0.06324363661569597
ICAM5,-0.07902774394928015,0.05575873143506729,-0.026438011947557457,-0.016791423799277706,0.05531091549591652,0.006602408539021842,-0.030988110040006983,-0.026262723564302093,,,,0.008545012882943482,-0.04528306820398976,-0.04350591765131596
HPX,0.036372266761479415,0.006208241175490472,-0.024733829550873852,-0.0021459346576959953,0.016545252947322224,0.1941760252994782,-0.023092572960719312,-0.021197195205912255,-0.09099950505312132,0.1441390166991009,-0.025458229631445842,-0.007757710090839082,0.0438814919030526,0.09047516855892239
SFRP2,-0.04415488024176682,-0.01829140259234844,,0.033772003818623685,,0.03469839584307369,-0.01265616962755311,-0.017666476061829393,-0.03645336790330958,,-0.037406831942137175,0.08777612529273608,-0.022977912037995776,0.03389339424618183
CFC1,,,,,,-0.021256090924463015,,0.067816269835898,,,,,,-0.03595661888718185
CD70,,-0.022615637807306136,,0.0918171709090409,,,,0.02064818393554082,,-0.019135080491660898,,0.002939554124978658,-0.0019078470448917063,0.033984096127896275
HP,-0.006992761275005495,0.00254507709183047,-0.01608254458157876,-0.028380320583073607,0.0051146656078386084,,0.016647289512157368,-0.02216086604976943,-0.06090755219903007,-0.0007836992334385448,-0.024318930945168054,-0.033839402529954876,0.014515650045445543,-0.04844083238488875
CXCL2,0.052764840288424014,0.04566264964369568,0.11115021209327929,0.06592211560235568,-0.07247792335376947,0.09669321867271903,-0.023267901291660363,-0.032339015303712526,0.17429006651508483,0.02916864939022159,-0.022957891983693527,0.0740899624456116,-0.0048635433962695455,0.1048268539077735
NPPB,,0.059692832365459525,-0.045070129313824085,0.01998502851611901,,,,-0.011903231475278804,,,,-0.029894308119956945,0.15923647797394602,
CCK,-0.09497616635566439,0.011584045903329506,0.008081948496804962,-0.006860805547842443,0.012883872230044505,-0.09483851128398624,-0.03196102178530386,0.06137483757901558,,,-0.010403483633497678,-0.06058864550492923,0.011364777266328093,-0.11337450380790218
SEMA6A,-0.0008330678580868672,-0.034030558390393824,-0.05129080311465395,-0.01983972425269296,0.00028387780575829026,0.04675699593698751,0.04969531878615278,-0.00461492012325863,0.008882651023845133,-0.09386655354148096,-0.043699007867253885,0.0052337489050963675,-0.008746568920893481,0.060713685614500926
IRAK4,0.0008652359988552426,0.061953909797361706,0.037370786778752926,-0.017597376511012095,0.07385194645909478,0.08314128908614074,0.10801261537286029,-0.0009402324411567013,-0.10009133710316044,-0.06522746635391911,0.07132903974802635,0.047153219831466364,0.048305721028598876,0.05318625609650179
GSTP1,0.06462015438639118,-0.07287270016976441,-0.026598478325493995,-0.04399195059426902,-0.02765483644904324,0.04607606598059527,0.05721768130204263,0.0012347681426079157,0.06536604636959166,-0.08903911298800268,-0.041354658650252646,-0.02671473756725043,-0.03581785163185826,0.10841469116315106
VCAM1,0.09095861269514312,-0.014430484989866035,0.01751102089415028,-0.0007622831356724048,0.009342809554327501,0.03627930674210669,0.0634138718808819,-0.018852699203816648,-0.016371228237927717,-0.00518553664839423,-0.06796780868465126,0.1014628244327956,0.04636225883045595,-0.01685235159206854
NXPH3,-0.013297235157615562,0.03822994590467793,-0.020289411874982576,0.0492168659183922,0.05600437928309064,-0.0003136709709968942,-0.030537357407792908,-0.0037676874646701782,-0.008950196248215801,0.08215486775229014,-0.004848546007504202,-0.03967804709501583,0.011953618571671825,-0.0074705637889907256
MTMR4,-0.01643760689338303,0.05208739693709445,0.0063498007766819246,0.06968376213945572,-0.0261779756251027,0.010871391838290903,-0.03916888677033155,0.021130210541548514,0.04689049976134331,-0.12140735334196694,-0.020608206887118046,-0.03653407502413993,0.03408776925786805,0.031075115419984176
LAMC2,-0.0302576772723232,-0.013931307985800173,,0.059799412111969895,,-0.017235798549761754,,-0.014984840453054824,,-0.049601631490944445,0.008909957430994457,0.01870018584764346,0.11002969281950138,-0.025610345463451104
IL10,0.0869199050877528,0.006266110080995129,-0.02581054932141763,-0.027054074998361627,0.09047234451019667,,-0.020809255746024227,-0.007673876584049077,-0.00571379406237904,-0.023512106106834192,-0.017708638258140258,0.08625180528725997,0.041634641896064875,0.12170174894002433
