,UKF260,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH916T1
IGFL3,,,,,,0.01189625206210568
BMP1,-0.021511447108572602,0.013790298012056584,0.10963610332167088,0.017169225908695202,0.11759245204615232,0.020946026411784217
NDP,-0.01516434067183301,-0.03694484593129864,0.03268182098291561,0.04326280365527585,0.07530759126458231,0.04665085307883637
TNFSF18,,,,0.010741809134157971,,-0.00916625753128632
IL36G,,,0.034359124800254104,,,
RTN4,0.01610365333199954,0.01916708178213984,-0.08441164324171407,-0.1049490088017218,-0.1231973385320986,0.051411387498958766
HEBP1,0.08468245579718821,0.005409561146263038,0.019006681949553,-0.016774201890697893,0.02160867995760249,0.003534305604855916
WNT7B,-0.0055043481253186565,-0.015148166634115357,0.007518130869702216,,0.00509164034114992,-0.01962334636469145
PTMA,-0.0008082585720607738,0.016341455042136525,0.08997034583597885,-0.006451414584112678,-0.16595975506330282,0.00361814501172399
FASLG,,,,,,-0.013204615608061646
CEACAM1,-0.015098610826621763,,,-0.019290460222493117,0.024416740440197444,-0.01837228321359951
PDAP1,0.031465973483131626,0.009404701111084249,0.0783510155693203,-0.013431384570591563,-4.6876617270203243e-05,-0.009228695327815747
QDPR,-0.0035333227341823414,-0.015600908123026603,-0.03715899501904636,0.046554341239830765,-0.15400232496724195,0.0769626621798507
POMC,0.0110824715113062,0.04948936935767589,-0.01113953757165882,-0.120014944348533,-0.001993571839533654,0.10695864608702119
CCL18,,,,,-0.054806409178004965,
CCL17,,0.026822022481229092,0.0020321599870899215,,,-0.011968500911314772
VEGFD,-0.027491929079436664,0.02842176917530711,0.10000317339339304,-0.024730863201435055,,
TNFSF13,,,,,,-0.019501673264806542
WNT5A,0.03939866732646659,-0.021893852748357777,0.05030912882789405,-0.0519794903555,0.10532455834817403,0.006118328780093347
CXCL8,-0.0695281512330767,0.09668028068829798,0.048201407612171426,-0.017983442196953293,-0.0037825452424744793,-0.018440750328758512
GRN,0.011119474155158796,-0.00728021050913306,-0.003242861275107874,-0.09352593240593071,0.06839120969095977,-0.00016379691876619348
MIA,0.0031534902374653,-0.01564086033401269,-0.01676101394849975,0.011657520287588718,0.08395319651085738,-0.026846709099911683
COL4A4,0.05819263380358426,0.017227386386638247,0.045528508703715456,0.08039246758032512,0.07632000178449395,-0.009275183121410874
TAC1,-0.004941741936282791,0.005693181369267368,-0.08155905477886796,,,0.08806388743589938
