,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF4,-0.02395388820350138,0.06614476226095653,-0.031214294527106345,-0.015614339183290396,-0.018481834245041646,0.07357656752379539,-0.01381601338847989,-0.007445226520299922,-0.0334245823356274,0.07579537574223387,-0.011369078825346525,-0.011851633670191816,0.12420558970654658,-0.013887260638612623,0.0175614797457633,-0.04710703496416562,-0.013152770922907822,0.045597825828027044,-0.014823063132296877
RBP4,0.06209110832512197,-0.03134133399038062,-0.04140611189858643,-0.028338182320647016,-0.006653636311391289,-0.09603929901894133,0.022462671165342764,-0.017766938701074802,0.05021928306421635,0.05479767464607256,0.14638589501608668,0.054973784145405435,-0.07355443135007075,,0.07155679031907898,-0.004118093342559789,-0.005299303327922446,0.06734774744076565,0.08830240276985855
DKK3,0.00889105143299499,-0.06423557546070202,-0.0051006943079273115,0.015102563779309195,-0.0401356125494209,-0.11790687410254325,-0.009747118919694465,0.027279013127579285,0.009650033255615068,-0.1457289459600106,0.06662345144330507,0.0788286417286562,0.1363691943908957,0.028377097298889153,-0.03694033911424305,-0.003114494077298123,0.012589498430796446,0.013367906433612289,0.06820131096418221
COL11A1,-0.015416860051262674,0.037886358281761255,-0.08258467640438577,0.04351583202148914,0.03849077933522707,-0.0441371400329651,-0.03362952261564468,-0.0023376716957041977,0.1586181601132373,-0.08807663038291787,-0.04933373522182316,0.092073603425526,-0.04901128188889336,,0.0601560417779734,-0.028974918630385954,0.00465232096524771,-0.004974498900917989,0.020644464072385064
COL5A1,-0.010856186214487555,0.029992050568351424,0.020699439081837013,0.01999190343729124,-0.003685172040472011,0.08674714151698365,0.0026967419731511208,-0.020009646711145426,0.008772514016365127,0.05583625828265125,-0.021937651095169597,0.08942091351228366,0.02864612267872873,-0.05670327604797882,0.08964449693171826,0.18675025548158886,0.010742579688681477,0.068154715346752,0.01883355598284323
KISS1,,-0.04108045647053355,-0.0050382400219939425,,,,,,,,0.015028827379852498,,0.06017202189990308,,,,-0.021370564853535313,,
MEGF10,0.009918652094456644,0.021129353922708982,-0.016816835166569604,0.02349479072527497,0.01370834296576894,-0.04223219812797677,-0.02007552826521174,-0.004595256745421627,-0.03726769098760532,0.22345584658276227,0.024983547419581587,-0.05277621357318614,0.02008563831620246,0.007944215693648912,-0.06619374987648222,0.0595063441504376,-0.003778738096974056,-0.021622808654242574,-0.03442334888570344
CEACAM1,-0.01580393568753256,-0.017760009666728714,0.011591557190128011,0.03469055733262694,,0.004341041425076112,-0.006228112275091655,,,,,,-0.0032590311118667063,-0.03033490716736729,-0.04995695075342198,0.03229621992602659,-0.017163928396483053,-0.02764704484663498,
EFEMP2,0.0398909553588664,-0.004000440162014655,0.03824101809538114,0.007909540351159521,0.06696344008982612,0.06493770661483579,0.03366356529878552,0.003650419962902196,0.03706833013120438,-0.25826730374728324,-0.026303848883327246,0.11396829085771219,-0.03067485306651825,0.01607942057763741,0.10378997014985177,0.0004685980246212552,-0.07258768697609379,0.01574305607942217,0.01866176848815643
IGF1,-0.03929267739760851,0.016015375496489234,0.09696384841557835,-0.020787441631602344,-0.0073743138637987725,0.01049637880292181,0.0034408706290935146,-0.04200201435852829,0.059420691382699876,-0.0010026575000522003,-0.0048479670717630355,-0.011580120966580811,0.038793304867179856,-0.035507648463790745,-0.035307859179421246,0.017171941607051946,0.05288826173362459,0.08486624284397837,-0.0375212235028852
COL6A3,0.07126854310325928,0.08055992977964545,0.08177113762440462,-0.048633645090674346,0.024653084670028233,-0.028699463398926598,0.0021591072731923,-0.0450686898734816,0.018907473498382833,0.256525277532851,-0.03821172557042125,0.10841852621661915,0.02385269827602469,-0.02798445216545533,-0.08029224386818339,0.08446864208417029,-0.01074118246267488,0.10037669291272028,0.1333509410370479
RLN2,,-0.01708981216672277,0.009171323487930448,-0.019310016216640934,0.032323306255731134,-0.027928960474838657,-0.026587187415286716,-0.0469457095954495,-0.026765035154478294,,-0.016615011801067475,,0.2208553765027983,,,0.033625629746366,-0.0178215453105136,-0.034996470735398584,-0.01992550893112794
WIF1,-0.02341506103228574,,,-0.02520508874620295,-0.04217048848353739,-0.09983576842281479,0.025035549005429786,0.0615064454083601,0.22796206369876032,,0.07987857256207563,,,,,,-0.019866011612618067,,0.030944758759824175
IL13,,,,,,-0.023974353658351447,,,,,-0.023109613697681282,,0.06174543550370733,,,,,,
PLAU,0.013618546664871709,-0.04191555031860406,-0.043240200072757196,0.02887851739290961,-0.04004405235755475,0.11955162027278193,0.05165036947454415,-0.04101075675459626,-0.03840306012671217,-0.045392458232726106,-0.07588614871649577,0.07243843381794017,-0.009721725707378392,0.003935126895169445,0.10185599375286607,0.05297853518212259,0.004670723501256648,0.0011653446588652811,-0.009187248652813609
CXCL12,0.010046614046211499,-0.006552488988547159,0.009980199633901447,-0.04874426778143453,0.02602284714820171,0.02169640813653951,-0.0478383482866367,-0.004037862897991773,-0.03025141095966213,0.20783115229370813,0.05679616014853502,0.10135892356621823,0.03975649865379054,0.026685398309199714,0.04144970555245182,0.08301121010639258,0.01713265464153986,0.05111400805397948,0.21613368814573897
MMP9,-0.004886135825055921,-0.016155145949731445,0.035556940194475875,-0.015878656707579243,0.02127390032167931,0.09822896999095827,0.023730164658124733,,-0.03161502656089024,0.09635559131465167,-0.028241771861699374,0.08404753208496157,0.1408718737333948,0.02767202620931757,0.08712462427718033,0.04093038799861048,0.030205813216927335,0.03093495964916938,0.07623031776686415
TNFSF14,-0.016432795465366076,0.03133270800435623,0.005506998354325767,0.034894199282167124,,0.006888649892363805,-0.025232163990347153,-0.023973724323448138,-0.0030037141716017113,,,0.022979017024460792,0.08430692188848037,,0.008893177742227698,0.029526504571923188,-0.0234614509715263,0.0528043192838194,-0.06152790273065589
HBEGF,0.017502729450924338,0.0036015472328807816,0.005232296217354965,0.020058425898272832,0.043100811783264005,0.06688663277945105,0.04933057468236103,-0.043716289275272414,-0.02801483715491418,0.11107321487329688,-0.009574143430748,0.06369768566660568,0.04098363328697685,0.004524580638409856,0.004115515947307494,0.031493719387959876,0.00703832014352624,0.01899070993228091,0.013470742558631968
NUCB2,-0.025595294903722234,-0.01277135483081453,-0.008457712459824893,-0.0273579133022386,-0.003596845308130988,-0.009025356324965853,-0.005984429257554755,0.00338556148587633,0.06803595210253986,0.05979184256416386,-0.05480657128450488,-0.06752659774635968,0.0736922517185009,-0.007700606606599223,0.010503437371346467,0.029184781376019594,0.02216334821980207,0.027562603683727864,-0.044858929940094716
VCAN,-0.031163509129469375,0.013539059161718327,-0.03387505290640722,0.051893332741475756,0.053993970468002375,0.08083015557179926,-0.028533161707402672,0.006665844327144184,0.011627436549331911,0.184433111756646,-0.10455210086859043,-0.11784419104191689,-0.05454011849954365,-0.046422020848645724,-0.028840345016645987,-0.09893379022893156,-0.039460218317366944,0.027027465887947976,-0.08017618317519414
VEGFC,-0.023953879651811553,0.0017224496406251875,0.04180073036900597,0.0158431537560461,-0.036056640366066844,-0.010266457413596292,0.010676290665050717,0.041700239672615956,-0.02402476035728556,0.03550788835854592,0.014469896879837863,0.07884565504333337,-0.022554114829667536,0.006347824384486753,0.15467014216776234,0.055996827389421015,-0.036473503202486365,-0.008609382635025137,-0.0004819415070602316
LMAN1,-0.04045846102458181,-0.02862272257345289,-0.012876384717329891,0.00029468107542883145,-0.0030846275389474183,0.11171962279211914,-0.056349484192887114,0.03258358448337452,0.03384292820398187,0.18530615851219764,-0.02371447284585486,-0.01546744032105737,-0.0054087163603732365,-0.003616144000007098,0.09498033691301955,0.04104764026603611,-0.000798019537564992,0.05589754122739678,-0.03803910638312496
IRAK4,0.00944615132423176,-0.022650167490118674,0.04489728417888324,0.06436509298688141,0.045996845846183916,0.06708415790496565,-0.017104428203422475,-0.02680957662311802,0.0179352406695808,0.12680011180131087,-0.024089731202851142,0.01987612701667395,-0.053942197335780005,0.00023991967753588203,0.003250167601929899,0.12744657727925668,0.015720827109730783,0.062279710893893794,-0.07789883522694392
MICB,0.09502284004454614,-0.0323532617848597,0.015524961484964971,0.04317933233095763,-0.0018410705229687792,-0.010144946664968662,0.024728765755224383,0.0020898317877227797,-0.03790060438052305,0.04624454978275311,-0.04071051595442244,0.09832803304910612,-0.03629205354877827,0.0340691432858337,0.1064871621956514,-0.01451639195507963,0.05812339278831727,0.0028611855617367773,0.018563351474477026
COL1A2,0.010250384119052807,0.012454270416576076,0.036614989192417374,0.025227467436667223,0.05140524371278949,0.11927722194770345,0.06866792431733593,-0.018266732222484438,-0.009096621076773692,0.11394357992018711,-0.05641664920433119,0.07898570877863488,0.19118179650114625,0.05903337385179467,0.10374462136289991,0.12074254223325342,0.013845701949212532,0.06829507525379752,0.11936654516672925
ICOSLG,0.012618480522606475,0.006173967622634993,-0.048398196746370366,0.06039807276003736,-0.03085825771814429,0.04133957934232765,0.05277633185004369,0.03167235180164995,-0.0356481590107445,0.07822928033084774,-0.01981628686635461,0.12227752042788509,0.06994291845728995,-0.04930805348353647,0.04015227082650758,0.05609425450231698,-0.026713809151633093,0.02970343036863072,-0.011527848951919186
GNAS,0.09665384076922139,-0.013946040675006328,0.022922327602705704,-0.02388928791268026,-0.06722345080971287,-0.10688974492019733,0.033332182420572176,-0.01779004054455338,0.07788089139741683,0.06344567542116264,-0.07036619808831282,0.0668723758708153,-0.034416026789140124,0.049220218570453694,-0.01524323032597027,0.03012817106314904,-0.008730013873887416,-0.04533134708102614,0.06011253128837201
C4B,,0.04917455327133368,-0.010321369230841522,,,,-0.02753520985610537,,,0.027507079293721783,-0.00560149692758761,-0.0467734494691319,-0.04361365806868374,,,-0.04412027904484574,0.05226290303614385,0.020041723698224035,
COL2A1,0.0014691983899211682,,,-0.012031227952464753,-0.01954451002417921,-0.027663961393898984,,,,,-0.01637324065888508,,,,,,-0.034229311978499405,0.09601744679844189,-0.038261801996422755
GSTM2,-0.025309283547467306,-0.006970389957926688,0.008345009940129775,-0.02742796039569537,-0.014873446409392813,0.008998015419977483,0.013585637995763778,-0.0004202364399939281,-0.03381577395904484,-0.021807246541070233,-0.0022604083254732866,0.056178935284958736,-0.03522684287028703,-0.048832108627291315,0.03841468360859036,-0.015885081234702635,-0.0039639037515812724,0.04210994441350929,0.054746199738688696
NLGN1,-0.021158334686030674,-0.04057291195432331,0.008276684590925969,-0.010633625584751841,0.02579555992306717,0.10444488640287809,-0.042497947513378515,-0.01899132921657883,0.03338191413687725,0.05960306119973942,-0.0029601845998687383,0.09288563513913357,0.11931867618161411,-0.009247293527341164,0.07803546442491377,0.0077798821128069445,0.03927851865089942,-0.030462931671059526,-0.02505116215074626
SCGB3A2,-0.020137823575044195,,,,,,,,,,-0.026886014164636082,-0.017487479576444982,,,,,0.0355612513502393,-0.027778422182658784,-0.0324320447877159
LEFTY2,0.024903967323191698,-0.017978131451695696,0.023813425331712757,0.020716075993963756,0.01842813847954116,0.09111989009137596,0.02932743359938345,-0.023973724323448138,-0.020667610947903963,-0.06475684831723984,0.022868122562711916,0.018042465390619194,0.07185493411839289,,-0.047144500072772474,0.07081467304980278,0.024206968567904868,-0.021464916141513666,-0.04796674123584024
ACE,0.029255298470269173,0.03333935805989526,0.027097783717100313,0.049808814153010014,0.07610140145303655,0.07082266000940088,-0.03013435209523616,-0.014616833305900606,0.10629146610959325,0.09716934110515092,0.06802760342108301,0.07859654956342275,0.1285753329722554,0.011067250694023704,0.14521447011650895,0.06217396521120874,0.055310819616180784,0.0740026557158101,0.1328886690632289
RPH3A,-0.05017588782471801,0.012901550351598266,0.07836755384338408,-0.04483018831946337,-0.008055548283900753,-0.05889556040664511,0.01527793407189834,0.05425701313673715,0.06779325157429666,,-0.01749693627907249,0.019272201736026694,-0.05326020441119194,,-0.0034066152799122488,0.004257269770422956,-0.013289157788767712,0.014444967336166747,0.042252156298463704
NCAM1,-0.006984747452381687,-0.008663527705850821,0.013419493610150048,0.08844055928898356,-0.008678109813361305,-0.026260421404742548,-0.03664321283218156,-0.04393150428025595,0.024322243729758834,0.32630852432911905,-0.007523455334631469,-0.12298501091430329,-0.02357110645507266,-0.08341127338784492,-0.09591588970376652,-0.023560255333055623,-0.06058694324423336,-0.012843602410464137,0.047710164271237254
GIP,,,,,,,,,,0.04533417314793545,,,,,,,,,
EFNB2,-0.022101550011123947,-0.05288311670560208,0.017893237688925326,0.019545138439856082,-0.02407117111125912,0.023139043272950004,0.04422988241428419,-0.012568158346247976,0.0553998833837247,-0.01606410315972646,0.024451725270931896,0.04936131491808201,0.029698525919484273,-0.02552332643976726,0.08946664612203742,0.019965962725810284,0.017128064998292326,-0.01311494424252572,-0.0403883721977674
ICAM5,-0.033810689319163235,-0.023141893382050784,0.01914604656036164,-0.03190674812267626,-0.03618653723055645,-0.04552945997059924,0.04244025406419931,0.01207899981740154,0.05418786643155506,0.07742150921969994,0.061529605370260025,,,,,,-0.007659405621132088,-0.053744392326027804,0.0344489623432871
CCL5,0.016301552285056628,0.029980368619225106,-0.0562527612764826,-0.02191070167845641,0.03160641841125529,0.05574054789244373,0.043071439130856114,0.006137955032470655,-0.05048711518718411,0.03634114398934327,-0.022212269714841915,0.08397967101007625,0.06843356256934063,0.015809668894562326,0.07392418903393352,0.03394406698540429,0.04145161498214489,0.08183038305854475,0.044724329734404746
PSPN,0.06119788085127087,0.01831520281377653,0.009115063609369553,0.020900979479970955,-0.017290533274340898,-0.015379079335631604,0.051780703888925486,-0.026203264698919912,-0.04898570474308353,-0.04221458517603806,0.09390827838719758,0.08363127343745388,-0.0019256155689561438,0.05305201419518259,0.07508335483971897,-0.01576565494683796,0.039645979736491886,-0.010129703256198903,0.0069407636085990375
PENK,0.02699837376084175,-0.01936391935498513,0.04910346435827785,-0.03215032711860746,0.021945473971422273,-0.08472876709681812,0.033271579084593585,0.04453016538281584,-0.04133526536157875,,-0.028824250860478164,0.1422325008638314,,,,-0.012962172612961155,0.04323145952460245,-0.022550883959314764,0.021944244843943663
EGF,0.05324618088977705,0.036756548764845576,-0.0055549548730271575,-0.025657534283661042,-0.025864414161221767,0.06011501683566274,0.0007937416162879204,0.008779901843825117,-0.02971362522614509,-0.0032621045510336805,-0.030241160318169126,-0.043509375128998974,-0.0016999492670032748,-0.059232029264084135,0.06772689690451002,-0.004966350722228516,-0.022438111035105728,0.011107256313605703,-0.08933074231322777
SERPINC1,,,,,,,-0.024588411853432985,,,,,,,,,,-0.017385734401338632,,
UTS2B,-0.013760379045234701,0.08047782907966881,-0.030550697778127623,-0.013808118200572943,-0.01616151523775328,,0.0006320609526374812,-0.04787915966780569,,,,,,-0.0562381154830757,,,,-0.014765013003830424,
F10,,0.03436702293540738,,-0.015837973348917164,0.045251778276594726,0.06675178067461779,0.02667973323675527,-0.011322772506251336,-0.02861090577707126,-0.05218916540937551,,0.02333543368443411,,-0.031650580749750905,,0.05457333620063029,0.016613265607005143,0.028811420396135868,-0.0151518086691018
FN1,0.020791765739248232,-0.08390424924434488,0.03381004571567818,-0.011294090331457101,0.056087410222270234,0.14029305762145483,0.038377404895793076,0.027948823691596673,0.005737480736696197,0.042308064985519554,-0.06908138174356168,0.11565083677530982,0.1631467555874586,0.0790446750663818,0.21288353103532628,0.13315870224976004,0.05414926113705698,0.03756522148485806,0.07316051923430998
FGF2,-0.012890011248361888,0.010194741187981237,-0.03287551031857734,-0.010407561067007836,0.04575974893804963,0.08120088426500163,0.03414458309253062,0.0018263444420967832,-0.017758234486831562,0.020006671662478596,-0.010820546938810861,-0.046973323539776,0.0175336657408793,0.04440518318248448,-0.014822712099374219,-0.06208464439406833,-0.01133490442034707,0.034737761008589,-0.004472524604189145
GDF9,-0.02310362906006259,-0.042741023946940224,-0.008207784914199098,-0.0020492062290302327,-0.03277948527319166,0.05596687167191639,0.010971344189618442,-0.038052579094829495,,-0.05788064055187348,-0.05098838900747497,-0.042793194857580506,-0.04169037811808154,0.07352269465799799,-0.030811639334720514,0.01434992218840602,0.0314047950931166,0.025480253005431757,-0.0447891318952045
CSF1,-0.0001429479583499989,-0.013147164863862762,-0.009576835245074557,0.016358005853122963,0.045403334348472234,0.08921683710620747,0.02113167233515306,0.02707591689175619,-0.07956895281258623,0.03327458148974637,-0.04477569476527979,0.0727771935925149,-0.03360979886627114,0.020848528101895223,0.06551803310850009,-0.0054208149848495295,-0.03441503705346187,-0.039076318621969,0.042344113437455165
GZMB,0.10349461486773291,-0.016393589641285882,-0.010267583234554425,-0.03558583975357619,-0.014906206822109422,,-0.03480313958685011,-0.027736475044601656,-0.009338137342862006,-0.029245646526379114,,,,,,,0.04137612475745438,-0.022747925600691908,0.003409389155667284
WNT11,-0.015545870640998782,,-0.01828548644458831,,,-0.0071582607043458625,,0.025455515568572392,,0.11736599007486428,,,,,,,-0.027731227875649696,0.009130589763841212,0.041345532052588334
GDNF,0.014841800812454547,,0.008007565919637945,,0.044444824811936234,,,,,-0.002340354546091625,-0.019704479520906,,,0.08702753165739929,0.012933616154562094,,-0.025552108203521,,
FASLG,,,,,,,,,,,,,,,,,,-0.027922867755802813,
SHBG,-0.01404880338794004,-0.014828824166337982,-0.04888444210825746,0.004757406371760621,-0.01912606830907715,0.02455549182442905,0.0055795836418649335,-0.036098674282818544,0.006368446422705811,,-0.015879153535476743,0.19186664852540858,-0.0403642890110983,0.029202217207935376,-0.016989999966298762,0.05296921562945499,0.004930199345064149,0.0644575221310694,0.025767385584151217
EFNA5,-0.015753292507289362,0.03514891020477926,-0.0032242829292141793,0.019827413013072576,-0.03834573450920772,-0.030222478398986386,0.05357417125845822,-0.0157089835296674,0.01535923000661447,0.09967190694828676,0.11185892753950008,0.0034742443049464453,-0.1015431333321799,0.013655206068561543,0.025134962731949304,0.023165546697810416,-0.015953603705492585,0.013313691692872597,0.11514931068310752
THBS1,-0.007442931671855066,-0.02377343419830314,-0.02825989882868974,0.02026491157006174,-0.025200721850859756,0.04128610592606153,0.004800614291500913,-0.027049512240667217,0.023632202401199134,-0.001536303673041847,0.0204828217017775,0.047283471670435714,0.08986753075335509,-0.019178249436150107,0.005344595016709019,0.01006701421128623,-0.016623230766132126,0.04945159191116965,0.049316126261856934
PODXL,0.015279672967899128,-0.005831728056156735,0.0007929490805925162,0.0080723461303442,0.0203033827679366,0.09165332970636082,0.02906647577792894,-0.019756687789337646,0.02924286191215738,0.13775080091301492,-0.009324657474248358,0.08051896533924582,0.07773686200105706,0.042428445464641654,0.15364006004358652,0.12510034981688692,0.01664479674965204,-0.029166007153907943,0.03890927139941249
LCN2,,,-0.036168204272346564,,,,,,,,,,,,,,,,
C5,0.025632830637403535,-0.040342324818700655,-0.014971601269195103,-0.03024037080074133,0.11339022191542819,0.08001008149446674,0.002896966288821172,0.019767787228176053,0.07472430652056647,0.1630439270412079,-0.008775211126388334,-0.005716840409478955,0.09390683794797627,0.02245918292571708,0.14332898413180534,0.020683078061840422,-0.05090381603635918,-0.0015449257215258416,-0.042110284336962234
DLK1,,,-0.008472226224832334,-0.011246160572454785,-0.007687406135806017,,0.019212418640879657,,,0.1780994739454363,,0.14859934001215877,0.03821008160246963,,,,,,0.008999392787962806
CXCL5,0.016865220635078823,-0.0025030937871466856,0.02895011885990932,-0.02939089429965667,0.060650002430757244,0.0029062184295846893,-0.01765221181691605,-0.030034409554153756,-0.03263063695027118,-0.005225477075868303,,0.012453151958471763,-0.039429272995094,,,0.028262575544658823,0.0016000535502102866,-0.028398729240888747,-0.0833645479879844
BCAN,0.007819164915978298,-0.057162947235459186,0.026469235433603026,0.06672931750139423,0.04482331553559744,0.14414271225472314,-0.0194828001382483,0.013619009333728916,0.03466161654162922,-0.023282362017129278,-0.06789987283768646,-0.1006225802619641,0.0025978125618300618,-0.07419057241800078,0.09777125780590358,0.016989350941919175,0.029179565375107585,-0.010058027167997018,-0.04868613226698348
RELN,-0.03929266879068625,-0.03883528347738373,-0.03729510195089419,-0.04256235381474519,0.01832091628957694,-0.05547811670025236,0.006112146406595199,-0.014647765568910695,-0.020119594027725743,,0.011636152978867458,,,-0.0265661449895273,,0.016260281134449574,-0.018457094601741653,,0.00010897888244801678
COL4A3,-0.021047617037617365,0.08704130134826012,-0.008351969538433689,0.010733493767626341,,,0.00826757756471018,-0.02381725083087672,,,-0.02184386741243367,,,,,-0.030118398978773345,-0.024925455326387586,0.000845795912834395,0.15567114366405377
GNB3,0.06767220364060383,0.053620070151084526,-0.0006961516225942325,-0.038454976719234465,-0.0060861192485629975,-0.007633017896739173,0.04213056182427745,0.04379093649133048,-0.01113129734326437,0.005962130950359313,-0.0049658097860122525,-0.023451875571406936,0.057253796632074326,-0.031525278332660014,-0.060414372696193375,-0.01783083147063736,-0.0009417960832257686,0.11655349488242936,0.021375303025763397
PYY,,,,,,,-0.01783873460383575,,,0.037422706705494545,-0.016128009495083542,,,,,,,-0.02137771046331835,-0.029555649245773676
MSTN,0.03133560036159658,-0.04829653894191306,0.029636611797659185,0.05872320063106675,0.012161609733627022,0.11026887740153805,0.0411315005228607,0.025865927611480988,,,-0.028834550155695266,-0.008446256526597595,-0.035007574010994136,-0.07854425854770075,0.07978159751138231,-0.03664538911230594,0.02856842856588973,0.01043632743326118,0.04445885623462017
COL18A1,0.0379999087709596,0.06506217314544287,-0.006081304932079264,0.016619870941705334,0.032951240375861814,0.10371064637143947,0.016593840857693616,-0.03986781835917687,0.01206806559805084,-0.028098061483032077,0.045096750669930706,0.0682701124827196,0.12310053973408146,0.11887809181051646,0.09184439412876405,0.10777728383724985,0.0014040653627508642,0.04393333030506671,0.14230529488114113
FABP5,0.04014064349080423,-0.013707407008189142,0.003667254235641506,0.012890011366674572,0.034282729537459776,0.06603824214974419,-0.015725571059900904,0.02288790669783111,-0.007150247102893776,0.07908327387016285,-0.10734532722177521,0.053659015565202056,0.07939073738168473,0.06442039758545656,-0.006310448469702681,0.033593070191364746,0.027958779106594726,-0.025990563264272393,-0.09274541156502454
TGFB3,0.02448886716830761,0.02965009934103251,0.030041453916218167,-0.021136785685505022,-0.03460489353833861,0.0783847917046779,0.05684319966312348,0.05631565694608691,-0.04453196458901692,0.30365963428571935,-0.032996913278604365,0.058440438573061734,-0.021313709466266463,-0.008436583975707916,0.07560183617640612,-0.017764588050169363,0.05663101827128635,0.054551365805180975,0.0312904059227744
BSG,0.038861707343370674,0.007145501510757518,-0.027721643331101543,-0.04117604765907119,-0.04916252682339022,-0.06964133652430564,-0.0005666729001005422,-0.007172107533919909,0.008776046535271158,-0.2128388152399414,-0.03102918448291013,-0.03282520107828234,-0.0727005768298503,-0.030283899907912935,0.12919482869068014,0.06775366929750913,0.014956542189859317,0.0030435737094364145,-0.03207505383730425
TDGF1,,,,,0.002365147797444786,,-0.02298176404295989,-0.01370148570146734,-0.027931229836290507,,,,,,,,,,
BMP8A,,,,,,,,,,,,,,,,,,-0.022055058307777566,
S100A10,0.0012536816990013579,-0.022667414082715394,-0.04788167343008208,-0.007543554102896038,0.066724968397517,0.08334900370801875,0.028034909567779955,-0.0334907275589864,-0.043633059751977246,-0.12173600498122562,-0.08061411244608291,-0.05210493308103026,-0.06955160368197685,0.013017763601243654,0.10689248643626173,0.004504737470990118,-0.02826000179950464,-0.02249764627681439,-0.14663035535797092
PLAT,0.01844799559918368,0.008733473288478186,0.06872562198570818,-0.03378282506056594,0.028824496505858808,0.10058491556159278,0.028477040135122575,-0.006509427330667828,-0.05131736777861322,-0.005012707023504985,-0.07250990606316664,0.07455532303194363,0.03127828481263003,-0.021493826602557824,0.15029177453549816,0.027407896398132604,-0.011032575542669164,0.01607556720374277,0.027503541196085404
SFTPD,-0.0046438420439651,-0.02711814647021449,,-0.014138101017011143,0.01573186793932587,,-0.0208727613683077,0.028554970139122796,,,-0.015775556426074536,-0.0549926334615858,0.04126519292542237,-0.05353181765087945,0.07150211748891301,0.0135828328778072,0.021048623470651496,0.04749087548904155,0.005799225165589077
