,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk,ZH916inf
ANOS1,-0.013342457880056594,-0.00506774667046333,0.03383409285373804,0.04547053654348334,0.035998058108514655,0.022589349832387147,0.014399188531540145,-0.010510224682125043,0.000501942265310285,-0.08228778714297647,0.045066634656108454,-0.015508807069465738,-0.0406720065123903,0.07467289018958757,-0.002360395132999281,0.05433282819356097,0.0943909544623435,0.04045398952247566,-0.04391782416799293,0.052527958163948875
EDA,0.027039062815920792,-0.015951077650399652,-0.009587632800399199,-0.015099568729922429,-0.04773929092011049,0.10435886474413576,0.13984902445625733,0.055757599911354074,-0.027633254483078133,0.06479968056056014,0.07366008247538573,-0.021353038177403763,0.02540775838475109,-0.01874022197535932,0.008173939210993755,0.0005351556266362873,0.07866100727560991,0.033223727829819964,0.030071915745143236,0.20702803439927533
FGF22,-0.00393352927808199,0.006920244768731474,-0.015470643753299488,,0.03585697298362359,0.008483675523671436,-0.02106897516709655,,-0.014595137794283971,0.012496446469494762,,0.020372771692351827,,,-0.00576558610841011,-0.028559592099330323,0.02463732055856131,0.07942364179990022,-0.036508182020618285,-0.07949290304012321
SHANK1,,0.009696005297780754,0.007415801174576177,0.05507346822677858,,-0.01901879130163156,-0.0005174754047943253,0.06262898950272804,-0.01827179221537346,0.00584091846622162,,-0.02038221873434834,,,-0.006516271711959751,-0.007004800526887207,0.02837372447501283,0.05778074994921136,0.01569545659100415,
NPVF,,,,,,,,,,,,,,,,-0.02119996245724606,-0.016888267833099366,,,
RAET1G,,,,,,,,,,,,,,,,,,0.07280771508583145,-0.024182493963834897,
TGFB1,-0.045991293388570144,-0.021420915234732843,0.007874501629226502,-0.01669436360501214,-0.023875872630808807,,-0.02663416149305436,-0.02346679944000918,-0.017102167078292093,-0.015363896833400347,0.022143606345391097,0.029772999747468793,-0.021732542647434433,-0.1345454958305978,-0.012704720738352868,-0.005957142522677409,0.02556489838932194,0.14234253654528561,0.06480045434360152,0.15709850601676037
MSTN,0.03628097734845497,0.016603058346093828,0.015365636419429531,-0.024794601660867215,0.016269341033054354,-0.01804158434241115,-0.034739357573662095,-0.026022781329809116,-0.056361859574551997,,,0.027625414501072434,-0.032288113767734855,0.10568058929049713,0.03413400927825911,-0.024004515396744506,-0.03473209765219629,-0.04434123037944663,-0.03269974211598158,0.025559992718626436
WNT4,-0.02697710873395931,-0.014680853441853688,-0.026159775003587463,,0.02690439291066071,-0.0012598546344599472,-0.023888722405467144,-0.015135251057209968,0.0017762164555211863,0.03683713000115823,,-0.0030141085820954918,0.0012459244594148489,,-0.012155306441526865,-0.006359698594584501,0.04187915541268949,0.03898273803936593,0.04008001710220609,0.0999804374504874
TNFSF4,0.004187126895121057,-0.011038796468566734,0.016280584756228157,-0.0021720550914507823,-0.029499077801180974,-0.02321762252739834,-0.03791980836461147,-0.02589659411965297,-0.013592969863731577,-0.006795653915038602,0.005652748289675737,-0.019060645145722664,-0.04584199104932874,0.08966985351544036,0.04922376032880269,-0.026344374353995656,0.0004887156967308808,0.12770553639926563,-0.017865636515622254,-0.06015901742241829
NTN1,-0.012516569420608246,0.05306309976093379,-0.03434683304578574,-0.015688165981125927,0.03837405071403076,0.037039510254070276,-0.054340649803592406,-0.028506311413102357,0.05107704972997193,-0.009810394511916082,-0.03527232943347687,0.14259896334934313,-0.06331919648746587,-0.06952235419733532,0.07241659184884666,0.013316477204557116,0.09948379355496918,0.03896106355056861,-0.02667083982470796,0.06409195535299618
CXCL12,-0.06410110479725833,-0.06267751236884389,0.03497391805483964,-0.007178151623467521,0.020249530782901957,0.02253573941326405,-0.002041990168975292,0.05845690885593865,0.0009072977361467764,-0.009697592660283673,0.013730285647051086,0.040085372438655585,0.004115980103900784,-0.009434924288721919,0.009582052584309535,-0.03691327835757725,0.03929600155112889,0.13266449505642025,0.035403739638515196,0.006011470806938889
GNRH1,-0.03138254343572703,0.01211667924429556,-0.007393225996522691,-0.037522042502084726,-0.021921551528073367,-0.019347414120726065,-0.00365222236103554,0.0024819167472396346,-0.020205070658500714,-0.030836372450538805,-0.004780007444773653,-0.008595876048418853,-0.03515722036680372,0.03886069195997846,-0.011525269778910212,-0.03345043720233412,0.005352304737444455,0.044284207447091356,0.07794291128568917,
FGF8,,,,,,-0.027038220340449462,,,,,,,,,,-0.031974492459616095,-0.023310686940042822,,,
RIMS1,-0.04228252797871467,-0.006388444042613427,0.022069308290711034,0.02366476826860984,0.05023661073720431,-0.045330641349032905,-0.022053464656094264,0.00860560747780651,0.007897187625605213,0.012595858419601128,,0.027320115069171255,-0.00956359259054925,-0.0006138749952855716,-0.04726637325424337,-0.006300487333410069,-0.02195554883074129,-0.03509150542063664,-0.05217510821005824,0.02007833002524092
FGF14,-0.06672906022063345,-0.022870357930588107,0.04117281225539491,0.002487751225044027,0.0019144918491612395,-0.00999763877015648,0.026162639244396206,0.05353905228321232,0.014952018855654383,0.0375595714731612,,0.03400662574202614,-0.047119452173711204,0.027955061616250068,0.18356425573562218,0.017866013609348447,0.0574181052602684,0.0518129710112578,-0.04762290008296255,-0.025574756969330092
IGF1,-0.03075880166092237,0.014162358392920056,-0.049559710329988606,-5.370985959176284e-05,0.03694360424280859,0.037820301314473524,-0.006870526866439107,-0.0024392021940090962,0.04570907016292102,0.027341394518720682,0.09298376986580896,-0.032281072833968145,-0.02540796653078092,0.0743315344935236,0.010072535235446451,-0.04211891729712431,-0.010035466842832394,0.07838674616529358,0.06077834142243826,-0.05900605575579031
TNFSF10,0.09371337123798423,-0.005874334083104954,-0.011138437768299212,-0.015686170633393597,-0.0028679495888961834,-0.011728085324695593,-0.0002840285413780653,-0.04711369896983896,-0.029986399822551937,-0.01911103657684579,0.0017900935556090154,-0.022438522658416494,0.039010683635792194,-0.08506133047766445,0.012635122623077373,0.08066075262399115,-0.003276251873400355,0.047134954600398786,-0.05642983600765266,0.07005371382487922
GDF5,-0.025255576006353718,-0.022506247445871617,,,-0.004903666494354909,0.012275036962903524,-0.037133275886038666,,-0.014595138009612625,0.0027072775647607357,-0.026208088239084108,-0.01479923589397553,,,-0.033221710312317874,-0.04215084391054229,0.010784421291279198,0.05824849275760323,-0.04841509482526111,
CHAD,,,,,-0.0314841518666495,7.725769996992399e-05,,,-0.012265110380467629,,,,,,,-0.04274788558753465,0.03135694704991065,,,-0.04901970101120574
RGMA,0.04744637604315546,-0.008310648612469645,0.006610443311722607,-0.017876011963371807,0.025255970795569217,0.06255872840971886,-0.023099096766708887,0.03233973361421928,-0.08274294767588927,-0.06954595546803966,0.04642532432772755,-0.021597034541131193,0.08468893102074941,-0.015397583628402748,0.08227964753223743,-0.01574415117719498,0.07298487002866527,-0.0004981112121425465,0.020022810047723435,-0.0530303235219519
CLEC3A,,,,,,,,,0.059102730326765475,,,,,,,,,,,
WNT16,0.009636114320099837,0.0450307440800247,-0.020312807421711127,-0.03137599913604622,-0.0006986958328781234,0.001818342914847405,-0.010268478196167215,-0.016943224108910106,-0.03642705330711768,0.04915090151022822,0.0005036129055982338,,,,,,,-0.005319020065795061,-0.009259545522162701,
CX3CL1,-0.03138697045776762,0.04561319933878423,-0.007386280756312311,0.032566399563503365,0.049619853970070994,0.041869751985106896,-0.011563700014075353,0.011791127239129997,-0.05494371552291994,0.0688312947912595,0.015162152074315668,0.042256977302159104,0.013815946966653177,0.030699998699100176,0.031092227652540595,-0.04365008401829102,0.018491159571843448,0.10981926056378269,-0.0651363571354863,-0.02994205410940957
FGF1,0.02605471608982319,-0.018480564343722503,0.007798437846895741,0.017916506412486797,0.041952383525262454,-0.03930639387914036,-0.00451644330898009,-0.003696179846905905,-0.044958155900692964,-0.05370477334924204,0.024225809555506128,0.07595635551391952,0.05153670194307552,0.043692067124473315,-0.040526935630035524,0.02003744250623172,0.05327759461143934,-0.04702573976462569,-0.08180826574546739,0.10304008223884731
ALOX5AP,-0.03341977070098552,0.037624257790923044,-0.0320275448417053,0.0645180124370926,0.007183613894751919,-0.03843145207077464,0.01877483948613837,0.04702193581503191,-0.02465381995523045,0.018972247044142583,0.045162307073749415,0.029980814477376303,0.033288788134818934,-0.06073100983689116,-0.048492073781430424,-0.02354434881808113,-0.11185521705914075,-0.01574213337980727,0.03510002140447558,-0.03134083415749632
IL1RN,-0.019310484251902682,0.07394345065079212,0.033938363241606484,-0.03755878523824032,-0.06922220044698532,-0.026558313950906107,-0.021399658919066637,0.014572362259713914,,-0.013062313030573465,-0.023153552092605747,-0.01589392186990685,,-0.08244195853975783,0.07538429881577144,0.02141177650707327,-0.032381181255652904,-0.04167325670398263,0.13241063256931712,
PCSK9,,,,,,,,,,,0.002015738937656275,,,,,-0.01849192195268017,0.09430954694044504,,,
FGF23,,,,,,,,,,,,,,,,,,,,-0.014128944766121716
NPW,-0.05896705384912598,,,0.014744864574073544,0.007929184373478072,0.08163701908455988,,-0.01366448703087083,,,-0.020111912013369416,-0.01770236847597011,-0.0412151715940573,0.17977165391796449,0.040200175686886816,-0.011577883050737765,-0.010057639543257385,-0.04744870723475136,-0.02653242850416645,-0.016429359714755506
CXCL9,-0.03552316890472811,0.023955994127599627,0.007234270990010812,-0.026206761149924186,-0.030893288525118315,,-0.025881654547391827,0.067659345815292,-0.014595135624434203,-0.02776264929610281,-0.025940089723974828,,0.16416167323391145,0.07804908693602315,-0.0433015417441102,,,0.20241106828527314,0.05872041613625334,
ANGPTL4,0.04501941458157256,-0.0029654856856592576,0.028845624078613224,-0.010942515559526992,-0.021897895707272328,0.009268423693804343,-0.007936911938823402,0.0037448048862270783,-0.03688517109787992,-0.03152802166403217,-0.08766923316990151,-0.02991007619131235,0.059617812073074296,-0.023553889556374188,-0.020206804434679888,-0.054731762889972,-0.1215466761507817,0.0770662609414827,0.05215419860693698,0.06925955496700624
CCL11,,,,,,,,,,,0.05569844322292234,,,,,,,,,
UCN2,,,,-0.019448868770185552,,,-0.022676506684503047,0.02036149146570499,,,0.021315978673377697,,,,,-0.031974497843204205,0.0341601790557735,,,
OBP2A,,,,,,,,,,,0.07726567186782651,,0.09430304863633765,,,,,0.05499360875137531,,
COL4A3,-0.020393270418831093,0.01601355475164842,-0.010936664481005163,-0.019322625597691236,-0.017903919255665215,,,-0.019964912237029127,0.006170642826015522,,,-0.020044171950924655,,,,,-0.014169565058535154,-0.05229797486616654,0.07731301014503826,
NRG3,-0.03794607840065305,-0.018952697072681702,-0.0015854609759444888,-0.03734596470304049,0.09124111879539276,0.011528499984643597,0.008582482939031624,0.007320687782129897,0.018746862005902226,-0.04486124678337179,,-0.01328196361250709,0.1283836628955252,-0.0388200489559056,0.10381728478560107,-0.01272490685795438,0.15412920792829135,0.040899367818515664,-0.038528706210591054,0.07077921261227892
IL23A,0.04454276339606413,-0.024049959953523773,-0.015284380527116392,-0.03059879059233916,-0.016973918595873206,,0.05724686168277859,,,,,-0.01072674658786486,0.06807079357497899,-0.0642113040096254,,-0.01849191550192283,0.04702007053235135,0.06661922893502042,0.014670929339657652,
COLQ,0.041255819244245345,-0.0010096603182778235,0.01921955562393288,0.020782751288054326,-0.018900542885561093,0.04910889693272405,-0.029748254933037743,-0.027559038021361944,-0.01766327929655058,-0.025635871190450885,0.014521248361677909,-0.039765763497341386,-0.0443447505198456,0.1218961507163207,0.01862988832987153,0.04586103977079485,0.10733675892046324,0.053310901335839336,-0.015960410496280775,-0.06408381427015505
SCGB1A1,,,0.07748080843674089,,,,,,,,,,,,,,0.03310943574710258,,,
TNFSF12,0.019777736113170533,-0.02244731415520034,-0.014546708651794926,0.004048892286503937,-0.023694552758053194,0.04028758461691142,-0.028723420626179833,0.004439662615100914,-0.01945581119484545,-0.07146487895000637,0.029209081791112992,0.0162816801726277,0.0991256250748932,0.029886535865076273,0.07179247711855798,0.022354321797919168,-0.00046605805318898603,0.006385545352034494,0.015022905374535643,0.07074249406024263
DKK2,-0.020554929303775896,-0.02519118216611797,0.07476239676350988,0.11549290215618702,-0.021412455434527692,-0.016864864565179816,0.05962554446552565,-0.01582321983896422,-0.010043006335083886,0.06347050441238113,0.014519349305841964,,,,-0.028899691058256072,-0.021828422390685272,,0.004242106412365941,0.009706238196582485,
FYN,0.031109669028239664,-0.03774442285615381,0.026748248557768573,-0.061339521037875336,0.010790516831032269,0.07754213877539758,-0.03944453031869646,-0.0009521438848256002,0.03882594652928234,-0.07383805243909454,0.012605920226780105,-0.027831774942048235,0.06366394309717903,0.028561808244081034,0.055830088338611944,0.08311392055818592,0.11073314445596856,-0.012468923507478441,-0.02779551800248924,-0.022223410674326257
ACE,-0.05010931431661991,-0.001028594621045818,-0.013882844982610143,0.050229938968598405,0.04066841799410194,0.023218124158479205,-0.03519788237650339,-0.009773837983965484,-0.015229222697669872,-0.028067879777913935,0.024543538683187746,0.06946892991225093,0.07353036044205911,-0.1220935491536688,0.04347933982972394,0.008430422893203419,0.05388261702468053,0.14763448862090192,0.0568894886476403,0.0003707581046449248
IL18,-0.04397222370029199,0.031085025354148976,0.02245779720798242,-0.005638483053671222,0.01937920346769483,-0.009358582501244689,-0.01425480627470846,-0.007215586963518709,0.03186464556256668,0.025253795264614146,0.020235266239578137,0.008491959033719689,-0.01880179624990626,-0.07792908930309458,0.03867965126979702,0.0047216946790533875,0.03583439277589626,0.0416020322148516,0.05543012056187001,0.04662417183895562
PPBP,,,,,-0.020270220248862682,,,,,,-0.015160331960988946,,,,,-0.02264157219217518,-0.02119690343949916,,0.050350297710944104,
CCL27,-0.004840480910940844,-0.015951077757563194,,0.1147737936204261,0.03369660587067975,,-0.011819298107642177,-0.022136352463969177,-0.010345741471449125,0.08122314137923987,,0.03995984814147819,-0.03563778503992084,0.09232676667256529,0.0558242207430615,-0.009819704645736966,0.029030658273676485,-0.03191762136365833,0.043144215746624755,
SERPING1,0.051207370712040685,0.016648895693506662,0.005058226514419622,-0.021076605400680317,-0.02870589875792896,0.0008307242250494823,-0.03635289682763693,0.0312551076657484,0.01869554866732528,-0.05469569704508177,0.04813302224524275,0.008206928219906377,0.05413546451528417,-0.06832406905721909,-0.021020755591099376,-0.04744952023665482,-0.09522799775616887,-0.0002860087808425416,0.02557063179731913,-0.06262251857822612
AZGP1,0.07523361806727646,0.05186896705686385,-0.05288582382937118,-0.014697985406572077,-0.018671874624172358,0.07187642138955125,-0.014061566182334156,0.05538305827900525,-0.019962174792052215,0.0008573607047541736,,0.05194565141695108,-0.11060167944477352,,0.020510954825952443,-0.03241193747519678,0.04968213060928515,0.05729125126581557,-0.04242946751568675,-0.007697218886232097
INHA,-0.007679383808717634,-0.030594038227849195,-0.02058430119126294,-0.022790573440840126,0.016157106800929775,0.0073301058199850295,0.022233901380403754,-0.028100609224807217,0.0020584988778768153,-0.023708092124946702,0.028843794387723505,-0.005867722444396575,,0.022962601019526078,0.010282920812690683,0.06767411897052676,0.028648182446645888,0.021493903754610796,0.055775766099807576,-0.040380521799341554
SEMA3G,-0.034260433604763066,0.017498232294482007,0.014423583625601631,0.08635855842508044,0.10566785868638183,0.07804334214030727,-0.034921835232921805,0.021512314869369765,0.010798213486386462,-0.03843283146834376,0.012820202400427866,0.022651432532042652,-0.02943594850968955,-0.014933809952807024,-0.05201213553452472,,,0.023958017410845956,0.09090424112569558,
COL6A1,0.054828614494043824,0.03469164994443122,-0.01897919363001306,-0.03366555141830675,-0.0391684627796295,0.04984796628227446,-0.0464465991499312,-0.03379734194260686,-0.03333876593180852,0.08051499791611441,-0.10523331745684768,0.048511292186375767,0.02337068221502304,-0.010818689106159384,0.11921164159650582,-0.06801054191631854,-0.10009285713991992,0.09065770258250723,0.07502935961480241,0.02922175432256073
FGF17,-0.024802057486595145,-0.013636449877204951,0.03453121085500987,-0.03650522257664726,0.04375185539149978,0.108068542661232,0.02803801990379923,-0.009851926083780322,-0.02020506748917898,0.054936432633304465,-0.01722237989231781,-0.021043310198236242,,,,0.028972834721097736,-0.007830669227792426,-0.030801064754813715,0.049046857959656055,-0.043690924254300545
TNFSF8,-0.01875232620998173,,-0.004157287003553637,0.011394522735827337,-0.02027021499469832,,0.04863338823168527,-0.012635501720182398,,,,,-0.02543159576564044,,,-0.02456781012764785,-0.019614834349847756,0.028711597335461088,0.036474198905292285,
FGF20,,0.044145040321460355,-0.0476945754324021,-0.02212812643653419,0.01207507691123346,-0.02321762985720737,-0.023595990695222408,-0.028748387824981844,-0.006311571896089427,0.02237175019964763,,-0.019351752391007653,-0.030752276158473826,-0.004288972927906739,0.22353304517123607,-0.026715416375069103,-0.003045711022053849,0.0394715535769254,0.04713957100265003,
ICAM3,0.018672818466356562,0.04387716971458098,-0.018585072752970843,-0.034665826002169775,0.04358880941972399,-0.0029691904720136417,0.031050869510411607,-0.018847914659608358,-0.00760574924734763,-0.016969669963539047,0.025072937395102093,0.044010923511300745,-0.03773951010299472,-0.011383218871397104,0.06350345721496192,-0.015571016392714139,0.027558212802726655,0.10642311826072941,0.07361086335849484,0.020594882359584715
LAMA4,0.11204063862585226,0.016212050422183648,0.006167647157190469,0.05940880180697385,-0.0505003383265924,0.01277553348421732,-0.0444103300462058,-0.017265468150786122,0.03189935848819021,0.07215454290903534,0.015538253862331625,0.06808061504917141,0.05011771258564547,-0.05017704330154168,0.03893898693489122,-0.05280248769063537,0.019715336942062223,0.12601279951444544,0.03075742540168791,0.0839355912374453
INHBE,-0.029495103455593974,,,,,,,,,,-0.0004409897576195507,,,,,,,,,
DLL4,-0.041184914790585475,-0.002982815902946351,0.08281625562090458,0.012126650270738669,-0.010445307894333336,0.06659995674988159,-0.03565687559147268,-0.02011498494891224,0.06345597964636644,0.0766610163906842,0.02588650070004975,-0.015121363663452998,-0.0402073875854818,-0.10732196924640128,0.04680039516319767,-0.0317836536445433,0.07350084695339178,0.18856349404270262,0.00024805255698967277,-0.0640836544229865
SEMA3A,-0.047821830534954014,0.016746863027393238,-0.0376693524005268,0.035563168342167224,-0.039281142141646366,0.03918850680557048,0.002089721048581921,0.0016140185143010482,-0.031238247412850015,0.02329039205220085,0.04252851498414523,-0.020747203356371986,-0.021988768973295422,,,0.019979722680206286,0.046716961440475185,-0.01786221465000988,0.05722602200960856,-0.04883419220725009
RLN2,,,-0.02148802188668258,-0.02503795087836532,-0.031091352278365285,0.026506800080907902,5.4883597066655654e-05,-0.012870836304940974,-0.02562860125071726,0.05314726901613048,,-0.015246116780477876,,,,-0.0169885810317027,,0.01012134175990537,-0.02654248737221388,
C5,0.016556855295058646,0.032303690981216715,0.031238431782930877,-0.004759940675392423,0.034421861759787495,0.04176519225655268,-0.047137904610003646,0.018742094665947392,-6.590847732251531e-06,0.02449377231007874,0.032246356765617205,0.009133214463119797,0.06845967259268722,0.032722402281753216,-0.00010740244688378998,0.09225885685986482,0.009889025087339036,0.04460619257144545,0.10708481195355832,-0.08456603106634966
COMP,,,,,,,,,,,0.008657148114170139,,,,,,,-0.014340869875187366,,
EDN2,-0.025361448378976897,0.055800812159600865,,,-0.02665872141881588,,0.03685474369978152,-0.01562948442161021,,,-0.015805563935348182,0.020735320639542292,,,,,,,,
C1QA,-0.08350879010194896,0.0032099410233339923,-0.025444981227409298,-0.0038660945887567352,0.009281161964290173,0.005223154677252784,-0.022773636548403593,0.029442777845332262,-0.043845100058888774,-0.0032350606615949955,0.09265437889472589,0.08356042334828606,0.048822076593847366,-0.07805266402885752,0.04477837203929139,-0.023847976712839267,-0.003897727811459083,-0.012265456701972067,0.056369337156981975,0.10596103129112404
UTS2B,-0.02016581536183831,0.05194522458824036,0.003705317430351471,-0.00149779790747276,-0.02223266218209327,-0.020302744591577555,,-0.011125453907881978,0.023675816476346614,,,,,-0.04461993553326824,,,,0.00688177854148921,,
COL9A3,-0.0022959819694674008,0.033608677794126525,0.03143685959339347,0.0135735008246939,0.042188278043345365,0.07005445455000171,-0.037464377603388645,-0.06688500451997877,-0.022461648172321973,-0.057121239936485387,0.12914288310927421,0.03718441351445169,-0.08459760306154314,-0.04101067410194484,-0.06818167489953134,-0.037241784234482586,0.07118416821123934,0.1264488157110586,-0.06929657586657022,0.026151334815244388
DLK1,,,,0.022351041120735764,-0.018107615043633486,0.02564011315909232,,0.02972162358545768,,,0.053186954667815214,,-0.026771715606860882,,,,,,-0.05884653246058144,
HGF,-0.051859607107503904,-0.006563579841453435,0.04402477403323004,0.02425122699358509,0.026469076367465705,0.07891020362239398,0.04429408868695127,0.06532974701488402,-0.0352668627548409,0.020432618337923897,0.02046000144410585,-0.02322153028016178,0.11186220361340068,-0.043787306762990766,0.11128963334798299,0.007757504459989703,0.0015283075177919987,-0.013195035193753634,-0.07861052593288857,-0.05450589315220161
GIP,,,,,,,,,,,-0.020939565511939106,,,,,,,,,
P4HB,-0.07192660185245023,0.024467024705974703,-0.030036925181490735,-0.06069679039185679,-0.003425421931038994,0.06323420780977909,-0.04737190114102447,-0.01317771214357586,-0.0212949610688072,-0.03986255701847498,-0.06054123435390226,0.09748470579613441,-0.09093132325898073,-0.12266603761222829,0.09623962201174997,-0.032606371248401246,-0.10679265556361489,0.05707987609415053,0.05661345121024541,0.06382829839618384
ADCYAP1,,-0.036086177760384634,0.0022957347837484587,0.07288348503113797,0.015643811631161585,0.057997922164051766,-0.046802605841147746,-0.021334800043609953,0.025031647219499735,0.02660905692341995,,0.03912077853776788,0.005710003505229402,-0.05092346388662737,-0.03198055206913291,0.04629669654766518,-0.03843861101788324,0.04235966470258241,-0.05469771672444361,-0.052179276370966
GREM1,-0.02016580285897552,-0.02535044591358401,0.06359959908825319,-0.007836790169684728,0.038788350736499534,0.05861289426785778,0.0010011386468639506,-0.026689780771659895,0.012348294704713,-0.02109666413958983,-0.033589937358338845,0.009322654798727965,-0.08716333259943665,0.08727332034712947,-0.0698444782505971,0.006839460947714043,0.021568062337667226,0.09483068717039742,0.0640133961333941,0.1250454331615471
EGF,-0.04222392935366156,-0.02494518921271121,0.03882521776433748,-0.02064338869630136,0.02170384761206784,-0.03249191594977374,-0.03848490920616306,-0.030727924494234397,-0.01800626472801176,0.029732541882742707,0.2028065953488426,-0.027749619880398632,-0.0322880943438432,0.01746338771086044,-0.040640550173452854,-0.02077134220268329,-0.01709638805693453,0.05029749787379915,0.09477818969704653,-0.05852895747145265
VEGFB,-0.0101555490639826,-0.006066093561512138,0.02165997101659052,-0.05031850963876131,0.0068896578938024144,0.02096412532431533,-0.05181607398843449,-0.003253088473960541,-0.03452442878573331,0.001562225075896932,-0.09800664672048935,-0.009063717385174697,-0.029504040106982155,0.03378135327043657,-0.09034878717497455,0.008053429959200793,-0.08641480924209798,-0.0377158722808706,0.011590364211908339,0.0657511750243397
FARP2,0.0671271214144229,-0.03475346314454422,-0.01095280002367908,0.04928446427859462,0.0094599323747357,0.03340373022506211,-0.04647031778887552,0.029638036467592117,-0.008823088165975173,-0.022174204650974583,0.00923102197507093,-0.014818623698290997,-0.05425213588437747,0.014309606899157378,-0.013943325174846982,-0.031745410926123915,0.05785029854598342,0.11777486975559077,0.03371208668796299,0.08623552945647807
BMP3,,,,,,0.04089140649951931,,,-0.028619428442091914,-0.030467790292316586,,,,,,,,,,
IHH,,,,,,,,,-0.004485452617797783,,,,,,,0.09668310224427058,-0.02085475923630304,,,
LAMA2,-0.047599739333419315,0.006108533376219839,0.0406521969408985,0.0320574464902755,-0.030179742953168987,0.011484860150397083,-0.0064024082313862574,-0.05717075619646107,-0.008838707942858737,0.05777229385942708,0.050207701984025285,0.026307816442169216,0.0033260571361381865,-0.013642779488749188,0.036506365659234125,0.007255539581911824,0.012403104207560427,0.07745430868508117,0.13120325872139735,0.008443965755973193
SERPINC1,,,,,,,,-0.011903230643420559,,,,,,,,,-0.017096389416989898,,,
NRG1,-0.0008582850752254719,0.007430340739552476,-0.02024038242707174,-0.0024586175762190297,-0.02289774243374054,0.041853193011372324,-0.01206416904790024,-0.012530362283344152,-0.030867669198523587,0.03865163593339197,-0.03137581065638591,0.06647724087269587,0.0187644953578358,-0.009019003579825902,-0.03416465010712403,-0.03579581868334864,0.08145047915383742,0.07302691176213577,0.05216475997713855,
SPINK1,-0.0072797947548085985,0.01168794219920824,,-0.049561091610462744,-0.026023472903471265,,,,,,-0.026868061896462174,-0.015246116780477876,,,0.016433684846337632,0.04994780682687247,-0.04668436315090144,-0.04955230215373231,0.029695578718870238,
EFEMP2,0.06426086672436482,-0.026605424212223547,0.02912184021709253,-0.017012764068335243,-0.04837396191926465,-0.0026380028881268624,-0.043602453171735195,-0.008889949801379686,-0.019516387076137634,0.01264350243306531,-0.06378353751054715,0.03528154599468968,0.01625736393229433,0.08425994701481522,0.0007382980547365116,-0.017295988981067927,-0.06020591089966405,0.03240381890915621,0.017213247963494258,0.05201930476260898
SELPLG,-0.05726140615764807,-0.03442146315431526,-0.0030593427496065423,0.047243920794009304,-0.021213207555143564,-0.005305161036582651,-0.010362537924069017,0.018845350247199938,-0.06007569382483186,-0.06162247000478892,0.038801221613328,0.01882909363051208,0.0569451394948796,0.018435826581809107,0.0355970379914034,0.052583860039226236,0.055509708711933566,0.09114815322410376,0.05565670016104851,0.1545090297398918
GDF6,-0.02364753102775603,-0.0080077088991184,,0.015879246033190936,,0.08779413434879328,-0.027482580394300248,,,,,,,,,0.011725383676747827,0.01788047865208979,,,
HLA-E,-0.10823869245454384,0.0010391854276202408,-0.024822341463605103,0.046835136634337526,-0.004402224655143356,-0.033717775018282534,0.011916951774298044,-0.014188708086030103,-0.05698074042426452,-0.01103187737865544,-0.06410705144856811,-0.0006670016478682188,0.023032179794708615,-0.07269971048610464,0.03821862398137177,-0.027408046756530205,-0.10486750314923003,0.05263683664897253,0.0532777700004336,0.021037711104503296
PTN,-0.015192238193824929,0.030555479079727842,-0.006614108401236619,-0.009050242486304993,0.01575860081104613,0.03516468970130836,-0.05496186811243698,-0.058105175630129666,-0.01874831345529628,-0.13770468680978407,-0.01262585371746277,-0.03133992998472945,-0.12066547710514791,0.05900657400493784,0.08328434507716097,0.019180646007760534,-0.025347814345170732,0.01929585764728673,0.047356422292968825,0.10514987429304866
CD274,0.08400181768798738,0.05480872235461486,-0.001406770526898785,0.011851282598988506,0.01793983712693296,-0.010081718901500676,0.0007281964876025985,0.051148488647557035,0.0675936529938838,0.007563729027489873,-0.028523348102904994,-0.02509116290984502,0.09429558767142887,0.09659242730737196,-0.0260315633923054,-0.01713772022760983,-0.030737712773227673,-0.036994233036929676,0.05454418036322937,
FGF10,,,,,,,,,-0.013124743082063744,,,,,,,,,,,
CD14,-0.04104282393654612,0.029660100045439414,0.0015760496786776622,-0.0027778135513019894,0.014888913232883924,-0.008540190208814517,-0.05385150996650894,0.011304054498300858,-0.06191599982310936,0.0002500970608578603,0.02626851646232825,-0.029182971798533158,-0.003505942843771938,-0.0008333574018801267,0.087216825534889,-0.04444131129228687,-0.05731466249735079,0.024034636789892712,0.0715361836601178,0.11428585356113945
SFTPD,-0.025637048488591746,0.04209286290741156,0.01524475005678205,,0.0405835873313135,-0.004954376801479225,,0.04697358674252062,-0.031780080079087766,,,0.015450520282922644,0.07436461268890794,0.09265783684438728,0.03740544104852355,-0.04687077912195709,0.0939653266452883,0.051132890404076786,0.044790680181114366,-0.05685961590702804
SLIT1,-0.056071828806599396,0.04565471347159232,0.000470299486429049,0.007206823347517518,0.046352710306133846,0.06475266914306638,0.0024983298578956994,0.023586983187744267,0.03532680417203801,0.006644548551314188,-0.01871868117350567,0.035505032581033075,0.04014316396462744,-0.03653837336972639,0.0015760650321202765,0.0002699805857703946,0.0035536811457284956,0.05818676042130775,-0.046710495541556485,0.016619898210685987
LPA,,,,,,0.053173803859355745,,,,,,,,,,,,,,
