,UKF243,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,,,,,,,0.037253228189308187,,0.0903772295154734,,
BMP1,-0.07412917666707963,-0.06804112651921895,0.07535575263301705,-0.058889334312188284,-0.03683534595499062,0.02655639634373034,0.07572195353289846,-0.013942879797252717,0.008855553332302436,-0.06630527813282157,-0.07441895157720106,0.18251518354003635,0.07473455091830365,0.07263032302820896,0.1022706412058271,0.0244740706900172,-0.012755881255421955,0.00028614078196459127,-0.07571564517435406
NDP,-0.0064887122992972335,0.05295320649707937,0.007427470490981477,0.09839996015709965,-0.052470353272769533,-0.004564679685227793,0.051743161449983005,-0.039060634178060286,-0.04283626840430057,-0.14031637051871054,0.09318293312263023,0.04491897770651238,0.052129411039091744,-0.0031185248678058555,0.018319164924160455,-0.04206243464978388,0.046070336183402213,-0.0017275579120741885,0.036490586446036526
TNFSF18,-0.05372375392850525,,,,0.005655228273652561,0.004924307165192724,,,-0.031283738313340546,,-0.10317301589830584,,,,0.03571695362658263,,0.015534061606785632,-0.012561750733673188,
IL36G,,,,,,,,-0.015968597733842394,,,,,,,,,,,
RTN4,0.2651046616302473,-0.1543977578838944,0.05364819430357542,-0.015851941249445445,-0.04776424582326421,-0.008378022229182462,-0.005740944867151437,0.019887414318267838,-0.08456740234955655,-0.07261374563394071,0.08156300350349241,-0.06827423191799728,0.02885129935329983,-0.05419548208252792,-0.11413637249670519,0.024561259464415564,0.0076532089397885064,0.06523212581313796,-0.07895176030270282
HEBP1,-0.02415376883944255,0.01747929340904131,-0.02427951281551687,-0.0413363255294556,-0.029103180170818723,0.018483251688460517,-0.00697685006288253,0.005114121422396446,0.009492969143069203,0.036877289259414935,0.0059932548773817505,0.02972612032064076,0.06505515567005038,0.0413430444095214,-0.002388882259745495,0.04354739064387975,0.06466686343321516,0.005942778996138395,-0.028725049233429112
WNT7B,0.3268297826625048,0.027800816616616833,-0.032338631275998876,-0.011365690129634896,-0.020336325286353707,-0.03336279254842212,-0.016839734525482854,0.0609074213743638,0.008524567773834342,-0.03255494327495757,,0.0014222320620757803,0.021330621083171054,0.047828668354315824,0.043133377090740076,-0.027709866242127575,-0.00047435811981450204,0.06237092060912955,0.07118545765797908
PTMA,0.04634819194439312,-0.15776413038625348,0.031689382082492834,-0.051876336935229916,0.0643305478683862,-0.034874712714755875,0.1285953758069027,-0.019730290519815348,0.0076932667825576305,-0.12177011007273947,-0.05354944141765006,-0.0884361560920363,-0.027539674116453545,0.09954855613032962,-0.034907735393969505,0.025927494465687605,-0.05645656071348915,-0.020521759871036226,-0.0866288973232766
FASLG,,,,,,,,,,,,,,,,,-0.011052702426013255,,
CEACAM1,,,0.07739684768329708,-0.02566069663896965,,-0.022552082174129753,,,,-0.012541437265576955,0.10129421326220985,-0.04655289375970777,0.028675149849296616,0.08567714768035113,-0.026667885047714352,-0.009728155561015523,0.0328677721521051,,
PDAP1,-0.03751211513554984,0.035537493480055304,0.03244480226399688,-0.06819099212502212,-0.00021673764404572012,-0.031176430638089017,0.10266789045046922,-0.0610912104771314,0.04021211631678091,-0.04489410111710578,-0.09088702609457244,0.005484200057902871,0.037295886960215616,0.008068469354142535,0.010838089811017068,0.013316245407884394,0.034842969662762104,-0.01761442974739273,-0.09268080135366549
QDPR,0.11367289016465282,-0.11099776041127521,-0.06184080498411187,0.018000718648095257,0.005941776458385747,0.02305279468776523,0.08519877944674135,-0.038335028635627606,-0.02545702102974182,-0.09924142212452165,-0.07164545993951386,-0.13015604887020518,-0.03019109016046979,0.015061073336525971,-0.04428923801895789,-0.06473225529251476,0.02157682881786452,-0.017668515929808188,-0.0648397509030071
POMC,0.14929277860066614,,-0.007902904625765558,0.11105945556236092,0.08028158976515884,0.05023475230008638,0.022274961323529446,-0.03421289179831837,-0.009552366659578353,0.006712998345491545,-0.0633512358334748,-0.024586487909211478,-0.007810447227583737,0.03445218824644268,0.021319563335842864,0.021172122079968155,-0.01047332993217338,0.008806662780966652,0.04608662236592527
CCL18,-0.020505586047825628,,,,,,0.06693216390561342,,,0.0599745176499073,,-0.0330067670786284,0.020128478037144765,0.07424580162092516,,0.019408883649812428,,,
CCL17,,,0.005848122932460833,,,-0.017883723927799054,,-0.01458776737820098,,,,,0.07496230271067571,0.08121890798948267,-0.023727221368012478,,0.06505725096003451,,
VEGFD,0.060953930252264844,,-0.01197476902412074,-0.010014541272069407,,0.011094284858904136,0.05373926941930967,0.005803870692452688,,0.020481100488681972,0.05077361968989229,,,0.04335942801452153,-0.025024895152540836,,,,
TNFSF13,,,-0.014929406653166203,,-0.016049074493073908,,,,,,,,0.002872445438206547,0.008703948101230406,-0.005779624753825936,0.001751006848842563,0.015889657863826553,-0.08684561438319344,
WNT5A,-0.03288018354148019,0.003196155172143263,-0.031568053634738275,-0.10071254763920345,0.07558244813605565,-0.04580203272317751,0.05979561286895557,-0.005521302546468606,0.0397025440848438,0.05019266250393128,-0.056775397073148305,0.0799491634128311,0.08613091839629798,0.0668275465694079,0.07210713795606694,0.055735025172163784,-0.017609589660315953,-0.009362805182436467,0.1627167508145183
CXCL8,-0.08029692873625628,0.2078272806606713,0.01162486159422521,-0.08431281941754679,-0.022828767536977955,-0.013374017993902946,-0.010886016549373854,0.08431269973239057,,0.12185238431300674,0.052313289288374934,0.007790734834781153,0.16799428425080318,0.11131022829318205,0.02711274062960771,0.10527139664778601,-0.012970494764987036,-0.008232417808731548,0.10619949373577807
GRN,-0.07298011420846177,-0.11765820298364654,-0.046993237310864765,-0.07438548246277275,0.036862122707418433,0.020453081211309846,0.027696433820845138,-0.09278413084931256,-0.07611481312970553,0.09787405487662523,-0.0003147757578256558,0.06442796402456517,0.020652729664874296,-0.015991729987696716,0.08224532978050629,-0.05695701475978056,-0.01378158787745034,-0.013559560773329671,0.01743638632354452
MIA,0.04457058757139231,0.02646467148676481,-0.019808862952754882,0.002014041701231342,0.09995858217425163,0.0072266613488853985,-0.02787242477630016,0.04435542236091975,0.014314005062596401,0.02008889258255307,0.07084811798721763,-0.07447124163171864,0.10648451754006241,0.059371636704459274,0.06447963877269067,0.09014183557555039,0.026190394264447688,-0.053227572187729666,
COL4A4,-0.050451087098137816,0.13609555265444653,-0.0015297754963606049,-0.06328252836960184,-0.015269985325374616,0.011134067084889756,,-0.0207701448233816,,,0.030978831966550484,0.04670317856747432,0.06212700787920544,-0.05416183265628208,-0.036549866526869305,-0.045924068433513765,0.014725448564928101,0.039010987195880774,
TAC1,0.3925324664396599,-0.10576663980784005,0.07187396227384153,0.1135178979764388,-0.011276519677550592,0.012877791429020959,,0.02432643104541958,,,,,,,,-0.05409384775250746,0.00212778068127722,0.07045572075903485,0.05187501990540362
RARRES2,0.052230341857254496,0.16416721184737867,0.004469816868507359,-0.04017476805505758,0.008203733501837278,-0.07009314026789806,-0.09323673025486857,-0.015345510751800743,0.01582809472334676,0.056945674953466106,0.04057038795097429,0.05535674553453862,0.18387367250091938,0.13229018542905133,-0.08098614172153877,0.06963141480113114,0.04712642052987891,0.06201821044861919,0.09046510029019922
FGF7,-0.040218256598217456,0.0712992625826405,-0.03836563806036321,0.017426326456263387,-0.02645632354941455,-0.027899475836175483,0.10189980867604319,0.05144215596190281,0.052902544154568035,-0.04623923214661637,-0.07992836735652746,0.03551535563302847,-0.006676477674335003,-0.05995950709318109,-0.059833070050954604,-0.0048564435194709595,0.08114734867828485,0.05353846967409785,0.0638816971862834
EFNA2,,,,,,,,,,,,,,-0.07288621291297055,,,,,
HBEGF,-0.06858703774324611,0.06459425069366992,0.013829946618972274,-0.02488161818188998,0.0506402233419187,-0.029133406172845974,0.09046429129279784,0.049764812222059945,0.01742615526145479,-0.014650413686761342,0.026146044606524137,-0.04464053324863387,0.059909012953329586,0.06495975855407568,-0.01269230407623573,-0.021607068693788548,0.004100146407016377,0.017693717786233007,0.10475562379135973
CSF3,-0.0489201042027141,0.06880952409228687,0.008075525707848088,-0.005158237334444986,,,-0.03087605318566807,,,,,,0.135054485234288,0.1460492895412097,,0.00661565427712054,0.021143714260475906,0.035520993432117426,
PI3,-0.07017477899232391,0.15608571882225547,0.029730630422263236,-0.02905021488833293,,,,,,0.005172924380211497,,,0.16308813561430122,0.08962093397398044,0.13059789473010444,0.116805928760452,-0.041664912050598676,0.05672320642724947,
PCSK1N,0.2603100059333202,-0.12794079261055058,-0.005715308098590967,0.017477914963892737,-0.04999518263855718,0.012099834863118249,0.10873021017456272,-0.015794427079639507,0.010493283186324821,0.005607266411703285,-0.039448473308528374,0.03664388289044643,0.01549513654721215,-0.07416885260147585,-0.02512199780458024,-0.03680327110314317,0.060480971362683204,0.05779128106851744,0.017838321312236873
NTS,,,,0.01706942020943871,-0.018641182616742222,-0.008601974161923164,,,,,,,-0.003035866335853041,-0.06412994867980634,,-0.05370560853821324,0.0038109512405827177,,
SFRP1,0.13247933406356108,,-0.018885049347554948,0.03609482365848617,0.006724339451991865,0.006786484481734649,0.0024743917583536688,-0.008235084588278414,-0.04689539293742989,-0.010420901938665903,0.04868975055929885,0.02061356150051575,0.0637433416616388,-0.03153405319685397,-0.05420723377783541,-0.05612542601043553,0.009725417707143871,0.08225258700027818,-0.015441837160449282
CXCL13,,-0.016243709101833263,,-0.014051548352401353,,,0.02909715298659708,,,,,,0.042646323436265406,0.03008072954913336,,-0.046294578699033674,,0.055013623728662794,
MICA,-0.07552979779931776,0.04129999554391301,0.025946492029582914,-0.019107656316615092,0.038733202397544034,-0.02071072524483651,0.03947756565662442,-0.04605974298517271,0.12229049442379433,-0.015347421628834436,0.05571891092149968,0.11696216610251507,0.05486049828918236,0.033266869266630764,0.05274985490927245,-0.018009893283915744,0.05520895322929011,0.0032758093886633734,0.027863814975991733
TG,0.0172283961718443,,-0.020379960284519657,-0.018751330791220194,-0.02151683880291768,-0.018017175074670207,0.07509585972444596,0.009102445128776407,0.039341335414830925,0.07522972256349618,0.015623962315667563,-0.0003514300127986552,-0.004195216695158792,-0.0238707453552539,,0.018416150642686594,0.0014442013054182746,0.016335927450898957,
ADA,0.04455619741634379,-0.07162673603062106,-0.002292904582672021,0.009418792921460833,-0.013999354589715568,0.009972200968586168,0.06591695587388041,-0.0022918117153381476,-0.0820577825632607,-0.14241276539870723,0.005349964373046625,0.06985741764251072,-0.005340974133401864,0.06842074909590419,0.10344752878752819,-0.018480322338901956,0.0903291245045728,-0.024084945407743516,-0.04695853999619641
LAMC3,0.057340005262368765,-0.08798394682947346,-0.044138146326540506,-0.03410246384372854,-0.007488308623618303,0.07099485637864052,0.054645619049685526,-0.02931845206938401,0.04057921765993408,-0.09097619313122761,-0.046519655997476865,0.058587834631546994,-0.06593220326434655,0.02634325446013266,0.008903342592626784,-0.09854684994861923,-0.019490264775183952,-0.03963538425143409,0.11318066850774801
CCL7,,,-0.01473467872404791,-0.026658493465959096,,,,,,,,,0.019943681502366365,,,,-0.012263788195559793,0.05732828149662548,
NGF,-0.021507829209054148,,-0.03376091237043761,-0.03927999937905096,-0.02053283540044772,,0.08416802438273643,,,,0.037109279068406366,0.044528413255637285,0.03207052882058721,-0.01840899804092492,,-0.011469043986286204,-0.038502766079502704,0.09400572225154429,
TNFSF15,-0.03834883637788031,,-0.016407785423132155,-0.02724647690498656,0.051709805949095786,,0.05889213987092643,,-0.03695427995707709,,0.06868151257578631,0.1215028039373207,-0.05309097345132946,,,-0.044721830281803696,0.062291112149498826,0.03271957053014622,
HMGB1,0.10560696091459548,-0.20503015335370423,-0.060131718984006315,0.04812066587188291,0.06046790949279754,0.08401134325770611,0.08931209782148175,0.021510179923284543,-0.04692836922631414,-0.09009075732972047,-0.07485004556216074,-0.09154657708399515,-0.07187466122686453,-0.05442543562750518,-0.04434245625528674,-0.04740366209796194,0.018710603090755652,0.027859118171422604,-0.038499311040625185
ITGB3BP,-0.17021957309377328,0.04739584609614295,0.031407858555054305,2.0908539238540183e-05,0.08796307024457871,0.024737631907936725,0.02437242211706097,-0.011803607019974807,0.04752734126267572,0.025659248270300288,0.03140015983809842,0.03067037942349721,0.15931862335553365,0.0362252732908142,0.029225556764722615,0.04084355485383934,0.08266871216498056,0.059031988925388586,0.11260046636500418
AANAT,0.03169955767831623,,-0.014929408246553358,-0.024550705187526625,,-0.01620295083734979,,-0.01956809460283554,,0.0504427414036338,,-0.034377931494685765,0.07932418201051784,-0.05529383620978499,-0.029349811613663953,,0.03606273722446436,0.0655174783603412,
RELN,0.10157762164190041,-0.031270757573169265,0.009161019033788461,0.008264717484047853,0.021090496045995735,0.005219377661784561,,0.07312257470849062,,,-0.06930910311879125,,,,-0.03670374915253573,0.05347923622249609,,0.05427542920075721,-0.018353640253731925
IL15,-0.03023274073334637,,-0.0044193188509044625,-0.04136709878953695,-0.017740147391146228,0.04948793700248212,0.01736420385262789,0.01844708856567048,0.03729536157905334,0.14147825942697975,0.08217260650450425,-0.045593457216982575,0.03942000279082598,0.014911901953478048,-0.009190283412811986,-0.05585963185936622,0.05750642541584748,-0.001837655401011908,
