,UKF259,ZH1019T1,ZH1019inf
BMP1,0.008246535950644451,0.03199851771777193,0.019280519983581546
NDP,-0.0047464056331151805,0.011457075018628977,0.03018134959411453
TNFSF18,,0.07361531772952613,
RTN4,0.03529968412467721,-0.018991783937592325,-0.08425997434529103
HEBP1,-0.014609295589741092,-0.04695773512429278,0.014301902098023449
WNT7B,-0.022088080934857115,,-0.03489717950482186
PTMA,-0.015672682547859418,0.031696063820647886,-0.10782339719090117
CEACAM1,-0.025505400924225367,-0.05644293031026386,-0.03129634954020064
PDAP1,0.03641399536068071,0.032736886104242864,-0.03384270033570293
QDPR,0.047281737842705944,-0.014929870262166625,-0.03750431643108546
POMC,0.002383266719739552,0.0031358418038045103,-0.054299607332795784
CCL18,,,-0.022189626385348597
CCL17,-0.014783245837228549,,
VEGFD,0.05526032604867395,-0.03800585938606808,
TNFSF13,-0.01019715211970868,,
WNT5A,0.05380625402520732,-0.06723915587649834,0.022536691463285814
CXCL8,-0.05161773688621798,0.1298964013955482,0.049425054326010805
GRN,0.016435680543524307,-0.07162219463557852,0.03557647943656275
MIA,-0.031128556169900234,0.0437939865909677,0.027890223731402815
COL4A4,0.010369453954884969,0.08281533478694676,-0.028054620972437664
TAC1,0.013051795011581234,,
RARRES2,-0.021360222591642865,-0.0898153937145712,0.028284532841249196
FGF7,0.03350344736230394,0.011063063891871124,0.06441392427017521
HBEGF,0.010610532040491852,0.10644120625765596,0.14863063497087373
CSF3,-0.017620340041869943,,
PI3,0.03295154636682211,,
PCSK1N,0.036855699468589694,0.042493042858409893,0.0607139845174755
SFRP1,-0.012898953418512599,-0.0059887609836783776,0.03215946731499297
MICA,-0.0033084197981551435,0.018023179380141106,0.09054849420678557
TG,-0.013920014374502602,0.018444090820450395,0.08533074063281045
ADA,0.0036612301354888004,0.019616884325264216,0.006857590102363091
LAMC3,0.06056759999282235,-0.057214325229698104,-0.011307480967975828
CCL7,-0.010064148152350474,,
NGF,0.06918658170224697,0.02430867398365777,-0.03297518575421887
TNFSF15,-0.011206921198822987,0.022834715653847832,-0.033302149609625624
HMGB1,0.033649631140899305,-0.08087400662459461,-0.04962038780500658
ITGB3BP,-0.00407253646707763,0.05848003666726666,0.15002209016878537
AANAT,-0.010197153208031315,,-0.023111426028213287
RELN,-0.01769997436724257,0.020051313647252055,
IL15,0.017507937238790683,0.051940774312865444,-0.00036164818293326435
BSG,-0.055771556712839995,-0.07017382761902867,0.07033077493810602
ADAMTS3,-0.002282433866757972,,-0.0023292695929224626
CD34,0.01221493699696997,-0.05130157806559052,0.048056752173702685
PLAT,0.0031100725754655565,0.0379269040856895,0.03684395269833921
LTA,-0.012898952815079284,,
CKLF,-0.0019769275261933917,0.05482937640922436,0.026869298648901804
CD24,0.028093373718190914,-0.05357207377673434,0.11675623609674966
HSP90AA1,0.056659692278258414,-0.038815142517971524,-0.11879923492319651
BMP4,-0.03009480537288696,0.12142437155754927,0.024356395953450398
SCGB3A1,,0.10283119287540726,
IGFBP4,0.004455219977588065,0.05284089385046391,0.04128061989079625
RSPO4,-0.019744107185200338,0.0056187985444737555,
LEFTY2,-0.006961358523440131,,-0.005690779459839734
PF4,0.12011826979657464,,
ANGPTL2,-0.015750578471650744,0.013760064288142828,-0.0017819508038422712
LRIG2,0.010664433059562241,0.06515769193616051,0.04176092014248096
ICOSLG,0.006929744651943252,-0.027396834004281362,0.0910449124218813
NPPC,0.17618969999578601,-0.0085809955309696,-0.027673526679318897
LYZ,0.0573148809469686,-0.03346340686546477,0.02115134368846656
SPTAN1,0.03492542970813465,0.002610294786412263,0.08780135746836813
LIPC,-0.01577969943290772,0.0575924653756604,0.022767096819487635
COL8A1,-0.01709913317429883,-0.03786574269945295,-0.002657591808927864
GSTM2,-0.021596239813633133,0.03243812165710305,0.002619619301442825
SPX,0.03255429406103898,,-0.05369640703566266
MFGE8,0.031055954962792877,0.12752544940519706,0.057489120119159756
TGFA,-0.02502461302708792,0.010098072245033625,-0.033186569006571943
SLIT2,-0.019909086767612993,0.1700818922161776,0.11027505844147385
PLTP,0.03643075427809195,-0.03836709308638849,0.1304500533890608
APOD,0.011831341296476595,0.15569060034086507,-0.13010826870408446
B2M,0.01311497692213358,0.005575047979228637,0.019864684286125568
OMG,-0.016074177437004844,-0.003511070149065403,-0.06936840920281477
CXCL3,-0.032392318199730825,,
CXCL10,-0.012553727822049238,-0.012720920457415524,-0.03732826099076829
RSPO3,-0.010197152454577146,,
CORT,0.04234818718353464,,
NCAN,0.0009564423155663869,0.02946901528155559,-0.042851707928155444
PRG4,-0.010064149720698568,,
ZG16B,-0.011680676593775656,,0.08766078703472759
TGM2,-0.024480179178048997,0.09334647914495565,0.02212628154187181
VEGFC,-0.01793700957635545,0.08164490958510227,0.15868006802887835
WNT6,0.06822139010751399,,-0.024433255010804667
NRG4,-0.012248530603406228,0.003990549845752143,
PMCH,-0.01697153244603959,,
COL9A1,0.0769415036217428,-0.06646129706883909,-0.08987510432515067
GDF11,-0.013285245118878956,-0.014905740902209426,-0.04753989153370186
SORBS1,-0.007021377594802536,-0.023879175151362196,-0.005075106050357767
DLL1,-0.030768513813388455,0.12330976702918144,0.025355588446489438
TLN1,0.02961002931839478,0.010915837566309969,0.0630068342562778
SHH,-0.010458303952955529,,
PON2,0.006977227482255296,-0.012112319224360997,-0.023067124301293155
ICAM5,-0.016300009001143485,,
HPX,-0.013113694300425041,0.11466841326920017,-0.008470544287387477
SFRP2,-0.011910874837477882,,-0.040948574675293614
CD70,-0.02024509824729086,0.06603686367539369,
HP,-0.05742845433256245,-0.015496162932020536,0.10153476743143307
CXCL2,-0.02190014258724655,-0.0046257011762195765,
NPPB,-0.037254918673154516,,
CCK,0.03317135317796899,,-0.0319770789466653
SEMA6A,0.06964679317574897,0.001500048607431041,-0.012533071475243992
IRAK4,0.0582223324056404,0.0008004895615519435,0.05684730450297386
GSTP1,-0.0743664350394286,0.07365811751666337,-0.0603934001471722
VCAM1,-0.028661198742042565,-0.07687154164536925,-0.01640978865633148
NXPH3,-0.019344717773524738,0.10374432879056905,-0.008779108431310429
MTMR4,0.024894287008188132,-0.050902853034566174,0.007682913084595967
LAMC2,0.029075777589630262,-0.060083362682989756,
IL10,-0.0023055672145514973,0.0075588773725411345,-0.028203364478049033
SEMA4D,-0.023237295904001254,0.002741899321492511,-0.0157935077749021
TRH,-0.013315525362518368,,
SEMA6D,0.055563745333092905,0.024890359479328616,0.026133014007883135
CEL,,0.1105511547692755,0.06380177146497026
PDCD1LG2,-0.014235440051509963,-0.10760007848713986,0.037854470217445264
SPINT1,-0.008013910854930304,0.08056049912119079,-0.05121652038258658
CTHRC1,-0.012049220003150255,0.11573190367836127,0.10064716592007142
PODXL,0.010852712251382597,-0.03291508693603813,0.024010931932290844
