,UKF243,UKF248,UKF251,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,,,,,,,-0.03498306551765114,,,0.0445798263324859,,
BMP1,0.046784139326825014,0.055090957851577284,0.0077076565755469255,0.03993146479216463,-0.05988870309784231,0.036113037830489365,-0.009491555586472869,-0.06591348043391136,-0.04802244799773708,-0.01870899954966195,0.0009452398707036582,-0.002042788069035612,0.06631286317128246,-0.04145749759025414,0.08603565412739235,-0.04779672341463802,-0.01357413623638138,0.06942823047739678,0.01976640960457472,0.039751776605182615
NDP,0.047161646743598316,-0.019347805375985214,0.06838621513887976,0.08154693644810618,0.0366650215488201,0.02446786452980648,0.0225078086571593,0.010727692264978389,-0.021300771426629218,-0.06809232616394376,0.01385778871878754,0.029885116417148704,0.09198241367365338,0.1538576117546664,-0.04646215340658402,-0.01714914622149261,0.00822958625219553,0.13264651378078623,-0.0028923011299454337,-0.09736289777407128
TNFSF18,-0.02335742409614509,-0.0362724168554885,0.004513467068983593,,-0.027613033536284068,-0.021438991422612946,,,0.020026888009511655,,0.0036634114826491746,,,,-0.03607741798098526,,0.1476047012523321,0.011361718496656128,-0.0009874521588187522,
IL36G,,,,,,,,-0.023253426697283804,,,,,,,,,,,,
RTN4,0.024796604223342636,0.042377578175341886,0.04603974593884204,0.0825086913482395,0.10111395977133229,0.010053640007693841,0.024304516090205674,0.06933406451289455,-0.08027511808094821,0.04882664687108362,0.08188825360281723,-0.03233682844995449,-0.04903297349024106,-0.07159976761823421,-0.009869156276238522,0.020485975480950012,-0.05471080958077546,-0.07471436240363966,-0.030637886296588663,0.035778065858951935
HEBP1,0.037353456955833544,-0.019247218968218748,0.03156973544740628,-0.055296583060105646,-0.06420533511074307,-0.06472540960535864,-0.009723009817908862,0.003930706418506168,-0.0203998195216782,-0.07028900427086172,-0.04103406102246323,-0.0901412561024141,-0.004812911374566221,0.06660195966652209,0.015544404170180496,0.04010704388425524,0.11302916706617083,0.10306259904944855,-0.01783122577937034,0.013437712643880585
WNT7B,0.07345434022974032,-0.0012195776988525872,0.02371572483919575,0.02333815437849256,0.019091664823740084,0.021946222948307958,-0.017390999991195717,-0.011886196511803981,0.009505345510131782,-0.003728382093731775,,0.019977008926779293,0.0326614129470349,0.021934134586158352,-0.021825801477587906,-0.031149786563500325,0.09228392140402623,0.02058931478271077,0.05156212191444041,-0.04256279885105772
PTMA,-0.024626894766367965,0.032391772106643506,0.005873916754142227,-0.0790590884941038,-0.11528902477527836,0.06463606772707789,0.01961473359328977,-0.044581945898405514,-0.08602682651155055,-0.07392775870829622,-0.08552593319661389,-0.04893393743186573,-0.06705607581647938,-0.03425675162587064,0.0016376815428332419,-0.061624847662628664,-0.10404693627496044,-0.11759929503641141,0.029437205484192257,0.07319874853450464
FASLG,,,,,,,,,,,,,,,,,,-0.03183291164184142,,
CEACAM1,,-0.027966663806820162,0.04396224753850986,0.027829898142643528,,0.05056032535170012,,,,0.05786797362683099,-0.0633525712872161,0.1099783398690116,-0.02776377352075552,0.055207049770881124,-0.020514046142675397,-0.0004135329126969467,,-0.057873624235199074,,
PDAP1,0.004653137438939675,-0.024743272646445144,0.051004037485603566,-0.04200795955534548,-0.033096398551958305,0.028985269617148167,0.003911619260355207,-0.043493832728855986,0.057362513831565966,-0.024036278046247677,0.03948251823382388,0.025088845757657366,-0.07661027553560303,0.0071533418109046894,0.042439578982101836,-0.002157120336926906,0.0023669635977748263,0.042296084771059804,-0.009088175610680631,-0.05271739826774509
