,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF13,,,0.024850250206145227,,0.016431906495541507,,-0.011844245044987597,,,,,,,,,,0.06743645886833399,0.004458989682264659,-0.015179422367462229,,-0.011475387823068615,0.05294638247717431,
WNT5A,-0.046506716467665965,0.04882428406935931,-0.009647815237650511,-0.051941232301240724,0.032402358606963645,-0.053355740215159875,0.0002890210511445693,0.18485745776944312,-0.026119869163287457,0.0469209254053759,-0.02624413077197301,-0.016633534346247324,-0.010332231984801751,0.16873946159155895,0.04214484715677009,0.06711603684385775,-0.0019211159214344035,-0.00837596042920172,-0.003320691267968898,0.012414459826784095,0.013786982066923838,0.017786933289217308,-0.04479321050190585
CXCL8,,-0.09786053023942079,-0.004706432557576326,0.006485335344690252,-0.036611080163344294,-0.008230438064231165,0.09424545215231804,0.052684660954604,-0.00974449790879431,0.014140603834446397,-0.04897872155422709,0.017304239708644857,,-0.049298318574817375,0.0008478651331952445,-0.06696371058206083,-0.03070768512693955,-0.04259565535502499,0.021651775963451046,0.03708322542503014,-0.005230071221972256,0.0117966462614312,-0.040968173693372315
GRN,-0.07612117668521168,0.014707898393616315,-0.042479424051085124,0.05682229307594521,0.010454038858027044,-0.05656999912187987,-0.036414577512749687,0.1401570226093666,-0.031266830737440465,0.06012286559381955,-0.06166600160416836,-0.004468688661858902,-0.011877724706172257,0.004958149109486495,0.037655977435690595,0.10131455046891102,0.03790295781921253,0.002530268084021431,0.046778594908470576,0.038907577974576654,-0.10903102106161522,-0.03466860054817418,-0.02836013402967643
MIA,0.12872669496254643,0.00635370827180453,0.0010483917729624775,-0.02119152199659569,-0.003350834630643514,-0.009437363658987353,-0.021416679336799454,0.08820207247937359,-0.0225653199873028,-0.025934561958850022,,-0.03116469999837397,-0.006206391317995551,0.10544284082317139,0.08291332463738162,-0.04582947653194743,0.024658464006770027,0.060814086858518974,-0.010249404328318869,,0.1682021084496256,0.14027543878136928,
COL4A4,0.11006790538675146,0.009114408831157694,-0.020587968642014478,-0.026429399729792327,0.007622687682023798,-0.040125762206980574,-0.01126927587663411,0.0280636931131951,-0.00634529558142234,-0.030839651685697828,,0.08445357414696068,,,0.05271766442302464,0.028902579953529756,0.06353387629143632,0.13362724267977538,0.041965528105955566,,-0.0025981047977094588,0.025558418907076403,
TAC1,0.033485509694586364,0.023123542270682154,0.007518046639950877,0.03743263444638884,0.0631965781710524,0.053048099877810194,0.0429388713413901,-0.09221948265071503,-0.012362580529454117,-0.028498254620682787,0.03319282983281895,-0.015736261960015794,,,,,,,0.0944004334666093,-0.046021862304261744,0.012029487066421941,-0.05321264516586309,0.04791967810679222
RARRES2,-0.016166915290353336,-0.02863955672228897,0.04502837172170213,0.011871079416685233,0.04041997527738002,-0.06753849688254311,-0.015522572325369176,0.1688053128151143,0.08849203790349311,-0.006985302600598537,-0.01329381125495184,0.08671793011974233,0.056234483654976374,-0.014137386316845883,-0.13620335442685014,0.04895967114701895,-0.051889365051718706,-0.032687948316642214,0.052833740946940384,0.010254733868195996,0.003940462799419465,0.0028388566222426726,0.020481092381365945
FGF7,0.09306644908371113,0.04750893456428727,,-0.026895021248530215,-0.021718981790254756,0.005418612527364528,-0.019474347285193247,0.10795703866442306,0.04670732190742706,-0.02053659172975371,0.01133035869444391,0.02898275048327356,0.056349756491155895,0.061415287233829954,0.11695493965812673,0.09905217645750256,-0.02278260519714023,0.0024447956967800183,-0.027850974700568902,0.04296229978922704,0.1567764631119687,0.07928462227579552,0.019982676102348877
EFNA2,,,,,,,,,,,,,,,,,-0.013986764945115101,,,,,,
HBEGF,0.08004798342027658,0.10881514052999314,0.05846692150369716,0.08019823260757727,-0.04133835455787162,0.0022915943891007964,0.029626750282473874,0.06437770783328448,-0.026968214001453165,0.028766547192716888,0.016250107923626383,0.0457955801062302,0.13024281347740577,-0.04724295589434579,0.009416765966661923,-0.04822794708146807,-0.014710856474539343,0.019786592486305467,-0.024586772652197938,-0.003525366710463852,-0.04379765660608201,0.08018094598236188,0.023769949909116166
CSF3,,-0.0345032149748701,,,-0.004340577018479702,0.04745096681863952,,-0.008858731079486357,,,,,,,,,-0.042312002780354185,,-0.019379407221375853,0.06193281333295098,0.030136446654138057,0.01283342388873224,
PI3,,-0.02212567309345071,-0.035278781533959164,,-0.0438625171995298,-0.037071134341682896,,0.005078798594520315,,,,,,0.06157404163010339,,,-0.09429506449714321,-0.00599260728011043,0.0069351146900840585,,-0.06962581346328492,0.02860659019905472,
PCSK1N,-0.003310817752351549,0.17531133682967048,0.02187430512054919,0.034685787291214784,-0.04167989068959766,0.06576259679209734,0.027278461355972474,-0.08306718612227904,-0.020144598104028306,-0.09850711670815417,0.07656132450800449,-0.010653379804547619,-0.020203623092622233,0.0037689777010773452,0.08748505717036135,-0.09903739004721275,-0.006760162820821732,0.004961815711421014,0.00819160869313029,0.006904558705667718,0.09399809334308083,-0.11127588820004584,0.08666207332355932
NTS,,,,,,-0.026652162096080866,-0.013757225373733655,0.09403758367366753,0.006566707792162661,0.025555362929728126,-0.018769321827050312,,,,,,-0.017040218909218488,,0.026458416993640904,,0.18471367403663205,,
SFRP1,0.012095164546412903,0.019664497156306564,0.0005423052104051471,-0.018938615862036903,0.0007245124396838122,0.0656535795872192,-0.024188088104545466,0.046664817487692536,-0.008088174227659391,-0.04299885179880357,-0.06277511316689705,0.017737236173817443,0.13784718583731456,-0.04429704111867907,0.04669193706694034,0.054399095508675714,0.027375667377177445,0.0029083837916483364,-0.03703614904234862,-0.062021189653904234,-0.002569359516934695,-0.03414021543037805,0.022924882814102106
CXCL13,,,,0.002036407821288749,,-0.02172681583881387,,,,,,,,,,,-0.035935986351818675,,-0.03161184595265797,,,-0.03395097094444618,
MICA,0.08612879446403189,0.010435092021310304,0.04483415005705602,0.01332857666026012,0.02839827418918465,-0.01087488919884026,0.027099068368735088,0.09419577571291203,-0.014756699461965974,0.044114244325985784,0.0280361887814686,-0.007376549288746406,-0.023595511786553593,0.022807877566512473,-0.03326633243063979,0.0468847318669303,0.018645370059473507,0.11373752902628936,-0.04309573337918057,-0.05634360766561225,0.038287191286683404,0.00020061007087382985,0.0481111914782204
TG,0.01698567548237748,-0.03369698868398332,-0.0031498321220575862,-0.022622465545865052,-0.012155635903712344,0.0027341405324721704,-0.01587946466852261,0.06936948141671195,-0.026324537943364822,0.015612069599178375,,0.030803714834190234,0.052016605304557824,0.048622161716163376,0.0463727078932432,-0.02874598946201694,-0.020986892362533476,,-0.015949549938419617,,0.032104533648434574,0.08885741191745024,
ADA,-0.02472572763945726,0.05568990920948383,-0.024605902133977224,0.02675538099167773,0.039512812650147555,-0.027928575322451285,0.027620088013656844,0.14925325898691535,-0.029723994544692052,-0.015168953559070178,-0.008540002032747905,0.022151543103843815,0.037363652149926076,0.11015105969799378,0.10006444594876956,0.02048346391232779,0.03292909417668982,-0.0033995231908180283,-0.03478219072402169,0.01724202901244997,0.05987691235216679,0.04059672261981202,-0.048272616863025045
LAMC3,0.006435827530488911,0.04318183203752741,0.02577563013406273,0.04023685646000105,0.008514839046579183,0.013023298921285138,-0.010288311443428434,0.17127496506992423,-0.048204386204086416,0.03871644113445338,-0.035586264699524715,0.023938178335920976,-0.03662869965278484,0.033292271814052934,0.07492432499268627,0.020638457884823103,0.01903162382724162,-0.00032412011083280773,-0.006208032486478213,-0.02951988537572448,-0.0349705167915667,0.03886607096275914,-0.012279348623892308
CCL7,,,-0.030498574481359383,,-0.016078188299624985,0.021579716473341774,,,,,,,,,,,,,,,-0.04300016877651603,0.02454475834143766,
NGF,,0.019554342047699364,0.0962389922541176,,0.046345485642621406,0.054492957885465036,-0.015153268436522723,,,,-0.034662421334992005,,,,0.028686218185177817,-0.05486839778342649,-0.013798759293122465,,-0.03327020723919293,,-0.048457024101743816,0.027553377904627457,
TNFSF15,,0.047112923710356885,,,0.012705157690261594,-0.021327676916409178,-0.01839938997931039,,,,,,-0.05673534139003338,,0.03170347509050665,-0.03406401923815486,,,-0.012034279181103192,,0.017631395320005818,0.025404889586652556,
HMGB1,0.016184499590480992,0.05327512842137979,0.003372701829059924,0.005420156253055226,-0.01406512183710194,-0.016519983497247072,-0.0009256812018770757,0.17173300153516002,0.015388737211507549,0.05489514227292707,-0.02218035768571352,0.0752715668793537,0.036771044819740466,-0.028926879812172235,-0.0616781140763929,-0.07495308881706368,0.023676424579847845,-0.008428308619918366,0.03746586884124458,0.048527617760107666,0.020562499330473286,0.019155262906687745,-0.09312046263320174
ITGB3BP,0.06363993152735864,-0.06084190489936514,0.011359198196257967,-0.0020258777791915573,-0.031571246775959606,-0.020226028684721904,0.03550393757134508,0.15721910208256362,-0.07245323459447914,-0.0019521068997952727,-0.052876721705831006,0.03808600967485716,0.05902583655925531,0.08261180909103034,-0.038669609296900984,0.06796964876711627,0.026125721317103997,0.027995289058420147,0.07423361576095897,0.06897671630893282,0.061246009059529656,0.014756654805599661,0.13038061223141553
AANAT,,0.03772918805735207,-0.00502665254490907,,0.030102271538153143,-0.019217512419513933,,-0.030037285582727825,-0.011580110692596885,-0.04072754842878324,0.03965141584092525,0.05765930955574349,,-0.003671157057851816,,-0.04593383718680896,-0.018822397361902096,-0.043600775925448955,,,0.06926288809274803,0.1086174513712163,
RELN,-0.02579183186001411,0.029374845954973153,-0.02129120567215809,-0.008141192785282204,-0.010350169595363029,0.02795684113802929,-0.01609348712751487,-0.010429538965237422,-0.019244033304939262,0.019079627063479602,-0.003957017653933338,-0.0007962948770149725,,,-0.10186538945579449,,,-0.01865642665422687,-0.014536105067922418,0.08607335126890298,,0.05678284734959346,-0.04781494392985207
IL15,-0.012191960259612963,0.0881200129338101,0.005116825946849769,-0.02882067500188501,-0.06338794506360117,-0.02375937687823954,-0.013092259801374313,7.527968574322385e-05,-0.017391688132638198,0.006749142222898776,0.016649288970430148,0.009931752079517398,-0.030101066086368207,-0.0966914054005574,0.04410054459168014,0.07218393299747082,0.019044976104122657,0.0553624855649132,0.09306999593016646,0.05732318681230313,0.13555892552887547,0.03479734203163633,
UTS2,,,,,,,,0.05978031341306121,,,,,-0.08150493581812635,0.058977343025913086,,,,,,,,,
BSG,-0.03629322842578234,-0.06640712213164912,0.04530839148575115,0.01909351161515821,0.03544951657933133,-0.07434755506085124,0.059723043570744594,0.03186358306160948,-0.06448381253400552,0.0037931829864896894,0.03236438645152788,0.06282061810201668,0.07086619795218217,-0.00799184885652035,-0.0031332789284601484,0.04246687890557197,0.022983194532736485,0.05988777910857673,0.008771898936932645,0.1426868241859668,0.09237485982844934,0.09326387405131904,-0.019068582827885216
ADAMTS3,0.03152854243338885,0.023798964207533593,0.06886277052074699,-0.03974931212915915,0.04681052620391967,-0.05231336740951955,0.06563562313317027,0.18503001706169647,-0.04815052523816103,0.013347888317427163,-0.03120378828277847,-0.02090576634137256,0.061410175894551076,-0.03255579952914377,,0.01641465544722965,0.06806524387982937,-0.005948689668678056,-0.014787537316899838,-0.06073834860304984,0.21289536883384338,0.09594724818275624,
CD34,0.03260046734106587,0.03038249991241773,0.052433023730002325,0.047825083769936175,-0.018782209411571896,0.013234143987687545,0.0026419802994012143,0.17622747785097345,-0.03354715485062667,-0.02897530063983069,0.029886209660271494,0.060829753730319125,-0.022197352334696267,0.017360220823030778,0.004248359590954949,0.013018013762932865,0.02670261265992378,-0.01234959329651554,0.011545362991064304,0.03936332726933691,-0.015451994645915193,0.03281839831163665,-0.08637003721852395
CCL23,,,,,,,,0.09118506890625962,,,,,-0.04225689999505846,,,,,,,,,,
PLAT,0.018097818247520416,0.15117956324060638,0.02601516066565126,0.04757696089855219,-0.013108384173914916,0.03140906417920897,-0.00807353870583101,0.1459089461436399,-0.03586174441044613,-0.009763259722747147,0.005219899158042468,0.07159590488870388,-0.07240385227454907,0.0019180555669107288,-0.0536818622186222,0.09004992143636888,0.06048048055350397,0.0383844162938048,-0.04186163199310596,0.04687884762706117,0.0890299496507873,0.0860728384464273,0.012902704373904592
NTF3,,,,,,,,,,0.009559042960046225,,,,,,,-0.021602761780453682,,0.06490970091367515,,,,
LTA,,,,0.11624379991501448,0.035002075586742634,,,,0.0013111563892092267,,,-0.016719085047340345,,,,,,,,,-0.04667050887522343,,
CKLF,0.01033899401548613,0.012703868611473636,0.031580225557953645,-0.0019292988755556747,-0.008920028396495272,-0.0038606662492110745,0.007051682519779011,0.21920800594750006,0.012031613051326833,-0.00430885273622588,-0.030141260859503975,0.04242447345637929,-0.03874677682937017,-0.046566417834026284,0.10370339529180185,0.10632855465297603,0.058780422950171995,-0.0034514526129854036,0.028082675818030402,-0.028320576691170822,0.15886828959939261,0.05441209150072365,0.02537806879102386
CD24,0.10510367010122734,-0.06013418832701284,-0.04410792331017731,-0.025470040591157934,-0.028322333739446624,-0.0009023141137747147,-0.026632832940572428,0.09928892840502919,0.01890324227590012,0.13532884153854105,-0.05010305910569806,-0.014939764513788001,0.0005844885073852215,-0.052945741966850327,-0.05935471945076152,0.0015509812843532717,0.0674264747136661,0.06061529277411296,-0.01788873277123775,0.10499881067749052,-0.00869312341253289,-0.046326293110510716,-0.017171210975249047
HSP90AA1,-0.0077569731887773994,-0.004416103656432282,-0.07775256594952407,0.018765342672600896,-0.029858169949752073,0.09637627345990442,0.012007178779608852,-0.1801629033441535,0.09403199934727051,0.0026294237392276484,0.0656025117656445,-0.05888411150734937,0.025735615490930324,-0.06393146811706109,0.030959532647118124,-0.10926171421172805,-0.08006717475335856,0.027902829641498535,0.013675341633299476,-0.10832694271972376,-0.09989266065661025,-0.05879663736661623,0.09395680377276722
BMP4,-0.004835335841317169,0.05826328757177001,0.027261496230164623,0.000754193690588369,-0.01599042301320119,0.02352913992379673,0.02179159879432273,-0.02066612647552153,0.00828838273543773,0.05552952779670873,-0.009378033138205918,0.05287681572278074,-0.0459665737709301,-0.03588519222876146,0.07169853299872941,-0.03685534870395225,-0.008390874309007288,0.06709224613763042,0.0450122821029938,,0.04605887054144056,0.0024571659727705415,
SCGB3A1,,,0.016623131922137206,,,0.04035990122998359,-0.01671250119026691,,,-0.015069052785165559,0.08273089986213718,0.0022687953117066953,-0.04183874042247261,-0.020732218052555415,0.0003306328027590497,,0.12976611565679355,,-0.024991400514248384,,0.01341469213383921,-0.027993517093007455,
IGFBP4,-0.02922834239285544,0.02593949467134029,0.007963518901770656,0.004202650489818393,-0.04515907412347738,-0.010278460291133548,-0.00037047007625516995,0.13121667467759546,0.02394820896155578,0.012511109111491597,-0.007032972532522096,0.044099208632394714,-0.017236582104854833,0.02469759605734982,0.07559058665705064,0.009480292845075112,-0.03343118682695701,0.02508888208943253,-0.03297929473214629,-0.0017765256894116581,-0.03905799266202222,-0.00010174142433915686,-0.08832332444770015
RSPO4,,-0.048403259590559855,,-0.026895016142512138,-0.05273283437795362,0.001002546939899926,,,0.03781661929893613,-0.00041996759794158105,,0.009968951443263319,,,0.025609548938859517,,,,-0.01683064467080334,,0.07676904784517785,0.05346206850952568,
LEFTY2,0.06988745089454569,-0.024223784468501184,0.03660072246266238,-0.016840955426787502,-0.008853153904078592,-0.005591541250610286,-0.006483206173699067,0.17618990453578393,-0.03860673006133781,0.015281971865930272,-0.0033321962573194066,0.03695049364951885,-0.05194490336181298,0.023195933992834424,,0.028418519480397777,-0.016082266724622738,-0.00453615710395948,-0.022888564821469202,-0.029523260024818625,0.04886478243090994,0.02369399923505271,
PF4,,,-0.031637372123399086,-0.015133278204673032,0.025977234874944927,,,,,,,,,,,,-0.012819838421046132,,,,0.018549237597916123,-0.015058570069735511,
ANGPTL2,0.050030861145115554,0.09760845558093639,0.022409663266903457,-0.030536449371240247,0.030296382081864356,-0.005431219968886016,-0.012789662388425336,0.16789809777595616,0.03061806041182932,0.07320217845150671,-0.05309349718958302,0.046079034193523855,0.011954473025240749,0.08645315391002469,-0.004703397963320597,-0.03986492100494017,0.045450181638694465,0.002341745700601925,-0.03179761237195663,-0.03320296947337322,0.011188641890864754,0.012327556017795237,0.03616853575165956
LRIG2,0.03609490686792261,0.03598353352962981,-0.0019518506963373185,-0.004275506945963993,0.034508957527943765,-0.0021891796519703656,-0.044830323542647474,0.10839096256903434,-0.036270340529931944,0.026795425154100657,0.028624662720430287,0.11800041811917503,0.03354223750291396,0.005499411441269255,-0.05102211115868773,0.020345102028214025,0.005779083534621575,0.05136234602911762,-0.030124618268961446,0.0527104072478199,0.09866136506510581,0.009877305640221547,0.026258628572470556
ICOSLG,0.006134034648736793,-0.04784470695100883,-0.004056564217246561,0.04757956240430311,0.0029939577736531045,0.019134603735879472,0.002680994927790406,0.01597594798699719,0.04317097884746185,0.03280781497852519,-0.03877263614401665,0.028302489586690863,-0.07462754815784307,-0.04870102743700151,-0.06066642807549075,-0.0717292179658441,0.024011921100125354,-0.029661457823887807,-0.06092307803544029,-0.1159931889091107,0.04795203859525555,0.06183262105876648,0.049051721413062216
WIF1,,0.06445246303125846,0.02133017002928483,,,0.03566336535561963,0.00030428168208242504,-0.12112983210660293,-0.020463460373899338,-0.04037897505835167,0.016716135106278954,-0.048302109899107805,,,,,,,-0.015645714469835016,-0.053758485018607104,,0.08742962727771264,-0.08694586960448537
NPPC,0.004863233731849154,0.007471745622020417,-0.000923403770083554,,-0.0029553483044044513,0.0773385483214035,-0.0073354001383926,0.007580433902680027,0.011737890027502708,0.02470466604567002,0.021452142594382696,0.04193820545397854,0.07752053321263842,-0.09898542506464159,-0.03605215598814107,0.00881462168132736,0.009950751777415417,0.05028128849358467,-0.043139707518876746,0.07663981757678615,,0.0032070716032539335,0.08836957708864407
LYZ,0.05691235320256523,0.10185274293112091,0.000795162142957705,0.029689400009650486,-0.040970798473919476,-0.03657156951855637,-0.0032226077566030143,0.1846564220763671,0.013953851579259416,-0.016178674643057018,-0.06449075275919668,-0.0030962054888423055,0.05815767183954014,0.06645872526369644,-0.06511607269870644,0.010954419524828767,0.00334677178404141,0.045890607279661155,0.023967459502485945,-0.034748747506268544,-0.04324063286351247,0.031182420131803838,0.017091643530812033
EREG,,,,,,-0.03717048457391902,,,,,-0.03565750186445063,,,,,,0.01895791193995199,,0.01622816247291565,,0.045991682272997,0.07429606338726873,
SPTAN1,-0.022987282940108447,0.0990160689339128,0.025033367411275025,0.06356857364192937,0.0014349871981906577,0.03043867769869308,0.011225156876120834,-0.09982718882885722,0.017435463946135328,0.07165338148509491,0.09741501992056172,-0.006399263732901936,-0.03373109100760012,0.06931983711470426,-0.06717502585612643,0.10930695084241354,0.02542895407066708,0.06036157131231685,-0.011349021092729962,0.04119875664124452,0.09435486445602247,-0.03295812902185107,-0.0937101267331283
PTH2,,,,,,,,,,,,,,,,,,,-0.026766332020221068,,,,
LIPC,0.017399381264278056,0.05650761145199958,2.844185948789835e-05,-0.02277639248963114,0.0022443388839739663,0.07370951087460245,-0.020302737921368812,0.06680184746881421,0.01607424122762249,,-0.037731253274424434,0.10371287533288469,-0.03525184919042308,0.04079824741657564,-0.013695160033777413,-0.020834993619232807,,0.03058382154336077,,,-0.03462547439758025,0.04235903902685779,
COL8A1,-0.012104153675178279,0.06063371232744,0.027942881861973135,0.009179313628993756,0.01047332888495127,-0.05994822589476336,-0.005121354127082145,0.09542413848455997,-0.037474372497211604,0.034840348942329895,-0.053670355679217324,0.06140399033296876,0.019244973822138096,0.08351555549892567,-0.03463211062952688,-0.09305411477526906,0.013049922765829631,0.04586747666424771,0.01606068238469859,0.07038446643462115,-0.04921498763899196,0.039611437810228065,
GSTM2,-0.04863313974987822,0.02687710364907328,-0.05141859040787299,0.016278844700507764,-0.005536546403437519,-0.03761076015195253,-0.01107126856903221,0.0462219413069322,0.01605671745826347,0.05187317812736267,0.002855606448848276,0.047207594250689065,-0.013473599250747877,0.09722529503970063,-0.029932458945983113,0.07823618106391077,0.059335011255785164,-0.002230951861934468,0.032517987526931996,0.07996087583154426,0.10653200439478802,0.008415938382854827,
IL4,,,,,,,,,,,,,,0.03101312515253152,,,,,,,,,
SPX,0.030647377241786584,0.12241185986373906,-0.0014561008103552576,-0.030635492005666017,0.031642735472947346,0.06151732339544554,-0.010508237252127071,-0.11013030539326371,0.07408835619366286,-0.009040120688115457,0.055126554860822095,-0.032548413192327215,0.011042570592727046,,,0.028573431101385334,0.034056384118016834,-0.04588143254944031,0.008511773899303417,-0.04481382112142849,0.22914524210775958,0.022138790319421654,0.046523315668293624
MFGE8,0.01872578313410775,-0.09037631121862698,0.010689385375635579,0.0062435819736912,-0.04503512658958752,0.02135409251913163,0.025373675940683744,0.05212053959318376,-0.06251831628593511,0.05086686158881895,0.04737879568634437,0.04107508749282801,0.013271756862333648,0.002433556038131573,0.0081301028733395,-0.022324265416045888,0.01594136853709834,0.008158162688646635,-0.000597463704809318,0.1407868890060516,0.012467129872455122,-0.03219164283376475,-0.04976754582060818
TGFA,0.059103112703484506,-0.10732385951277502,0.02281464837671742,-0.06764831175262169,-0.019529093735439165,-0.030237025779343778,0.027734485114466325,0.04804322320445268,-0.09396728353040218,0.007233943588075201,-0.025449800673934604,0.06187255301208962,0.06980927257803145,-0.049865934014228425,0.005415051632791942,-0.02051124455757694,0.012675992046096833,-0.027691996914973916,-0.06698779295757029,0.05413266788029996,0.15749074264466045,-0.028273616822337297,0.02072101954369678
SLIT2,0.0581240481657138,0.06859697919261597,0.07011440403757656,-0.006061504732741016,0.01746155192446112,0.06129496796217318,0.022483701632672697,-0.06123992913468379,0.033691027276096845,0.02427624652824733,0.021648874872775704,-0.03178955956619596,0.008353775785391027,0.01880198575302357,-0.013994752479778163,0.04969036687851478,0.043147875764896246,0.05075858200635163,0.0037558513491874677,-0.05208652688140748,-0.0268393230977188,0.010997043951885615,-0.025105087803463006
