,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.018417499413275626,,,,,,,,,
BMP1,0.049298896170375826,0.01333854697299828,-0.05155687464713749,-0.052879157808941965,-0.012356117555248186,-0.02202761523549566,-0.01367132396628105,-0.014846791548085646,-0.08848751867574951,0.01292231212753197,-0.016580822775919685,-0.065114722566251,0.045241299304642116,0.013398111014148083
NDP,0.005371042505964903,-0.008845876773027866,0.10641549464411008,-0.010126640382149422,-0.04701597614698578,0.030405376941518337,0.0067095480937516576,0.012437303715488596,0.027290229830462847,0.06582131495578533,0.01997188987395028,0.028900085351046143,-0.05799345080201053,0.001284737996101046
TNFSF18,0.12357148574899049,,,-0.02163190236099377,-0.027349433720230548,-0.014907370049173686,,,,,,,-0.03290704233222438,
IL36G,,,,,,,,,-0.022254625317010442,,,,,
RTN4,0.08533773852900502,0.07203787954005313,0.13189682719995843,0.14146801842964646,0.1386253083128343,0.07610155478024262,0.0988738018022843,0.2051278344823613,0.17300221100901883,-0.008491486194377191,-0.0064980876432475555,0.11994340887556686,0.19044570819537196,0.06712235032724995
HEBP1,0.014710152484904673,-0.007684307656392286,-0.016474685492409564,0.013931811821209155,-0.07030808395481004,0.04298148130257043,-0.005316212136597302,-0.024110727066820582,-0.003999624500101185,0.06010021696972585,0.06656474783476873,0.01948339455264352,0.010435342299065063,-0.0019809480049457016
WNT7B,-0.005346049030143037,0.029504429301129845,0.013994176259263493,0.044478522139643276,0.052774462396399005,0.04607944214828429,0.047003001474888624,,0.060671139410500625,-0.03434011313539191,0.0848176860011107,-0.027736317979175446,-0.025496390054726526,0.07330212833151328
PTMA,0.07196253584127353,-0.054586511735040866,-0.12788440486444466,-0.09707888277655162,-0.01183754673006109,0.06913136301227335,-0.013656500822328346,-0.18508088239070483,-0.17418358741539527,-0.06546311130891931,-0.007365405257930824,-0.01795208447020856,-0.08733826175456985,-0.0984005877871207
CEACAM1,-0.005320693606479389,-0.00829062280895799,-0.01477731776041269,,-0.03599029706855268,-0.023445741644396088,,,,0.011332941000074145,0.07039598299749837,0.004369760738512411,,
PDAP1,0.04912026611586872,0.047376762911896825,-0.056983645770534726,-0.06260196662093363,-0.054095767978713155,-0.024840775694920797,0.04474564885467072,0.009172658990468823,-0.09108639710234658,0.004859965266861145,-0.015503759114780217,-0.00042411868966696445,-0.06086185415006946,-0.05011564925441798
QDPR,-0.013051667234453388,0.0076348461890581275,0.11147343366424292,-0.0005747460736638859,0.06362877077892205,0.001049565909325466,0.007919308882958798,-0.14487447632521566,0.04973300062766905,0.0742258795580865,0.024283283198505406,0.02512202001468921,0.1097834603638283,0.04439467955891676
POMC,-0.0035561435639389952,-0.0017135920565580307,0.0687396961052878,0.051620085058749765,0.026340560642436683,0.0476856023091699,0.04440370631303233,-0.060998481647795325,0.06916625916964791,0.015592713614387214,0.05297959929881796,-0.03225085758311085,0.12824715163262987,0.0617351681426604
CCL18,-0.015411016119195693,,,,,,,-0.03637888724113313,,0.07099888050731834,0.014886914720971622,-0.03040303417528725,,
CCL17,,0.0166182211495354,,,,-0.018592392827118675,-0.00252341498462869,,0.049200548568150766,0.030837398924259497,-0.021817207101942248,,,
VEGFD,-0.016791238222274334,0.05784225559416965,-0.014138100968643106,,-0.03085425189661486,0.008785974581462965,-0.018966982865224052,0.013777411540187785,0.009639115422437488,,-0.03364848544729502,,,
TNFSF13,0.09908947109410386,-0.01535873204560172,,-0.02097843262077172,,,,,,0.0714481683465206,0.012328297208166044,0.005684708127157293,0.010560525498488843,
WNT5A,0.04301851470557115,0.027357730121728693,-0.06871877542906707,-0.06579242463830863,-0.04139117749877833,0.012017001138409884,-0.07364405706185402,-0.0036511681647076757,-0.020646952158794734,0.053034749956239406,0.09100740081638277,-0.011402080505874934,-0.11090412850243157,-0.0004804288818553047
CXCL8,-0.024291631741693187,-0.051976318178399185,-0.025659603655162042,0.022503378073212475,-0.025326946359299322,-0.028166034167235014,-0.017662879155929387,0.00759454453681668,-0.06550980079855147,-0.08178117605505665,-0.10724398571956845,0.009693569951786912,-0.1509167160577777,0.04071490107035551
GRN,0.0413375661947319,0.0014963616288984286,-0.06372517761445474,-0.09522724181354726,-0.09906786020744864,-0.020684095848264847,-0.0319192360198859,-0.13300552295405435,-0.004530179351371101,0.029841987146266305,-0.07014986938831153,-0.06381736061693141,0.12160728044830871,-0.09702391619231185
MIA,-0.014130490997253565,-0.03322140954974303,-0.0428998834695718,-0.037933052104309264,-0.052611286886688334,-0.03654359404017764,-0.02157094859979397,,-0.01801130040645089,0.18181305261856517,0.09579143729417872,-0.05018862553876232,-0.06714373472934243,
COL4A4,-0.02673025179745248,0.04431627729925059,-0.0582515312297594,-0.0199600518027871,0.1264956628941853,-0.019411033335445926,0.07568626270326903,,0.018856948814518208,0.08726738112831336,0.056340267331261046,-0.008811597586299348,-0.0558487745469202,
