,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,,0.0026521433020117,,,0.05339118753795869,
BMP1,0.021725279409609718,-0.10211790087568565,0.0786412469409918,0.04956481183152494,-0.021335122277965034,-0.06212820226185302,0.15555622479225933,-0.02366169227050646,0.02296881331402477,0.12999387454296996,0.02773089052493819,0.05015703704351957,-0.01642597979392583,-0.004972607227530812,0.11329611166623227,-0.011343420490518763,-0.008210281204307949,0.052447323348419866,-0.045883099657026055,-0.08031953298568885,-0.034069071488144795,0.07500704105263271
NDP,0.03314425260956708,0.021017083539411,0.038891907134873546,0.020831338860210324,0.05712889718174226,-0.008809275734825976,0.03732451873677429,0.05700963399037973,0.010864714703119435,0.05131358258971224,0.09006089066097635,0.09698837625048284,0.016843052492024346,-0.01757456906209269,-0.03302431237473522,0.028033584937755637,0.056678812495764376,0.026338269803937372,0.02769394907212586,0.098706411040502,0.06878116882536599,-0.024171595068666334
TNFSF18,-0.03376243460857549,0.074931040398306,0.08723253926445948,,,,-0.016121188341317455,0.04154301239205786,,,,0.22434811018151174,,-0.0634904658237039,,,,-0.014967853371119165,,-0.006575038400283257,-0.051223179003531835,-0.018149068849374624
IL36G,,,,,,,,,,,-0.01596859695645387,,,,,,,,,,,
RTN4,-0.005319725739237156,-0.0963363777263476,0.046756855504924165,0.03914492415026739,0.013747609079564117,0.021114445650163734,-0.06703575781172288,0.04269619624792365,-0.02117260608731093,-0.07909497040513555,0.046880061615695974,0.006937380888972269,0.01601924246488701,0.0549961887838231,-0.052989303059715186,-0.04922965684935951,-0.07682174339820994,-0.02695308063452599,0.029847318766287635,-0.10553339462735274,0.003693188397414077,-0.12482341626849358
HEBP1,0.03642637292802389,-0.0029577578329761135,0.04452437605448317,-0.005977074408580623,0.01042405599339892,0.05785472761394336,0.029533643295555204,0.00954383929863923,-0.02061792396583069,0.10587939211289649,0.035591028459266136,-0.045113528861970426,-0.022510815426916676,-0.058542705075351364,-0.029515480168506004,-0.0052446636832158946,-0.010614846309385726,0.004076532109057823,0.0531440282557643,0.0891083817373704,-0.011080871831204665,0.04494519502531232
WNT7B,-0.013619376833118731,0.0009931100645675871,-0.04168428737338529,-0.047467895271057096,0.066888287861726,0.06278630416597811,0.05529256408596766,-0.003936725345471546,-0.011566944830319968,,0.09648863551372226,-0.03861415895332903,0.04522482061729653,,0.00759814589015417,0.02324823994457872,-0.027434751856546376,0.06008253548255109,0.004943936170343996,-0.03597282228224824,-0.0016272033474869683,0.10506595414890534
PTMA,-0.023039682705481082,0.015630372631701403,0.027747224208251875,-0.06423652987738245,0.026157095972030215,-0.03547817545578054,0.09166153660666927,-0.028523032228743,0.024562551191621713,0.14123613200368187,-0.0006401682019236126,-0.04762394598582836,-0.14300867499590159,-0.01956795726005123,0.00996631764813148,-0.05708405532550201,-0.011236767330534712,-0.04489136701235452,0.013777237171334524,-0.015200562620894087,-0.0012887928600964042,0.09781268566039517
FASLG,-0.029743655829749978,,,,,,,,,,,,,,,,,,,,-0.026337020895515584,
CEACAM1,-0.00518885204650479,,-0.027694778240348664,,0.018278709502008234,-0.022666105370352265,,-0.028847400232900895,,,,,-0.0558286618853993,-0.02413606997190863,-0.046552912920060495,0.07383169027929411,-0.018648624876456115,-0.034204543925957,-0.016688747333160506,,-0.001137883197269848,
PDAP1,0.04528542772835884,0.07094189022869,-0.0010978044570601072,-0.004858558402653995,-0.018667444468879957,-0.06577162123344797,0.08490343059745077,0.008431890546110304,-0.010343458146467885,0.009605917235530436,0.0008330337109588764,-0.011316263584771565,0.030428631112380897,0.05121790834193978,-0.001652577262087142,-0.02440977541889477,-0.0063897864743662925,0.06652235891862843,0.008355106113093709,-0.04086355961567604,0.030139337362097986,-0.057949339477301416
