,ZH8812bulk,ZH916T1,ZH916inf
ANGPTL2,0.009273170270441587,0.04184393561686712,0.016405499677175896
LRIG2,-0.001003263798883217,0.04480224527057566,-0.016412079897600067
ICOSLG,-0.016300873005206048,-0.010179038481837169,-0.027327891567789538
WIF1,,,-0.06133610543408821
NPPC,-0.005476089731033055,,-0.07314931957558302
LYZ,0.011558222393621132,0.00982695308313491,-0.02730613631596551
EREG,,-0.024359238358493795,
SPTAN1,-0.05103229311238631,0.06710508236283046,-0.008746748428250753
LIPC,-0.0186522591553557,-0.029998308030212993,
COL8A1,0.0826215908337843,-0.0732848245063915,
GSTM2,-0.007943192622493359,-0.052269278397841956,
SPX,-0.033584347433577834,0.038428140952487304,0.020383746490108705
MFGE8,-0.027740573192460018,-0.006110398802344155,-0.08009625414154764
TGFA,0.021750530899169056,-0.009647815247422042,0.01057201622319139
SLIT2,0.15847661755518566,-0.011454708114119833,-0.008716802345334132
PLTP,0.024802661634234408,-0.010454411091422297,0.009516213504172866
APOD,-0.0383411764362729,0.042488548437483946,-0.060569447623331954
B2M,0.031163172547879838,-0.011737111939585331,-0.07690384227463881
OMG,-0.04944286201144155,0.024361623994851454,-0.1089231447669433
CXCL3,-0.0053682151973642395,0.02250751582935276,
CXCL10,-0.019083722523955578,-0.026604359327232648,
RSPO3,,-0.016908415402701077,-0.026196270706052658
CORT,,,-0.027973374132254314
NCAN,0.08280225452373553,0.0670892465378177,0.0744170666618538
PRG4,,-0.038302117765076166,
ZG16B,,0.059806804719308014,
TGM2,0.027805104217235723,0.06995940835037476,-0.07689212251902326
VEGFC,0.02548280557886399,0.016503702482686785,
WNT6,,-0.025462024540018235,
NRG4,0.12109912191438596,-0.01690841729773104,
PMCH,,-0.02448360783031636,
COL9A1,0.04911901256053111,0.025794241383815177,-0.04262130291123905
GDF11,0.0373775995589631,-0.020411763407901923,-0.06804351669281941
RAET1E,,-0.018548413638065395,
SORBS1,0.005895482229879984,-0.0005139771529115708,-0.017165629375363773
DLL1,0.005557380905340466,0.026011112676847203,0.03941819796047526
TLN1,0.02092387573026777,-0.04340920225018828,-0.05295315202613062
COL2A1,,-0.024607459297536466,
SHH,0.04168736289813945,0.01692272572295819,
PON2,0.004287229947335157,-0.08212312887717449,0.07215280414089725
ICAM5,,0.010095671949790235,0.02828243301484336
HPX,0.03761731329521008,0.002758402398482981,
SFRP2,0.016783993138616077,0.01770399604880394,-0.020965090715855606
CD70,,-0.025796845706163307,
HP,0.08069131570298667,-0.02529314293130032,
CXCL2,0.014167347485551094,-0.03766501159632371,0.0032373370055668884
NPPB,,0.07820942509589181,
CCK,-0.023636751703103788,-0.02225039320778547,0.05492702686696859
SEMA6A,0.022066030023553226,-0.0005429387488356915,-0.006278765375033711
IRAK4,0.022932715988251907,-0.07032665792930501,0.17772220223490343
GSTP1,-0.0231183126254379,-0.027951726884466534,-0.09165720831972568
VCAM1,0.018921652269429844,-0.03851099944698231,-0.0171288886326322
NXPH3,0.0514342688299917,0.00486730360072093,-0.06257302899492866
MTMR4,0.052174999490443304,-0.052978050616383235,-0.09022155542873153
LAMC2,-0.026161636561829328,0.02142526471153927,
IL10,-0.025235410890375343,-0.06395924846528764,
SEMA4D,-0.0760932795482375,0.06468622613750058,-0.01370947735330129
TRH,-0.0194492632777317,-0.019211061223617557,
SEMA6D,-0.048178065789174114,-0.02935878369658934,0.08504945613175463
CEL,0.020169698049020652,-0.011868296588686567,
PDCD1LG2,-0.005558028403364024,0.008374514215733231,
SPINT1,-0.02254423135172021,0.0004849307098776793,
CTHRC1,0.07166754114068821,0.05570223498942133,-0.04951029858078824
PODXL,0.017890975454432575,-0.010770147297647588,0.07978120870700116
JAM3,-0.010154733783766755,0.007140857375717936,-0.055460622683012904
TGFB2,0.06465558928319277,-0.07129000440547162,0.0016281121736966455
COL18A1,-0.01726909259389228,0.00809155082402452,-0.07248689842149765
NODAL,-0.03935549936254131,-0.010765019412803266,
INHBB,-0.01272162942572212,0.01836414616251251,-0.0010349730435704578
LCN1,,0.00232805573702044,
ARF4,0.048242552928536034,-0.0963323128257543,0.052021105476769566
CXCL14,0.03629857196852987,-0.04048080589147279,0.04356016466629881
LIF,-0.02909413162337164,-0.0563925642910574,
IL17B,,-0.03281537859864816,
MMP1,,-0.03727014396846259,
MATN1,-0.026463759681660506,0.10245892800041063,
ADAM28,-0.023522341378046593,0.05126493143432043,0.03693328000294785
TCN2,-0.028921396257387013,-0.08757887897111656,-0.000289953597798531
THPO,,-0.0252931506310815,
CUBN,0.015239776598107775,-0.02175353789255906,
TIMP3,0.005739324020691737,0.006906084248104401,-0.04234283829457337
PIGF,0.0032499042230045867,0.036732203025887505,-0.02199273281388822
CRH,0.0158838420676676,-0.028808156071375733,-0.02408607384905425
BDNF,0.0031792339313254543,-0.0639901924420392,-0.06037902811894355
CCL5,-0.010232989814525206,-0.038270363898425606,
GAD1,0.09075458051028916,0.015366369838125936,-0.056505712390274646
COL14A1,-0.001709558924461514,0.01089945702137506,
HLA-A,0.005260848893019853,0.03787954478424654,-0.057287892236686
FGF18,,-0.019211062764905928,
ADM,-0.013628267560875611,0.046074434369109275,-0.07356530301463836
CCL15,,0.033423517012848424,
GNAI2,-0.005031662390754914,0.012902837023183743,0.05856005281683747
HDC,,0.0423486040716191,
COL11A1,0.09293280814826882,-0.014884691150448883,-0.04500295196781039
NUCB2,0.012125235394072741,0.01827741583746883,0.00010476886143614866
CXCL1,-0.014742937866942512,-0.04191463248642435,-0.03019751477064285
VCAN,0.029355392099423075,0.0020757688233475733,-0.05304874659756155
MMP7,,-0.07757210179765996,
PTPN6,0.03763139269503042,-0.05217322035611229,-0.08445682362538975
PTGS2,-0.032715946966997984,-0.03119387264487534,-0.06925272127035564
CD58,0.039503586021332124,-0.022075958829593737,-0.05967299371697045
TNFSF14,0.02866241099725259,0.0526303645120046,-0.03279128165484099
CNTN4,-0.03320997142142016,-0.028351009302865555,-0.020215268026453882
INSL3,,-0.02281371950580317,
BTLA,,-0.022059726061099516,
MFNG,-0.05049725283653401,0.018464536000260413,0.041405259882771536
ICAM1,0.030812050691858325,0.010897693783101216,-0.04541410018640182
PROS1,0.013611191893575464,-0.0683579489962441,-0.06695125214632638
CLCF1,0.07108563555284891,-0.06482011330828756,
PSAP,0.027526588854002495,-0.06422018919743563,-0.07512858351411204
EFEMP1,-0.00942613666681718,-0.1338206805870569,0.015503942470147518
C1QTNF1,0.07204334557601458,0.017110668332581364,0.008983659420850196
ALB,0.10943369760044407,-0.02579685375704481,0.1407521764893868
EFNA3,-0.053574615794738475,-0.024196240771953398,0.016535481473522365
DRAXIN,0.03807829298726116,0.016405699099621248,-0.042621356239547124
NPTX2,-0.0351871144982491,-0.027905785216762187,-0.08681173610379714
FGF11,-0.06146227003860865,-0.00664641735829001,-0.023332844584863573
CD59,0.06077847352054638,0.003749857218093499,-0.0694570342220856
COL9A2,0.00044554933082665166,-0.0011403784191986476,-0.06883365566734766
DLL3,0.01963728090098361,-0.030260633185572785,-0.027877450376384016
FGF5,,-0.010347159514756387,
LIN7C,0.05345639863321767,0.0006429115999797029,-0.02885050629222104
GDF7,0.016611322116065242,-0.01872333110830103,
PSPN,0.07151353799830058,0.05839488178594155,-0.00785049176733417
ANGPT1,0.019812737805795486,-0.03310008328298942,-0.04434181671931272
PNOC,,0.12062497720607562,-0.051658945020765464
L1CAM,-0.00471439628878388,-0.02865645583152797,-0.0054001659195453845
APOA1,-0.036505764262568796,0.03040654598428751,-0.027392615052500333
PSEN1,0.003979588978700668,-0.004595923979622568,-0.05156788828574568
CALM2,0.03737824946657075,-0.054111222752140885,-0.12899666201281065
CLEC2B,-0.012962672378690029,0.02748531081764812,-0.05130519846931054
NTNG1,0.03796547857132496,-0.03874468292868481,-0.05059242099535511
LRIG1,-0.00819807701303531,-0.015315467334523273,0.009882946601911977
CPAMD8,0.05294741733973077,0.04496839468089084,0.045704714446497
GHRL,0.06297667199648649,0.021676991146307025,
NPY,0.0084350874452794,0.04433151698275356,0.03181880585614578
MMP2,0.0807067176417308,-0.01943196669429538,-0.04436057044173372
PPY,,0.041927081820638194,
ALKAL2,-0.046683880953897854,0.02206974483684305,-0.023755287818164845
CSF1,0.038572564417213955,0.010660328268082433,-0.04646824778240873
SEMA4C,0.03300218487771429,0.047208066873459464,0.13198691344493782
BMP8A,,0.12045411128004777,
ICAM2,0.05448767441457966,0.0033983345499925643,-0.06569882012635944
SYTL3,0.08411729635652027,-0.03545805415788977,
IL1A,-0.0014016752520051412,0.013416677621844082,-0.03063278930470247
PGF,0.05063102336342633,-0.023634237665470206,-0.04729502043465939
LGALS8,0.045743288631250136,-0.0032626559428445756,-0.06309474373810689
DKK3,0.018699573992887995,-0.07276041426745211,0.008639188522560199
COL16A1,-0.023701376227137895,0.02352274215088864,0.05151012113774295
TPH1,0.0426877888457515,0.023755331852799887,0.06308395726298485
TNC,0.008398405148956426,-0.09535893055786539,0.03132666715237123
TNFSF9,-0.015403107549168698,0.023115726253252113,-0.056458480871699024
C4A,-0.007505873600454611,-0.02757479221343779,
CNTN2,-0.018703577220814498,0.028522596781902537,-0.08111378038671074
LUM,-5.409983944919565e-05,-0.017035250184584412,
BTC,-0.014830114576724226,-0.0199292556817361,
APOC1,-0.07864958798290474,0.027972940746024452,0.04649417627614335
PKM,0.05069327331465827,-0.032333312155819936,0.03678883962361025
TNF,,0.02482617703014529,-0.03124376407384635
GNAS,0.06818743089691161,0.09432103076982448,-0.07348242787293706
BMP8B,-0.08531201735846176,-0.042593090812204575,-0.06932217312517912
LIPH,,-0.0007328747825933793,
CCL28,-0.024919648443457135,-0.015900078596941987,
PTPN11,-0.04813419232416106,0.0020685478822393406,-0.011438885821366538
ADAM12,0.01938491115038988,-0.03237595642231646,
EPO,,-0.0169084121653597,
EDN3,0.01543251622406442,-0.03072246179869519,-0.04302523109387962
CCL22,-0.030932885444875092,-0.02612792765920072,
CCL2,-0.028716159658043215,-0.07239063061907244,-0.019490505178371084
DSCAM,0.0016601392823653181,0.035658942113671405,-0.0755772175178583
ANG,0.007474168429393066,0.05851268197436156,
FBLN2,-0.003958051474116063,0.08732295229482043,-0.026800522543990908
VTN,,-0.0127714365980342,
VEGFA,-0.07897860908475463,0.019788689013811016,0.05287044478540709
F10,0.04953003301408745,-0.029851712633342214,
SERPINA1,0.020770456234149613,0.014498502106267361,0.002208192293046213
VWF,0.020515541221080257,0.023934457206751424,-0.049364712053541364
GDNF,,,-0.03706846552598447
VASP,0.0828779255907819,-0.018438852309541773,-0.043162755538861224
ADAM15,-0.004040284186326913,0.0067069380846586065,0.029873588979228486
WNT2,,-0.04111896041002689,
OLFM2,0.05160922458918414,-0.03140389397719424,0.060854526086566704
MFAP2,-0.006296142487038023,-0.0028509374704609957,
HLA-C,-0.050115884742154004,0.035437989280089184,-0.03490106197699078
THBS1,-0.007690489339792675,-0.016793994648729,-0.07689214703169482
HSPA4,-0.014312730212518854,-0.03005078547191995,-0.10876318039276812
LMAN1,-0.0407217436462893,0.030167352512512617,0.12417214807652582
LYPD3,,0.09613539529511482,
APOE,0.02741993882904811,-0.04866376468442607,0.02889764717287924
SOSTDC1,,0.0012099174327678882,-0.027973427532221665
ANXA1,0.055267612662700125,-0.08542831363582867,-0.0003089935982654024
WNT2B,0.013028832089389413,-0.033253938712724515,0.17325909522313873
AMH,0.03713353356978913,-0.04133431397310347,
GDF10,-0.03145139093069591,-0.013674755337552325,0.03214358965305442
EFNB3,0.005112924425301124,0.01648683355697728,-0.020700850396821582
LTB,0.0022403291584803123,-0.02322558975576295,-0.03279120802168145
ANGPT2,0.0049060071637431,-0.043704734259768126,-0.06384865700640495
NRTN,-0.03145140221373427,,-0.038843759076831706
ADAM17,-0.010498000486998815,-0.024982473808838213,-0.02560885538456911
LRPAP1,0.026581822604241138,0.04929034113999793,-0.040498862694061236
NID1,-0.0016798486441539293,-0.02216391191497184,-0.03378590530861175
MST1,0.03312876283104949,0.014641716540083928,0.012447076145214503
DCN,0.02886359060185377,0.0006063886968485673,-0.009659306429678443
IGFL2,,-0.04467485368215551,-0.03228698977895266
COL7A1,-0.01896392510783724,0.030450827043630915,0.0700937878114523
CALR,0.011949727003426835,-0.024778949327282404,-0.057189266471363805
PIGA,0.01929498059316364,0.022738061859343482,0.022044510937425224
CD200,0.0022419377157925804,-0.04108776180686354,-0.01370353887810987
GRP,-0.0035388950876369014,-0.020062921837454104,
CDH1,0.0197796221127724,0.03973456861208101,0.05636793469144148
LPL,0.02140137274632571,0.04988765701715397,-0.05656289382077833
SEMA5A,0.07663475251764472,0.012438710604644009,-0.06045396952258729
SEMA7A,-0.0010412096468903776,-0.059791067955687824,0.03657122414681517
SEMA4G,0.023645899190044534,0.00019928641936170168,0.002847728784327339
SEMA3B,-0.0478754312016134,-0.046094189909866766,-0.018338609462519306
RPH3A,-0.012930766694287997,-0.04065934830642777,-0.006935552531790706
JAG2,-0.0010486772103018198,0.0012214551069404203,0.00765103142679214
CGN,0.07097506687981191,-0.0282189048173068,-0.029655366655056366
GDF15,-0.027752768516040194,0.012111641103310096,
SEMA4F,0.052914815644635384,-0.056525882434143665,-0.0025361470293645025
NXPH1,0.06437204630117734,0.06123960252142995,-0.01992505328643108
ARF1,0.01695880389348258,0.032506499629439266,0.06645938672546277
DSC3,,0.007926744902259916,
EBI3,-0.03438476185990477,0.032640756289236475,-0.01636487841224843
TIMP1,0.05135561727907129,-0.01324994958804649,0.03191028897260479
SEMA3C,-0.05240315474124388,-0.02506524122290414,-0.0218362770568443
GNRH2,,-0.018322574560917074,
GAS6,0.08109653982870933,0.024753827394045018,-0.05726470103317402
MEPE,,0.04922675482918051,-0.029655151097510875
SERPINE1,-0.055667423422858096,-0.023399701273488064,-0.0834540429421229
RSPO2,0.018798438969608002,-0.025085527463865484,0.021257449658193057
SHBG,-0.028973293601056778,0.04927712038949389,
LGALS3BP,0.061055294182594116,-0.07414340083940944,-0.010825272025972665
LAMB1,0.04388061828004025,-0.0001354357069013103,0.06390273862011267
SPTBN2,-0.05119457203716278,0.01991336104794521,0.03436572013969361
COL1A2,-0.008711839381805005,-0.02480037786852641,-0.04214975072123438
DEFB1,,-0.013388774954228883,
WNT11,,-0.022439586486167343,
LGALS1,0.01780489203302239,0.041622360598167915,-0.05649701128163832
BCAN,0.030791377046009632,0.043017259525671814,0.0033878252791982575
ANOS1,0.019712074743081075,0.029276512544140234,-0.11938021668348928
EDA,-0.024072240831196575,-0.039552341102748696,-0.038843846725801344
FGF22,-0.01768260644525343,-0.03240562961964283,-0.046540166200221236
SHANK1,,0.026344511644141047,
RAET1G,,0.1144711010955698,
TGFB1,-0.033103865628679306,-0.040121722586105246,-0.07278901626843118
MSTN,0.009627898859302967,-0.040774611389113,-0.03378081403663677
WNT4,-0.0036969460737041816,0.01993132208346104,-0.03019747316802386
TNFSF4,0.004245605059163928,0.006504525264560033,-0.035220888434130744
NTN1,0.0348115862008234,-0.05500794970341958,-0.026286391475782264
CXCL12,-0.038116825902247395,-0.006203945366818632,-0.0993098698539494
GNRH1,0.10473416926262352,-0.03256768118813644,
RIMS1,0.013032358900464752,0.009999874698834343,-0.09738470645923375
FGF14,-0.04530310961107774,-0.0003247812684305328,-0.08965328514708996
IGF1,0.0035461547158343195,-0.028305020561256732,0.008467147880637352
TNFSF10,0.003985695928747014,-0.023761973088849437,-0.07021384237282459
GDF5,-0.0072026013893499675,-0.011146974249392884,
CHAD,-0.027351827209478527,,0.0872729992332565
RGMA,-0.020824589021335934,0.018669956655952856,0.07147401141237121
WNT16,-0.022595521957824535,0.003745039240700622,
CX3CL1,0.09876790111348949,-0.0009767127387520385,-0.09082207805641714
FGF1,0.0338443225036608,-0.04915783060034017,0.06795168877340395
ALOX5AP,-0.014638265937309125,0.016353120820269813,-0.04782948484672297
IL1RN,,-0.006558921080989963,
FGF23,,,-0.0010996210079341991
NPW,0.09767117513130463,-0.04258827905314042,-0.026196357226865592
CXCL9,-0.011408906883767606,-0.03221172298874702,
ANGPTL4,-0.038294563631800484,0.021098745234576995,-0.031452755485791975
OBP2A,,-0.018992572351099867,
COL4A3,0.14005755201107362,0.022646734457319982,
NRG3,0.05241134092330838,-0.026656071407057117,-0.00648083418067127
IL23A,,-0.027417293799325535,
COLQ,-0.003807922226692635,0.034580893021595345,-0.03751871239841064
TNFSF12,-0.0035387599789056274,-0.027150778918986738,-0.10344312496148973
DKK2,,0.0007490410810043841,
FYN,0.016930296399972834,-0.041742252108133114,-0.06328669980586381
ACE,0.005088678571593898,-0.048151339129091565,-0.03474652115158484
IL18,0.010638003334811805,-0.016612184322592913,0.02025291977127264
PPBP,-0.011070916323461834,,
CCL27,0.03267728218924403,-0.012085871966778815,
SERPING1,0.02733826389243165,-0.06405137389194583,-0.06401904047740027
AZGP1,0.007314631256731094,0.030332897700334763,0.003432601750856565
INHA,0.11375905497139094,0.0406420447014271,-0.02364130788939042
SEMA3G,-0.023281595868250227,0.09480185688970688,
COL6A1,0.011235542964086697,-0.009282152317201189,0.09460302641783205
FGF17,,-0.018094096303424116,-0.025579426571075106
TNFSF8,-0.02259553074228129,0.01288567834665652,
FGF20,0.051073511839540786,-0.001988615304357647,
ICAM3,0.00842432180992681,0.025000441955734275,0.01916192329261439
LAMA4,-0.011933188759234185,0.020956904247556758,0.002508371074574227
DLL4,-0.04052852865764919,-0.02229764938460213,-0.03751861881378225
SEMA3A,0.03474953599108565,-0.016115606239425435,0.11796195314725287
RLN2,-0.037623070791081306,-0.02088261714814185,
C5,0.08526964135886754,-0.05936129728765658,-0.04951029576482411
COMP,0.25394851492876985,0.041327611533778855,
C1QA,0.025163901590181174,-0.04835777402930991,0.0040077646658276565
UTS2B,,-0.022250387329999628,
COL9A3,-0.010685474249107178,0.024656684996252193,0.04013429061981215
HGF,0.057798299972866965,-0.007607863173307798,0.07789319410986134
P4HB,0.05402408928168618,0.05298403681898054,-0.012779093344374761
ADCYAP1,0.03570758417077433,0.04680039306036689,-0.02173591719776319
GREM1,-0.03624535590682482,-0.03602362249984311,-0.018650877395845426
EGF,0.03343825833276677,-0.018029952913738247,-0.03426654838447909
VEGFB,0.04749894980657155,0.04146233310348596,0.0363517109041617
FARP2,0.03701665305668724,0.07429399932454778,0.013225760327472132
LAMA2,0.06549905524234839,-0.03610912521743311,0.07487925922872044
NRG1,,-0.012372413583128034,
SPINK1,,-0.014376494138770419,
EFEMP2,0.020662230379676336,-0.02249598957132474,-0.07825420449911885
SELPLG,-0.014924276465057952,-0.0004135748571511974,0.07771191818060272
HLA-E,0.05173909514921612,0.01717331983964203,-0.04834974286312637
PTN,0.060408797646663445,0.005432264241294086,0.030607904100556214
CD274,-0.007360933831852036,0.014999966353876721,
CD14,0.050111089949968206,0.0010718863813736416,0.013310386766685542
SFTPD,0.005484072371193325,0.012744162006525695,-0.03328921039728739
SLIT1,0.010561893120257567,0.03503629675401136,-0.034825623843346074
CNTF,-0.023281605055315353,,-0.033289353246520895
BST1,0.0276369390875002,-0.02051808730724957,0.0015693771877228902
AGTRAP,0.05000224902351483,-0.011125417135935343,-0.0819928092175084
LAMC1,0.0025000708912837834,0.01450224411651497,-0.013555012238785212
COL6A3,0.034263999858614544,0.005963479378221135,0.06263243343191671
FN1,-0.013478128411221599,-0.014922238231419001,0.08213276203836702
MIF,-0.03946690944559829,0.07578445165433143,0.03911308529221389
JAG1,0.001956417291907554,0.03005728806186062,-0.0543738048378906
NID2,-0.015938100354373007,-0.037790211756069045,-0.02965609257574418
EFNB1,0.037767229580144876,0.048807958825823464,-0.06322576549808814
COL4A2,-0.007596391992986729,-0.001368481852767479,0.002343146257065773
SPP1,0.07759639342573034,-0.01059021175556813,-0.10324564603302733
PODXL2,0.018217027959401094,0.03426995302913151,0.04255231652207423
FGF9,,0.04284422883523636,-0.003719824529912151
ITIH2,0.03859533194292875,0.03364919436559979,
ADAM10,-0.022184741412696374,0.016624957851493025,-0.018866369263064123
CFH,-0.005219865369980603,-0.03576379074174327,-0.05374966290423933
COL4A5,-0.0037602329759677485,-0.005660726617476713,-0.06276249769187636
LTBP3,0.004200605153744803,-0.082524947997223,-0.06159430993688859
GNB3,-0.02698240062535667,-0.04188005130064155,
COL6A2,0.010910417953640424,-0.011973518184424707,-0.0055512667888472965
GDF9,0.055003120470202276,-0.021833635088920438,-0.03522096873122501
NCAM1,-0.018375509164520718,0.01626337021712846,-0.038012024332364225
APOC2,0.04854381021618176,-0.00835107963710934,0.06294645270566615
BST2,-0.01213570970886574,-0.018631462582825924,0.13302030006387652
COL5A1,0.024078638098654317,-0.018438770431342254,-0.027392491123881983
CALM3,0.019157563178749046,-0.053197402405121365,-0.04911259648801285
THBS2,0.004994535269926124,-0.013874191815280634,0.02863763549614501
SERPINE2,0.03026144207180139,0.015432032714740963,0.05430820493465557
EFNB2,0.039945000324251044,-0.058747086589919784,-0.037355468087198675
PROK1,0.22436524661761884,,
MMP9,0.07044735989380138,0.019431966848882966,
NPPA,0.054837563462283564,0.014327135082258212,
APOB,-0.025547592299229756,-0.01715171513523218,
C4B,-0.0058138802215803795,-0.01899257766165092,
NTNG2,0.12039710903788813,-0.026767703426839328,-0.005184861037888058
LAMA1,0.11411087288104853,0.02047185425590661,0.006983564089910602
UCN,-0.03905194658008791,-0.023327078848518455,0.020915283981550237
ARTN,0.09519030891818897,-0.04358514444648698,
PDGFD,0.028361942546394615,-0.01983892274644739,-0.034266452537321024
EDN1,-0.016473965990926098,0.04888154771067071,-0.0109411667183312
ARPC5,0.048404653860100344,-0.046012936733051,0.012389482627386119
GSTO1,0.04955567481368519,-0.06368773727433459,-0.03551915209586055
PROK2,,-0.015638373474813134,
SYK,0.003946653781175604,0.022332628077623675,0.014592059337508317
CD40LG,,0.07251729165196501,
ST6GAL1,0.017917815989662054,0.0972355540686597,-0.006293973532925189
WNT3,0.07721533779223749,-0.031440950651539956,-0.04804143979101941
HSP90B1,-0.005478753465030344,0.007878370316977086,-0.010122628743774821
ZP3,0.0016905104806630503,-0.050013287031316085,-0.010250258399117015
ANGPT4,-0.03221535175017324,,
NRG2,-0.017966941663831414,0.008830748736324012,-0.05477530509560994
MELTF,0.02448866500902041,-0.026291766381391142,-0.052011331645828704
NLGN1,-0.03296387433307483,-0.02833222288930836,-0.0659606489299786
SLIT3,0.03241330327225651,-0.021289459439656565,-0.050233385337593875
CCL8,,0.07778561272290808,-0.04097591282452931
S100A4,0.05555008144387339,0.02299029738059663,0.027815316159499438
TNFSF13B,0.0029964946352826634,-0.07194775709834586,-0.06133624691838708
HSPG2,-0.006527168491125969,0.007635945762293393,-0.04342608919385646
FAM3C,-0.017719294258989497,-0.0971697710930245,0.04166801681469585
FLT3LG,-0.04401967638788386,0.03283463574015311,
A2M,0.007463442786944945,-0.05304256653089613,-0.08603440784179843
VCL,0.007672061042202382,-0.012279057656070975,-0.09430616122921742
FGF2,-0.022502847515414776,-0.046269394114068385,-0.008088383177705265
CNTN3,-0.03650575379859021,,-0.022043226541033713
RNASE2,0.0028506558278476994,-0.10063248952324194,0.10795157616521335
ADM2,,0.10145058614983794,
GAL,,-0.017391811757245083,
CXCL6,,0.05083314867411701,
PDGFC,0.023246633196143528,0.02293212825829007,-0.07401959876533437
COL8A2,0.085276757090905,-0.02215004603235696,-0.031775720178184745
SPON2,0.0057728332160565795,-0.008747494034991832,
SEMA3D,0.0019644446743289578,,-0.050592408044885774
BMP6,-0.030670730570164832,-0.036335714574836246,
TIMP2,0.05694451350278008,-0.043180217931681406,-0.02782197728430738
EFNA1,0.016361835290476516,0.06010347318936136,-0.021975270881266794
S100A12,-0.02491963588364779,-0.01921105512852627,-0.04097602597412985
TFPI,-0.007299345100037668,-0.023587337257010087,-0.010911216870497625
GPC3,0.006755971715035553,0.00323844480942278,
NMU,,0.04974733328706145,
SCGB3A2,,-0.027731512041843938,
LAMB3,-0.026371365498747756,-0.06654637301016268,-0.053058702558756915
LGALS9,0.016842056581200106,0.02342063279728194,-0.01388365410771291
VIM,0.03846705749323516,-0.08167364381350345,0.11338681384605068
PLAU,0.05771885069936837,-0.08672824756747692,-0.039277589472325354
TGFB3,0.006561331926254506,-0.025770150971480256,-0.02835514458773484
APLN,-0.012801527951537595,0.05716712579630138,-0.07802464056590099
SHANK2,-0.024276722179512635,-0.02741729522486397,-0.054987417916702065
LTF,0.009653524371143373,-0.07336136950178555,-0.08302595818879224
PYY,,0.04621239294107081,
PENK,0.04093599551535506,0.0196925433634517,-0.025579420141587636
CTF1,0.0030019282207333882,-0.043168842525940776,0.02186748369726887
