,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.07294795988321198,,,,,,,,,,,0.0648040391336636,-0.022422559121089758,
BMP1,0.032109203521424046,0.006745477163106938,0.0896894148870256,0.08411154996030554,-0.000989729206389989,0.07138318698696262,0.08657949379831055,0.10339893046391575,0.007481005479377506,0.06325020608325503,0.039575746331948235,0.02776228480786579,0.012701016136450298,0.018587994026326497,0.04311750126545882,0.09340881618831617,0.0542683861123555,-0.006293791938173509,0.00869031905810687,0.017102076985278297,0.09259368094452172
NDP,-0.012053679577423091,-0.06340151660510573,-0.0316920746746925,0.012079741205767484,0.003931692362181875,-0.05425453765345211,0.05166178298846736,0.03141179028945442,0.04543346523583679,-0.03156810179106841,0.07390062731639033,-0.00891899463064319,0.033765340411210515,-0.10267861464845568,0.05874732972900301,0.07648853419128133,0.0430164052822687,0.037574373713793525,0.04026043760686891,0.09833064681904383,0.09572662388008112
TNFSF18,0.03481817263674211,-0.02921454457876853,0.06152804312721455,-0.03209565260505967,,,-0.01654899338136238,0.10076446915045022,0.02396357143208141,,,,-0.04252770244490841,,-0.019769618785228225,,,,-0.02406095346117637,0.024390046720790325,0.046970823265701636
IL36G,,,,,,,,,,,,-0.019418565266237205,,,,,,,,,
RTN4,-0.03331882535606187,0.015134125620328497,0.02691990463275475,-0.017900020740201212,0.059222692180947896,-0.06805946362936913,-0.06906969570464742,-0.15126174556807973,-0.03104031667241609,-0.09160573794172744,-0.034633886016330155,-0.05175201536100945,0.03729665368746961,0.023314151019800933,0.02196071832096233,-0.042689119597682776,0.014776524961026787,0.03329878723605817,-0.07846596744628574,0.050025504419943266,-0.14119200462811268
HEBP1,0.01664426573881226,0.024759614119952922,0.04046776569943608,0.021621112988470775,0.040584845858838224,0.033367414521940836,0.0788101045143878,0.07942698999312917,0.04844631785676969,0.021940320051220975,0.004126353631226105,0.002667112445094424,0.014282734105699866,-0.04856041093604254,0.00467160685384962,-0.014153911493371007,0.006712588128126977,0.02933693090650347,-0.038931914481513355,0.08429297824021109,0.04384993081324666
WNT7B,0.13141272828960862,0.07222022398764655,0.03178642136808146,-0.019936824472943437,0.037413983725719295,-0.004142159382625286,-0.007891813181047471,-0.029494891720856738,-0.041101865553327024,,0.026247105528420047,-0.021343241050231963,0.033539193240315616,-0.04085530277013364,,-0.02687598778076281,0.04736475485503,0.023948859628467434,0.06333674353248578,0.10646806204715757,0.04598426092884383
PTMA,-0.01651858263101839,0.07529670510130916,0.042064558275867824,-0.005542457941121836,0.0519579986218357,0.03227421910617066,0.10992534616706166,-0.10280253964987976,-0.057710961565815296,0.11977571299851032,0.059740170854466985,0.03673925416544757,-0.07248306167330157,0.04314913641864733,-0.02634602124405337,-0.09415266372869047,-0.03505483654253616,0.03336264868574958,-0.01990323330192873,-0.028277918720328324,-0.013976339799299886
FASLG,-0.014664679949747529,,,,,,,,,,,,,,,,,,,0.02932584278187589,
CEACAM1,-0.029471086649203764,,-0.025722104649211885,-0.015300313663736805,0.009371316256556617,-0.01477731635774198,,-0.03283554629289291,-0.022552081623094786,,,,,-0.017377870558144087,-0.025060998253368997,0.012675944978378515,-0.028267210370275724,-0.014947342199185809,0.11106454103572738,0.04146933881740623,
PDAP1,0.04004870178619066,-0.09135896404509553,0.011947074088291173,0.002639276848257582,-0.015015909448436887,-0.012128065723691251,0.06552778844382674,0.07034736843747662,0.042064678595789474,0.03405906211480408,0.08832078253699244,-0.013311522679930968,0.02149742126506116,-0.123667990174715,0.040560334153991726,-0.011359851538798062,0.012309789982462583,-0.10714186150104621,0.053879876058966464,0.0451481839813482,0.017727087458917618
