,UKF259,ZH8811Bbulk
BMP1,-0.022669978141533084,-0.01845160214304864
NDP,-0.017599429799131382,-0.012328013478788265
RTN4,0.016987493269162032,-0.01548409256771828
HEBP1,0.0037759555002636717,-0.029158282537994375
WNT7B,-0.02833911161921111,-0.034870372054643294
PTMA,0.005524375273677541,-0.0035060016974873096
CEACAM1,-0.03272354922168473,-0.016893071826819338
PDAP1,0.029130657269122704,-0.013644001857507545
QDPR,0.002985920870520314,0.00812698507488615
POMC,-0.030473496744928216,0.026258595448186924
CCL18,,0.07379012348270819
CCL17,-0.01896697386753613,-0.02438620971949971
VEGFD,0.03402625200224077,0.0799444749788154
TNFSF13,0.07505646304716014,-0.02650697622711134
WNT5A,0.023279377821744017,-0.021956675357525626
CXCL8,0.07673838191136491,0.01569908166347727
GRN,-0.00200707855364903,-0.01894505235131391
MIA,-0.0035452557072987298,0.02656023861747036
COL4A4,-0.024601942175768873,0.034920655269689446
TAC1,0.015424837756571955,
RARRES2,-0.006417781343415754,0.06173999586257379
FGF7,-0.024879479793826962,-0.030721760643516262
EFNA2,,-0.016055734235042148
HBEGF,-0.011348441352696914,0.011777523321801224
CSF3,-0.009945869513862289,-0.03773031729415685
PI3,0.01439052536749865,-0.012196771342372428
PCSK1N,0.0013287713732370193,-0.0301306390947024
NTS,,-0.019560865374298346
SFRP1,-0.016549417841065964,0.0018623774075637752
CXCL13,,-0.041251758258825474
MICA,-0.018883969826319357,0.013493620064142352
TG,-0.01785944384500709,0.04403293391502943
ADA,0.02122566320331602,0.029770211819311474
LAMC3,-0.03420192877255223,0.019618004979858095
CCL7,-0.012912349365383307,
NGF,0.0020668043530552307,-0.015839918154989
TNFSF15,0.00589781688250565,
HMGB1,-0.03764252453047351,-0.030628221174452294
ITGB3BP,0.004146504745710647,0.020617879624703832
AANAT,0.009076168566971927,-0.021606669654844306
RELN,-0.022709150275653296,
IL15,-0.020654133148455652,0.015868387876210106
BSG,0.027977358918477274,0.010392376553041517
ADAMTS3,0.10182126733542668,-0.01963741441574576
CD34,-0.005961996262809405,-0.04199978226723642
PLAT,0.03931215507650642,0.0027476666960832685
NTF3,,-0.054133552131886135
LTA,-0.016549417066858186,
CKLF,-0.024778060452419908,0.004785004011475636
CD24,0.07874856897934349,-0.013991697994041164
HSP90AA1,-0.039601010886170455,-0.012156707467104318
BMP4,0.0312433123937813,-0.030231655208044227
SCGB3A1,,-0.017593770932617103
IGFBP4,-0.023101924297031763,-0.046548886266600475
RSPO4,0.023203475736076284,
