,UKF248,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,-0.02271836500163036
BMP1,0.044473105247189525,0.008402576129550636,-0.047746249438994214,0.0016148911398414852,0.008582416384109063,0.0172849734205446
NDP,0.016000003932405745,-0.01944671671786042,0.02988451371237895,0.03571406766415356,-0.00894001569115603,-0.029664680795467087
TNFSF18,0.06812072799432911,-0.010647509681371023,,,,-0.038321820131004734
RTN4,-0.04623949842393528,-0.022887792659777497,-0.0012494139474115578,-0.0075983918296778485,-0.04516669593394324,0.01638649619928411
HEBP1,0.03685281559476546,0.010696279244722792,0.043926724217565126,0.0015254929078764802,-0.002271262221443816,0.05239065182545878
WNT7B,0.04425679586302671,-0.030520095349847606,-0.03847817740067718,-0.01906034507620596,0.038361339062802785,0.10402924212594791
PTMA,0.015591621780442646,-0.005127654089638815,0.008007759952509868,0.0057377446718795255,0.02374672347568352,0.07173398581133072
FASLG,,,,,,0.02170432192564064
CEACAM1,-0.017332503033964195,0.05070518188883601,-0.021561220613142442,0.03741790556061324,-0.01603498306079712,-0.02741470750825507
PDAP1,0.04368309881638786,0.030178508003214484,0.006085176937904913,-0.021492118045098155,0.025788898993511354,-0.006575895910537519
QDPR,0.03969376432576963,0.005909453106566741,-0.01655110383393069,0.09241833224502365,-0.002278722937677587,0.005034125548378662
POMC,-0.023737949647384786,-0.012354528249030876,-0.041603259983626996,0.05750863828559238,-0.02623112584178775,0.03489702720826828
CCL18,-0.021629326141699757,,-0.039456769239307986,-0.025791031443054023,-0.055220404122309136,
CCL17,,-0.013279517579130084,-0.015296642432612242,0.06896203485328459,,0.004937198199840137
VEGFD,0.17173660489054632,-0.014148202783512946,,0.08848858428877948,,
TNFSF13,0.1080666799143806,,0.12163688827154873,0.009369068966998649,-0.018006211272057714,-0.029099957923601132
WNT5A,-0.022385940211938838,0.0185944008077606,0.017211741664870384,0.019700888002888585,-0.016681723333455814,0.022913592934026904
CXCL8,-0.016711958457480528,0.03597791379351043,-0.08260526751169847,-0.0586743388542325,0.03530370543320556,-0.020890826329066473
GRN,0.02196971759727131,0.01859062711170125,-0.032492188764377136,0.022909018073439973,0.04334460799673215,0.007106751936195772
MIA,0.020463542077156414,0.018094123627227725,0.08686798253027736,0.027365590005521627,0.015155742474096592,-0.02046510926937864
COL4A4,0.04194541670925914,-0.013864227203243833,0.09108852053026872,0.09266487962139652,-0.03231603307061273,-0.016858605295203315
TAC1,-0.03607940868201562,-0.04957554870256984,,,0.013647214172253142,0.012892086788583768
RARRES2,0.07572383454640111,-0.007708163456565944,-0.0575831667099975,-0.06935063564948594,0.009924027318866978,0.0709154060590206
FGF7,,0.008686368638812843,0.05027165753342168,0.053547012924765026,-0.0017515412735062109,-0.026339351730625394
EFNA2,,,,-0.014636430732707817,,
HBEGF,0.0006210310131947244,0.03714016400386925,0.0097077688079667,0.0369406609414112,0.009114125668865096,0.06759309867102377
CSF3,,,0.001278046511891631,-0.05202099311373391,0.04012932977905864,-0.01880290635778631
PI3,-0.02275496303140049,,-0.05587417733546524,-0.054932408607183854,-0.013657534471249198,-0.0089556967766789
PCSK1N,0.021914367143960067,0.055283758194062185,0.03336063434207779,-0.013787551384176915,-0.005580612788418834,0.02632220665304103
NTS,,0.0018952545230123325,0.026833131271278083,-0.01783171338859602,-0.04491337275311988,0.016555144246630713
SFRP1,0.0075685665862811405,-0.02002671357623071,0.04509570632841826,0.06475165206471964,-0.0348880067543814,0.09380370984119292
CXCL13,,,-0.034359395154774944,-0.03760516296040458,0.03819170490650875,
MICA,-0.011383444039131944,-0.0005196043897643197,0.04423210275989599,0.06828264292313048,0.012637449483998298,-0.01770330297483994
TG,0.010980664108855903,0.007456900820129712,-0.020325413413151344,0.05087638819818286,-0.018919755899343405,-0.03666925390878343
ADA,-0.01690366112602987,-0.02919586963109324,0.043849043670101104,0.03860486010627254,0.030959895342457043,0.03281853495176312
LAMC3,0.05563183474193722,0.03318888684989477,0.01436287567636242,0.058297241370179824,0.07361132765027069,0.003479268788484873
CCL7,-0.0137580786232568,,-0.003834397605093809,,,0.08549697676116111
NGF,0.00590779374891348,,-0.026477857618262577,0.09635751252037543,0.044630574013576584,-0.011338999456913062
TNFSF15,,,0.016487095593990732,,-0.01427536359396378,0.03699236415854161
HMGB1,0.001009641187407303,-0.035127029311253125,0.00585079806820485,0.007993817661230342,-0.04479800984338096,-0.05937005417824339
ITGB3BP,0.004823581224849419,-0.01604727461324119,0.03444511775037248,0.014091788306027515,0.05006253812028992,0.023964109369839795
AANAT,-0.019960878936821958,-0.012031463432730795,-0.02011269471596397,0.20962933948699453,,0.05818831462559418
RELN,-0.0270967586566251,-0.02648939870959768,,,-0.017243092167123025,
IL15,0.03932058867442529,-0.005425717818421018,-0.036847280770617566,0.05032259307135175,-0.023443063434071123,0.04801610662633943
UTS2,,,-0.017127431550263805,,,
BSG,0.005730080513052582,-0.025225740392717293,-0.016952252011344954,0.03741359860571301,-0.01091618200765833,-0.0008573940167320329
ADAMTS3,0.05326974421805515,0.004876905190451459,-0.0051216455876567715,-0.005195212462423725,-0.021740952188101743,0.03384085883839423
CD34,0.035310741460563545,-0.010374379896335703,0.025717923069422062,0.03613574324773418,0.023220491462225584,0.049875334866716296
PLAT,0.030704364645863794,0.023333913782514964,0.044626537876067636,0.08375297302271778,0.021909459787527716,0.013965200664153354
NTF3,,,-0.03206181476605208,0.07514991508403616,-0.026257046836293183,
LTA,,-0.011587553160305459,,,,0.07605006087855472
