,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
MICA,0.023100343461305267,0.030973621453356245,-0.042233082290689394,-0.044249519482072154,-0.07369830795617993,-0.01074045075090538,0.021489734561616604,-0.09230804605951107,-0.05017742027339208,0.013494293299704951,0.06629245107148866,-0.03176591961593778,0.020174437602127178
TG,-0.026024043540020587,0.016258395658647683,-0.03359716137922553,-0.025355943495244747,-0.023700865481406527,0.03014919676272118,-0.04745582271761779,,0.00985499626514002,,-0.03639126319491061,-0.035090905837418154,
ADA,0.04537773515765487,0.07814266772422081,0.014287654935145673,0.020776470681444024,-0.11889098732419999,-0.056307240937307816,0.028194114838529464,-0.0977187021537227,-0.04983172392836173,0.03816828211506133,0.005217806002477706,0.015750467267062477,0.11431855987271236
LAMC3,0.03578715540883928,-0.0006130984804145739,0.030059355225190394,0.002541207517450427,-0.0890964463931163,-0.04746374415388432,0.023146711374378202,-0.06218044594884502,0.06965336198824833,0.029346741293587338,0.01916435477556509,0.07618640474358165,-0.061660095696181305
CCL7,-0.014566102753763533,0.016180396461346693,-0.026162109789999936,,,,,,,,-0.019554249450446426,0.010407756797713122,
NGF,-0.02500927508885924,0.09130336689121976,-0.027925329213731736,0.032804955953952095,,,,0.022943748864023564,,,0.043421087171518435,0.0010533817175973547,
TNFSF15,,-0.005122066962593556,0.055460123877965756,-0.0049653326523589995,,,,,,,0.00564465161464188,-0.02741195063972473,
HMGB1,0.02115402977981924,-0.04956828028046321,0.0008089407895426843,-0.055838882200880284,-0.10007527990587753,0.05053588641642662,0.03028567516643556,-0.15618698594630204,0.007674923259438808,0.06385423051359114,-0.033676986362202725,-0.03461710731441726,-0.0806166865410921
ITGB3BP,-0.02342729537386814,0.07654105074424834,0.0032444373586318098,-0.03994906537726078,-0.10518528670907512,0.042980584187836186,0.027075979730966006,-0.008453726346443386,-0.05851853785588524,-0.05500051562842308,0.054383128129472956,-0.06381870742615123,0.19094420413062427
AANAT,-0.021133199017898632,0.020258229411961516,-0.01745383237344432,,-0.017713675941914295,-0.023487399003047412,-0.0039535430546755535,-0.03884211435314928,-0.018923934350819908,-0.025083235460117304,0.1171086588053948,-0.028433510241412933,
RELN,-0.029420074242643996,0.07012923445653757,0.014222736793771777,0.04991959376504912,0.012073788062394302,0.09428934012406442,-0.01237513225350622,-0.030925348754217943,0.013049650812371862,0.05812137414645251,,0.013722852647863463,0.06208530308194866
IL15,-0.012922876608145763,0.044041471064543786,-0.04848348850170732,-0.017454730371638437,-0.046204485105191276,0.04005374335546212,0.012117834981229115,-0.0365355740489754,-0.017551074460367803,-0.0020114265231828744,0.048575594506947706,0.07985210114215373,
UTS2,,,,,-0.03230476469457152,,,,,,,,
BSG,0.07256187544481833,-0.016029368736909765,-0.031326248743964,0.029177836853860696,0.09412388901266502,-0.07142547156226281,0.009353875950436078,0.19154958236983402,-0.08465466199411954,-0.013524038571156428,-0.013425072691727737,-0.026987464440849724,0.07890611930124806
ADAMTS3,-0.07232213844092136,0.0004950470780125358,0.019511128400851483,0.012973628576995884,-0.11966275935852201,-0.030016626506210932,0.02185656519922525,0.06326809108930313,0.0065225223878685986,0.03801088830748208,0.03908883907873243,0.08140918430552832,
CD34,-0.0030296766736339527,-0.026153487920565745,0.005586106543096545,0.020761769733320157,-0.013896650434454937,-0.030047718838546303,0.06018159635036775,0.04055241990493658,-0.021466299676812035,-0.005117258408894151,0.01438189612643331,0.024385105563367718,0.024738318878100785
CCL23,,,,,-0.020155351360916975,,,,,,,,
PLAT,-0.0057280935366216135,-0.03681012094829445,-0.012314742139854621,-0.11123971149952964,-0.11692429590103724,-0.09662544707381131,0.03281674837004794,0.021576243059214184,-0.055745666657935164,-0.05979145244745886,0.048888167730314756,-0.025361519667333868,0.06283424319683356
NTF3,,,,,,,-0.016256242234460844,,,,,,
LTA,,0.061408318460412156,,,,-0.010322751678914813,,,-0.017551076626880623,,0.0038500730895897465,,
CKLF,-0.0013720935685638059,1.622817471208467e-05,-0.006777750760127246,-0.029922023936599925,-0.11050445169249562,0.01862842884564919,-0.03950029847545129,-0.13686383428999505,-0.04357239150191021,0.011655274509456245,-0.0028013586054923276,-0.058767823691110596,0.0295957787032559
CD24,0.01670326731993753,0.0013301006828909834,0.03658729768317971,7.214824230854999e-05,0.03432411850832188,0.008736655518079514,0.06873330429828847,-0.025488253377235703,0.030144973780948787,0.0032528516660150953,-0.008681883229916906,0.01618760496512516,-0.005711412151973346
HSP90AA1,-0.03911463734308032,0.0014895762241829414,0.10686336265622706,0.12530650029515567,0.13905302840597958,0.043252166672105026,0.05665330234012887,0.2643543910372676,0.07455735337766131,0.04495009810188709,-0.04690682257905485,0.12123791975711778,0.05900919164899648
BMP4,0.005829862601044528,0.08642712266551802,0.031938635674306014,-0.04803299716659416,0.02035565476214074,0.026617435547755756,0.0018848723697913975,0.11841995619301099,0.07619390000596364,-0.02632685402439213,0.03478791005574009,-0.003674954349928742,
SCGB3A1,-0.014566101297172718,,0.051122117163503636,-0.008066881509768024,,,0.0615934182411528,-0.003207863982257539,0.041486689632550464,,-0.04100003312133287,0.01096441917755177,
IGFBP4,0.040886270043722195,-0.05618336767217245,-0.03809743155282838,-0.030203188964174715,-0.06982488346288596,-0.05718072243987652,-0.02896559899169082,-0.11535154942660077,-0.041274499531446004,-0.0017176612284387428,-0.0023043516587924707,0.06011247643201329,0.03419910783506255
RSPO4,,-0.03895232078219732,-0.02398968384760594,,,0.017602678691483117,0.028422936082328907,,-0.024346106379577914,,0.1257617468250136,-0.03280588948389003,
LEFTY2,0.036676674930443166,-0.0003800664772243601,0.03353879983651189,9.052484938988409e-05,-0.08563945322477605,-0.02768148215676666,0.06801169815241924,0.011593815311623864,-0.02166660809187814,-0.0004073214481330487,0.07052087358545632,0.028264597977664258,
PF4,-0.015109991894543946,-0.030018498815359246,,,,,,,,,-0.02784455412612991,-0.04134747910559779,
ANGPTL2,0.07223537390292975,0.052539304946324986,0.004818324425899384,-0.09639037408046594,-0.10607328436030432,-0.01532487565152482,0.028653383674025285,-0.1430854592247762,-0.08729685340992756,-0.053726423632096926,-0.004756845067800397,-0.09673528245141123,-0.024318025258690455
LRIG2,0.022071575431915444,0.0432104064519667,0.04296113341499519,-0.011508745494998793,-0.08273165900185937,0.011741839631423058,0.06845609326977058,0.08715540587257779,-0.007077718691492031,0.020856542465667975,0.04822290863506791,0.12517423865057065,0.016447943004582407
ICOSLG,0.003163509992115593,0.029074648460800614,-0.008680393323010589,0.003259867904253398,-0.08578216348029588,-0.00032639574559966474,0.00458967359766159,-0.11380674009104177,-0.016240555460016806,0.015996395465872996,0.024077742329272324,-0.01135499002130474,-0.03995106929840515
WIF1,-0.027187977861417315,,0.07517584743661768,0.0693510358211997,0.19232873696172717,0.0641214471094565,-0.029426058665957322,0.051396855021646835,0.07932376647938233,,,-0.05242314965648773,0.16679279407098763
NPPC,-0.0035800819672800084,-0.01997757586893043,-0.04184815505800641,0.03837539163325881,0.056005431769170305,0.004859809440495915,-0.024070006586641123,0.07607424676310813,-0.07874024981279829,-0.01950958894214604,,0.012954948913380632,0.04281713989490775
LYZ,0.010413579077668003,-0.02500978272857663,-0.04735808739473235,-0.07019858712405926,-0.06501673961604515,0.00047325415109111444,0.03781635329871532,-0.20540709924536477,0.02043230192765377,-0.04489227254808257,0.020055942786897252,-0.012160842455689954,-0.08754316122364901
EREG,,,-0.033759177193719736,,,,,0.010792664362061154,,,0.021049252078124473,-0.02478665217877381,
SPTAN1,0.044001855087193134,-0.06815816103916145,0.04253333080087614,0.05397847749525701,0.12482494054695895,0.07297920117458367,-0.006373692353322594,0.2472529761053227,0.08230488553158911,-0.036235624179498514,0.05856797861782869,0.14562490077370027,0.11851682513610325
LIPC,-0.018498601661596153,0.04623174962823754,0.058708820201659684,0.012492353553425138,-0.038217060643425727,0.026557539561634445,,-0.00437214435624762,-0.014906676873801835,-0.05472549235813052,0.0019481856970901335,-0.0028885361105410743,
COL8A1,0.004814196501718294,-0.013152296974311235,-0.0312602625751032,-0.042788590497517154,-0.06212350697628277,-0.056117170000560886,0.003986299949830475,-0.09613938815087608,-0.03408677193508636,-0.04227171162528947,0.02680103993205462,-0.03055282647569072,
GSTM2,0.013804775979530746,0.0353594439464043,0.001734404730139544,-0.0251134726430154,-0.06489027242809044,-0.017451436862109905,-0.008317435753921031,0.0012636650125040392,0.025225857250148746,0.032858906377772217,0.010617176752128773,0.0153877163608982,
SPX,-0.0184549892551999,0.02117643451504207,0.04567326522995028,0.11710704549600164,0.07430525709602792,0.06863687922186583,0.04486171072351121,0.09568602303252362,0.15927868585527044,0.01907034193274506,0.047532578342471106,0.04004269582839545,-0.03659996620436759
MFGE8,0.011119581220572739,-0.053972070440207215,0.042203962369987184,-0.017178657205197956,0.005758304904807071,-0.0673575246528922,0.0634353384085078,-0.028856415585768232,-0.04418834771447101,0.008209296047515259,0.012631728367322756,-0.01507078055146985,0.07500239776329275
TGFA,0.03447887480579737,0.0594664380274097,-0.009527571806840818,-0.005416959753295241,-0.1357110799051993,-0.10497717927081056,0.08571506080642541,-0.12525751258321666,-0.05188575584893437,0.09589001762119657,0.07908229752366842,0.018046642802397032,-0.0496292350844193
SLIT2,0.01795311712180647,0.010783980878568057,0.06560734345162458,-0.008179927194782123,0.05291801698502039,0.0547718389531009,0.040242621468438385,0.09989690052062886,0.10246069539905964,0.0038603699431615777,0.011437823927744775,-0.021904013614029102,0.24567973379560937
PLTP,-0.0051440954467910395,-0.044974306237945204,-0.04191918095945109,-0.07322916339313962,-0.13259576761544614,0.009198588085232107,0.048337411294784895,-0.22077580006804434,0.07164649290430136,-0.06722022836473271,0.0009948848903028101,0.010835077078334613,0.017849146700508026
APOD,0.01914979966531273,-0.012410096733944775,-0.016278472603562147,-0.02029239391186789,-0.14943548517560584,0.027117451832488874,-0.01449774586934582,-0.1785609422278181,0.05307373232559164,0.07587069357535571,-0.053006171912058336,0.09945196009042667,-0.17512718743016142
B2M,0.011011249139443739,0.10804052238542516,0.032472622750142045,-0.10164703141995461,-0.15251899307610148,0.03661277612111214,0.09456691242138444,-0.27573781920522555,-0.061559756680908434,-0.034874578243873605,-0.009233472773579358,-0.012185078036741277,-0.20178320858142604
OMG,0.01456739800666635,-0.007599852307015073,0.08246539081090502,0.008996878167660581,0.016042969578551086,0.10414070272915903,-0.0068463629224086164,-0.026188180271290478,0.12077239394506932,0.022867927863656583,0.1289918966913108,0.0942666127129741,-0.08727596968111503
CXCL3,-0.027651604158489874,0.056920771719186795,-0.03367434241048982,,-0.023257209752278175,-0.012127893301752384,0.04235937619397342,0.027598173750249654,-0.012639953432447847,-0.03309402676709765,-0.033444138074939775,-0.029553464306312192,
CXCL10,-0.06423730541922103,0.08525166589888705,-0.02230988053971086,0.009051893533034207,-0.08550271536386465,0.014548847238494094,-0.0033604972287824197,-0.0050538722124201605,0.08073442125819345,-0.032485133935377,0.03595761210424583,-0.04240716945337795,
RSPO3,0.03313937699045261,-0.008346892881488568,-0.02322594812061118,0.04605279522993897,-0.01536906004213657,0.03359450974261359,0.022011228459532912,0.10296090114247565,0.062087518184596596,,-0.01984373954529691,0.15191295233516539,0.06676873379126204
CORT,-0.04319369852979685,0.0037831838132103505,0.05056207934472518,0.05224206250620609,0.21026579163221457,0.045658781260909026,-0.023637570728174732,-0.04997896384939272,-0.003358917697697332,,,,0.18860808892002795
NCAN,0.015550837457647635,-0.1280928675965945,0.11173248694651473,-0.062240488224621464,-0.05773664682026044,-0.03163614863379298,0.05670539993662717,0.09549047343764643,-0.09193634977524291,-0.017087336973321456,0.005776099295932891,0.14997102751085342,0.011799031735996118
PRG4,-0.02190567897732678,0.028737132083566378,0.06966823073986543,,-0.02519706710339284,0.02288069248965073,,,-0.01544292897817941,,-0.0069259508930440425,0.016200836570808702,
ZG16B,0.029748671847471358,0.016585180330269334,,,0.046200001239645655,-0.017974289419293965,,,,,-0.024743007632092976,-0.002815892302926948,
TGM2,-0.03171722038539199,-0.03535179443849728,-0.06285604263461755,-0.0007951725733157152,-0.010021362988896975,-0.001510384890381562,-0.026266604084107907,-0.07988044986229795,0.06706971623636432,-0.0005434343493520257,-0.00890703672118018,0.0788833164316556,0.03853952407602003
VEGFC,-0.027813617430700863,0.0016741227875773149,0.032007441972216506,0.03120336012815371,-0.033220750958221065,0.026651110027992194,0.025032812751177882,-0.04802593779725339,0.02619464062935993,0.004340088681751921,0.009221534273033172,-0.002938835499862767,
WNT6,0.06355080680849814,-0.005354569183596099,-0.007179101073077766,-0.006164986049642075,-0.024778016083020087,-0.02533917087719323,,,-0.013754640891445433,,-0.0010055002804030223,-0.005379100470528377,
NRG4,-0.013415892016183765,0.040211131234710026,-0.02368682648801169,0.0033775878814806047,-0.01857510757645062,-0.03453152027105042,-0.017883528906628535,0.09410080933989468,-0.01838602356545692,-0.03505157750428712,0.001444989397692513,-0.04414383846994256,
PMCH,-0.015462537537316327,-0.058019953755566914,,,,-0.004563209008816093,,,,,-0.02172868466863037,0.008995135802328616,
COL9A1,0.0014473099756267163,-0.009516870218677035,-0.031047273696773743,-0.04468641946493662,-0.0383099281643833,-0.030562111773828567,0.038436217477504815,0.026358383369991422,0.012361557953074672,0.014787082301585415,0.016589808093302117,-0.02358276227422003,0.012116508470787987
GDF11,-0.008278397524570227,-0.022951414823986584,0.012602372237736617,-0.07473576131929857,-0.03480696308518517,-0.06996449203774174,0.007258707859314457,0.023950245736152738,-0.019375786721560463,0.05082463905874025,-0.0015441688961971047,0.04387591151128869,0.018944704625910053
RAET1E,,,,,,,,,,,-0.021768443727340915,,
IL24,,,,,,,,,,,,0.007193064841883256,
SORBS1,-0.012303098813456743,0.005570428699300759,-0.034898138558765605,0.014719287314926334,0.03055248040052215,0.02960822535477757,-0.00477415329505238,-0.05737292666592067,0.000860967336196872,0.09381707378152737,0.02118713795045902,0.05205908421216441,-0.025404642783502848
DLL1,-0.02723909659451062,-0.006576375471428674,0.02743851779678985,-0.010530896165183413,-0.0832666482723407,0.043795601488920824,0.02614709333921605,-0.08449820847324696,-0.058508606810502364,0.07389564950968505,0.050982359002817175,0.014493416350621515,0.059278937391618124
TLN1,0.0062912826265078044,-0.06137859865443068,-0.0430521664466673,-0.0886709307804259,-0.14209440135041407,0.008499436108818877,0.045198087467971396,-0.13015183577225056,-0.0798042409927721,0.012940565526696193,0.029685739144015635,-0.03260366423194451,-0.11828691464971215
COL2A1,-0.01380098891623184,,-0.014852840808387443,-0.033000456269731644,-0.02325721766696441,,,,-0.012832147754500839,,0.0721690569223117,0.003382145226719787,
SHH,,0.011941034438688566,-0.008841830917602172,0.028841733831208347,0.002228873235880119,-0.030791906523097604,-0.026509091616422047,,-0.012246908096499991,0.009438304998031022,-0.00882441266136198,-0.07641777468182544,
PON2,0.08817445951897447,-0.061179617552028845,0.010039011830011418,-0.02519203131475309,-0.13925238270729037,-0.009195903651520544,0.041051190985956956,-0.0875312771565203,-0.02893144097827594,0.04142117069348002,0.06648015134106161,-0.018783440568022024,-0.06494508071611065
ICAM5,-0.02999873478903668,-0.05002379527725022,0.0549232389097743,0.030704627192145777,0.19185207357820686,0.05095105359365034,-0.03210505601014465,0.1377271206986411,0.07710444746581252,,0.0999270778014413,0.06029872590852572,0.2030380860119603
HPX,-0.03639830676792282,0.013793721669580037,-0.03281894835910473,0.017273336122208188,-0.03386735429933427,-0.010100441560675315,0.00972564767792214,,-0.010014829729611197,0.042255025420266545,0.08201237301396978,0.019227022340750716,
SFRP2,-0.01936567049237759,0.041556649273169835,,-0.03870436076968599,-0.01856142152621624,0.01734895029342054,0.01623143520249407,-0.07953233856663934,0.06387418494069992,-0.05699734685706579,0.05594649905176734,0.04167939301645553,0.0018625480650167334
CFC1,,,,0.09421798324443022,,-0.02262081437681509,,0.12330812857018326,,,,0.17715666734181065,
CD70,-0.006045159981635549,0.07512418385324791,,,,-0.04219573908917106,,,,,0.024333158470596188,-0.05002093468970692,
HP,0.025770994777629574,-0.01273313281271302,-0.04729607216253071,,-0.03783287204396128,-0.03822092576242327,-0.02501563185854935,-0.005929550384562576,-0.027461467505898784,-0.044892045901390835,-0.029684067291752967,-0.017835490638252044,
CXCL2,-0.03386352122508443,0.02191587172042928,-0.06462682212350328,-0.023209198943261223,-0.02824036844612726,-0.016773229986216814,-0.004885181187121312,-0.10344903633612675,0.019856913658603263,0.035134237948627446,-0.01740386430657782,-0.003397700630631741,0.05893823829212856
NPPB,-0.01879168044780666,0.08868733677323601,,,,-0.019807705027180118,,,-0.015760125721549598,,-0.020129266023066975,,
CCK,0.010952814223525478,0.03354864725789309,0.13324014002943105,0.08505053785498431,0.17867210075679094,0.13428147170978122,-0.11244726287447694,0.28705007656363335,0.09987663453153477,0.05408795266158633,0.00631388051328496,0.1725620636589598,0.14755178143340109
SEMA6A,0.06063105684470479,-0.04737066197853952,-0.057901357122689824,-0.09437881402847736,-0.1223699756981341,0.03820683801297916,0.032621939814979954,-0.11993816035271178,-0.09346697949058186,0.024303966425912468,0.022527203116579807,-0.0668732247361346,-0.10233633986231717
IRAK4,0.021462121761469957,-0.020778999489242177,-0.04134881620963126,-0.08052807755380242,-0.09213043239710815,-0.023223533935277825,-0.0006241879771704648,-0.04473254039011637,0.03474126779669287,-0.02325320799808461,0.055465376335601384,-0.10164536113414763,-0.047177486673765395
GSTP1,-0.030862262212766067,0.027790526950035106,-0.022991532911307393,-0.09319375814309444,-0.16005103568301463,0.05530118155290474,0.058715853781930345,-0.1776081861976689,-0.06726679502808573,0.036240126862178625,0.05239061889204185,0.0027447714150833913,-0.08206266429108229
VCAM1,0.002556795123704152,-0.014034533485254925,-0.02870015087293263,-0.04512006157562638,-0.11378651248459917,0.007540074650062175,0.031714590715194044,-0.06990540795600549,-0.01021393481528896,-0.032389008345532835,0.06935240312400145,-0.025976683912103758,-0.073261738391357
NXPH3,-0.03142593728270869,0.044299926479472174,-0.03830369521011871,-0.04393827897723414,0.009903844611755355,0.04039511424595257,0.0605519660409651,0.08359207919512983,0.012065739270271873,0.028300323198163765,0.038470417865817196,-0.0086806109680892,0.018133824006878834
MTMR4,0.02736120947917829,0.06780644142033468,0.03387184348718349,-0.0022590470749679838,0.02321778201148642,0.06130399792774737,0.06557408042979994,0.10856279192258009,0.013106266564542828,0.061416418216711864,0.058471790284665905,0.07110577783187338,0.01565803516991741
LAMC2,0.07685562422057352,0.01873941653137059,,0.0299346511958139,,-0.024935690798747048,,,,-0.003987960507401049,-0.03835242466128618,0.010501154442127318,
IL10,0.012932581195461685,0.05776284788571287,0.026519277577459043,,-0.030518662353253314,-0.03060666447450235,,-0.10661810832612605,0.032754585083226845,0.0009182446028480408,0.05337368510953164,-0.05698727033641077,
SEMA4D,0.012365594459925258,-0.05986670539357441,0.045643634455190055,-0.0036325464393243,-0.003336515817638242,0.04320359260654569,-0.01664867833115697,-0.10889628765981599,0.005692506931175377,0.02722761010301165,0.03862819395297781,0.024172846110283138,-0.14772685440900798
TRH,-0.019220841638774307,0.05369434209934401,0.08406346163958468,-0.0063875600507138025,0.0058142367449386745,-0.008010153745999083,,0.05502495723168812,0.04456318957789496,-0.00471537818971127,-0.022546127844086494,-0.04902388580280853,
SEMA6D,-0.00819976810336143,-0.016069220150487583,0.03457581796070364,-0.052911396882335086,-0.07707010667151667,-0.039229505626257107,-0.05859573825812338,-0.0529845919204523,-0.02261254761920535,-0.015361861169453674,-0.0024859448004264325,0.0015480860698651054,0.06283465042777457
CEL,,,-0.028836479677212788,,,,,,,0.025153924474651444,0.0287935913732958,-0.012411345208361502,
PDCD1LG2,-0.008137000572274353,0.03807236604183955,0.0375221331537919,0.03250042612239365,-0.04869365825377588,0.003583146368266788,0.03712284308926356,-0.004347694965628975,0.0306360593733655,0.031442646124797254,0.0450109071676856,-0.010983234360727151,
SPINT1,-0.0373136799336976,0.03600311479846247,0.008195691778825981,-0.0379097541590043,-0.05800052306731484,0.052869199559942806,-0.01278221163346109,-0.029464770883639038,-0.02070685092616229,0.02674364273022653,-0.004520439696553263,0.004166034001258147,
CTHRC1,0.05230640196874417,0.022143181634771532,0.016183716813574,-0.08525995311647946,-0.05952096053430104,-0.005208073421504581,0.01574473437076618,-0.08528434117871596,-0.025881482903146628,-0.048250653366616526,0.03466311049966377,-0.0004559817283376415,-0.06506598344850213
PODXL,0.01962602661711994,-0.045542732584228404,-0.026208479247243226,-0.05863110486386595,-0.10002159974191588,-0.07242113563208345,0.07260511510586509,0.06135604620976629,0.014851966319928432,0.02571834521961859,-0.022591301386120328,0.010662177705974255,0.08224911005836802
JAM3,0.009954136387976546,0.0014631247656111798,-0.011860710828915846,-0.06715509348918451,-0.13952585003592097,-0.031453141854123325,0.07484198415887405,-0.23946989346048653,-0.10227272398190941,0.05462061961507183,-0.006390248367801855,-0.023688698253211134,-0.17845304719919144
