,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.007095089185565339,,,,,,,-0.018219028248272373,,-0.002741934742911391,
BMP1,-0.006224917307103001,0.01179965589983031,0.09375048514817727,-0.04729666144614769,0.10024868633385244,0.023187625736352135,0.022383009792204502,0.044568436924123545,-0.013110866636812749,0.016539276849546754,0.023340930110642033,0.015427710200209862,0.008147166666685548,0.04409292785175592,0.07722820684159862,0.11150203280177484,0.10757918875364385,-0.0016460735115819585
NDP,-0.033991929190586315,-0.07911273967403123,0.007947246617433972,0.0024424992346647727,0.004740894546426962,0.07798113260487885,-0.011573541310746343,-0.013579921839610758,0.008587558282698278,-0.02120231920395896,0.03385617182572366,-0.09324404685012687,0.020515310822989376,0.08018151203568435,0.062334759406641384,-0.05086604829756806,-0.00819164665626682,0.02531269225051076
TNFSF18,0.09903052626651955,-0.018985865013268006,0.1185084633034286,0.0009209868213099735,,,,0.11616193618232187,0.01059907893259448,,,-0.04155880655725696,,,0.007736631513762793,,0.047240015300404004,-0.042834379725320115
IL36G,,,,,,,,,,,0.01360480209210323,,,,,,,
RTN4,-0.032208473528681,0.06320103911102386,-0.08446670097818901,0.040752516384989564,-0.033398321920165445,-0.0370078877361179,-0.01445584968960088,-0.058734046786446226,0.022112058331159045,-0.09836370272601495,0.02554064740401097,-0.039444898418666094,-0.03690390671032706,-0.004755409955532384,-0.04882169155490106,-0.07443984389641604,-0.04435164750028361,-0.013215692266217138
HEBP1,0.004090789275933264,-0.026652012526812117,0.016590191176048937,-0.02535250664650292,0.003158326391592231,-0.0027523630042298134,-0.044117869842090096,0.04277753187294541,-0.038898265431773514,-0.002393266516071083,0.019176277442014292,0.028922169221937744,-0.03902857587402736,0.008514146137171068,-0.02354734006978916,0.01791954178748589,0.0015402338071109157,0.04002066757311314
WNT7B,-0.01994976549344899,0.014039607392071293,0.029280468295847645,0.0053552020399468955,-0.010289025478944712,-0.022423413322742582,0.008181696189640868,-0.008191291121353793,-0.010013494053293655,-0.013874671980614442,-0.013983229679544022,,-0.0075298930674727125,0.003154185170882182,0.011527457120110782,-0.03863229104409022,0.003619273428707052,0.0173319975143817
PTMA,0.023410437003233087,0.03870076924724477,0.0593332123895189,0.062398900543068014,0.0392203074387387,0.0007827464095131888,0.010566786973350518,-0.051689867699325875,0.036222359915694564,0.025474090778471375,-0.04759623302008281,0.047668795173649414,0.016774372071488634,0.010299003174771688,-0.1184735447559101,-0.03127666418624486,0.05506913220267917,0.04850573682189062
FASLG,0.025809868015953762,,,,,,,,,,,,,,,,-0.032503927932263615,
CEACAM1,0.1121620586193811,,-0.01835045614226757,-0.012055895283027524,,0.019528663698211886,-0.019101147889295404,0.027762320891634003,-0.019013766868301963,,,-0.029222894136514767,-0.02317792499895166,0.02810483711945813,-0.02699777715575001,0.004289402415068092,0.013641855373362677,
PDAP1,0.005847427989635923,-0.06844594305363924,-0.013872980390462726,-0.009181455505893745,0.0022540705597046172,0.03385213711446009,-0.02077048884490139,0.04345372231852555,0.007402680028716628,-0.021407464542688985,-0.05001880005467909,-0.05809704447280962,-0.03998507882043693,0.033588001640604624,-0.017576721699437213,-0.055888509596095294,-0.019846351790432884,-0.03050480080669937
QDPR,0.04049084159132668,-0.0027520012690963915,-0.030763890259760812,0.03286064557562389,0.033873913366522033,-0.007896219312051356,-0.07171648163990157,-0.026594215891869034,-0.013808455046046088,-0.019506220976468244,0.02129922559839845,-0.07785821492946979,0.04361252847037494,-0.040368410765500885,-0.11835100115697984,-0.01416438164961331,0.04765234519790175,-0.0443821438309481
POMC,0.09445577679055776,-0.0358484816331514,0.04965570784694797,-0.021421402489090368,,-0.024112252426344693,-0.03843602644247887,-0.022396536947895798,-0.014027599079641068,-0.03731736243634803,0.011935315748207071,-0.0230707615093382,0.0662844991970387,0.008230761689091452,0.12138416753741994,0.007359338965677792,0.04770121688722792,0.011228153065991248
CCL18,,-0.025461606080858828,-0.022899635440553234,,,,,,,,,,0.04106608131725058,0.12102925053766234,,0.02045770593594444,,
CCL17,,,,,,0.06246011757721224,,,-0.015077852008286506,0.04931307766763784,0.04628089206620049,,-0.016443615943652037,-0.022363224792970156,-0.024020736322832383,,0.0004910894911110405,
VEGFD,,-0.028687788013861116,-0.022899642712260044,0.02094216045250443,,-0.016720211864407725,-0.018274896828658353,-0.00011846306337240751,-0.016064176012560383,0.07724347709347923,-0.01245581334720664,-0.039727884193121496,,0.011709591245082468,0.01505301642352867,,,
TNFSF13,,,-0.017280805235895595,,,-0.010351961194341192,,,,,,,-0.031552829126861026,0.15151910478975908,0.11192803493633434,-0.028792914961068766,0.007639260855902983,0.05398625160945044
WNT5A,-0.0035107748076757383,0.010800532038130013,-0.05965377278994539,0.04258172927054799,0.03512152842158243,-0.05673118099984711,-0.05546859927162719,0.02719279109268019,0.013267571755311609,-0.004207447820093816,-0.010227608612847952,-0.07957884766682959,-0.0037912623593307215,0.01543580451168795,0.03703615838974142,0.05944797976701196,0.09696716528112573,-0.01811021232769309
CXCL8,,0.07366947921792841,0.010204149453518609,-0.016168405121986102,-0.059132254052450976,-0.040589749425486404,0.0730829931012657,0.0725378731363776,-0.03734756996797425,-0.011730473488297371,0.008775738498769151,-0.013314239476741973,-0.07868086846289002,0.01796117314134364,0.02350732639399884,0.045366954473399945,-0.04722050694341412,-0.034282535640853457
GRN,0.05851562019350846,0.0801054044729984,0.08909999124772595,-0.0020239333499890043,0.06208772408452195,0.0009428063044291489,0.041508596502483536,0.03603595926116025,0.020213522179480657,-0.011862587831904225,0.06209048307698222,0.058484757414967545,-0.004799064788597837,0.025145563619830273,0.09257172851386032,0.07565801274090178,0.08481246116039241,0.07565017934064529
MIA,0.1323467112255684,-0.02746607954805706,-0.04562398899353045,-0.015356641425073547,-0.04987350894182576,-0.03160113742775894,0.044693772256161335,0.03819113736130837,-0.029635717570737737,-0.014325945302205411,0.0025745829104273977,0.05793860641626204,0.06546686332245995,-0.00686481586189532,0.04622982371930715,0.0016799788507223347,-0.008832113567525663,-0.012879239882965764
COL4A4,-0.02310426583890592,-0.028879265256363477,-0.02750227610992487,0.11891863976135664,0.01783322894509831,0.04486438873925046,0.02301476482273369,0.032031853092547254,0.001429840338138515,0.05013412984167094,-0.016547675848947032,-0.031107715733359433,-0.002310440694787489,-0.005704701525851431,-0.037002002588480395,-0.03643199630076415,0.1118602345492397,0.008796292829939472
TAC1,-0.01994976027934697,0.08572019424619752,-0.016295038363668916,-0.017848359076673984,0.051957958760894304,-0.024967857484443762,-0.058636673776772404,-0.007311083921684989,-0.010627180180846567,-0.02364838971566909,-0.004827968790442579,,,,,0.009219670432784398,-0.01702034822193828,0.023293572854211353
RARRES2,-0.04733527919366142,0.010797003210206269,-0.06484523934837381,-0.013093113719594303,-0.05519272462219127,0.006871002656772582,0.002848441450211967,0.006748126281777725,-0.05961373385103899,-0.004429701961349976,-0.06913099589151948,-0.10339458108425643,0.019369801931534883,0.009664862079119116,0.011433446097412992,0.020565652531978156,0.02970583631482459,-0.09903267896083695
FGF7,-0.006194788744113318,0.011236286152523098,,0.014642493817890548,-0.04513038140436449,0.05141640559553054,-0.03499111257567724,-0.01084661932072997,-0.0029397198197885525,0.007965588125612759,-0.009826428615024314,0.012914002376473714,0.08313840735613821,-0.016549255259890275,-0.06057322839399675,-0.026558509824313202,0.01988371162139598,-0.08160165080107051
EFNA2,,,,,,,,,,,,,,-0.022755967049990236,,,,
HBEGF,0.03867243590415079,0.06940783606847803,0.058427279005459846,-0.029103101742346843,-0.042678323696288475,-0.037155672725615506,0.019293430457348236,0.015733985388209602,-0.026873850081354872,-0.023562202826894973,-0.045485745825708475,0.049059870294746,0.006594391652245616,-0.0203830949958108,0.06358911134715899,0.027235649483967565,0.05700883781546257,0.029266616449421776
CSF3,,-0.028879242392562905,,,-0.026564246423300894,-0.017887844978990566,0.07014384176578883,-0.017196133251179902,,,,,-0.04849928976244485,0.0390660897694918,,0.04989601559510482,-0.002537329275253416,-0.045550957312604556
PI3,,-0.034211769115013904,-0.024091381972262765,,-0.03197695473849174,-0.030869019925280072,0.10632953880986656,-0.01936307300522073,,,,,-0.07956332384854418,0.019479713978484813,0.027784456763109484,-0.017403266729205558,-0.036162176011668934,0.014378271453838872
PCSK1N,-0.06049786725827769,-0.042237061881073006,-0.04156848128508208,-0.019402822923199656,0.026418289382346565,0.04157280789095438,-0.0017700094022193996,-0.02586844451374921,0.051190476773418196,-0.08732374688234641,0.010875110630978947,0.002875552889335646,0.03407951172601634,-0.026561594641897626,0.027908257451454928,-0.10185784474626886,-0.001606494356372297,-0.035752990689713396
NTS,,,,,,,0.019571333163091217,-0.0211361163120381,0.012420289529479555,0.051871873317428506,,,-0.026595406534331317,-0.02772382760019318,,-0.03415276617241655,-0.015901632564589555,
SFRP1,-0.029027405133144106,0.1172727935680582,0.04185893472671186,-0.011787526924433212,,0.008796500465429267,-0.020848492492835734,-0.048850414330838796,0.03836252620742191,-0.017172954626482075,-0.03318637280664454,0.04633850091976703,0.013063114770137661,0.002254552372502959,-0.04220934551742124,0.0016398992036707122,0.08864417828659064,0.03759580416807258
CXCL13,,,,0.04337912912512534,-0.01928878605912706,,-0.020661122307811704,,,,,,-0.03693573282308939,0.04832125950665858,,-0.03346323316603716,,-0.04443578982941055
MICA,0.05138579133997554,0.12009727020105657,0.05269137400662019,-0.03568427997477605,-0.004255865490731771,0.005018349704547303,-0.012890428790116395,0.08178954078816458,0.061163393077886485,0.06258880770402239,0.01405701964687134,0.015991584327938714,0.01709476049852152,0.0706388710504531,0.1656185573457366,0.10708355340359645,0.07380765235315154,0.008708624836413026
TG,0.14441451776959544,0.027642537984504806,0.07977966514675841,0.02290106250312039,,0.06821008186102126,0.0016487921480451639,-0.020754194330947967,-0.015190365299756613,0.03378588697987727,-0.017458102513468646,-0.04873375117033002,-0.021849454449510745,-0.010612519264228733,,0.02136721097832861,-0.018047118633380207,0.005326347854386479
ADA,0.010793726921802737,0.0025039809805720036,0.03560106277350065,0.00804624684356032,-0.012741567106982833,0.043420865274304325,-0.04526145968635159,0.09354256793320195,0.00893152333699155,0.008006856009068822,-0.009089734827595349,0.08300270856694068,0.026498176216717836,0.02034422897856112,0.024131958124032668,0.14641005056128573,0.11128280721719402,0.006169136449097847
LAMC3,0.03908115622244971,-0.0064421736378357615,0.13503917017225045,0.09121058218319099,0.23378958892741086,-0.006275478311654225,0.0651109620358964,0.04438862024549316,0.008339189381873913,0.011442287836809444,0.061494758687068656,0.07387869237319483,0.0500866834855385,0.037048682362519195,0.07322815265251348,0.16822150286248255,0.08408034660800845,0.10263721272412282
CCL7,,,-0.014566102650218323,,,-0.01021693801408242,-0.0273928335769165,,,,,,-0.024645190035833747,,,,0.02060126163279648,-0.03588675549742617
NGF,,-0.016638152478095216,0.04560383541337937,,,-0.010828206317951814,0.021542153100454434,,,,,-0.0015053549751163724,0.047211697025361966,-0.02245008856852977,,0.028125644218373876,0.06855082536840704,0.12176557033337593
TNFSF15,,0.0935690337623213,,,,-0.011377060182717915,-0.020281561024888733,,,,,0.14628539652706987,-0.024026292868778734,,,0.07568380841637572,0.08428611038072867,0.027683109964730963
HMGB1,0.016825634813943207,-0.02790800470860964,-0.006673227835906381,-0.016985645192013107,0.04112052443738459,-0.01456086485454068,-0.0366657787743134,0.0075733402121217356,0.0633315180387076,0.02150046508356702,-0.009494651491537628,0.10678784177394443,-0.015265212769560468,0.05338078864528741,-0.02104525561286832,0.013871656377636106,-0.0842568951030017,0.032225958750669
ITGB3BP,0.007684783129834306,-0.011809928050875766,-0.044077429203983075,-0.022578383270592996,-0.004035692824299557,0.0516145710164399,-0.0025529549494466195,0.06262088209484672,0.0004920202455577569,0.04230457459669072,-0.031802190449821,0.03983146039009476,0.031107162335092007,0.0008021522664422467,0.03148747122561305,-0.054240332051323926,0.03809056804048149,-0.013899640704458278
AANAT,,-0.029821257498386163,0.04374654789619919,,,0.0728701588942324,0.06353633372658835,0.15721310421501483,-0.013660784286842252,-0.014325946099051067,0.027777161081182618,,0.0404586648853159,0.05157056804019664,-0.029712880196206493,,0.01629058121187436,-0.017451063760964648
RELN,-0.019154044607829473,0.05696746304334996,-0.004545252547133158,-0.0035665443901030567,-0.013057568181097394,-0.01796868828075927,-0.023665712028327884,-0.018966334871018013,0.019320703909441097,-0.02355816412621293,-0.017259471826215674,0.13590129279555507,,,0.04681701484612602,0.0251472001850194,,0.03684536680879182
IL15,0.013009020012662888,0.04784477783580697,0.07040540289594288,-0.020885180956027066,,0.03962340880591759,-0.0025637750332552474,0.018779779865928797,0.00032232799902153793,0.008115209365147516,-0.014459001256929492,0.14743198088597972,-0.01775970199758636,0.07714778835272973,0.01699362753386001,0.03235760127493737,0.08186142305255625,0.020724197820748948
UTS2,,,,,,,,0.006545271958787946,,,,,-0.01841168137089226,,,,,
BSG,-0.01580663993161866,-0.14178022507937804,-0.03269244447675062,0.017032084940080013,-0.012874927710587665,-0.011869999663189327,0.004616681501925002,0.0022595113043502365,-0.01755677518173315,-0.012199364975226569,-0.07976610926408198,-0.05506186166817754,-0.016333281672719076,0.08257995427421717,0.09191386164646853,-0.01046874845859104,0.08249544781653773,0.0585918108770043
ADAMTS3,-0.003690267257345518,-0.0294918587603557,0.08938975171883552,-0.003894053213865489,,-0.0058747488895247784,-0.04568696936951269,0.025998750792143137,0.07370241631965661,0.056104670994508034,0.00494839229865709,,0.018080362029673246,0.03497939728035643,0.06537512455278396,-0.02224961922626618,0.06780139129120046,0.03590733746509832
CD34,0.10924950745821205,0.004966086869081301,0.11189776952317572,0.03615048069906186,0.18328921030188894,-0.020070122271346327,0.08260090532631699,0.13692106309894644,-0.03295886058853953,-0.016097496894753708,0.11931004871081373,0.03700376942282141,0.07546532638771873,0.07174907348347973,0.0988928529473344,0.16268702689928807,0.160467315427931,0.006090941684431195
CCL23,,,,,,,,0.1774094818539333,,,,,,,,,,
PLAT,0.06345580502921955,0.0283031745026482,0.04337158849137232,0.039390394341334366,0.04607644972471079,0.026600130189324497,0.035826959814132704,0.04363316586828507,0.014742027652652817,0.09244728057015761,0.04073251393970591,0.08869707349764544,0.04734643760260533,0.012510502335180623,0.0593852438601375,-0.004801570233393895,0.038093367926129294,0.08378487936754928
NTF3,,,,,,,,,,-0.02312549452310214,,,0.02155254298349843,0.022891086729814162,,-0.0046869371999751054,,
LTA,,,,-0.01205589652017832,,-0.013094779544502238,,,-0.013156758944603438,,-0.014459003041755356,,,,,,0.01884043768665024,
CKLF,-0.030769205052516093,0.033924165760575095,0.07126855076659731,-0.0320423357353365,-0.008725693949142407,0.04010717323407486,0.0326299149754812,0.03827993185344294,-0.06663249343883984,0.0020539712953808833,0.04343652082188088,-0.07836532496115513,0.015650930937184306,0.031157095453443157,-0.008493414285269415,0.022433020873455414,-0.010957998782251926,0.008875757044012519
CD24,0.04016086222129601,-0.0004366755084013432,0.0403027504137948,0.01690451376086582,-0.007796605929259382,-0.02237230182274315,-0.009818963619136086,-0.016232313486355933,-0.0026107726478866665,0.05014215281912501,-0.04863860946622218,-0.11195454699269698,-0.004484603409065274,-0.061161116237804534,-0.004779434528644275,-0.05524305312977456,0.0214730814293921,-0.05312018451023484
HSP90AA1,0.05292685724729322,-0.05182102091089329,-0.04898044885770083,-0.01284317791982419,-0.07246014759943818,0.05508597596158958,0.025295318192446736,-0.060707727687213574,-0.004299838599315523,-0.004642973201612869,0.05043288429639459,-0.0026849069919924664,-0.07801543527784136,-0.0254053224207359,-0.02192391977648612,-0.01857470055960694,-0.07558655338268422,-0.07481529947944233
BMP4,0.0556611595029767,0.08135670027260476,0.044318460721412614,-0.012779957028111669,0.06657715829636322,-0.03055169264065828,-0.035465394457281536,0.010331803793394458,-0.03773740534557543,0.12249093772847973,0.09709173723700916,0.06879924591272833,0.06077594892013616,0.08323714594438077,0.020851340185392298,0.11816434545621674,0.040757597871871235,-0.008354692097731377
SCGB3A1,,,-0.014566101193627518,,0.0635743506683724,,-0.021763149200997176,,,-0.012084075652179678,-0.010089301110218675,0.14041047395888864,0.12451023486882423,-0.04356076872699167,,0.09825539566895324,0.04336069821551957,-0.024794768198418284
IGFBP4,0.10174054396262927,0.09213478946844532,0.08685139577230601,-0.007558826247436143,0.07104549391998989,-0.0493491431104998,0.08191183693646274,0.09691154056374747,0.046483022331420557,0.04874190853935907,0.04692906138469202,0.04094668055519891,-0.010507111418528118,0.04294846581333521,0.10323781272342025,0.17475836140806947,0.15163650233873904,0.14734503506223057
RSPO4,,-0.020325209058194238,,-0.019489733634444603,,0.04060766839490792,-0.02511821189021595,,-0.015302111615671042,-0.012084073884610254,-0.020056913526209228,0.1678782880686438,,,,-0.01991593841473467,-0.016025417238787767,0.005772253287796335
LEFTY2,-0.0017828772585062821,0.00018096992807721605,0.021963139377413267,-0.0122039612721714,0.02327898197114532,-0.029259146044728443,-2.7943531936169764e-05,0.0893740294878511,0.00627248161135561,0.030396281322548603,0.07646038042556866,,-0.02092097549304403,-0.026165273607638925,0.048730149391048964,0.03053666724634327,0.01750279979189751,0.033363712037832075
PF4,,,-0.015109991787132421,-0.01096647645281815,,-0.008914077131605826,,,,,,,,-0.0208574192703089,,,0.0784647834086021,0.030012472083494335
ANGPTL2,0.07228324221691625,0.03442099240581628,0.04687486400620857,0.02233765173371176,-0.003079463203361775,-0.017084229233091462,-0.08053311835013349,0.09840330506787172,-0.031010425404391296,-0.01868674591822517,-0.02636289773019287,0.03535478924070252,0.08741127008877793,-0.018723164499625817,-0.04377352816614135,0.010387160694377865,0.08081972593175814,0.13853080718802743
LRIG2,-0.030129338750674157,0.034821698515648515,-0.006996350165710637,-0.03117465814886604,-0.011586753266009477,0.03420903821280405,-0.013257661696573568,0.06382839777452788,-0.015061265185105505,0.019413058734106235,-0.040608278329785426,0.06073853891339431,0.013820709601396634,0.04172598464344837,-0.013038702035444298,0.023568573829509994,0.043492339778860065,0.0499067233416231
ICOSLG,0.03406464848000655,0.10514892447446068,0.0385131211288073,-0.023143805594792365,0.04817800090454927,0.04303857601634246,0.02587135684018378,-0.005396332095149915,-0.03890263286143503,-0.02293331563004889,0.035113489129220736,0.07224734996224765,-0.01809015912146041,-0.0039028175605970946,0.05510262584856836,-0.018376777904557526,0.07435460658238453,-0.017413174706590102
WIF1,,-0.005860963379760187,-0.02718797766814771,,-0.011174753859370844,,-0.024266216324567193,-0.04022972879443675,-0.011808277092854917,0.02963261604239554,0.012235674416709757,,,,,-0.029677395840882522,,-0.0272137528942014
NPPC,-0.015920738995788504,-0.041480796713066745,-0.005944944385629651,,-0.03562331648058446,0.07038118219112852,-0.025978420707238437,-0.014288911831544043,0.0006708611294351244,-0.016793905470081447,-0.06462907414155124,-0.06792350459465883,-0.025179847213828304,-0.007186525440459046,0.007947582144184786,-0.003803923633561357,,-0.03460076719442161
LYZ,0.06079459486194489,0.05738869844458242,0.002414733558250956,-0.05505304965865111,0.005832655860719736,0.019272316129163945,0.0642169986760175,0.02276672715614928,-0.03528641185459956,0.028380507580200984,0.044441561866748455,-0.017902618497779344,0.06495668757063702,-0.023110413591776763,0.06317282659689573,0.020008656451044275,0.06802646260009239,-0.016623092083404158
EREG,,,,,-0.03580664795837071,,-0.013117551729173388,,,,,,0.04471789252620776,0.017442605946764403,,0.05809577768706801,0.03013200172446102,-0.01027806254220255
SPTAN1,-0.01592869743281093,-0.05175050003644014,0.05982961075587446,-0.016435683647244934,0.0017891661287850972,0.0596924339726386,0.011288096000224197,-0.05768192283766128,0.015511947130099632,-0.020200864117050566,0.0022946869204070867,-0.0732621232863151,-0.044163970158871295,0.019979941624020333,0.0414850943852676,-0.05193005582095634,0.050488630148432835,-0.02216339311905319
PTH2,,,,,,,,,,,,,,,,-0.01894157153988763,,
LIPC,0.001912034651376101,0.018719887255210895,0.10795628324088563,-0.016505133160147355,,-0.016019260502362218,-0.024318563330892426,0.07069844527641254,0.05932544275186166,,-0.022713741650299366,-0.02903280820979505,,,-0.03460040109955516,,0.09584343454002849,0.02985071299749066
