,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
COL8A1,0.1267292341333975,0.04115539027122661,0.013111211220580704,0.0335148522771489,0.029946607357684826,-0.007112159106371071,-0.04330324611406083,0.09474004217394467,-0.026449464356239943,-0.0038957620761576957,0.02792160167601188,0.04639773525738054,0.0385795830770836,-0.006659404875639875,0.07038396555549928,0.07361247814122768,0.06314237820023413,-0.027985406826610385
GSTM2,0.04201981344340038,0.016211800995451952,0.05481953149002528,-0.010463682274980115,-0.044202462370506075,0.0076865360784869816,-0.018155435670580804,-0.021202240307733166,0.011672194422898989,0.06015112229840093,-0.02222349229788803,-0.0824158570692219,-0.026325677225945754,-0.02322998900131494,-0.018610834740336476,-0.03286517926774277,-0.0066889646253079325,0.046299073610553264
SPX,-0.029745556018831627,-0.016694917294023316,0.0045494584093104,0.037707092485795346,,-0.026249359253135006,-0.015971677177451,-0.031173117862178946,0.024819033348851393,0.048534849883271024,0.05383834082122244,,0.09671299627462353,-0.02589715198994999,-0.06345479253887712,-0.032311101202369415,-0.041586679857147056,0.01927928002618723
MFGE8,-0.025677752561380503,0.05083173492058535,0.10859667455016338,0.002447205421127708,0.06968269853243633,-0.012883422659876935,-0.011604231131390459,0.021324430920164207,0.05830874858654372,0.01904009483603983,0.08508205019311638,0.07832615414394999,0.04243822346784422,0.07396364676139346,0.10794907309378204,0.12602478284480131,0.1244283194968437,0.05081405657452205
TGFA,0.08004747402618022,-0.024881945426305334,-0.029144893196382565,-0.03058021712349006,0.06395666459517006,-0.010171918562497344,0.014447767275213276,0.010790028055491873,-0.05385961969796284,-0.024124780878685012,-0.02714674122605923,-0.03981682097818679,0.08392113348070655,0.015806565473771406,-0.044064052076965704,0.0067913996568883805,0.007527711295636149,-0.042207904272635585
SLIT2,0.05293424800468806,0.02311883085297648,0.01466559180332274,0.004970776898294597,-0.021104824242777948,-0.030338897425529667,0.03154754449908614,-0.013631472338614085,-0.023092062290188113,0.0334666432142957,0.06677535913307296,-0.03245773449503435,0.029946054178565617,0.03993764371521723,0.009960485127384136,-0.06811572274041007,0.049624434545364554,-0.04015151028736943
PLTP,-0.05874022663378411,0.02310478853665902,0.002250013362179483,0.03746616062255377,0.08440356317177546,-0.00022724060648509313,0.011877230192141586,0.05559176621197021,0.013998344963973498,0.04285985941352984,0.007527112926567025,-0.10102406524136043,0.023421492662673297,0.06532269990653952,0.10664140962920572,0.11689734092253523,0.00837124970491597,0.025551326818457967
APOD,0.08462261278205555,-0.01901575124921597,0.06511716204977662,0.00972915973345084,0.09055146346815013,0.02785269275347804,-0.02028838453935837,0.051532663675983664,-0.04294158557261441,-0.01865156926352435,0.032980548754295874,0.07164433258307908,0.11985557202572465,-0.026295223729502746,-0.07163441490225322,0.19111276151459752,-0.013136494797784847,0.08387418259377327
B2M,0.03393376925398787,0.11132872043980756,0.07923667356251163,-0.00408928356883778,0.023777524476972015,-0.03065236829374663,0.016392587571103404,0.05256505420845901,-0.011114658428857093,0.005284606596248287,0.03169169977345829,0.06432238482941899,-0.00940810900316729,0.08421920644517802,0.06843249492295458,0.13567749969066595,0.07877967197124446,0.14682965230433265
OMG,0.09187054960457276,-0.0538430019081423,-0.008071358742556024,-0.07124897650403038,-0.012186953199988495,0.05236847975661232,-0.06452042669108435,0.009811066060984247,0.02560571885645236,-0.028334245990872507,0.02233345113030123,-0.055864968801921204,0.07938009629645527,0.05812600755573343,-0.07006920188890269,0.004144884252728036,0.02552216527369421,-0.006354488902029471
CXCL3,-0.01860593436556028,0.04138339352883312,0.0014809842146007914,0.006594656409488085,-0.05001681878573452,-0.00789026789611952,0.07314094135225553,0.05560228102405605,-0.04475917974601868,-0.01292740476501916,-0.010413100518716833,,0.018539033292288447,0.08164332579466563,0.003761318711602507,0.13513374096064906,0.030906105897203013,-0.06923798445463056
CXCL10,-0.06057344612723199,-0.01055917262935898,0.07003792318749194,0.10127734146096644,,-0.029343638302187416,0.009045705605284485,-0.0022831007847044574,-0.014466483002621527,-0.01963767401680499,-0.016547676894352686,0.053191942126657246,-0.025449320384106487,0.04792213443522522,0.009329515828488798,0.03697535349559514,0.079059863801601,-0.00858714777106969
RSPO3,,,-0.0197861977019355,,0.011332113709699235,-0.010351961534293496,0.03627459133172068,0.08430862008831304,0.025378150349828744,0.006694474467062976,-0.010881489349205813,,-0.011760880514639447,-0.06300494510938792,,-0.005720998141807196,0.020099115185303263,-0.0038031851979651943
CORT,-0.023104265467003286,0.07873140740001704,0.0062405216888025425,-0.0029300356838074296,-0.02095476277975807,0.027374377578196222,-0.029514230148265784,0.009733960581114177,0.0133321636069336,-0.04247313028876437,-0.0036851830181102775,,0.08009992176819081,-0.02182622916501835,,0.019786161634960293,,
NCAN,-0.045925834421089655,-0.10087092780207356,0.012143705714128194,0.013261003006014259,0.007930758399451874,-0.02136424058644307,-0.03568592426599648,0.013473333106476578,0.014263043832772129,-0.011547591435405966,-0.06063034734436905,0.05044396485357427,0.012425947735843277,-0.03624885824983737,0.032340790942538854,-0.09435485169596784,-0.03431511289186802,0.015175515067805624
PRG4,,0.028629920207729136,0.009078486163343152,,0.005582733711883112,-0.010216939606240543,-0.017411993301437494,-0.004900354622301509,-0.01955549117410653,,-0.01272225982576623,,0.006847594000117012,0.03403412426269439,,0.19531154541537246,0.04035686424746937,-0.023901871456599937
ZG16B,,,-0.02019878602557136,-0.013196372044578158,,-0.01185800794211056,,0.03967257348271494,-0.010454239332094096,,,,,,,,0.000805735969905525,0.010539755420208402
TGM2,0.09773412956848485,0.1252650905441148,0.09074403277490271,0.039210958594134905,0.12320592556262017,0.048096417884236096,0.09729431731997694,-0.002922331783996421,0.03328768140426993,-0.007736918521419845,0.10600743203702968,0.05408370641908239,0.010794178053736824,0.06714830383045997,0.05537403975331961,0.14782967198384592,0.09340817780291735,0.12305999301556395
VEGFC,-0.023104266954613935,0.0031704076258606095,0.03624709603913193,-0.016944649891253126,0.0004792094435347361,-0.01820932206337064,0.04444081715622074,0.07821121886664825,-0.008923452427883545,0.07715202085906893,0.22052600946675707,0.24914146943929147,-0.003761708595044202,0.09578813381014255,0.04494372263708643,0.14320125312119433,0.12320776494117673,-0.026923409557632904
WNT6,,-0.00789751755317982,-0.023502084613345863,-0.0122039615924583,0.04317918661656541,-0.014131343037836804,0.038927493449002225,-0.02169742540945534,0.05118269013221934,,-0.01133140711055109,,-0.036790829330292145,0.0012372993726800434,,-0.002871105594284498,0.09928758661013368,-0.011739478542159565
NRG4,,-0.021091371892107857,-0.01341589192081499,,0.21071659819615177,-0.012434482883617528,-0.010410303586145172,0.12555137826514978,0.0074236126096090885,-0.03039747507973841,0.006980315922842682,-0.03110768141879799,,,-0.02216149345690253,-0.03302846083343498,0.004469352821495031,0.015590694183795096
PMCH,,,0.07381232384691812,,,0.05185508149553631,,,-0.01530211087717888,,,,-0.025050139207455063,0.036378474013826365,,-0.02427272846255474,0.05073140295772295,0.06543569869459383
COL9A1,-0.003935839357302199,-0.032857725705118246,0.04836208906592494,-0.007789974385162403,0.025253239876086374,-0.01298690983217095,-0.022660172004218465,-0.01606569572455351,0.012000742222408049,-0.02559785633768808,-0.017259478446320312,-0.008082958107852766,0.013960114059510214,-0.007312073558538503,0.09786767411164134,-0.07947723600777651,0.024059968419534714,0.013741727881429364
