,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CEACAM1,-0.02524092906606521,,-0.0251336133359884,-0.013536576430313498,-0.013370193934437695,-0.01841754910411658,,0.07793897136103756,-0.006187465902738353,,0.13574983179857192,0.00030475071902264135,-0.02815854918356845,-0.021561217415261784,0.014285647547557732,0.01735840563248278,0.009893949832775126,-0.021171427666726247
PDAP1,0.05390807967343222,0.059047301628761824,-0.03896777948390068,-0.0030410532321803966,-0.030707710773137324,0.035602593329368944,0.03951261086688853,0.07448207082535521,-0.030277809417787318,0.025343262958676595,-0.07028137563030325,0.023584295377344883,0.03784450646901947,-0.0022979915858519586,-0.009345594243890726,0.04795498982573447,0.030517405056747812,0.0817791982435859
QDPR,-0.05669895244089351,0.03488170917837468,-0.002399725702203998,-0.0264388252914253,-0.005896561764210339,-0.025833274255124362,-0.006819807582680091,-0.05709693292755768,-0.009945819230975426,-0.007917054392784091,0.1042773212234895,-0.007127882780377946,-0.016647364246381514,-0.019623607251901813,0.02321603111862677,0.02308676260550882,-0.09058548342168637,-0.004697393276861924
POMC,-0.0188525219820306,0.013947742669801455,0.02191866855038974,-0.010351450962241732,-0.015979956430834493,0.017651056707370494,-0.023021610831677263,0.038085380329369915,-0.006854912878336972,-0.03986403594519123,-0.02964711834656757,0.0023217422455236838,0.05047203330113151,0.015608408402850717,0.029838551943267098,0.026251313029133496,0.039659455302277734,0.003955364387194296
CCL18,,0.04771478618699972,0.01142972181433329,,,,,,,,0.05794462036907679,,-0.01996487434210964,0.086475922083643,-0.022679521701517602,,0.07236066595803725,
CCL17,,,,,-0.01700074386455191,,,,-0.029898364661380458,-0.020096430420758753,,,,-0.015296640163870698,0.03316968189354882,0.04951596527931492,,-0.01379198482720338
VEGFD,,0.03574018426089596,-0.03136438467796624,-0.01938842990167549,-0.038584626446740995,-0.017620868215103645,,0.08737387401938963,-0.03185417870822522,-0.021537966935434263,-0.06791323445129796,-0.05841342671353051,,,-0.022566776006906233,0.12648210457826703,,
TNFSF13,,,-0.009032118656677522,,0.02667628363453783,,-0.020653232682493274,,,,,,,0.00013091607018755755,0.07316195932965032,0.060194196057532005,-0.01664934657350659,0.014583004240210829
WNT5A,0.04877105635902896,0.05676445919857322,0.02724696660615352,-0.0010976752864636976,-0.022953834030466826,0.01731906815167117,0.015134786101069535,0.01626357484452542,0.04526381922932955,-0.020878657658215186,-0.019796639501435155,0.05275200086198588,0.026443417738572093,-0.004246517884871987,0.041902158200499265,-0.0112793084927291,0.006970280963474913,-0.006789419123672933
CXCL8,,-0.027339303749762768,0.02823341746071373,-0.018154176571038936,0.050177448424018924,-0.02103538295089627,-0.004485559630569732,0.07715181413056474,0.014931134177800693,0.011347997072311251,-0.0177117354197791,-0.04400529696984238,0.10556002366533736,-0.029632114658278752,-0.08636422751644363,-0.031079288343789094,0.04155871112850019,0.10097004884335509
GRN,-0.07456139157480325,0.004043233482850716,0.03909380636133379,0.014068833069261157,-0.050672429012460114,-0.028503572639216806,-0.03142005123292884,-0.007175602567149403,0.0062756669797396115,0.05278078362082362,-0.024050886586278315,-0.04171849392514791,0.03285673854607677,0.04072433726797951,-0.009107266744534258,-0.0905674258684312,-0.020070304974068455,-0.03170699049620978
MIA,0.0925797368128585,0.08621664474006091,0.007846557165660205,0.04028492245032277,0.004882022050391112,-0.038433199805302215,-0.0373450278974474,0.03630636054995485,0.012085711811894379,0.04855661200454724,0.05664111408426639,-0.03221423380050021,0.04192542420629363,0.101769836453689,0.02379284812394278,-0.03834373351938838,0.026222010975739708,-0.026820242446844233
COL4A4,-0.021052853583967093,0.03981640704409702,0.0481863716801567,0.029460108446813352,0.022631073862331895,0.009378892401764117,0.11079773167267258,-0.011734854817516205,0.06050614961114603,0.13558320741703167,,0.04103367561481522,0.09124812185225065,0.03714447714915243,0.020024997336212942,-0.03372005764253099,-0.004481113125207702,0.05672439750286478
TAC1,0.13435921380315688,0.015986974917774472,0.0730932693403075,-0.002602166671748164,0.005702451428445806,0.027101979813192796,-0.02707364579432971,0.018684474213667437,-0.008748397142398489,-0.050708950956288495,,,,,,,-0.011227469736582481,0.004496947825458744
RARRES2,0.061291851495071624,-0.008910150494038217,0.03610683474908974,-0.029287348891471235,-0.0215589311808769,-0.024798615784262464,0.013777168446422813,0.08416645486377172,0.013697088476737883,0.1106602011680207,0.0995355764696043,0.02661581869053626,0.05917437748642382,-0.020398012978895683,-0.015570160001035336,0.03805773797729087,0.06260402753046464,0.08182715860067996
FGF7,-0.0021288994403797705,0.02023346100106548,,-0.02188342821852121,-0.006855009222734685,-0.033738837990536015,0.020479626208585795,0.07710414580639205,-0.003554947698390909,-0.0196457593030323,0.047800447248600525,0.02668318208933721,0.03662822756999038,0.055087073993946675,0.03519310695220248,0.042578476937050906,-0.04338199853888191,0.023215909156707112
EFNA2,,,,,,,,,,,,,,,-0.02144821035647202,,,
HBEGF,0.11458173317353504,0.023689861885666765,0.05076676373419403,-0.04241718849301684,0.035519317381477365,-0.017144263432881626,0.06994376078108307,0.031181088650496375,-0.028902418063179443,0.017819881422762723,0.10728634467579934,0.06618312590304985,-0.0288982075681957,0.01341984161313218,0.03186587913994444,-0.007329338588888136,-0.007931583480807742,-0.009618699740876625
CSF3,,0.006340866227341171,,,0.029578401761753668,-0.019416603156691328,,0.02633563702622079,,,,,,-0.023510099113721004,-0.032339618773074674,,0.015331921238120062,-0.014520832358259862
PI3,,-0.02281909880969665,0.001107195654337849,,0.020529418913334246,-0.007576748167207393,,-0.031448814326056375,,,0.15854928668395651,,,-0.0914034543596418,-0.06811857690661909,-0.018599280790541347,0.02646875114901497,0.10068259176531166
PCSK1N,0.0750604833508708,-0.048289836593896615,0.01123587303908786,0.025108151662082055,-0.061130337813372924,-0.04449478740141784,0.024887817363960587,-0.004843460728223684,-0.05097491641772133,-0.01687678634696932,0.014742761429661558,-0.0011120130025447173,0.07685203687830826,-0.013696378782943141,-0.03212033578568201,0.012588816251634057,-0.08198882213387622,-0.017249837509312436
NTS,,,,,,-0.012898220983155845,-0.023988964736039807,-0.022224318929631254,-0.03565930075746649,,,,,-0.03568546918075298,-0.02613057423352893,,-0.03388246486440955,-0.021503372644203572
SFRP1,0.007857817060413668,0.07824836320218143,0.04519657625186752,-0.017870346649803092,-0.03021834919683702,-0.020102359107370477,-0.040392523366874086,0.005460560218615584,0.0418388632465361,0.045670691041341936,-0.047651882546261744,-0.036164237292631414,-0.03440610336542716,-0.004212597183214139,-0.003767212185952917,0.046031710850031014,-0.02730047579494562,-0.021003688741497054
CXCL13,,,,-0.032732603154912415,,-0.019921694594257036,,,,,,,,-0.021875250566182326,-0.02180757861793478,,-0.023135557752410614,
MICA,0.05346872398503086,-0.01189622852661494,0.09631619266497089,-0.04845198429485642,0.017102775470640336,0.01916777672736368,-0.050917364504139646,0.021197778161616783,-0.001779825474503251,0.03605606687366541,-0.032088931447219374,0.017319925384037482,0.008706311969562503,-0.011628672489366287,0.031034055118683162,0.046423969250906326,0.011062182898870811,0.05620634512967692
TG,0.06573110712866632,-0.002764697613601544,0.01630542111771347,-0.0007975321402023998,0.011645602402075935,0.0919684352525473,0.06666571618359705,-0.03370822409360812,-0.030121470937776895,0.01522596760012864,-0.005187632082804179,0.09181025073943234,0.012254579823611068,-0.020325410398561047,-0.03218265866957771,,-0.0174940507081097,0.029577835141520858
ADA,-0.0075755829524853675,0.08423749513200177,0.03175563035680058,-0.038026445406798455,0.042360832990971674,-0.04340738821234787,-0.025574488853740564,0.002271156166965348,0.01755526973572258,0.030773307238586834,0.05517407976016985,0.08197644758536442,-0.07879758014194045,0.058858760837332616,0.023195714354391415,0.016167612933348046,-0.0007658903110425554,0.005571287924272883
LAMC3,0.0017007266058602978,0.02178895878885709,0.07626839275602607,-0.022076686520633753,0.00428480017659907,-0.005111470454210846,-0.006876830035183201,0.05828646640209074,-0.039054261707640966,-0.04109214690897439,0.04776516951971516,0.029837441441596262,0.022701919136811567,0.044748088255985655,0.01909448719465406,0.039116130527712845,0.0631305021432814,-0.033742046354773264
CCL7,,,-0.019950391913127898,,-0.023577257268016214,-0.012433971819078678,,,,,,,,-0.022926137720572018,,,,-0.015216424739069222
NGF,,0.0836306537567396,0.00609237561379965,,0.0369409422537978,0.05410287513525145,-0.026423294834838722,,,,,0.005644914029225225,-0.005609430165953441,0.005883733140914932,0.057142650777642946,,0.005853762650654194,-0.009867540670833234
TNFSF15,,-0.04370018674548092,,,-0.004256943551163892,-0.019555717187727816,0.01621266670522181,,,,,-0.06572958279618982,-0.02996324592095497,-0.022350409894325008,,,-0.013199638299676601,0.015089913505455002
HMGB1,0.0027631611092900606,0.04560193023014175,-0.034568356770514674,-0.012960485677351972,-0.04114138356194305,-0.01675688519582067,0.0342158785159538,0.029770952993386304,0.009264394224588909,-0.07983288923059896,-0.0955777715364758,-0.1561844841888475,-0.027644534144070306,-0.006347258999947721,0.00536694301631251,0.08291009289057731,0.007605722280561654,-0.03145405839561112
ITGB3BP,0.014137234155903693,0.011601925563640878,-0.026008636654693735,0.04131315221989454,0.05289626666293008,0.05882541575292192,0.055335386890276596,0.021352407109085435,-0.04598947589057513,0.09287456491201364,-0.019869120313782632,-0.03461986105901173,0.01696082743370886,0.024046420101339623,0.019235271312670242,0.05233651601370127,0.02622744550249241,0.10610759315994624
AANAT,,0.20776866387975224,-0.02894498342573287,,-0.023888847913171966,0.024396661475418965,,-0.02519302759808615,-0.027088414844766838,-0.02695743916511549,-0.08209437576605724,,-0.020794253517711563,0.30445624265377763,0.00018054515382265768,0.04957295644124246,,-0.016099611931991213
RELN,0.11270000377977234,-0.06090620167535695,0.011607995940693555,0.028480117865058278,-0.012812864531444975,-0.03167015785237871,-0.07876023837065026,0.018248654720549175,-0.012241691698908725,0.004063579372369225,,0.08703977514107877,,,,-0.004860011196445234,0.029934188155976378,
IL15,0.04315550553019888,-0.02385667515682551,0.010857932464144127,0.0055542769425072375,0.019547294428108982,0.0003387578855035568,-0.022829440541832356,0.011467971830951466,0.033865556115529674,-0.02500177887307446,0.016238677203098607,-0.0014600335634891975,0.0451754386512874,0.044545140776157406,0.06313645718475323,0.028903749985797172,-0.0206554562536782,0.03686508040569788
UTS2,,,,,,,,0.06045762296414167,,,0.00764340567267358,,,-0.017127429009986376,,,,
BSG,0.022669999388951326,0.03168715655437469,0.03241328071584998,0.03614941640996186,-0.018342843855136515,-0.03305479268440409,0.04264526711557555,0.011324790739140169,0.037209504821393846,0.08632214554162196,0.11055527870912168,0.043175983160213635,-0.05617960789520559,0.03993202154210925,0.04015855500189211,-0.01448760499512726,0.016107658973548388,0.14009491352616105
ADAMTS3,0.09702011802820777,0.019381814609415706,0.03648065084446103,0.009379851967678647,-0.0035380517986699704,-0.019466735262474565,0.023698812707992307,0.021346378301354732,0.007381880341698649,-0.02491406529870217,0.012238205341363653,,-0.02489900164470026,0.09328158118081803,0.0632608825925784,-0.01667043305362812,-0.027476855787277214,-0.05064893301214095
CD34,-0.009271769018623062,-0.018242664111899457,0.05651738837069611,-0.046113986240536045,-0.04495383561715558,-0.005329559550620971,0.031786334626507685,0.017705360649140064,0.025260817305239644,-0.02189666076511017,0.01577253599552595,0.03537171128222232,0.035509199463023694,0.02838469482023246,0.036856722818991855,0.024315970463245504,0.03130149343524396,-0.02097820755600973
CCL23,,,,,,,,-0.014904261074715092,,,,,,,,,,
PLAT,0.03584240908022016,0.15188990784966513,0.016403393685599565,0.023658314616457593,-0.026110679823039065,-0.03628582185548352,0.040845444140176546,0.039099470234885136,0.019097746542268288,-0.016504337344871296,-0.03424838359019928,-0.13561068526646794,-0.054361460469202684,0.06233873006569863,0.07067935700960037,0.05130144218314945,-0.0007435266071597597,-0.020290106538231545
NTF3,,,,,,,,,,,,,,0.04082472937630289,0.01254351824176238,,-0.03023812850767458,
LTA,,,,-0.013536577819408705,-0.0009569707154061227,,,,-0.026088966549840546,0.09881718718931132,,,,,,,,-0.021667651390711352
CKLF,-0.01592514722759731,0.025835749904942334,-0.0024252442693227416,0.08772065697715911,-0.02445035951083775,-0.03938852762209687,0.0160432662432625,0.09174448769315004,-0.005495039986952096,-0.00036617952248194335,0.026245021056690725,0.0168842125624999,0.020428910253020505,0.010145087809964128,0.07895842717676048,-0.04108586561310975,-0.01161981942106452,-0.048781911488029746
CD24,0.06125527842440775,-0.06785029495317213,0.05424788028679081,0.014182027299950606,0.030545929831082005,0.0487410849888073,0.04752203691104135,-0.00797322623403442,-0.0375603658442761,0.0267659360450936,-0.046871815583084876,0.04244914315150955,-0.0020962464305712613,0.035264713115671295,-0.0008263453501989856,-0.015286058421004212,0.008406026051686614,0.0868423547892708
HSP90AA1,-0.08236713284662217,-0.015882899807668216,0.011633589940268982,-0.017307307222664207,-0.004276730532891455,0.02100902965153565,-0.039083850016336234,-0.03775863507916772,-0.009236952012388685,-0.0934008057123287,-0.003798508517040595,-0.038881007863403524,-0.04938501230137985,-0.04459568756323869,-0.09830638848775912,-0.005178525943530637,0.04531392242217173,0.03027464658222375
BMP4,-0.021666437811414623,0.03444618174657578,0.08120173279286583,0.07520811511608519,0.014927559122593982,-0.03419614610072217,0.05673912097518859,0.013398698289097986,-0.03612515600719733,-0.021304100524013866,-0.062045287676451656,-0.003365846579101942,-0.01519971957957136,0.08192988695697996,0.02471989822043493,-0.04789040014074855,0.12892107831136038,-0.022247922815198398
SCGB3A1,,,0.013390543166893988,,,-0.020984281750638097,-0.029142184620293776,,,0.021258122097207684,-0.06791316843350483,-0.06267628852408733,,-0.03489455081053905,0.055112215928927975,,0.02577073911631469,0.020111756875102155
IGFBP4,0.04602358712782561,-0.03143275303514356,0.03869703963196582,0.025000032737108772,0.004310049311199564,-0.035636054533424874,0.07008226707713829,0.033961915050073496,-0.011190508810717354,-0.0025606785208157905,0.016655025364348226,0.10491303976112548,0.009351191147960985,0.03524280441310177,0.017656041720360324,-0.003572196146950013,0.04420241651485688,-0.0277388140856577
RSPO4,,0.07423954671757156,,0.00772275919668049,0.007226178162538456,-0.009170533989841204,,,0.024080109879934065,0.03445112912342902,,0.013772605093369215,,,,,-0.018460467690813387,-0.028577364080909294
LEFTY2,-0.02084469346291527,0.04701995307700165,0.07010908213571188,-0.013702827590573471,-0.0034798706022225764,-0.009063440280029604,-0.004724652105684822,0.0065642899426614516,-0.043102488951933686,0.011961267192481775,0.01020091440528235,,-0.026573293686123888,0.09297355255603999,-0.024661588371016997,-0.020785890439421136,-0.02510501645304191,-0.033128257580514
PF4,,,-0.003922261091774255,0.04044617245289538,-0.020570692466678902,,,,,,,,,,-0.019658769720485702,,,-0.0216676463766561
ANGPTL2,0.08505747366766093,0.06210640373290883,-0.0023272977099432776,-0.01564978086093457,-0.04683381512852669,0.022909199494641555,0.06200180975870229,0.03758296324868115,-0.09025884173301348,0.08547859068779,0.0013881178009083144,-0.023923303444611313,0.09525858055186967,0.05408445264575547,0.07469792831795612,-0.0023592595346209333,-0.023565529527827443,0.031886564615223115
LRIG2,-0.008304735043034372,0.047669940411902624,0.033049378113043336,0.06494750041950002,-0.021378079753243392,0.00822958354579621,0.051157508272101755,0.010248126313008305,0.027249278355362637,0.025371617892584422,0.047669022706575886,-0.0743615674549425,0.005225651732488789,0.055983449708168515,0.08987755329360447,-0.0058024734060271865,-0.06913501741472866,-0.011504784966217091
ICOSLG,0.0010751653034822652,0.10201155445161174,0.10848945981758765,-0.029800083876394906,0.04119840248700138,-0.06754416830117999,0.020357963848355365,0.03465241830515111,-0.008418874465846387,0.027144965847326258,0.06310401084955623,0.06680073953191457,0.07842961555536199,0.02124511846417424,0.06904820305270777,0.003023596439186297,-0.016627082835765115,-0.0020560199641219278
WIF1,,-0.017670071349283306,0.010846595143845202,,,-0.03211446089279903,-0.02375797109290641,-0.04462527815151618,-0.023415017891857088,-0.023572890899113186,,,,,,,0.004461375534353025,
NPPC,0.09346704797374947,-0.02451231089395505,0.038481591852502973,,0.014874053633126537,0.01909097356122425,0.006878196203697145,-0.003778836642663504,-0.02665806988951751,0.15168220473649535,-0.08484264066219083,0.07080035235546497,0.003961227590088601,0.04115673584996351,0.021598615942638424,-0.025688607270676386,-0.009080316216568941,
LYZ,-0.05970342328607866,-0.015778240303795998,0.013109237440065154,0.031025384630304322,0.0027511550542861514,0.012432430528942879,0.013424030217198608,-0.007085805332914353,0.04623250637025422,0.060373305377953435,0.061220864023944215,-0.03006140262188773,-0.01713430681247698,0.05866726127291949,-0.028316717744909996,-0.04660803865297686,-0.002829242944095115,0.01014442903210428
EREG,,,,,,0.045337001974451875,,,,,,,,-0.03721596612537692,0.008361524228480705,,0.0431212759001151,0.021031133200458935
SPTAN1,0.06156818499789107,0.019248553487050173,-0.02830211570064245,-0.021955051535612814,-0.03525543924983631,-0.058055735211533704,-0.038252762753472704,0.051062882989470544,-0.020655150097270942,-0.0265845020512597,0.02580726302966615,-0.08395213229437737,-0.0366559032852511,0.008761519506541308,-0.010897446482131317,0.028556340655007235,-0.014191398790389399,-0.04717694349656469
PTH2,,,,,,,,,,,,,,,,,0.06301430167060011,
LIPC,-0.02695394866444303,0.07461939862321808,0.027880273185968096,-0.01853226087898879,-0.005047677747171372,-0.007646901364910961,-0.03540260850641232,0.03912527360704256,-0.007068506538317104,0.0717191572460311,-0.02643287415706078,0.03820916730710265,-0.035269660417233964,,,-0.03153146959388956,,0.09459308212010539
COL8A1,-0.022734810925423024,0.04353429558161489,0.040883094321056156,0.0024789796463302208,0.035685196865484395,-0.04295033720420288,0.040035065624235776,0.10610219712149055,0.030750813640487706,0.040579139206811686,0.09385633478698667,-0.0831517275937286,0.016414391006841465,0.060017353699562216,-0.00653325929812346,-0.03211181738274008,0.02299457951325979,-0.053149031982358846
GSTM2,0.011015572240286119,0.018787222773137855,0.04054623014626633,-0.026981746231190748,0.04226254839638432,-0.04747914128302407,-0.019305366021903005,0.02109948477533148,-0.0004940633112372258,0.12967800289727432,0.0854041254695167,0.011852194758892804,-0.023015749481783247,-0.05515927618320717,0.08923053248068814,-0.04538927714727621,0.0649573104459393,0.03256480973686141
IL4,,,,,,,,,,,-0.05847128073579552,,,,,,,
SPX,-0.006226067662808638,-0.023888589337775767,-0.03263601284301892,0.012066857150278991,0.05181534695093471,-0.0378192003385557,0.014103171946654792,-0.029273711919350902,-0.05307777934370812,-0.043670766421120034,,,0.008940557205604993,0.015489887973101826,-0.024408875364152614,0.059239174451097415,-0.026971948639511488,-0.03287882247947818
MFGE8,0.002595670969839831,-0.008060239463939509,0.034452869976878735,-0.03595428302611509,0.02763790203339547,-0.03752118563130373,-0.060141333987088354,-0.03051377811126472,0.0016734189808159034,0.02309528934665211,0.040777304854228084,-0.03150659382621365,0.03235065737484998,0.007736768383329066,0.07019495805548137,0.031155680584011896,0.09126858801351112,0.07183407274897506
TGFA,-0.009005593287074018,-0.04942757579224303,0.04482188172355668,-0.017127340330565302,0.02341028101502428,0.029021966018190053,-0.017748470990124495,-0.029081856029781555,0.05768026477251561,0.005398442818620103,-0.06807281351015064,-0.08560863145452623,-0.029203288974962414,0.050947017453955946,0.014587567464730023,0.005237950793175376,-0.004444986212813147,0.12783367415151567
SLIT2,-0.021666434344459657,0.005110097997213037,0.046364485389647145,0.012583094820722847,-0.01608068163317683,-0.009765735521755336,-0.019291939292328635,-0.024959669562908026,0.017656936346347497,-0.056238615717954216,-0.06755612426650105,-0.027405099851156817,-0.028158514778752447,0.07606649915144828,0.11017844647515666,0.017712149476378856,-0.0504235449285688,0.10224567716749872
PLTP,0.031762825447400875,-0.00558855628871641,0.008726560606157735,0.004893588174431786,-0.02396881163793169,-0.029651402564933496,0.016232356046891827,0.04750837095572062,0.00889110212166467,0.07093425982160854,0.10740990399473688,0.10932101298689693,-0.004455043716333602,0.005054615021314035,0.0597605079226197,-0.053034080044093164,0.010554208145258518,-0.050977300483675075
APOD,-0.04919777372447983,0.01680263643019769,-3.503403143575181e-05,0.05987747452779302,-0.014911215564911469,0.016754293329115315,0.008661744955285875,-0.0010568006385865362,-0.04318412709016282,-0.011056062507772893,0.013134537855409602,0.04102959198868085,-0.01031061817225874,0.08882476962790366,0.057774970257983574,-0.04760438457482818,0.06515528330937032,-0.012486699445251
B2M,0.01999865735811362,0.023263811867716637,0.09901894161542481,0.06113324872865359,-0.0009644647463613238,0.011502645621491272,-0.016816482073917147,0.06629637948902524,-0.04513839362957316,0.08118162738455405,0.10858211963559083,0.0036888539457818497,-0.09439128572283341,0.0315274014029376,0.10662304157358944,-0.104949768184783,-0.019405331269131538,-0.07332840488385255
OMG,0.014557299081777216,0.055852873949280575,-0.01895083915438409,0.02694419953783605,-0.03163296285954982,-0.01897420681688498,0.011793224401531544,-0.01410521021200015,-0.0007762375882236047,-0.0427900739870919,-0.042609201172992446,0.044140937320282646,-0.01560931049977621,0.009506171192850793,0.07529203975777134,0.03133865309903342,-0.0813509126369982,-0.0174562442901403
CXCL3,0.03824386443216945,-0.03303895666516392,0.06448631830833565,0.06237136178262014,0.021335642261374434,-0.03756368730347042,,-0.021373999725370133,0.02172466956296161,-0.01800581049311992,0.04729917807218202,,,-0.005174898296412726,0.04398947642230939,-0.019067956335911785,0.11563116926010178,-0.048500389605308725
CXCL10,0.005486945547485383,0.0963617241600135,0.0783861470760415,0.024555931469876037,-0.009468857445920463,0.016385779931946055,-0.019412317814202124,0.08113289454566075,-0.04494201398560366,-0.028613411896441527,0.1023949445632863,-0.06141277142966981,-0.033585695727722555,-0.023674178335515026,0.004283229195613389,-0.02568860447746327,-0.025224530319683396,-0.04371747167793481
RSPO3,,,-0.02710006980613495,,0.07483479665415525,-0.023448227338952472,-0.0075460103827776764,-0.0023085347052997896,0.031150047257910506,-0.018815724937306804,,,,-0.02520149056965976,0.016982139612101266,,-0.02300681273877508,-0.015441695683482677
CORT,-0.02105285324508544,-0.010673583097780355,0.04923775768513918,0.037470072152236925,0.033552569001207386,-0.028457964211172557,-0.015868885719518503,-0.007472685345818044,-0.025972263047837327,-0.04991753395453918,,,,0.07891039539643682,0.06028600243384393,,-0.03070223362797584,
NCAN,-0.002424495353230015,0.09033309978225056,-0.018127476476760912,0.024279091719327336,-0.07756754267255571,0.0024584659814567335,0.030010506342400618,0.030811257856671086,0.012492847542745003,-0.02369352304538009,0.05412843198343461,-0.09483833867755449,0.08604025473646315,0.039416440367246626,0.06126119536103973,-0.01009177029722495,-0.03947540821892812,0.0007273372236985135
PRG4,,0.07092006404669579,0.0507357116709619,,0.0003669713555479673,-0.016788846591229825,,0.07982127910579981,0.04745099643768656,0.08267774123267609,,,,0.04471586701299519,-0.030355102247037215,,0.08045909126576697,0.09311718671300032
ZG16B,,,0.06050541037121762,0.02898569141784749,0.03837539025106905,,,-0.01895172999311684,-0.02073005224063189,,,,-0.02311624817572556,,,,,-0.019254132683848037
TGM2,0.00726256392090013,0.06913403062918098,0.06969421194258875,0.017750675773403387,0.003046779912436643,0.047058670186345034,0.017168960324743507,0.03648303541310423,0.08402850337247302,-0.06503431350370235,0.048532825442628796,-0.05057223057716788,-0.03455253936672952,-0.007675304088050347,0.02419435715975,0.026823402369319335,0.07237493426987691,0.024671249539056663
VEGFC,0.0222991614829319,-0.010633860944697015,-0.03809478606904078,0.048814402184299686,0.05828068079577034,0.07624450568426562,-0.021845234925498093,0.03546174939178201,-0.034612094519425665,-0.02245054287318905,0.018103232074946365,-0.05998226690995253,-0.02996324859297673,-0.029504622196066057,0.04704315008888666,-0.025150948611699066,0.06531746335679336,0.02938621238338402
WNT6,,0.06915799470407362,0.02150661148515484,-0.013702827950197375,0.002807364387730821,0.009414457016166106,-0.023415971746152692,-0.03524018645549904,-0.026508032516335323,0.05170179150186724,-0.07414555964475793,,-0.02198355472904789,-0.03422459388034512,0.0525862767381458,,-0.024500053355816485,0.10445117081150083
NRG4,,0.011700646771862246,-0.01837501136108042,,0.08560392603484179,-0.0239135164491448,-0.028665478130427482,0.0661534400033087,-0.011181713830195726,-0.026191176875051375,,-0.04573881307022703,,,,0.005677058600019788,-0.02437752655526736,0.03916277733611482
PMCH,,,-0.02117818946191406,,0.029140042022645335,,,,0.027335997974745795,,,,,-0.02330284086081655,-0.028863480962116328,,-0.014035573300032798,0.017644021534788893
COL9A1,0.016821728209651304,0.06531660038084336,0.029772267850738762,-0.0132595010259177,0.011955828384361758,0.03426304908552831,0.07683669201846774,0.0471129354334742,0.027236817565946616,0.016826128311144616,0.05224296816288726,0.024692397029188105,0.05879831104871781,0.055132401811961794,0.11992914121593869,-0.011128290013578082,-0.042102654515401704,0.015846130998947723
