,UKF259,UKF260,UKF296,ZH1019inf,ZH916T1
IGFL3,,,,,-0.021123092022135453
BMP1,0.0553433449890592,0.04020891433971872,0.042911003616287205,0.019192984236372543,0.08765742177382253
NDP,0.021029925999024916,-0.0388473587425561,-0.004138981208314858,0.0325878962555463,-0.01563155161863329
TNFSF18,,,,,0.023143454317917436
RTN4,-0.044328849773708705,-0.012976105402278873,-0.02255810500776682,-0.042916553437743206,-0.05015095757007917
HEBP1,0.001740985547239696,0.0015658027720948302,0.018900230634152835,-0.04640404156801852,0.02342294673500478
WNT7B,0.0504763311418496,-0.003480130420803845,0.020965420575644222,0.06874561147690159,-0.00567893499099691
PTMA,-0.019780036859376838,-0.04424252645402152,-0.03751971169254942,-0.14334857963212247,0.016141295368656952
FASLG,,,,,0.004652492544561895
CEACAM1,-0.0012988795121041193,-0.015405848850302275,,0.12255181045342038,0.02379451581660629
PDAP1,-0.09749311194757021,-0.04255147935156805,0.0701057090180593,0.061055565031520966,0.003111289469210995
QDPR,0.007647761816535494,0.02005623646331931,-0.019327482058368768,-0.10920129452640243,-0.027564582392773
POMC,-0.022299252673586636,-0.031000210940772602,-0.042357983123750116,-0.006195630424139807,0.020590733842730684
CCL18,,,,-0.025198581545410347,
CCL17,0.002407224671531421,,-0.019492581132135537,,0.13415806914268233
VEGFD,-0.0038466237869214798,0.010207284446186874,0.06606827424045329,,
TNFSF13,-0.01618597608159758,,,,0.03601488553834152
WNT5A,-0.04471796289732706,0.0320881812803154,-0.013521033631692277,0.13818041553666127,0.010174886282631614
CXCL8,0.010166481952259221,0.04096271258210743,-0.013314960265437346,-0.044366070156846085,-0.005533977598858622
GRN,-0.030008044120016564,-0.023022478442638262,0.017645700878563084,-0.015457183973545596,0.09364787572295435
MIA,-0.01884707132597289,-0.036605887169931475,0.0010980576614118625,0.05844334817031784,0.06642565712413168
COL4A4,-0.014427934281267984,0.020042128388671573,-0.0273172101588851,0.013678149605807665,0.021312969201077555
TAC1,-0.030804142827044443,0.08143172361477079,-0.012813075134117217,,-0.021829050467238716
RARRES2,0.029375862148850344,-0.08625228171020526,-0.016651773709921613,0.06175836607541708,-0.01812269352276047
FGF7,-0.02600620944692656,-0.02822174848177041,-0.03322749217342357,0.014227194368746596,0.026623314191769148
HBEGF,0.05960365689133018,-0.013817148180414336,0.12778946123358378,0.07998771072406084,0.041817727151188575
CSF3,0.03450288757246354,0.05018213000805321,,,0.006750050402261605
PI3,0.032862035437169854,-0.01121228593757645,,,-0.03798382757941076
PCSK1N,-0.019232010819045412,0.0033251364963030744,-0.016846609967580542,0.007917356818231023,-0.01550685031883384
NTS,,0.06817276334394355,-0.032089471625435635,,0.02249422371266907
SFRP1,0.008538898484296821,-0.016815152993045427,-0.019492581328441835,0.009566381136085234,0.10830161045384111
CXCL13,,-0.016664031355421174,,,
MICA,-0.017213638317796303,0.030453649462963542,-0.04209307264695686,0.08684904204193783,0.10100338780163934
TG,-0.02209528867238576,0.04878527818652658,-0.01410669631643181,0.0809670821434737,-0.034094356026179544
ADA,0.009917931254027366,-0.017187591649759026,0.014761789156511138,-0.012342047620116023,0.07730848857728749
LAMC3,-0.05219582156725264,0.032645545545576235,-0.01483186148518612,0.052480838257594704,0.06796505595723888
CCL7,-0.015974858407844673,-0.005244846386286454,,,-0.018320043990159816
NGF,0.03360102957649739,0.13584754113153932,,-0.037446683092933204,0.020587306276289047
TNFSF15,-0.017788786157451185,-0.016357899818823043,,0.05567988705173934,0.06961244848206552
HMGB1,-0.010812470408293416,-0.07382705726190113,-0.030518477935415574,-0.08912265611215367,-0.02881523919646216
ITGB3BP,0.007060843596408348,0.022946538930754982,-0.0013983923546240307,0.053443911019669034,0.027433737389484424
AANAT,-0.016185977809096,-0.01473944603331525,-0.01626101480592056,-0.02624537895722225,-0.01938337052732813
RELN,0.013771925414026807,0.008450827119312365,0.06336264057330425,,
IL15,-0.023109053542238286,0.02549757997009189,-0.00899793090467124,0.0369823369381643,0.059436963301031404
BSG,-0.05072462936081845,-0.05598093032729628,-0.011928027734794072,0.0337240080142912,0.014404930831847622
ADAMTS3,0.03908834850266274,0.018674135967887008,0.025730166550620777,-0.03142616941094095,0.01303134803198909
CD34,-0.013557073774726166,0.0002703953903323718,0.010649522617819386,0.042472432329586675,0.08948780625509282
PLAT,-0.012079900413978377,8.699532680824228e-05,0.022614032770385584,-0.006471604672356808,0.04949968315792703
NTF3,,,-0.026249157035381235,,
LTA,-0.02047455400209267,,,,-0.009477747326873565
CKLF,-0.011858925090149356,0.03449471018084695,0.016988076742123815,0.0917564965330918,-0.012221598643613663
CD24,-0.028336031608565376,0.08288475236592828,-0.030653896990521828,0.08587639573625988,-0.031239545234277962
HSP90AA1,-0.050620533146633895,-0.018878729294481783,0.0065734593814509405,-0.11357563602963441,-0.09838035760598521
BMP4,-0.03413608861648194,-0.028604276014816087,0.014100047689072429,0.08652991573857444,0.026061930801415556
SCGB3A1,,-0.01755286064692664,-0.013716325032730212,,0.05194942532658582
IGFBP4,0.08081739762455338,0.006670877519920035,0.030961874328574373,0.004323297107422181,0.09023834001274517
RSPO4,0.04639208223945341,0.032797112417690066,-0.013716323026407393,,0.02934845340691709
LEFTY2,0.0068978087223160916,0.07525952719160317,-0.015040115952772161,0.008044582271223264,0.07897079533092988
PF4,-0.013937749237367595,,,,0.005840538034964557
ANGPTL2,-0.021721142467995943,-0.05047382440753752,-0.027967905417548775,0.05308582533331943,0.05650188023449546
LRIG2,-0.03194289351434599,-0.04108183425357505,0.05833739148994535,0.03719233491815374,0.07346000605486154
ICOSLG,0.018074763904605964,-0.03974774473333709,0.05172502410320401,-0.07379694529491242,0.059496205231217035
WIF1,,-0.01898212266439737,-0.025811280035995005,,
NPPC,-0.0084158460021203,0.07164230028115003,-0.004146756038894693,-0.031426109055100744,
LYZ,-0.016407927606799145,-0.017432491870880595,0.018037087950599644,-0.036444041631106885,0.016859021271157643
EREG,,-0.028509015082156697,,,-0.017928786138352203
SPTAN1,-0.000839549267011568,-0.0072763815748430345,-0.04032321901047739,0.09028217171816202,-0.00933879050339166
LIPC,-0.0250471734262154,-0.019613905567538746,,0.035139441478401416,-0.03298395509392082
COL8A1,0.015316886316551948,-0.012279764679987093,0.009508112955908934,0.01946578564266344,0.01576049184607804
GSTM2,0.007805713192695177,-0.0306570816224963,0.012219155234300923,0.0013746837047953111,0.05488509338999322
SPX,0.008938428266812137,-0.03933753501876313,-0.0447400725168552,-0.0741891709206793,0.04300242120122703
MFGE8,-0.007071605940529614,-0.03690149849328728,-0.04857150764211691,0.04751576369562828,0.11336055678476176
TGFA,0.012510693589116221,-5.5045810243227586e-05,-0.0034054965002175397,-0.0012018739856460997,0.10048359709340646
SLIT2,0.04920852249721382,0.008250585753896061,-0.03486736945591231,0.08421586451959749,0.04326169088073689
PLTP,-0.046666781170468415,-0.013993541009182727,-0.010386064024296014,0.008175690188747704,-0.0022448882000035584
APOD,-0.020402072662981524,0.0043044693241481155,0.02770679042100226,-0.1257448566618757,-0.06754660194968318
B2M,-0.0262589286534203,0.0428493157453102,-0.03171990453527446,-0.04188846305796907,0.040059029402912394
OMG,0.006714790655409753,0.040553486553696554,-0.0020840824226367335,-0.030579391155005676,-0.020716613453402807
CXCL3,0.009254600218408175,0.026911402777150317,0.062193190549224474,,-0.032966991950802424
CXCL10,0.008191958147514318,-0.040165410801972064,0.08082114506764966,0.061660184855536385,0.06649913029436708
RSPO3,-0.016185976613135495,0.0561341230551451,-0.026862906269953406,,0.026532038300745058
CORT,0.003007807850853237,-0.023804421139110375,-0.020094586423956586,,
NCAN,0.030034952897820582,0.0366583884404868,-0.015549027156004211,0.09549610034203337,-0.013055829630657838
PRG4,-0.01597486089728922,-0.01404347731032183,,,0.17416340423002355
ZG16B,0.043478528225035576,,,0.02008776591869402,0.06662890202696509
TGM2,-0.004230898368707298,0.052986956165609556,-0.022372466999295834,0.00815703154888923,0.023893360967974345
VEGFC,0.045086399311501185,-0.021617565139131847,-0.009706787663113108,0.03978632731018413,0.07504586912699207
WNT6,-0.008749993576853857,-0.019350559704204677,,-0.027746450441188675,-0.013081993816507157
NRG4,0.011453301675707772,-0.020003096927397237,0.003599075807790072,,-0.018591264423844733
PMCH,-0.026938974236612834,,,,-0.04008982873621632
COL9A1,-0.02030589257157288,0.007682990787252699,-0.019164491895843926,0.062207179088920365,0.013405316475869997
GDF11,0.02717565664696158,0.013324056639193421,-0.005203784019017438,-0.0770272695698997,-0.02044077256248095
RAET1E,,,,,-0.020394484978460754
SORBS1,0.02442365953282654,-0.05653092506905825,-0.0066080648399188665,0.02249178232649192,-0.005106317999225158
DLL1,-0.012632070358862307,-0.03404315557265964,-0.027605830318501917,0.015777191897220988,0.08794177334238058
TLN1,0.06101045027734356,0.0038237866436713897,-0.033102670444331635,0.009130406437495277,0.0729026932204337
COL2A1,,-0.012542955658823438,,,0.03496223808987598
SHH,-0.016600503321848228,-0.007410194535515825,-0.015748787340118902,,0.009041142357476313
PON2,-0.00037919243918693284,-0.0016418270232466216,-0.02717489249285109,0.09166650577725441,-0.018468726108731112
ICAM5,-0.0034366216530202546,-0.033263847090353654,-0.015309309404721996,,0.011613830207137974
HPX,-0.008607562837857654,0.008141929117903825,-0.01371632363438391,0.16814371460494743,0.07783922733114501
SFRP2,0.011659675977422275,,-0.0005694788545072703,-0.0182926790393122,0.04596058324614958
CD70,0.013269851167172088,,,,-0.013730535709649484
HP,-0.03796634278642934,0.03840612485095837,-0.01385748280478094,0.019212257802795875,0.002785369352768183
CXCL2,0.03423535332715504,0.041014055770526706,0.04213645073280268,,0.029211772279348
NPPB,0.02058924532035633,,,,-0.01885876724477386
CCK,-0.0042796926445256315,-0.011329941059093584,-0.016634851895109624,-0.03631323112107961,0.08090177735408881
SEMA6A,-0.03708784042957908,-0.0008950990701105916,0.02148495947811154,0.00906397830577776,0.015413750733596897
IRAK4,-0.03648450321736396,0.00683420051973577,-0.012920676788422299,0.04502841124449749,0.07443509628379225
GSTP1,0.015651473965564714,0.07701579146365287,-0.04218390685615878,-0.03604778765237439,-0.02028238388092858
VCAM1,0.025153895375398264,-0.0038987916075795123,-0.006515553174899389,0.11159701538584019,0.06377261105202045
NXPH3,0.014842850183182882,0.04413759915577803,-0.05724709046752761,0.12164079573291504,-0.04076869541759831
MTMR4,0.01742786562652273,0.02494910427789517,-0.002013567842395025,0.041294613311475874,0.0040882902700668695
LAMC2,0.03509034030322736,,,,0.03822472014875274
IL10,0.053037163280481706,0.02646193715534155,,0.06606731258911389,0.05118713559849156
SEMA4D,0.0491878046375685,0.05649003460478667,-0.011093692286816198,-0.02724572488843738,0.02649357414579193
TRH,0.013000441167822457,-0.012343219330324657,,,-0.02112308401087733
SEMA6D,0.006619594719315001,0.004479600519965578,0.02891625833077472,0.04000198685797832,-0.0060841798375473165
CEL,,-0.02435188598692804,,0.02788031707714662,0.033820685399947814
PDCD1LG2,0.027088502260733657,-0.02744407832486754,0.006049532423267628,0.08025476030036685,0.0037077957754618994
SPINT1,0.059121655240628124,0.021290505117843004,0.01687727545760253,0.0235739215793081,0.0843980712586423
