,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
MICA,0.018409611977035337,-0.0009177185524572615,0.004048882985194982,-0.0245037980327212,0.05554055045244482,0.048794067758414425,0.05111830845536264,0.04147526282633221,0.03957350605522254,0.026243934318504827,0.09406043860070168,0.02103536543711241,0.00626059449875701,0.025673458778980442,0.14376522680813386,-0.029616613769911343
TG,0.05596076226133442,0.012838288003548696,0.020377379918452072,-0.03993924513651156,0.014438255253895813,-0.01640661775291311,-0.023244642306636455,-0.01655495962851661,,-0.025344300239956673,-0.0589689834937204,-0.027932306870165045,-0.015509651198008257,,-0.004064567282422394,-0.05750333407577614
ADA,0.027399892642114912,0.10912862115156068,-0.023550640337628045,0.005679035238938942,0.02484073917063551,0.03075899520680756,-0.011320246436644704,0.0059969940628854385,0.019119986397786778,0.11391336249752533,0.07143477072829348,0.010102543669079006,-0.000195658794636888,-0.04341780722875099,0.20884973252432223,0.14277056514547035
LAMC3,-0.07275280035683254,0.1160271273710659,-0.0036262641769830325,0.04027042150610696,0.009595067298264376,0.048797909828626626,0.11039826685557125,0.036418622661317894,0.07891527237574841,0.06572986563229402,0.07572974001524702,0.09530995987635198,0.05376655248663908,-0.011544342401240491,0.2551550305893608,0.18039708713577396
CCL7,,-0.023763877850147403,,-0.028876010421595443,0.024159416771754785,,,,,,,,0.05839175498312172,,-0.0488748651640695,-0.0610831724208879
NGF,,-0.040801398176243675,,0.008095264011690965,-0.013949188178843873,,,,-0.020426090419806173,0.12775683874261892,,0.0862455896060941,0.11046142744632137,,0.16077259947206382,0.03236802818604547
TNFSF15,,,,0.02648123463426823,-0.024521647107262408,,,,,-0.02245195152513231,0.03223948811143885,0.08012248182454983,-0.017054861613915288,,0.08171019135176207,0.03331460230393551
HMGB1,-0.04462212586387179,0.02826170836668532,0.025044215978980773,0.029711409478301806,0.0001392622101650792,0.06483395715998548,-0.05640676951844425,-0.008631077183656006,0.01512895641373314,0.11207217564994906,-0.05057813600528858,-0.07540037956730722,-0.07336182534928903,0.010339801021978803,-0.11816295470280196,-0.10000230833347863
ITGB3BP,0.04953131344194299,-0.0058495472121949275,-0.0075631863965952605,-0.014033344908220462,0.011359040320739033,0.06949536069926736,0.039063776390172125,0.052242239563618204,-0.04182748940372261,0.05070058662818918,0.06369324529581201,-0.015665801653579232,0.023609730619046,-0.05465232101810357,0.0586557600594877,-0.05195037471761199
AANAT,,-0.034477771338969856,,-0.018571668055958074,-0.02209547057927273,-0.012262063189462647,0.014347406565857476,0.07189825220687834,-0.01920352898204614,,,-0.01786762350341819,-0.015347332590774608,0.009126946128884705,-0.010552831263591921,0.012680081118898153
RELN,0.017799365039641392,-0.010941765241123603,-0.03798653006163295,0.023765455682882495,-0.027566251915453335,-0.035980740743396196,0.026173180154125005,-0.058026305442963395,0.05107054186629793,,,,,-0.003948148342274413,,-0.042147734081032506
IL15,-0.06227989795632716,-0.0301885442537491,-0.003031651450441465,0.017124083231900202,0.04413346540486808,0.019175548980858326,0.06659727093465322,0.10163020738519575,0.06475229310953942,-0.022496325440228702,-0.03885364009678616,0.019387232630219964,-0.02811694211235969,-0.034206745304878924,0.08010972936984928,-0.05934619341413271
UTS2,,,,,,0.04136937245396696,,,,,0.09515981408850524,,0.019666648748470406,,,
BSG,-0.09475285948401234,-0.00034551516636428554,-0.010011071081126205,-0.03594894587840041,-0.03832435941693161,-0.03219464214091026,-0.03845008136901878,-0.011820017879144827,0.05574492568738448,-0.06903280014789254,0.07298736956373264,-0.004133673825022427,0.09090310740240783,0.04236026575713874,0.03510972991822743,0.0405958355144299
ADAMTS3,-0.06618880851827573,0.04481807088567033,-0.008584178719201243,0.006141003858972935,-0.008166448869256156,0.048608098164460226,0.005792186258943065,-0.019794151493008096,0.11154120195082969,-0.03503844851306163,0.11731799418725196,-0.021394660145869708,-0.006682444204076295,0.03853081640997643,0.09093040092923485,0.02713684618005096
CD34,-0.005374240578527256,0.14726243289271132,-0.05062567642795705,0.05822454970234114,0.04536867401958438,0.038732668565996164,0.06985575441299532,-0.027049465264219107,-0.05501109182736938,0.1139432166037519,0.022367552276418227,-0.014970873760372604,-0.021774857472141248,0.022383920156094708,0.2125093400966972,0.11701663175345663
CCL23,,,,,,0.013685672966931678,,,,,0.20826854605790018,,,,,
PLAT,-0.07383097845738937,0.09482712898845029,-0.06221547280912762,0.01863207350726301,0.02895826033483963,0.09909263350813101,0.0749484910038741,0.020902145011726193,-0.015191770266164575,0.02691176120680836,0.04340033678704697,-0.002001542160567765,0.0046051186018612,0.04576468677962709,0.14046036587557578,0.0713662415440553
NTF3,,,,,,,,-0.03080478414333984,,0.009548469882579924,,,-0.010281900216705725,,,
LTA,,,0.11139611015267578,0.055181612171784446,,,0.06263776271595224,,,,,,,,0.0014846126734675406,
CKLF,0.017591281803291167,0.05737413703336895,0.057016986662524013,0.04864576245462303,-0.012167318223479908,0.10533414112181913,0.09704228455771302,0.013685800849140242,-0.02809241493882784,0.07196606925203393,0.14740283941881765,-0.03031582512670038,-0.0235545947014525,0.05213436047714641,0.01034039611633796,0.011083961244758214
APELA,,,,,,,,,,0.04662236268059105,,,,,,
CD24,0.04253331282639643,-0.00498627153509298,0.03982942914277286,-0.0684312306488582,-0.04855940406804891,-0.017767257476742696,0.051966682428337165,0.006720154409758761,-0.05815968342298186,0.10108533579509826,0.1792280601683197,-0.04173990322432389,0.0029846887389414194,-0.0005793785212553836,-0.07380315168994318,-0.052613275560558954
HSP90AA1,0.05998628298977526,-0.06729961480607871,0.03404269527659858,-0.010174172708923183,0.011730791794916547,-0.08105335704971921,0.15840891796836976,-0.01383066881292094,-0.01957992872361564,-0.04226251593015608,-0.10094491474864761,0.03408582120927411,-0.026239292491607433,-0.004846623184296435,-0.1444376002174161,-0.09435299796663767
BMP4,-0.036159235855581624,0.07572751249518861,-0.003584349731040309,0.0021431833111934563,0.07078405505556534,0.05051632794258031,-0.052465766654479565,0.05419242022026221,-0.030630045421349016,-0.05697797201491832,0.01815148833239988,0.018410417504324317,-0.02693351888876744,0.028558022545663163,0.2135427128637181,-0.006501380133959221
SCGB3A1,,0.09302211000321244,,,0.0022308306151276147,,,0.038189467621832576,-0.033803585077572675,0.038442915962154524,0.11963193083793346,,-0.026626882368926328,,0.10860591895330488,0.05456032594051636
IGFBP4,-0.032207215600763596,0.1231490345863341,0.012562501360023199,0.01338416932196772,0.010354977718919443,0.09308260600723507,0.12619414499525997,-0.01645419123622032,0.01439912987612598,0.08966828705358046,0.026088266705675992,0.11398967632185712,0.06741598396239452,-0.02581590842957665,0.3327886013786905,0.1885753923760412
RSPO4,,,0.042970069073190204,0.003327392245468165,-0.030369453671808648,,-0.03060721680719043,-0.016096835776450862,,,,,,,0.010032325967354734,-0.0024989423759348784
LEFTY2,-0.034787822244862224,0.074840137481492,-0.02679081961678128,0.0006219092056037206,0.002412094651856694,0.024224201671137504,0.03832241098736346,0.015450249630551128,-0.020426090419806173,-0.025386193936886254,0.029601715273711353,-0.02283330855926171,-0.014850578231552024,-0.002978932566066293,0.16597684052840958,0.02987794645875251
PF4,,0.1140531535876699,-0.010730872981249449,-0.02519375020151502,,,,,,,,,,,-0.0019422155088956623,0.017366315466747665
ANGPTL2,0.008368212235896838,0.04832828919797342,0.01964405359942545,-0.0012615091522494629,-0.0008796134325802626,0.07879933634301077,0.055029620857289144,0.060574735412522236,0.004225867019268125,-0.03191624065180712,0.06431953114695653,-0.02973849579735051,0.011584796087089618,0.03310832929881528,0.13013538919301665,0.08720296303803989
LRIG2,-0.023840074975719962,-0.03240396601935393,0.0023862891549171583,0.024505027533557513,-0.023756402072208627,0.06577878403305364,0.014692821558458464,0.0031413812741630954,0.026926502211207022,0.04999967572324062,0.012735595246534646,-0.029289905347028546,0.025120773279610837,0.01071709133946259,0.05579441066975495,-0.09708950556250799
ICOSLG,0.07839762546760963,0.08650280362400951,0.05114722895728727,0.022794390427904623,0.029460750215904205,0.03889695273091969,0.03458908550806413,-0.0008283748856679349,0.05419043098868704,0.0016893640491180775,0.051502811570223433,0.04586499086145213,0.09115273876785367,-0.02611799387739531,0.14880827739460223,0.0421265410733948
WIF1,,-0.00372747683039173,,,0.016407500186164173,-0.06455397142456017,0.011788906507031094,0.01921237763664876,-0.007631801181290897,,,,,,,-0.06778934994415178
NPPC,0.010101953919121831,0.05845674018400021,,-0.00019494539268358026,-0.02530736372706829,-0.033015119908772615,-0.04253486329053109,0.02883988914973648,0.007667498733781427,,-0.04531594511649099,-0.021394619056143753,-0.026115656779025526,-0.006254439344167174,,-0.0022894386128301312
LYZ,0.12294110440854149,0.058651333794246745,0.020354846218846576,0.036570479522790675,-0.00357235294975667,-0.008086187812456463,0.0223198622106155,0.023891235627261774,0.0860391344940799,0.0636531173099391,0.16802525571740037,0.06718191382387506,0.03970609632351409,0.029704730752738998,0.15240374017105188,0.14611559159406226
EREG,,,,,-0.00764925097313416,,,,0.10989961781437177,-0.016286172769641432,,,0.044831443571576125,,-0.01034959223779032,0.052956089347234114
SPTAN1,-0.051625693558652125,-0.024292181665811548,0.01704350278951089,0.022839431762295494,-0.0361191445368314,-0.025669469075276577,-0.05200312551677966,0.053864235188406474,-0.06200522363115753,0.07023963603009355,-0.00241309870835432,0.02860157506604087,0.030055911211500815,-0.005637435964957894,-0.04416082993258819,0.042725116782109065
LIPC,-0.023264798554761174,0.01797278901031858,0.0021237933230896125,-0.025174283891555682,-0.029402629680425573,0.03091339549762811,0.0216035323342276,,-0.03763296468190821,-0.037117518680122155,-0.04805292106915499,-0.010072607747149466,,-0.031986573024477556,0.07553635134737827,-0.0032833862377164924
COL8A1,0.083137019983944,0.04302016462745685,0.016228694967752498,0.057979908062875646,0.05104449380443652,-0.0015543149406917586,0.0033842060527879848,0.03609521913489307,-0.042552430849006805,-0.11039859401039458,0.11228212783741705,0.0770365922188835,0.0063134872075252,0.009257719659247368,0.03766789008845797,-0.08473210756547757
GSTM2,0.021914362610598696,0.01881618632762402,0.0046142903579488425,-0.0012647903773653929,0.005957026261539625,0.002978561474748457,-0.01932420615155895,-0.0031912842407772497,-0.033420604744508586,0.04261061119317555,0.01903882163257461,-0.03942253639070541,0.054135576409945076,0.022371378683101913,-0.07004008699718767,-0.03153329250804943
SPX,0.06983434667135546,0.038241807191527255,-0.008063578691579816,0.040361126507215954,0.06548813282928784,0.030035977166446848,-0.020835434992021663,0.0389966185533942,-0.02438938182553799,,-0.06007497808888653,0.06967919277252586,0.0062278722817838035,-0.01280507088932991,-0.014756732157951678,0.05911350075423367
MFGE8,-0.04557432494380287,0.11300273669465022,0.030000236593672396,-0.008018246072513615,0.03725365735836285,-0.023724971509684063,0.015123536313288142,0.014104946744421863,-0.02566008421128759,0.0065044782135564045,-0.01972241162471458,-0.05249293090989918,0.060215615510675446,0.04508027704744863,0.2024735304421199,0.056919635081149104
TGFA,0.07725746081569769,0.0032770332737511168,0.04787443412250839,-0.010293573840371448,-0.05232013593660885,0.05432836058099396,0.007264231216608225,0.05557992955138274,-0.007119269407734544,0.05657332283117175,-0.0412184652269879,0.04658735981325712,-0.04123252511501173,-0.03869501232031613,0.10157725298795453,0.00118091402628008
SLIT2,0.04246493076571759,-0.006834162478807897,0.03034365261017966,0.014066951456134695,-0.007106070106426889,0.0012610832788267471,-0.016195842222496357,0.0014111511808025086,0.011576820573722913,-0.016059220750394912,0.0335478283716158,0.17378437818719358,-0.0664594481366425,0.048368821409810275,0.02901570583250446,0.01254713821591857
PLTP,-0.00048719556709859427,-0.005620920723396976,0.011953257109438065,0.09872947762328624,0.06258992007769561,0.07643018382957634,0.0002855315776648693,0.008555554962749469,0.02368186029999777,0.11929564352089557,0.054292665314963975,0.06599238745097268,0.056125553005932104,-0.007944510451195104,0.13134372928563814,0.02556861436972904
APOD,0.14771725656974374,0.012132804025740362,-0.03568498709959038,0.026018988532663698,-0.045378534610422044,0.07987159727252316,0.05500237378663937,-0.032970920609421674,0.06977537545674367,0.04419701139344943,-0.07151231430696893,0.0674411267716496,0.0823004361208052,0.08668543323493423,0.01991571847252687,0.13718155432652732
B2M,0.10311617685395964,0.13967290822512518,0.053747670489698564,0.13304252381478596,0.053235643064642686,0.08684043602842666,0.17401362256898154,0.1395482949834887,0.02352884578758222,0.15770956104108558,0.19242306892725172,0.10421147247461364,0.03947213646387383,0.04106159015015318,0.2519025949767728,0.1657160468432993
OMG,0.052255071389162216,-0.03675482324950155,-0.033788866956956744,-0.017979359863772252,-0.027390590444601303,-0.0545512272650592,3.4857542441626944e-05,0.02379603262236853,0.02935659409962867,0.06420969850264723,-0.016808458646269432,-0.034212004008332075,-0.05646149504536569,0.02918767036723664,0.06241901565257612,0.006154740343555831
CXCL3,0.09622475988337498,0.006201344584842109,0.07932872100710771,-0.014485625989084478,0.016435387372531404,-0.016099502809477428,-0.004582959803099747,0.031197892855486714,-0.029580206239728027,0.10961168116697032,0.13408869755483557,,0.07952410927451209,-0.019343170033672866,0.017384716348574428,0.027758848274142607
CXCL10,-0.038754122895516434,0.1692307387328717,0.06496750027314908,0.14365502310299944,-4.350825794688165e-05,0.06669078132622794,0.22341952342733515,0.10869232922004096,0.04699316019346371,0.08208564040410479,0.18206447824672364,0.02310447113376047,-0.018064985709182847,-0.006793610512738452,0.1298423066331092,0.16476211089690537
RSPO3,,-0.032280205391839324,,0.09199647317560951,0.09374941841755612,-0.020134957945346383,0.0345086035353029,-0.041815902096113855,-0.045128527198249675,,,,-0.03973588417452611,,0.08200617156996239,0.03449750890911805
CORT,-0.035135221237010926,0.010963836666992584,-0.026893948364695074,0.01035981381609425,-0.0356845084779301,-0.023891117749865028,0.01200019539569001,-0.027032825651792117,-0.05141706265369933,,,,-0.019947995444439714,,,
NCAN,0.08675075599637698,0.04963492071037789,0.011618534962965705,0.0040386898597877,0.013537520563131778,0.018130123754152364,-0.07314598826789949,-0.02849809026264435,-0.002711652930722933,,-0.12257404721024323,0.012705034903763549,-0.039624439266837765,0.020406638989696503,-0.0389062879808798,-0.011687709391774031
PRG4,,0.049630485102506054,,-0.007869155235760917,-0.02105216431062212,-0.017442343984618684,-0.012273328722352551,,,,,,0.05048930746786124,,0.11519307043500675,0.08563626969372119
ZG16B,,0.007760320280413598,0.01890236781565909,0.0241839555366805,,-0.018831813302913038,0.030779188311923958,,,-0.020902431503299294,,-0.019862815410211305,,,-0.015427498594398903,0.06580613038212438
TGM2,0.016231741288026146,0.029417313349891613,-0.018898592977470964,0.005074739971657135,0.02621233048963438,0.0579757814903586,0.07507829691535298,0.1071362599063311,0.03567596110346868,0.05463561003623132,0.08040657068318252,0.058949063327581784,0.07624095471809562,0.055441669802037345,0.21493936440005065,0.12421987272084405
VEGFC,-0.022162241091859568,0.0690034813312461,0.0008646173896060635,0.042633625357065864,0.013221702352816592,0.011281106414406586,-0.004716016525186579,-0.0013081778336772386,0.06850745529393798,0.028537506382927957,-0.03572394876301806,-0.02574615358722199,0.07756281599364397,-0.025513960014058337,0.14114451186448695,0.020396081288447693
WNT6,,0.06056241336170284,-0.026790820319893036,0.015105769505969749,0.035320735093261196,-0.017152261332758666,-0.0066900072339596975,,,-0.03744754786577937,,0.1305750428884398,0.04053474259200838,,0.08461711748626596,0.11470194014955003
NRG4,,-0.005554177483473626,,-0.017914731421059562,0.018314218337706138,-0.021725545944822677,-0.0038131304741943154,-0.011171798698857595,-0.026452230314949046,,,,,-0.020487341367837728,-0.04986773612532372,0.007666079848703215
PMCH,,0.059832033125640435,,0.007914958124902536,,,0.007171476693726132,,,,,,0.031809341030081095,,0.12518672468114855,-0.017248989791375798
COL9A1,-0.015277577855620839,0.03205706479395564,-0.04084161797966764,0.021514252302172267,-0.03942832322176178,0.06643834311761161,-0.010218971733539708,0.03728686228719307,-0.02072118656202999,,0.01363823212470693,-0.007828467114384226,0.004787230200871199,0.05647461635349096,0.05129007039142311,0.09158926834436522
GDF11,-0.003335028700226828,0.05405441912451993,-0.03947175448199222,0.017677325298734836,-0.013507319006770702,0.08760902739057874,0.016629710819710087,-0.005064334771187039,-0.02376400323440922,0.04057139473364929,-0.018762601780265065,0.000181201532520164,0.006000828018898742,-0.0045983779383655145,0.13710048726469634,0.05202977180381355
RAET1E,,,,,,,,,,,,,,,0.13172677508303982,
IL24,,,,,,,,,,-0.021118048970528675,,,0.01942231624456726,,,-0.05773415264752985
SORBS1,-0.011509980965846205,0.019057473834939092,0.0024401801278483115,0.05949778265974542,0.06115478865266299,-0.05261008677175764,-0.004445890075154923,-0.032816427994274304,0.02830128661052914,0.0022272737103741173,-0.017191661382484187,-0.04386805487423615,0.026767598187422408,-0.09487125748401276,-0.0837113335209889,-0.09881843930730183
DLL1,0.02333754802219596,-0.06250051711509487,-0.012409752312402662,0.018886184592600046,-0.05745158552567656,0.07526022611703016,-0.006668413083942796,0.04613874529471299,0.029893306936632082,0.030454677227590543,0.09873588548990679,0.022462965437877038,-0.045810910505346795,-0.02220396052221487,0.08787703849734757,0.032503514974649754
TLN1,0.03373090628099651,0.033174137941615764,-0.005814333096367579,0.05306351768014315,-0.0072972602392034555,0.07875964663297112,0.05844870891255456,0.02519049174903452,0.04629529255888683,0.06777799918370725,0.028803472831186727,0.03821431443589357,0.06552267048381798,-0.00470990017900769,0.1803419356213666,0.06711073154680215
COL2A1,0.008391859511250904,0.032525321724329495,,,-0.018802776380485157,-0.016099508288316664,,,,,,,0.09685448265942138,,0.039021699449111276,-0.04278120678310351
SHH,,,,0.028440059448411235,-0.03121812457398318,-0.012656169707173141,0.035370167772341234,0.12284039284276804,,,0.16767091123982433,,0.07070359211868757,0.037116138848450636,-0.014889372047136067,-0.01334358196828594
PON2,-0.040986343794257245,0.037497384651281516,-0.04412144604337358,0.039771668355922996,0.011360908258090502,0.08704401693680261,-0.10492514255130897,-0.019571975771274213,0.04876180415200694,0.1222156527059658,0.04229767701942185,-0.0598818005921809,-0.006015916347320708,0.03325167847689256,-0.09000268019844652,-0.0629479007532739
ICAM5,,-0.0528370529150303,-0.015092354061895717,0.00640714595470363,0.03612667247485856,-0.03146001248556031,-0.012156186975433685,-0.02625269494908075,-0.06690420177122913,-0.01999082809835148,,,0.02532253077240992,,0.025174587539104013,0.0062437754104423164
HPX,0.023455008622309773,-0.011792184431864874,,-0.008217341781519638,0.04818534481542111,-0.023444238216851845,0.0848005466064047,-0.016096836489943693,,0.07676794378114259,0.2195411656934624,-0.03255214391554562,0.021003628026049756,-0.027468260273039256,0.014181681618180961,-0.019750057573610535
SFRP2,,0.011863809419992166,,-0.025581355277677843,,0.16278353959198413,0.061455039476008735,0.003044806590320874,-0.04826889742789073,-0.02084164896516331,0.06832989565133904,0.015718708185580587,-0.012866270218061823,-0.023473531761411776,0.16393403189645062,0.05389850587444895
CFC1,,,,,,,-0.024552086310330543,,-0.02158410751258607,,,,,,,-0.05185638018314605
CD70,,0.04651480509676482,,-0.016531664460280874,,,0.03460483950733379,,,0.054545270522916633,,,0.06914766724115529,,-0.0078334760087117,0.05631544892825472
HP,-0.005746456683766355,0.044750934383534766,,0.014582361841686915,0.0019477022460493328,0.019654000902566176,0.1146840929151425,-0.06653821499600523,-0.0487044322873683,,0.02469981103737849,0.0004904836592480909,-0.03404576326857326,0.014044047086171466,-0.03938363399636477,-0.050227171145799714
CXCL2,-0.0019593338096290575,0.010104638175500988,-0.03124552716642039,0.02503727437055233,-0.06753339771977694,-0.006974260609168345,0.11003083345437631,-0.00956083941223992,-0.023280443914177766,0.11036076393051583,0.10716675769007111,,0.08734800753282272,0.01060711687534588,0.08025271025587825,0.10241772606177325
