,ZH916T1,ZH916bulk
IGFL3,-0.024701546635790425,
BMP1,0.05206414451182921,0.0357281199441357
NDP,0.03910708961541911,0.01768606365957975
TNFSF18,0.03263461840669178,-0.026018903681305838
RTN4,0.013239753775926094,0.05127719623076432
HEBP1,0.03753041871763489,-0.03542040653158431
WNT7B,0.012197519083762464,0.02043295309429927
PTMA,0.00045972470018312204,0.04338650519573427
FASLG,-0.021423642970166627,
CEACAM1,0.027836979471174902,
PDAP1,0.08217579752801116,0.032597895885264946
QDPR,0.009126057874678198,-0.06910144448049091
POMC,0.06834378911098489,0.06126471739523859
CCL17,-0.01941812605704172,
TNFSF13,-0.01774785585872128,-0.02830485587700456
WNT5A,0.015161480520743955,0.02824645622553275
CXCL8,0.06809421248711044,-0.0018727779434027547
GRN,0.015797898479017556,0.06720642735863473
MIA,0.006425408388612755,-0.0302824935113937
COL4A4,0.08140322936418584,0.21185115610204233
TAC1,0.008305485488074605,-0.0034930768470518786
RARRES2,0.015137216102053744,0.0641366177002779
FGF7,0.018353599922643033,0.07825021023503319
HBEGF,-0.011406118429609738,0.07343507595845676
CSF3,-0.02044429113855364,0.025840869369530225
PI3,0.017509026264397015,0.07317435617699433
PCSK1N,-0.002671515178105926,-0.010782725333285203
NTS,-0.03027520736776765,
SFRP1,-0.02957168824901894,0.03444574854674601
CXCL13,,0.02822031737044025
MICA,-0.03339955778038109,0.04940675993819065
TG,-0.019168066183953315,-0.029744936695362816
ADA,0.01331057141748295,0.08607882059848944
LAMC3,0.0012740194891935957,0.002800974046178481
CCL7,-0.021423635352174907,0.010324085111541436
NGF,0.021365120885268474,0.0313090890618296
TNFSF15,0.05102428599910319,0.03243538865084354
HMGB1,-0.003743355877868536,-0.004992685943663255
ITGB3BP,0.01732011802975039,-0.046680629673398547
AANAT,-0.022667099614860117,-0.02031850491995195
RELN,,-0.00432662065625528
IL15,0.06406948477079075,0.031256404879742836
BSG,0.010560484617345977,0.058470880877058304
ADAMTS3,0.020887431203143063,0.09954675308127611
CD34,-0.0029787115617681856,0.04594906824998076
PLAT,0.007138435257539786,0.052518759666126895
LTA,-0.030506500067705146,
CKLF,-0.01379725644125121,-0.012385350057574648
CD24,0.029543853423280107,0.04631161086297641
HSP90AA1,0.024350629813326904,0.012538937185746264
BMP4,0.025001228344249577,0.05552398695062312
SCGB3A1,0.05129073535729834,0.033838770846743624
IGFBP4,0.010695509542798855,0.051752177094772076
RSPO4,0.04582386877568804,-0.02562082986973508
LEFTY2,-0.04346952625395599,0.10131829474966696
PF4,-0.003898804295119687,-0.020070245783652258
ANGPTL2,0.03150877683500112,0.09658904671484293
LRIG2,-0.012152077600396329,0.05756242776052922
ICOSLG,0.06851729101216858,0.08494906253467384
WIF1,,-0.036828472198655725
NPPC,,0.02614647971071905
LYZ,-0.0062629178500690505,-0.01994246710412139
EREG,0.019376535442582787,-0.023106798361888264
SPTAN1,0.00984577820199393,0.023234234492496057
LIPC,-0.03857175380060358,0.0022685210419468565
COL8A1,-0.004841180436456634,0.10194760344707249
GSTM2,0.07815882458691682,0.016237011528284963
SPX,0.02689192312617264,0.003982988138788293
MFGE8,-0.00103533448769544,0.04296412205504009
TGFA,0.029409337366153657,0.006562009378578603
SLIT2,0.032661608576487415,0.058941003722960524
PLTP,0.002947443967021189,-0.08254036221525465
APOD,-0.05121824764197608,-0.021450946690216483
B2M,0.008476485055215683,0.06052979571564274
OMG,0.042776875814932454,-0.038827826350512656
CXCL3,-0.004922464649715723,0.014344552594824212
CXCL10,0.06264337429337484,0.028816894298395273
RSPO3,-0.02174080069497469,0.0350735238436906
NCAN,0.043512367750608405,-0.038051867343632695
PRG4,0.02463424557323968,0.008203453503896709
ZG16B,-0.027108438724245617,-0.017121978054083477
TGM2,0.0314934219720748,0.04511395652233377
VEGFC,-0.034244667629427725,-0.0018100153449234187
WNT6,0.13554565731773852,-0.017692140293961208
NRG4,-0.021740803131599748,-0.026606265400589104
PMCH,0.016277898299943975,-0.03407315194882343
COL9A1,-0.03094119907996698,0.04088948931290815
GDF11,0.03080631120568462,-0.011286898848000377
RAET1E,0.02864200999130767,
IL24,,0.0764951030962882
SORBS1,0.01349663106453968,-0.0032958357008668875
DLL1,0.047079395461453004,0.025405015672782954
TLN1,0.00688415150439189,0.06446862535779353
COL2A1,-0.018686061635690164,-0.023970817048359624
SHH,-0.01377704687262336,-0.026245767455882137
PON2,-0.004908489474016185,0.004637763235469854
ICAM5,0.05369810778617757,0.009952232092157188
HPX,0.11994857541535439,-0.01764944856491328
SFRP2,-0.015925520740566097,0.02642684884787848
CFC1,,-0.023542358582343298
CD70,0.015488909109127806,0.11892891251765368
HP,0.05432819389490337,0.11416107749781766
CXCL2,0.056288778962457084,-0.0006188863163410576
NPPB,-0.02205362349897124,
CCK,0.0732437640964613,-0.045057526872568615
SEMA6A,0.034054577921713465,0.0427125307565556
IRAK4,0.009119779208289203,6.55654434970714e-05
GSTP1,0.005341260837241898,0.010763787425707935
VCAM1,0.025958966914563095,0.09033608855237801
NXPH3,-0.016652343480345423,0.04981979671652396
MTMR4,0.01688113549637819,0.030600487444549403
LAMC2,-0.0019716356033155024,0.07587302707861819
IL10,-0.059875097105710644,0.026313614863600912
SEMA4D,0.01573901487049942,0.03807611738091686
TRH,-0.02470153726734825,-0.0010276748662094235
SEMA6D,-0.014657493711033925,0.08396977298099753
CEL,0.02835543124003532,0.06998808061329574
PDCD1LG2,-0.026760802855069817,0.01709427967379879
SPINT1,0.05465944045223441,-0.022246099345592983
CTHRC1,-0.0632318237754882,0.05959322764780943
PODXL,-0.015156475399019773,0.05981786958145246
JAM3,-0.011766755026628915,0.0303416497901253
TGFB2,-0.03994965905365507,0.01216166849267439
COL18A1,-0.02547593785443491,0.02859021560077036
NODAL,-0.03380630009550343,-0.05337235784403661
INHBB,0.02997921936199216,0.05741590093386005
LCN1,0.04550668318234716,-0.017970836129561466
ARF4,-0.03171070107894266,-0.006234578632989573
CXCL14,-0.05631974284709801,0.042987472643284626
LIF,0.06500867348387146,0.030576364822603487
IL17B,-0.022204236151085504,0.0038988397786842237
MMP1,0.027345334007420327,0.030762435705565885
MATN1,-0.030042347722354083,0.09072062397461375
ADAM28,-0.010336792498896416,-0.0713238642371307
TCN2,-0.02319298412646383,0.10596848059360241
THPO,0.04658891861255835,-0.027748589608923915
CUBN,0.07590493709284053,0.01764098654216405
TIMP3,-0.00994540495538069,0.014487946762052723
PIGF,0.041179564880185655,-0.003012499557786467
CRH,0.031636780334544756,0.014130939368636436
BDNF,0.0003409473163239812,0.10634357804960666
CCL5,-0.020393280706289766,0.02220103557531511
GAD1,0.04577638034767976,0.024218920865628962
COL14A1,0.03844193013376011,0.10783139541149082
HLA-A,0.06138878151787808,0.07912295948076026
FGF18,-0.024701539249133205,-0.02541974853566054
ADM,0.09744415073965432,0.04948034468025978
CCL15,0.016253476054197823,
GNAI2,0.07063079391389568,0.09242436825560771
HDC,0.04088144018905702,-0.01851644545826511
COL11A1,-0.01997871051551919,0.06179366077834963
NUCB2,0.016417206764764523,0.03989019923454463
FGF16,,-0.018245549876255734
CXCL1,-0.03854352122994199,0.04436131778263793
VCAN,0.06680650720806458,0.0825152568128236
MMP7,0.013880142407021054,0.07802095650641513
PTPN6,0.0395057795857593,0.04178089914756064
PTGS2,0.04909541523238,0.0171099621685135
XCL1,,0.03159732772369122
CD58,0.04615671453716332,0.028634332983001314
TNFSF14,-0.02279157908748834,0.0222013166929448
CNTN4,-0.0021750153895336655,0.02379651508191208
INSL3,0.027587765681032335,
BTLA,0.0013701251441596493,
MFNG,0.012116533815261699,0.04486259099663776
ICAM1,-0.04719234976492477,0.051196244055931366
PROS1,-0.04037984264555714,0.039250227736779324
CLCF1,0.01300977836631055,0.12461808786474605
PSAP,0.021977169514971657,0.0321927809022776
EFEMP1,-0.04372842167533712,0.11380620610366464
C1QTNF1,-0.022307390291264204,0.09177750822065829
ALB,-0.033169533793197835,0.1245496379264374
EFNA3,-0.02563424547317586,0.06638999574220075
DRAXIN,0.01122265741336885,0.043746402394187346
NPTX2,0.008765360252806713,0.06811551382642239
FGF11,-0.00984526155283245,0.09949869059959582
CD59,-0.03121046908574556,0.04810055071330885
COL9A2,0.029748773520941307,-0.01144822889306256
DLL3,-0.007904301644889391,-0.05822188752001941
FGF5,0.04248149098742305,0.017273342462226025
LIN7C,-0.010240134295182614,-0.0041282401458459655
GDF7,0.00036934985884758543,-0.028304855268910228
PSPN,0.0006132831042247409,-0.030802970240240188
ANGPT1,-0.018502645261045326,0.03670287209698093
PNOC,0.023039866018090157,0.037730770446987284
L1CAM,0.10271479831034783,0.03856722955988762
APOA1,-0.02374402277714534,0.03346470456687074
PSEN1,-0.009800935187291743,0.0305855270447834
CALM2,-0.05637068327407253,-0.01997882394610841
