,UKF248,UKF255,UKF260,UKF266,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
DCN,0.05479728190515341,0.009038865909013098,-0.019029265557239664,-0.01140698451715717,0.05200614361328357,-0.1568665722699796,0.010968071856757598,0.023840997379883464,0.040476077407554344,0.0018107263210561046,0.03567612328183518
RARRES2,0.02633801840495572,-0.028475467279037204,0.04191637903084608,0.07534832936689063,-0.04501397062694627,0.031158183934980592,-0.02933955655894709,-0.06595382924010841,-0.02529278103178207,-0.0464412154073775,0.027552663400417034
SEMA4A,-0.05343743594488766,0.04326548263600389,-0.014686527118489237,-0.0040007239813272515,-0.017675095398510303,-0.03791203417644679,0.06395887669076823,0.11119180807987429,-0.03522299956298995,0.07879246009159563,0.02092377916804294
GDF11,0.02347331823550537,0.09731999360345434,-0.00823405278520679,0.0879386536297509,0.018911326883774573,0.051158494757167904,-0.020028301878194116,-0.03394854393819263,-0.023929415492416273,-0.025514673992652687,0.044868003197586874
GPC3,0.016130716889531885,-0.023734177399324877,0.026719812167922262,0.054953790375695255,0.01789608074798525,-0.008281074731798113,0.0040217283867561016,0.09026529825601512,0.039716250273957435,0.04774585385173583,0.034554543880870967
OSTN,,0.058335858827618485,-0.022498674695944097,,0.0054330359964814825,,,,-0.018279928885827787,,
GRN,0.025647909922621136,0.07086173901742301,0.05751011997932101,0.05842120115085416,-0.04564674591036374,-0.05955603768968494,0.0584837612150281,-0.014329856012635825,0.054329583631241934,-0.0010560800860189934,0.04436696991038313
CALM1,-0.02602147109157806,0.029533522238614975,-0.06281983650109328,-0.1070744521648478,0.016315526944266297,0.011538337186108829,0.011063788524728446,-0.011900815303342223,-0.06317366181912722,0.018795081723889374,0.009542858838520591
ANGPTL4,-0.030288651419120148,-0.14510303047898018,0.04402149147157444,0.021409172023752518,-0.04769172482494937,0.040896400271384026,-0.02507100221287807,-0.1599560099811338,-0.026237139543762285,0.02378533835818487,0.09632830066558182
BMP8B,0.03925142043852725,-0.0006991721956671757,-0.003073607266204647,0.08248083411874567,0.06249256090697256,0.01944804002146486,0.0718258921999576,-0.033696046407794285,-0.06244790700301764,-0.07535955519250634,0.023801801644240998
TNFSF4,-0.011222081399679534,-0.04089273627952523,0.009205312748166657,-0.014173110959016333,-0.019951895508343483,0.0035200741008574294,0.05226732971791003,0.10183832231906755,-0.030258327614224666,-0.024945086556101663,0.07399019148209586
RBP4,0.0600804572188743,0.04960979798835313,-0.04509596638285528,-0.05848748348904721,-0.006747736906871859,,0.08879594628120002,0.12034082248758844,-0.024599115165498082,0.04409180196470581,-0.03768153651691309
DKK3,0.027309110461471227,0.07063208562070217,-0.027844356720339,-0.06821463197651573,-0.045530368075530354,-0.02923543122458248,0.035218486005465226,0.12808942240231583,-0.0216084194656641,-0.0410182470620519,0.06667873793401778
COL11A1,0.07173758053757616,0.05914104375359538,0.02079499810976854,0.08990275711537715,0.0070128316327591755,,0.08277421514277498,-0.017124080333321075,0.021300934442517728,-0.011650749381863758,-0.03826196235472488
COL5A1,0.02132400249980579,-0.025464675001382775,0.037484420784960594,0.04114411968685426,-0.014017816278435116,-0.012599299184987785,-0.045289503248062385,-0.107572936878136,0.04442549063305179,-0.059278698522381754,0.005852637339046052
KISS1,,,,,,,0.042533146126819084,-0.009336665484444,,-0.02395393105150987,
MEGF10,0.05102368686659582,0.1281256691380895,-0.0003561125466151141,0.011196724255179683,0.060595348505801304,0.1475023705404868,0.08395881111716161,0.1440863046974009,-0.054715572203551825,0.05968376076010664,0.04287506856510464
CEACAM1,-0.01669368667725947,,-0.023515889398028105,,,-0.03644312347271611,0.03468284112418123,0.007187370954439656,0.047716761886571625,-0.019238778207324374,0.030934104126604994
EFEMP2,-0.0020075246592533673,-0.06672294494648968,0.048306528556157385,0.04608966078060916,0.06607839024324173,0.024624465664090336,0.001545166534425774,-0.06933525763877671,0.04362770885373331,-0.024658454874226594,0.05492324945452493
IGF1,0.027372973439748226,0.1363885275951105,-0.0069277489816328645,0.010610878571302345,-0.04359350362707173,0.017390777921074713,0.031141626967208676,0.058265142350984594,0.04105305410417649,-0.05600265177428311,-0.000980626734901053
COL6A3,0.06065775627622357,-0.04892288993730048,-0.011238505712778164,0.0539571254574144,0.002861659902927913,0.019132172983553623,0.008805460630340066,-0.06794374405981908,0.021145264797186203,-0.029369355263933524,0.016634921441387455
RLN2,,-0.025268810090015616,-0.030728994270164185,-0.016650083824478707,0.048835499724118395,,0.024568685187202725,,0.004176763594288791,0.07335355902640399,0.04162109909113179
