,UKF259,UKF304,ZH1019T1,ZH1019inf
BMP1,0.04304814147010419,0.05664227671402838,-0.056151294848538355,0.010910935924149469
NDP,8.737664134935577e-05,0.029900664789735992,0.08642392355560788,0.10682296865589054
TNFSF18,,,0.027800482069794477,
RTN4,0.04570395535238201,0.08561464540918043,0.06742196523446645,-0.07795724943498628
HEBP1,-0.029570668719080567,0.0605108926074919,0.05629829294519428,0.027299289847118168
WNT7B,0.1228071529562715,,,0.009681415013632014
PTMA,-0.0006617263012819367,0.004862601263120267,-0.011032850092229507,-0.11031671232554426
CEACAM1,-0.02846148374767816,,0.04387946989663212,0.0048672219044983275
PDAP1,-0.022172421889766238,-0.024041180924048926,0.013564467166901921,0.05594311085236516
QDPR,-0.024881659260865063,0.06881822691871838,0.00976483132936471,-0.10353306088531211
POMC,0.019589393650900486,-0.01934309045648902,0.013470247455991655,0.006522162936748261
CCL18,,-0.030198030910511837,,-0.03085372812321001
CCL17,-0.01649662800377995,,,
VEGFD,0.012353329182520667,-0.017816541263704383,-0.055138490558658916,
TNFSF13,-0.011379004791570632,,,
WNT5A,-0.018907517253932096,-0.03196806849009282,0.12528056596597936,0.08389730967257389
CXCL8,0.056506457854006896,-0.04063765945505043,0.0791212479013194,-0.026681314595739844
GRN,0.033785106392415935,-0.023359883516559963,-0.01820876273877111,0.017302491727133683
MIA,-0.0009603981172389252,,-0.004774140793224864,-0.010760994704197417
COL4A4,-0.03975910132126032,,0.02544737849200209,-0.020557860953241563
TAC1,-0.04405136435771641,-0.0040731968970360586,,
RARRES2,-0.015212382679182023,-0.034453566266457715,-0.08005426852059498,0.025654416351215865
FGF7,0.012613332017776709,-0.054276656995517314,0.047488627255245414,0.05038033185226215
HBEGF,-0.0482064012578016,-0.014418855552546826,0.01806055005903936,0.10217433193012646
CSF3,0.04018572710417418,,,
PI3,-0.0074148700453432565,,,
PCSK1N,0.07348195184204509,0.008901568547525362,0.006880583527945077,0.07323537385203599
NTS,,0.09248037444010815,,
SFRP1,-0.014393945587201312,0.005166507988285862,-0.012111279359809685,0.029969480332899614
MICA,0.0024871966684897194,0.048697444935227346,-0.03706795592767711,-0.0405707526573531
TG,-0.015533347782471087,,-0.004936635008755711,-0.0207299660904615
ADA,0.025087918425025002,0.05794523669581028,-0.0009746442222940323,-0.06491364860771591
LAMC3,0.01703262582541759,0.032854359698185,-0.05225636385462234,0.0070315007660677305
CCL7,-0.011230585628641628,,,
NGF,0.020507758363370696,-0.012203856683338185,-0.00010286984766209623,0.05237140433492887
TNFSF15,-0.012505806378399351,,0.08649231925411198,4.297006301310604e-05
HMGB1,-0.013201716515273366,-0.049537511093955586,-0.0434442953846715,-0.04892074457207286
ITGB3BP,-0.05876016972033492,0.05369784187622999,0.04496014151800805,0.02948268298225452
AANAT,-0.011379006006030154,-0.028612542555259454,,0.0797235182192191
RELN,-0.005193740599817303,0.03857940116331429,-0.04223000787985924,
IL15,-0.03949619128010691,0.022342111817895808,0.048965786054959264,0.0170848131798448
BSG,0.029959195607428813,0.056497023391581226,0.01380599118527283,0.03649045106131932
ADAMTS3,-0.007674890794039827,0.0028050079128690776,,-0.03847893125300603
CD34,0.052208605416270426,-0.02056612632464374,0.05123580603853989,0.00898824358010722
PLAT,-0.016287419390475618,-0.046707535754495155,-0.04151103607609232,0.05609074833707344
LTA,-0.014393944913829913,,,
CKLF,0.009559366004457259,-0.0009177388265774584,0.01652604890363518,0.0456273657538853
CD24,-0.0015013753128679664,-0.0172976011673045,-0.09118287232844667,0.1068453361734003
HSP90AA1,0.0006443730949686401,0.03143143748552439,-0.03372729299386657,-0.11903800616794599
BMP4,0.021443313672239263,0.0415347438465147,0.08101112754278211,-0.00069922653152756
SCGB3A1,,0.02077932369236364,-0.04666391280981674,
IGFBP4,0.007546242962860783,0.026238516772038714,-0.02454867617895286,0.03461664865823355
RSPO4,0.005515070050823865,,-0.06793373960562253,
LEFTY2,0.006103433148253872,-0.03043411353822995,,-0.006845595346028078
PF4,-0.009798464705259958,,,
ANGPTL2,0.033034634139907676,0.00905277892867574,0.0061644486700364745,-0.038887508587416256
LRIG2,-0.003174182873490686,-0.016245795880357416,0.07428213351645441,0.08075555087910435
ICOSLG,-0.01639987789838705,0.014249610591867691,-0.03407259693956759,-0.015648559295368538
WIF1,,-0.06160562483414623,,
NPPC,-0.015199835122214445,0.026191527063402355,-0.017151275018729754,-0.03847885735191437
LYZ,0.054993898454883075,0.026967316896496993,0.06980076092457448,0.02639860773283342
EREG,,0.055780456503439185,,
SPTAN1,-0.016268004704223436,-0.015303625893710022,-0.0315182508980375,0.08257050125146193
LIPC,0.015260631443448669,-0.015605740901289716,-0.014895359307021183,0.10234163285374037
COL8A1,-0.04946945651197398,0.008204530493497359,-0.06279076907536522,-0.013228261319210868
GSTM2,0.03474269757888739,-0.016305662456266204,-0.040155065095814645,0.08759606710320707
SPX,0.03538217717767635,-0.04543144378500234,,-0.06444518461657307
MFGE8,0.010051152784967831,-0.030498878849415278,0.01296644631900459,-0.00877977777577417
TGFA,-0.021879314043201904,0.020734127968578576,-0.041128281483476685,0.03226368550439631
SLIT2,-0.03334889425250039,0.03743980950217707,0.0840772420711561,-0.009001300854697494
PLTP,-0.017238574715320035,-0.025740808564830294,0.02627707961283467,0.09775637856828558
APOD,-0.019736327945539225,0.023123193692702073,0.06212837502733603,-0.12569574893352728
B2M,0.030627336683883087,-0.01756529008589184,0.003965955217286264,-0.0622236509640969
OMG,-0.011314929952457847,0.0563879688162084,0.019454794685207357,-0.1171973318515968
CXCL3,0.026343436578003962,0.07062127725161499,,
