,UKF251,UKF275,ZH8811Bbulk,ZH8812bulk
IGFL3,,,,0.04568844935442416
BMP1,-0.01617545588401072,0.008949526595090386,-0.01924325806578076,-0.004852323432581366
NDP,0.03006505490588038,-0.010681221428500542,0.06719154874967873,-0.06458289742761125
TNFSF18,-0.011873971265043583,-0.010647508906761256,,0.10506904423556249
RTN4,-0.08007829598171194,-0.023376628816174073,0.0658150753129752,0.013281796017806134
HEBP1,0.00314400183448889,-0.011945581209377274,0.010207964021468107,0.03749822001252665
WNT7B,0.02467843655171761,0.007911142600179959,-0.034870362807929996,-0.005586929648635095
PTMA,0.00657058689837045,-0.046476511798274354,0.0231694896185844,0.012690355126646543
CEACAM1,-0.012055896488437145,0.01699793404646947,0.006877965196726524,-0.02387816516545392
PDAP1,-0.02698209898830889,-0.007506626662642012,0.0678557970840011,0.049246210872232965
QDPR,-0.004625858740522925,-0.06206011770516752,-0.01504417664264066,-0.0014323940692366663
POMC,0.041213225678229326,-0.012354527350234958,-0.005139638837949898,-0.00019478422619265302
CCL18,,,-0.041251751809280666,
CCL17,,0.007655208812565894,-0.02438620325291285,-0.021245123478258292
VEGFD,-0.01726765295281577,-0.014148201754226626,-0.016893067347217235,-0.022407047976673044
TNFSF13,,,0.005145217961260728,-0.022782647444983997
WNT5A,-0.029780844587577522,-0.009224734888514738,0.037688203625454914,0.015404652166264026
CXCL8,-0.016168406738585335,0.004188333555484585,0.04330276494177047,-0.030163444229012907
GRN,0.019759336720941746,-0.039568721096853686,0.06304135085552207,0.02315575655357758
MIA,-0.015356642960508524,0.08439331051961868,-0.0996763900846227,0.011998030691868604
COL4A4,-0.025825299536687808,-0.01386422619461683,-0.027048442204536935,-0.0327263953681502
TAC1,-0.014628565611878952,0.030870473774877897,,
RARRES2,-0.017613885217745748,-0.06124516028239213,0.02910043841569907,-0.031496042738971594
FGF7,-0.01948973928325289,-0.02126822258219358,-0.05492322464361611,-0.04384482808451582
EFNA2,,,-0.01605572997748014,
HBEGF,-0.008758870582650924,0.04081947513694252,-0.021299786782765735,0.000747576226240747
CSF3,,,0.024589653177955348,
PI3,,,0.08064888196333876,-0.018051197396138547
PCSK1N,-0.016977523806823967,0.04712485542037741,0.03131378956543895,0.06242088927155285
NTS,,0.018444590539372637,-0.01956086018726697,
SFRP1,0.022169754431236505,-0.029408338716839944,0.028901438891513094,0.016668012103774613
CXCL13,-0.016901591140832378,,-0.04125174731993497,
MICA,0.0020684340353262303,-0.0003528653132912548,-0.0030564079318372707,-0.0225776279146438
TG,-0.016393590150347106,0.007499457818341175,0.09619072128917516,
