,UKF248,UKF296,UKF313,ZH1007inf,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
CKLF,0.01613553881341703,0.0013802644146267604,0.01766977005937658,-0.08708045160979626,0.058964833647021875,-0.01336384570610353,0.03901469361704537,-0.03139753474715346
APELA,,,-0.05912160290726264,,,,,
CD24,-0.021805720607816416,0.026007507625137732,0.08976607337233279,-0.06450685081669741,-0.010048889504392752,0.016081032578969666,0.003922908055766898,0.023591320619217752
HSP90AA1,-0.007806563580809734,-0.006733807044470634,-0.027654655181799857,0.027650990361974683,-0.0537697746384904,0.0171686292193847,-0.05725460785842891,0.07780216600017065
BMP4,0.07908728353935648,-0.004844973337358089,-0.010578862076906942,-0.039421317062036366,0.05720360849176897,0.040918789425915696,0.028622925052490127,-0.016723827829700815
SCGB3A1,-0.012176997199010926,-0.02010060780671462,0.009999930980365473,0.06832032578339765,,-0.023502957041229528,0.029877061605477245,0.030493564280312885
IGFBP4,0.04012802556131305,-0.00851241838893923,0.004246805474894438,0.08007039133113918,0.04444219889626104,0.05393632403191318,0.021926674539744957,-0.08001991475755327
RSPO4,,-0.020100604866546024,,,,-0.015828241336397403,-0.019603169231851958,-0.04280907659209374
LEFTY2,0.010939517207554149,-0.0090977511338674,-0.03353534555651877,0.05770940801929106,-0.03322170088375217,-0.021525362511304096,0.08280234036274939,0.08690001254689696
PF4,-0.012631679900005412,,,,,,0.0365859757874122,-0.03353477203287015
ANGPTL2,0.00774892021588006,0.010382301730228924,0.0002921307727999892,-0.08419266624681843,0.02039460001288775,-0.03454150425858649,0.028752757258767126,-0.11048273833169918
LRIG2,0.008438718615656563,-0.04564060922497414,0.031603150699905706,-0.032171599298884294,0.06935444764387627,-0.019107396865151446,0.044914473969009654,0.0257747220666591
ICOSLG,0.0029548218977799795,0.02571896247526564,-0.0059454671685668274,-0.02710003626920352,0.08346536161609074,-0.03192875776825547,0.04231814960908779,0.023994835727865364
WIF1,0.00816807218568304,-0.02216333336451505,,,,-0.014713883475807068,,-0.019037793232488123
NPPC,-0.03777630693995472,0.01394146721695346,,-0.022192524757483276,0.01544887838063362,-0.020809697077166386,,0.05525922596307303
LYZ,-0.03602664567082951,-0.031096314085721086,-0.07745343905413711,-0.00923372659971171,-0.024911653170255746,0.022859676490509333,-0.0342118255442897,-0.03522782046229603
EREG,,,-0.019175559059521785,,,-0.019714341449747468,0.03043561818703772,-0.011630194053803567
SPTAN1,-0.04412629856744076,0.03410153345846503,0.004064793359607287,0.0636226935490697,0.08644187480478971,-0.060241601534448797,0.00828162770682582,-0.08120857267837901
PTH2,,,,,,-0.025172176775922556,,
LIPC,0.07057113754049504,,-0.03911175710832126,-0.0235329007870241,0.0068572163774086444,,0.03659054793276415,-0.03361150128955998
COL8A1,0.00047287358924545485,0.0302816256057351,0.012171779908798808,-0.036295004755466875,-0.002398568368858983,0.028453567001764105,-0.003450601538615872,0.11209502489137223
GSTM2,-0.004109999053123954,-0.009440480316929655,-0.0007562987715900484,-0.028698653921655336,0.09619266974970546,-0.011574531925024749,0.05054012307275737,-0.010630998532602265
SPX,-0.025011379659547042,0.014442154220048029,,-0.02942044869892181,-0.021412342669983497,-0.03895243999048845,0.015809858773540717,-0.008359653912679245
MFGE8,0.009742826153373628,-0.01932770624174573,0.005993328453543202,0.09854544258655724,0.08433409422781116,0.05540251689948356,0.04907687288127097,0.020419447997692377
TGFA,-0.001880091396381011,0.09189946412991257,-0.0003538021070857774,-0.07820440976198155,-0.03007947578578929,0.020462657572617855,0.08089068194276443,-0.01473746599182179
SLIT2,-0.007841016809967348,0.038049139449687394,-0.0392756573781006,0.06806748866384124,0.04491788118309664,0.006466535030107661,-0.02162351020109835,0.031684038491961566
PLTP,-0.053894143387461006,0.03492551223864635,0.016057086322905936,-0.045482178741213936,0.04205138841233611,0.005533334877394814,-0.03800572002041049,-0.1082450054331048
APOD,-0.02967514200002312,-0.06885840652174,-0.013451613978583367,0.09618523607062866,-0.08634478716649012,0.01275055394796342,-0.1146405800455874,-0.13224015701438274
B2M,0.03958861816852956,0.01844282569355783,-0.039681057361713484,0.041384478492727514,-0.0552187813741472,0.012016207744832154,0.011657481548736257,-0.16009236645145747
OMG,-0.05581821994869963,-0.009193867429828384,-0.01923134270064181,0.09048187702601695,-0.011125064121025275,-0.02840949937284171,0.01747108987845653,-0.07861470658228384
CXCL3,0.012307737104926357,-0.007824471033208796,-0.01993848992501121,0.20796676040647513,,0.07994245372343645,-0.026133583400097023,0.1323998425101045
CXCL10,0.07588998039864335,-0.032665236051936455,0.001202664648835018,0.07664592943429584,-0.04198854498875123,-0.004274751696572313,0.046602708004999785,0.029470545908584937
RSPO3,-0.01654090348493196,-0.01663336989123747,,,,0.021791493540529283,0.052990263989352235,-0.026557392671225158
CORT,-0.0263697140627866,-0.04490156402790088,,,,0.06233741191561742,,
NCAN,-0.04511046847675588,-0.012707771148375591,,0.014555514872069871,0.12255931382123952,-0.05836817118028683,0.04400532301605522,-0.11678537737767129
PRG4,-0.01831275137439254,,,,,0.05230113138781945,0.05032595770417961,0.05353961268959581
ZG16B,-0.016885819862655357,,0.019062936708336937,,0.09184021201020712,,0.09235903892874887,-0.028608599863942916
TGM2,0.05749252319406767,-0.015197161288678835,0.04025969374504098,0.11135110253757617,0.018967688745706666,0.02504053089235753,-0.01934168031848851,-0.041869811815052005
VEGFC,-0.023251681053031315,0.0252601177507123,0.06747548675832195,0.11116470195740026,0.042504404184054524,0.11324533545283205,0.02601342167297959,0.07537948512911213
WNT6,-0.01964731774847428,,-0.013893202505274423,,-0.02748364911766247,0.06995599963080475,-0.008728971308003012,-0.02956126685876489
NRG4,-0.011215443046178178,0.0044807176323537505,,,,0.016442174307748074,0.05010834392867327,0.0018501000950627178
PMCH,0.03900507623400184,,,,,-0.012034280236473592,0.054218762948094,0.029850990101744218
COL9A1,0.057793398426042114,-0.00048528346218791276,,0.04206533690977839,0.01710637687249098,0.0017334107887906909,-0.04043666485700263,-0.01588987430702113
GDF11,0.00400755592191985,-0.01973373706913063,0.0031338242872545456,-0.03848011729255985,0.008914659915002282,-0.04368589016483313,-0.007969273519277835,-0.037871459861341134
RAET1E,,,,,,,0.011500613150356444,
IL24,,,-0.03619573885699383,,,,,0.2240728575070641
SORBS1,0.024174032585858075,0.012975377804023112,0.0761906841778403,0.031019520201440432,0.06383950662106855,0.008545865413816333,-0.03972007090910694,-0.016263131509287595
DLL1,-0.005751433629461871,0.025652480449645385,0.031934199384798766,-0.0058988375443133675,0.10074928335057332,0.029946953669143024,0.05737616656263021,-0.05932031843921193
TLN1,0.019211762369282934,-0.013066100828751684,-0.008898235197648903,0.028819476469885003,0.015798977879233157,0.06745951682483753,0.02420802784895542,0.03999564619961051
COL2A1,0.043024222123324005,,,,,-0.025352150080733483,0.018407408270940454,-0.040052119631396786
SHH,,0.015050919188148635,,-0.06331808225727044,,0.03693474296809138,0.043419695554879484,0.0362978765662558
PON2,-0.010804116611665264,0.024491659464814155,-0.035120761053736474,0.09147431005128318,0.11003507244909519,-0.03074515654417058,0.035216744496954284,-0.08481426569761624
ICAM5,0.03265258557484914,-0.05751888272471534,0.07616818240766843,,,-0.04932467324164376,0.004729572177480529,-0.042249794396911636
HPX,0.07123484326341765,0.05181693604007103,0.006879365294935555,-0.022871610322455785,0.06255464791146943,-0.03331143606261232,0.02571416668242184,-0.00463999065577393
SFRP2,-0.016189350227052333,0.027863038799911116,-0.035721997062558256,0.04571232987227118,-0.04157766823721701,0.0764109995172185,0.0005375155018690453,-0.04531605323535122
CFC1,,,,,,,,0.05479104193095289
CD70,0.005754688665656087,,-0.01622047503977398,,,-0.030438016180573093,-0.03401624338434111,0.16169711327936848
HP,-0.035761316227351826,0.03298681658741807,,-0.0020246028097251926,0.038972413666484566,-0.018330638755739714,0.028081413413403204,0.009540232800469542
CXCL2,0.024665936207115657,-0.017516749756788973,-0.006437630423560142,0.13223475455368697,,0.02691594979790491,0.0634834216415288,0.03400328303532532
NPPB,-0.01570950493266618,,,,,0.06484153306826256,-0.022616587355350833,
CCK,-0.0184585970677475,-0.029384813934679406,,-0.02353291978129662,-0.015486683246706502,-0.0999475982983877,0.028613451547231595,-0.09303418453820729
SEMA6A,-0.03506889563591269,-0.02130042585252216,0.05235319218425718,-0.031850277245910705,0.044195050274010876,-0.025066601791642208,0.019438681849019725,-0.05713474881446118
IRAK4,-0.004984554247456073,0.06409416775219388,0.024619116443341332,-0.05833302110714205,0.03551695904834928,0.04577645452771951,0.0031492105612553104,-0.016954864308405895
GSTP1,-0.02925191589560052,0.026917787195160036,-0.10644341245087673,-0.07377491158726174,0.006714203501758533,-0.030485284010835587,-0.0560655543165683,0.012696826841204564
VCAM1,-0.01592618576549146,0.03201089042242565,0.06700740766220202,-0.00049472126233902,0.05127030770231341,0.002495820327653692,0.020331902186090173,0.12148790727037465
NXPH3,-0.0167880880536301,-0.023883523195381534,-0.019912551491532954,0.06014769484250695,0.06311482092654054,-0.030840958264754803,0.015202533713170896,-0.03664243349141951
MTMR4,0.005041717638892661,0.02215041132932232,0.055046639981778105,-0.026781376569105664,-0.011160415260150793,-0.029591339829212953,0.06546048928135817,-0.04976789064405425
LAMC2,0.09971682294527943,,-0.02130716782000472,,,-0.011681146050228313,0.017231135845023646,-0.04280910015837521
IL10,-0.026052608175677977,,0.004775773198179166,-0.04308281151162567,-0.035233765447208715,-0.01583033876366682,-0.022908695954583804,-0.07446974522003891
SEMA4D,0.02722322746046043,0.036049810501585955,0.05565375373504588,0.062449829948939904,-0.05293479608203359,0.0007141415704400515,0.012617161419595367,0.031456107424274266
TRH,-0.024842164451383243,,,-0.12487686844516602,,-0.00778391608044528,-0.025332094539679453,-0.04629658506854425
SEMA6D,-0.05592799736366294,0.0028532933423415577,-0.01363496294464951,-0.09348062251297529,-0.03503068775141788,-0.03616516815195847,0.012441079981431732,-0.020003057465060786
CEL,,,,,0.13176849344337999,0.03359020113001801,0.010325285344102571,0.07945102846081038
PDCD1LG2,-0.03439293424946856,0.03792050419986808,0.05019236416672808,0.008041522046830224,0.06806492451272697,-0.03207495783128585,0.01380535904833573,-0.008641645887047624
SPINT1,-0.031193561459415278,0.06671560904140589,0.015833466361462354,-0.031409813075563175,-0.03999100395242902,0.030165724972789406,-0.03465961744883374,-0.016671041915230153
CTHRC1,0.025264697664866404,0.01190190069109614,0.09358155901160663,0.005903371144451456,0.053485088108940884,0.07042744291703384,0.012554404924977957,-0.08909431719111456
PODXL,0.01051943615144154,-0.05696473402149026,0.022053444734394013,0.016125137832521175,0.04368353051922014,0.007553580117181343,0.048072530438055504,-0.10739913350988277
JAM3,-0.028461205506587827,-0.053759102640573604,0.015285707049598819,-0.026757858758157872,-0.029911668196400145,0.02489326906735764,-0.01665248500398143,-0.07995389260024881
TGFB2,0.02658315711735253,0.03088502216616294,0.09370042678141116,-0.04853723121318902,0.0880038168014656,-0.069645984294347,-0.029380729451009405,-0.049058369795767415
COL18A1,0.04739325742048313,0.035614953839199985,-0.03273660259351279,0.08859955118311644,0.07806519811469474,0.06569757469371029,0.012804311043347585,-0.08597350789249422
NODAL,0.029251792617785523,,,0.1171235108528787,0.16969122771140174,-0.013358266610581947,-0.0346692750652438,-0.08917827277503494
INHBB,-0.048255420356523075,0.03422361212673583,0.031227882181551314,0.03923798796989411,0.00835182016712817,0.05233141438443204,0.03959296316587913,-0.07919904050933003
LCN1,-0.012330321510967667,,,-0.030217572888073328,,,0.023251209332211555,-0.03002693137598657
ARF4,0.005266144500627312,-0.06057470582037029,0.0003603200037210012,-0.04262557315897237,-0.00952208739412807,0.023033457714133555,0.04617360520721113,0.006945381410575067
CXCL14,-0.036746866671117796,-0.008737310783767443,0.007622340342260217,0.019535938618071406,-0.03324581672821064,-0.06161059703728794,-0.04122641986971923,0.09841185844629084
LIF,-0.026650580440565456,0.024815972315489102,0.010217444196579092,0.024017477559510295,-0.05431918656718166,-0.03520940744190527,0.053467601019560086,0.0905825024711494
IL17B,,,0.1187433785272532,-0.036066989277413794,,-0.016618924940734768,0.025116793421839822,-0.0193921447896946
MMP1,-0.016999384330305893,,0.01618821613877347,-0.0018910278157146397,,-0.012034279283432234,0.03768943410277768,0.10124329853540531
MATN1,-0.01618935243323991,,0.05397679113413107,,,-0.017127586276998133,0.07861963600766306,-0.013409274598454545
ADAM28,0.004675249156695571,-0.03272030927405237,-0.01240610815214976,0.023980452751164182,0.10915670746470936,-0.03226903217127766,0.04618219163964511,-0.0006503116328411232
TCN2,0.02411792492220501,0.014373167522171954,-0.15117620885219954,0.09734933350377233,-0.019650633835044003,0.024051451805327,0.0005960428701040892,-0.00385582552847481
THPO,-0.021095396545938415,-0.024797093891982376,,,-0.006280656411347573,-0.014857387782795895,-0.007804008820923371,-0.0037386767937058257
CUBN,0.042094808307282815,0.030821638657455266,0.0037289929289156826,0.021419636094410124,0.11210335678261249,-0.013011947345897846,0.09799679948417332,0.018189494587681775
TIMP3,-0.05939120628293955,-0.032701666065860995,-0.0179557926338503,0.0434946451590032,0.036288933916868514,0.0073212074349245995,-0.03168533066908065,-0.05042786374698955
PIGF,0.0071286900183398835,-0.011471980179492837,0.017987277390203355,-0.020735264466884847,0.0430063087833532,0.03505109372359632,0.019121200870675318,-0.046509050147054164
CRH,0.07852299107287954,0.0018005933163394382,,,,-0.04636609905776972,0.08725730256153137,-0.028786182369475017
BDNF,-0.03393900651764746,0.013178065329444467,-0.011872941394347454,-0.02776862515004766,,-0.029842004231732992,0.023991892291642614,0.01712335579585097
CCL5,0.005755442767837607,-0.0036308617163871575,-0.00433321690678049,0.03938621107941333,-0.008182308527976074,-0.003948668583706353,0.005265454164553441,-0.07166687007702047
GAD1,0.005927250514361017,0.0027817099022488024,0.016293421624947516,0.02246607858104838,0.04022593962463455,-0.02131043224393584,-0.002253074257281784,-0.10488159663895881
COL14A1,-0.004049326863133742,-0.013943310950291372,-0.05086694809979478,0.06575323009623348,-0.07000118332266178,0.010294394502197353,-0.014454101952837793,0.04118198925261477
HLA-A,0.04858079082961213,0.014284581274575743,-0.010236721577707003,-0.04763641960388429,0.03837325674301025,0.11145543274529615,0.031250292191464475,-0.043706120061896704
CD5L,-0.01444643800843143,,,,-0.03402666687310663,,,
FGF18,-0.013071415290298405,,0.06868689464650794,,,-0.02079609093460636,-0.02533209657205352,0.04368352595519614
ADM,0.029668544606276718,-0.04254147488634519,0.0394409529109145,0.06384118713633266,0.04044427269574772,0.012801779697118466,0.018372737761573266,0.12233172830416426
CCL15,0.03442472630405223,0.0009801487529161705,,-0.022871622288397016,,,-0.021970525390329097,
GNAI2,0.009312042474200226,-0.015618949885204868,-0.08014938309253045,-0.02528812992581738,0.10398193166459857,0.055807610970164276,-0.031309512319928685,-0.010802756303811783
HDC,,-0.011641887598287253,,,,,-0.0035825781316900247,-0.030938573647551936
COL11A1,0.027943753705978264,0.0063428212690253985,-0.024062422336826757,-0.023851935876080043,-0.053676194482700626,-0.0005950458732370394,-0.026085034825084674,-0.018430835899302604
NUCB2,0.011942899870010537,-0.042703529239815706,0.061721377345984214,0.042257436501834146,-0.06467036738275207,0.060232446482507286,0.0271096795595436,0.05375242750294365
FGF16,,,,,,,,-0.030485942340226564
CXCL1,7.030391788203894e-05,-0.022565503481948013,-0.020165721910009034,-0.024494861196078486,,-0.03432804843693408,0.0002899246575782521,0.10761065397803567
VCAN,-0.08265118322094918,-0.020988540965017947,0.02206482757492047,0.011843081902882349,-0.0061725593436330875,0.060701550719063524,-0.02332358786820316,0.04125763631866835
MMP7,0.028885106234972507,0.050437433350541995,-0.02844250793469794,-0.05842085777605077,,0.022232203044232377,-0.007110160217043386,0.1241423103937771
PTPN6,-0.0012354087933768606,-0.02022884748397028,-0.021918759241880012,0.05948630708357803,0.09890787391182594,-0.03283557261174574,0.06676424942564951,-0.005752943004919164
PTGS2,0.027825067708278316,0.0024480962798799403,-0.0500456412583926,-0.031761456131849816,-0.038671014162735294,-0.04304774422263175,0.03705067720831686,0.06873631277699498
XCL1,-0.01583071216532226,,0.0020079633310703133,,,,,0.0010096612365363827
CD58,0.04132397517423241,-0.01338791005007506,0.02741713540745683,0.014184184578719233,0.013990528155559748,0.08000703717041383,0.07377968388888612,0.01259706471293907
TNFSF14,0.0698320608950211,-0.022040559071966653,,-0.02915067908664927,-0.04064058237356024,-0.0173768677125476,0.09619616217741801,-0.0034738354045973532
CNTN4,0.07569674336223468,-0.0014000219644390664,,-0.02719906802759464,-0.05284907124566916,0.00552706022136714,-0.03738421524952499,-0.019838404723389342
INSL3,-0.01418139639931768,,,,,0.0042118714474395245,0.12399124808606451,
BTLA,,0.034762041377873934,,,0.13219964641718787,,0.11775409599157305,
MFNG,0.03475465254877325,0.03436512224526861,-0.05061155931023965,0.05297586954516384,0.0475911391310001,0.024435721369305528,0.007461621532320597,0.012878558011142738
ICAM1,0.04759963231256646,0.000851024408250291,0.08346692813627903,0.0023690002854868013,0.04796437272304031,0.04448805583162706,0.04090634683949942,0.0493521995399529
PROS1,0.04459408997130565,-9.24483207317942e-06,-0.006639458940270849,-0.06493759805169465,0.03619410018940902,0.05770961345551544,0.00487285663386223,-0.00872973751898421
CLCF1,0.02058822533420707,0.03681451623592105,0.037290185351759216,-0.024180398787985277,-0.007286440019429963,-0.04735907041691414,0.04484142493207248,0.09313168558007726
PSAP,-0.04413759937619009,-0.007239566974789207,0.0828037919368044,-0.02256619669731191,-0.04965240911809943,0.03329525142729804,0.0187055109719192,-0.05126004326672424
EFEMP1,-0.028528376200053128,0.040276571062605716,0.05016076900650359,-0.027102443580312552,0.0021576029774032723,0.011426129216759204,-0.012746821658515942,0.044356044682445264
C1QTNF1,0.005673837576953154,-0.017457197573257633,0.028966414309400026,-0.0036905577801937543,0.008814425765760971,0.03827100427574077,0.0088805358553186,0.01926152614669941
ALB,0.00926261000766871,0.019851060003706282,0.028320430778918767,-0.030997501123752862,0.023845555232626058,-0.003064878024201137,0.07822844299366115,0.02412087457868951
CCL13,,,0.023076121892938974,,,-0.01949176610167882,,
EFNA3,-0.07059544123250912,0.020283193844132907,0.017260587144046453,0.04811629227081762,0.055741886445692536,-0.02938720066252539,0.049469420750838516,-0.019785676235774027
DRAXIN,-0.01956676517605496,-0.02010060780671462,0.005666270204317002,0.023630351377212172,0.10174437235041199,0.07944186118454655,0.0470606180550887,-0.10851275667948682
RAET1L,0.0503881999154652,-0.024075001516952698,,,,-0.021111272010648153,,
NPTX2,0.013895744312243805,-0.0007212059040574329,0.06591656971307049,0.04630784249504708,-0.006056481426163293,0.09551089258037972,0.02586713528900075,-0.041214314885252575
FGF11,0.01345635707406465,-0.012779686490005462,0.043026107873395905,0.004889774665403746,0.042714229388178586,0.07119034947626171,0.03829289300479395,0.13147431938918921
CD59,0.031185805027875876,0.00016340693890233134,-0.02757421422473859,0.042933038290263945,0.03535880577813855,0.030151420796273504,-0.06909265047943756,-0.07805761345061384
COL9A2,-0.030848662930630065,0.024662454672120214,0.035313474366861476,-0.04713544020474331,0.043090180479541454,-0.04602012628326283,0.003212243642454374,-0.06552075867906114
DLL3,-0.046483590318663955,0.026980027778714152,0.0368279870516458,0.018964322685605956,0.1331953339984324,-0.024282921778848394,0.002406685296302263,-0.13979519909142632
FGF5,,,0.003287433212338848,,,,-0.0039470951578318,0.023723099703226707
LIN7C,-0.02553389850455635,-0.01289362678014204,0.05688384041010357,0.02824858795682794,-0.0005948817930031511,0.001351124250438366,0.053545760767702774,-0.0636598812587109
GDF7,-0.02605261341954332,-0.02204055821547049,,,0.12709137723700784,-0.014126377806696002,0.04981203144090676,-0.04729373417237538
PSPN,0.0016637947317058527,-0.04114210403962964,-0.020815365259531003,-0.028861772273823517,-0.002342193375509807,0.009453542681562984,0.07182048006644133,-8.17935519806194e-05
ANGPT1,0.02202785524869149,0.033138817979883085,-0.012393463163949433,-0.06121852537518937,0.004279219802422477,-0.0125730319820577,-0.03078872374058885,-0.013029723865686698
PNOC,0.0075421713874124965,0.05298571708062878,0.03959590559042614,,,0.00568441432129036,-0.031048069675272648,-0.013647207205202329
L1CAM,0.0037914241699834104,0.0027977922689113874,0.03652911149780844,0.19944433146060087,0.07319374995712975,0.04270984493325293,0.017343942243788033,-0.022259048856581816
APOA1,-0.020205867178248398,0.007043286828914546,0.05377536150985394,-0.07764100618027193,-0.04311552087164288,0.030175449131089067,0.05125286221566043,0.003873593996592105
PSEN1,0.0006309061570512969,0.03917962573626554,0.030251769078557242,0.0707971973712638,0.01175828740838983,0.0016641626594372612,-0.011688851573991752,0.061423647397229136
CALM2,-0.00681126064926402,0.014095227070604954,-0.05396108079870461,0.015130445886999482,-0.09528749640572624,-0.04253604961949512,0.010209027609921942,-0.08671425070427759
CLEC2B,0.06408090463810089,0.015381406984698347,0.01527943001259156,-0.0097525125306663,0.07268678033346963,0.01610600490469142,0.09901048620585524,-0.015210366523029293
NTNG1,0.02775952740437599,-0.006104560722032891,0.018042549300789475,0.11054039194365832,0.010281394709954322,-0.00877341531219027,-0.026943560062105385,0.02629991262260861
