,ZH916T1,ZH916inf
IGFL3,-0.015471712090480033,
BMP1,-0.033150786690063695,-0.04109206991381009
NDP,-0.0704021843267333,0.009950212755903975
TNFSF18,-0.026098012238447526,
RTN4,0.022818185001708225,0.05251325033299717
HEBP1,-0.03621499824255394,0.06856867864733834
WNT7B,0.10114079194134913,0.04419867464991963
PTMA,0.021485075798178904,0.025273109045715565
FASLG,-0.013418610617822485,
CEACAM1,-0.01867002583953576,
PDAP1,0.011897723136931266,0.0034557734572282276
QDPR,-0.01007234496776732,0.06685026794251626
POMC,0.050381965538641924,-0.028092061525202685
CCL17,-0.012162463351825026,
TNFSF13,-0.019817718872230897,
WNT5A,0.07005963173559016,0.07716691625581064
CXCL8,0.020588693130711575,-0.005001625298205578
GRN,-0.06465350673664062,-0.055180273434685775
MIA,0.006850613899100082,
COL4A4,-0.02264047212795003,
TAC1,-0.015988794807301733,-0.08165276386820185
RARRES2,0.08137248797850422,0.09281721645965953
FGF7,0.06789575384398318,-0.026359431578777237
HBEGF,0.019712116928974472,0.07627728954382067
CSF3,-0.012805197628044501,
PI3,0.0016511949848937708,
PCSK1N,-0.04966564898088729,-0.12077718194431708
NTS,-0.0189627515547952,
SFRP1,-0.018522105249690664,0.042186777020707875
MICA,-0.03912803094936561,0.03746578424412865
TG,-0.02497257786855227,
ADA,0.03498221573967369,-0.036660476444416716
LAMC3,-0.05247582838769513,-0.07173567584299911
CCL7,-0.013418605846324715,
NGF,0.007508894168389694,
TNFSF15,0.027882016567442654,
HMGB1,0.05670418630182402,0.05239772979496306
ITGB3BP,0.06454113936376137,-0.0050546861431417745
AANAT,0.10111363388120763,
RELN,,0.08557942667867335
IL15,-0.048589927661118276,
BSG,0.019731932040589602,0.016838752419835568
ADAMTS3,0.004936681939990027,
CD34,-0.013187045338509328,0.15965510250681225
PLAT,-0.04768698001170297,0.03343645679392312
LTA,-0.019107620785650477,
CKLF,-0.009038244665581683,0.009094183116755094
CD24,-0.03630367483658935,-0.056110375196073786
HSP90AA1,0.07234412338826943,0.03960150680066465
BMP4,-0.034976603772809485,
SCGB3A1,-0.02813522889414014,
IGFBP4,-0.016588502687724216,0.03224112810826214
RSPO4,-0.02520095168900338,
LEFTY2,-0.04396672528540079,
PF4,-0.0191076163640053,
ANGPTL2,0.02389632048242293,0.10301005516300328
LRIG2,0.008497834131885299,0.046777162657615355
ICOSLG,-0.023076487358580804,0.002739803647712017
WIF1,,0.1353670205160462
NPPC,,0.06495837463375964
LYZ,-0.027674652082843157,-0.10184816881820088
EREG,0.04334872821062036,
SPTAN1,-0.04719900292056221,0.010094762081251886
LIPC,-0.0241592592733909,
COL8A1,-0.014267138159105857,
GSTM2,0.05791176025179211,
SPX,-0.03174446857068039,0.058964625198012995
MFGE8,0.017906319283716356,0.08697819145048023
TGFA,0.06932610141784988,-0.02642861905574283
SLIT2,0.02900110528010591,-0.03234035848684256
PLTP,-0.07030030667034731,0.11309738747558735
APOD,-0.007235052555301641,0.09614774616248717
B2M,-0.05221646481218305,0.04565624605937891
OMG,0.020277034389518635,0.08510150149018728
CXCL3,0.013461704317972655,
CXCL10,-0.03818195526776182,
RSPO3,-0.01361726105367787,-0.04005243483358523
CORT,,-0.012254195583645858
NCAN,-0.021971208388811253,0.022226994282769155
PRG4,-0.015832505020053053,
ZG16B,-0.016979259045919546,
TGM2,0.014327997667433307,0.022055914182333436
VEGFC,-0.012123612169379024,
WNT6,-0.0008239137077546273,
NRG4,0.13667017774625118,
PMCH,0.07737612359327199,
COL9A1,-0.06359364575348123,-0.027308799243580765
GDF11,-0.040540748853732475,-0.06403578753724115
RAET1E,-0.014938040296832699,
SORBS1,-0.0008868849608912965,0.016960718993658832
DLL1,-0.038861049511422364,0.0035649766496976755
TLN1,-0.010495463767825888,0.1856940429607753
COL2A1,-0.0198177173402528,
SHH,0.05557935110617327,
PON2,-0.05888762329265776,-0.006888153586616729
ICAM5,0.030941276285001228,0.011500565736167371
HPX,-0.03142510174107279,
SFRP2,0.049296349309127636,0.10576098024546905
CD70,-0.020775594517636366,
HP,-0.020369935441051607,
CXCL2,-0.01844158011029412,-0.05324291287052968
NPPB,-0.013813196329720818,
CCK,0.07762550889041656,-0.005352184761475973
SEMA6A,0.020525782942304352,0.08032417667562705
IRAK4,0.0497197299502737,-0.08852921778653065
GSTP1,-0.021476816839716844,0.05535046502889057
VCAM1,-0.059643167035581174,0.031895505618925256
NXPH3,-0.044470511595407325,-0.030373374561035893
MTMR4,0.05294785190232161,-0.05513474977626854
LAMC2,0.006343622993585749,
IL10,-0.051509840656607915,
SEMA4D,0.013895305339996784,-0.00015774979807031916
TRH,-0.015471706222594826,
SEMA6D,0.006009288137566358,0.05874386746050618
CEL,-0.02128348770269905,
PDCD1LG2,0.05855453784275992,
SPINT1,-0.05511176262361979,
CTHRC1,-0.0024821578045991096,0.07560342736181112
PODXL,-0.02520105801309498,-0.05583517142684781
JAM3,-0.04220565224060148,0.01806074300367357
TGFB2,-0.02345525159224328,0.0906035227805678
COL18A1,-0.04243631204936499,0.02283542781849808
NODAL,0.05551187277885563,
INHBB,0.023691342845039615,0.01727847348735796
LCN1,-0.015645831439764193,
ARF4,0.023784407498773495,0.0543570629417731
CXCL14,0.017641186464298377,-0.06849937904128146
LIF,0.06684722143436987,
IL17B,-0.02642799850314073,
MMP1,0.005781193689375116,
MATN1,-0.018816900874088837,
ADAM28,-0.010098206181290767,-0.0023503830626821374
TCN2,-0.029012458123233983,-0.010206957490243843
THPO,-0.02036994164210167,
CUBN,-0.01035980464943062,
TIMP3,0.0206820483747672,-0.11485510494035177
PIGF,0.05881394642099697,0.05130053464860115
CRH,-0.004836579796552057,0.11241163197600189
BDNF,0.07722620784163664,0.16118394149720702
CCL5,0.0003997867541210643,
GAD1,-0.005611570782579586,-0.062401837959170335
COL14A1,0.004067430884232268,
HLA-A,0.010932496042419092,0.016104819721243554
FGF18,0.08995615808041282,
ADM,0.017866822890981845,0.07290143087365923
CCL15,-0.013418610682302217,
GNAI2,-0.03385038070100707,0.13263913867573876
HDC,-0.026542166599874118,
COL11A1,0.036250882247204755,-0.06880665653654393
NUCB2,0.03155576935071952,0.002803491982181834
CXCL1,-0.03375611959743014,-0.04617008298848999
VCAN,-0.0026467340400877872,0.043261314932431266
MMP7,-0.00625618232444621,
PTPN6,-0.09904346766787461,-0.04482145428446112
PTGS2,0.08675667547633699,-0.04990808966602839
CD58,0.002521801615627837,0.020267940490716323
TNFSF14,0.020074725945658106,-0.050135787888571606
CNTN4,0.015660247458152643,-0.06998891865515733
INSL3,-0.018373121709931342,
BTLA,-0.017765890025308113,
MFNG,-0.05198834896699891,0.11698411621150477
ICAM1,0.04927823825443722,-0.07189168803065263
PROS1,0.0890231714661515,0.07088309816163658
CLCF1,0.06348174919358826,
PSAP,-0.05412259845710504,-0.0017537900997182678
EFEMP1,0.0035481457996181082,0.16997660695483682
C1QTNF1,0.08872457410474002,-0.09111770743020176
ALB,-0.0207756010014465,-0.08165271062761946
EFNA3,0.09256432458576888,-0.1116324808944601
DRAXIN,0.06785589849188879,0.13447698942913974
NPTX2,0.02974584146938979,-0.012382672017940369
FGF11,0.06008210649026436,0.21883627091096064
CD59,-0.05771001138224312,-0.06970692624300935
COL9A2,-0.06865530461349144,-0.05580021850554701
DLL3,-0.05915132053729754,-0.006776583000857394
FGF5,-0.016267288118808242,
LIN7C,0.001724240742487551,0.0013167492828889146
GDF7,-0.026208379285678086,
PSPN,0.0365651046516597,0.12818201346885302
ANGPT1,0.05079493577362728,0.1208920365247412
PNOC,-0.018962767253297645,-0.07898324735733903
L1CAM,0.050123083873826205,-0.05934526778425965
APOA1,0.003366202196469598,0.19342990145386768
PSEN1,-0.0034347437026357405,0.09232260072587359
CALM2,0.03732180064705271,-0.08055397506956372
CLEC2B,0.008328723363685082,-0.011484112020385835
NTNG1,-0.022957766462397194,-0.06134871347063323
LRIG1,-0.01092438645463291,0.0830643574469468
CPAMD8,-0.01925150172717488,0.14583678129940003
GHRL,-0.02642799518441342,
NPY,-0.02320075907100768,0.1136711517187635
MMP2,-0.08557641744248362,0.10439731902878852
PPY,0.011293471877692265,
ALKAL2,0.08018924822214278,0.12063207296337185
CSF1,-0.03605832622822013,0.04769413803987182
SEMA4C,0.003851733416721413,-0.048911536944883593
BMP8A,-0.016490865745217548,
ICAM2,0.04241567849538012,0.04066042850626379
SYTL3,-0.03205733154766793,
IL1A,-0.02372684416051536,-0.046978635633196084
PGF,-0.0037269176945309767,0.0025254896956217114
LGALS8,0.03633033427236942,-0.0169730097543852
