,UKF248,UKF269,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk
IGFL3,,0.18578996496783906,,,,
BMP1,-0.01979108742036296,0.04883393976367974,0.039134063968452155,0.02750250619894104,0.08248688655188759,0.01936932525643004
NDP,-0.0009606851439801424,-0.04154585283961022,0.032210718137460945,0.028851091555277254,0.06034670013189506,0.09194193298167551
TNFSF18,-0.019854617897740064,0.0004792962738984086,,,,
IL36G,,,,-0.018234106198509452,,
RTN4,-0.029581726882692318,-0.0318739288711146,0.023165261903757846,0.001169354976811983,-0.09583404365612738,-0.02239819032369422
HEBP1,0.044598681262184935,0.027835928808791932,-0.0005835055108884158,-0.009741103052592943,0.012132513745816954,-0.0034484097180613013
WNT7B,0.03303798675886131,0.0068414713507821264,0.005124430280941373,-0.020041384036078563,0.01823826862315486,0.013400319920757676
PTMA,0.028942164834072175,-0.025268318278528646,0.04614347904946907,0.06515117427137958,-0.04868071252804135,-0.06068080883359563
CEACAM1,-0.020060548091604093,0.09666757657251022,,,-0.02203426288344369,-0.02160667382559488
PDAP1,0.04535635264658899,0.004246651021183485,0.09577011766258481,0.010684026548867175,0.03987741852883568,-0.0572124613864366
QDPR,-0.02144792234929825,-0.07340527140421434,0.020433249031298385,-0.028166320168959175,-0.0077932874600861865,0.008002576593339918
POMC,0.0025528877299772004,-0.03333071074826583,-0.022256556509619906,-0.030500928675151955,-0.044295131456462376,0.047909198608457826
CCL18,-0.025033668616951006,,0.051354020994715796,,0.06082845925231182,0.07201652769693424
CCL17,,,,-0.01665737367843784,0.0949469219889293,-0.031190590121997288
VEGFD,0.0029949632481090114,0.011765072466691834,0.03664470686995107,-0.01785222330562632,,-0.02160667382559488
TNFSF13,-0.018891215662908863,,,,-0.015129187496132498,-0.009475894502997807
WNT5A,0.051486244952515026,0.06760876329779511,0.038414664348806284,0.0459403338004319,0.02241357214720204,0.03390790304410511
CXCL8,-0.01825016959072368,-0.04407609658194506,0.019460269685193765,0.020773366707549173,0.05284804032837609,-0.09231922610411301
GRN,-0.031783449048769015,0.012921984339349792,0.036249177068804234,0.0375459014343904,0.08037005029403685,0.003813534661126333
MIA,0.0127513801620812,0.030196894478881853,-0.020393455601087587,-0.024449437940894412,0.003728901486429783,0.05497575236209987
COL4A4,-0.018533560234241298,-0.013038935278252149,,-0.023716861854771752,0.003818288975667676,0.04742284895838368
TAC1,0.005292703792433976,-0.00818512526166526,,-0.025543131948178092,,
RARRES2,0.04675263578650097,0.058777845409083034,0.033017023717015176,0.08558036250165384,0.06405879124390924,-0.0015625235497172942
FGF7,,0.05244171745922061,0.04069943582241233,0.057154823962864254,-0.015568512822437444,-0.03790521107299738
EFNA2,,,,,,-0.020535697486127956
HBEGF,-0.027722444262050894,-0.0010623661434029147,0.05453071649633636,-0.009942269739640342,0.0038280556010295307,0.010814435252103734
CSF3,,0.17911920166933754,-0.02259112455526822,,0.07622164383408327,-0.017950439161434833
PI3,0.028870538840309025,0.0830144087031164,,,0.047895280952123434,-0.047328585414412705
