,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
POMC,-0.019861238645905242,-0.04333900752764157,0.02670591536677046,-0.004138017719123942,0.047485517925499245,0.05939932902695809,-0.018428845218229826,-0.014638783356893934,-0.017140781918219723,-0.0034094118228505743,0.11664299316914742,0.0001063615374526202,0.08234262512960602,-0.03718955710933479,0.001923873238664982,0.014548611460526547,0.06295013774005383,0.009587894078300343
CCL18,,-0.032280033725332,,,,,,0.10128641736597957,0.05438475140182297,,,-0.04089320000502587,,0.0419290329502266,,,,
CCL17,,,-0.023318670338950014,,,,-0.019808621511529383,,,-0.021795869705373373,,,,0.015474471940137227,-0.032136672203271856,0.08040592045144916,,
VEGFD,,0.0666555465160744,0.007172323971954193,-0.013932176624481828,,-0.029652767261632535,0.03054463797085319,-0.018226557950093366,0.05366159790145289,-0.008867964996453327,,0.04681750801751963,0.016146074308218464,-0.022878831241902476,0.01107908816336416,,,
TNFSF13,,-0.009919283509360508,-0.016084696912555027,,0.031733147222119375,,,,,,,,,0.02296554963551758,-0.019510769201657337,0.042085913662200464,-0.02553316983134702,
WNT5A,-0.010032124026931155,0.015185271740090205,0.01718011911870978,-0.091087894590892,0.024478546249362493,0.061571387502677204,-0.0317599182021572,-0.03601714819829745,0.03527726154679561,0.043315899143904296,-0.03901504352770244,-0.04647031962770599,-0.04770849072147772,0.0158721922217022,0.006939265273056845,0.02620898584237039,0.025226418677247158,-0.042928637143439294
CXCL8,,0.029353246189591932,0.06944771010463463,0.039751200688693894,-0.022038684905029273,0.045347952890145336,0.09817706481375879,0.07620656338303412,-0.026549793795086894,0.07370671452834272,,0.019624924957687494,-0.010627413404945708,-0.06375263256465677,0.07129524216314724,0.023419785099917014,0.0906938893207682,-0.04337745328154601
GRN,-0.03769567175463029,0.013821000597341485,-0.025256334326850236,-0.0417000166341702,-0.013963487507340258,-0.048713771558236585,-0.039970822823960646,-0.008048858935246124,-0.04455119960678462,0.04718591996596582,-0.023251021272376833,-0.06659153517589074,-0.01063964164775702,0.04249533574894714,-0.010432533290602767,-0.0031355192154147366,0.014646468035856362,-0.03836124474869507
MIA,0.0032027203853579956,-0.022599114932367055,-0.031054187397363812,0.03602137873069986,0.023859855261219438,0.04634442083000681,-0.0023976650350544214,,-0.027872420308887893,-0.03199164370186134,0.02941459006752406,-0.05224988160770288,0.13145858983908934,0.05499667200994532,-0.010141952632970982,0.11731808108779954,0.041386573700706884,
COL4A4,-0.025679476893333185,-0.038768058236403065,0.008064949729730235,-0.028860719665490985,-0.01474150518836557,-0.01744234170467443,-0.02068081371047044,,,0.04739751229546219,,,-0.05918318009381495,0.05528731601069898,-0.028053271361682678,-0.028702258919103833,0.06531848083640182,
TAC1,0.019157609586180374,0.03812419570948544,-0.03335357297807275,0.029414473624332027,0.017280088418208557,0.03191459657347152,0.010800169163394187,-0.014353355388734827,,-0.023064292873227223,,,,,,-0.023073673434036872,-0.0018146606926740803,0.06152570957024396
RARRES2,-0.0017059022778559752,-0.01182246894594619,0.02083365831791142,-0.005042030169854707,0.03987037110360433,0.013733801515468167,-0.05050576317110979,-0.022659287085252385,-0.09264732667050356,0.04791142488656882,0.06423715384789763,0.055200867988225065,-0.06469742445450044,-0.010153448880354814,-0.0005605992284666098,0.05346595925168999,0.06999844581525151,0.12672409515687866
FGF7,-0.02504182596856184,,-0.04133450674858898,0.11061774900418286,0.019880984072898025,0.017769392993061482,-0.023145592047877816,-0.042360297876509405,-0.009767211582589405,0.019750095432181078,-0.05330297437007354,0.045424759843114636,0.010873720625252044,0.018708455693016535,-0.05300641660247183,0.018192424940155084,0.12157074608309623,0.024058521177961555
EFNA2,,,,,,,,,,,,,,-0.002713432614373091,,,,
HBEGF,-0.003285317374051682,-0.00018183897906399668,0.02719988066282345,0.026605517012532567,0.02102204101047924,-0.0003710275484300918,0.010983670880844584,0.02825371928718772,0.018455192118780234,0.0592458837315654,0.012604497573051895,0.00648375901555076,-0.02447255656976141,0.0006512785298111063,0.03952018704154238,0.02066144405454845,0.0646723221049999,0.009021012726260238
CSF3,,,0.0037562549804950494,0.08916200285528227,,-0.01845366180015692,,,0.07142153774812873,,,,,-0.055063365394526664,,0.015595785536770962,0.041465300583818594,
PI3,,-0.003507437162740366,0.0019532240941250627,-0.004594024773657988,,0.0157017836162147,,,,,,-0.03274608284009949,,-0.09353345089286756,0.0645512633269113,-0.033899991654716806,0.10923480931187336,
PCSK1N,-0.03594648045918617,0.012188361718069612,-0.051737563774348815,-0.07212442445561888,-0.036052189210952254,0.04479389984607873,-0.021696320041680834,-0.06973313377840668,0.027686556878946736,-0.03946556679098974,-0.045263086763225394,-0.0580890738012912,-0.0356859452809251,0.0243331960873457,-0.026422386596564942,0.058715314782030584,-0.04444259732102174,0.01195758967641285
NTS,,,,-0.04667109116326571,-0.01799602844446309,0.044158229434204166,0.025765497026977936,-0.013727657912202504,,,,,,-0.026491909963565652,,0.028032124065431954,,
SFRP1,-0.03226281175032106,0.0801713470043583,-0.00582191642501731,-0.015894200798379846,0.08922704017400092,0.0005879144567824057,-0.037622413532531755,0.012005946323511969,0.00966585520258861,0.0034668802819715844,0.055340313658509006,0.04439742900139819,-0.07567808923239608,0.07192181135368486,-0.018907980888359325,-0.000771536075920463,0.08085512655227385,0.1471568204300522
CXCL13,,,,-0.015751355969410803,,,,,-0.03829495283210214,,,,,-0.03357446591288774,,,0.05831496795232391,
MICA,0.01840391499383303,0.05122338450053526,0.00882479433190702,-0.01118109671206768,0.07825889357198133,0.018930637659982274,0.0005716258454085053,-0.040385760664953786,-0.018360746642934737,0.0418838236342817,-0.006577201140652555,0.059494478314130544,-0.003648172315465121,0.06485368321735126,0.024198167970836217,-0.006153374878388025,-0.031057303710818874,-0.054263830566275505
TG,-0.025679471106364198,0.023577814847649644,0.056236655447470085,-0.03371098995136433,-0.020772160816903404,0.08475283952564629,0.008356833588180524,,-0.007292876968806523,-0.011798311190146482,0.01766979385964339,-0.029539573814113394,-0.06610125822050088,0.02992818454474844,,0.013048747975780905,0.02837432275989022,
ADA,-0.030866416506211206,0.0561018983285426,-0.0023445546776581956,0.061361985811315994,0.08891060215066876,-0.02907679768630864,-0.035958652009332515,0.07855468989412472,0.04678369985820112,0.04379161936444612,-0.03846483253454613,0.06996068108262712,-0.09621286495787386,-0.011955836433198079,-0.05032885723295306,0.12331309608558218,0.04930999916378694,0.07041543500108863
LAMC3,0.08152042043631472,0.042731876124923344,0.030552950640457013,-0.023471337064278636,0.03515573524011086,-0.04121673556918139,-0.04013620725323145,-0.03146594288737505,-0.005974636613243885,0.02684885474849038,-0.04715975386501151,0.03656428742051287,0.002971140692567837,0.09511781087511738,-0.018489746675536246,-0.022885438557267615,-0.020343510442704608,-0.0499708015605023
CCL7,,-0.020532828394421627,-0.01587490024795597,0.014538731950970519,,,,,,,,,,,,-0.029967027829645495,0.024463496587185246,
NGF,,0.013520888909076278,0.010731886377835478,-0.022290845134679826,0.07242535209665985,,,-0.0309454187199481,-0.004758406606871666,,,,-0.04716164242957104,0.07531435303014983,,0.0388402712331716,0.04208069176742045,
TNFSF15,,,0.1011758223445302,0.007592187789864892,0.006157336538738517,,,,-0.01966247440587189,,-0.0289501145486611,,-0.04141537025280874,,,-0.011855258903761568,0.10830325126949049,
HMGB1,0.031501531352238224,-0.03739305098654881,-0.04002776584599293,0.016377071918864994,0.04636177191886515,-0.014738581957491599,-0.05565393495360306,0.035237166171901854,0.003704817435519485,-0.023672763042337824,-0.0026400715865187887,-0.08698986820630296,0.032938862466080375,0.046317391877496596,-0.002578229743564668,-0.02656634691779958,0.01238472016643404,-0.043614267723450534
ITGB3BP,-0.02167278386093468,0.038762386154404777,0.050519284070583426,0.005778946189634267,0.03629217378988928,-8.24755976303766e-06,0.016422164638513412,0.0640373123845622,0.03854944990852874,0.03313256633151216,-0.01952082558150078,0.018689745264130777,0.03915712402668058,0.05487364948002941,-0.03741666406489275,0.007718695697267841,-0.002701451491113054,-0.04203554302925266
AANAT,,0.027366008373114353,0.057194604054237715,0.011654061433362105,,-0.016645702335271313,-0.017946940011083046,-0.029093244621782866,,0.10014455614734206,,-0.05569091780109304,,0.026861349412624795,0.015504134089579215,0.07738295614471731,-0.012253799183146263,
RELN,-0.021288962365225362,0.02000316586310721,0.06435936510897196,0.01670212850524953,-0.048842645874442245,0.10985494170448523,-0.009091129783960546,-0.032221415429322525,,0.05198028040558329,,,-0.0006873252367632977,,0.06229122838229189,,-0.034089898811649956,0.020997933186988928
IL15,0.042462735749302906,-0.023560482023091293,0.08943660671682416,0.02966578291148277,0.004680299303782151,0.01342569743288143,0.048557811797761356,-0.020312185302996475,-0.012069361220659807,0.021403839355636174,0.07273760612842692,-0.06418957083398086,-0.039420912145250335,0.055957197765985255,0.09544269119985005,0.015251564565227523,0.06468793288760429,
UTS2,,,,,,0.11415982502979675,,,,,-0.006267335096625224,0.08557540085032977,,,,,,
BSG,0.021411936459504833,-0.0015175082012405595,-0.017554430521044617,-0.028855225636267853,0.09816421743061426,0.07196070031610595,0.007934986640518895,-0.09954997965175527,-0.08503561175703137,0.06742990525507389,-0.03842667441602255,0.012150653688911939,-0.11040580668737492,-0.01918311144186428,-0.005890876471722261,0.04094463779580806,0.04929158468043646,0.14780258456599568
ADAMTS3,0.009198313154291454,0.09170442938130363,-0.02431347008947769,-0.014558251374205957,-0.027585317111862327,0.024055729107978357,0.022894885718144707,-0.04671691470093094,0.003773035657229573,0.05188724930939798,0.04762553026404519,0.013787555625136186,,0.031561831267115724,-0.0006058360204960051,0.06699190013602678,-0.026760270570723044,
CD34,0.012667708760340261,0.04733732540467501,0.057267264646726226,-0.02593978115727037,0.007564362177618306,0.011047944597984123,-0.0032388638365263302,-0.017179030944887735,0.0277270175363436,0.06366421855953142,-0.01976862257678824,-0.018186490387920404,-0.027053818443512154,0.0005769734777434354,0.01328968162044845,-0.022956624914403527,-0.06719120004815805,-0.03552783829687534
CCL23,,,,,,-0.01894016692620902,,,,,0.08154836810202445,,,,,,,
PLAT,-0.041560986481968605,0.03392836783213518,0.0504114827251665,0.06752767569380724,0.02952581940463099,0.025168032241359207,-0.04419850008299704,-0.012204616533828786,-0.025816264930275622,0.007070781919868654,0.06463670829412357,-0.014209758593284542,-0.013448458159461064,0.07149191438203949,-0.0329902654281698,0.07345278271119832,-0.01443343636982155,-0.03550390366054637
NTF3,,,,,,,,,0.05776874246251946,,,,,0.014163110643492498,,,,
LTA,,,0.039094899260523036,,,,-0.01728477359433213,,,-0.014765090455609102,,,,,,0.10098547220788143,,
CKLF,-0.0056990933819304965,0.039498414627667185,0.006861690360040333,0.00922794084076129,0.05492458919508753,-0.01292587036757925,-0.005238289437604253,0.05557669855646543,0.020138842378463657,-0.0022580569799628006,0.051451266338617546,0.0061454775923079925,-0.009287295100946944,0.06687718567822987,-0.026512059104474774,0.056646513177360774,-0.004156105683812132,0.011675999564317236
APELA,,,,,,,,,-0.03624671777074322,,,,,,,,,
CD24,0.008461230621408113,-0.0029976658194948934,0.032235087971552945,-0.05854028635065155,0.04060290503085328,-0.027428987414704592,-0.009831397967574809,-0.022848831628887085,0.04116860815739919,0.020107749533098736,-0.013738502048115582,0.01972524036503702,-0.03267834695183209,0.036243401469384644,-0.04434870384228258,0.030663165382149644,0.08841845717235002,0.06916074522184174
HSP90AA1,0.020411413808948654,0.021305772090333568,0.002114620208706016,0.12498365930703996,-0.03212367862730437,0.018116984323494994,-0.02697836269980761,-0.02635969636150315,-0.006292502888609514,-0.018598120530221224,-0.1079197553367966,-0.11148393259412379,-0.06116821367659395,-0.07174604082822084,0.010087045311014389,-0.04201394196569583,0.046690988611063994,0.12395700564045642
BMP4,-0.009011025886784598,-0.010530950231149968,-0.00044787195086776487,0.03212094872577575,0.12791879662481379,0.05659155771788565,0.012771921251636795,0.003010898777042859,0.041756608597195925,-0.02310566550823563,0.007984768349717446,-0.04209008209991279,-0.006021614348135892,0.06083073183609807,0.03186318774477222,0.08378737934312662,0.04677111041578645,
SCGB3A1,,-0.02053282634116622,,-0.016591504806624028,-0.021861868118581377,,,-0.006459455287801398,-0.0026142596611097046,-0.01892121310490031,0.05273489707093747,-0.046070716118483124,0.036856889452480925,0.14532230393127404,,0.08822514828251542,-0.0028685516072311725,
IGFBP4,-0.0008213860547615148,0.0648213897797543,0.07493472412675375,0.008507266431498982,0.009834351370464836,0.002635553428176156,-0.04316533698330285,-0.005877279451936556,-0.004975098318977271,-0.01787042806974463,-0.035138365919774685,-0.03836395740056954,-0.02088327099316283,0.0030232607113961866,0.02355231389192802,-0.011952276681652692,-0.0677563840564712,0.06987430494964136
RSPO4,,,-0.031143791536574646,-0.019149293581611965,,,-0.02010324396044074,,,0.016514494042223403,,,0.056128316747833154,,,0.03812342171087923,-0.029011412099628354,
LEFTY2,0.012465226569697724,0.1425867930474636,0.007758328616082002,-0.029722663740476326,0.11934960559343426,-0.022099365264434054,0.025491337232157803,-0.013897808585833834,-0.02223216044216827,0.09275752340050142,0.04291185502732649,0.10251574025858706,,-0.025002610843706186,-0.003132368225249467,0.06873739803404774,0.09931601895852954,
PF4,,-0.021299511328217915,-0.013850537712157877,,,,,,,,,,,-0.019930612805336888,,-0.03248956413336905,-0.03833779908554725,
ANGPTL2,-0.012547762221003036,0.02888092113055991,-0.018562571986797196,0.01824626735162255,0.07399892927193723,-0.004358053660315692,-0.025596731324068107,0.06420928324031468,0.02597940766808128,0.02210171325856482,-0.05937094230892751,-0.012511265867071695,-0.03187102384876799,0.08337189918457828,-0.023016173577197582,0.07045214343871745,-0.0442785598765981,0.09018080677720018
LRIG2,-0.033280153309752425,-0.033253414721011086,-0.020859290162208163,-0.0036411526297306603,0.07392466696144993,0.026898294615579046,0.016596251962969284,-0.014527459792914187,-0.042329329957204044,0.09091841448944302,-0.06652725839925162,0.150955462872769,-0.04735870376845472,0.06460480171100182,-0.02887918803033431,0.0940840898522552,0.09168271569596044,-0.062050504802111696
ICOSLG,0.10878151731980976,0.050711296744450296,-0.028418635138260238,-0.01076324543815024,0.015435223480942133,-0.012378475751140443,-0.003693374646016337,0.08169227641547429,-0.04898785450521136,0.04046572532833703,0.02558789604983378,0.06095235907752653,-0.04651422010707885,0.048332258508045615,-0.005607229569441888,0.059939261266370586,0.027154803539958826,0.08512104109833334
WIF1,,-0.03832501344092046,,0.029003551865631666,-0.03602567596538677,0.052249904694772434,-0.015513197205216987,-0.01587985153781646,,-0.0749603305049859,,,,,,,0.06046173744251125,0.1696815117428331
NPPC,0.02549295443429245,0.010157619240844996,-0.007630217922720849,0.023279510239327596,-0.004549022811568891,-0.00783048138500249,0.0256476995200549,-0.03665360744723815,,0.012765851337618386,-0.02413604025953883,-0.03700523492833221,-0.061748353775243896,0.02864246885770641,0.017052471789865138,,0.1044693117356928,0.00677214813860666
LYZ,-0.05767833765413914,-0.02258652910212456,0.01867349497900136,0.0502764206638879,0.019276346982651942,-0.04156661723946719,-0.00025415394988921835,0.0030926558001375974,-0.02448320914132047,0.08470024811738738,-0.030262383869854085,0.03761071883639619,-0.025136244084800502,0.024945733289565692,0.0998373017642529,-0.002989800925707993,-0.03412420851256997,-0.07094705073182281
EREG,,,,-0.026947599612518965,,,,-0.015407367854021192,-0.025997041649012273,,,,,-0.03617605088207167,,0.015471403127723646,0.0015779659497488871,
SPTAN1,0.01788583088449451,-0.01689373380533267,-0.09869251387002863,0.0334951373148201,0.04950594588440877,0.0019981347992912967,-0.03296257563617589,-0.04350911049106619,-0.019140890696598165,-0.006617203970760086,-0.0612423664900183,0.039639543967079395,-0.030948725294613847,0.02135497611307403,-0.0032487692904922113,-0.03060346637594864,-0.010379375990359178,0.025023631246154615
LIPC,-0.03287741014072194,0.0003650482686126782,0.044044609829783324,-0.018539667980413663,-0.012193019858034913,-0.026172436403971017,-0.022770043558560833,-0.017794598522669673,-0.03250596101815129,-0.03422972972243627,-0.02559380003069823,-0.04149531279809837,-0.013848462748716992,,0.020049601276758196,0.043195852002746914,0.053363929424140505,
COL8A1,-0.03254169349775479,0.03305962815996466,0.000235036515143788,-0.037908527327605836,2.6736279206434756e-05,0.0428631904611707,-0.022079820815205705,0.07032154873084004,-0.058319197555853255,0.02757335571605077,-0.06235971771587457,0.022787998246275417,-0.07613966103994264,-0.004207372171246957,0.038746459188168804,-0.014204836076297508,0.04670085811028086,
GSTM2,0.005982089201597472,0.06248350129217434,-0.024696467746941612,0.034503735743250816,-0.014482488922875092,0.010654060532620142,0.0003431542060577816,0.013827363136177148,-0.014814717013105307,0.03700082478104945,0.019441022756769292,-0.0030481700337970322,0.08085188334407209,0.0721788364037924,-0.026363035378676312,0.022259950030063376,-0.009619359940386728,
IL4,,,,,,,,,,,,-0.03966555880102302,,,,,,
SPX,-0.05724764410479478,0.01722756727588877,-0.012324807336006435,0.089093562728767,0.006964776661010405,-0.036104021279897654,-0.026581195288243323,-0.021289475800707867,,-0.04954910404164588,0.016747476974674533,,,-0.024746403300594376,0.04661563713585852,0.005501869850470846,0.010549354244521286,0.08654702243162511
MFGE8,0.055107470709993694,-0.009181499136625092,0.05761629441883743,0.03990686891359074,0.014438576576978222,-0.027419780844324445,0.048557091527176334,-0.08342444926188843,-0.03328493460373184,0.02604650599856391,-0.07386020484501814,-0.03692568214335002,-0.10419712514521115,-0.003654895624935088,-0.03427563402205693,-0.027963662557229006,-0.01839069237266277,0.037268822279164754
TGFA,0.007238982264543509,0.05689752345277694,-0.019378626341245483,-0.06485559053011114,0.04342258544153076,-0.00792203992163445,0.01771831726670262,0.04871405188471864,0.009848203964794057,0.09321235609424144,-0.05035090966034565,-0.08590233721483104,-0.029018352841000315,-0.046170538643293735,-0.05938415297405405,0.08263616397277844,0.07693807105570598,0.02799662567391773
SLIT2,-0.02642789956669762,-0.0628725073426263,0.02086174150438048,0.12225703671115833,0.04464592315489027,0.07672655986143766,-0.0465529798660443,-0.026285883212049835,0.013095604260810915,-0.000339492648794446,0.012699630136471731,0.06657394085958336,0.042156570290204774,-0.011201843823205826,-0.00722216538418942,0.04581331921690397,0.03460263555560519,0.24194796607373173
PLTP,0.018260491671760123,-0.037779971048340674,0.006473932770885777,-0.015845422742671294,0.0010023307467674708,0.017152567549020035,-0.00997490768547887,0.04558638986774316,-0.02045951554063392,-0.02530006783299676,-0.03671608421789385,-0.06552499973635298,-0.11845068419815082,0.028673268754985843,-0.04379728188348705,-0.006348661944951511,0.013074485504714208,-0.029841644860318838
APOD,-0.005006681684450785,-0.0030723690789187094,-0.03330192521965303,-0.052549104063968136,-0.038660315629505046,-0.03916870433739055,-0.034574694971169266,0.02969848801191112,0.058245338336496186,-0.038789601536701565,-0.04574635256691234,0.014655090784478212,-0.030569431273938113,0.06737588627624679,0.02584657151057173,-0.07352495614325917,-0.10219813273572151,-0.0269406399843183
B2M,-0.019904119810256915,0.09858371444329529,0.03947704255975685,0.00014280882445553845,0.0054164497832813775,-0.006485774962935974,-0.002457601150956318,0.059777254726415124,0.0256618667121958,0.03432026886033268,-0.033555253783913254,0.021571680060647816,-0.08671107142927362,0.10270377025739713,-0.006200098240359107,-0.05113170687809603,-0.004068446814540149,-0.05115929425407841
OMG,-0.06290144325289489,-0.019037241424118802,-0.05030673418240282,-0.03792918589414793,-0.03851562414757558,-0.0061660925335552865,-0.02390459751290884,0.0460839780477338,-0.016464069314221574,-0.009786826278621659,0.09844257051042166,-0.04116894494960693,-0.09767048574633722,0.030499015236761337,-0.040349363934929085,0.0796064520958133,-0.08064230502341589,-0.03642346616617057
CXCL3,0.0246590153494252,-0.02399247717593291,0.01440114660452091,0.017132866657723473,,-0.021855011458652363,0.021459207709603648,-0.04481385566682962,0.02409938913759263,0.015828931911447484,-0.02487460991420421,-0.06325039671306491,,-0.011482240597907789,0.10245636990987646,0.04595736634810973,0.08208203015757448,
CXCL10,-0.03853131175409707,0.09479493075802392,-0.032787713839981636,0.053131731115471106,-0.0234095440678802,0.02484712379057683,0.00020208521024651525,-0.03087174704603803,-0.02243398104242015,0.05660595922668679,-0.03503530507666243,0.0606276458231377,0.09816957365831493,-0.02673272958662334,-0.03771308151943962,0.008403224470875034,0.027336116257352137,
RSPO3,,0.009401522132568427,0.01963277084801947,0.11806571378021465,0.05430789481696671,0.01593884948712308,0.03219742546604838,-0.027470216471627815,,-0.020406862341187847,,,,0.06361527739581667,,-0.003348714466383999,0.04362624689952043,-0.027900375225632795
CORT,-0.007139697991336815,0.015225035586712172,-0.02778054458954801,0.02590789696953588,-0.028852452283136862,0.013836953201430906,0.021507109773379853,-0.038610029878817835,,-0.02192394267169612,,,,0.018789171643171565,,,,-0.029793081747188484
NCAN,-0.011953243379311895,0.018079657736967816,-0.03762276647486403,0.06911540464106168,0.02061112572218822,-0.012466993330257031,-0.03975099364750363,-0.0022842005980299755,,0.0003301091782799603,-0.03543661040281297,0.05414760536282227,-0.03729707062124029,0.06283987624419157,0.02472100127900976,0.03287257721569805,-0.014924627565830814,-0.06925640388240872
PRG4,,0.013285018298633686,-0.01587490272182352,0.15134184807398351,,-0.02367791304866829,-0.004326963724979095,,,0.00508191403106935,,,,0.06425007900478202,,0.023938733185688846,0.03514452163031611,
ZG16B,,0.04496957203939623,0.043642670266814745,,,-0.02556411215879812,-0.01373432170620763,,-0.029328257339076513,,,,,,,-0.026253928916478687,-0.032706074537426535,
TGM2,0.01845645888398331,0.0580966267989019,0.03609302207143786,0.030647560581396532,-0.016943268392706906,-0.019179448593465907,-0.030616259731797796,0.023012259765082612,0.047778431883321926,-0.003656152736199157,0.07048087917150665,-0.03735740756348621,-0.058636020174685555,-0.00019871082974185167,-0.04639897311320771,-0.005922519186263586,0.016991830544087698,-0.08189406401577617
VEGFC,-0.02567947813339848,0.014043346796154077,-0.007282303836829339,0.03305857021057355,-0.03510886988289969,0.016797445442357183,-0.03698313985901035,-0.03597204683098655,-0.0031522971387022702,-0.010556866174605098,-0.04117088158791671,0.05043121305024093,0.02795030097986027,0.028780351440461753,-0.022093471619288957,0.017370623847437826,0.024272245220199013,
WNT6,,0.06992699510058191,-0.008456900891597478,-0.018290745354911202,-0.01756618087671895,-0.023284126994814205,0.006998385716100161,,-0.03279498669188447,-0.021250626418510457,,-0.0032983579758033756,,-0.028028179621517522,,0.07278446258808807,0.1466201272757767,
NRG4,,-0.018911455808261306,0.08459597169990675,-5.7684701128797177e-05,0.20192134484019797,0.011106251453064804,0.0056218839123726785,0.014575659111538335,,-0.015946363045907422,,,0.022134746404905065,,0.0034833675840881297,-0.000698668189364081,0.017381806945037746,
PMCH,,-0.021796470556545208,-0.026770411221828393,,,,-0.020103242990242087,,,,,,,0.0810145547901045,,-0.014514032581199331,0.027281268147109555,
COL9A1,0.03208108499721471,0.03726057345140907,0.13793815709254104,0.011677752493065768,0.08950850164724374,-0.0077262757130554145,-0.022019411841418205,-0.03139248781129524,,-0.03236797734498205,-0.033828001845393994,-0.014411144971643588,0.006540360367690583,0.08604760776699344,0.01328969333391147,0.06576692843321383,0.1439582291730433,0.2751612876033445
GDF11,-0.0013332726207333106,-0.029273312178923223,-0.02303289074493945,-0.014223433594395003,0.027343862812671035,0.011137392916788282,0.010251321226175067,0.006212145202653085,0.025431163252876185,0.03512420400043041,0.10049776301378144,-0.06333616318319098,0.015376006014167075,0.0035516398507632503,-0.02354679335338131,0.04692307073241528,0.04416476781736081,0.029844646389287077
RAET1E,,,,,,,,,,,,,,,,0.01987103052551822,,
IL24,,,,,,,,,-0.01849429867689518,,,,,-0.019612829317251917,,,0.01909929833496708,
SORBS1,0.09047085552273398,0.012106101180607235,0.0194630930125029,0.04202677471471182,0.024685405837458086,-0.036067753839633426,-0.05599942150314792,0.0680048139356734,0.001846380522294509,-0.017563726800602922,-0.007610012923894761,0.03585813035853174,0.03856765113755314,0.011168188597400876,0.04756154874302993,0.050176905345533374,0.029600022234451275,-0.04211763087227617
