,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.026950824071382527,,,,,,,,,0.0037286403744313345,,,0.006555949313158982,
BMP1,0.046726928171881614,0.036868136543169214,0.06662201633935692,0.05887205888076327,0.012669389262339483,0.018823405334148485,0.11983742683107984,0.2828824262602025,-0.051821315196578024,0.18586131516213011,0.10213227637264137,0.21597042926602744,0.0868930141961189,-0.014444389018031453,0.03681255167354017,-0.039150102319277284,0.08980179359858174,0.04098413641748865,-0.006035065231460484,-0.0341401477699919,0.13150616016476957
NDP,0.0016855531670769838,0.028394654386708244,0.0459092212002174,0.003824417588777766,0.049353164367667755,0.025742841709527252,0.02797571642247058,0.07720109059292897,0.010078738265595742,0.07343765576216595,0.10582541100346592,0.2247046052244577,-0.10836244053319376,0.021192008114967666,0.0696831587993784,0.14134589457056806,0.0561036429721482,-0.045322121322709075,0.06835351327256695,0.1038142138676326,0.07894588029985868
TNFSF18,-0.024962543253624916,-0.012558957509088578,0.07305647881345585,0.016659869160338903,,,0.056281595128600516,0.09837781556322149,0.03445350032625874,,0.11360195497789016,,0.03603709427589857,,,,-0.031183871175956026,,0.07577128385719908,-0.010172653068620429,0.0679968099655067
IL36G,,,,,,,,,,-0.03714812657214739,,,,,,,,,,,
RTN4,-0.0630435817585328,0.010418626596241586,-0.0016666404458077918,-0.005364870413427049,-0.04421682494301862,-0.007886862680327504,-0.10228884962819935,-0.3661230329119422,-0.03532447285803536,-0.14229817714634704,-0.10391750398433917,-0.15957522050882914,-0.030413466860333725,-0.06318625521107449,-0.04936654509296408,-0.0345658279804575,-0.036307392804802274,0.039652790675498185,-0.08377184260486407,-0.007654450906502678,-0.2207236881210931
HEBP1,0.018683632692663245,0.026319129410683057,0.047398454148202596,-0.014745497882957473,0.03218654777604102,-5.559364165643659e-05,0.046142272889877954,0.155309031055474,0.02226585063580153,0.05219435053055585,0.028057201433222753,-0.0428207710426083,-0.08210148329248514,-0.0256587408700932,0.021825560186659043,0.06898433555640335,-0.03506075757538984,-0.0008952529799838392,0.09243670953419095,0.12514035088349257,0.041895794835809665
WNT7B,0.010372968559406007,0.06351590168318581,-0.0046740522891660415,-0.0054209093640596555,0.030003332172265307,-0.0064904214780348475,0.026340787846386656,-0.12331090904771112,0.014366216156833872,-0.03210173755752191,0.035042498619969,-0.17825644392935674,,-0.060130697330834704,-0.032275627453098615,0.013699860335095727,0.05095872841920603,-0.023719091996348304,0.035238434331094165,0.06529660511066991,0.03328260084917288
PTMA,-0.07927289041020691,-0.11883662621150701,0.07911225625544019,-0.0265033336064149,0.001967822674485683,-0.004221051246576233,0.17514342298992655,-0.20474068096120088,0.00015464856311387702,0.14683309695162758,-0.08588204772545995,-0.20394901482437403,0.061026451709135635,-0.07592535943843261,-0.043848857351159634,0.029135005646877443,-0.0914441546428655,0.09957136056713072,-0.019965934447232724,-0.1305406428837659,-0.026854337944360686
FASLG,-0.052369143635595965,,,,,,,,,,,,,,,,,,,-0.038431955141198945,
CEACAM1,-0.0138073113285362,,0.051598549430796274,-0.0023321950899431476,-0.06820028771707427,0.03384102189638722,,0.0706328297676465,0.019002320627531485,,,-0.08412797441592171,0.22906339513568116,0.01630800464303918,0.02712282590614751,0.0017520065443174717,0.07655364132768862,0.0010332759048793387,,0.037101629366508335,
PDAP1,0.13670825381689541,0.0511552799261954,0.04345911300361047,0.04612591512827319,0.02093645606243545,0.005610034211295951,0.005948486199522616,0.2178286173203859,-0.015392845236554884,0.08074531567190472,0.12241133521366672,-0.0009822460709812389,0.02732203200368264,0.04402514243215972,-0.007582542804137781,0.012608762597737477,0.06994028487380127,0.0519628344948019,0.07980938597476062,0.03625294371076232,0.006211851016910045
QDPR,-0.12489145609963478,0.020978070752038197,0.07130168617319022,-0.03145661571433614,-0.057338877744268046,0.024793804365893634,-0.04503546691692277,-0.2943500140136995,0.039830948174145155,-0.029775394740085972,0.11540305685421327,-0.01359139989851414,0.00781718828222154,-0.08649396469425437,0.02382522895153306,0.11538707415693071,-0.04390966656138167,-0.0657961969332365,0.054821552936263826,0.07892706522549979,-0.1155660674367015
