,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.02099341726371288,-0.04829301714579879,,0.04144198869409429,0.028335393991933994,,-0.03665952202357578,0.02152482909829801,,,,,0.21518577319285412,0.00507223440758874,0.040968044279316794,0.013335176450059308,0.010003545515428345,,0.04115630532484192,,
PDAP1,-0.007374648845331848,-0.0018024067280674994,0.029834154692859532,0.022506828016247437,-0.012029754346450098,0.0975905593539164,-0.006167685688251888,-0.1243693169630517,0.0021789317946453684,-0.0032642390279146254,-0.05973772007121947,-0.10123844652544861,0.04464837804828756,-0.038951392582421564,0.01059867261785384,0.005366262321109345,-0.05156291108942333,0.01675310455593012,0.023286374854422726,-0.015465708058708415,-0.032070149993635465,0.060070593005630495
QDPR,-0.04325255121029824,-0.02902552525948088,-0.0446648851599781,0.10142165631331038,-0.0004346745723976867,-0.04765740349200728,0.01095612308591474,0.07063634620502632,0.03682934126196294,0.007412819297852968,-0.002808115510049165,-0.01966464284149754,-0.07056566233164173,-0.004489129279428851,-0.20208448913331098,0.048770828395541505,0.06953635517184661,-0.06530997558345072,-0.10605796488361001,0.10533837357213853,0.01251692739490648,-0.053835245069326056
POMC,0.027183510707787635,6.155001551995967e-05,0.05858341615961064,,0.04718910500161065,-0.04016121584605018,0.08476648701514046,0.006851946657025842,-0.004872915025905266,0.03478208802005399,-0.02629310870171211,0.02363561977931062,-0.0677857106273979,0.01851802128940648,0.07037415332400064,0.05948632485705829,0.05683794385385642,0.0287486664269501,,0.09502762417017278,0.05376615032740265,0.03934698725070243
CCL18,0.2716964538152743,-0.034417821919251426,,,,,,,,,0.06774905494810297,,,,0.13680000023862204,0.07144362306237195,0.008588102598551325,0.05864561784197641,,,,
CCL17,,,,,-0.005222218910667642,,,,0.02033822377523388,-0.021658606045476,,-0.025182723241982757,,,,0.17369680363187082,0.10475791703565704,,,-0.0074671979024444265,,
VEGFD,0.06202165760999342,0.015621593848383271,0.01930118704124955,,0.05017420436328801,0.03068994609729096,,-0.053781816460609345,0.0112533432995083,0.031177572332826285,0.008648474440407509,-0.02698910449140044,,-0.011109282768805894,,,-0.0007561994149377831,,,,,
TNFSF13,,0.03738935655621752,,,0.006762509776427216,,0.030045684109389577,,,,,,,,,-0.04582220979856491,0.065698962815121,0.02971565610892021,,-0.03170679632788315,0.03169725168047836,
WNT5A,0.027207553176971124,0.05224284070082077,0.05712415048817109,-0.010162853324387811,0.04199365311629207,-0.11392527468489252,0.06645180996566448,-0.12566979688172164,0.05533128357100653,0.04636654605219283,0.04562466417988391,0.039326755557836476,0.0283548774236045,-0.08517629878322722,0.07216068294981764,0.07203162503852764,0.15343893342344295,0.01999420705914096,0.025051665237644887,0.17556692504891575,0.08934093358812009,-0.06398688246265828
CXCL8,0.039792625246517034,-0.0070949515587160296,0.0738094653134904,-0.08098401276148821,0.05712614823311495,0.1377001164006406,0.023832188552780784,-0.06705069261440362,-0.007570041824743863,0.014314527873742775,0.009413917159629403,-0.044639657689608314,,0.1253748528072348,0.1123322667929029,0.03637614036263119,-0.0009400783893301979,0.02956261480825372,0.05735838339360289,0.0016279432015477197,0.05892806703884531,0.03273189946036428
GRN,-0.0902859107163156,0.07948807139076627,0.03138701906981674,0.07517149787951122,-0.0508569705280825,0.014154971990409309,0.015057705868348013,-0.1867143656486985,0.029047053290682762,-0.01009038627941459,0.022880052653855683,0.05165466068390515,0.060289348357969785,0.049199662595010255,0.1325634126109896,0.07798295820115839,0.11959434163277789,0.018859051636645533,0.01690560975130472,0.0798578068312565,-0.052133074535986104,-0.019120337504222224
MIA,0.05469440200126129,-0.019439581648283813,0.04026171033435436,-0.015641496323767528,0.01354782856750517,0.09642119916303864,0.0018844035226184064,-0.054451031678764354,-0.03611386719927988,-0.026967689457193713,,-0.027953989372670414,0.054479790618268256,0.051697552733366875,0.03643553693823899,0.11134237510228685,0.047367198073255415,0.12369855446749928,,0.08631318572125649,0.10243267798414002,
COL4A4,-0.03109709172069867,-0.030588498970057856,-0.02639941382319533,-0.04413572590942543,0.033607369615610214,0.0011629915631374322,0.004445237424375591,-0.031635523657105924,0.002657988093794372,0.010454282978586788,,-0.02649085672878082,,-0.05159442097806819,0.016596345115826798,0.017526739185637963,0.02219102895342844,0.04190884299562521,,0.18488742457492607,-0.016701895464759985,
TAC1,0.08805327427652557,0.02991297928564883,-0.06724058159306105,0.1141231474281395,0.026080730646685844,-0.08960472604434165,0.045126112026072654,0.3045781117038576,-0.03916909405941939,-0.039530084519959006,0.08230863061245378,0.19841004404318824,,,,,,-0.08129522176426981,-0.022109897588268417,0.08229292735830154,0.10387452732110766,0.16019833283366344
RARRES2,-0.005117514460383664,-0.008886430920990134,0.06297028233059797,-0.0057980125407947475,0.07454445444881772,0.2117332753161744,0.05281373736072007,-0.22514425512261343,0.05050249778294352,-0.07005573751655135,-0.027989118312548664,-0.05266203866377132,0.018777998937766695,0.15510240493409405,0.027914618404344848,0.10634859926632079,0.05133271752061891,0.031003995148813385,-0.02670685131747738,0.08751139972958628,0.0585347390120513,0.05696169667855461
FGF7,0.0446891266753444,,-0.04179065211942772,0.0652043003172078,0.014582935251083262,-0.030403971317883104,0.018428727889411533,-0.020140306821550616,-0.012266145516010817,0.06986347358783983,-0.001854031788208055,0.07063311210311843,-0.05328492643900403,-0.012327883848980217,0.04455114185836212,-0.04142510061665781,0.0013288471188181866,-0.021610177882526924,-0.017394064544087894,0.09776133154384684,0.10658673306606732,-0.054747413555398874
EFNA2,,,,,,,,,,,,,,,,,-0.012584407442218833,,,,,
HBEGF,0.024567286631649247,0.04821786505385655,0.09084263706701634,-0.04230224263959564,0.01447176562739713,0.17387510786875465,0.03283630481875963,-0.030514303290991533,0.0575532819881463,0.021821493855188133,-0.05643455391056099,-0.025777245138797738,0.09969762264278076,0.10716255650832107,0.14367745100973184,0.054521856738314736,0.0414330589686042,0.08673116124287242,0.07796399937509897,0.0604285020685545,0.12155772316519216,0.07418842599259323
CSF3,-0.031097067101038264,,,-0.034884014056429845,-0.02652207283824245,0.07512620823992595,,0.024154553888761292,,,,,,,,0.13102443490124427,0.0678341645231586,0.0851389874397631,-0.03393778870852868,-0.015752776765657363,0.03228335619931016,
PI3,-0.03683911320640433,-0.05114608111578267,,-0.029639782119460834,0.07635574274339953,0.05079164149108633,,0.03443474296740497,,,,,,,,0.028973608097305453,0.0022726249756342067,0.09414219036253565,,-0.03734964015960239,0.07506295238790604,
PCSK1N,0.0334265937847502,-0.02864150966299714,-0.05490624663521611,0.09853223828967138,-0.06970368387717928,-0.06242782829219505,0.019536549314588376,0.16340598523940247,0.019680163312680358,-0.07652490607881773,0.05834841025772374,0.16275252827411218,0.05689357630516055,-0.027520058813085686,-0.055826730774732373,0.0359784833272482,0.019687790682598627,0.11950680468242918,0.027617299484145603,-0.08116659912651371,-0.03163678902769281,0.09096755788962144
NTS,,,,,,0.1220691549046916,0.039919928891954115,-0.041138379748637946,0.00834015021114386,0.005911319942522353,-0.03760191241008788,,,,,0.01925918411137882,0.010819678965325168,0.021463547386046722,,0.00937157268609065,,
SFRP1,0.09905732430185304,0.00525134916328549,-0.005930119222280864,,-0.028415066706716726,-0.0022461547336202255,0.054131146189369865,-0.02444876387247355,0.047019953071155356,-0.029886471370181158,0.055476133076475725,0.0400155867232841,0.025017106787234542,-0.04060653491319982,-0.05930145244113819,0.12355313670672945,0.09721307806818325,0.017688067154282193,0.04817672405972561,0.10321200426153473,0.0319624006321898,-0.05292416770390838
CXCL13,,,-0.006451520780030087,0.003406779269552216,,0.03615428930204607,,,,,,,,,,0.12806734785864263,0.21069799818395532,-0.01136394713480688,,,0.05554280003923803,
MICA,0.04764096273679687,0.024684618472670308,0.08915064906339473,0.07895273113015168,-0.005922006532645859,0.06504586374691675,0.07043748775980213,-0.11744783521987132,0.04151041491550875,0.03829719261870954,-0.002966089501466836,-0.0476985208166424,0.11509251208151086,-0.0517141743402301,0.14901348208967083,0.0785739885835819,0.17489885305023775,0.011419594968399649,-0.056456083961641736,0.10794304888172417,0.10927964450743821,-0.07301269058945344
TG,-0.02478932593781752,0.03632026513137493,-0.009089610075419247,,-0.0038607331025596126,-0.009503425688761096,0.0038121447042546016,0.01021614705311253,-0.042508837519734034,-0.04444483382324309,,-0.037828003665714295,0.0032449243445575007,0.03692064530058055,0.032414068324680266,-0.03471536881567974,-0.004734333526203168,0.019216225136626054,,-0.004889528380887665,0.0564800285620442,
ADA,-0.020746733201719353,0.07680403850431625,-0.05425933743601072,0.07635764859843869,-0.012171488426537093,0.041317210257347345,0.08150426286554872,-0.1125875415418044,-0.053719043306397894,0.03319945995421143,-0.000704672347148704,-0.0027240854053330963,0.10231265298874925,0.03213991146441855,0.11062087818705378,-0.003330945229534385,0.12152646984954704,0.05529401644207751,-0.03253044964994574,0.1498040630426035,-0.03740622675265116,-0.0688451815523072
LAMC3,0.038074624867977844,0.11031753763940016,-0.030030787820754447,0.03363638302695232,-0.06659186991986095,-0.01447337130339989,0.06617363055144682,-0.05654106563225094,0.00269517014904559,0.020906794665889045,0.07113036432139913,0.023282650415899248,0.12071799135942288,0.015481600386406778,0.1247717129453849,0.07233750033219886,0.13867266986038557,0.0638235486363291,-0.017057387362600707,0.11166646775162502,-0.00010635024653691347,-0.04798844496200034
CCL7,,-0.02178956207950592,,,0.05185242342612204,0.02077763547418469,,,,,,,,,,0.040625387249720354,,,,0.014238133835817861,0.007870638884672626,
NGF,-0.017915904337638556,0.01146812048406598,,,0.045601998969358425,-0.0005807070379377015,0.005655627403120884,,,,-0.019546766356516206,,,-0.053624960806289604,0.05080953680218738,0.06416884783875276,-0.014634818358572999,0.0637513187158526,,0.1958616764741225,0.056352681920977,
TNFSF15,-0.0221642096315475,,,,-0.03159348075434927,0.00791754184916798,-0.039741676692887216,,,,,,0.011730053103897702,0.007306471214645997,0.020342466893416743,-0.016835297045943876,,-0.01443101009277613,,0.08407014550182187,0.013365977581474408,
HMGB1,-0.01981627286129148,-0.019003958287858398,0.026698421102168354,0.03447414300230511,-0.0685055218600214,0.01926953239909503,0.015894182285750198,-0.14948802641982803,-0.04653862506057092,-0.007666299227288575,0.002166931900848357,0.016882876674633007,-0.02307534633178625,-0.1545705848284843,-0.047586538130605274,-0.12559071376230732,-0.006323416713290913,-0.03666541473617726,-0.021577763291886706,-0.0987941833667945,-0.04644131772679903,-0.08158086978811
ITGB3BP,0.054420321154394026,-0.044204403139451474,0.007382883638550392,0.011746783434782198,0.022198166716001493,-0.06078558065262011,-0.0020507164151488707,-0.15203965376185008,0.034594298442018535,-0.008116943730165457,0.10109242857182556,-0.026399022968820393,0.0007905421845446855,0.07456320533237386,0.15162860989774402,0.023509497240923948,0.02298422321734378,0.041458099648917106,0.03926339313982436,0.03863455339301198,0.011334557470133627,-0.01736603766331883
AANAT,-0.03211142566895975,-0.022112106569188387,,,-8.353592079670094e-05,-0.030845092476363592,,0.04766810663541687,0.07390589563596121,0.008827490240626219,-0.07700688438340972,-0.013103231101357546,,,-0.009437592491056778,-0.008091685708188696,0.052424089061978194,,,-0.006638409851707483,-0.027392955420583315,
RELN,-0.030890893662680267,-0.0015282345187136147,-0.00408404467808529,-0.018975919751658597,0.03564706793974199,0.01529832418939271,0.1004586616037082,0.061335686757980665,-0.015815388531561444,-0.04587991860714729,0.0020949956277923087,0.11575106570550114,,-0.00785500244667963,,,,0.022799981358098232,-0.009076863311644935,,0.03974735072599406,0.09834633615413427
IL15,0.04196086590503606,0.05610664950664404,-0.023812583211293804,,0.024401975678981565,0.03855716065239432,0.006008340728961384,-0.03177013886449429,-0.024652038236666833,0.03563155357972274,0.11424376072107928,-0.010043959012174732,-0.01720715028178733,-0.05054588214903932,-0.04198295299143302,0.00897470924584191,0.06373161488856643,0.021317874193841704,-0.03589436914752615,0.09645516289680768,0.0450122960153523,
UTS2,,,,,,,,-0.08218818406992719,,,,,-0.011177030574395046,,,0.03348256924174993,,,,,,
BSG,-0.08934440530176439,0.026744294356222678,-0.08155299594495209,0.05925268962312682,0.06857955174225772,0.05423146947824325,0.012920006254240552,0.08839475314960676,-0.08850894867042806,0.0002431468745994278,0.08641758705543695,-0.094431914577661,0.05259637053233242,0.05181177812842081,0.1625367078151992,0.18058771712234994,0.0805057841219423,0.07605258579499814,0.04515676798221886,0.10498013589234884,0.11933014260003993,0.08581301268729227
ADAMTS3,-0.04905215630545099,-0.003101424561593962,0.035401138730573004,,0.020153216200256893,0.03225708103032544,0.00015389197018029094,-0.14147908631344597,-0.026316050231402596,0.041257912441633064,0.03802697586854457,0.040888546885692025,0.02184591599968324,,0.04811117718367661,0.060428929726330516,0.08359128016107817,0.002755580086130459,-0.0412680248624659,0.12913550113587735,0.06304023735074471,
CD34,0.05055331338131403,0.02606000158549605,-0.06180973948637155,0.05513052903215972,0.02060217630664774,-0.00260678457192876,0.05302288891247107,-0.061107090725677736,0.03227817734417661,0.011366917061569223,0.06438165494004561,-0.009928358950772187,0.1320479480122669,0.06429771097784921,0.14969015165247057,0.04623357577168097,0.0377468090649685,0.030240536226928117,-0.039539622692328996,0.11640056335485349,-0.05100620081015805,-0.05453806933602309
CCL23,,,,,,,,-0.03435215918875411,,,,,0.038550628979097064,,,,,,,,,
PLAT,-0.022663098022467316,0.0411039505931436,-0.027681909916789028,0.14373015377829734,-0.011077780694316693,0.06332257850146382,0.06222892750450698,-0.17465811110372742,0.007688733144828098,0.04452103392603729,0.03842024937440448,-0.0608782678072995,0.0736702478497806,0.017632225377217165,0.09302652941675693,0.07041313986175382,0.04772456923056463,0.07757352015350255,0.08303333985122381,0.08488370759841882,0.038958129139292134,-0.03446257917827215
NTF3,,,,,,,,,,-0.0104510231238598,,,,,,0.04003562898254586,0.0891767497130182,0.08541278099273729,,,,
LTA,,,0.010462333440504061,,0.06708637621136251,,,,0.02842833552745949,,,-0.020469544024538974,,,,,,,,0.01660813655035902,,
CKLF,-0.08439529200148714,0.08168553873010724,0.05691564176042478,0.03872509691599458,0.006502392065948529,0.017844551216950222,0.0335774914872723,-0.18091324740816933,0.03875696871384605,0.048402500441896645,0.04887831595344879,-0.08879193889419985,-0.015754211502091352,0.0004875815798617615,0.07651834061419097,0.009440140420553049,0.018470396326712483,0.05979974431379986,-0.05808118351288201,-0.04598104890219528,-0.0034045625677908958,-0.06584936398566094
CD24,-0.041819855205568156,0.07181817662312247,0.07918609381858131,0.04200965318607861,0.06324371128593152,-0.06264076869232009,0.06546840028837113,-0.005133322764323769,0.08610755605908416,0.09335012295531642,0.013226497771081012,-0.029945244529547523,0.058023058016510635,0.011101798740792968,0.14189499671156902,-0.0030972901696454647,-0.009492374735682105,0.013307423834821072,0.005677385048916897,-0.04584605010475934,0.0723072148774302,0.0013447014496933917
HSP90AA1,0.05528104685086755,-0.03881235720790359,0.042901405658757275,-0.05657873065487083,-0.05887222001980208,-0.0678352021427087,-0.03684802151614008,0.22154843425904647,0.11427857334557597,0.0057780867891196516,0.04210040813096506,0.1600078535262235,0.08651030913013383,-0.12910278696390987,-0.11685006737557571,-0.07058493188897087,-0.10857275073101331,0.04863114138015403,0.0015167453881299903,0.04194227331497565,-0.052378831059193165,0.0033767655904010617
BMP4,0.039966596115482284,0.10475996555932707,0.030878609955972077,0.11212285621241173,-0.029211563256098264,0.016856510426917656,-0.008246040372156848,0.09005243281912369,0.0008891581892751799,0.05889917469558906,0.07519334679613247,0.0642538589721122,-0.002030149683169784,-0.043491546872854774,0.06714305507243186,0.02294999257640759,0.004852554863996679,0.060783211923372056,,0.1026950609821748,0.022568663295972416,
SCGB3A1,,-0.04619728697782971,,0.016073225425036176,,0.06418401838914797,-0.004958706134067891,,,0.025819217360611033,0.016892073135822794,0.07501140188947293,-0.039537916380293706,0.03621945981380592,,0.05089278353141898,0.03985560180192998,0.03774865989897542,,-0.0016776750469247451,-0.05224307083095843,
IGFBP4,-0.06378033604878826,0.09850455877842336,0.029013499104010118,0.06419802940640809,-0.0697474269836331,0.08710482092459071,0.0743522265160588,-0.11147343571150194,0.022578877876593673,0.011957320597552128,0.08492002790081529,0.019263676662847017,0.053847665332931755,0.15402739906606283,0.2417632922471442,0.09320425974918554,0.11851296258886669,0.12585406410493105,0.10951008454698449,0.2332540263329792,-0.013272699083107789,0.04161603735388168
RSPO4,-0.02188611395457057,,-0.003047326596971681,,0.06341990001758566,0.03776019848147031,,,-0.04258657635254531,0.02662251394747114,,0.021375032790585707,,-0.020269097661672293,,,,0.04714330389699261,,0.0077278667073223,0.0852651185118549,
LEFTY2,-0.036659382448016614,0.0715311631782685,0.008827490332145103,0.16718584518339674,-0.038786041267361474,0.004281520560641757,0.03667406033585944,-0.11528839243346183,-0.026338750329441253,0.0277130408463369,0.02012414350834614,-0.002858017715828024,0.08841056415098963,,0.1768375752363883,0.017021349627775094,0.02250060382361431,0.005674241639159993,-0.03657335445554022,0.08477433708375887,0.033546170376770754,
PF4,,-0.030366678905310588,0.07815648149620137,,0.005908401985062558,,,,,,,,,,,,-0.03482591520792354,,,0.004479733970333015,0.025606211323822077,
ANGPTL2,0.020395157506755454,0.08814585090851373,0.029758832566069655,0.06564260719272205,0.03972520394749797,0.06737546604833136,0.010412204838078705,-0.19249477250499264,0.06343479227617985,0.03409569278161995,0.05575178616757691,-0.08572336749164698,0.04159868704185429,0.015999800779844,0.05682213224088068,0.04951224758783124,0.08902392273358128,-0.001728635704204335,-0.055200774717561074,0.121029549555559,0.001960518459880975,0.05812253247912189
LRIG2,-0.08399531714649515,-0.03847459318774913,0.03558835191650401,0.047064813516132245,0.04906643953754624,-0.08960530832722789,0.03767680041736053,-0.022497451846746768,-0.04005290923532711,0.02395845007807858,0.07796547335134989,-0.0232247255985471,0.0027968324537905745,-0.03689024817760332,0.08199484528065172,0.018301700252291903,0.10224183536229645,-0.026020205131770183,0.0427390643535643,0.11826558670023789,0.0775908387874819,-0.05381041253537982
ICOSLG,0.07487577370064903,0.027069808764814577,0.08895400126143321,0.005605854544482294,0.01822015930496773,0.0156222146338027,0.001821651840693586,-0.07129661562748774,-0.019927165391388516,-0.004056061785226368,-0.011768378079694808,-0.030860237891085315,0.016652812975162076,-0.007694732305698287,0.11270685319995222,0.05027838637450067,0.06783635654513713,0.02867145016350738,-2.7323774652438003e-05,0.08197690850128453,-0.002809639429424075,0.025776706026394952
WIF1,0.0646054895479539,-0.029005890672547996,,0.01866841085906639,,-0.030020372698675992,-0.03922737945692808,0.283075939287245,-0.04499732301813084,-0.018623394711401738,0.12014196220523081,0.24716818487662753,,,,,,-0.03426731974769665,0.11034032360146082,,0.07226436462265604,0.22857267479454596
NPPC,-0.000804536747930225,0.04918296150047064,,-0.04257521486641096,0.03907540693655368,-0.007512236704877268,-0.008496604082723033,0.005364462296516885,0.011616040200708033,-0.03315939875106414,-0.03367057020759857,-0.07594035926766575,-0.028306995143566945,0.011671400755423791,-0.03767975439088278,0.04474291551613766,0.014103454380044842,0.014447345335690408,-0.062346223402750506,,0.027856144351870667,0.06441617703629747
LYZ,0.051672645051405355,0.05220077208484301,-0.01643416246700566,0.05746550476596798,-0.028017953258409875,0.08607402025740464,0.027507529749918484,-0.11989112141791854,-0.03691448125182422,0.009055867806408479,0.041791330515170845,-0.046681902391258134,0.054771924807601305,-0.07555654610850156,0.12837832896866905,0.0486511427245702,0.04032271303479193,-0.03037276543620171,-0.03954862016484655,0.07023824952640156,-0.038289731887455825,-0.095460180552314
EREG,,,,0.03997526229405372,,0.08798313059018452,,,,,0.05483181794647533,,,,,0.14515058419737753,0.08726796408253609,0.09034038868876668,,-0.020572786187807075,-0.015529670802137414,
SPTAN1,-0.006166510134850349,-0.0006656704953005765,-0.04744167948981864,0.12085121516366465,-0.0418592591152665,0.019483537826427522,0.002953996151351357,0.17364986199315258,0.015985755746856806,0.041270694117014485,-0.0005696116632022353,0.08578839737616888,0.019082518272874452,0.03341442144298933,0.06017488130922745,0.060139926933490184,0.01720755116515132,-0.007734971253939063,0.07568024322929526,-0.009540678890359543,0.021011005506398468,0.03870735620938403
PTH2,,,,,,,,,,,,,,,,,,0.05095480068558557,,,,
LIPC,-0.04590247890815689,-0.009178092938982588,0.00412452064710345,,0.0030090094960015905,-0.0033803618717229583,-0.0036660480212290084,-0.056049495392163494,0.0017275033641976619,,-0.017378276525801113,0.025589745309133518,-0.030016670729080114,0.08035798780103631,0.006240270334034686,,,,,0.020890356452405334,0.03460595481986565,
COL8A1,0.033101610885855066,0.12708258177277396,0.0738004807125547,0.009603113649263029,0.011552339333583836,0.10970328674077322,0.06994972222293862,-0.08045844490464728,0.06397049492681212,-0.03452222582326268,0.04616058961430999,-0.0856602734122887,0.015454671977748937,-0.014149121954964289,0.12242507338193963,0.09305815850012318,0.05195397619621392,0.03271374185708697,0.01143247607711443,-0.007635275650564491,0.059863689358915596,
GSTM2,-0.010177294007864697,-0.03692996795157572,0.015894338523122723,0.03633057058932454,0.008959712137393055,0.057327642972030524,0.003099447621340153,-0.02875600830500004,-0.01158817383127021,0.029478878961603196,0.06228303338964918,0.0007094403587318657,-0.03164610866728486,0.005131056137757716,0.04075131684054397,0.025177799130186654,0.02154049300232282,0.02329363360941412,0.09483339153701978,0.04191177052130363,0.009270088555533792,
SPX,-0.03285835252186806,-0.0010129186374645792,-0.0032426053223037336,,0.03190833227451558,-0.05692101058853971,-0.0010204811254322385,0.15549702861294754,-0.03804375205599665,0.09232386343110355,-0.00940322963544133,0.14769401377058053,-0.017306723052315908,,-0.06977759455589816,0.03353312928903583,-0.018441127461418252,-0.10551686079599644,0.003653978259316751,-0.009677042715495712,0.033108689980131556,-0.0025692593242381285
MFGE8,0.055476244298435666,0.09701949107570372,0.0456830284372208,0.08746545108654483,0.010380589674817557,-0.02020441469566822,0.047584612504402754,0.02877040244343083,-0.02164023578935487,0.031232034491805942,0.09953308908169359,-0.03917053257797192,0.022749073435034902,-0.0005703545291922783,0.17386337648002428,0.09896573260412403,0.1358438797695865,0.00783356286334366,0.045165702966681265,0.09736603285089326,0.047815218496191775,0.1226164150012905
TGFA,-0.021959007759498102,-0.00805877084752549,0.0210580069510119,0.05527745204999199,-0.0028602619991682423,-0.03373856975628001,0.04186578690483253,-0.1109325808421881,-0.008153176065222464,0.04455079459319309,-0.03566411282068025,-0.04388724491127784,0.0026980541646174382,0.05389503219920729,-0.027703405912950115,0.04518731495346658,0.047887459388189835,-0.01873141463717228,0.05051742463919321,0.17748295190294552,0.017581587790651002,-0.13623802185019082
SLIT2,0.08600570279734464,0.08045533041861314,-0.04371350795506778,0.015275001213143334,0.009917494127634976,0.08491080117581179,0.02888894872847959,0.14014351935584313,-0.06685712395986991,0.04915389480223844,0.022464550020220374,0.16353881979167748,0.10669402555299003,0.08247574374605986,0.004735517860889017,0.07245941874604098,0.06936494833110263,0.011497122047515948,-0.009622269348232793,0.01077566272912204,0.13788241937287118,0.16794035561246934
PLTP,0.009116720983451869,0.03957698254051494,0.010132433697561494,0.10269604514062577,-0.07318786244671523,0.12979115538412755,0.03732484605424281,-0.20273034668850415,0.039803079641350214,0.0390117612682321,0.05603113745758636,-0.04154967269007255,0.03112055043516736,-0.023774793264340986,0.2192259043131458,0.06161733596039551,0.08462122466304325,0.052470124073339355,0.11106846907184206,0.07688418404969653,0.013370799474834315,-0.024621650099164095
APOD,0.03849718232024997,0.048141705441604996,-0.01375582227490691,0.05503244745186298,-0.05260660791389203,-0.06630962929765905,0.04284882269173147,-0.22471384982326686,0.031803430499327046,-0.014312310165827619,-0.019315383212929842,0.08567557455647322,-0.07144998752265679,-0.12216080125998598,-0.23366285756202895,0.0955385811572565,0.1345076333157762,0.03624586141622317,0.07195033577875692,0.02556855531189923,0.016676742554742583,-0.16246903919986355
B2M,-0.031973543484180314,0.1597282630787718,-0.08030442462056799,0.1604127506130384,-0.04301556555931951,0.14963444845865448,0.04214437575834823,-0.2658302664608909,0.16804664453483198,0.07047471670871336,0.004250163234230605,-0.1490398584249697,0.11402918887175119,0.1648341106989046,0.07619357759411215,0.14544796029240176,0.10498938890981827,0.009588959294264307,0.023881048946128868,0.11744020405956626,-0.027084532189774503,-0.12725729367494162
