,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
DCN,-0.0015261685748169636,-0.11421059512057839,-0.0732822225530319,-0.026092180939431914,-0.030240904085929048,-0.14139035401509195,-0.0027316217782537536,0.035947007702786096,0.3304167325548133,0.008262364471424087,-0.08369043097299916,-0.03530881962084573,-0.01865166204124843,0.0035966144156952696,0.02001589401472086,-0.03376240060477644,-0.013210881320007802,-0.020355227161794956,-0.04238300889910091,0.01870478161445637,-0.29142795158881074,-0.0925065983621172,0.06291329324217869
RARRES2,0.018217119276596676,0.020603523958969548,-0.010627437284457511,-0.002540483325598467,-0.0013803027593507534,-0.09627216009032362,0.11236208079442282,0.07015985199503001,0.4407678314581195,0.0404054781099058,0.06984174471400859,0.11587911200600938,0.1264816109918553,0.019283681347557556,0.004288000734334023,0.03735744710816859,0.09457416750407592,-0.0025235878872793037,-0.017894369251142732,-0.013364495485020644,0.159927410886478,0.2296415399690706,0.07030277946407584
SEMA4A,-0.025871221450826716,0.0023963318778627524,-0.00022344153308228066,0.031199307965912554,0.0010374976203509835,-0.04274396887297387,-0.007021374638140825,0.015002695153201748,-0.2065647006524787,0.006829093271607261,-0.0016946808306323377,-0.02288083143379057,0.02927794988879654,0.0038367500004659345,0.08089964702980698,-0.0167268741400985,-0.04741924485571628,0.04701156313755186,-0.03957763149431472,0.0029210581962502056,0.03041888033035833,-0.009995008499730765,-0.03417724487362727
GDF11,0.04288142207635661,-0.07327076878563234,-0.00046745397670397296,-0.006166123208183003,-0.02136048615257594,-0.003445632517676626,-0.0867779791589888,-0.037539719725451295,0.21885324485973823,-0.02198664237235372,-0.021833021879441555,0.0890076642024449,-0.01095377042821884,0.03111446206416158,0.046741581547889835,0.015232613967905533,-0.04355518510370794,-0.012061643332513505,0.02875894330005689,0.03948828303243605,0.057847581604674014,-0.0020450287813257983,0.03136764702462249
GPC3,0.0641449496725326,-0.07069906644022994,-0.06256181986076369,-0.017267645434233227,-0.026863560503007627,-0.03381367133878919,0.0057354505287012395,0.019481652155059932,0.04907148925771478,0.003811737118740833,0.01877971880388153,-0.020801362560293836,0.06316701667565858,,0.06664959070841485,,-0.026403591764977738,0.02576772321968589,0.07778510425705867,0.08284752201071321,-0.0007455331691446376,0.10710315817799117,
OSTN,,,,,-0.03015364704608255,-0.02312717626828889,-0.03815609832713211,,-0.03442474515186287,-0.015601098380037611,0.028264495394315546,,,,,,,,0.034526848771477,,,0.06113139411216683,
GRN,0.014382792833973127,-0.05861397134482879,-0.017169295197000885,-0.010828597711303003,-0.07512375976660678,-0.11803131476234616,0.005782235544296211,0.057532643866056214,0.3295292865192803,-0.020751549831313134,0.009036400583266732,0.0861992693571959,0.07999281007521997,-0.0024397576184478826,-0.01709828052383568,-0.11370762712098027,0.03645070720107129,-0.04602613765465999,0.024197681441995075,0.019535975395620298,-0.12447219765409827,-0.11074143021881794,0.010771712111374107
CALM1,-0.013738777494064686,-0.10858020820969852,-0.09189000647421565,0.06171707783106731,0.03172590537362347,-0.28467721848928107,-0.10365189716426801,-0.040564110578154296,-0.4239939497682446,0.0019486069662012623,-0.005601815229040017,-0.1469448620362739,-0.010152347402739315,0.007805167761258595,0.02402145486769334,0.024395405667145587,-0.04541327393655218,0.023464265021642228,0.04572079155453634,0.020708006099052725,0.0985366291097204,-0.34156943017380104,-0.02171575207720414
ANGPTL4,0.05767736845541461,0.11535832863063845,0.1297003430812733,-0.01686546003057009,0.09129368891361064,0.2533861501030862,0.2978340787815397,-0.005814234489557024,0.07418067450099843,-0.009518625465560199,-0.012239183007889787,-0.005768354820093968,0.056764347160718646,-0.011037823281150608,-0.08111832769816593,0.02350523896653197,0.021752311908173803,0.0017695232486959827,-0.04691345354252374,0.05399184809277117,0.18534295246173577,0.3494741314558164,-0.03228228523681382
BMP8B,0.018471662291406836,0.019431604412962482,-0.0689040133259162,0.04828321299051833,-0.042779048023536534,0.013669469005445552,0.006696909908131647,-0.03161777795290635,0.05123780187129688,0.015327845193154718,0.022262889145084865,0.056359187582298735,0.009109196750454322,-0.005561477793477469,0.015512080544735164,-0.01168918655390939,0.021215672189738712,0.043596087194696494,0.07177453668101481,0.007409353862324635,0.01935025229500742,-0.0004217206659428093,0.10437356868531966
TNFSF4,-0.027318246457703265,-0.0074528871202361345,-0.005800257511698306,-0.01769006464794317,-0.0030753116489414425,0.09441649449687982,-0.010545095277267543,-0.018159292244783295,0.0790531349263919,0.00409098032612757,-0.0016907022275020806,0.056855002427725065,-0.043219589650354474,0.0001906506691840179,-0.030252022640988502,0.18037565549367968,0.021788740398548744,0.017121514723543008,0.00019811755991293287,-0.04215747627337461,0.023985663208433265,0.12066280528264602,0.1077344834594514
RBP4,,0.03610555890949036,0.005493830363319731,-0.01984436304295013,0.03542772996590783,0.007299973536406744,-0.041160789825428604,-0.0127116163879405,-0.2622397819891844,0.04075856944429916,0.0764031860128492,-0.07237037928422975,0.06546368982465976,-0.017345130523545506,-0.019432567185865793,-0.07998098291232723,0.0204429939081289,0.05270702908006537,0.018794199913921436,0.014306601321931157,0.06896985497305663,-0.12278343393201174,0.0015963402652629719
DKK3,0.07185033424613153,-0.09265984023455208,-0.09238663997736782,-0.06092574932906235,-0.05146633134553062,-0.15729306465855195,-0.1427246019283201,-0.005265161035647526,-0.3439466456971038,0.02617544693210599,0.030560310646630354,-0.1802412161932415,0.030480028256978074,-0.0021169145310127673,0.02715373994135273,-0.08335332286269903,0.0018249225139889,0.05692367524795081,-0.0017849773399265015,0.0024465730124868384,-0.09835845825512662,-0.3595618393392628,-0.03540593792691318
COL11A1,-0.0224147992111697,,-0.06150615930504481,-0.00037647073201431495,-0.12377063571706079,0.00505873435181728,-0.07722118082202102,0.0037263391193910434,-0.05527440995842217,0.000546554818796264,0.016041344868809093,-0.03558876161461916,-0.002931034197832226,0.05328579962060001,0.023095717702268762,-0.021746651714448548,0.056633707405536755,0.006089980707048872,0.013238946088802923,0.035847803661731036,-0.03017960531669166,0.1671741172474082,-0.06114279617193597
COL5A1,0.03249674131216066,0.1065978339758281,0.08206587444883963,0.02645071987359784,0.05498947713573087,0.12401425402761776,0.1477415963686271,0.005846626210325155,0.23721243180841195,-0.0013126431061445231,-0.014412737360428788,0.06207273895617543,-0.13399623820943163,-0.0073837822464120784,0.03786465865597514,-0.010419499482592834,0.003068272304645661,-0.05916658144287558,-0.007050222006555843,0.010178296163690658,-0.12178704235031942,0.2800402149743475,-0.04834001064960537
KISS1,,,,-0.027886343543737754,,-0.04800845517086222,,,,,,,,-0.018784542964219154,,0.08646115451821572,0.04232467636356214,0.10556944165407948,,-0.03849237709482565,,,
MEGF10,-0.07574992727760689,-0.025220384032127133,-0.04306098289806254,-0.012378271465966349,-0.006514244283749135,-0.09062014398791485,-0.13282720064002151,-0.024032691973549687,-0.015542927436051318,-0.005383684787555432,0.004312665918995778,0.07097142643576088,-0.024072729408862206,-0.01387138919942131,-0.10075923599289104,-0.03220383657189175,0.05174729604167554,0.05664567229777128,-0.004810649957895467,-0.04694110729181588,-0.0015169728300147146,-0.06264050462361799,0.05285331889497688
CEACAM1,-0.002829216592310666,,-0.002036101953048699,-0.012055896488437145,,-0.014512539163984827,0.011242309424968988,,0.1223266704706273,-0.003477720530327169,,,,,,-0.028199763866983665,0.07740361275542684,-0.020283840348910936,0.010236961357771348,0.05765705235841948,-0.0176033045467372,,
EFEMP2,-0.08295485172181778,0.012167200049708882,0.029618754752572335,-0.05213604657246217,0.034156274426280706,-0.10552214579062393,0.01997139952887827,0.015207725442062088,0.39122162460652304,-0.005325356169314939,-0.00731558427428258,0.060460145699558085,0.021854600625677047,0.016852535596287247,0.08434653293200613,0.03349311437386119,0.05694969417188548,0.06118599516063629,0.025031239880574575,0.012773593274640872,0.011065692573914036,0.21513316146933711,0.0925366280040353
IGF1,0.012170389587873198,0.029897910337914405,-0.011776182819788098,-0.012863562916510817,-0.02218872326980583,-0.042801293330105794,0.008626705036231513,0.042795774686742456,-0.07088555330747877,0.03045714705729352,-0.029012446920016262,-0.021844679655226667,-0.008736328445628685,0.04854345273722107,0.04793183149789372,-0.04709781206685129,0.0005398170565737024,-0.051986145702354054,0.033844606817366,-0.028524373630992514,-0.04396404208828774,-0.0134110163698307,0.07536557584564112
COL6A3,-0.00468344128913661,-0.005058789095932678,-0.008114548647875953,0.02106905689105288,-0.10133283320081961,0.04408501926981698,0.057305440729593975,-0.0038047573741550487,0.06658035555976478,0.04589079369922333,-0.03067534946866325,-0.014800348386867744,-0.11081787085770121,0.02276757432023276,-0.006410281369846735,0.05070389111436017,0.016372356586470457,-0.03464896034579232,-0.009105814322897468,0.02286665223051932,-0.1626864790655521,0.07481123731361089,0.11193052271637938
RLN2,,,,0.043524144684629576,0.042428680382041804,0.04031734859740045,-0.005337494683774976,-0.02133291265009841,0.012164705010607336,-0.0294116251853098,0.003946386338006966,-0.0254929613761828,,-0.01600609116908519,,-0.07117724557941198,0.116152862298951,,-0.003551392266985623,-0.03209993031098229,0.0347194291618532,-0.08131487222644752,
WIF1,,-0.013207531072015697,0.017004527672134593,,-0.003631975251577967,,-0.07296221611879422,-0.032717670115832605,-0.30699703130311345,-0.0026357564450107864,0.0563282783646521,-0.04509351247032639,,-0.02347221011393895,,,,,,-0.0245443570296391,,0.10639882506835753,0.045323147051316376
IL13,,,,,,,,,0.046812932586155494,,,,,-0.02226267354824639,,-0.05331633376470502,,,,,,,
PLAU,0.03538236584678658,0.07644705408805018,0.03787368277659074,0.06663107882014456,0.005687386388261569,0.021956643234961652,0.09281561914106272,-0.0022629987482391243,0.41123701089821024,-0.07193554061405259,0.024306889865801484,0.06429925042257147,-0.03520090139184183,-0.0030405339021177956,0.0751862769371724,-0.059094189231521474,0.06343323484103254,-0.06392450870763991,0.10723270471183775,0.06652034759882006,0.044201262607714044,0.09807764358866727,-0.051774380706855465
CXCL12,0.039145243535529,-0.0302626628368568,-0.050632572171919285,0.05247058080618015,0.07581466653245358,-0.06942918950233469,-0.07484374809705618,-0.03829388314766831,-0.05324328403094142,0.0268817187516416,0.039060341786976885,0.061224632523968966,-0.041521250941944386,-0.037475125269495785,0.009993057481158519,-0.09344445939515764,-0.025240663081831153,-0.01857390103161265,0.027866596503361537,0.0707349519981075,-0.09402487454469735,-0.16188378717431587,0.0428720486000794
MMP9,-0.010457547347640253,-0.01333675777379555,-0.0037323452157865173,-0.0109664786776792,0.02474798164104399,-0.03329346688336121,0.2342073230696575,0.08673623908942685,0.2880728537303881,-0.00838021730971268,,0.024823655573253882,0.02530153451186245,-0.04308431059372477,0.022793967191528413,-0.1478045947446526,-0.006772726896177459,0.027625054448533116,0.05414065215270182,0.09425424751533108,-0.09805857913257444,0.03755674151262147,
TNFSF14,-0.028431722694443315,-0.04321440039264361,0.008546393870270725,0.06259464896987081,0.03560305673875273,-0.024361077533322933,0.07386718659072446,,0.15264558309680737,0.06060511143342882,-0.013991915764708075,0.13559750262614506,,,-0.04354187411184641,-0.046995251439987805,0.031651715442735165,-0.008919522744951851,0.03724762930438029,-0.006367599050023824,0.008846887737824626,0.04385698131899056,-0.057867351210976053
HBEGF,0.03452626516371463,0.04243469304900168,0.08563039199333677,0.06740773108981615,0.01938425173996164,0.07579100080868763,0.1286511379247003,0.06180289025585194,0.24269998284667,-0.015824511844063367,-0.0021560861492369125,0.06311570623855872,0.05950839453448591,-0.008563722465933411,0.058197953690554985,0.02201618414153388,0.05687478465921471,-0.028231188229194706,-0.015124537530585097,-0.00012162024607412582,0.1449081715552323,0.29027487101415017,-0.01163280843703288
NUCB2,0.05555951422739481,0.04898798636478722,0.014475342663929771,0.00019405868178302843,0.14893445374409053,0.053699145200967115,0.08392317899040627,-0.010579456059456326,0.1162660029476977,0.010074040756823594,0.01356789860865144,0.035363939312885985,-0.021386798619502583,0.012266381100266491,0.017345849052778042,0.0551255776230101,0.013107452464119387,-0.027440662055845114,-3.878693758948806e-05,0.023565453329247647,0.06234033432689188,0.1467567080024918,0.0759251881356002
VCAN,0.04767143543053893,0.030092959746513333,-0.09678690472264044,0.013226211629768546,-0.13428810289088625,-0.21452886422457682,-0.07822289478092007,0.037741899187980606,0.33339929530692675,-0.046534046491300766,-0.0012854625239098695,0.12448533444193899,-0.02558969103786782,-0.001641411244097099,0.01679212452963386,-0.06397939138701285,-0.01622796233278422,-0.0325522546644675,-0.03239311616839197,-0.03512767271015622,-0.02475173403317783,0.15229768948725642,0.023618750304369267
VEGFC,-0.01938332081394211,0.07776714375734138,-0.0405324878626609,-0.01694465158546525,0.08772348209374174,0.01665846411010159,-0.01481838490691874,-0.03542738567456418,0.0015416704139539614,-0.019197082666229368,-0.0010180277536103015,-0.022882924843005564,-0.05276367347981729,-0.019372228002934245,0.05328550340002791,-0.05951068153703505,0.028989385167780414,-0.03732841171642546,0.052897271149476614,0.03719012307818199,-0.037739216134865944,0.18037145370784063,
LMAN1,-0.07502962864527811,0.08134947528909585,0.08364554449295522,0.0038792344285942765,0.1128087144502381,0.1917119627375681,0.17244811647413194,0.042320610451847374,0.3658341344915845,-0.014836963414360797,0.015261592720141898,0.006735487622795449,0.020226504418278564,0.03907867048825527,-0.033827599380844446,-0.03103050700043686,-0.023493022749348547,0.04614946265572218,-0.014714796898160746,0.06227885389142375,0.09899353719087364,0.23441737969847606,-0.06464699508025866
IRAK4,0.053768790039717795,-0.010838893494958736,-0.01827020163362072,0.04739947253622384,-0.006569131377386422,-0.06513802415753078,0.01632832864285494,0.0237765872324296,0.23274916651896096,0.01059480623069025,0.008878873349386151,0.13915288838135484,0.02182089076308809,0.034568805625956746,0.050343891925522626,-0.10344420483290158,0.011138751133244609,0.06582937519354949,-0.029308879666441683,0.051329341059065364,0.05042356000352136,0.06941703418567605,-0.09222098912379713
MICB,-0.0282733445975891,-0.043443623345266025,0.11019826150252383,-0.012120610817202587,-0.004220459645284809,0.06046425806967932,-0.019947375326926208,-0.0006099643565198666,0.152218461400725,-0.03994771541639328,0.005561548381391085,-0.020063803132299957,0.036863292993036395,-0.03921852344788091,-0.014013377309626426,0.11846760194564841,0.004459555546572992,-0.02825165521427057,0.00859281712065557,-0.009604963613528373,-0.04904344334902105,0.05514809086776395,-0.056977286802320934
COL1A2,-0.014956475295185102,-0.047939561445885924,-0.004589984880911349,0.019725956027902523,-0.0640347365864484,-0.08341753805050109,0.013339928704910967,0.01698721838140542,0.4100787263152603,-0.0484126021748931,-0.03635301744717098,0.07468479997672857,-0.14991442661784277,0.029674668966849456,0.022953507645790277,-0.08392419822224001,-0.012299074371709915,-0.08171409365255371,0.004988521746246251,0.06593963834845148,-0.2443595008486244,-0.015522943096900116,0.13269566368078015
ICOSLG,0.022576771158675124,-0.000874171486764504,0.00277372173360653,-0.041125366074757336,-0.01827500499003553,0.082716592949005,0.07310261094235738,0.0217915675724158,0.20079518595737064,0.006480353216070627,-0.01253177678236348,-0.051165145005512266,-0.0041590562062618405,0.019373626842505463,-0.031034076843534347,-0.015452281589813018,0.053758323274366984,0.038014388322218,0.06173042053465521,0.04153744886766146,0.06919411178997349,0.058092081197118575,-0.03277750534430013
GNAS,0.0322159029901081,-0.10150559913952475,-0.015441109580004327,0.008638294076632124,0.012211535908641828,-0.23303834379678887,-0.1479395110160683,-0.054061601019015366,-0.32990347433320283,0.02007056987806776,-0.04983183799614255,-0.12127071761364708,-0.07624786667015841,-0.028036185738293095,0.06603320446569867,0.014805216026186632,-0.02954280177034917,0.033545131325481696,0.06492504622978457,-0.0035209661838334263,-0.07953693633992723,-0.29445172854184254,0.023330260496480626
C4B,,-0.010630913659952602,,0.01237513097244864,,-0.04291592827764882,,,,-0.0027628949318146464,,,-0.016993072332477474,-0.015648205022425032,0.006158121098793285,-0.033804641576396434,,,0.021844812539537753,-0.037160151327764894,-0.03273039750274544,,
COL2A1,-0.018205894180695285,0.014937644160895474,-0.07217165822062424,,,,0.08492706939772353,0.05817274160898613,0.036998842877590365,,,,,0.00547581382030071,,,0.03516321840637745,-0.01229973441840797,,0.023801555314882802,0.00814168788817731,0.020734079186265925,
