,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CCL23,,,,,,,0.0002883132064700782,,,,,,,,,,,
PLAT,0.03512999061138385,-0.008580017504930948,-0.010016226461878344,0.032660829495014934,0.008055343828611729,0.004336120548180992,0.08857834174494375,0.019834976691023458,-0.025561821798907265,0.046099458785446815,0.028070743019339348,-0.0769893310851335,0.047483101492820395,-0.0395170543813458,0.022183426832214873,0.013939720672487313,-0.029271021415399726,-0.004393912117062973
NTF3,,,,,,,,,0.06526731761977744,,-0.021506899091596983,,,0.059387843694114595,,-0.0022845230330232912,,
LTA,,,-0.018000960367306442,,-0.025116247973662253,,,0.04306815759038767,,,,,,,,,-0.025166903676745275,
CKLF,0.049680026037284976,-0.04611298214934301,0.017625548464680715,0.0774412810668723,-0.024015517767532687,-0.0135995365588047,0.05544216440853136,-0.03070997161970678,0.03299509980555952,-0.07366747525838559,0.02109564622094411,-0.02393816340092313,0.10367828224521264,0.08619992428291345,-0.04113081467401166,0.0004564969672189819,-0.005343232832470487,-0.02219393866995588
APELA,,,,,,,,,,,0.025135668495583203,,,,,,,
CD24,-0.06492583637943848,-0.03991498956684631,-0.02658301757825652,-0.0019235104817044559,-0.01054869341815278,0.023314333650946685,0.03103819579356177,0.039048240471918294,0.07473613306356723,-0.08217955828339708,0.034874107942870956,0.06752682561035789,0.060713863145544424,-0.026035536033028224,-0.01567560583658957,0.015081822164963211,0.07303056907837854,0.010889129738565964
HSP90AA1,-0.07184122079337026,-0.015244970731223748,0.010791992198688517,-0.012495821769260907,-0.019860274611613486,0.05312556609753023,-0.02104006559776726,-0.0009515344268623045,0.0020148204035614777,0.11998266592107812,-0.0223411946718899,0.0012738120236786324,-0.10161556690616096,-0.05756917153794145,0.0055823600954997415,0.046340282949793254,-0.02651210460556886,-0.031962834829646326
BMP4,0.013267606497918203,0.010682414646715228,-0.019082073205744045,0.014952820898891297,0.011841777877203828,0.003896509502068829,0.006006460708654389,-0.0619847409370189,0.05772617529041831,0.04004929409859318,-0.008248238980534632,0.04944693890457013,0.05816819600973256,0.09364041918051771,-0.001282568974456347,-0.02830118009984618,-0.035843814928555,0.03238253226442592
SCGB3A1,,-0.019108606211121978,,-0.03850029105758575,,-0.031099756469740975,,,-0.014902372860596792,-0.028139961375281963,0.039374672732258115,-0.051236484592395944,,0.015043746118299674,,0.0299687727775846,0.04125318782622995,-0.048943617198229004
IGFBP4,0.04025435701097519,0.008750697316174711,0.010609081088191414,0.044179100065002495,0.03711156231296897,-0.034646004234907095,0.0678353876010573,0.006989077071427306,-0.025076194208983642,-0.002622447982593744,-0.005569492495095388,0.020837998284456295,0.03918972684254475,0.0016608083001142795,0.033840895103515456,0.04512420077014846,-0.0064932900914622975,0.056646892810821456
RSPO4,-0.021248680734397906,,-0.029100608331847844,,-0.02317314866593529,0.03465705551833708,,-0.014000133384535958,-0.014902370680787648,,,,,,,-0.02598268374626272,0.05740874382576879,0.03619588917323531
LEFTY2,0.002146387686993368,0.02983535515201273,-0.018222039548598475,0.04607436507425939,-0.02404473320288936,-0.04895207486568818,0.04872266839517416,4.9811935836826836e-05,-0.01634063171148164,-0.017003799867449928,-0.01747183271907926,-0.024063196290519895,0.16185374170689684,0.027805452809165573,0.11799751220092522,0.02765318169491242,0.03311153785375443,0.04107041484309462
PF4,,-0.01982211156406882,0.02219845352099789,,0.018271953215662613,,,,,,,,,-0.018822381334324876,,,0.04442255675472818,-0.0240584554334777
ANGPTL2,0.03605369525315457,0.0009105683763949197,0.018810807174567276,0.04945824267582262,0.00010562488089400506,-0.031246469090252013,0.05173213210509718,-0.03948859936205791,0.04337785254048945,-0.08534596382133573,0.023396004568671257,-0.027822581306099776,0.04906112271843739,-0.011330674388543113,0.017009226856175994,-0.0004636069999578989,-0.02664759062149307,0.03662170377066453
LRIG2,0.04337381658591154,0.01379240156551709,-0.06670859309634629,0.05055375725853077,0.030617252597326457,-0.016090121950608684,-0.006606179105740387,0.02521055497560831,0.005492370982238811,-0.01475634834150003,-0.01784678611009742,0.04702503358617097,0.07972524317539509,0.0051538816842211736,0.03645001093272204,0.02325074186109337,0.0063417463407712035,0.07322530589652619
ICOSLG,0.06913036046672123,0.018188488711436208,0.01580232187582123,0.07226176056239603,0.009887666750509144,-0.021004551746530035,0.05912850117463843,-0.017540732575228073,0.012042412886702379,0.004179244799485075,0.00534921368917876,-0.037864861186474495,-0.04738363219356628,0.026062230953775592,-0.015049344476675454,0.06985400711009082,0.09129836509619395,-0.014820887511273126
WIF1,-0.035509764275187185,-0.005943837390148275,,-0.028194461748994416,,0.03360955503541818,-0.020991162131873634,-0.019395424508138928,-0.01799611000839554,0.002300505818896986,,,,,,-0.008714119182378076,,0.0017169812014545954
NPPC,-0.022695273152319027,0.012323411331524706,,-0.004209157460056126,0.005804544417652549,0.01687586977121939,0.08412058253678446,-0.029996798515073385,0.07691874351029865,0.03205510664403201,,0.19368160414945643,-0.03695007309720705,0.056457276708263573,0.1312459800367306,-0.0251309524125561,,0.004115301914989313
LYZ,-0.06717941580937858,0.011343680797029255,-0.0037882612701554755,0.01721636573686301,0.025027213070175636,0.0031015308683583916,0.02321362096828567,0.017392648643567724,0.028382728973130905,-0.08683274774504347,-0.049190624585889735,0.03873372743037253,0.07053486280460343,0.03712338557417725,-0.003550108152259886,-0.010826034675256162,-0.005327943309735691,0.01584677458285068
EREG,,,,-0.03703860819079996,,0.09406168867563772,,,,-0.017491940900974022,-0.02043058136720517,,,0.025378065549225424,,-0.03236187067584944,-0.015380512699885197,-0.02769840910730903
SPTAN1,0.0224423192633933,0.017218491263759354,0.011310762655870832,0.09404125691079511,0.012375028068168644,-0.06767898261696531,-0.011539449424289973,-0.02532405171685672,0.00891359126322479,0.1576980843144342,0.013458041385550241,-0.053638104207952036,0.015689701911834296,-0.0017223426024436748,0.049047865576218874,0.05208160239986087,-0.003235054331363634,-0.039102309284471
PTH2,,,,,,,,,,,,,,,,0.015525648820938553,,
LIPC,0.06991336527569528,-0.010433587487382125,-0.02464422677945591,,-0.021512788617865115,0.029336208206193433,-0.008081878360771719,0.009701506662492542,,-0.03132774734265818,-0.009551107070057687,0.0006740312197696856,-0.029863091170450645,,-0.034600408310365316,,0.035264462264173665,-0.03751772113425087
COL8A1,0.01942485609317677,-0.004873327733766907,0.016527176125603286,0.06826065416724623,0.06512292490461725,-0.02755266372868103,0.0414304352857857,-0.02925918991115964,-0.017324748614164477,-0.07210898524902619,-0.05032563990292615,0.04369583079280568,0.06410264315008563,0.04540795802626527,0.10315413162615757,0.02060122621611367,-0.03994269397581727,-0.01588497122842361
GSTM2,0.020523824908931922,-0.02022734911980046,-0.026795172999833975,-0.03163005586071257,0.06933632430732706,0.010054341877891216,0.02249326358934941,-0.05499051292426319,-0.0024428408265761556,-0.02782114750523875,-0.016636451941618793,-0.06159105712889105,0.07640253481219664,-0.021483789220683606,0.04665828540191039,-0.0412472382173352,-0.00802605583534124,-0.02239429550127414
IL4,,,,,,,,,,,,0.059595822077129997,,,,,,
SPX,0.012276313692240423,-0.011430995229511806,0.02792212024373946,,-0.0007097513919961135,0.020901966868343367,-0.052072285002597134,-0.0026955506880379275,-0.03611912449674336,-0.05780121836401982,,,0.03996060086052055,0.011888599912693558,0.018889525051846094,-0.014656115072857745,0.04301982244785398,0.019895068439366517
MFGE8,0.06328965823580872,-0.00015565947680183412,-0.008499526837699542,0.0392789607261345,-0.025932464669718165,0.020134709358589565,0.05052948693451901,-0.021167252929853952,0.01562881162641734,0.010269722338867217,-0.021789964762522037,0.021310768321895098,0.05319630005638217,0.01195439817620258,0.0634671298484415,-0.05453572636991592,0.020882895892332068,0.07182362794204085
TGFA,-0.008947845204091297,-0.03678593718288087,-0.028600211375536467,0.020584353016758265,-0.011195536183593927,-0.017850372333287196,-0.06255031342837886,0.030443946473687363,0.015977711416235458,0.00034056637149067984,0.0001595680855561057,-0.00039430962392301896,0.07083456230409198,0.07290678549611723,-0.026363549224708863,0.032247316502154774,0.07162961307313444,0.05825428570031391
SLIT2,0.05458616664670418,0.009335622322178423,-0.02674426190804153,0.1397565195378651,-0.0015320729632368865,0.03748205751175847,-0.012654417020964249,0.03920712722239852,0.06046217879793055,0.08303510650867127,-0.03383840659389997,0.03123413233280818,0.20040585605684955,0.00798871192027254,-0.041909918422561504,0.012698313753042126,0.04359200642885664,0.051454535425849476
PLTP,0.03520214382954245,-0.007893412325445421,0.0026207937158498605,0.059136965319606404,-0.025208938705937732,-0.0755272067984884,0.007350111279019655,0.04299383241883269,0.02168380531798309,-0.10437817364603624,0.04614998724423175,0.012336437362350575,0.12228879913150699,0.022088055613539787,0.12949870169037533,0.03152511629052214,-0.03657432736337007,0.038733532788708724
APOD,0.03202867459673573,-0.06069050465247357,-0.004227997309880951,0.11152980224853447,0.010198959655825787,-0.05006625623921743,0.024134732705841187,-0.020345725916297304,-0.011970038656332872,-0.09671128974326564,0.0016184291877283624,0.07670439933803136,-0.11123035829674098,-0.02214139501591479,-0.11121919114456644,0.0044313903175814285,-0.026690187605885773,-0.00015753236256324334
B2M,0.05755688188093935,0.019161276797805084,0.02083307398977969,0.10681231090851093,-0.0216545628462865,0.010428497013164855,0.06423690087862212,-0.008151921690977225,0.05272544166451812,-0.1303517829398621,-0.01680908471322728,0.046854066044713795,0.034294771973885675,0.07230872632192908,0.0687934872828882,-0.0073089057091662675,-0.041202557490039225,-0.028025826232158074
OMG,-0.03760248130976678,-0.03214072633117032,0.0010975547908165886,0.02090757938264202,-0.010428656178442311,0.007314811793938008,-0.04461019047599555,-0.029062090952069793,-0.02697283218566834,-0.03261888480759852,-0.012938799433445907,-0.030885447947362452,-0.05161109812885839,0.03406708672747627,-0.06492589309479518,-0.054396511368213545,0.08519980219719613,-0.03480771523913625
CXCL3,0.0019056717802296177,0.021110119326647168,-0.014234741877118139,-0.013986256364707286,0.010836466884224771,-0.04773511785927582,-0.022390145779946503,0.013252881607994253,0.058083448818190865,-0.024624188799757685,0.06520864987001398,0.01030813282521233,,0.049879846377554195,0.026038491692938055,0.06922386089160175,-0.04048771475234087,-0.013493931200779696
CXCL10,0.042376632321001466,0.005089713010368086,0.05258455526454221,,-0.013311160448451615,-0.024854878021709763,0.04121207414852677,-0.014507756081876445,-0.024217652118099304,0.02917089940646357,-0.01763043969639204,-0.017597226481180617,0.0815116246326225,-0.025246269911584306,-0.028188860693507095,0.007152243559477433,-0.027239882047561635,0.0002940545389405535
RSPO3,,0.05604315565613156,,0.09681883087120494,-0.019855426509894095,-0.0028161153076111155,-0.028002395415838984,-0.009258896906790845,-0.008528367623746395,0.06628487366511267,,,,0.05239494472806871,,0.020238599456661652,-0.017935477217360912,-0.02480892237701678
CORT,0.03183620819846245,0.04493934054942437,-0.02924349869513046,0.03406338767944504,-0.01600920290345459,0.00121961816430204,0.014094872270326797,0.005955677431748043,0.02042872189744214,-0.029661358216466698,,,,-0.019696665398060746,,0.0289491524689349,,
NCAN,0.09779360379611177,-0.021703984040637964,-0.02758357167794615,0.10908898784708526,-0.04548825775352962,0.03608805625869851,-0.00026369974397158003,0.023654212458277837,-0.028748364584662192,0.008540767380146717,,-0.04120830439004998,0.03276263355049406,-0.028314513220625455,0.0749050655159492,-0.041438119503086894,-0.019832146568759472,0.012822034476406329
PRG4,-0.00383943028111916,0.02045219814255281,,0.0014047368317975887,-0.01959644970044611,-0.024881911451613607,-0.024257682313623057,0.03894595947991661,,,,,,-0.029063635113481565,,-0.01988468003805854,0.0337728824358857,-0.018076748745327893
ZG16B,,-0.013266911597231631,0.08083093223216016,,-0.02274407651809204,,0.04784708189502052,-0.017171379716210987,,,-0.023048520520683957,,0.07042866798583905,,,,-0.022363609876121803,0.027562642741471806
TGM2,0.09082801898352523,0.011273484771003896,-0.0031193310618805497,-0.06465775737489443,-0.016668286309421392,0.011320832578872543,0.06999321635921735,0.01105082648264285,-0.00960728162038276,-0.06491507188128276,-0.014775764589365893,0.07533353866341334,0.08990460139892194,0.044216470136832775,-0.007009030995191759,-0.021593278898734563,-0.021460435966082363,0.009293436329681463
VEGFC,-0.003025504515117244,0.011683784962766973,0.06509501715127296,0.07909055058313727,-0.0025198252841375293,-0.03830150679248267,-0.031982231092919734,0.04632321953824584,-0.01663334621524309,-0.01976581705589724,0.02475127926512264,-0.028096375270825875,0.018566676269683866,0.04073653687737943,0.026881119847281493,0.0019191307186395231,0.04243331102902266,0.15531049705303154
WNT6,0.04880458391663769,-0.03083131677084373,-0.018222040026826848,-0.053510467527544216,-0.015952136878178,0.04395853953556755,-0.02385425414939703,0.03897271401800249,,,-0.011189700458989564,0.07085029882533873,-0.03262361783930579,0.1000348761127626,,-0.022825270176750144,0.09901834804035756,0.002164935962953985
NRG4,0.09059163569956763,-0.01759969893645804,,-0.026997856385779753,0.0007689451383668158,0.00510337142072887,-0.03021448218681323,0.0019621440856708167,0.04233194765635728,-0.02202028979010824,,,,,-0.022161498075413212,0.013220723798619468,-0.017935479227499995,0.030047062454516774
PMCH,,0.06356870542223084,,,0.013555399891303964,,,0.04288160809483362,,,,,,0.0023182553736902684,,-0.019754746648901016,0.018044220497308656,0.049509344210432
COL9A1,0.028882981865845463,0.049794722694665464,-0.006175270408441589,-0.04175264327335508,-0.024909350069459074,-0.03644221462783504,0.05238499985476722,-0.04017486307072186,-0.031567892369774316,-0.01724945410871212,,-0.044056312170946424,0.030872683261400115,0.024243168895814675,0.06332410260598652,-0.029303416022744014,0.035692790756180016,0.004705598209130743
