,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.018133713733577222,,,,,,,,-0.018219032045163442,,-0.020377999556483818,
BMP1,0.06354695124259917,-0.02045334194326889,0.005478554267299605,0.035953483138918683,-0.007313627779585072,-0.054788994717373134,0.03844239061450959,0.012295745579870716,0.0034373080821515096,-0.06673723959328874,0.06570236324044623,0.02702705230868305,0.11059327053041086,0.021697830575239444,0.034405549865690624,-0.00922557485360482,-0.006839376670547143,0.043064308937145884
NDP,0.09038770768472171,0.045759069084544274,-0.015263137906000398,0.05288457366675691,0.051757197725622275,0.033128997221349245,0.024507922881826474,0.02106745133392182,-0.007010560034127612,-0.08415589968463116,-0.02246817029798951,0.01224172401890425,0.05766240429981172,0.07217212172737132,0.08461213022706077,-0.023949308479541076,0.013788132726525532,0.045237622985000094
TNFSF18,0.025723489493690653,0.0007410721157669183,0.040050047537359836,,,,0.002847334294622683,-0.019857198421265987,,,,,,,0.08768248424018446,,0.02444838367600513,-0.03118918629060927
RTN4,-0.027936838293960018,0.12078941738535134,0.053835306748929494,0.015808418589264992,0.024873171682001007,0.04858806847480571,-0.04455026448633821,-0.024972004166207932,-0.04548804433313901,0.10099601370583004,-0.0405360551978014,-0.038414766246465136,0.006730344491599508,-0.05017116469108852,-0.09708649878485556,0.009637534555215528,0.04016375800307074,-0.03404361033345719
HEBP1,0.01454740882455611,0.017471512358304627,0.05283399034084707,-0.004674581315663091,-0.0009562311623919158,-0.003542778328212243,0.05181946430330924,0.05514501068707333,0.042875285327148675,-0.07521630477556561,0.08089561969978165,-0.02319301438398146,0.06398645952874868,0.07111534861091882,-0.007772460635089451,-0.005854014661972475,0.06765929588323731,-0.05702692841489565
WNT7B,-0.03518765641185864,-0.004512442779097506,-0.023455855758713492,0.08853719302661824,-0.007172427380054785,0.09892663361608822,-0.037463386818395894,-0.024556770690304347,-0.01711057933804774,,-0.020053456358602728,0.22498035451307782,-0.04659519361343863,0.059936447120658064,-0.03928924823543203,0.01564408517415252,0.02594155039888025,-0.03506155571939966
PTMA,-0.07188211286009748,-0.024080321532807033,-0.006786930888014586,0.10903613213445629,-0.048213050938730254,0.0005632961241376956,-0.006376080944403045,-0.023723360194936316,0.05080835612696645,-0.1237824723714021,0.011264853489782092,-0.039291908258492624,-0.025032753632447804,-0.07809405641237607,-0.13342208770264327,0.006520075580956867,-0.03190732048611035,0.04530194817191347
FASLG,,,,,,,,,,,,,,,,,-0.01767383206328341,
CEACAM1,,-0.024073129491264354,0.05631528704810685,,0.02137313745318572,-0.013655248922817598,-0.03543574127968241,0.04762301862964457,,,,0.028326193109381084,0.010762305506719172,0.09265863295349609,0.04574442212999759,-0.0032164404916992695,-0.024590541502624155,
PDAP1,0.08100458593116248,-0.022408434294828077,-0.04012033804482427,0.04645464759312732,0.03483683929607201,-0.032401597324598234,0.06633921503439953,-0.046281152893184706,-0.027346507131877126,0.08369143081643175,-0.023278798196173876,-0.11430660279793363,0.06887108906436955,-0.035338873901600266,0.007560229391232293,0.017148297236409846,0.04601392619261122,-0.030709664641806706
QDPR,0.06883939671967133,-0.01963200087720262,0.010159305972190705,0.012265132342668057,0.04896053171584695,-0.026667155005834317,-0.0671174766279857,0.008351754068007708,-0.05441773282302716,-0.09229078020841185,-0.028688561835696357,-0.06782316214509565,-0.08862326257815648,0.07367213531354416,-0.09429970343701861,-0.020235744931589493,-0.026281410259470193,-0.02954280513015908
POMC,0.04156741330688923,0.020985606768967813,0.02906888798090212,,-0.007040363354378244,-0.012578917598628619,0.011681331122863129,-0.01083015834993589,0.00010285974913747509,-0.06104556544259447,-0.023905543818145955,0.0017666572987100927,0.06985362344669417,0.07368677994845756,0.0013053288622290973,-0.03413760828815097,0.020530826931450984,0.06302290132750323
CCL18,-0.027380441826580282,-0.007113845950350634,,,,,,,,-0.03555476607950382,-0.0019395548343625422,-0.020134207783426405,-0.02962789406783785,-0.004138468736858759,,0.051086075381846036,,
CCL17,,,,,-0.0074052092839566215,,,0.022031105170542093,0.03296918909625239,,,,,0.07411096222730416,0.016883563736268495,,-0.01601934364728417,
VEGFD,-0.03155411972226853,-0.007120826737670447,0.011618337755475432,,-0.023051433441807382,0.04286385416268769,-0.030378834759380958,-0.01613778489349105,0.00293278884176261,-0.01888635762416647,-0.01615155174816644,-0.05123653439893154,,-0.02160666560154345,0.033524630466380906,,,
TNFSF13,,-0.02266990307662336,,,0.008551450449743654,,,,,,,,,0.03988430368798693,0.05336852101374514,0.03972435895560303,0.03635606535090114,0.04563898077274191
WNT5A,0.0761455884779081,0.07999010281523346,0.040999637472424785,0.06308442556980674,0.022476697886083544,-0.03474517094168173,-0.03229599486451146,0.007137411159194656,0.03895049395963246,-0.04264512251880607,0.005850301686221772,0.05622044881001999,0.027777482389045392,-0.035060115154416316,0.01714014048665538,0.010284327932215646,0.00936713026065336,0.06835298726335186
CXCL8,-0.061018079724131674,0.11947127922169049,-0.024141449730950525,-0.05307676066851291,0.004786590444880503,0.022877008417810138,0.023256145157127112,0.029157334833272697,-0.014466302163742333,-0.013962922916871057,0.01682914993577481,0.12494054425098824,0.006218512211100647,-0.018933507381096986,0.024313267288698804,-0.059115986672043666,0.02457197581890506,-0.03846824166578991
GRN,0.0513511915097419,0.0006637577198807744,0.0021495309403008795,0.03175333940019254,0.07658413469070335,-0.012791070308099249,0.07979791259901113,0.01710861964036304,-0.013909197759595768,-0.07070376811097422,0.0346574189426003,-0.03486522349385495,0.12446519172584924,0.006259976180697972,0.09313817063255267,-0.0067747486832051935,0.01664479850554679,0.020521698008449635
MIA,0.002242071024446659,0.015171511325532286,-0.022929385069373212,0.025085681377461942,-0.0037734515125078024,0.007137082622317894,0.045902589299012087,0.006868585031350702,0.09461877410340228,,-0.02190440584393615,0.03575597971178543,0.0005683861458352438,0.0930212187662086,0.09971219663373701,0.05729945074809118,-0.030439740408674074,0.060113929111326396
COL4A4,-0.03924573452587816,0.014884528558319099,-0.012281404140999572,-0.018023700976151427,-0.019033768872585215,-0.05679784543444712,0.06697566223670663,0.03960444495978398,0.04063847863307472,,,,-0.03745891543417562,0.012654780701277893,-0.022776934690779824,-0.0038411711860790415,0.059996228762902115,-0.03792122622254729
TAC1,0.04744081397913185,-0.005087254238491141,-0.02346335493947074,0.09134504757783335,0.027036772650841954,0.042148938359006426,-0.041558584721973726,-0.01232075378934547,-0.02947164050469538,0.09778812249628831,,,,,,-0.03600356304082481,-0.021059056139778286,0.003280822244049383
RARRES2,0.00565727721641616,0.028649672432192096,-0.08229650191434847,0.043868373988344755,0.07379595986718686,0.026489248026626645,0.018929440323873763,-0.04819076957599129,0.02691161289861738,-0.10110463360382604,-0.004687154117286809,0.02611124023515897,0.001993540875146422,0.014170265618344722,0.04267849052233219,0.011602587438503988,0.040575127687498366,0.007035144080055749
FGF7,-0.0198253908314019,,-0.01800524859581311,-0.024004994405346994,-0.026963900039482836,-0.016925068865947336,0.033918836334716075,-0.0037471159390986505,0.030820243012584635,-0.04384623494544684,-0.03519115486798435,-0.010538308949076397,0.1032319691918172,-0.0025565532013864067,-0.011286132915354609,0.0120154376859365,0.08334653642687971,-0.024376351324992558
EFNA2,,,,,,,,,,,,,,-0.02053568966971745,,,,
HBEGF,0.09625705299710258,0.005364669488739347,0.040828171103163884,0.0655924018013741,-0.03413416282306475,0.018933208621614406,0.02763437279195937,0.03696268703520399,0.026485557535942165,-0.008915335513539624,-0.031617668771647754,-0.062019361801057146,0.03373516006315265,-0.004921506727579199,0.02621861332380581,0.00048432007777866214,-0.0270122085261814,0.06924936601463628
CSF3,-0.008076112265932394,,,-0.00634582495830627,-0.0006884166050254094,0.021420321493951865,-0.018905511839288746,,,,-0.02426489999581613,,,-0.023144353394468884,,0.022237131631258563,0.007753248539224527,-0.03988879119543955
PI3,0.054757318111165076,-0.0316043891958605,,-0.078799607817081,0.01939350603025376,-0.03916692778832869,-0.021287855856786598,,,,,0.006508785440785359,,-0.009339221628809227,0.07588283954426306,0.08731103400006193,0.05416351049596306,0.021859706754945668
PCSK1N,-0.006837979865111472,0.0014017351663098154,-0.01583338170288244,0.04153522012549314,-0.05195342833100447,-0.03727418967316548,-0.009479650088667978,0.03455521120288938,-0.03530714882028811,0.07944868507598156,0.02223319673642101,-0.10366780350069459,-0.015172176650500491,-0.06157856265512424,-0.0029937297678380844,0.03810964620232552,0.03469506902985264,-0.015333914978507666
NTS,,,,,,-0.0006396863349690198,-0.023237148220307185,0.04362305545731415,0.041281657445539424,-0.017003788671583274,,,,-0.025018840939768326,,0.024144512925547087,0.04339612314323412,
SFRP1,0.032101552587990516,0.02696167856423637,-0.034079906539552354,,-0.013408199234039919,0.04411811556692051,0.06276294561803658,-0.029831872716460473,0.0205203636444765,-0.020658450579524826,-0.0036187304245856255,0.05409276630895047,0.044795633277876376,-0.005674260022621178,0.013325581895941978,0.03599033180358751,-0.02439571330929751,0.10194657307908353
CXCL13,,,-0.020404997154625206,0.09884265781675575,,0.009255231560133805,,,,,-0.008724519411546804,,,-0.02779885682216254,,0.010035877974857532,,-0.032355228109924236
MICA,0.007956863930531924,0.014612637611184148,-0.03128772736787957,-0.0428253506065574,-0.028805292990144202,-0.02402055722817647,-0.05238479345258175,-0.026036001270328908,0.035173784574439114,-0.05413145082875377,-0.028926708716090186,0.008890239141946855,0.07984857438565762,0.011812161490811192,0.09853703331892341,-0.0038718537693359497,0.0321955747606613,-0.005425949817089513
TG,0.11103918343240297,-0.0010042341055147396,0.053321852580746405,,-0.016408678026515397,-0.010255137752506584,0.010527423803566367,-0.024950598728815117,-0.015326499469576187,,0.056883881771267755,-0.07185978427161605,0.026915811404822163,-0.030813437587601085,,0.022270327154495027,0.04360050995700145,0.08884673045078952
ADA,-0.040034162486200085,0.05984606418260987,-0.009316439953908136,0.05222451026164356,0.011582253609280046,-0.04813330786721697,0.038479856334630934,-0.042351742391878104,-0.0024918057459548293,-0.05539539544363691,0.0062489719992984815,-0.0549078800591042,-0.022099033384189254,0.026372132923841704,0.01767097537414071,-0.05685403634680544,-0.017338864169061254,-0.03437308192967971
LAMC3,-0.010602640531706967,0.011621918387697147,-0.004533310284834652,0.124468018030429,-0.02080952029245768,-0.015157120198440205,0.034152163451299726,0.04230748233635396,-0.04234986202717676,0.026513007388695865,-0.013413911542885036,0.07223161295761481,0.06729392899351648,-0.04143397751076756,0.055614301760663676,-0.005491507884623956,-0.06065946249487688,0.0411106000167742
CCL7,,0.052596957953174074,,,0.05302658846876859,-0.029414047027271868,,,,,,,,,,,-0.017673825778679684,-0.000204316162700528
NGF,0.08789475355093697,-0.010453933547940204,,,-0.019083751429008353,0.013669138157082128,,,,-0.017003799867449928,-0.03452573854787608,,-0.04402892114661101,-0.0004234288273097054,,0.035796509339709376,0.04518602840950652,0.08023900776082471
TNFSF15,0.03479581215091231,,,,-0.021821601790951294,-0.02898255224346525,,,,,-0.015452365259607045,,0.016795630960388667,,,-0.018578187359588123,-0.04669730763248024,-0.04414675531819901
HMGB1,0.0029534165991507324,-0.04574998023124841,-0.010890234828318504,0.0857788494898152,0.00779665468722781,-0.008449818064811345,0.0682370460574673,-0.01479815402849993,0.03097697513451737,-0.04597545973687141,-0.03715192270841193,-0.14691789061844224,-0.031929513312139626,-0.0046726291860609585,-0.06794620129634472,0.05219382509053296,-0.021501845126675925,-0.026679452080734144
ITGB3BP,0.038175938338090125,-0.02031674128555334,-0.009492235817517408,0.015070528936451671,0.009680239969874186,0.03368176828526522,0.06003254154527031,0.04830103496385681,0.00610938789069193,-0.047214634685389174,-0.015432060578921363,0.009342973035015547,0.047571845465192775,-0.02837318400869949,0.1238592009654259,0.0017564307700552297,0.019995679650228255,-0.04006174525016161
AANAT,0.030877264889119772,0.024007386853847228,,,-0.01985542797698542,-0.026115012894793004,-0.017053283298498086,-0.022438219248576263,-0.017667101439435506,-0.01598607255957626,,0.03341616486338241,-0.03085869361787438,0.0026536031124314652,0.08599423593846714,,-0.018699644710875134,-0.02435604677495917
RELN,0.004955138823178181,0.016099456152051037,-0.03516240205270943,0.012832435657542563,0.0625971996307346,0.03191537214982091,0.019910169822959164,0.0590623714485181,0.026859430903654304,-0.006107780648996556,,,,,-0.009366245804013995,-0.022440436968968924,,0.024400714800176092
IL15,0.0010247710563453848,0.05292788539749851,-0.020770725244201666,,-0.008618267973144694,8.847659969001677e-05,0.059068812004999804,-0.0202632009867214,0.014947643839130194,-0.03275903341533922,0.01646545414458566,-0.07138695106387362,-0.024768902567645315,0.023446359768083593,-0.02254940818109907,-0.00897500766403165,0.05551156955923452,-0.007765354804373755
UTS2,,,,,,,-0.00108292064693595,,,,,-0.02307244777548402,,,,,,
BSG,0.01115485193458057,-0.06475650542411404,-0.020503608932667464,0.055031935693368214,0.003360050830657776,-0.017931347649052923,0.06989146471543556,0.013842379339206658,0.04289682879727764,0.07667837952791261,-0.050659282631153206,0.05043699155746201,0.05344970820533905,0.10588442183438433,0.06678403645901626,0.003859043425117964,-0.006868189002733815,0.04615891906160709
ADAMTS3,0.09211691106449403,-0.0656944543659564,-0.043009052591815415,,0.09987046275173234,0.01143510169719701,0.050145877566708665,-0.02003203620971238,0.018200627672683146,-0.025669876216193963,0.058952302101015666,-0.0487297765061717,0.041185293957497024,-0.011889277502457237,0.05582164104379383,0.06477436643043763,-0.0011652662461507902,0.0493079475363976
CD34,0.06004723136385817,-0.018625622975445517,0.011914921497268242,0.06991161355075555,-0.030855758049493483,0.010205018658322506,0.008775882152202473,0.006935423210882807,0.020818112630398903,-0.02320248179080729,0.005782238689013708,-0.03828283219243954,0.04522732111322973,0.13340118358025302,0.03803320497658676,-0.03229411302884709,0.006209840338511939,0.03523188748817292
