,UKF248,UKF259,UKF260,UKF269,UKF296,UKF334,ZH1019T1
IGFL3,,,,-0.012644882172752812,,,
BMP1,0.04396236563822342,0.027508481767173323,0.011141256926882618,-0.09086776543306332,-0.02464544241345295,0.05651159930791267,-0.030559313967666795
NDP,0.0214101120516075,0.025327494587946833,0.027199388446446142,0.02848504611947657,-0.01033611862468815,0.021726846522724216,0.018615743181342567
TNFSF18,0.007936535875746577,,,-0.01877727041677264,,,-0.037305228532209404
IL36G,,,,,,0.04886661082349738,
RTN4,0.023312304061250056,0.01855231485994076,0.015587085801179856,0.13294976814198578,0.01711091613080999,-0.046504052795660986,-0.08847652579282171
HEBP1,0.052486402323789434,0.006392089706787085,0.06664365176725488,-0.058504527634950905,0.03367778589532076,0.017842921722261672,0.045667891679231125
WNT7B,-0.04550473490363862,-0.029128023785956983,0.014663578021412155,0.011395977164798125,-0.012913394956853117,-0.030990739591039276,
PTMA,0.047404993313652784,0.048742952124217837,-0.02621153683930256,-0.022390478580699518,0.006996733776327012,0.021382853341318828,0.015507508695082203
CEACAM1,0.01007545192387933,0.0008188072322634944,-0.015431750475472973,-0.024709818395117267,,,-0.013276487046102542
PDAP1,0.01099956448923754,0.04068766384093748,-0.044724643602890676,-0.061182759241690705,-0.029841299717581555,0.0029934287996361817,-0.03788898356155147
QDPR,-0.04691972310861531,-0.04345735827797097,0.052670268335262733,0.0728942660284532,0.07069143657712793,-0.044541339030201695,-0.023560062460635616
POMC,0.08343611382647924,-0.011415621223799768,-0.037766104625014604,0.05995064920318858,-0.001640269792323476,0.016337716870053996,-0.039970274302649524
CCL18,-0.03387308994286334,,,,,,
CCL17,,-0.01949498182528406,,,0.002010395459057485,0.0002468907830424044,
VEGFD,-0.0338731006991559,-0.021719562578760006,-0.027266468795469418,-0.021183569550158626,-0.011723843330379456,0.03711451364077121,0.02235023142157862
TNFSF13,-0.012552520930096787,-0.013447202152504133,,,,,
WNT5A,0.033531017501550256,-0.03618996048393011,0.10115082141775067,-0.05856085149426359,-0.009213477304808886,0.016778900600035524,0.03023740871692892
CXCL8,-0.057939752966693375,-0.030230438820324113,-0.06767586199008457,-0.042121099657526105,0.015118016743668776,-0.005938946035904413,-0.03339878261267173
GRN,0.026477624464976993,0.018225329360789057,0.07471306320505798,-0.04952603764016789,-0.03818129527838951,-0.07909371611400304,0.06202314421250047
MIA,0.006809431769042866,0.04032565787839548,0.009856556777521364,-0.036121272964968115,-0.013333402769890954,-0.03780707774520507,0.05469056551042323
COL4A4,0.04653851557313069,-0.046985538951960025,0.03640716460107639,-0.012460592812755269,-0.022399056283070082,-0.0366742680213467,0.0028282521269391817
