,UKF248,UKF251,UKF259,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,0.0664097237123248
BMP1,0.04937657573075068,-0.023881819794908287,0.0196111966200283,0.040011059233430214,0.06075966529742285,-0.020625695963225717,-0.05113385824946089,0.05537088038721071
NDP,0.013543079557210558,-0.05166681889169153,0.02305521722968104,0.04525776627214195,0.05278498440942945,0.01874836666944965,0.05787320197917189,0.021710353234526112
TNFSF18,-0.02723213112352285,-0.005793700740317711,,,,,,-0.004544123792407272
IL36G,,,,0.03639983564164312,,,,
RTN4,0.009951205956905336,-0.011539909188928298,-0.00928005266261938,0.038476341685743425,-0.0027497159358595945,0.014075764755110763,0.07655102027318444,0.030075209902225557
HEBP1,-0.0061194483528105624,0.014259275249355403,0.0409592083482981,-0.005448999976431287,0.004434662178666293,0.04151514075624966,0.001233001515815189,-0.01231309330296811
WNT7B,-0.023686747848641887,-0.01843458049121461,0.0287228067080979,-0.014672968809983266,-0.057263672607792956,0.03314772522589975,0.011761139275627955,0.031316768811612924
PTMA,0.043968358005181826,-0.03376597926089926,-0.030550849518035873,0.010633063763268405,-0.040792726103886616,0.0313785527535349,-0.03788041261567312,-0.0436141861970286
FASLG,,,,,,,,-0.016487526157522345
CEACAM1,0.021410714600177818,-0.014147431761651296,-0.006096539552647127,,0.03744329509808982,-0.008699622503920786,-0.027867140844684165,0.012508493320350096
PDAP1,-0.010508675538209142,0.003250261149716346,-0.030935237607025278,-0.013512046931731735,-0.02127289158238769,-0.053252856023805424,0.0690531970560391,-0.0035373610264103593
QDPR,-0.03829860192788024,0.09226843807696625,-0.026533127482987612,0.002930087040109227,0.023468972712642724,0.06284868789568385,0.021462799251470693,0.04702852898561566
POMC,0.05605985774240877,0.01432773732475652,-0.025505586489305992,0.006681197835471455,0.04580766983672038,0.02075965121062749,-0.010642339863210932,0.053045755273898244
CCL18,0.04199356258545452,,,,-0.04654922671647504,-0.0020697074834249082,0.00946086306307501,
CCL17,,,-0.015874902590539218,-0.012195421433966904,0.03735357821052128,0.005918421796562861,,-0.014944090589139028
VEGFD,-0.021629335643882128,-0.02026335760829897,-0.017686394546916274,-0.013070210883677344,,-0.02162309393517602,,
TNFSF13,-0.01632219075818291,,-0.010950152516142796,,0.04053742271137998,0.03800033410651371,-0.031292931442150694,0.00893578386319876
WNT5A,-0.030632233193186413,0.024942650982457657,0.007638833444612057,0.06988442112173224,0.06826539508573222,0.014442512167428605,0.0006707133131551667,0.013687059725555109
CXCL8,0.03523320246462345,-0.018973407016902127,-0.029066135765326306,0.0401319300658389,-0.0632547265320153,-0.09860410314452192,-0.037628998644384654,-0.01156760216261965
GRN,0.061353539522602966,0.010839505229213007,-0.040533049698119224,0.009683507425357452,0.08049458776060696,-0.025696468771150324,0.016425001300949815,-0.0006393226726811666
MIA,0.10254969372773631,-0.01802081318301042,-0.005842493991327952,-0.017900252781072892,0.14231413767035503,0.09737574294791045,-0.018925792811430895,0.05898346069766372
COL4A4,-0.025976648126209024,-0.030305640337067872,-0.020143270714334336,-0.01736390928088015,0.17642954271590086,0.06857713034037204,0.0017473939068178442,-0.04388609618733684
TAC1,-0.010948081495660898,0.0349421195299878,-0.05068020194788586,-0.019758404780116732,,,0.007181279616228777,-0.019645526658513567
RARRES2,-0.024826849099273098,-0.05007809981255341,0.039024848749815606,0.06970585215061903,0.04216440542214443,-0.009190013040564694,0.03675023035512727,-0.03126410339044037
FGF7,,-0.022870945916518805,0.014829372410558789,0.020690245236487183,0.04073063799710162,0.04313132625513838,-0.03371708371753147,0.04236590079856151
EFNA2,,,,,,-0.03187346539349455,,
HBEGF,0.011653356681094545,0.028407110147840788,0.0014820811992397726,0.03270591029645665,0.02383877923867062,0.015058671066210972,0.07021167251819779,-0.06615131948064067
CSF3,,,-0.01892149970694819,,-0.007306870760308352,-0.05385444862736652,-0.039951353015116216,-0.015733821992286668
PI3,-0.022754965802329552,,0.01721689200780423,,-0.06053480383343924,-0.113184996872206,-0.02667841469343279,0.01366688568042564
