,UKF243,UKF251,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
CXCL13,,-0.0319699343176704,,-0.033589954179465475,0.027718851636628232,
MICA,-0.07196852250184928,-0.047323054269054886,0.15843425174442632,0.022525912747817584,0.01757990277770247,0.04138271658944118
TG,-0.025796443615754536,0.10687898609405853,-0.03250749878420553,-0.01987024806900791,0.10802435781671418,0.09319868357089489
ADA,-0.022008041398114672,0.02039129329440493,0.10334400189969085,-0.025612768325428324,0.01579199712294553,0.04476045941457213
LAMC3,0.027309178018254665,-0.03196993443792447,0.11049551819180972,-0.03347987715536351,-0.00732860199530521,0.0694709745108463
CCL7,,,,0.016024163995001308,,-0.016311580047305842
NGF,-0.018643775035693238,,-0.00670242768338623,-0.025884915033035777,-0.016219117083068155,-0.0228439151050572
TNFSF15,-0.02306467652578362,,-0.029963260309615627,0.017939820513971194,,0.007046158436449488
HMGB1,-0.1613630247364748,-0.0005810911492568428,0.04105572246950987,0.08949619220405877,-0.004136477823174464,-0.04215640987465661
ITGB3BP,0.1131389581017324,0.02465173949334182,-0.016591545207548165,-0.0366363850667356,-0.022457308707046087,0.015367397453950132
AANAT,0.038391741617344925,,0.048635225848450925,0.024482791420953352,0.08746408204459291,-0.017258331918467373
RELN,-0.03214590015914562,-0.011853796370489677,,,,
IL15,0.041678184523572866,-0.02290386704389696,0.0724013702139343,0.06427030185953728,0.006468267295074277,0.032857106415947725
UTS2,,,,-0.016743881502970563,,
BSG,0.03200187018910819,-0.02138198999073107,-0.01870698320063607,-0.026788130733060758,-0.07293552659782117,0.02110550354915576
ADAMTS3,-0.061151550482365855,0.00022869780287981548,-0.024899013601458426,0.0073198880629970296,-0.023368874200013146,0.059754036286441
CD34,0.021628520511586057,0.02140928733227165,0.08514196208628053,-0.016490800364833767,0.007215771447250492,0.04884198984737023
PLAT,-0.0718031684629537,0.007448718302758385,0.028896067727527588,-0.08771755731124341,-0.0673251108048359,0.05217856166935622
NTF3,,,,-0.0362431378006434,-0.003463071307481689,
LTA,,-0.013221175893784128,,,,-0.02322711386921533
CKLF,-0.03677067385906425,0.05652448913745204,0.05304368824544588,0.001993374261501241,0.0707876081265522,0.08097940209210927
CD24,-0.06716332795181212,0.04948667320643887,0.039113886658411895,-0.07386772968686642,-0.04475041689037208,-0.009682632757767375
HSP90AA1,0.057793628367398785,0.010357426629129656,-0.02591726727214154,0.07987176469025313,-0.019674222064286016,-0.13589694386215875
BMP4,-0.02609057609024333,-0.014015221472817339,-0.000725884902039611,-0.008493467177052752,0.05915624640802067,0.044074791436435064
SCGB3A1,,,,-0.008623519967822452,0.05848837491824803,0.07786234111950024
IGFBP4,-0.060839550726630956,0.015722247032303342,0.056898696012102006,-0.020788771728721775,-0.04142738822493546,0.052943101281755715
RSPO4,-0.022775282636296038,0.05528399739060181,,,,0.05325829925245127
LEFTY2,-0.03814874574164807,-0.013383552049426598,0.07913366538070751,-0.019025874254802202,-0.01890316088764548,0.0042464964168859535
PF4,,0.09573981375574675,,,-0.015068489559100933,-0.023227108494288894
ANGPTL2,0.012949730396692373,0.017663309840999415,0.04209408494281355,-0.06003486999393983,-0.02559276294097586,0.056727190264226256
LRIG2,0.02943509100822849,0.017217371891438404,0.05933592214788467,-0.011164585487218132,-0.02305875219786959,-0.008266316993804009
ICOSLG,0.2195725977202266,-0.03776857817373804,-0.03714220659900769,0.004918667782514018,-0.019387179771651657,0.0659132665073985
WIF1,-0.05300172272303738,,,,,
NPPC,0.01882723033633035,,-0.024898965781411812,-0.03345817208003655,-0.02851059243744297,
LYZ,0.0045528163885733405,0.013120576878718622,0.06575935164458611,-0.04412970440191725,0.04959288928717744,0.03868646362593101
EREG,,,,-0.04549383388157338,-0.029686227445347085,0.0019968864927292908
SPTAN1,-0.08172954064326202,-0.0305524963318711,0.022131990271499462,-0.03238720486051002,-0.039465042668080146,0.0768680230955053
LIPC,0.004480233591181156,-0.018100459662655558,-0.022288305171568976,,,0.055919662022768955
COL8A1,-0.07960373787808785,-0.0037802165153149594,0.16825406661346098,-0.01854491055825623,0.04977604480492454,0.030081804901941653
GSTM2,0.022500373039153393,0.03553573717373601,0.06784734488267911,-0.017514699891746133,0.01808007373043507,0.06489489275586509
SPX,-0.06548324912017019,-0.034539332556358576,-0.008055978408945634,0.07541825746212946,0.024763042480394588,0.10315996664243987
MFGE8,-0.024665066727896878,0.00834599091904767,0.04289995063283421,-0.0322131806346268,-0.01735732148625809,0.04634152739888147
TGFA,0.0434571140948881,0.00787606849094204,-0.09417740189197876,-0.005386880515450396,0.006054960543697853,0.09396379590477062
SLIT2,-0.04615564874582614,0.020638640391893025,-0.004025524883869553,0.011327819869389813,0.03501061649787212,0.03230718309789142
PLTP,-0.02379870176089474,0.03123683177893447,0.08484333432303763,0.028928635772347857,0.00248579499155083,0.03660473477438504
APOD,-0.05769001662613345,-0.016825735058721623,-0.043725630591098665,-0.08664732460575933,-0.03691413266723898,0.005770864607697247
B2M,-0.05022630725230422,-0.02131121216258716,0.12779456905194886,-0.017438417412580096,0.04429323331124509,0.00838091236020518
OMG,-0.000448424561697069,0.01748197045683586,0.010273284941659026,-0.11231515544107284,-0.02904771448410636,0.04999722224726264
CXCL3,0.08159904466216959,0.06786807556404555,,0.08311812715201246,-0.04479389460272458,0.001635868068935083
CXCL10,0.06770928086504881,-0.014972333381708698,-0.03358571185592108,-0.004800163935098594,-0.02021121280096503,0.07324242718382776
RSPO3,,,,-0.011448790395841927,0.0422573045512585,-0.016553064174171576
CORT,-0.02553510457681625,-0.021478489597709167,,-0.025556449522949855,-0.01576840845098246,
NCAN,-0.07323719118514059,0.01757472938701112,0.030945404761939927,-0.045348424730669176,0.0001874473589656387,0.01223999221523446
PRG4,-0.03484942235453014,,,-0.024548147422563275,-0.005026121273518733,0.006785723481713808
ZG16B,,0.05187755412408754,-0.02311625927638707,,,0.019874509000457275
TGM2,0.05359411112860263,0.02894289313932785,0.017683987156711482,0.04967701070238327,-0.0671830588150561,0.038971963321084185
VEGFC,-0.0011178689607915173,-0.018582458492065256,0.017687209145495604,0.0007662036020967229,0.01871976236810253,0.11152641589753423
WNT6,0.047279261129469445,-0.013383552400671274,-0.021983565285778287,-0.020620134835347803,-0.015587478023444762,0.025250548809846875
NRG4,0.07812460515040778,,,,,-0.016553066029375143
PMCH,,,,0.09187214649321654,-0.02212392065734075,-0.023883566400017254
COL9A1,-0.03681851377652904,0.03092644803708779,0.035959598240770746,-0.0353099600494064,-0.0002575621939401118,0.07753841806825106
GDF11,0.035703529307082614,-0.01075868057136025,-0.022961741334772336,0.0157357500855937,-0.027816285452544148,0.037050107663445464
RAET1E,,,,,,0.20896905102260727
IL24,,,,0.13955313344639886,-0.014828230154182845,
SORBS1,-0.10422099521377916,-0.041414524447419256,-0.03771488585999526,0.03329387603273585,0.02323674049080946,0.022714753705923997
DLL1,0.0011744449716698908,-0.018575286712768094,-0.07712751279352564,0.03650122163046731,0.003592311495727294,0.0567893292111428
TLN1,0.03570393329079878,0.04882314766146701,0.07176360302845744,0.016242949705536646,0.005967070851273494,0.07405400074702627
COL2A1,-0.0241907521496959,,,0.011365469075070378,-0.03864690384848299,-0.024090303154627152
SHH,,,,0.020571764771438104,0.009553866550804943,0.02186071717500714
PON2,-0.10837843038735022,-0.04650132129046667,-0.008199038014022322,-0.05599845568683326,-0.0014809606934229854,0.04365316058756036
ICAM5,-0.008080993309418546,0.019598482027006873,,0.05427320908573351,0.02154060620764962,-0.0007385860610998003
HPX,-0.03852220779371773,,-0.001931711591189946,0.013016193578270345,0.007526468519912942,0.006711380151201173
SFRP2,-0.03149495955231347,,0.09097932842574584,-0.05074344348542228,-0.04403960225273154,0.039246791363540805
CD70,,,,-0.008229544862438723,-0.007667120529891956,-0.008905872522809064
HP,-0.07499396873495262,,0.11076136930318578,-0.0018367433299474039,-0.05074731120671363,-0.02476157630013191
CXCL2,0.029262353705927814,0.1002887563774715,,0.03492091534790971,-0.02395287467028399,0.005107729203174269
NPPB,,,,0.04394374831071995,-0.0030391262010088303,-0.016791241968188892
CCK,-0.02120787587347253,-0.028017317495998107,-0.02877104185920547,0.01168831613349695,-0.07111650786487275,0.05456460438846752
SEMA6A,-0.06425105491645308,-0.01877551534663193,-0.06879133861597367,-0.029320853500887707,-0.057372814316296344,0.006406266712584256
IRAK4,-0.021153047039660915,-0.008087743950605448,0.10432176589244106,0.012764400185779158,0.03084973455154273,0.045080981811506486
GSTP1,-0.13096394650185864,-0.0143751820739435,-0.04579698914724067,-0.037258375708141965,0.031218423390461894,0.04046118425635652
VCAM1,-0.02129178328159859,0.004870225398136263,-0.007818528907884873,-0.054270795107218724,-0.07189892629982465,0.0798674620416931
NXPH3,0.01175843031636368,-0.013736398950232162,-0.014147565855328486,-0.038850728605728205,-0.028619459731232633,0.09663194441014099
MTMR4,-0.03252917372377885,-0.017793892695904805,0.047665841574710974,-0.021990956872782838,-0.00016466854860469642,0.00318114803809004
LAMC2,0.05895485451707434,,,0.019540865504444015,-0.019473626913982543,0.020541056639330504
IL10,0.03839952060522657,0.014307983939867708,0.0687495847122638,-0.039745370787885224,-0.009648809053912591,0.04350675256431156
SEMA4D,0.01856624072164657,-0.023077947150372292,0.020683625487152607,-0.01970312890917744,-0.03900233435039691,0.04636867352924964
TRH,-0.04211707280168364,,,-0.05129550735812765,-0.024142810624943473,-0.018807317049809442
SEMA6D,-0.11375763100172032,-0.011089360227799844,-0.008470416399326688,-0.06869394814999696,0.0063504668962542,0.0012729171341275128
CEL,,,-0.03195702835321259,0.08054250495124476,-0.0242090519983065,-0.0066632078238792174
PDCD1LG2,0.004548386048875029,0.023570976229078697,-0.0677818561501673,-0.017895749969783867,-0.005637192380398277,0.020726413581730423
SPINT1,0.03706513130835963,-0.0007757772515164253,0.046906663669968165,-0.07787552445491353,0.06719022608024837,0.08958185779188203
CTHRC1,-0.06292917546186763,0.013419149202002049,0.07055438608986689,-0.0007885327829376114,-0.007982811527589555,0.030849119441499286
PODXL,-0.04903578316717083,0.049234182100817786,0.03678921218827416,0.03280060210077318,-0.06790998978547455,0.05062758138498197
JAM3,0.01167522992694948,0.043974796440538186,-0.05684212178425375,0.06317616130697605,-0.043295608905156505,0.06588415445886606
TGFB2,-0.04656008163732945,0.013612076707604698,0.04274829622553337,0.058384411533513716,-0.045074530411080484,-0.02179555278702759
COL18A1,-0.055751275051025256,0.0031785918530460562,0.008224942686119233,-0.028904079328223205,-0.023813041254458735,0.028142135609276232
NODAL,,-0.01289060485296708,0.053565181677093426,0.008134523599185586,0.06853879698653326,-0.0257395237104363
INHBB,0.07162003154145596,0.0602719563436313,0.03346015900954929,0.002557081554359579,0.013532311412924686,0.035805537575694074
LCN1,,,,-0.027007252470651902,-0.017297482674527947,0.02508920976826278
ARF4,0.030012937590748266,-0.01962151036829812,0.012235502187783387,-0.03790494060148277,0.0012132804362296982,0.007775146154978657
CXCL14,0.005447872282602976,-0.04248438855633338,0.03621536024463698,0.01945557751112539,-0.03456186524282005,-0.025756475989282535
LIF,-0.0038688380115670215,0.003997402342364656,-0.046112514933735846,0.004032173652611641,-0.07686654745776549,-0.042895647843150156
IL17B,-0.025796455555664864,,,-0.02350202334405375,-0.01217366502781769,-0.00469540979858282
MMP1,,,,0.03695467527427761,0.08011665509618439,0.04369001569136405
MATN1,-0.020325202765089357,,,-0.03398292477539532,0.06255995008164392,-0.022873716417714643
ADAM28,-0.0075560977134330005,0.06106159146026734,0.08873109716666341,-0.023998095284826278,0.04135328037338076,0.08644186341856865
TCN2,-0.09421609041211698,-0.0009908552609138636,0.026901599886098127,0.015118683128756586,-0.014230673858300716,0.030805735970233925
THPO,,,0.06467914132494709,,,0.19466355848906838
CUBN,0.0256258480712279,-0.031049609479401823,0.06622056124881325,0.0529121470572267,0.03932079947830187,0.003817506007479209
TIMP3,0.011761126760551445,0.00385026751956838,-0.024052947677378596,-0.024630444522008996,0.07401643166298263,0.03746274748055824
PIGF,-0.04321319402678167,-0.0035017094580058056,-0.022386027587748686,-0.05038756966935065,0.02869657060431708,0.014724525281439829
CRH,,-0.016177675100071648,,-0.045915959261768294,-0.04852297922973438,-0.028202717098661727
BDNF,-0.036818487341627015,-0.014471882900902159,,-0.029360287530754262,0.02614463874436417,-0.0041139765364717525
CCL5,0.12061135061780962,0.013210695971795012,0.009263180476675516,0.007745383977245741,0.02705248640956221,0.05294808970928733
GAD1,-0.018101811203617802,0.021351039340954014,0.08408942653378869,-0.00090635781770889,0.08039534929675238,-0.01771578924475314
COL14A1,-0.011476168830977594,-0.02018769702834912,0.06438028238853144,-0.02566726781834384,-0.017772531772107813,0.07214338320908367
HLA-A,-0.04917902170491605,-0.01422707392489282,0.04410871253124442,0.052164200221090716,-0.015745070983379312,0.024052194337763212
CD5L,,0.006118863945502395,-0.027217181003145845,,,
FGF18,,,,-0.027785021088885163,0.06634794849426649,-0.01880731855870573
ADM,0.10188563567592146,-0.03158888696463142,0.03561889501740203,0.047483514643398166,0.08253726656233719,0.023269558614332164
CCL15,,,,,,-0.016311585925892262
GNAI2,0.009387327611825855,-0.025372435259408285,-0.05115755935287863,0.006283824439732974,0.0160184308586834,0.0256000630614142
HDC,,,,,,0.038425544078843625
COL11A1,,0.00030670830501113277,0.043711214808631466,0.011055493171135739,-0.016725063162653608,-0.04801518938317727
NUCB2,0.02592657933175825,-0.01731320202647817,0.09792302911874616,0.08814091299758882,0.017087946718878904,-0.002733112167451041
CXCL1,0.00024045796614278564,-0.017354776518210678,,-0.03140005627109053,0.02878819917920083,0.09427589006447289
VCAN,-0.0029971204984725053,-0.018729575925358097,3.313338027053296e-06,-0.06853342809163586,-0.004515957635873105,-0.049924931266777724
MMP7,0.021904068407735285,,,0.0547608895536785,-0.0809837912691232,0.036055601598458324
PTPN6,-0.06525361314212495,0.056194377998156145,0.07103711371153536,0.001908407616956283,0.04650055597071734,0.019123851268139612
PTGS2,-0.015902968502071013,-0.015488227677264425,-0.008327486749132869,0.07447900632585795,-0.009744371535172543,0.03337409004038879
CD58,0.0535757730460423,0.042964652753931645,0.04295345704280396,0.02847626154361152,-0.013076088049150834,0.04543837213395363
TNFSF14,-0.042036842180176774,4.55268318310382e-05,0.10156128389348573,-0.0031259514401400317,-0.02943716620962985,0.02780741743296712
CNTN4,-0.015385213632340036,0.008220479899509893,0.2511287975869513,-0.005135509794016504,0.005536030924304899,0.016782806945668034
INSL3,,,,-0.024718701732162285,-0.017086917703294853,-0.0039203960436661614
BTLA,,,-0.030544257142900523,,,0.05408306327345883
MFNG,-0.018428842542746748,0.028823144962778068,0.0762396831307561,-0.019903987282014337,0.06795544825497155,0.016051107866378204
ICAM1,0.037441422377109075,0.013286637053179312,0.04884976978507115,0.011770365787180588,-0.010795339216667098,0.003760504627036792
PROS1,-0.00256596430959706,0.07236669574276011,0.04740063634954071,-0.021128893981347322,0.006107149029720072,0.026620483268684655
CLCF1,0.02683620797611805,0.05689506943377719,0.06363530247071361,-0.02129039826917643,0.0004647724408156843,0.0009359837255596953
PSAP,-0.03388083189399402,-0.007009470937026522,0.03477912632607961,-0.07917441783077998,0.018195986454552573,0.060809390179313715
EFEMP1,-0.012836246174598748,-0.0186084115188852,0.047177006833324396,0.04444010433564042,0.020006629695947485,-0.010644810932032482
C1QTNF1,-0.048083447403698014,0.08392697555404473,0.04356177218658533,-0.002027573349795867,-0.0055035291828332555,-0.07833158884321378
ALB,-0.008322207176400103,-0.023877104892850956,0.022381683680796068,-0.03664148621277533,-0.03917401324631401,-0.02525470102088141
CCL13,,,,-0.01649946099285897,,
EFNA3,0.04731130703261323,-0.06678179209256599,-0.022572182876837803,-0.022681679911047428,0.021086542517941814,-0.008479175301466834
DRAXIN,0.005536991441262173,0.026057210386205416,0.04796563299307512,0.037807023975047815,-0.0624555083559526,0.055852190528552295
RAET1L,,,,,0.006178005269278975,
NPTX2,-0.0621062630458633,-0.02034311871650364,0.06297009217149346,0.03629328418369986,0.04664223248793759,-0.010918713179347648
FGF11,0.0562344388593826,0.010094126970012506,0.09576984618765917,0.010589848325295406,-0.004832648050396853,0.028636165120482265
CD59,-0.13942352475554967,0.011429273732107318,0.03528541518133389,-0.0030965655591622056,-0.05576846414602861,0.026424140655013216
COL9A2,-0.05613095985846935,-0.013234634534147936,0.016061379835424796,-0.06863617986947654,-0.01239904591468869,0.08757284627269872
DLL3,-0.05846264575495774,-0.03042688554413082,-0.0697517428223339,-0.08500230107993266,0.001995045248734189,0.06989444254524724
FGF5,,,,,,0.0646039054332861
LIN7C,-0.037701736531405385,0.0527239735804843,0.07823563204842203,0.0026650453733924346,0.048411391162098534,-0.032767317738950835
GDF7,-0.02032521659706207,0.005819957846076833,-0.013172728154215664,,-0.014828234852066401,0.019682608096864177
PSPN,-0.01209401437461735,0.022201604904322325,-0.004916279872739011,0.05694310901470382,0.02111707042976656,0.05626086276832982
ANGPT1,-0.02535019272285422,0.002838858193012433,0.000995090434518233,-0.04162061086181551,0.012095298670205073,0.021757985078861165
PNOC,-0.03870789235078453,0.011987349313664632,,,-0.01576841016653725,0.013325032960973919
L1CAM,-0.05665653900679008,0.010751142248965713,-0.023452584364000523,0.004848598608243261,-0.052980184735165095,0.07547935079090422
APOA1,-0.04366259150837463,0.04351525238866001,-0.0444499627128973,-0.004746629674609551,-0.025169046660885697,0.026696511283285713
PSEN1,0.06709460919995844,0.017490835856809456,-0.04674760017524572,0.0328335033424192,-0.05325103403181909,0.018441128662110576
CALM2,-0.0898498661757923,0.019550333691867698,0.048454390417403924,-0.052234750279064095,-0.00793817384550319,0.00959942295012248
CLEC2B,0.01875028875505925,0.022799138536736634,0.07737832301976905,0.037273231566623294,0.06341745823878543,0.059983691805915784
NTNG1,-0.041063384465357185,0.030686253299007604,0.07785570355585202,-0.03309890491081154,0.016899501060541097,0.03209156985888687
LRIG1,-0.08253760824269507,0.023850683842123993,0.009684110724559394,-0.05782628469881303,0.04191496145143653,0.01755464080007468
CPAMD8,,,-0.005023747801966913,,0.07999667376665623,-0.023402014713746793
GHRL,,-0.01928504564512271,-0.02885071452685573,,,0.15206421575805448
NPY,-0.03725476848440324,-0.0039898763264392505,-0.030831159834801634,-0.01160907529739496,-0.038031049969953504,-0.028202709214284874
MMP2,0.004606051775390234,0.008197390629236828,0.018193930847861254,-0.04074372596958795,-0.017858918917967526,0.059699111672104815
PPY,,,,0.056478120592164144,0.025302973917303483,0.022410238642176505
ALKAL2,-0.026566731845208094,-0.012203962779351773,0.031225335592355036,0.0024814141368579437,-0.02588723379212701,-0.025038501141450644
CSF1,0.04524510666193435,0.03104279279880894,-0.005413609854867537,-0.05412427869989493,-0.0831691737388194,0.03822106874140036
SEMA4C,-0.002537566122579696,0.022163499414346383,0.02286925143731036,-0.002803178058150287,-0.060847548588750223,0.03909205100158449
BMP8A,,,,,,-0.020046201500595197
ICAM2,0.016949014135698413,0.031111038190517807,0.02238320199416409,0.04411915626493946,-0.009552295967671503,0.11185666466715384
SYTL3,0.0035242871476493178,0.0060847162495251276,0.037415999013830116,0.0653760824455455,0.031023730207725503,0.003937481128786905
IL1A,0.03768835769241501,-0.024351351680926794,0.014951256932733581,0.01702512795842651,0.005196027884651142,0.04303150849599413
HLA-G,0.005629457458614609,,,-0.03639468984678443,0.00706907064226482,
PGF,0.0476069628204311,0.027714343495750107,0.1273646744133748,0.01619422447825059,0.0033353402702931533,0.06015246636808409
LGALS8,-0.005364227571871554,0.006737466920675959,0.01708301039910384,0.038425955178699164,0.019634670788002347,-0.06045033274615089
DKK3,-0.09572528943797239,-0.034779596450349316,0.006894699507943814,-0.10722085792336458,-0.03603318574307217,0.09477406822210326
COL16A1,-0.07217048914723646,0.015216395976954577,0.003410337304773861,-0.030297476171570657,-0.023240448055937207,0.06055175944747838
TPH1,-0.02706946913014426,,,-0.027815434885683357,-0.01826983932586395,0.06052795562576201
TNC,-0.019939554997648164,0.002311073444316283,0.022684748142932594,0.02242969845863419,-0.04522411419658984,-0.0037926506042571862
TNFSF9,0.023641467588639012,0.011872716787526808,0.12811117905975453,0.008113591825638053,-0.015253718437281976,-0.0317245887663737
C4A,,-0.01202645829498492,,-0.018369111304896515,,-0.026995273905180146
CNTN2,-0.011603887284167419,0.0541549249755428,-0.058130151659956705,-0.024083229995226805,-0.03508339794470873,0.011916583636977802
F7,,,,-0.023144019680359604,,
LUM,-0.04840190132567344,-0.017731185152079373,0.0909104842924128,-0.040581871997523396,0.0058361793356742075,0.04396428999216496
BTC,,0.08291233824841411,,-0.016743884580753574,0.05555853783002276,0.07183432046932763
APOC1,0.07845830153428059,0.031085426475624588,0.10293233753074257,-0.01629083127724947,0.03268690598649083,0.07348054711472668
PKM,-0.025625289250067903,0.013526631113228047,0.06796998477467786,0.07301334298010775,-0.011422704613301464,-0.03927365203815407
TNF,0.022300156210556213,-0.013863693648395367,-0.002400149600329735,-0.016251592571461256,-0.017297476056371313,0.11102500319861439
GNAS,-0.08732130052544136,-0.006839523165604317,-0.010241510004491475,0.0004937911377841052,0.030169270852937954,-0.0036988008131924786
BMP8B,-0.07149885693994101,-0.02268280933408952,0.05035395339476051,-0.03221653300771487,-0.01907028308277313,0.027517885127873686
LIPH,-0.027808534747090535,,,-0.016499467060959356,0.06573977740639393,-0.005087173167213944
CCL28,-0.020325198755827188,,,,,-0.015565918811499505
PTPN11,0.1214883833596724,-0.008256978425491187,-0.03455655175393105,0.043134195323422816,-0.09390969927580783,-0.04284235822991492
ADAM12,-0.09131684755803077,-0.01432118755238398,0.05885427658791418,0.01671190368622871,0.028144970989207825,0.02148278504639045
EPO,0.014552902064901018,,0.013522542457367497,-0.01791884260361405,-0.020029147969544643,0.00881326649330764
EDN3,-0.028051108275865197,0.010722961687881394,0.09048731989559561,0.03373370932306362,0.02270022523592355,-0.001656952325192874
CCL22,,-0.015204325736174713,,-0.02028027042372569,-0.018316349140647354,-0.025578816996166993
CCL2,-0.09028689300063535,0.014292451307054876,0.09449520479793783,0.028434481724650868,-0.04428245945741027,-0.025657813308786574
DSCAM,-0.019546347637724816,0.013815244127487955,-0.022065486654518882,-0.011478375782149311,-0.034392016548519054,-0.00735553402806662
ANG,0.07788886343828356,0.05710484908835757,0.006920535780841602,0.02022220072207848,-0.011417637580065356,0.0514472071822401
FBLN2,-0.055502247759278416,-0.015471793589808614,-0.04293436387125936,-0.03875560917226478,-0.021172077915086646,0.029780510048628504
VTN,-0.026312191312401475,,,0.0672635743746029,-0.014084093077674364,-0.011761238080999303
VEGFA,0.060956157384870466,-2.378489744750613e-05,0.010619413136863773,0.05098600431152278,0.03928819633054601,-0.10069470196662768
F10,,-0.01735477616730494,,,-0.024054344351919266,0.014569674996747932
SERPINA1,0.06890134989777459,0.009411671411771468,0.0265092547708038,0.01772784422830643,-0.007854197990033264,0.027270902108602346
VWF,0.016145942466080775,0.020492891887807257,0.030644823665401794,-0.033344990028379644,0.015485815414268774,0.053681885634158856
GDNF,,,0.025710410347420797,-0.014335039906494795,-0.021724949756735692,
VASP,0.042789435180739695,0.00624235749336557,0.002222934614923305,0.010709088397211318,0.025755433285639374,0.05260159833042203
ADAM15,-0.043573047425773774,-0.01808835950267137,0.004544154256542615,-0.013294321929040013,-0.012232019314151564,0.013236039851610187
WNT2,-0.023633770591938292,,,-0.02222654538545932,-0.020570938249170632,0.03558748724433252
CALCB,0.02215812027419398,0.08266799978130915,,0.003084495017550072,0.008679525121120121,
OLFM2,-0.06614312832633659,0.001982803220928706,0.024175212860544602,-0.020275809511085142,-0.032221736474642715,0.0006761166322893486
MFAP2,-0.012092153084360954,-0.03301965029623783,0.031254092873510046,-0.005986592232231282,0.033596776214354154,0.04677929349602914
HLA-C,-0.038179900419257826,-0.027707620141696473,0.051484571479264454,0.005859080172956192,-0.022371359085894268,0.10253129146558738
THBS1,-0.07426325796448657,-0.02491043936688503,0.037872330853988674,0.006298332882236573,0.005361854847431422,-0.030883825067251316
HSPA4,0.02121616577092497,-0.01667338555284456,-0.06284800885979162,-0.04559615142413553,-0.05429172779021389,0.049095581578874684
LMAN1,0.03976175027199837,-0.012918375832053769,-0.016986260165671268,0.04877394699810535,-0.026627631106432924,-0.03684801986036893
LYPD3,,-0.014015224162917686,-0.011200131659336796,-0.037374519626601536,-0.01676673832588643,0.10214179390271669
