,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,0.03207628633820017,,,,,,,,-0.03200167264407506,,,0.07884031651985746,,
BMP1,-0.03524233984268191,-0.012547197338002873,0.054276458606705984,0.24000656569837328,0.03411129271588459,-0.05435536603981813,0.11192759024868203,0.05121879197383575,0.1498052542180724,-0.007281633810588665,-0.07189122933177311,0.0631751980631747,0.02809169240410587,0.09762426591646904,0.03005435765415566,0.14010067717639507,-0.054123019668295955
NDP,0.01870847772736087,0.023759557510367173,0.013139368087734476,0.05060757721969516,0.029569659524698703,-0.06387840066264906,0.05931797184181997,-0.04085228545790801,0.06302485601543414,0.0015576707213254858,0.09662673196476694,0.06828504054014824,-0.02540775214478591,-0.03907616543419305,0.2203738268422443,-0.009030112025307117,0.050323995099195926
TNFSF18,0.06753904164937366,0.019684326208788714,,0.023118874288070544,,,,0.018167631245180504,,,,-0.004030662295198226,,-0.017746157087059723,0.04183692283126765,-0.019506572347506128,
IL36G,,,,,,,0.03758501127609978,,,,,,,,,,
RTN4,0.05983114248842681,0.046100622396808094,0.036061995699671896,-0.2835386408909077,0.036758973967304716,0.1470872580091093,-0.015581991040786227,0.017366914643654908,-0.16051059008116986,0.13796121827596686,0.1445100006555381,-0.09214197703376009,0.0954038219255891,-0.07833834675039966,0.1076266625752701,0.0006004482692706082,0.06454925209629739
HEBP1,0.05963711609803389,0.03369414243067422,0.004619075826668454,0.12087404515462422,0.020000090529675586,-0.06983286768319846,0.016892991376884384,0.08398485130694397,-0.04471301197285865,0.05566400211867811,0.03274558276455782,-0.018705553667004042,-0.03764243773896223,-0.025702374970257885,0.14244417645091872,0.06483477352215859,-0.0060392903768708706
WNT7B,0.0060232315261337975,0.038566318073618794,0.014931531386649441,-0.10223456949060651,0.035764816288971685,,-0.04504128696192382,,0.08996351034852912,0.05148525552008608,-0.03879982049867815,0.013276030802666499,-0.019619644858930703,-0.05425363429506864,0.07113653169306491,0.00795321801254308,0.052074151703560466
PTMA,0.08346277208628108,0.028134685990939694,0.02264445843122545,-0.11659747042196245,-0.03734250920679983,-0.21922741116889333,0.11252808223630016,-0.04756758646263581,-0.21713969196153365,0.0060409680315124835,-0.042666494323365466,-0.007362444313330392,0.09614181101710623,0.0444061834133988,-0.21300723791456178,-0.019556614809061686,-0.011084699116336348
FASLG,,,,,,,,,,,,,,,-0.005843637064343995,,
CEACAM1,-0.036312082283829955,-0.009648915452231527,-0.005380051365182843,0.06773251560524818,,,,-0.08371564357795995,0.027761790652500312,-0.0021351059234422775,0.007019787526076125,0.03127839450931829,-0.029120885424526725,,0.05780708977678956,,
PDAP1,0.0811741517418232,-0.02781313424709919,0.020320901729851275,0.2337046779732242,0.009640892464397706,-0.11237722852601231,0.08075037213090021,0.046500628321497366,0.06125297915622064,0.03148223094540175,0.0312766731472795,-0.0008692822500157218,0.10378833907264917,0.028381372696854396,0.08431818069384776,0.11606443587007634,0.0813132683490097
QDPR,0.147348882497225,0.06219656528441594,0.0062935112688252024,-0.21769930943051366,0.015123694762563275,-0.217016692738697,0.1066864368665451,0.015970551313129893,-0.2677397223802019,0.07000665175176436,0.05584515265217986,-0.10023910807411175,-0.0231621138453133,-0.005916942197204181,0.09017480298026495,-0.08077197551530506,-0.012470638662952447
POMC,0.02210932501844795,-0.024843766100081034,0.05980611555856821,0.03859521120374895,0.026536925212466218,0.0023425205514159024,0.02130549835799933,-0.020735690853025904,0.1173483920347521,0.1408931075473706,0.0248726602247326,-0.009119062206504774,-0.06263997679324303,,0.05790434006922969,0.04252284608977675,-0.03674639823894404
CCL18,-0.0575140967028545,,,,,-0.13279108648035567,,,-0.05922032944649314,0.047928337210276895,-0.046945365310752545,,-0.0034709052716647352,,,,
CCL17,,,,,0.046208776551991945,,-0.02284932929620823,,,-0.04834369940550537,-0.08980641583838582,-0.00203239664560237,,,0.00592919126754742,,
