,UKF248,UKF251,UKF266,UKF269,UKF296,UKF304,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GRN,0.08454131080861955,-0.05938850434090594,-0.020463297002165776,0.020474928282453977,-0.004451579490815458,0.09118642736219905,-0.028269947430842466,0.06817461726844773,-0.004569163525298262,0.06481832012025611,0.05779631726323905,0.057253984993433676,0.1648731096401902,0.11760284909383487
MIA,-0.04428460849325717,0.05391065679112626,-0.02644335509977136,0.003372720199006577,-0.017439994506332775,,0.016147957679661228,0.13040748603456678,0.0734369561101462,0.0465720202283326,0.02131036505873662,0.051493433981477654,-0.01392782128506162,0.04784863481665382
COL4A4,-0.03087546777820375,-0.020115414971073255,-0.013914270230076489,-0.013774188111832845,0.05955296546489749,,,,0.06189781327246517,0.08184914461638539,0.020160962675524894,0.012875926179661077,0.01862419634904476,0.05792960680155347
TAC1,-0.07044612196366683,-2.888239934353325e-05,-0.10483752972100667,-0.028244513453006548,-0.0197971423034049,-0.03880886509159468,,,,,,0.03946541950610513,0.026608007147355624,0.08993295491936926
RARRES2,-0.05742313524792755,-0.0016832747136642904,0.07754433283497313,-0.0005985614575110697,0.06437038197079224,0.014992544433463083,-0.10349430470836313,-0.018879285229408727,0.013777183505441798,-0.01635865736266115,-0.06947996586715291,0.07180162965477216,-0.06325941781794074,-0.0508734182569083
FGF7,,0.01700026919587659,0.038970156335148956,-0.028171429875174,0.015809090573929943,-0.0020498970943802017,0.012517075726283515,-4.045693652326933e-05,-0.050903692807396275,-0.003448565481176197,-0.011349368847577453,-0.022415108511953608,-0.01057553944478516,0.079937503645557
EFNA2,,,,,,,,,,-0.021147931939170656,,,,
HBEGF,0.0811288805904877,-0.016769403651878623,-0.03790848500964856,0.02568746658377433,0.007546004079877061,-0.021694251562307112,0.01488891203482617,-0.0038612686114041133,0.0443907221137281,0.08862939147106044,-0.04502996214549076,-0.04011597801459548,0.08877479308736938,9.84025905290445e-05
CSF3,,,,-0.014572825902119883,,,-0.06321322377230452,,0.004384653634405191,0.06158230870671029,,-0.007717968040731308,-0.03625508207687224,-0.00873688261316584
PI3,-0.0270462228233018,,,-0.016409194306269848,,,,,0.005506841259223482,0.010130266779287073,0.030348586734312444,-0.00594818035044691,-0.02223120089589189,-0.015457754247289016
PCSK1N,-0.07149500329478575,-0.017271005513255177,-0.04649011935132851,0.0050014504405318785,0.02101551519271223,-0.08247505686825893,0.08993338476770252,0.0019693827281629214,-0.06332316551419137,-0.03663936725188665,0.05941754531063949,-0.04931474060204596,-0.06446313814175678,0.0864636020198591
NTS,,,-0.016986162514939573,0.0037624055951769823,-0.006126925776309667,-0.02183869789727894,,,-0.03798959585424188,-0.025764741963907788,,-0.055319317422026795,-0.046054152349523786,
SFRP1,-0.03923427392726281,-0.04709210133833269,0.00036037614545173327,-0.03640903141291483,-0.020905861918741473,0.03462184853517223,0.02703100929552425,0.022923032155937773,0.0068041549187000195,0.03326106544527727,-0.06584955523466833,-0.048042832766584276,0.03961261046815165,0.05286107374333227
CXCL13,,0.04521536501885463,,,,,-0.005403441362022145,,-0.036577894927409364,-0.011186671459477701,,-0.03902764158566229,,0.007995249457775298
MICA,-0.014207760470854076,0.03759005915810425,0.028540906591170978,0.026567998074818733,-0.03465662086271017,0.046603159025120335,-0.039687937131302364,0.09070931067838757,0.040351838376370006,0.031139982645058253,-0.007526389801677464,0.03800981488197829,0.058442179109634805,0.061234783010719586
TG,-0.04048434661564629,-0.023650861513793902,-0.0196065093201684,-0.017588097062629815,-0.01512948133198922,,-0.023544513974594502,-0.03466624998741049,-0.021637774263296005,0.07419083381732458,,-0.019691141079881305,-0.03334285307535212,-0.0008547684312146563
ADA,0.12021022295935938,-0.027514202533273944,0.0010140804988229496,0.06893326968497614,-0.024571494396849036,-0.023661331545547074,0.11007814779929295,0.07724627757212735,0.013131018374071346,0.06444938150177917,0.005280753612756176,0.07781174292344269,0.20188370405563832,-0.013142765113724225
LAMC3,0.04892190186579542,0.005320472431427251,0.0508579621115604,-0.0060640553604709505,-0.008189844288541071,0.024874735966752083,0.06041989148061473,0.11698423445850839,0.04637263160491088,0.043145258181232785,0.019523449001636113,0.07551910608336655,0.2035273665749176,0.11742574054401778
CCL7,-0.01635265500328993,,,,,,,,-0.02440642442142731,,,,-0.015828489617744898,0.03295791800800203
NGF,-0.028076696582743848,,0.02240214887695791,,,-0.02183871227661253,0.06066471391698868,,0.10098820107650681,0.07803050280181444,,0.028593343789477792,0.08152648062283163,0.06481979560388243
TNFSF15,,,-0.02271788241261444,,,,-0.0402554233949181,0.15584125986724973,0.012963372843157453,,,-0.014857390337953434,0.0773032860612608,-0.029221677194870333
HMGB1,-0.01445977841453207,0.013137229297983263,0.008247307818161714,0.06597268638552099,0.03956444543696875,0.0440334586808,0.007096587952127325,-0.016485760256837175,0.04570908649505488,-0.012826720449253358,-0.06230724751059408,-0.02206495114061278,-0.08213829488302297,0.06385050369384976
ITGB3BP,0.000833592549385311,-0.02970199712229115,-0.002897557729151923,-0.01830360782670142,-0.011540290422532877,0.03443895098317027,0.08575247741767893,0.0069795602556115745,0.003540671959066475,-0.05992209822908448,0.08310028615998294,0.0330764798066011,0.028531134773434653,0.029977360040561764
AANAT,-0.008734065122507228,,,-0.013145083332369106,0.01476129259834555,0.03040870766920213,,,-0.02141132085456265,-0.02845938856508431,0.023375658556023533,,-0.01842278209511193,0.04382961749003495
RELN,0.04223518954245236,-0.010538880124472199,0.049653388605221865,-0.016497218119224166,0.075068355399263,-0.036078920780013464,,,,,-0.020401359056007425,0.08374129492646282,,0.06130278311237389
IL15,0.030989502812412428,-0.030130835731485228,-0.016165123899078752,-0.03428773389716362,-0.029594395970692612,-0.04207383707138515,-0.009194537651830889,0.18966564512098705,0.09697178078782007,-0.03536277370159934,-0.02145705581352959,0.13153425948646033,0.05220480752943074,0.009225802517391198
UTS2,,,,0.005619556756949195,,,,0.10012134458124476,-0.01823330675059577,,,,,
BSG,0.0022818071134259313,0.06261131567996689,-0.039256172368113185,-0.0037212584409746616,-0.004218747770703736,0.011269436931066149,-0.11629647117956811,-0.03128360004422939,0.008264530243353435,0.037835127081468606,0.08847387873511181,0.061372331113648836,0.002693845697121233,0.09390704426744594
ADAMTS3,0.017668814221811456,-0.04155627840516899,-0.026037338234614953,0.01266392833079123,-0.04336934217605122,-0.0160019899572758,0.016652269945257963,0.07841179057227868,-0.005795672548501548,-0.013306380696514216,-0.03315920771883697,0.06218317706578217,0.06527716025110589,0.06494270618882901
CD34,0.057003292841183696,-0.018359905001972848,-0.05469006023445753,-0.00814277534714285,0.003180394610031383,-0.045052891260088955,0.06033215185920624,0.08651155107950668,0.03645597236290107,0.06626362906752381,0.008338237073058332,0.10975015669814454,0.20710179662291592,0.02742951709056084
CCL23,,,,-0.014957018187598196,,,,0.16541688493034346,,,,,,
PLAT,0.01637803744992945,-0.03200963006431835,0.01050061547504942,0.037743916501235084,-0.03186635869091029,0.01861112875646218,0.00610951769647377,0.12579268475152627,0.02328936368864348,-0.009152404740202569,0.06822548828662783,0.005659282536284838,0.13325281968412067,0.12385046515932989
NTF3,,,,,0.08834430009684908,,-0.0049462856810657835,,-0.01906182085617563,0.00628557640713013,,-0.0240900753180511,,
LTA,,-0.01739291789762775,,,,,,,,,,,-0.03859626831746711,
CKLF,0.034965210359701945,0.02896031819886768,0.031106561704160488,-0.0015369749755887758,-0.006717412746217316,0.07332063969787263,0.06788809645344175,0.08175247316386051,0.028015037827425822,0.024055525885452074,-0.04501484173578794,0.06110121156900181,0.011051419774930184,-0.01493830246991211
APELA,,,,,,,-0.049859378995821435,,,,,,,
CD24,-0.01732635507421178,0.018116583137744623,0.01365790030432188,0.02331343201252513,-0.013871305095023597,0.06789086095427184,0.09635393808911603,0.0832959762701437,-0.027965118594243228,-0.048795958181809415,0.07902169004148175,-0.10669706540179624,-0.05484404449081124,0.028359109492376015
HSP90AA1,-0.04494370610459217,-0.06282344791641487,-0.1053802897332561,-0.0737319088768202,-0.00027802853969298083,-0.12484251308538657,0.07050515042496042,0.0010373541930504078,-0.05056909709772331,-0.03111509636808585,-0.02702112969659573,-0.032276931537861875,-0.1344088601955414,0.06471026991970434
BMP4,-0.02186838489346276,-0.018437512544431597,0.03642356005881638,-0.04026383865304415,-0.02654579722241795,0.0018555388947140501,-0.009644189633377036,0.13929292132816484,0.031839539173453835,0.010955927635206664,0.06145752521074038,0.034576932254676264,0.18363388609129166,0.019503832988200433
SCGB3A1,0.08911909285485463,,-0.020635066558624716,,-0.01471080675951484,0.009088179244912318,0.046457866138657086,0.003297621443078911,0.04889498821432752,-0.009653912103062089,,0.1285950815662364,0.08564699927413612,-0.008687304487322911
IGFBP4,0.09199993833266217,-0.009661321515762131,-0.01606726193111847,0.007082425016292141,-0.0019752209955435393,0.08362741734425762,0.06618004067857573,0.02151457807757272,0.0208348287548813,0.02858579337706491,0.08470117026507613,0.08378564323382402,0.24779389153536013,0.11851283313074142
RSPO4,,-0.02811763823479758,,,-0.01471080460772657,,,,,,,-0.0031400327266836656,0.01892786990386934,-0.03264999963690207
LEFTY2,-0.012503801644353479,-0.01760652939227171,0.012287957510621434,0.014490443406632851,-0.016130577169465612,-0.02183871227661253,-0.03634337878723009,0.05407981777261092,-0.020718290524483603,-0.007831264883448341,0.0959745199240837,0.013282465451773105,0.10822854717978232,0.10371791545970627
PF4,-0.01696325288451934,-0.015821222772681266,,,,,,,,0.02234874561784052,,,0.045027228036087226,-0.041625852865730145
ANGPTL2,0.03530283009916093,-0.001251014789863499,0.00978110030270927,-0.01102930308686864,0.011842620243633084,0.054596142287760954,-0.00025698793339240105,0.059827914765074965,0.035333903873288844,0.055611694501276815,-0.03723253489597467,-0.02892195689589383,0.20872506480133451,0.11892572594867722
LRIG2,-0.026165391120983126,-0.01454294715171822,0.010568015613205577,-0.05634954703342698,0.009878346602973148,-0.056178918928475846,0.028113259133138096,0.04504642406349888,0.02349234239993531,-0.0006852637615558893,0.06214493956298614,0.047820674206584424,0.008650600264260165,0.011738909748287235
ICOSLG,0.015298506090694688,-0.059331136670973166,0.02026219667512292,0.00458136481979391,-0.027918360021832327,0.002417837668626933,-0.002370703742119201,0.10107826184260703,0.024409892301403967,0.057155020586336765,-0.04527675629808776,0.04066650751334766,0.09795599271590001,0.029732945754784995
WIF1,-0.007438092381151025,,-0.02987777656846192,-0.008733038057647701,0.003531917590568878,-0.026515575376158465,,,,,,0.020570331700004225,,0.05354257698828089
NPPC,-0.035921988260839186,,-0.03958830224486388,-0.035392616701071876,-0.020444418358417437,-0.043935380252215016,,-0.026640002739598507,-0.024301255099639204,0.019208694642684303,0.009048968867513173,-0.03339472311968646,,0.059794534237387086
LYZ,0.014273375431354637,-0.01809117139747459,0.10836712973255043,0.026294135781104126,0.0031191191526949284,0.07482340995606086,-0.05213199037051846,0.03354084106270925,0.07277586805452732,0.07537099775917389,0.05183568629377493,0.1199790436298062,0.07532755870442757,-0.011919246176625653
EREG,,,,,,-0.02246565282311637,-0.012982590149648577,,0.05812037376672143,0.04931841613993517,,-0.02588050897491453,-0.01951967825528368,-0.0027457347447069186
SPTAN1,-0.051376864750693675,0.007303172274606559,-0.05610948196255885,-0.02597103732540921,-0.01601265055033883,-0.06704338393876781,-0.0037520899357958793,0.04742197198709467,-0.027711136011486746,-0.02528062046942964,0.024030654328503057,-0.024940723615777004,-0.027850354276841256,0.06421406560536115
PTH2,,,,,,,,,,,,0.07465363532278231,,
LIPC,0.04329450848181702,0.029232280868910866,-0.025067962213444643,-0.008978355576382019,,-0.011608939990863293,-0.03497977229439225,-0.028248995924883533,,,-0.03331722246179507,,0.036380362023523245,-0.024169184805200177
COL8A1,0.06344796057191063,0.014558603040392366,0.0709916796991352,-0.004043727705769241,0.022858672506021888,-0.03933741608503265,-0.06682529055094612,0.12653240291283607,0.06944507761965504,0.024775899091537566,0.07644834560426224,0.09563783835526374,-0.0032047861798471917,0.04133092187885922
GSTM2,-0.0345914845224765,-0.014504797578957347,0.09296150093699988,0.02764403043028783,0.013525639588347453,0.11853768582494785,-0.0060909716355349326,-0.05546507847236574,-0.003970828843201664,7.84140344685713e-05,-0.024514676982191775,-0.00412475396167488,-0.009685037251118828,0.02982695793240286
SPX,-0.03358811824826546,0.01372990606841055,-0.024827121148942016,-0.04610101047304108,-0.02521297032592891,-0.031530827191686615,,0.030426435500728245,0.08126573242230227,-0.024067147157433383,-0.0744890490978394,0.013781272235915196,-0.05993050530838933,-0.07190800446453215
MFGE8,0.07320805686790006,0.017475180062146118,0.02573634429026779,-0.018117509178863917,-0.06490598754441938,0.05783645046316791,-0.01916125435743832,-0.017600786271470988,0.05988108967518618,0.09434180674747755,0.08070903316251712,0.021394402146505394,0.21124536162062482,0.03273507458017309
TGFA,-0.06209676227132957,-0.04179702793450839,0.04055795806766365,-0.02426555492189613,0.07280202068294041,-0.032664576001358206,-0.01586239327198579,-0.010749558381330094,0.06969121142462012,0.05262489948819013,-0.05888188947505312,0.0019260167499448382,-0.007707483770866443,-0.024361447099119717
SLIT2,-0.007558145340796278,-0.016715143151654184,-0.06044689808766534,0.014427387365361337,-0.018724185948341278,-0.012156995285664702,0.015731237304933806,0.1271655777215672,0.017066474808356467,-0.01218420594923365,0.010213004575683391,0.05438166753086971,0.04118412632420231,0.014516742452174332
PLTP,0.045757563626610265,-0.007996132648992649,0.12524320145436696,0.027492415307261053,-0.008041419677911143,0.09504515738659071,0.022594083156399755,0.07436047460824413,-0.008548960279170084,0.09674183205501606,0.08338859454565793,0.06787480168857893,0.03569191678895257,0.01161163661557471
APOD,-0.025400105156150904,0.011829279259663225,0.06743170696894712,0.03855892121029934,0.019141399311625343,0.03942673093589699,-0.0312360385461114,-0.0015907371270744315,0.05892514877142091,0.04617138300078985,-0.12056979440238887,0.046650503603070353,-0.10088925441827316,0.016743794156692846
B2M,0.02661902758740856,0.015508249861104897,0.0741505927321734,0.015902215131404475,0.030871069425343577,0.09281322190674995,0.03145688913040439,0.16022964589812894,0.07287087620427456,0.12137151831912903,0.06792704830867399,0.07337084567736646,0.1749109489291697,0.1086546757301465
OMG,-0.02165943478202818,-0.042450248230882316,-0.054543979715763316,0.03157729774114557,-0.04081555133727898,0.05026376510629703,0.01595385585502929,0.0026009554361502156,0.012978861323687713,0.05870691201728,-0.10595873213097896,-0.0067732665139017744,0.011230710063913279,0.10384750843230704
CXCL3,-0.00977263892725625,-0.010890324969053943,,-0.017258866046470395,-0.015737451409113416,-0.031625905881915155,0.08330544789725856,-0.0005683225231271458,0.05454633325797654,-0.007160458749758312,0.0801246648645452,0.017671844798023424,0.0005322394601605915,-0.0221089636325831
CXCL10,0.008425893480672452,0.01259210165770798,0.0437210632857963,0.05580199967085557,-0.023906340541277195,0.11236355860841567,-0.028929298781104753,-0.025568801718142405,0.008486836543601708,-0.02599895140582648,-0.027143452592979272,-0.02839249716867315,0.11368756042098402,0.018327247403764943
RSPO3,-0.02221300183146723,,-0.0536571068130099,-0.02158492384159083,-0.03821530975247274,-0.03624385717490944,,,0.010245306216243278,0.005339308780960614,,0.0038666410326359006,-0.03855425987975789,0.0799819087522403
CORT,-0.026371700305935625,0.01750426963642761,-0.025916747196554193,-0.03735754668322099,0.0006622537998875781,-0.0013586275781111688,,,0.0037920201251051425,0.14108699525534696,,-0.03455814916300042,,
NCAN,-0.04628272258969531,-0.008715246351182088,0.06207253054803293,0.037151626600564154,0.032561478148301744,-0.025388593505713028,,-0.06889313722220845,0.01760478452991376,0.04920803435475651,0.07032715566703082,-0.05471628569025807,-0.04474401594103022,0.037016046889023074
PRG4,0.0035411580469004575,,,-0.018698408387480124,,,,,0.04109074718520113,-0.029930125901306302,,0.07949849796263,0.00181379360956997,0.09303543712058558
ZG16B,-0.022676194675621864,-0.019038270205267407,,-0.020187936674403734,,,-0.030272027734864745,,,,,,0.14999958396452512,-0.03551112163409907
TGM2,0.023079798081121847,-0.020581044847706526,-0.039837079633634385,-0.02282759959338241,0.021696637638993058,0.05616886782040144,0.04973585670546425,-0.023316638759326144,0.07085546514237737,0.0662402773418563,0.024579655286243295,0.08186037524424324,0.1284288975882656,-0.004408170663027611
VEGFC,0.05937209258767489,-0.024445872098299442,0.022490880797409397,0.007200506483366285,-0.03567186268253385,0.11789229711750487,0.0634900649805084,0.09241609281913371,-0.004056480855287681,0.07448630723026849,0.12350033082552503,0.0402772212626685,0.12450276044361244,0.01351365264706206
WNT6,-0.02638464733972016,-0.01760652985434633,-0.01658043629235184,-0.01838743619845639,,,0.004049002144269071,,-0.02457488589275656,0.05414134268352377,,-0.027577032623459823,0.05894357202046023,-0.03669364275330116
NRG4,-0.015061369359443856,,-0.020297519107207184,-0.023290053841128734,0.01718650108953831,-0.02828160627168817,,,,,0.025996929092326603,-0.027439117594177283,0.010156675642926685,-0.015015488186213613
PMCH,0.0811481682927975,,,,,,,,0.08110668542455023,0.07733533755875578,,-0.015798311014374813,0.10323554262029899,-0.016664607113555923
COL9A1,0.008931191730687045,0.07371452861202893,0.018333591954083867,0.013381452945647115,0.0050014814108950145,-0.022154216595428006,,-0.011465445042541706,-0.01363188249407305,0.06224560057334568,0.03651721560075406,0.01706333593039123,0.01741738890478737,0.0036770779850962927
GDF11,0.03620801126997918,-0.04222053586962823,0.044135594264697625,0.027454790356413374,-0.025540609060748596,0.06520610858874952,0.007373636204536933,-0.0025662534998907487,0.01961182692072358,-0.03096839391569218,-0.047077717046482295,-0.02034544480448364,0.06891318882219327,0.024078143289426347
RAET1E,,,,,,,,,,,,,0.06471414759018217,
IL24,,,,,,,-0.003748028259324402,,0.005714568631372106,-0.01907448301146002,,,,0.022732598235881755
SORBS1,0.0078245128420662,0.03745109725350333,0.10277882305970833,-0.0008241674734782509,-0.024584731257725524,0.011104666268127235,0.09432335481305203,-0.034655892850223635,0.06878283870862985,0.002029723618229893,0.012150412564366093,0.01492884174154846,-0.12907668027460945,-0.0033739949561643434
DLL1,-0.013913947435806403,0.017640190243271594,-0.020038470848905747,0.026519020457401035,0.011125376789815056,-0.02249893745865716,0.05986935708141555,0.09615656135150107,0.037647061013281066,0.05961364471566675,0.0435708105601433,-0.03530484776582644,0.10834885013882722,0.1232965652670745
TLN1,0.04074894825374188,-0.04017418521146219,0.05739086832612118,0.012492291699987435,0.0037975319272030845,0.07149094434973681,0.012742664110605003,0.03025563182012272,-0.019058614943648914,0.04099979548988401,0.07409562582463235,0.03069098971234164,0.12808045329812007,0.08078570130607737
COL2A1,-0.005915993849753759,,-0.01796283924196077,-0.01725887191985379,,,,,0.03705726942788979,-0.006885443390194672,,0.046896258425111415,0.052805113809297054,0.0021446059411589034
SHH,,,-0.019606511416176184,-0.01356757039160936,-0.01689062972074145,,,0.06027675493139501,0.08777123052970091,0.04228650857642792,-0.006798485294894521,0.0070872974671309045,-0.00807344360002037,0.02208712793066723
PON2,-0.06948653389826286,-0.00799105931483485,0.08205498765849861,0.04334666491263655,0.02916471605022283,0.01108024222709936,0.04446963993794562,0.08178737926633993,0.09990458810455423,0.011366428198956875,0.07268740460644746,0.014475360798106405,-0.1250977107310826,-0.022586845179275655
ICAM5,-0.02790273141686508,-0.02266355806323047,-0.062184914089232164,-0.03372552231792774,-0.006959224514259582,-0.03732337399985219,0.03471415303215927,,-0.010770689006958227,0.01902517493881455,,-0.03645885669782684,0.07472977265786165,0.02166177882086872
HPX,0.0005250478231260541,,-0.01658043741081929,-0.02513251320456904,-0.01471080525978352,,-0.020723628920244853,0.053672635641268646,0.04833038569146994,0.10635839507543003,-0.010764633017505094,-0.007152875346171647,0.04934783585957897,-0.019225105467847635
SFRP2,-0.021740896231658122,,0.08826922142094791,-0.013774184055834903,0.014264417925339223,0.03908874639901748,-0.037368217297358584,0.0020424013204437225,0.040811404314089986,-0.0005216133625425033,0.04309965645241531,0.036583801546853506,0.06564634656351825,0.03132236254691363
CFC1,,,-0.028016881568858107,,,-0.0230768151920925,,,,,,,,0.03075692102932847
CD70,-0.0007616349971283099,,,,,,0.03278395711354328,,-0.0009514496004365792,0.07560394229862175,,0.047282387488876754,0.013639499849063194,0.011442362519625424
HP,-0.0288772544666138,,,0.013864304102033502,-0.007198319062622108,0.0326340864155524,,-0.03217845287412619,0.026094328660178225,-0.02852446473251662,0.04645045543297798,0.023254919764310034,-0.0361922165905876,0.07561519193260524
CXCL2,0.046354318560377285,-0.013849910405603948,-0.01133464949707974,0.015405920031751116,-0.005931849253445682,0.031763258479129045,0.05211756118301937,0.07665247673799143,0.04959717208240434,-0.01908516195839911,0.008896564683040701,0.039919994941633,0.060420720124031525,-0.061926313624938716
NPPB,0.028580133101518825,,,,,,,,-0.021784502804044443,-0.040248757919355074,,0.16440683266689565,-0.03910900723477989,
CCK,-0.05415751293633519,0.036372540127257276,-0.04501193496424147,-0.06727004748601162,0.010931670398595258,-0.06870599498701012,,-0.028249018725690446,-0.0009949000106108082,0.005341769900312993,-0.016749058833879938,0.049076840830412444,0.02036672295507202,0.010028823773084795
SEMA6A,-0.04934916918806638,0.009834041300069808,-0.016438176614022977,0.09754532406343114,0.03563543242353508,0.03229679912770769,0.11461074231659024,-0.07933111837792302,-0.06917806352249123,0.004213815572613514,-0.004222058687954604,-0.06215908392677186,-0.058225416921932484,0.10811009756207568
IRAK4,-0.007632279057151674,-0.011291120989386545,0.049368709049694634,-0.023014618299797836,-0.030935151624609986,-0.0009054042669253172,-0.027902005961840445,0.027991444517335026,0.05830570316064456,0.05890282751411607,0.04297518280126726,-0.03141686277352302,0.12880153117933993,0.04674930950103558
GSTP1,0.00012594456880166794,0.04334627286760499,0.08891792163729441,0.10383367498327545,-0.002171171320953887,0.07303330014301804,-0.09992212205508798,-0.10514145216219203,0.004790352797181796,0.01857624108206163,-0.0014830109622212698,0.004260182118621857,-0.00807120950780567,-0.09703968749283785
VCAM1,0.010318289660710007,0.04915253598123246,0.06612640185769149,0.0035312964951228283,-0.010743957370900895,0.06050104062610861,0.026324885528814197,0.1224718128081415,0.03787241630075267,9.509315117098677e-05,0.03679887368294232,0.013810825122629527,0.07404514067220694,0.021188056680941984
NXPH3,-0.044693805058343035,-0.017664950878912226,-0.0020545421599992633,-0.021268449538083076,0.01800348538669166,-0.0352326605962578,0.05815552357916111,0.018421166042330298,-0.02900912201935272,-0.023649527176380403,0.08850438570019183,0.023704637653585166,0.004151668771483609,0.013833551188285748
MTMR4,0.009648702465609976,0.0414353789181114,-0.010751908314310074,-0.08714439255718115,0.01998243845013371,-0.030155849104119708,0.015468295495546402,0.07918502405567657,-0.017008535965562593,0.012664659541856783,0.06627552075976201,-0.0274690211850407,0.07347303592648678,0.0928009964292665
LAMC2,0.02406347956820472,,-0.022717880179822885,,,,0.043416998516644906,,0.014602344753230155,0.007313130440523664,0.07788710324543639,0.05873803010832673,0.01030696017699313,-0.004088914988188553
IL10,0.03926856305143898,0.029625898854619085,,-0.022647493447517403,,0.0501086952844196,0.06772293975505217,0.026890601353159894,-0.002262081717413597,0.012004545536423019,0.0788489383188468,-0.028651529420806784,0.007651744989120427,0.018076429412808143
SEMA4D,0.035069063445539575,0.02545503445869759,0.0009573994738054657,-0.050706967940835505,-0.015334836483145766,0.03707194958212037,0.04570265805783107,-0.03252304444819441,-0.030879053053611348,0.025194057879803958,-0.07705629038423646,-0.06645249556336709,0.009766003637393609,0.09003317723181722
