,UKF243,UKF255,UKF266,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.0777326708767994,,-0.009916011247823986,,
BMP1,0.038049587412981,0.08127328324332973,-0.006586923405309314,-0.012833296286702527,0.02437838901031747,0.07893632164709513,0.05493308842882405,0.061426996936440346,-0.048457318118147935,0.059395225349525266,-0.009684136298281385
NDP,0.05724709529251565,0.0736940697920375,0.05117961430538621,-0.037913543955849595,0.00939785960226586,-0.04979665226532283,-0.11062535970961504,-0.06962019933991674,0.008671677716157702,0.03978207526105075,0.07663011168882457
TNFSF18,0.09956164944533706,,-0.012941576188800229,,,,-0.020957897433910338,,-0.04377182842799239,-0.02667448753092832,
RTN4,0.06210689616125027,-0.016446447227822052,0.005626580445177977,-0.006259886625217055,0.003365641281390473,0.010771600064882264,-0.05464366985729467,-0.007461384386997667,0.0356186003920318,-0.04193503631829797,0.06038587579061476
HEBP1,-0.03166976901709547,-0.04056129501393057,-0.0009822731600517792,-0.005595106786302299,-0.005103355585844271,0.08223259275619683,-0.06400251850990302,0.023509993553130604,0.012756006117511516,-0.041311949527950066,0.0648457703643031
WNT7B,0.12875886531556843,-0.014826852489991032,0.011778141753128472,-0.013333401584137572,0.03856842491044979,0.05412115051672618,-0.031056307051007922,-0.027240232644452838,-0.03960214623494533,0.03562430375441348,0.09872741860445662
PTMA,-0.005744621869843973,0.01169180744212595,0.021847498099960044,-0.08692023205148136,0.012852904086931084,0.044052543139167295,-0.013087528421464312,-0.02732354745105112,-0.10736298657827131,-0.0067683222770288315,-0.055151229053662036
FASLG,,,,,,,,,-0.022505818310563502,,
CEACAM1,,,,,-0.0177034394884626,0.0808655186517532,0.05558950603570528,0.0667179620557096,-0.01699531820835116,,
PDAP1,-0.07202113841453048,-0.01281173537887998,-0.03882631366746277,-0.006517888032450292,-0.01365124946873378,-0.017127887642765873,0.050763633478342486,-0.0186598685318181,0.03454818785128624,0.05956084164799147,0.0985515400044995
QDPR,0.09213356975258633,0.01817483329939915,0.0023503200312098684,0.01993210802740127,-0.013356388343463397,0.04128102718964323,-0.015543340679511884,-0.03893761466388931,0.017695714167561064,-0.07226637806644326,0.040675777817724
POMC,0.06006897585806328,,-0.03414248817788995,0.015717163584289956,-0.027177787952054524,0.02433821160581343,-0.0312702430497342,-0.004409498889779265,0.007859278800741238,0.038544321788406805,-0.07601374566708431
CCL18,-0.025863620565708276,,,,-0.03327018948330252,-0.030392521000908383,,-0.028250007831121592,,,
CCL17,,,,0.018571344250777614,0.0927647582167401,0.04350583809606069,0.01202420027059534,,0.04245792990972678,,
VEGFD,-0.029140740835581685,,,-0.012105159933213695,,-0.016893070930898636,-0.028258988797488276,,,,
TNFSF13,,,-0.012550629138049458,,0.01708210933645315,-0.026506974821319133,-0.028732681770270385,-0.020302334675319295,0.020174305612781877,-0.02901803759311923,
WNT5A,-0.02166033806944007,-0.0696178762231757,0.019711751908139955,-0.015593949636517637,0.13072023759559473,0.04286781677054606,-0.008840786431256107,0.05385770374270877,-0.019134364949511467,0.08295094770317289,0.09941367505012895
CXCL8,-0.08369783189483457,0.010041289086938021,-0.017852455925667293,0.013733966117853548,-0.03443291866025689,0.08744494958247809,-0.010297223679874712,-0.02969371352964202,-0.016138405064347137,0.062001050312670065,-0.05864279316578243
GRN,-0.004024238609524585,-0.019998859596283464,-0.05306133669252115,-0.036328583386545536,0.02076317231880151,-0.01257447836900848,-0.040940646778961864,0.026979526011121795,-0.01519292005624255,0.0004727136652270691,0.0648975972187881
MIA,0.013122553014795903,0.013971586041355469,0.04285518201243849,-0.013767070101086082,0.02065744373008289,-0.06580498603876422,0.009417566748094047,0.01707248297872498,0.05582065804881307,0.00574584889171876,
COL4A4,-0.029335241321188216,-0.014204212222501492,-0.011941369132839486,-0.023127582911059125,-0.010561002937574648,-0.027048447942571194,-0.04127339045524922,-0.03643692217453856,-0.04545430935468509,0.04844193565066742,
TAC1,0.2125217909889669,0.026057060799786418,-0.017871687740981357,-0.03770603785339639,,,,-0.031192699651327763,-0.026816555095508655,0.0229271150053421,-0.014464477770299286
RARRES2,0.021984866407763416,-0.057773555477132296,0.031397410967902946,-0.023004047951524168,0.05208367673295908,0.006119921376733937,0.07878348985487349,-0.020302005212384844,0.07144806420246502,0.056164439911176076,-0.001458229338764448
FGF7,0.022569010068435223,-0.048528407708954203,0.003496722155675608,-0.03639531788190667,0.02069384323040025,-0.03152772097418317,0.02372518751871357,-0.026807053097433604,0.041975442317304594,0.0782411260517381,0.05469858369477113
EFNA2,,,,,,-0.016055733383529478,,,,,
HBEGF,-0.027966055294898214,0.0032802554428696343,0.020556431147944185,-0.031087211382788527,-0.025965411934164684,0.050164209594504794,0.024985257946170923,-0.0037611594620662217,-0.022137756646610173,0.08345106402952898,-0.022177666990834597
CSF3,-0.02933521809639003,0.047176646575568124,,,-0.009975066007903037,0.12363653814845027,,0.034009053422944885,0.058644092858406285,0.08949665710322119,
PI3,-0.034751940331742455,-0.023810914356981322,,,0.02272124607803645,0.0811967144265022,-0.022765541696067215,0.0069020299676972995,0.016027385395348683,0.03289329099346914,
PCSK1N,0.1550194826695721,0.08059475581774685,-0.027120612138046594,0.034050183801440814,0.050017937415777904,-0.08735230593884931,0.02972788532081735,0.07221790690122526,0.0694210221734335,-0.053494792541460695,0.034154800071209704
NTS,,,0.035090788868833545,-0.015997064974084457,-0.036698051178268395,-0.019560864336891744,,0.006284290037838738,0.023582798482083164,,
SFRP1,0.17126598570434384,,0.012575182956870316,0.10276632082930685,0.08784496683172403,-0.04395561540033806,-0.059809988050093424,0.011581127592447492,-0.03106544688948714,-0.04256096821289123,0.0020849387944100474
CXCL13,,-0.02074110709814621,,,0.0357594888434529,0.011414073508128633,,0.004130683747945256,,0.08163818500572662,
MICA,0.012480925544377968,-0.04158780339846671,0.051435054956762295,0.0002597253571762767,-0.02748321995230431,0.009161725394383952,0.005450518396599143,-0.042626377141209336,0.0346127939148278,0.02045375092828122,-0.019673430718832752
TG,0.0008526853579185305,,-0.01682650698363658,-0.011943159157242596,0.12633147326223468,-0.006092261710361042,,-0.02133237305950595,0.06641529827735493,0.020165791931796195,
ADA,-0.03458237443941649,-0.03613093275998366,-0.021796490371129944,-0.004126950850647554,-0.017281719655941562,0.038140191958320926,-0.0385252854932119,0.014660446191739564,-0.03805637297176858,-0.007290301244232819,-0.07117812659677489
LAMC3,0.04080223166821298,0.008543328019163984,0.04145477374419255,0.0284083334011862,-0.022382955109833135,-0.03371087149310051,0.06359289232166818,0.06794607422174298,-0.06832448378268413,0.04149037202216495,0.08242086709727273
CCL7,,,,,0.01786487390663516,,,,0.08941709099846144,0.07520570067571855,
NGF,-0.01690085304286267,,-0.01605700081801258,,-0.018258087080854895,-0.01583991731492209,,0.0775565470532009,-0.02858012686922651,0.001019729755246561,
TNFSF15,-0.020908464498050554,,-0.019496719218452304,,-0.03350661986656064,,,0.07752662945685182,-0.03747510238798962,0.044788148171874737,
HMGB1,0.07275807357057665,-0.04620795573016725,-0.01914722400786742,-0.03893304930804721,-0.038846053999107066,0.009743047188993985,-0.004135086218145184,0.03000356716671965,-0.02148474458676274,-0.11453597164640833,-0.055308634332324205
ITGB3BP,-0.06735148779846618,-0.002435225344921787,-0.019938462393307904,0.014885063288120264,0.04043210512203424,0.008040447488662141,-0.03444996995307948,-0.01501799568077799,-0.03984458086169992,-0.06566897162703746,0.014350704374892833
AANAT,0.048027260393512065,,,0.007116024983145349,0.026257758279903554,-0.02160666850893888,0.04655706111058009,,0.06347620571893686,-0.020830458991389866,
RELN,0.07005757479067401,0.06467335874698997,-0.024671401007810564,0.06967691762842383,,,-0.02780062439498527,-0.01944190383668104,,-0.055270543105931456,-0.043236191251723566
IL15,-0.029721021374309844,,-0.013873074790493252,0.009038744351269596,-0.013539094039220493,0.019747020987445837,-0.016801850838468982,0.02674588358484034,0.04316080303673995,0.05083896717516783,
UTS2,,,,,0.04315778564046043,,,,,,
BSG,-0.03078945022055287,-0.016981007110217744,-0.0018681777114548312,0.02101692548442796,0.057552469468473956,0.10285695353756498,-0.051088713470932356,-0.007949708640703998,0.018055704126966946,0.08611234671569243,0.06508688212616755
ADAMTS3,-0.01830958638091922,,-0.022345510181630498,-0.024103981567380365,0.08056245517707919,-0.035567371092861955,0.0018190258897689447,-0.0029957513791776256,0.08654900016092316,0.05463599990070506,
CD34,0.08935809759720122,0.02856623859996091,0.019037020570542785,-0.01433559352559029,-0.010935763634244412,0.010847749362367619,-0.012150318672239879,0.05838115945580784,0.012262673428929704,0.03346787287302135,0.03578200459124239
PLAT,0.002608242532327812,0.06329965160400454,0.008875285446699382,0.06172734780830128,-0.00955798893215964,-0.07177737727341021,-0.03891048783549151,0.07483209118173771,0.03143823946769084,0.042077394913874605,0.008321714666719607
