,UKF251,UKF259,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
GSTM2,-0.010054418259230079,0.019530222643434122,-0.009734140584746661,-0.01034545366197212,0.051975007967503345,-0.035900339313626906,-0.006386648205135762,0.04316311213417582
SPX,0.047779681061966825,-0.01475078184917867,0.006097455795961021,0.09420155568706075,0.1705500126065343,-0.024091809328086675,-0.0030922672892753603,-0.06902426304123599
MFGE8,0.047645183488380934,0.040896155668468444,0.02952425837612656,-0.025650454456691573,0.045219639195695535,-0.042009170628398165,-0.015088351775707928,0.017164955676691546
TGFA,0.02931393875352029,0.016673818945579476,-0.02941448905934919,0.02646424238519595,0.06426232655082198,-0.024394134136705145,0.019276087357556915,0.05351158147955525
SLIT2,0.04203591864467973,-0.030786175097915373,-0.038027348298684635,0.05991469801849113,0.0012493325259333079,0.0037117426995177494,-0.02369930323701995,-0.017181168960604877
PLTP,-0.015281568458727102,-0.03964982331814552,0.013723501905193742,-0.013993134321999869,-0.035512109996476804,-0.009103425088990057,-0.029809972386738114,0.059216951490482006
APOD,0.006383529804007312,-0.02583932923702133,-0.011951424579565486,0.03147840327617506,0.10390782187826782,-0.01709119184527255,0.014269507268853772,0.09806506669261963
B2M,0.055543301501121,-0.03171354432481313,0.05956987315169371,0.031740899056763666,0.06192646545812301,-0.05129302637570587,-0.03399644248836162,0.07945793095585386
OMG,-0.030529170083293963,0.01692245949794033,0.06886006704637301,0.06164670848946983,0.12735927711737308,0.009028661724168519,0.04033128973353779,-0.021598366606278462
CXCL3,0.0064024283983588675,-0.0015707679930221942,-0.007547903312307476,-0.01739426808612776,-0.003370524130133594,0.007996929076569981,-0.04987437421070623,-0.022227072386549248
CXCL10,0.011176293940749989,-0.03410994047916237,0.05991152058735909,-0.02999426763238493,-0.019841884537005267,0.0213363428892564,0.007864913525941299,0.10331603393796797
RSPO3,,-0.010504577537266264,0.054033282387652246,0.0066895003862573205,0.07032574334275357,,-0.04571364149530395,-0.05697314041839761
CORT,-0.0195854344553293,-0.023557321722760653,-0.02684251695034622,0.02173382382428913,-0.025382656691776407,,0.024498986810026834,
NCAN,0.001773734832546223,-0.013686417950999853,-0.022226818740422934,0.053053791529441785,0.0930488019101859,-0.04094603365920763,0.06934238657798887,0.08658444036503536
PRG4,,0.01687842883989604,-0.018884766289784565,-0.03181398738513017,-0.016281487674271695,,0.033961347254502665,0.004671830403807516
ZG16B,0.10849744246698266,-0.012032827155778336,-0.010095674139112524,,,,,0.06399278500876762
TGM2,0.046298311340291824,-0.04832348959171948,-0.029504833884748862,-0.007436254129411831,-0.03639367408744193,-0.060195459988081026,-0.0509048722533235,0.058511283147530575
VEGFC,-0.01694465158546525,-0.01847777688142123,0.0341142551328614,-0.03738121433399931,-0.009768740004817934,-0.03640338722486518,0.06872589397946209,-0.0193975933610548
WNT6,-0.012203962812672341,0.12631007043083312,-0.009729463275549065,0.07976820947873123,0.02312820473602073,,-0.023595996263888825,-0.018788313556914845
NRG4,,-0.012617800902182839,0.03871994772744876,,,-0.029231394131308944,-0.00753344329731329,-0.02825474185819039
PMCH,,-0.017483192420608553,0.060233637134447425,0.03221219936485764,0.0923219481074229,,-0.0135176577103448,0.03246702679851223
COL9A1,-0.00859611585561712,-0.013178372122963642,-0.005972311866334978,0.05350363672880481,0.10315763932864017,-0.01727833149990454,-0.030649070570334804,0.08109024792971203
GDF11,0.04385592291812614,-0.02570943396598034,-0.003315966925608426,0.03602922079576982,0.040560049818077384,-0.022474306895721732,0.0048109906594051375,0.026512336061147886
IL24,,,,-0.022012231926974962,-0.02386923680473405,,,-0.03158786145520274
SORBS1,-0.02199488734491459,-0.006050053365283398,-0.02678636304675978,0.03796554490071707,0.05428302982641089,-0.03528096582563785,-0.049809415707010446,0.021556042568530994
DLL1,0.009796579135727299,0.016067809011200973,0.06182226402338473,0.12305758168954643,0.14023481976846203,-0.03778428566438352,0.05764894118478028,0.16186547903402165
TLN1,0.033166021122800315,0.0029837330819197233,0.023766276205708776,0.04140305230848828,-0.0256003790081794,-0.10608905057401424,-0.008857946369753256,0.07588397781641892
COL2A1,,,,-0.04812162462959496,0.030793384244129553,,-0.028477123706491598,-0.02545600585553485
SHH,,-0.010773602265091888,-0.016128377051817275,-0.062154582000690045,-0.03462952279350959,-0.07361472464642616,-0.02084780030145155,-0.0514832716908903
PON2,-0.026890343070773298,-0.008512024409807027,0.01770579467577736,0.06887948869316261,0.08944296994481349,-0.014464822490611711,0.01237540687090268,0.0560651960891483
ICAM5,-0.01570924095177265,-0.016791423799277706,-0.03280353528385807,0.009160962375216472,0.028936083718004105,,0.056337605456476314,-0.033943630123345704
HPX,,0.110948898382749,-0.019812134789626602,-0.029762117940330065,0.07611160359683779,-0.00044706486445131197,0.006440557669543892,0.10916836895441123
SFRP2,,-0.01226996544616715,0.0001630157975538997,0.016777056249710046,0.04901321859959819,0.03239368414904891,0.0009959214511640713,0.005006631036919207
CFC1,,,-0.012705502030279838,,,,,-0.02500100087185986
CD70,,-0.02085545011075928,-0.02370020989235951,0.02474488981937355,-0.05789440627008237,,-0.012659314268570653,-0.008856424381011124
HP,,0.09924528563208888,0.057532155706492186,0.04363214865777749,0.026584161660248382,0.01995589027711549,-0.03927953642183683,-0.0747026707743496
CXCL2,-0.03097898668234324,0.00521011445151822,0.008924774525913233,-0.04952928809975466,0.024984131880009832,-0.0686693759050127,-0.06955010287308981,0.07740278861223143
NPPB,,0.03724768599738902,-0.011125454293810207,-0.03485771095060389,0.004955751049839978,,0.07460649486855124,
CCK,-0.04475912288137328,-0.025503133456931986,0.006182583591953344,0.06243561162955023,0.0033586542521202123,0.01618832794325237,0.05033130535985374,-0.05230336505787227
SEMA6A,0.032330083336391674,0.005822017076158847,0.041230283301271355,0.042819336543678484,0.010636669799345928,-0.04641792614399336,0.023127407277345614,0.047968078351727166
IRAK4,-0.028897407169831205,0.024103268740697945,0.04870671431627401,0.01568618164575906,0.04572170775765808,0.015004067542043085,-0.007151835910643412,0.02755209138119543
GSTP1,0.04675505203784706,0.011776648841231157,-0.01748300330479094,0.055350252128753885,0.09331129588760019,0.03033375321625058,0.06315493995452026,0.1277439610677091
VCAM1,-0.02212960158342882,0.01943853653864113,0.028749337328071715,-0.056670092427870716,-0.010865395070853006,-0.01788517874191843,-0.021593539013730612,-0.030942689666101218
NXPH3,-0.010925739451496873,-0.057376509946792956,-0.05762050835170822,0.07219919770226674,0.0908817685336033,0.03991688161323043,0.04692696242005486,0.03589887311948068
MTMR4,0.004396481737874103,0.018802961395467582,0.03600148552316199,0.024935674006379215,-0.02036389167665798,0.012827644494329875,0.019931345686590066,0.03330832131445595
LAMC2,,-0.024080892542328078,0.005960398436143843,0.038000238225458866,0.06753739608488722,-0.010104057856012252,-0.013120995262596812,-0.027208265488339482
IL10,-0.017480000604705042,-0.027054074998361627,0.030011465849853997,-0.043155926449592055,0.03164403940163997,-0.027261644216864857,-0.03267396250415294,0.09585291771768124
SEMA4D,0.016750385206859165,0.008135398844957198,-0.037550481371595196,0.11821878057718649,0.12196999807634205,0.05307841877269802,0.038172130498811366,-0.03247392756417703
TRH,,-0.025538725993636338,-0.013027851475387833,-0.016155981882578968,0.012210329151138044,0.0008847705965178489,-0.022610609702675727,-0.020444818383462824
SEMA6D,-0.011318713177385262,-0.04244861599103399,0.005098786511114945,0.06495646138317865,-0.015504533998594333,0.0637209183111494,0.0021378926052268137,0.07461839154059623
CEL,,,,0.020353617032227746,0.004556272052028907,0.022328830933835773,-0.020886662294839795,0.02262420287322715
PDCD1LG2,0.023341261936657,0.004406619513093622,-0.022225509181356063,-0.020820113121103385,0.13568396736452132,-0.010573842801248113,-0.01863930718661865,-0.0015698190018257631
SPINT1,-0.011639544936672045,0.02487317300885123,-0.0004324332937475764,0.017079015571320355,0.05330935150905923,0.020873854702826374,-0.03543482517650497,0.06425134081304822
CTHRC1,-0.01830732140456084,0.0013002600599302011,-0.0013740615345841996,0.0588046588982217,0.040837588753960125,0.06812088679049998,0.0026801012092093133,0.1293568917124566
PODXL,0.0001944993870567055,-0.005647752365056783,0.009909370464942488,0.09038710807566078,0.06007924107239095,0.04557971760437827,0.03397358004180252,0.10067404358539875
JAM3,-0.0014320278195262225,0.012508101547584895,-0.026178447494076357,0.0526013065049585,-0.013579266625270356,0.0074564788161210855,-0.016780036676869496,0.07606889035857081
TGFB2,-0.0651868120194379,0.04375621795129647,0.014634278299705768,0.059217183390693685,0.03687904623072076,-0.07202474375750739,-0.012921707468867746,-0.028423331701240902
COL18A1,-0.03293957036847228,0.0006960144899453564,0.0350799371261486,0.0489811266925858,-0.01464805083249088,0.010471835724388959,-0.005483301658846165,0.11596299216720485
NODAL,-0.011754462309317325,-0.021217620821951052,,-0.032906090673467815,0.08077644255735807,0.05901560540272423,-0.015004842175612133,0.10973655092406812
INHBB,0.017089969729803634,-0.008389454177785955,-0.003541222597909686,0.058086940359351184,-0.0007108563727068963,0.03687282286887263,-0.0376200612352383,0.03785290964902084
LCN1,,,,0.0048236526929193455,0.03504781622111357,,,-0.019084276886351663
ARF4,0.02469638988762644,0.01601388869815316,0.008049411837691738,0.056820770453544896,0.12134042414475789,0.04345243306940032,-0.017247259499679722,-0.019159163897472832
CXCL14,0.016095954424470628,-0.006168746556086888,0.02050523281877842,0.004185468049420882,-0.0595147887802059,-0.037291192030309374,0.011880961678787034,-0.04348114017744427
LIF,0.05075870801697619,0.04616159218736799,-0.020596728322857936,-0.030992455508338883,0.008770086886843609,0.03902204748059464,0.04749945450459674,0.037480900561032496
IL17B,,,,0.025719858338196785,0.12092226691791835,,-0.018667417946766525,-0.021577398688622233
MMP1,,,,-0.030089879897764217,-0.025805424159555928,,-0.01351765663982902,0.03865447277675078
MATN1,,,0.037455076456428586,0.05117771690023757,-0.00522543347387183,-0.02858862113306018,-0.0002722752310007354,0.03147440504164571
ADAM28,-0.016289857885941936,0.033348960977949815,0.007668086049838133,-0.01717221142182705,-0.009080160800421448,0.06507852456009429,-0.048348225334478065,0.0498669795028597
TCN2,-0.014713722183317804,0.007709087654369587,0.02672104301426148,0.048460986619106014,-0.030893317518912517,-0.02413376287094676,-0.018318499018942256,0.025760958283670903
THPO,,-0.008156460853586804,0.11254508516944192,,,,-0.016688749021233105,-0.011914703387222432
CUBN,0.020144892048346977,-0.023438221144899855,0.019271622768633784,0.04604867204518053,0.05223262006579786,-0.035877660880167694,-0.03862212960080765,-0.05787499493331797
TIMP3,0.012458935100727953,-0.0121605163695137,-0.010541794948809361,-0.007123131391841773,-0.035933182667572096,-0.0032406634437600313,0.005369014188542277,0.10103743329385033
PIGF,-0.023924870586448516,-0.02414540138996602,-0.014109722414929884,0.020774008209105847,0.06914998710432023,-0.013889891698531389,-0.010846961117021221,0.0004377620879935665
CRH,0.007275052378853218,-0.012151941489445466,-0.017734024920571086,-0.026752032962315882,0.039005074443674834,0.003562523081843958,0.03026410663170708,0.09706733879199439
BDNF,-0.013196370848676942,-0.022728845875774797,-0.013215914836923174,0.025550353940206254,0.0432965208781157,0.005148567129282202,-0.00042626528425445586,0.11138585861125959
CCL5,-0.0036507639654584363,-0.03341287085363001,0.0536996933174688,-0.009750050637718216,-0.016804045436469406,0.001959638620885683,0.0257749856626456,0.0510002444198033
GAD1,0.008906793991802333,-0.018489798726136566,0.011673330833477378,0.0013704956196268637,0.08416293009914103,0.08802528580452117,-0.05262482445509697,-0.014367941320281357
COL14A1,0.052405214843337274,-0.03611971294726964,0.03193928872086088,0.06607240260965784,0.00532660355310579,-0.04655286063902419,-0.023102339076470448,0.04390219371720753
HLA-A,0.044633904934322365,-0.006050395956312213,0.06816473141688618,-0.03104128763513218,-0.08267637969980489,-0.05876748085677711,0.01573925415893142,0.05423791100124526
CD5L,0.016055358127641223,,,,,,,
FGF18,,-0.009654626638350958,-0.012071085550366225,0.012498639626288133,0.01738497403752753,,0.009130368683327667,-0.02699471053759011
ADM,0.01845501417224472,-0.02980328923459558,-0.00030979742506113316,-0.04491604868254856,-0.05733346654962501,0.09598558218121997,0.04864054568906838,-0.04299732242835795
GNAI2,0.005188187845540086,0.009756965850280186,0.010615073228185544,0.00019508434225951754,0.0017456413922902676,-0.010236483806210957,-0.006697666218631104,-0.037935606775394044
HDC,,,,,,,,0.057671164185350614
COL11A1,-0.019963419403239854,0.06156966976400653,0.0009648516026774824,-0.032668281057592945,-0.08049612573022535,-0.02531284055358685,0.022540633122239615,0.030298787145248314
NUCB2,0.021293270898704586,-0.05636680379473619,-0.0028793479311589485,-0.027334064116951762,-0.0022767908307154347,0.023396252993198762,-0.02570425688370087,-0.04826963055018887
FGF16,,,,,,,,0.08660274794238614
CXCL1,0.06791260441953655,-0.012975248641945287,-0.013736010555146666,-0.02588633529522749,-0.02988967257122696,-0.04297287228733754,-0.03855941523018645,0.044313198906641815
VCAN,-0.021040338484662448,-0.001981848997389838,0.07849117746587439,-0.015474840413085526,0.07913210203299245,0.008021373019009313,-0.03317605819360485,-0.005720698409647945
MMP7,,0.04006364986299848,-0.011125454233024868,-0.005348896640390687,-0.026072525116094706,,-0.03262698880858191,-0.03953245103533804
PTPN6,-0.01309063828635462,0.025933396417308754,-0.013187574054154206,0.10576388623218921,0.04853878531245293,0.01603126827187819,-0.0014661253681642371,0.06841987048488539
PTGS2,-0.0141231377850067,-0.01916645482444931,-0.00954169771292894,-0.04749703729267929,-0.057667849612301085,0.008403152201049917,0.022365160944650044,-0.015921410478922794
XCL1,,-0.010504579305207935,-0.018273142302486844,,,,,0.04024355622162652
CD58,0.014879185650790765,-0.02354910715020653,-0.011135713726932624,0.0929958079740243,0.06845549482291145,0.09031152050687132,-0.04065890416114723,0.009338253227631644
TNFSF14,0.19885981575242573,0.022320515976736593,0.0003782185039496268,0.035360156896986725,0.008006197521530466,0.009177704499825197,-0.019518786765845817,0.007400924980330758
CNTN4,-0.012920166946754257,-0.018878618892305948,-0.02141290057968508,0.10127334311531812,0.0484250146309053,-0.035876508184311165,0.03272355237056894,0.02065723516369654
NTF4,,-0.01328783280098606,,,,,,
INSL3,,-0.009654624744652293,-0.012828818857888636,0.04909833888626904,0.04797966309356738,,-0.01951878488001673,
BTLA,,-0.015324823553265171,,,,,,
MFNG,-0.000559700986949914,-0.05619789026057406,0.03364831974270682,0.06020537834761104,-0.0035546017986740563,0.06662344562097096,-0.03612341546653611,-0.0002084423646798765
ICAM1,0.020561973043948217,0.029930797311745132,0.07004672726497335,-0.058651377820788095,-0.005134194884394388,0.04539042306370619,0.021954195517608716,-0.0016985648950789572
PROS1,0.016275312380180897,-0.0007491513916627732,0.012336710914166386,0.012659782138060925,-0.051318003686696964,-0.10138908483598241,0.021741925584893927,0.0302738852805406
CLCF1,0.03438057055301862,0.03640536448247154,-0.029710119032741063,-0.011918738124185597,0.006719883115206234,0.10550198429757515,-0.005284970064660823,0.02780090470629359
PSAP,0.016873723017577873,0.017771930942994524,0.0554182108149457,0.004637516537045189,-0.05784604281843874,0.016426502402683802,0.014321218676882087,-0.0451829829761271
EFEMP1,0.0483161620601478,0.021548266205507392,0.01843971423353881,0.054777106909872385,0.03699271652840713,0.003370618392657265,-0.013512578940280923,-0.048073174545927494
C1QTNF1,0.032060634534861014,-0.007437615360157125,-0.014558058146547816,-0.013080596645290453,-0.019480117504992712,0.04369570303573544,-0.014319027607333395,-0.0016921898775678563
ALB,-0.021772642379463802,-0.017140407864965526,-0.014005705395153742,0.06201623116010618,0.06953692568020385,0.002983930849291297,0.01562014449766016,-0.009027357072373511
CCL13,,,,-0.02138302474938665,,,-0.021894373170239928,
EFNA3,-0.01921499340904191,-0.02066585264938337,-0.0022304340102716784,0.02105524474587413,0.02700507494318653,-0.00213950448641767,0.016120219002472087,-0.017033385334932774
DRAXIN,0.08252473868761491,0.07291056251624299,-0.01828953945396899,0.006760468606561546,-0.03045891697954495,-0.03064646382992201,-0.04770651470301627,0.02477545683095167
RAET1L,,,,,0.03474290985579466,,-0.023713503696299817,
NPTX2,0.008905826837512095,0.0073104635345864295,0.018264178621234667,0.04227698295260159,0.028781471816276712,0.03682374005956916,-0.0687285227170499,-0.00411422247201431
FGF11,-0.012455469182575772,-0.016767244931781132,-0.003944451510036063,-0.012478672338504537,0.010122724564162244,0.051117256954698695,0.06265509612803873,0.006648392584800058
CD59,0.009231171557237294,-0.02679730460758471,0.020083880833951514,0.046741846016143763,-0.004618126825538904,-0.03206270026485897,-0.008153072192118116,0.03933393262502358
COL9A2,0.003875045887789383,-0.06825312978350274,-0.026860276548580187,0.046197061694604934,0.08262425551755803,0.003936991639144964,0.03811911992647929,0.09066251739713732
DLL3,0.0019572057385536874,0.008409303774084812,-0.033895684814898304,0.020943012286723735,0.08979543588423836,0.037318505351850884,0.03734798677018093,0.07664600850662605
FGF5,,,,,,,,0.07005179861328896
LIN7C,0.000472715227873187,-0.02997895793919892,-0.012200254635502459,-0.022559944045644383,0.029301937446014635,0.012715151746156377,-0.0697336323426754,-0.07178754870402813
GDF7,-0.013864258517788376,-0.017226669219722105,0.013501821936869265,,0.09995116015227594,0.032418082249525505,0.007738696270857194,-0.030058573306526174
PSPN,-0.011397889832830702,-0.00581749039998434,-0.006670432146376524,0.07844468276704876,0.045405436273261976,0.0018549166107816564,0.03773772277935824,0.08975366979888381
ANGPT1,0.02013764836417346,-0.019280348631575697,0.01598837224525346,0.1031628894046201,0.011787991385207714,-0.0021462980131466284,0.018113419163288107,0.02192139454051679
PNOC,-0.029013572181285932,0.016589666869473704,-0.026563714527344816,,0.008245911490010707,,0.019785787182985667,-0.013099526228313745
L1CAM,-0.05121047421024392,0.026906396291599303,0.016082427921956848,0.06002590216752703,-0.09475032121118171,0.036363651240453355,0.025009825422591832,-0.00908442997065195
APOA1,0.04688088707702524,0.003749720272363094,-0.016705353826836543,0.03165534242263076,-0.06494295324563906,-0.026897717919459285,0.011162354358962505,0.08432569563047501
