,UKF251,UKF259,UKF260,UKF296,ZH1019T1,ZH8812bulk,ZH916T1
BMP8B,0.015579379576878707,-0.021643794125047845,-0.03357510321081102,-0.011730474565672333,0.08027560464154918,0.00926454240828506,-0.026698173134220977
LIPH,,-0.021230171342214138,,,,,0.13202069851510773
CCL28,,,,-0.013874674433525403,,0.08687262746594075,0.04287491263776647
PTPN11,0.04747551469073436,0.003031006811826023,0.021461450633669454,0.008928798874397143,0.014753550553571833,-0.02857369184922196,0.008421369107268716
ADAM12,-0.02503379376223675,-0.010939541604922444,0.000851653574782091,-0.013409010314771893,-0.005764824652107703,-0.025115160793028113,-0.0384009097489521
EPO,,-0.02164379473109687,-0.006538618792399029,,-0.04507109484336828,,-0.015054288445441346
EDN3,0.07910570843651393,-0.026943516042197326,0.017583945167737723,-0.017659038518131945,,0.07444187384631036,-0.02735353249899743
CCL22,-0.0265775413792347,,,,,-0.02374951134858655,-0.023262820637236645
CCL2,0.010756058500776999,-0.010156860737914428,0.07128739288505083,0.026603618233061625,0.05391209683288154,-0.06310692936631049,-0.049918394306652944
DSCAM,-0.012343993652663667,-0.02186359176387017,-0.07066140225130993,-0.0322763078453353,0.04146251503093891,-0.04157602734844844,0.060224413360079006
ANG,0.03848222334558452,0.027618553920920757,-0.03924180520555878,0.012185166746608767,-0.05422574000282258,-0.026229565028137253,0.09704886177257968
FBLN2,-0.019299732507746747,-0.02321140506849085,0.10590901969230475,-0.03106074227642744,,-0.02250339223950714,0.035069101219858616
VTN,,0.01355409407149332,-0.03956954338404755,-0.018501426148538395,0.11497372869382962,,0.07737827287864778
VEGFA,0.003459940735879015,-0.054438869443508064,-0.04581633320553253,-0.025800102223853098,-0.06759812450397872,-0.021986993056629975,-0.04088047745618811
F10,0.03616547578541626,,-0.011506995458483627,0.038562513602669234,-0.02968948122470851,0.1262665446249392,-0.011010784824403161
SERPINA1,0.002724566921975282,0.039270667905379565,0.05658254019561183,-0.013088402673832492,-0.035116133782269784,0.0318124939268987,0.001387732606037002
VWF,0.07013495979202078,-0.04255964150277048,0.02771230652599976,0.027867494395874323,-0.007557453989286128,-0.004485835693446456,-0.02395135295272884
GDNF,,0.03174594337531878,,,-0.043307707645537465,,
VASP,0.019754654677583642,-0.0197739307437297,-0.02068761298578019,0.02469140207907783,-0.06435298543117235,0.005515892371016342,-0.0527500865633788
ADAM15,0.05678982722520901,-0.03783388906902873,-0.006683953819669794,0.0009877533556072544,-0.08212286147885539,-0.034034757262030174,0.02657579658262097
WNT2,,,-0.020058518423159186,-0.015741858719259445,,,-0.011943670909265671
CALCB,0.004605128104291713,,-0.015100758727076407,,,,
OLFM2,-0.012300853827137708,0.016893148426086423,0.06922147278840454,0.00278811163801852,0.01358306856541221,-0.050202310498848095,0.1272829314440971
MFAP2,-0.014119925018421972,0.021125543854611014,0.018163385211577673,0.021671471923547157,-0.04269778059558567,-0.0018386905070154908,0.010603503886905301
HLA-C,0.1084466041977073,0.0128671462947977,-0.0167666020830645,-0.008748581376227714,0.05061685730977162,-0.06446399617984704,-0.01518348576378718
THBS1,0.0057377158852527504,0.022966048209276085,0.03723625086612038,0.04285438803037841,0.034466735206942566,0.03141886113138772,-0.13930012013772997
HSPA4,0.04338676269046654,0.011985275709968034,-0.0412541380690058,0.0031340654883540335,0.06429839748107365,0.017912321879153224,-0.023229125572532774
LMAN1,0.022554136164228092,0.00857014756724435,-0.050668844432344776,-0.019840629568057246,-0.04818613806425301,0.028445104418823152,-0.04041671339241333
LYPD3,-0.02449896211069406,-0.01586876928605039,-0.0308947164815445,-0.018384296790220918,0.03415105796949146,,0.03621835062796116
APOE,-0.047013006053559,-0.0028791584965992493,8.224997737964013e-06,-0.06448618132566605,-0.06997730716568398,-0.054114249904679855,0.02485233049064589
SOSTDC1,,,-0.02928578028170258,-0.018259824862937462,,,0.07371940439509034
ANXA1,-0.0005240774141400641,-0.016155094829711156,0.1254919651546959,0.020928290537754024,0.010017452935116961,-0.017386020911573815,-0.031621292538642654
WNT2B,-0.025091205488620087,0.03188419454650837,-0.013097695810342999,0.020579555428906056,-0.07094312162522613,0.031886398306015175,-0.002488245994082584
AMH,-0.013114626637339078,0.045238496756271174,-0.014348269075561162,-0.015605710349324496,-0.02652185755620775,-0.0191326929100915,0.026912579941221797
GDF10,-0.02756173310628217,,-0.011770944867473638,-0.03220328953235231,-0.028689622574264984,-0.024147607153187475,-0.03977596047234054
EFNB3,-0.0377384440960697,-0.03983085798736549,-0.03935794436813367,-0.09009238517538158,0.04509468639302139,0.03023530766689668,0.08461200469728408
LTB,0.04444668930403121,-0.0205332284396563,-0.00901490403603487,-0.03131708041435638,0.23184678679344056,0.016570824472118204,0.018246353463211573
ANGPT2,0.06682175861427335,-0.022918649100702952,-0.02398965567503833,-0.017342990204332637,0.058166312323241466,-0.030420168516595153,-0.016323881254920094
NRTN,,,,,,-0.024147615816027805,
ADAM17,0.012882168196931621,-0.040782539581963324,0.031022966098303115,0.008040409565701715,-0.011215498296144941,0.03938561260096309,-0.02477608152731172
LRPAP1,0.03736317819591225,-0.021745755920002656,0.013626827045639252,-0.00015923406907521727,-0.09918876034000254,0.08630467894361792,0.038971922261314816
NID1,0.002041601098952488,0.022135362902435944,0.05324532288988804,-0.02804987007529303,0.058985687829843016,-0.0324550829761325,-0.056868543458152836
MST1,0.02600768559436354,0.012023348079821082,0.015217237409883901,-0.031540413919746046,-0.041880740251980846,0.04431643451434435,0.019249554157875527
DCN,0.018412206891295756,0.015220805693014032,0.036415415449555365,-0.015119274211608072,-0.05985141687973009,-0.045731536143103234,-0.01245797021448005
IGFL2,,,,,,,-0.0397759486231893
COL7A1,-0.03744774695988953,-0.006359982668452256,0.05087302991325721,0.03261931253027257,-0.011878599118031375,-0.008474634416656556,0.04120557467407344
CALR,-0.04029778616927478,-0.00014000097520504022,0.008559054670111834,-0.007998163754150358,0.0682803147910282,-0.005799661523360863,-0.03887618082493439
PIGA,0.057429980274337315,0.06339523345509636,0.0397461221069547,-0.025122562532097614,0.08759733818867736,-0.023173724748119455,0.053901700768762315
CD200,0.00048348391004077347,-0.022211359453497576,0.03378499931686615,-0.0388797642050779,0.024772602657851594,-0.06409187343381449,0.0011763563409687
GRP,-0.009228764766100258,,,-0.01930316847790459,,0.01386147158243051,-0.01786288442968961
CDH1,0.05407144336854867,0.04445178339140405,,,0.029442107238982974,-0.03683126418844041,0.023910670211656226
LPL,0.09104814280492865,-0.017845291717132287,-0.019002059159216142,0.023654275704403083,0.026038476914174564,-0.0199594124398568,0.09736732225031516
SEMA5A,0.02369875865463689,-0.003762011321734396,0.016856411694602946,-0.06343708237238692,-0.00961308496134844,0.08342179975468832,0.08100764176109927
SEMA7A,0.018126047269864443,0.04466209599142625,-0.020805225743746766,-0.015804160504947547,0.10865241329656856,-0.018548272182392078,-0.023674313074160378
SEMA4G,0.0037328155975282344,0.05208387555745738,0.00884283765668807,-0.034063338259976615,-0.053428782692218194,-0.02398700820586001,-0.004693868521869704
SEMA3B,-0.038863748878876704,-0.05682155810528789,-0.024522707958597754,-0.0012689796535600261,0.00022549251458621225,-0.08443283598533527,0.02543718694325006
RPH3A,0.023647777519072058,0.05014255408557743,0.004292353938738917,-0.035316217686242886,,-0.009943759645149913,0.03910841802803537
JAG2,-0.028528523790516267,0.008794374143286455,0.024915472135285107,-0.012841394924024434,0.08296750518938646,-0.03147767379056598,0.04148443813050899
CGN,-0.03185258010144946,-0.042434472234807376,0.10095457986235715,0.02370833415172535,-0.07073536920714536,0.05156117386368987,0.04497607882057753
GDF15,0.00234579148034766,-0.036026823961269966,-0.03839720941791753,,-0.018308485603690586,-0.010528029959353726,-0.030602800990543973
SEMA4F,-0.024069268430183022,0.0691040631667826,-0.011921986759482523,-0.019902870574739686,-0.00761074610559275,-0.0425898956943234,0.00823186992233939
NXPH1,-0.008958863707535868,0.01750879412884807,-0.07805776211826429,-0.0227862371538181,0.018657801318710632,-0.021192930784059566,0.09906775059232582
ARF1,-0.020722460697404684,0.014277228336798453,-0.019874158820403318,-0.018209934902232737,0.06668125815883198,0.009409064993817802,-0.05166788773894655
DSC3,,,,,,,-0.015054293015012859
EBI3,-0.020163438823637407,-0.00956877251979882,0.08803300526432138,-0.03441248219980722,0.006956227732232488,0.0072269520547560235,0.013895802370762813
TIMP1,0.03156506766269854,-0.015195489139703219,0.014197688870421008,0.03975640071351341,0.07507151244296914,-0.025479387170011664,-0.079546458623733
SEMA3C,-0.04378463659124901,-0.015253920212083778,-0.0030180826483136476,0.004306073421669433,0.08947607238093909,0.08171254151005672,-0.00010606864082721767
GNRH2,,,,,,,0.03317638712396364
GAS6,-0.01931056847023566,-0.013028452895074642,0.002708438447725258,-0.01760901582781695,0.021490314783739244,0.04897163776217866,0.04527493123414398
MEPE,,0.010917597455797073,-0.06513838572026097,-0.010722266035086525,,,0.061210615111525674
SERPINE1,-0.021620163035243226,-0.02869438078407713,0.0122271085407853,0.0687889659842579,0.002502183537514554,0.06399967912616415,-0.07820369810187089
RSPO2,-0.009672418589158984,0.04650595111206308,-0.04270704345800826,-0.015098837021230436,,0.09558117711566987,-0.02888113842441763
SHBG,0.07972018410332365,0.043779553846070136,0.06329407237755727,0.0010957207125705303,-0.023753473417773698,-0.031970620921876594,0.10802254224860164
LGALS3BP,-0.03611714251262421,-0.045000712765137806,0.06118577506277939,0.017612809076770868,0.1119523439995346,-0.0018808738789277057,-0.014240862461516885
LAMB1,-0.0273269543142827,-0.005101718438030505,0.030410981029092322,-0.0008155199621950068,0.039482884065925115,-0.042539978177972934,-0.045760731642564605
SPTBN2,0.019880365488051697,0.005754382216092774,0.022121345334894942,0.04361218115715213,-0.015560003197715722,0.014811122968406048,0.11895497561246361
COL1A2,0.05450626311466794,-0.01723175754185256,0.08278095057065504,-0.0176989163217638,0.06565514700315322,-0.009594026742109829,-0.09120674212120579
DEFB1,0.028323049110513948,,0.08182126084917657,,,,-0.032239436281856076
WNT11,,0.00048114234419823875,,0.012671179962184954,,,-0.019978931448765308
LGALS1,0.009506226569607012,0.008317724110337694,-0.017139937749943313,0.023490016481733517,-0.003123372841326486,0.0241957175132407,-0.09986216273711532
BCAN,0.011132265129265061,0.009204847597811957,0.037380370925071016,-0.036185775278629304,-0.01994007886652456,-0.007649863609246343,0.12429666826182288
ANOS1,-0.014903886637098067,-0.026706840974058975,0.09241559645084527,-0.011874569421087841,0.0013477190869261983,0.09580708633933062,0.07795068278916623
EDA,-0.03426084038664943,-0.006440012625859913,-0.05614922457326439,-0.03227630666679273,-0.05593986512315849,-0.0351238683013903,0.07353839785374786
FGF22,0.05368119886941408,,-0.050320179434173044,-0.017047472406150396,,-0.025872261199859223,0.029712782710173333
SHANK1,0.0325129472889998,0.010211228591296698,,0.033567052915235776,,,0.050262199222991716
RAET1G,,,,,,,0.09099740872529463
TGFB1,0.003661301036735303,0.02186872124480818,0.040347575378746225,-0.015471522770487597,0.016406577462257967,-0.00963150601376,-0.028575493882345218
MSTN,-0.012406002823048006,0.013039332220036566,0.042323912225842183,-0.025113255850969202,0.12220092196721694,0.067915134642983,-0.010966623284151811
WNT4,0.024009772393049546,,0.005106639341950363,0.00910897433976197,,-0.01863908339044577,-0.04691150767374561
TNFSF4,-0.023433341423652426,-0.033667596063320565,-0.027144231690198414,0.03704666901549067,0.022530584224480336,-0.011040046702044799,-0.017259303702227113
NTN1,-0.017149768152192307,-0.041443577163794015,0.04759185464540914,0.028113551922550547,0.049083438221883914,0.013612050369328483,0.04547640635945976
CXCL12,0.04030970022933104,-0.016962063186566435,0.034806361974160455,0.011689049470357966,0.06084379353786291,-0.06586422483243044,-0.07213988759504207
GNRH1,0.01950472716658965,-0.024412086052775207,0.048367275063157085,-0.0236000090831625,-0.043349877081850625,-0.018887376054800165,-0.01715484053539846
RIMS1,-0.029585741827767523,-0.003909021358619888,-0.04726925148188152,0.003065763747004612,0.014018056545033105,0.04706790711523074,0.03386590090162136
FGF14,-0.0015274538455171047,0.05799580669877296,0.005951258418077115,-0.0033626648046709553,0.07469354607112501,0.03923520258006146,0.053047310175092545
IGF1,0.049852044234401344,-0.009407599668314514,0.058559744273487556,0.025396704164993348,0.06237001192073938,-0.0509737228382339,0.0603517418793804
TNFSF10,0.030980662687449062,-0.0002559030885388506,0.011021532315312166,-0.00972091104791601,0.04071780728452586,-0.005588380613554107,0.003161627777005561
GDF5,,,-0.0519625444370064,-0.017047472657659452,,-0.032419368713155344,0.010279355378172018
CHAD,,,-0.02676399655973634,-0.0143259442779155,,-0.021000062599194475,
RGMA,0.02567468773224986,0.0054179389820563665,0.11510849123740133,-0.03855884597916602,0.10979178215325261,-0.011211496293956515,0.08362917985037739
CLEC3A,,,,0.000871515128634741,,,
WNT16,-0.021022544539952823,-0.006338540860731246,0.008224064343089426,-0.012695858131691114,,-0.01734828799340149,-0.01157415624825871
CX3CL1,-0.0297836649428974,-0.046398384972399655,0.03392831160082044,-0.022595709249808697,-0.057875784992674414,0.04391053869801655,0.05322704414703033
FGF1,0.03264774017725815,0.0809135749457542,-0.03315200782688338,0.01185788676170735,0.01190402760888417,-0.020002895601324427,0.07600962737007454
ALOX5AP,-0.04666227566270316,0.02262841202193021,0.003477975472748341,-0.0001514100077317153,0.055419698149527095,-0.0004383834140314649,0.006059892051757941
IL1RN,-0.029235146267934834,0.015859626105337674,-0.006476084079126907,,0.025790031465241715,,-0.04714626722477142
NPW,,0.009255792950302535,-0.04187411789855142,,-0.0232245630039623,-0.019375123586931425,-0.03791818125739924
CXCL9,0.008901813203399783,-0.029088097802031806,0.06281027395717319,-0.017047469871713614,0.02692332011183319,-0.02272735928719724,-0.038897151369602485
ANGPTL4,0.011345920213551621,-0.007904919563825781,-0.061788130390256046,0.0077263064698684355,-0.034541656996345864,-0.003436048322276431,-0.08743225927896367
UCN2,,-0.013929745517105614,,,,,
OBP2A,,,,,,,-0.01690990612827239
COL4A3,-0.03813436874053618,0.03487717877558875,-0.024955957329834605,0.03306677599879183,,-0.03258965018700578,-0.027353534187514388
NRG3,0.02712286812364041,-0.05007423134409391,0.0342540113210874,-0.020634665809855804,-0.0286896407418327,-0.02251743490081447,0.13935877006785938
IL23A,0.029266536870372964,0.030283245140126525,0.016871262577434216,,-0.04745484081416916,,0.0600255565197562
COLQ,0.0623220617344411,-0.023503216459136642,0.01751771158321928,-0.006409440506173366,0.07715050296348966,-0.04378017247176271,0.14785400833681456
SCGB1A1,-0.006267989814224714,,,,,,
TNFSF12,-0.0016285155977973792,0.03281398592597286,0.009147792830990317,-0.014997672436473378,-0.06254889451400891,0.010432445458214075,0.035136829942971556
DKK2,0.027868165262725494,-0.014135106667638165,0.02324885001333646,-0.011730473242889691,,,-0.03781867791181875
FYN,0.003942876091776106,0.029910320261918092,0.023879960133523892,-0.025895931089298926,0.013688113161278192,0.02342970627577284,0.04454887126925972
ACE,0.005152386650212356,-0.011607968635840665,0.06880715388981563,-0.017788098842569596,0.028873410940250845,0.02265651156732918,-0.014689704491461553
IL18,0.07138701227334014,0.04453157009633782,0.018729218109087332,0.023958346305969196,-0.027952189506092736,0.006660461649602396,0.08685556683809739
PPBP,,,0.00429252556767919,,,-0.02230681904085548,
CCL27,,0.03899353795279096,0.0010906304186654664,-0.012084075172265087,-0.041702760585046475,-0.023949299673400752,0.030302749549969973
SERPING1,0.025582144513871103,-0.0033934313080732272,0.07577980890554949,0.00839939223581736,-0.024530929632089547,-0.011116625678182581,-0.05698943864842525
AZGP1,-0.011987617733543449,-0.004601850615434771,0.001416587912556844,-0.010365522781591554,,-0.01883904631458372,-0.019394716526846278
INHA,-0.011839779905192051,0.0105960698278148,0.014278571713649147,-0.018617881254197405,-0.023571022874001493,-0.019375123472090482,0.04743488337571983
SEMA3G,-0.028195614167453125,-0.02626114520188881,-0.04977676132477743,0.0565782605231294,-0.01969822488283905,-0.01787503872768592,0.01056989681619236
COL6A1,0.009185502459925145,-0.017119392281432704,0.029526117618067695,0.04439170389167727,0.08485465524977161,-0.02717415642715776,-0.09604454739103142
FGF17,0.03058342507610993,-0.026145914528330857,-0.011504430370889782,0.026313376770995087,,,-0.01610995416053284
TNFSF8,0.07388909841135935,-0.01776943019252733,-0.03573657911950551,,,-0.017348294737892102,-0.014597252003380487
FGF20,0.014370333497268654,-0.011910772892157046,0.012445461383353191,-0.024250866522963467,-0.007540021851106114,-0.045974274504404423,-0.027734406110874108
ICAM3,0.037428333746173624,-0.05799389840290263,-0.013045032417545468,-0.03399319358050471,-0.005709809507833278,0.02532354540071098,0.011665292824684339
LAMA4,0.024076041466752567,0.07449330665495964,0.0297567921926237,0.03898603351143597,0.10185770323280417,0.0016029655217320417,-0.037290616618592884
DLL4,0.045902475276770605,-0.02814318182876503,0.013243121498653984,-0.01692112870665753,0.007507234826463696,0.01576152544558984,0.009232796480309544
SEMA3A,-0.03060835595675126,0.03838852679061869,0.019998754103281478,-0.020779211091165366,,0.013781825890824962,0.02936775525167621
RLN2,-0.007563239872481374,-0.017932779953766558,-0.009244285225336076,0.04921358556945899,,-0.0288860716958915,-0.01859269451024524
C5,0.009192051180318732,-0.011870913153407723,0.029182230020092764,0.014688184160841212,0.052864580951007635,-0.05002845080642553,0.0007554093917622654
COMP,,,,,,-0.020775048135318785,0.013280835719938907
EDN2,,,-0.03827067771774107,,,,
C1QA,-0.016666247087972316,0.03587625255007417,0.06411724262647842,0.014629006026084749,0.06866881068118028,-0.0010161268452608275,-0.07692698401550738
UTS2B,0.09107791844597272,-0.017932779850740675,-0.03919639191372271,-0.029483760997671898,0.13421502123066417,,-0.019810479281718054
COL9A3,0.04236401984707475,-0.026212607116341866,-0.007203054767462191,0.04581179814719879,-0.023704810044938424,0.022699655327901413,0.07738075770162195
DLK1,,-0.029847146183269765,-0.009114426901797335,,,,
HGF,0.04021504958899563,0.0023075718414469915,0.03286428922611676,0.005704574862909921,-0.024742362763971862,0.032112014033739734,-0.014968553229301785
P4HB,-0.02942585548795057,-0.008102240646602381,-0.02308358074610497,0.04748362131434243,-0.005938770889045582,-0.04303778688440943,-0.06641080168553071
ADCYAP1,0.03332388653621413,-0.019603530330163644,0.02107409001290434,0.02741689127986011,0.013196537843215221,-0.03497874442016085,0.058488053913620566
GREM1,-0.011398324970131192,0.05923430093811137,-0.03826872820886377,0.09153897095053812,-0.045761775701170654,-0.004080590294079742,-0.0702963445767886
EGF,0.0008372070714083636,0.016311489913771845,0.09867061883112149,-0.007746079360142546,-0.03473152254264053,-0.011332221652772598,0.0480414303833539
VEGFB,-0.011937747556602716,-0.0022022190217511357,-0.058817584811777145,0.01181273026091906,-0.1814857882288901,-0.03047435093925574,0.033938317499076096
FARP2,0.015978336175554685,-0.011708294683054668,0.07745385240709791,-0.032597095207819414,-0.02415144703355105,0.026146009496422214,0.03915052121658439
BMP3,,,,0.0053740595255266435,,,
IHH,,,,-0.006506334882883934,,,
LAMA2,-0.03430781897891574,-0.04678771945267453,0.018961995767888765,0.044736965619868,0.14434844662755916,0.05623572025518248,-0.033987883691676955
NRG1,-0.018052151284838464,0.008257655362478482,-0.04465331687358447,0.008118707840551099,0.003994669185617322,,0.015439369093441601
SPINK1,,0.007010233629280666,-0.03726466602888881,,,,-0.025917458458014537
EFEMP2,-0.0015149714859254279,-0.028173959269255873,-0.015311922187052915,0.023649852283213188,-0.03580651752572765,-0.015312148455738936,0.01815135097717576
SELPLG,-0.010013695660925831,0.031706712206240294,-0.013861068991953655,0.02356273162957694,0.004418980231753786,-0.050954739111800866,0.04028490818552234
GDF6,,-0.005617226356320355,,,,,
HLA-E,0.026331300613881975,-0.06084949448988178,0.02761262459390532,0.06504947865856991,0.041600225425865237,-0.053170084889877775,-0.035509138120306885
PTN,0.05577738671432839,-0.0037912208779563813,0.05772299324042411,-0.024530240447496816,-0.11049690826842717,0.02828509457691881,0.12603262887956837
CD274,-0.019151763645883273,-0.004235634595607239,0.03137583985623708,-0.0162758036391818,-0.05448230735236666,-0.025543367044321707,-0.010922636655772902
FGF10,,,,-0.01533001597401306,,,
CD14,0.05935471591430351,0.01041115149996739,0.07803966901809034,0.04206744426668995,0.17116262936608218,0.04593738557230275,-0.036338754552799855
SFTPD,-0.01568766727960753,,-0.02212882015859152,-0.028347183238348655,-0.0843715758389833,-0.03766314389198692,0.0557784304931826
SLIT1,0.0805374991383345,-0.016728043897553835,0.025808087811390414,0.011395285681946811,0.09419505223428483,-0.01514408832553716,0.07453973994875944
CNTF,,0.06781288845425648,-0.03573658238117406,-0.013721121286126316,,0.09668937572892991,
BST1,-0.014212074586965079,-0.030891209396890964,0.03084673752256255,-0.025772955351131936,0.00936419572471261,0.005289788033127661,0.015061095315293288
AGTRAP,0.01641606188003201,-0.04616008057037899,0.03351794536072988,0.013277468650188516,0.10603597264174636,-0.037862892161926086,0.013098061164156839
LAMC1,-0.021593469224097748,-0.03196058377935169,0.06051788886915496,0.01477027006222006,0.07404871844590823,-0.02968071937893691,-0.0787376159486084
COL6A3,-0.022013142975381407,0.01070288491865791,0.02344869756938292,-0.006437233852668292,0.039077062476603655,-0.03791191730278215,-0.07632274703414924
FN1,0.03763233967474401,-0.006398025244853949,0.01367092974196659,-0.012300689070217145,0.06897935943586694,-0.04610612265583581,-0.10228830805174975
MIF,0.013607068613408676,-0.06977055147169421,0.004809038894468336,-0.012773061258375592,-0.05255611448658006,0.02391610522922592,0.008770964713017792
JAG1,0.025750814722398572,0.015639597881739156,0.0420054138194965,0.0441047956153189,0.03645439554769156,-0.010917615393887628,-0.07303318493732609
NID2,0.020026672144892056,0.02626718556410429,0.04170713562339606,0.01918415972176103,0.02903246924684919,-0.010120569858371816,-0.08015743474334981
EFNB1,-0.08853976289430555,-0.042352862242367874,-0.007128812452794796,-0.01808062203572022,-0.05371816381044572,0.03726198707850288,0.05959211683831505
COL4A2,0.021817568480648294,-0.024676044313265623,0.07204289818132079,-0.008879524417501224,0.10501106975082419,-0.023648579646620586,-0.07570868957914524
SPP1,0.07239468506010605,-0.05154850940564019,0.005609155529772564,-0.0017371136506744295,-0.0791188694457348,-0.11593596281287646,-0.08848861112016383
PODXL2,-0.012248943251197174,0.03758356617914447,-0.009332044134658431,-0.028568738825706555,0.12356311168913148,-0.015267200174126805,0.10859753715398292
IFNE,,,,-0.015330014777911103,,,
FGF9,0.05148458502528996,-0.014633850011934624,-0.02838936916538373,-0.005403514694933885,,,-0.026315617154395666
ITIH2,,0.04259185236400699,0.08584239417322286,0.0005106757300197355,-0.05593989132784965,-0.011335224018579467,0.04473783399932911
ADAM10,0.01492619715965911,0.07917605129966825,-0.019898827354225615,0.018764849109092242,-0.06338334699543173,-0.023170358546106818,-0.03643841403399198
CFH,0.0005408670445515779,0.02010257391539956,0.0947805386712675,0.03650419562342404,-0.022185491708165507,-0.05644706180989716,-3.2215293359564684e-05
COL4A5,0.0780434290272147,0.0038798138453198677,0.0220471807961145,0.022707360001502613,0.01522995618827849,-0.02862145952731125,0.043800696208245
LTBP3,0.018820428689842756,-0.01895625186535546,0.05398597997443521,-0.02888150667680459,0.04563489552074389,0.02763973281699946,-0.011035776067851829
GNB3,-0.022266605610510887,-0.0008030861106475257,0.01642668360213426,0.007655835302610923,-0.024100941507850568,-0.014265966366441226,0.08543192393577895
COL6A2,0.03987331942280669,0.0015975627859826282,0.05094855463569529,0.023425084881795153,0.0343142245882218,-0.003358726976095912,-0.08080580252763848
GDF9,0.09207531093613726,-0.021835308380078813,0.07465112938057773,0.03552580491261127,-0.06477794039403838,0.04968825731499417,0.06760855238972735
NCAM1,0.03996814196049604,0.024304331842890593,0.09260642367119803,0.01834808358560984,-0.03254944015590832,-0.012532927347586799,0.07448261444573645
APOC2,0.012321488498596366,0.012696564959693919,-0.02428467744636941,-0.010068479515028466,0.06818647715283697,-0.003225968459596041,0.0001353317927751387
BST2,-0.03235323888823352,0.0067440563000406165,0.10247616849163348,0.05161479390579961,0.09351737478768718,-0.016060007795753613,0.023209493886511952
COL5A1,-0.03682707810483644,-0.006271203582274894,0.05833289715076399,0.020074525341979805,0.07131352134408957,0.0341684622326406,-0.07834159193419928
CALM3,0.04150876628968882,-0.007135355077137187,-0.02138627320378682,-0.02140373123815321,0.05193665278811679,-0.02156855059729084,0.019385992628567144
THBS2,-0.00206958310319272,-0.038429739190039156,-0.003834948827094379,-0.005319509241825188,0.011004832753516502,-0.033551563766586905,-0.021209202820080108
SERPINE2,0.019774526121089056,-0.032748160915232444,-0.01070355441243284,0.016671116351350535,-0.057786858693083296,-0.02157841338439505,0.05480574074571401
EFNB2,-0.046908874707984015,0.020633704299004064,0.0583095763719044,-0.00496771971446453,0.05190706911429343,-0.06408092136666221,-0.005593921842638741
PROK1,0.059613564772758545,-0.01690671745952838,0.09442088971471517,,,0.0958067445372601,
LACRT,,,,-0.01941524744542527,,,
MMP9,-0.021022548557099292,-0.010021280729410772,-0.014840025790757548,,0.06532132261647515,0.04559191081087629,-0.0647664218856675
NPPA,-0.016138091217552223,0.0020584151792559405,-0.016340711772177222,0.0362430517473602,-0.06163195382905,0.05049464891137261,0.021036970420153935
APOB,-0.00559212948381098,,0.008339027028531983,-0.014325944255148486,,-0.019614815252876564,0.03968088580540527
C4B,0.06739400013332729,0.02581132486386673,,,,-0.01985180946825721,-0.016909910856484987
NTNG2,0.03647307026021987,0.004159497899551686,-0.03571388739463867,-0.03784048566484387,0.022040860123239574,-0.04294043327729056,-0.0018232676988901002
LAMA1,0.05542494125413465,-0.01052752880078281,-0.03104702192571807,-0.018303449319481132,0.08339874035946801,0.012490513478464459,-0.020882053218342935
UCN,-0.038939040494887674,-0.03322695509222173,-0.0006699111468949894,-0.020291747785977855,0.004437929193811353,0.08529464837042348,0.020015877069055943
ARTN,,-0.0001737803498055351,-0.005389925462764937,,0.02430685070700283,-0.024734158653816726,0.015609432442578529
PDGFD,0.06302730128887689,-0.003491847937649891,0.06877501927336008,-0.02134189267529852,0.1196790274099193,-0.0529058504342953,0.0003537882240681461
EDN1,-0.021546600710927486,0.02096375376749378,-0.020035677033574152,0.006281687908220878,0.025217762708826932,-0.022309288761663965,0.03842047084512452
ARPC5,-0.03203905096998517,-0.011991558700333652,0.020159857485773182,-0.03926121016985344,-0.01136414583933244,-0.033567895128776865,-0.10994270382463879
GSTO1,0.0069785940156541475,0.09847651523377095,-0.06673780158415552,-0.04333472681182076,0.042986697055547564,-0.08679050419261242,-0.030689558826310685
PROK2,,,,-0.010977444954168957,,,-0.013923518234887283
SYK,0.031376726327927505,-0.01443808002480987,0.03358518500316478,0.04816661809862992,0.07060503611504963,0.051429993341899446,0.018526720929571267
CD40LG,,,,,,,-0.016514458016386038
ST6GAL1,-0.0005124871560623137,-0.02071897341552191,-0.04132413169251292,0.011796335314844801,0.08044134435301828,-0.07580743734298946,0.06059730192309292
WNT3,-0.031480029756434096,-0.04833417160193446,-0.02529663370373991,0.0026718536400521433,-0.056699245433650486,0.07572002771215736,-0.03359737320270419
HSP90B1,0.012761579820001001,0.0466966925092136,-0.02129026618617386,0.006833497569731168,0.030378282729211222,-0.02334984765061467,-0.0818410670107832
ZP3,-0.024126211844314144,-0.013712696956543648,-0.016077078165881446,-0.01432594553010142,0.006256704355155293,-0.029223282389400997,-0.06640007513647388
ANGPT4,0.044037086133288654,,,,,0.016105162713121086,
NRG2,-0.044025939309907475,-0.0030575703870319927,0.044390029154028385,-0.020454802789233926,0.03256148719150342,-0.02182814322021112,0.1002028161002044
MELTF,0.038643153130593404,-0.027601134338347433,-0.04787760611371905,0.0029152610834927103,0.08503867054111852,-0.007146495145128364,0.08257897868739364
NLGN1,0.0030281709903408546,0.015852474071086916,0.00898438265589751,-0.010800432208937309,-0.003889848572927726,-0.03143394723805875,0.03211273098090693
