,UKF243,UKF248,UKF304,UKF313,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
CD59,-0.06262952152332923,-0.16968334535911014,0.15483277785295088,-0.020623716846918,0.22502462136522972,0.13007363777706335,0.1322159409868889,0.11893191592872311,0.06230291522308358
COL9A2,0.0017310398810738913,-0.08018575563853503,0.12102261972468156,0.1270123431115834,0.06833139379913013,0.05286998718618971,-0.08410046202017007,-0.1409679963202611,-0.09364858041612971
DLL3,-0.05952610067002078,-0.18595662579541786,-0.12698498554248125,0.09026046122681242,0.0735698535046192,-0.02998917508911339,-0.00412674991562562,-0.07364874270835668,-0.14115072310333962
FGF5,,,0.02340649933669616,-0.02565083900171596,,,,,
LIN7C,-0.0016950044476644723,0.022256000010380198,-0.07982797810624849,0.08805105332241915,0.13503649731765152,-0.008147548971712996,-0.033029101112766704,-0.027188323477166085,-0.019335798203648023
GDF7,-0.025461615121276846,-0.03650077646155259,-0.08641370357031056,,,-0.02857417857028199,,-0.035362999707105,-0.04743995888590148
PSPN,0.027865303761719022,-0.05454748767766717,-0.0032782015955730775,0.07612172090184663,-0.07381849434047356,-0.02146560317459379,-0.01271353833689758,0.06342617103350513,-0.008562694148338382
ANGPT1,-0.04014000191965361,-0.042637059403755964,0.08941274091137577,0.1544040541014872,-0.05449835827746836,0.07009501498852226,-0.02557943000508926,0.131700090580717,-0.04618076430804646
PNOC,-0.002272557215997618,-0.03971911027530735,-0.08048035603878474,-0.009435970530480613,,,,-0.02611893993655643,0.006895864641809409
L1CAM,0.00961862366231127,0.009091022119792368,-0.05463373685824593,0.04624003020149254,-0.04035736814740762,-0.03196559924791319,0.080406717344126,0.014646887877831489,-0.03172038019899469
APOA1,-0.04275255149264435,-0.07326191740683305,-0.03895445234171391,0.09971638671286782,-0.024563468469689043,0.17376110370249048,0.025396940489139295,0.03385445602572521,-0.052498840258007606
PSEN1,-0.02508296979636714,-0.047697809027895555,0.08860485517056979,-0.015615145050733,0.08073101673054849,0.012971235319734424,-0.00810253788420966,0.028723656560618604,-0.037646665706029224
CALM2,-0.03446728457300001,-0.20757396626920407,-0.24032643169038373,0.19542974194650287,0.01846193198874692,-0.07046214596032416,0.005872336810588875,-0.10792138271148911,-0.1914410006256878
CLEC2B,0.13514433846835833,0.07678524732598999,0.1372568245173536,0.02037570447668993,-0.03131279454843319,0.14513699549912,-0.01702835879932878,0.12710240450735863,0.0208048850430992
NTNG1,-0.051440538694434955,-0.04450998164521254,0.016504172344414585,0.06668693282700391,-0.059485925924205346,-0.021922625483520388,-0.07134526940262216,-0.010850763241674962,-0.020580487489847844
LRIG1,-0.01786706070681581,-0.12040490918781167,0.048754249637783555,-0.16158624626379028,0.06617733177802579,-0.10142771103549765,-0.025212249214646574,0.01948845007691571,-0.14643228103055758
CPAMD8,,0.000557249746099304,0.025505188709142035,,,-0.009660505900512305,,0.0007599239328660481,
GHRL,,0.008724965743061634,-0.05885289568057002,,-0.00729328071040683,-0.03823452618822182,,,-0.03105015114050094
NPY,-0.0739941029190684,-0.04543524711951174,-0.10084281674333391,,-0.051513940637446416,-0.02543527222161978,-0.0017834965149857121,0.1432375354228742,-0.08466846807241378
MMP2,-0.10236279901732094,-0.2121863267600402,0.16390634815150595,-0.27548971885309376,0.11604076424815069,0.17844080678778643,0.11292938723885748,-0.04368650643737349,0.021134716490668132
PPY,,0.01128469278412979,,-0.0029845498365287763,,,0.10334238898599947,0.19621193356284464,-0.021881967173623947
ALKAL2,0.05218345854615547,-0.03590097156582825,0.14464252613618767,-0.052649484363989314,0.12026943716354753,0.05407634948750965,-0.020088331239863613,0.010094428509040458,-0.04640527172023326
CSF1,0.07307425839478576,-0.033138776167482745,0.16084885044207564,0.2200405336820635,-0.1000587645385563,0.09302903227054272,0.0768574893117232,0.041381865826666454,0.05767390062639798
SEMA4C,0.014460089764859182,-0.03322333756068296,0.02879886540166983,0.052298808321474835,0.15395192710205993,-0.09708724530112722,0.0017038089431507157,-0.057365723435845374,-0.03628924208674597
ICAM2,-0.04117944493936553,-0.07718576434676513,0.019927914102221236,0.15131844747974188,0.13232374107936795,0.1959800539644257,-0.02707037539627244,0.06626360077400699,-0.0667766511773681
SYTL3,0.044544478937266346,0.09310012176978351,0.0022916645765238513,-0.005375653783526995,-0.07407111965506402,0.008284528315298075,0.11016860974526131,0.04662258092980886,-0.05622704164483454
IL1A,-0.018920099799200462,-0.04872516078314371,0.08478448720229186,,0.04247522450260761,-0.016557986713238142,0.02261499336373062,0.038661787108376644,0.019759697546102788
HLA-G,-0.040269518399052795,0.0900742592946665,,,-0.041947884686166864,,0.03390934176843792,0.05969529536898445,-0.01954857917238646
PGF,0.04460792029390566,-0.08918377012304847,0.14961734149104294,0.23890157879911258,0.16574325313227453,-0.04248369293889197,0.023839296305518506,-0.007699855253781703,0.03237384351355052
LGALS8,0.02526722656128796,-0.009668891973260835,-0.028894065813199647,0.0798614255680617,-0.06394627388077082,-0.030452165610184427,0.011460001184448168,0.10462430655335607,-0.033555416304730065
DKK3,-0.05854546391847757,-0.15429458109021463,-0.2547308701760695,-0.035994232592976814,0.12514157918947966,0.033341890284170166,0.10423426303141044,0.040962570150598905,-0.1533156033180679
COL16A1,-0.040732153640065556,-0.16924424237576266,-0.03970600627980257,0.19403408569013417,0.14709610624735778,0.06915685302897856,0.060013941718426,0.10823595863460826,-0.05377004625126816
TPH1,-0.033910212038214815,-0.021629328775557188,,,0.035846555779905385,,0.01079397703561381,-0.017836657162819475,0.08995879924182147
TNC,0.009132473967509656,-0.022888052819474345,0.20850825481851853,-0.23358701715915237,-0.1167855851072062,-0.18777556755395688,0.08344953072479495,0.050954969103731415,0.10221462386128943
TNFSF9,0.004820473054502664,-0.0007338163793593766,0.005748939587809385,-0.010844045255694061,,-0.03719708291918659,0.025870195866614005,0.06491852431569647,-0.04373104861290641
C4A,,,-0.03764163781166138,-0.021712111448573906,-0.04926097115939943,,0.019566371036333213,,-0.00391442996078857
CNTN2,0.050718911571670584,-0.09384010818650824,0.24258294404768763,0.07570042777070335,0.07947677807438797,0.03918694185468331,-0.01574066001230548,0.0007212268799030992,-0.10989334025406644
F7,,0.09025612731002851,,0.05865285827069879,,,-0.010845019003742894,,-0.01895207216742064
LUM,0.03051201889441892,-0.11330693790032076,0.1408154379360987,-0.08824304213983766,0.1417186261403946,0.16561774496127912,0.04975944660415108,0.02269704120612101,0.015451251563873154
BTC,,-0.019143675668090707,-0.024698708023997002,,,,-0.021207107616904437,0.007854304975391099,0.03180978638790698
APOC1,0.050221591417987065,-0.06396370433394849,0.29964475690472525,0.2817289455344845,0.2174993709721495,0.057736278430745316,-0.1478786071714637,-0.0891502690485928,-0.22446865395861024
PKM,0.03944858179034153,0.10475660468315447,-0.16731274514877642,-0.18466363747767542,-0.13798883317120217,-0.0936675073967906,0.09266753390526936,0.14300938616869355,0.10644920911863961
TNF,-0.07556635024743473,-0.04923855158700697,0.16354007860867437,0.033043941131873096,0.023125996386918226,0.01727427094786895,-0.0333279370628701,-0.020590107620725343,
GNAS,-0.045924364915194776,0.08464184269296639,-0.32916063815666075,-0.26913433618246707,-0.10347615502240147,0.011832045132659874,-0.003931747881771162,-0.03721558800030808,-0.06456560148298389
BMP8B,-0.02902176804921108,-0.06285543836028255,0.13712341762433217,-0.008322975163156885,-0.065325840391645,-0.08469320620631067,0.11056189826162502,0.09964550987158348,0.07358018861944417
LIPH,0.046551479189107486,-0.00542609734398622,,,-0.041947908880581336,,0.00477014775128356,0.018766758512529205,0.050554021021823
CCL28,-0.025461592771372048,0.04793586669950764,-0.028762577484270906,,-0.038150557041921294,,,,
PTPN11,-0.09295651118315049,-0.03235830984010211,0.07683688452706595,0.08039060843194276,-0.052439111567161564,-0.0649492878103938,-0.020244841807336704,-0.07737541831917888,-0.04265973835816382
ADAM12,0.016900175853584866,-0.0238085487085575,0.04431105401524349,0.11294077712490548,0.17253541488786076,-0.041866079313292774,0.07163476511088804,0.06727641202801657,0.06701252859061774
EPO,-0.05400081727933768,-0.005363742381611256,,-0.038803349545285255,,-0.025670166380930257,-0.02444144196271678,-0.04776635660594932,0.04155046889944191
EDN3,-0.03513992184214076,0.009978529111135977,-0.047215584110998424,,,0.3037542751248736,0.060381730678780186,0.10730823305278848,-0.019855004861701473
CCL22,,,,,,,0.01688627569198681,-0.021774048721158224,0.029964640347935476
CCL2,0.03652193318687653,-0.11116514636136075,0.198816394799206,0.15511154452033293,-0.06198496455797753,0.06130967595968308,0.0906377122004881,0.08025835511873004,0.1588635805535821
DSCAM,-0.06611066274980894,-0.0030773420397030137,-0.08807637844741215,0.0027459046799599833,0.0077974817981855855,-0.0007062586904746134,0.0121575315778069,-0.02304967020865286,0.048578000198409486
GPHA2,,-0.024106980028443838,,,,,,,
ANG,0.05287007728816529,0.1216047666650985,0.0939802497243458,-0.05942590900637304,0.0137204277676758,-0.07129667106823641,0.08334620956418937,0.16567839056600164,0.04876790793410832
FBLN2,0.010786009349112762,-0.013677876993148189,0.09319173027117499,0.20452577777902456,-0.03782730325988513,0.4248920947300499,0.15457292551299834,0.19311166747709388,0.0725239505802371
VTN,-0.03296156205738095,-0.015247601554800714,,,-0.03642072529559043,,0.1373732811911604,0.019826696469803416,-0.02291061353363872
VEGFA,0.049708877660063815,0.23269448118203595,0.06518554616563674,-0.3943923167815479,-0.12831895160375695,-0.1188549256646171,0.045959949559972936,0.14353419887862354,0.1696051557214129
F10,,,0.07622061828880308,-0.06672968462028683,,,,0.012687694274755077,-0.010443197299342306
SERPINA1,0.03577845054533375,-0.0692267238208813,0.24850590595735134,0.11261219121509602,-0.15195569996263664,0.13903056408308748,0.04917922283240344,0.013743038501612013,0.14505529687773347
VWF,-0.060830115371318674,-0.1449730399381514,0.09145577960967463,0.18305511372208258,0.08394124892653464,0.1354187248453244,0.04469039863615268,0.07453990533812847,-0.03976532192779478
GDNF,,-0.013272676455910732,,-0.08803636477759527,,-0.02192261936212313,-0.039978807083468786,0.07144669979529975,-0.0269552111135541
VASP,0.03058734382829966,-0.11450155052280923,0.06606970090141323,0.08941231325780634,0.0868940746100549,0.0019695805598983146,-0.015674471351327973,0.03776007076826619,-0.05266909910519474
ADAM15,0.025110048341191432,-0.10537027202105284,0.06671822174108503,0.119011856202051,0.18941491878155103,0.13328186140793996,0.1173375338469493,0.11940308604633007,-0.028235994754692094
WNT2,0.011780613490536147,0.020519709578192307,-0.015176515747601352,,-0.04644682212654726,,-0.04558106551553848,-0.040111175624740876,-0.019171542276400833
CALCB,0.0446777060508114,,0.009957674844255728,,,,0.037313821353803914,0.02201239735899773,0.026699216620895045
OLFM2,-0.11522530703660624,-0.12908574514045193,-0.011752070903001748,0.1478193232754012,0.09707952319691542,-0.09104876321915747,-0.04228728354193953,-0.10118211100080039,-0.040926704550772575
MFAP2,-0.010702654338073138,-0.04203129013041277,0.035283315849983767,0.30837784709883054,0.2138183326409874,0.0031493432588879117,0.015790880937401466,0.044080019695196114,-0.03977284634109116
HLA-C,0.04773695056795648,-0.06794999710524188,0.2725470534660006,0.13589817283483815,0.15291568176124676,0.19884785951071274,0.10935851546113835,0.1347113838252171,-0.020101231825749678
THBS1,0.023126036571376,0.023213507266483,0.11374627110365518,0.05821039719903711,0.08955887510532798,0.11243882242294699,0.13875856128733488,0.11982110516953412,0.2274708153176814
HSPA4,-0.04600990046232646,-0.04174012285238134,-0.017819831334024327,0.13132466663539286,-0.04452064735427045,-0.11866035463743065,-0.05508305381319875,-0.04258262458269274,-0.03409881806960091
LMAN1,0.012032497275020496,0.096011789814535,0.10096742058715515,0.03705881518024935,0.05703688293007786,-0.01892940343483682,0.03187424184878758,0.03555579105491378,0.0733468959110276
LYPD3,,0.009497131134173024,0.005125928874559625,0.22399226034917696,0.0058316885919943995,-0.027926429003253598,0.08781381229945887,-0.006634922745541315,-0.06039853970496323
APOE,0.0046328974647286865,-0.07968681378431586,0.2615353542439469,0.10363272722432322,0.150473780189513,-0.0700782974056067,0.01480798867454607,0.03193640643345096,-0.13051085443903676
SOSTDC1,-0.037493679157069644,-0.048725162254657825,-0.12946698193350306,,,,-0.019452120580364916,0.011544921375403352,-0.03459638323311486
ANXA1,-0.0038782506397806076,-0.041819775445359905,0.23066296589658847,-0.01832354378794648,0.11466355705200801,-0.09458040241791675,-0.017611946373418626,0.12875050411857356,0.054486101918607595
WNT2B,-0.025426114605337103,0.04757363240151827,-0.002576424859228084,0.010161944248651881,-0.07786565439414249,-0.03613859162734758,0.00909140053835058,0.05282638525466383,0.03230473780836965
AMH,0.054601797314799284,-0.02257140840729891,,0.08691811589219883,,0.015238556765204978,0.218806687490799,0.07859288957178012,7.094377209424082e-05
GDF10,0.013727107734163763,0.01616037668727248,-0.09349744487885778,,-0.0013380978948198947,,0.10628084271023065,0.002085588370578447,-0.0834360038618251
EFNB3,-0.052972705224298804,-0.04951212540580898,-0.1931964954086318,0.02317272023737208,0.09291264380675973,-0.07391585013418583,0.04632151772268859,0.008281504009179978,-0.04031291584061817
LTB,-0.035139914143537496,-0.03427726038419288,0.0895056309931271,0.06462729933017741,-0.0072165640010420145,0.31895991407679186,-0.0385252629817768,0.004104559048565109,0.05980081173584504
ANGPT2,0.012268267903151012,-0.08435505992764421,0.08827873868883013,0.2570504980049998,0.10998370191175441,-0.13139752210388816,0.009955161306548955,0.01805499344586257,0.04763162906464016
NRTN,,,,,,0.13944482796193997,,,-0.04655137558874736
ADAM17,-0.0024112429092333887,0.025653309453438536,0.09183572526891694,0.016692282307369806,-0.010779157299780115,-0.061818882228406515,0.04219025593108816,0.018134024791980327,0.11375646618483455
LRPAP1,-0.02942102709197124,-0.11253886307314612,-0.07721793856636036,0.049426410865227616,0.09462731470098441,0.03630494857792274,0.07810866902579508,-0.03410706425255722,-0.0777894950120151
NID1,-0.028099668053157587,-0.11807497449083432,0.09472493346300152,0.11020559468734102,0.11293200902317742,0.06250373926983563,0.05200880557758012,0.10147262181671556,0.0800887592768123
MST1,0.02028938565465162,-0.010663516524487203,0.08260181188274182,-0.005875424927112698,-0.08484167673916604,-0.04951878065365546,0.05948776468146772,0.025764980715246816,-0.04062179629667611
CCL14,,,,0.09323159231151239,,,,,
IL13,,,,,-0.037581613298432716,,,,
DCN,-0.04914240576207907,-0.13379111171721242,0.11551272569509213,-0.1166699120274468,0.13312705142188347,0.2168099929372161,0.062452959450553625,0.10929692636751412,0.07033770446547692
IGFL2,,,,,,,,-0.019985074521140865,
COL7A1,0.03546866230816253,0.0025398748632852602,0.14230204867468568,-0.06489312570931986,0.017566914102191463,0.07564563593557724,0.17091628706962433,0.17391244228617755,0.08839732786021194
CALR,0.012016127446841282,0.10518308818197888,0.247912010331435,-0.02895195063355401,0.01271638160997146,0.09204980158739069,0.08457891091887819,0.08141115478838144,0.0014339781398693796
PIGA,0.08427842867844113,0.03849274578859635,0.020494298241269963,0.1144118374901802,0.008629931172555193,-0.014175627282079483,0.014229424003417219,0.09074535750542691,-0.02843303724258739
CD200,0.06399060919035371,-0.1069237121699531,-0.14372264566643475,0.15401345377006867,0.0986111963935824,-0.021966714669151823,-0.010452935598033897,-0.06988214509401484,-0.04680391764874878
GRP,,-0.04014205491621565,-0.06614868318757577,,,,,0.05919168839107501,0.016049095087813433
CDH1,,0.0013331998568368007,0.06841676743597694,,-0.05195579618318255,-0.06178102441157419,0.05170298377443093,-0.008405148663355396,-0.06093522884268684
LPL,0.006974031687723541,-0.044131204931152815,0.06045591046022334,0.03314916362361315,-0.0029203632810321616,-0.06421947338557091,0.07521138500492494,0.018856908703768806,-0.07126978019014941
SEMA5A,-0.01938584631934081,-0.05424697935509874,0.033406697932880446,0.07524787435518392,0.05868703412824178,-0.09115108240972634,0.004931053359733222,-0.10272234362026068,-0.09392876339058998
SEMA7A,-0.04409866324900919,-0.0410825506727707,0.05788924025763951,0.06090052689827885,0.07899640541994654,-0.020980976905235788,-0.00865791199093481,0.1179908995474064,0.00562652477535457
SEMA4G,-0.03391382054051588,-0.042226605425313646,-0.07908357111219427,-0.06436576648082569,-0.02666647342280537,-0.03684667417507238,0.0034309825551112417,-0.08453510274297266,-0.0784032969794259
SEMA3B,-0.009500316039459616,-0.0807052369521276,0.14671069691332636,-0.10396978490749262,0.06675226594939296,-0.0409684521175839,0.18404143287896152,0.11554264573392274,0.019860521895190306
RPH3A,-0.04648606254033642,-0.06263686835516902,-0.23593185249905166,,0.08304203942874265,-0.04316029253837699,0.14727343518953348,0.024346049851443622,-0.14176852019545846
JAG2,-0.05723592435870245,-0.09122928551093616,-0.042161094655413456,0.08405910286377127,0.22772192221772786,0.07829984842515642,0.09873840169713326,-0.012076648507459535,-0.10077137049919996
CGN,-0.04703356384628216,-0.040798631694225776,-6.8086385435458815e-06,,0.06332326912780863,-0.03469110425176384,0.1363102435820076,0.08230285154054245,-0.03327382303850713
GDF15,-0.022176520444495352,0.17852217526112707,0.09440661058468175,0.023159125126639927,-0.01742852509061924,-0.032359028196304644,0.034257244116570676,0.16192122596774908,-0.01713157777135191
SEMA4F,-0.032966046376804746,-0.04678234324392173,-0.06495464382991657,0.09959549769970194,-0.046336366768753,-0.04554940143758974,-0.04918603302198426,-0.0007741399465698332,-0.08547155268146969
NXPH1,0.02116904220729717,-0.12575409393468084,-0.1233202578943396,,0.1109562355477219,-0.05292602451511859,0.062325263937682,-0.07104128341866174,-0.003644121699981869
ARF1,-0.015757237208559656,0.031165026736494118,-0.10735500046901895,0.23325768609435937,0.10163745518500607,0.003461626799271094,-0.03667667920075665,0.007008584486918771,-0.06016505492864411
DSC3,,-0.018243685620149414,,0.14340445760036047,,,,,
EBI3,-0.012702259545173565,-0.08039811481635126,0.09553021733791754,0.14564816171731682,-0.044203334359796495,0.04586644651438,0.03838877220938957,0.005979606132717859,0.005700844998153442
TIMP1,0.030583286903394846,-0.01010717669687281,0.276010231761833,-0.034147952575658995,-0.003055661842742424,0.18156198389423442,0.10884588510271345,0.18609542037653087,0.28816232836430633
SEMA3C,0.09462601611103184,-0.060688867849681215,0.05506924794618236,-0.04473721198196278,0.16504398083692554,-0.02237496036555321,0.0588427734304169,-0.042638791738978866,-0.05522852300412188
GAS6,-0.07259868536896556,0.0020802905482769393,0.07863685833203865,-0.046208859021106025,-0.077469458489735,0.13135993176127048,-0.02054046813457918,0.011795469620394686,-0.1079660080872312
MEPE,-0.0299569857080823,-0.02732565429039644,-0.12327085515610073,,,,0.03441773981027479,-0.008697769180604506,0.03260468597815903
SERPINE1,0.07184235812196817,0.09594791532232731,0.08647307984534634,-0.24834022224344948,-0.0038105225848429156,0.09029966141874503,-0.004579030428246653,0.15359421488305855,0.1919081229783549
RSPO2,-0.027789200352722365,-0.04923855012688662,-0.07879330929737965,,,,-0.026424789663950947,0.005519101097871632,-0.06877523934707486
SHBG,-0.04133587254758166,-0.02363096562811439,-0.023230784114880308,,-0.03582802419784875,-0.029834983605807084,0.08561621368473736,0.050629215064311034,0.01888669218324183
LGALS3BP,0.08854249287716597,-0.13700381007705165,0.2745382464108474,-0.002671809569250255,-0.03494227194382796,0.012636451840552437,0.07500951956730603,0.028243825107097522,-0.0020017036404825516
LAMB1,-0.0009790820835954806,-0.10070238981435073,0.08444142426877768,-0.04889399524183501,0.10525249278671092,0.11695171760723955,0.10715582133452604,0.12995004815779834,0.08986885543031017
SPTBN2,0.010980250891571574,-0.09176056936506323,-0.1836637815213287,0.0857227576943182,0.06645914567552119,-0.02563933394507817,-0.019771600862323255,-0.030839911652300128,-0.010161116397936014
COL1A2,-0.03505304963302728,-0.18044696589925685,0.14123570225785434,-0.2490055772050472,0.20875483303767642,0.20420996925350202,0.030396322670921,0.05626924186950467,0.14305720419558285
CEACAM16,,,,,0.06120214986633041,,,,
WNT11,,0.0004970244264514853,,0.02241783659031165,,,-0.01296175778570154,-0.015980236892971986,-0.02226567297811599
LGALS1,0.03079190697189597,0.1280764919582615,0.24981435088083534,-0.13411306181445257,-0.1547097157889705,-0.062372003490971994,0.0631698673378557,0.18457785565213747,0.1983809369194668
BCAN,-0.11834403554511039,-0.20079516698304334,-0.18752042030943894,0.047332066966151276,0.15123235449410175,-0.17653331004211206,-0.05068688655061243,-0.1568309804870971,-0.16774341488123976
ANOS1,-0.06518705798739864,-0.0954795575458491,0.07695470911494569,0.10656476401307441,0.03705301092093047,-0.11753456519969206,-0.031408551777444296,-0.10071300043207215,-0.12169027337155648
EDA,-0.01562699690339598,-0.019143682227314728,0.03766126047438132,0.014261714364601382,-0.026071871492886763,-0.037022158018386014,0.0424061517350031,-0.00297970098637791,-0.015472482931682364
FGF22,-0.04539415592027267,-0.027222390942972192,-0.05762045520572838,,,0.08285089485944223,0.03355871988150691,-0.027017309921536177,0.05080945480128587
SHANK1,,0.027502405749539962,-0.015167031857265905,,,-0.028359636065822594,0.008219621223976568,0.01295342364622669,-0.08122844420839605
NPVF,,,,,,,0.02626073447294731,-0.030982443109517758,
TGFB1,-0.021536291682037013,-0.02570830656458475,0.07361679716055804,0.08174911639586475,0.13135383895673114,-0.030467061280174984,0.037562837281932125,0.06265030668609285,0.04291524015389942
MSTN,-0.02858503151163236,0.027013816519566126,,,-0.059884392608060326,-0.09176765746088504,-0.03793770383019073,-0.023529774820118005,-0.07920881494490048
WNT4,-0.03296155788658272,-0.017619222931284848,0.010090116441151528,,,0.39454462190547224,0.07864820582738902,0.04455869734374528,-0.010559050533916498
TNFSF4,0.000529797185495674,0.01541818376464799,-0.03884139580877919,0.05443401670338891,0.028315192323188236,-0.03542028177479365,0.016421260370870282,0.0004289137761537635,-0.015894405588727383
NTN1,-0.041077157122298244,-0.09409519545321689,0.051642827659623025,0.08929286914168971,-0.04633304423919122,0.043701180103956655,0.03566626081018528,-0.05774475640646344,-0.04461178951143374
CXCL12,-0.0008075090604355886,-0.08708900524598459,0.048845469978934526,0.19508674831210082,-0.02806190184639082,0.2898001603915706,0.11606824817055994,0.00874052292355751,0.02422330304650497
GNRH1,0.025192627520560777,-0.02303029077243678,-0.013806045958847199,0.03592342784409981,0.008248605204280836,-0.028999390393506824,0.040160999382167724,0.04448168088070694,0.00603726336749806
FGF8,,,,,,,0.008590248387911406,0.03715585837201851,-0.03292546445617476
RIMS1,0.012341497475444838,-0.04535398369043268,-0.18261182775208537,,,0.010003621663419032,-0.043579622839902625,-0.10390492602134818,-0.06532659786063123
FGF14,-0.02502897778047207,0.027137357721233133,-0.17696748515907137,,0.024962322413784,-0.0540745806751135,0.021336259938983426,-0.02201244639030357,-0.049852111766342355
IGF1,-0.005717357611498959,-0.04751791215395433,0.004634678543097649,0.04333686218398969,-0.05264408024608853,-0.04670523501249388,0.025193306276635546,-0.01671655399769114,0.024109065423896896
TNFSF10,0.03220882790915718,-0.05560996268682085,0.08582553015155636,0.1206673674901549,0.15285065205954773,0.1129617946946428,0.039367099986247316,-0.0100031409921761,0.05674854363488855
GDF5,-0.05159006209509608,-0.013977401672247194,-0.06602352052925395,-0.041433630669504395,,0.14323337416512655,0.0479956055492268,-0.04657232518994482,-0.04466981867339771
CHAD,,,,,,,-0.05063387520425162,-0.06754247728218409,-0.030816198614638787
RGMA,-0.05820493059558631,-0.04222735505143825,0.005117691200944092,0.05351057059375568,0.08567429196924302,-0.09009181278601813,0.0438479044892098,-0.00563702137792532,-0.03345060296197588
WNT16,0.003373459496560137,-0.01818717666840512,-0.04032702682791424,0.12490533269404307,,,,,0.005725217768099761
CX3CL1,0.015247587227077182,-0.0886986102864712,-0.17165937279011392,0.12686879000179943,-0.01693038537981998,-0.012798367528197742,0.07571533810000435,0.040474524915910845,-0.04942886702167685
FGF1,-0.10925707557662895,-0.12180728655803631,0.15638934049166067,0.059466066951045775,0.11901986962219023,0.061264537351152504,-0.004554530141688111,0.053579347190727517,-0.07451491202882454
ALOX5AP,0.09429413219858301,-0.02110873268385842,0.2215640190486749,0.07151191828921284,0.07035048537911767,-0.022196632780943415,0.07745035305035881,0.1033351106585815,0.08037907674346546
IL1RN,0.045763511372758636,0.1655934683548105,0.05848048551261379,-0.09104521209742705,0.009225826023319427,0.06696194847559585,-0.009232769147441304,0.06910708400052655,0.05351189298283235
PCSK9,,,,0.006472620643977856,,,0.041684298950843905,-0.02446334805472387,-0.006054363498290574
NPW,-0.02050558604782563,,,0.06693216390561342,0.0599745176499073,-0.0330067670786284,0.020128478037144765,0.07424580162092516,0.01940888364981243
CXCL9,0.02585594255831814,-0.06365133867463615,0.060569985775964105,0.10501122368385392,,0.0746062202987278,,,
ANGPTL4,0.1292826682188797,0.1882306487350799,0.028947966042845812,-0.27748135779743055,-0.0376423468485067,-0.0033267144852125894,0.08065168065754226,0.1833199630559872,0.14875126371598726
CCL11,,,,-0.046687850599300855,,,,,
UCN2,,,,0.13391318886431183,-0.04142338647877929,,-0.055282044335847484,0.00031227380699435243,0.008305026900578376
OBP2A,,,,0.06635789048957498,-0.0008364733294066923,,,,
COL4A3,0.05003625826358121,0.003200648948483186,,,,,,-0.03418964798839963,-0.05804188338524392
NRG3,-0.018694232166018176,-0.06692953128568477,-0.10730727901110752,,,-0.034322195776627734,-0.024872807106732214,0.037219963805424625,-0.03404280113478455
IL23A,0.16666094725734745,-0.028863553988051,,,0.005842544008116554,,-0.036277143734826614,0.023476953005782772,
COLQ,-0.040538297645650215,-0.03932274579205378,-0.02770941405064918,0.0021091328039197594,-0.06582968799273987,0.018447614846395923,-0.020101663120158566,0.05535987515500248,-0.07011565486058507
SCGB1A1,,,,,,,,-0.02449686436380837,0.003820266058000296
TNFSF12,0.09921154633086011,-0.00560663328712806,-0.007551970367643288,0.08979237389594158,-0.03576299373862106,-0.06435978482042033,0.025207681351069912,-0.014870253103360697,-0.021060374828506166
DKK2,-0.045881019485594816,-0.030233191567873643,-0.0010547500546098296,-0.004265210387486884,,0.3884277935934348,0.022540648813118354,,0.00271770282908291
FYN,0.011150271438540806,-0.05931399244753298,0.027815882137791376,0.17044749904337586,-0.14585765600565315,-0.05630100144118628,-0.019792017233215557,-0.09581952943961564,-0.03937633195675702
ACE,0.012537290879665305,-0.13581578460707053,-0.03136486638562177,0.1709232830534172,0.1685861523080466,-0.11785603332571476,-0.0222695933889898,-0.03180628552793176,-0.08780862081459692
IL18,0.05644720811659202,-0.08715052684528787,0.10006975732924599,0.09028511395454886,-0.009678759549837027,0.046229147816410035,-0.023983955518815492,-0.056322787754934996,-0.06112121157271698
PPBP,,,,-0.016081507332135658,,,0.02213406863220787,0.053140382426220094,
CCL27,0.03827725450527745,-0.01914368235592703,0.0009764867762306156,,0.13016868957922548,-0.03432220609274948,0.06381952014105224,0.050408485664389054,0.00012877973143125937
SERPING1,0.05561536878060487,-0.09517449447176599,0.2341870587725763,0.08999039919653722,0.1552063456725796,0.13467416757316752,0.08611228857892377,0.05256538876423826,0.07739432988823779
AZGP1,0.040131051143669966,-0.008256681585674937,-0.010428021445480605,,-0.05643919873132974,-0.03572075466103659,0.09479617634826148,0.13688712171909065,0.048000411957398716
INHA,-0.03764787859019225,-0.036717428045972174,0.05356078029860157,0.04710172816965404,-0.056643122138556504,-0.027926447102898298,0.06652143125314602,0.048995631078153926,0.018979622424161548
SEMA3G,-0.04186057433431573,-0.06981280021513381,-0.05914358692548481,0.004044565735684626,-0.020705713070461824,0.10175805367272836,,,-0.025041664948149012
OXT,,,,,,,,,-0.04377885422820612
COL6A1,0.0582072926058135,-0.05895092895043007,0.10657656935033478,-0.3023155188966661,0.04723053188323868,0.10419596066648848,0.13972857551459567,0.13236989507323876,0.0994924879209453
FGF17,-0.03030400557794598,-0.02733248705523373,-0.05697236794022281,0.07169525080757154,,,0.0331266107032649,-0.02695207328560926,-0.06758909056884076
TNFSF8,0.20283455851561863,,,,-0.022833628928006174,,0.012502480949748762,-0.03772797552686093,-0.04655137558874736
