,MGH258,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,0.07144246764492491,-0.013221175199477332,-0.02227381773598435,-0.013436803460499932,0.14529700695053385,-0.01745597720506937,,,-0.047066796068466754,-0.05445658922176544,-0.008371781277913472,-0.008953996558981677,0.09292727119118792,-0.026807589609409776,-0.033125081673343174,,0.07976978536888503,,
PDAP1,0.03679532481024616,-0.010914828270757636,-0.0003013921460755076,-0.03141637748817551,0.01820878671826817,0.053635835626307,-0.005863484936456818,0.027503367744209656,0.09865792083905628,-0.04458323044463292,-0.00602833352741229,-0.021080349877249813,-0.05610568496795559,0.03789604265303358,-0.004022696127641229,-0.014923097789412868,-0.007753846301155194,0.04119170031595259,0.04454825407779826
QDPR,0.04356397312346069,-0.028825800638442787,-0.011429888309599812,-0.02850071008647581,-0.09043387022828793,0.04842676214918341,-0.0007457376454112061,0.023775351784056962,-0.006743472922598081,-0.0251316017115191,-0.03485552301193993,0.021455613460379476,0.05566787870069803,0.033500767213462776,0.015710805804552155,0.03165464199301445,0.08364777851339393,0.001671934527153403,0.13645056242708306
POMC,0.0099220616919115,-0.009305361832744002,0.04248820747515405,0.013736544815660005,-0.0002305213772774698,-0.012878323978205713,-0.018063663019850552,-0.03384139577685948,0.052570111491609964,0.0900831207668769,0.008502257058424001,0.09781132829040336,-0.009583227819278185,-0.006125442329068221,-0.020345933668616725,,0.004878849062226294,0.06165250173002713,-0.04279031681911481
CCL18,,,,,,,,,-0.011867190365492147,,-0.036138608238232534,0.019758691748551074,-0.0034499746569079358,,-0.0049435905861708275,,,,
CCL17,,,-0.01842476818840567,,,0.025278236983947853,-0.01650301094437303,-0.014429368094828046,,,,-0.02487678467139568,0.043343592138530784,-0.005106512904273125,,,0.0620082867198339,,
VEGFD,,0.032307858624102626,-0.020527226403884713,-0.012855572783937739,-0.00721140354756078,0.05888833964173955,-0.01210515810563171,-0.015464400712904456,0.1252096698997215,-0.07403253969467058,,,-0.027580966551977264,-0.03316093203889507,,,,,
TNFSF13,,,0.054322811906749945,,,,,,,,,0.09905984652455062,-0.013061935279772025,-0.0541770889372396,0.04654754460031646,,0.060461668062103124,0.020027259551744184,
WNT5A,-0.06748169870530593,-0.008366289499965644,0.0019271212374976027,-0.014720864593003922,0.06218188275902606,0.017776959917452224,-0.04369458739911921,0.011693265788260793,0.03163949074124076,-0.014922872662395371,-0.007760051437747646,0.021796974676636518,0.0698984814899006,0.038021926762047284,-0.010204087578992462,-0.04256888650465491,0.03415022197189183,-0.053290098893241156,-0.031863326910776237
CXCL8,,-0.01773118559804074,-0.033900123667842785,0.0008538732022047275,-0.010907576446390278,0.06221669849780346,-0.011272849577737323,-0.01715165622435064,-0.02887861990888843,0.029453290184300613,-0.06362770958273362,-0.0316408482331942,-0.09180176746106172,-0.019252788498695654,-0.1062643560585316,-0.0018757360912289931,-0.003123129290716839,-0.026329653683250586,0.019813357627219873
GRN,0.02880165180581118,-0.009398734775810411,-0.0035504744115639857,-0.004255509409434,0.05289755147534341,-0.025022266809156545,0.06669058866390667,0.050678830100640976,0.0017006760317018535,-0.02621917312195338,0.0032158261413966324,0.05623109387295254,0.01728072121486884,0.02988154208740382,-0.043821812848492354,-0.03872724514117281,0.00491168362677004,0.053739086582173905,0.08657050643520639
MIA,-0.030018128742070844,-0.016840959712239822,0.0021960391224357203,-0.01871655832582649,0.13424699950110058,-0.027207676098790382,-0.01376706802259646,-0.021179205472078078,-0.04035567533181368,0.07095819295019491,-0.006189470365541178,0.11029541804855819,0.06807240635411325,-0.056392393264912306,-0.01623965711700696,,0.08336345255654543,0.03798719486412712,
COL4A4,0.046443846882767294,0.10270444769966026,0.00673635949895728,0.011917396455407292,-0.01377418441951245,-0.014452029736127954,-0.01096591453471938,0.012315787313932172,,0.07112342605296945,-0.011253593741875062,0.001339906554346647,-0.025856290982796556,-0.049804084334022794,-0.037953259029314665,,-0.03572743715056131,-0.009834982546373338,
TAC1,-0.02293360617521724,0.004628758178400629,0.02762632909731331,0.018705327926486468,-0.007910617456315537,0.04277871413316619,-0.044841833877819114,0.014536507534917587,,,,,,,0.06843311104425684,-0.02990714633128642,0.02225141091399416,-0.05498393591540766,-0.008762000981550671
RARRES2,-0.02278058665792984,0.013266861696852048,0.013474444188031547,0.002783382066959846,0.04882974315403226,0.01836451293997613,0.020252422835910906,0.039213758836393935,0.060447609768402015,-0.020632368148329285,0.049235361182072154,-0.004809209574885335,0.014045671500680031,-0.03896763219256972,-0.023985052496922264,-0.08759265428317364,-0.023672751528854404,-0.062498416905002345,0.1460419596459202
FGF7,-0.032704653022085126,-0.02137354595762841,-0.03265961111653736,-0.009407138504876855,-0.01914233890395003,0.08779202198633297,0.00839287908279344,0.06756702552331458,0.033304415240383876,0.007453404720059772,0.006121602959756203,0.11743480678936358,0.05648690134495869,-0.021571888797043394,0.021243666833534465,-0.019606147440342322,0.045125471779697765,0.02841787597136204,0.014628082541652553
EFNA2,,,,,,,,,,,,,-0.026213862904501204,,,,,,
HBEGF,-0.040809186893125064,0.04003484022867026,-0.003462065583196511,-0.030314153242412756,0.04366556609753113,-0.04162318012580296,0.03779215169808207,0.017192393447023738,-0.11155852057943128,0.13910364920532334,0.007864510131886686,0.018112020875897934,-0.008820481860489535,0.0016643410916866027,0.0032807199059488625,0.016426241481367142,-0.05223815283246815,0.025931476888980412,0.11046088069975486
CSF3,,,0.05687784930783148,0.05649665166742715,-0.014572821995715973,,,,,,,-0.05170029242874402,-0.060196300064294224,,0.015017858674048198,-0.008526736173817117,-0.0210948837350625,-0.0502380665700313,
PI3,,,-0.03789756768699284,-0.02997144600944827,-0.016409189907607487,,,,-0.02971979160001749,,,-0.08868217148237535,-0.053738768663413185,0.006230697099442505,-0.04680449898987001,,-0.04583217426820187,0.02078717845975497,
PCSK1N,-0.06248784169535882,-0.01744529889085064,-0.040085312822181585,0.004403460238037586,0.028681405895762475,-0.025511975790518004,0.013720792592255596,0.004164956412581779,-5.6792066527831415e-05,-0.04526324265174225,0.05317425148980542,0.005988706483010174,-0.0015083197219185748,0.011431692527850427,0.03240529151276784,-0.07394335105351864,0.0831850451631215,0.027252720537892162,-0.01648816819775148
NTS,,,,-0.04306459970517856,-0.017911751217381724,-0.016509764032692626,-0.03324520547995099,,,,,-0.049792159351070245,0.02056722239498596,,0.001670827028514767,,0.03842403182355305,,
SFRP1,0.08142301047247769,0.031104904384016,-0.016076322427828353,0.058443749957810376,0.0017722454951828942,-0.030655168175986333,-0.016503011110571907,0.06646069820021572,-0.01270324079283386,0.013286677659804541,0.050387656020166,0.06239102143141751,-0.0020529381465239464,0.09833627978383652,0.012215121165486805,-0.020858852454011662,-0.03051273928916964,0.044023970397401496,0.0022669969436356304
CXCL13,,0.010110899900845455,,0.08756731182010309,,,,,,,,-0.0015100388128375395,0.027928841689294687,,-0.017733440938293397,,,-0.04789056342027529,
MICA,0.08242213378520147,-0.0303120044085508,0.03792205207368394,-0.028883745705504508,0.018546260361265735,0.02164775880802949,-0.005442645463301179,-0.012599083438430109,-0.1232689165585209,-0.07110384312963983,-0.053380821068610286,0.08592100220277467,0.04208996036458733,0.007892690455551007,0.005676381279769892,-0.02808809703686271,0.043072686684251786,0.07520626862511845,0.008377148622221251
TG,-0.02655991886071,0.00025557415795821314,0.016591977200975414,0.049857590181806404,0.06911352959208997,-0.01394582526681146,0.08439654653564624,0.01011787926767931,-0.030447074945997913,-0.045380398721783524,-0.05884210334097625,0.02311903610347961,0.04263571958936427,,0.002918090703690054,,-0.0411390469716907,-0.02239522040786797,
ADA,-0.005911880101470055,-0.0014872118585794738,0.011566796216106167,-0.006234600056584856,0.06381827635331018,0.049852403186488405,-0.019396648012442542,0.0009625227850070389,0.05154900002676797,-0.018218862558842926,-0.0241741309695506,-0.02337536015123404,-0.0019034410343087562,-0.06834608811497958,0.012713350829513885,-0.04468667038486869,-0.012393497209127068,-0.009134099812234198,-0.026704410301006273
LAMC3,0.057504949229897816,0.06073241938252608,0.029449280486238804,-0.005527892300583178,0.0996259034508539,-0.041230554788409514,0.06210833810020455,-0.009967733865699673,0.005486442575731711,-0.014699587661993455,-0.03685524397104283,0.0036709710489889074,0.02705393756751643,-0.007192114567131489,0.004594121091427684,0.04828862943076522,0.010857977163780832,0.004142766693056209,0.04379462758966405
CCL7,,,-0.012543226214493611,-0.019269633591260972,,,,,,,,0.009676067185960537,,,,,0.033646549546354945,-0.040993109728330354,
NGF,,,0.022982153785672674,-0.0021266953037299137,,,,,,0.013410959941571066,-0.053704253458792116,0.10426244916845559,-0.025861504485242322,,-0.022624668237053034,,-0.027467709041947067,0.0028685178048129924,
TNFSF15,,,-0.013967495871174197,-0.014267171320959709,,,,,,-0.04597823723730603,0.011996529873469861,0.08418811454331643,,,-0.0033854093479857867,,0.06836986547020905,0.07378501711697241,
HMGB1,-0.018411143020916104,0.0009489578583464622,-0.021277866566852256,0.017957794517091497,0.01852105904289893,0.05213925423467525,0.006982236403968848,-0.008569217824766136,-0.016204597052065624,-0.06708050091667996,-0.04234133771093628,-0.06516654127107338,-0.005627457759374919,0.05020781307464744,-0.014482159812658234,0.014422813258915743,0.0024802594894319505,0.056424884126927234,0.0033951645937032385
ITGB3BP,0.04699248139887696,0.07942655500834656,0.04677187050597777,-0.013152566358032343,0.04194571576440948,-0.057340030684997614,0.04740345664072935,0.02016056538853047,0.010593141342691048,0.0358526652943559,-0.06828682940435846,0.025087191252392897,-0.014703196054188043,0.01489934587941937,0.004745722206724499,0.12067223338884671,0.046689552546919054,0.039449264837099075,0.06970326864463086
AANAT,,,0.1023867402500798,-0.012855574619143202,-0.013145079808687064,-0.012541562162100086,0.06765843450757486,-0.0016715199901287516,0.09280388005093726,,-0.0376398753433707,-0.032709084873673765,0.03554394178680739,-0.054616387429443664,,,0.012166059138619947,-0.02176959956266071,
RELN,-0.022018876896143007,-0.026782734570255522,0.05900885582298736,0.02647556157364182,-0.0271209032175147,-0.027612471451252965,0.037761368236919376,0.02814651757041668,,0.05137524464632781,,,,-0.04509769178961403,-0.014558879595592645,0.013526876239648862,,0.0452706075474036,0.07503926976695714
IL15,-0.045632907703355576,-0.02290386819145291,-0.024285257823806077,0.032263788207448324,-0.03428772470596497,-0.010582726769353184,-0.029589942564377705,-0.017951440272320048,0.04183355410492697,0.0952531933668966,-0.0012970182729630257,0.0922027209530403,-0.0016054507278229825,0.028467828267038833,0.004869022035576108,-0.011196508071401991,0.014560799837757175,0.004631551039277876,
UTS2,,,,,-0.0064426059298681075,,,,0.036744089662358405,,,0.004667092574074499,,,,,,,
BSG,-0.01565211611250193,0.03236476969974413,-0.045659340204900145,0.039244483187897375,-0.0020653495459610647,-0.058288026913753,0.05100858115336974,-0.043832663505933414,-0.08939674516642114,-0.005269776990336924,0.08043630248536836,0.012451406362053273,0.023616334198539868,-0.008871693475456334,-0.030441571528679403,-0.0014717056059414674,0.06606112966655764,0.08430311031876432,-0.07590672897247357
ADAMTS3,-0.017017214060080492,-0.03158888560547719,-0.05652953424160946,0.022409365652581597,0.01679427114821647,0.02983687272073728,0.0017065795031998337,-0.01843759593425166,0.07962445498718629,,0.10020293531028898,0.00013672526254500101,0.053394116675658056,0.01029363155069507,0.019165687866674743,0.0939926450669888,0.05000908216000109,0.08674080049780859,
CD34,0.013435596865239277,-0.015575419550206927,-0.01820207379965955,0.03734385708225506,0.07559671746379523,0.012685189353520676,0.020144252715651838,0.02397108739417073,0.05071239426529346,-0.020640137563910546,0.030423149488333034,0.0024538401608487476,0.07231437076413978,-0.03572106065331864,-0.04360462659118194,0.051908025753135405,-0.04728482600706131,-0.04127747497646583,0.011908406690438045
CCL23,,,,,-0.01495701417820738,,,,,,,,,,,,,,
PLAT,0.007424162809788334,0.01817626387691331,0.00036514947101661975,0.03972839514432383,0.062198824348523744,-0.02949722474765627,0.009379557257347378,0.0015146002530257914,0.046085036134414184,-0.055253736586387894,0.016014444745291977,0.026158780745754364,0.048130820172353796,-0.00133788936457282,0.04457599922835874,0.07398167569577288,-0.006111001164413916,0.12193711289761432,0.09577921482814769
NTF3,,,,,,,-0.0222233332209301,,,,,0.018019643271504474,0.07214203661514133,,-0.004573419613308658,,,,
LTA,,-0.013221176556206722,-0.016076321675752722,,,0.010629036863209235,,-0.017951442488254216,,,,,,,,,0.12650508504591082,,
CKLF,0.04069132444142878,0.03825188225445691,0.0026597000835162157,0.012420504164052635,0.05851051539434772,-0.005078732104100531,0.011249158380752994,-0.021691136996466374,0.05180577846569786,0.10906699735235315,0.018295980573740135,0.061413047485243455,0.05647745412573474,0.012766794312207556,0.030217838620612714,-0.007738083843002485,0.030189830663323064,0.061306834386348666,-0.06552601105084614
CD24,0.017391478445292843,0.07383493789175702,0.002852970279896077,-0.014681241046858983,-0.041911500651003554,0.0444655478793051,0.027352618251404455,0.026568146706386565,0.12228788246173007,-0.07748671078047446,-0.06262990124455012,0.04861956143402953,0.015544675773207856,0.05171057768336783,0.03987401290358545,-0.009479062184655182,0.06942024672006719,-0.04018728072016777,-0.0242593794198646
HSP90AA1,-0.037108162780740694,0.02717836628910383,-0.016958714858822544,-0.017682792938505287,-0.03314506736511547,-0.028881938336237645,-0.0174867810614003,0.012134136342526533,-0.15821784969929722,-0.02033099337237573,-0.0899279449980227,-0.08640316180649467,-0.11909188076751676,0.08438277229336917,-0.045031405188145746,-0.07861541747811998,-0.04382975896207276,-0.060251677361728095,0.007953345752644102
BMP4,0.008322477065973737,0.0787171157445774,-0.029049948826864663,-0.024948319217959532,-0.04026382785988586,0.02385343126288502,0.0022081416757643102,-0.015296483104416354,0.06713490641023184,0.08045258180990067,0.003965380617806189,-0.013837491879987084,0.00877415300564857,0.040289005541751535,0.03470327761311449,,0.057212208909279236,-0.0597769778111727,
SCGB3A1,,,,-0.015309402355824708,,,-0.011612657174402909,-0.012526279170405503,0.27251635279441233,0.13077452201499462,,0.1457399947046821,0.1094852789313869,,0.07445635528924985,,-0.008344815877897349,0.004961647064868987,
IGFBP4,0.007757483466317033,0.041615627963629706,-0.021216737138901324,0.04720625281554718,0.07188097678968454,-0.023582434459222285,-0.02299295983310562,0.0369633601051258,0.013754612853952618,-0.013563712790125783,-0.008707721987144701,0.010927132793747314,-0.035953384866257175,0.049643848409125974,-0.08811286718870871,0.04566253720852068,-0.016797097644822158,0.014699935552568584,-0.032283063030245654
RSPO4,,0.00893906576535839,-0.024607626902763444,0.024325347622630628,,-0.014048416255586268,-0.0116126554757891,0.016407587296040027,,0.2395739674889428,,,,,0.1042376442515399,,0.07666298415939381,0.044982018029971406,
LEFTY2,0.04618272277775902,-0.013383552719984752,-0.018409017195391092,0.043358340692837304,0.08439098593746215,-0.03459634175270167,-0.012733418755099764,-0.022160855276604302,0.1511558413371024,,0.04274604075034477,-0.03165037448207477,-0.030141232570017485,-0.08620527820931126,-0.03386749683048684,0.04404642856569649,0.02812773790277285,0.06266269711974388,
PF4,,-0.012026457023707748,-0.010943717755854268,,,,,,,,,,0.04708184959784845,,,,0.0353220284752855,-0.035610102386434035,
ANGPTL2,0.006935183376911361,0.062181669227612986,-0.02156451123570736,0.01815854424159608,-0.011479911477750309,0.014156332790490528,0.008726357475439105,0.007707175531272217,0.19013231900386152,-0.022036711257329596,0.04147809607514143,0.06025816437446033,0.09022740107096983,0.02334223742302753,-0.012393708850203843,0.0908897340339817,0.045470137791823,0.1395963409748041,0.06700057021736021
LRIG2,0.02863890764098166,0.046944457120063295,-0.0030186018564348003,0.06474632265192813,0.015805826295936548,-0.05237590319230041,0.014950904548143696,-0.0313290218856609,-0.05170637530768512,-0.02390191035405513,0.07403594258875,0.062026249497440025,0.031090057228813132,0.05981439522639955,-0.020233998888834145,-0.03760681788896552,0.08524138852685381,0.05046122957528018,0.09555677220865895
ICOSLG,0.0008323058335681478,0.0011966771857965788,0.004175851030921044,0.07620635565219332,0.031685910696075466,-0.023790338377265755,-0.00934339666859415,-0.03859246587130817,-0.0051904068777496966,0.01339457515971846,0.03776287123221167,0.02712926319487024,0.08066444121760007,-0.02691792871115413,0.03143635422019023,-0.0217529997528794,0.08843377111093353,0.020648409474579497,0.011034529061018398
WIF1,,,,0.03925541412408467,-0.06920263688355155,-0.01084083007810784,-0.008340040980901357,0.02156725492579985,,,,,,,0.00641719734707551,-0.038998320446891895,,0.03203327620492906,-0.08402070528490876
NPPC,-0.030935830637353886,,-0.01697640503044731,0.08783251230090626,-0.010386165790839333,-0.02114701495222601,-0.016138749247916886,0.006178159394659923,-0.05680104644803539,-0.06381087317982972,-0.01317209512048906,0.05321162923555828,0.0565622553387363,-0.031236906721025266,0.0056753920795249635,0.044944329772006866,,0.01682228273525513,-0.06512011754065591
LYZ,-0.060053436836189064,0.02053697938635647,0.008209099781912654,-0.02464180934291822,0.03944423880824104,-0.011657898219284825,0.023890675598501308,-0.0047754077227617955,-0.03162583302201119,-0.06015333481889985,0.016412679503818698,0.04761164522622203,0.057416715601956,0.0012933039229246549,-0.011345465233527864,-0.016100330044461094,-0.034081840629047885,-0.06382330978387145,-0.04864569723817065
EREG,,,,-0.024865233732567212,,,,,,,,-0.029869222638264192,-0.015454228647152684,,-0.051369567642874064,,0.04943273600818313,-0.040997776726767764,
SPTAN1,-0.0014980798675341231,-0.024168456659034585,0.044859535136800445,0.041164952689354106,-0.02861521186148468,0.039400518518271706,-0.018754857961520047,-0.0017814870521713358,0.0263157260820456,-0.006902915800296697,0.05230804949327495,0.04875535640610768,-0.010440584689944257,-0.06165704851525141,0.012713758616863543,-0.0352637237780129,0.05078056816202674,-0.01104367338835365,0.03015687952952324
PTH2,,,,,,,,,,,,,,,0.022064187628585943,,,,
LIPC,0.0232309939763012,-0.018100460569545656,0.0103335480576087,0.0042593658210246035,0.07042286465251298,0.12362794648229687,,-0.003456268033084517,0.011053080939581085,-0.0617572800901551,0.05295744610844376,,,0.04463916319944892,,,0.033971809932331176,0.16321004314443643,
COL8A1,-0.022196019867318312,0.03224387972833752,0.024474819606772995,-0.02450376483591362,0.026027086222336928,-0.04568024627468068,-0.03072458153895445,-0.038926191669577656,0.04977212736518336,-0.027242068681532748,-0.0371060778265073,0.0826811399935471,0.013674664481567048,0.047202334053588035,-0.003314329953985728,0.06946901551226854,0.06740397131724984,0.003810656932672779,
GSTM2,-0.04600475705545488,0.0253011584862581,0.04599935006915707,0.014203842269307569,0.02933254266251306,-0.02357354397186803,0.07870766284865974,0.06393848129093385,0.049596966370750645,-0.02152202465463997,-0.016717789378003632,-0.05140034530575134,-0.008027619173118545,-0.031679831064513886,0.04565333432992083,0.013752404223659183,0.05837043558020371,0.04090840159769035,
IL4,,,,,,,,,0.3091349900347229,,,,,,,,,,
SPX,0.0077485951200217465,0.03617586723033963,-0.02327823444410132,0.018923172961961148,-0.0167837689628293,-0.012046938816496199,-0.022824042375954173,0.0008854961908610532,,,-0.03211060835415014,-0.0005457447909355679,-0.003049757789597871,0.07710001078081727,-0.015603372836441327,0.043896314982152275,0.0692373410629718,0.04885968245490536,0.0822401465418893
MFGE8,-0.008390925122930293,0.013169208770160916,0.057859913971528426,0.006740590403896814,0.002116388270888877,-0.03534424870277012,0.030132479584952156,-0.019677098770491775,0.09153590388698778,-0.05069591089920616,0.020082687495211346,0.002152746531224581,-0.02864117580466554,-0.008050450952557275,-0.09648248139078608,0.054314355112514534,0.00834724421584617,0.027196422918788515,-0.016630915763461308
TGFA,-0.002273330115988526,-0.013370422898325917,0.012558416878028503,-0.01527603216799221,-0.0035957391391818845,-0.05499858766988102,0.017598946218904052,-0.06284720514596621,-0.07767502563151989,-0.03276313723226142,0.04135415285631024,0.04723057809314066,0.06897774033879595,0.03565491760559195,0.045056258657952174,0.09658781730143237,0.057616669659767084,0.028675965082720817,-0.08517320762255068
SLIT2,0.05710799069887496,-0.009852843253098141,0.04815898410623918,0.03894402881991628,-0.0436790865619776,-0.027381512147834283,0.024709851680169235,0.04278857213480302,0.03827285557474729,-0.02267068840735863,-0.036994694390680004,0.018631283638041982,0.033389909118124346,0.028763469798612364,0.04185059393490503,0.16478777566831346,0.02067957913498445,0.019131615019705735,0.024172053517017622
PLTP,0.0032625449810092474,0.03486919677637269,-0.0028234749932070638,0.05209740945368721,0.0015832179143339957,0.04018849413079434,0.03039651232846414,0.016347967980876104,0.07639918117413699,-0.0010303102423300952,0.00972223220923223,0.02830309400430899,0.012600600070911582,-0.00033440367313324385,-0.01708048941144145,0.11419215753525923,0.0477821046783845,0.09922295993129941,0.11000522920668195
APOD,0.04070286032912398,-0.0038600682925420647,-0.06250995837103519,-0.01566645962175291,0.006629346555648099,0.01126137081612299,0.005578685435085991,-0.002637362990080092,-0.01457468251275488,0.0797288365109934,-0.026578208748054045,0.10211964022903437,0.09951081049417493,0.07315365155082615,0.021006179688342657,0.15911326772990564,-0.03252314075806578,-0.06232973484828012,0.007215002525677365
B2M,0.054346546906392866,0.005481945394103679,0.04153493893912592,0.019061118978342964,0.07162334729401572,0.008245901862664417,-0.009792373937780431,-0.004653121476112377,0.16800657838176636,-0.005289347935193063,-0.025247599351444872,0.10262455587655364,0.032060667975945305,-0.051873617061145724,-0.04049878995527019,-0.035673365024151596,-0.0523601019013932,0.11832629449943018,-0.12000658936494112
OMG,0.0655136329352078,0.02416256724200585,-0.0021154675228247273,-0.004270394615830658,-0.012437114677174748,0.06827240092558151,0.040953961258929944,0.012620760126015554,0.16710030341243795,0.09244378285782848,0.00978690089405216,0.0671307148946287,0.06690802129874822,0.0009334141025911338,0.06234745274223397,0.047555502979375865,0.09126439704141394,0.05663946163865246,-0.017478435070324466
CXCL3,-0.021388786897025683,0.02749885019463165,0.03952620746315428,-0.01416826741279996,-0.017258861420044316,-0.03405266668163374,-0.012423086714442389,-0.01292828935344505,-0.07933564573822316,,,-0.03918346788191903,-0.08655685119618382,-0.04400737755054266,-0.04693381371508584,-0.012397240488683516,-0.023314597568130663,-0.042719370881336746,
CXCL10,-0.06961088152076936,0.012650948548161272,0.09564328316479884,0.04369928619924359,0.09241914970812913,-0.005850348826516238,-0.018871577986083035,0.045576790483721874,0.04670985104681909,-0.017013259855947493,-0.024194192396751003,-0.03850109765383941,-0.03222693120885141,0.004875434000203961,-0.004926254596394797,,0.03607095801471165,-0.036981523014961194,
RSPO3,,,0.07766503370728096,-0.017107011387318814,-0.021584918055518078,0.033964419350875,-0.030167026066197734,-0.013509813205980515,,,,0.029197144340424405,0.023725110895997166,,0.012340630322881335,-0.06699977649639058,-0.0038852064179352693,-0.07468366807213198,-0.012367954106406146
CORT,0.04500298224266623,-0.021478490673849212,0.07800367367116028,-0.0030804657633550394,0.02555610500160719,0.016603123500039247,-0.012882641025464268,0.006719993004284784,,,,0.0017189694396581717,-0.02514284617292335,,-0.011200204846102405,-0.029931650133082934,,,-0.038683837622939414
NCAN,0.04704316298667646,0.010858089479243013,0.013929378422704891,-0.0058874842515310175,0.003959673153812085,-0.03309941999751209,0.046314117524838994,-0.01631312702274295,0.04252847970520182,0.012947954767941944,0.060036517681969964,0.07014194277261568,0.0584892760216958,0.03918518197688289,0.030297075515164047,-0.02370470964942306,0.08429526318521628,0.06478507954305411,0.043023278115803525
PRG4,,,-0.012543228169169224,-0.012248558735994753,-0.018698403375169117,0.01228927738100568,,-0.015795204892296872,,,,0.10144282771343817,0.04377655286322431,,-0.06377636982683679,,0.03352940317284348,0.06890344849800661,
ZG16B,,-0.014471886384454293,-0.014557950323878199,,-0.02018793126280853,-0.009597728043126651,,,,,0.06381897870356851,,,,,,0.03163993229288282,0.0021596452506249058,
TGM2,-0.01926119576691177,-0.030625174979085526,-0.009678135444794792,0.02121177147019165,0.05390736827610429,0.052132136110574566,-0.03475282905635252,0.056940976180969015,-0.004962411581942019,0.03770180267189821,-0.03461551286575116,0.04243339387081356,-0.04243303017530413,0.030480079316998716,-0.04374542853115213,0.03814070490005217,-0.05737347078295513,-0.03663582386846132,0.10033761775289139
VEGFC,0.131201646803282,-0.0013204001954298288,0.06925551002777819,0.060988315373132776,-0.02465267085625259,-0.025844313693865688,-0.0026682811976956977,-0.016119636187297202,0.10403328584864896,0.009733045392888419,-0.054236760216540295,-0.020300212419504946,-0.03368308384344448,0.027344878899505442,-0.0036001360993204094,,-0.020575201966636238,0.024803580301745974,
WNT6,,-0.013383553071229445,0.04788324638067498,0.005386903703827153,0.022901054235675757,-0.02135940143176257,,-0.014068404472190894,-0.004742174400092573,,-0.0223555178583581,-0.00026479898250314954,0.009843061861801406,,-0.03225213182992713,,-0.03378085499028737,-0.031390693173089124,
