,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,-0.016423471853014543
BMP1,0.054565939387567854,0.03354855807330944,-0.0158347604181376,0.01250970320686367,-0.031534620025215405
NDP,0.01852112043277749,0.03983096247621101,0.016718732101690406,-0.0370020159880742,0.04029453561976883
TNFSF18,,,,,0.04771777411428209
RTN4,0.11133572708205805,0.04413885784504452,-0.028967413250018975,-0.027468369167470526,0.011608231954959296
HEBP1,0.08806032143955128,0.034253040121677125,0.013374966125247693,-0.037218421371771414,0.0480393197703511
WNT7B,-0.05548899256168745,0.09126746116778857,0.01722375631575541,-0.02233890879292903,-0.02222401298840315
PTMA,0.0026339204155609564,-0.09398094308405817,0.050013501469333865,-0.01833841522012257,-0.08964698657116592
FASLG,,,,,-0.014244071535171127
CEACAM1,-0.04178460288770392,-0.01982371560617104,-0.016268860516898975,-0.014826658656264795,-0.01981853346788566
PDAP1,0.04004889347032687,0.0021314041460955215,0.033715667503135135,-0.006544655105954782,0.04062588310277673
QDPR,0.08291117159379645,-0.05241787678987515,0.0324977567487144,-0.03248771118526292,0.01973787511828073
POMC,0.07838256527021432,0.054928106282370964,-0.0048490030340730605,-0.024254465848271362,0.0009347354019353256
CCL18,-0.035828112482545006,0.0412495367271119,-0.039727480064387144,-0.01980720910897798,
CCL17,,-0.01406396672777229,-0.023485121505997,,-0.0129106509579459
VEGFD,0.12657764593842702,,-0.016268860516898975,,
TNFSF13,,-0.026986639710383654,0.024462867259171763,-0.016649343950732913,-0.021036828127722798
WNT5A,0.045575570090422214,-0.009137706669537497,0.05478691407864443,0.017036516207213005,-0.003546866730213905
CXCL8,-0.03166612028736416,-0.04033747096496595,-0.0636293253313645,-0.010243419555297917,0.05851114981964791
GRN,-0.020365766941857964,0.07356909868784921,0.07382942784781805,-0.005165321693561336,-0.0067168391468304745
MIA,0.041549726321690156,0.018473789027940626,0.045194829015454366,0.06903151805212027,-0.0019628472988015592
COL4A4,,0.07326425533550816,0.15217610614865137,0.024049894831488755,0.04010804008035527
TAC1,,,,-0.010883516003222894,-0.01697236349446558
RARRES2,-0.03240794923512353,-0.023409033829411677,-0.0583035482438464,0.0182262798013711,0.058040935191216884
FGF7,-0.008230056858959247,-0.004941434366545772,0.018119163472582203,-0.0037016293285215087,0.05275673755387006
EFNA2,,,-0.015462463159104515,,
HBEGF,0.15184201809949147,0.06269711216434888,0.017963714478992927,0.03637750858353525,-0.015952814844663064
CSF3,,-0.009230449847029606,-0.03973494831066084,-0.02125604048554759,-0.013592923755728473
PI3,-0.057351441776458977,-0.009447061291698236,-0.05287765165159307,0.024534136495724505,0.013337027103469977
PCSK1N,-0.0005995750563943223,0.016874307416698504,-0.009443247401755922,-0.04120728719245363,0.04858977091727385
NTS,,-0.019422112948232137,-0.01883807714941897,0.002997592071558157,-0.020129266534601342
SFRP1,-0.018050104113687394,0.03762391129520621,0.030273605494874636,0.035234894324737406,-0.019661513376664014
CXCL13,,0.026704405180856285,-0.039727475740924896,-0.022953819920705314,
MICA,0.09804996980942801,-0.0272338196440199,0.037476514239861376,0.018447166913860353,0.0053375644616457845
TG,-0.056611463189664056,-0.01868749558800799,-0.0232011513207778,-0.017494047952269675,0.10011647355348988
ADA,-0.03508293132474903,0.044805437638758085,-0.0047904551748420435,0.01467883448108408,-0.001040433758560661
LAMC3,-0.10736751182156302,0.053150598659668515,0.06924335020200298,0.0023099619173167587,-0.030594404125160804
CCL7,,-0.02107864437185408,,,-0.01424406647014931
NGF,,0.06803055953548517,0.011553321482602893,-0.025871624397886914,-0.03217989490656194
TNFSF15,,0.06450452686567892,,0.01498049316095931,-0.037635289734294856
HMGB1,-0.033619932929998424,0.03144245768147085,0.08403403807692897,-0.03624544761502334,-0.012363850881804046
ITGB3BP,-0.08188777870249642,-0.010619783879585228,0.013323534453529759,0.05504054753358591,0.03007750549355031
AANAT,-0.04879296477136791,-0.01849191876827139,-0.020808287471513098,,-0.015070816334016147
RELN,,,,-0.01594373007886029,
IL15,-0.05623896304919906,0.1928846246748633,-0.014056803930850549,0.01419818184838508,0.07754914427153142
UTS2,0.01336591702687513,0.012323885671066294,,,
BSG,0.07401599302874268,0.030401727378967906,-0.01063086479039193,0.019969033028705785,0.050030555842866684
ADAMTS3,0.017981575638000045,-0.004026216116448082,0.02749409251021849,-0.0129817838291852,-0.024908424056290564
CD34,-0.007019010868851214,0.024039595799845985,-0.00997469840665048,0.012672275030809664,0.0018778044636621923
PLAT,0.08234002025281116,0.04518474047129859,0.0757052124725059,0.034762938657036335,-0.020599044543845535
NTF3,,0.0717423796183385,-0.0403190501622259,-0.03431088200428421,
LTA,,,,,-9.032622662396492e-05
CKLF,0.030395376911758625,0.04754976857130671,0.11327397199307664,0.0374125878670267,0.0059019217775382335
CD24,-0.05070757244591634,0.018056290488288135,-0.005819279286144712,0.012548666097806355,0.07903962256500056
HSP90AA1,0.006920534916136392,-0.05631787568675387,-0.10046000425543486,-0.029279748682429572,-0.036536593081641554
BMP4,0.08289095365460002,0.0149614221507623,0.012252252817448243,0.0758220027060721,0.008372055773532137
SCGB3A1,0.015540353290159164,-0.03208258783122207,0.04290507432997192,0.02984432929792094,-0.029865999129169117
IGFBP4,0.015340544438735176,0.05294869378558171,0.04085027329417232,0.01234937653651404,-0.041696341652225126
RSPO4,,,,-0.01846046478273357,0.06941163673466609
LEFTY2,0.0951164925326041,-0.017893382103727446,0.004771088052755469,-0.025105012498245486,-0.0287181317167988
PF4,,,-0.014172418001514302,,0.08616946398376919
ANGPTL2,0.05774466921315886,0.07158697954130688,0.05489089183268125,-0.04479901264465073,-0.020411712924098133
LRIG2,0.05281288654004071,-0.0007041453197573943,0.09177526578866028,0.030428543405732186,0.03820999225652438
ICOSLG,0.014057041036210563,0.06725944332609356,0.04869770981711311,0.06989146807582813,0.05320010328608291
WIF1,,,,-0.017160790131356768,
NPPC,-0.050426401788314895,0.02275654684888601,0.020197128653095617,0.021775866340375788,
LYZ,0.050230352519882615,0.04344334956706645,0.07520585675537667,-0.0015026170446345408,0.030750489186910403
EREG,,-0.042785868449699664,-0.008792031475306912,-0.02299282013163199,0.025255506442112906
SPTAN1,-0.024710642195115953,-0.013752739722672646,-0.0204596816365517,-0.018874206580331638,0.0276933000911161
PTH2,,,,-0.01597492425632103,
LIPC,-0.03635564676391036,,,,0.10254718298703558
COL8A1,-0.031075785093902252,0.04855762310648173,0.013870420083705821,0.0009162761701726201,-0.0030393021285354837
GSTM2,-0.05318337144629408,-0.002621293671700972,0.055135487300661055,-0.017832642835660547,0.00413515076956421
IL4,0.1926636856188387,,,,
SPX,,-0.02125246023090049,-0.01759686844732462,0.038752901087323065,0.11015291284757815
MFGE8,0.07013684408242436,-0.0036449811522320497,-0.0028976181633609626,-0.01486570219204693,-0.012108692508867817
TGFA,0.1473319079240113,-0.010451650755866581,-0.028246313909187627,-0.022910912940262342,0.036087269710182855
SLIT2,0.09790805544570674,0.050226573250787124,0.02359891782819218,0.019010737000091822,0.04920970443457164
PLTP,0.039931897185714285,0.09680529384089627,0.02828272368548403,0.03517621539099135,-0.06360920426194658
APOD,0.15182987280295673,0.06439058530029237,0.06178046638820371,0.014623775558081706,0.022641763786629743
B2M,0.04665460366544893,0.12996763642202003,0.10240102035592841,-0.005609041177121527,-0.08055399900161386
OMG,-0.05775983734105514,0.050646055362328884,0.003318024438616024,0.0007678034149437292,-0.02540121876601484
CXCL3,0.04876689405557479,0.07646237037785994,-0.03136023719002732,-0.02072626781909549,-0.01827903449611789
CXCL10,-0.07490551363362297,0.05846440047487745,-0.019009321074243333,-0.010135245592169504,-0.03665931073097546
RSPO3,,0.02252622393468556,0.05654298978799495,0.015989630233309217,-0.01445494217591085
CORT,,-0.0240352327785065,-0.014830715109794182,-0.03070222879144908,
NCAN,-0.09914991573790272,0.008031758401917282,0.049182046688192836,0.0033691023384532573,0.009936459195887605
